,date,hour,type,前门
130908,20161010,20,PM2.5,156.0
130914,20161010,21,PCA,95.06974613232171
130914,20161010,21,PM2.5,159.0
130920,20161010,22,PCA,90.93273320788182
130920,20161010,22,PM2.5,149.0
130926,20161010,23,PCA,89.36891815003206
130926,20161010,23,PM2.5,143.0
130932,20161011,0,PCA,92.67288180767692
130932,20161011,0,PM2.5,147.0
130938,20161011,1,PCA,90.92995576844108
130938,20161011,1,PM2.5,142.0
130944,20161011,2,PCA,84.79559131700593
130944,20161011,2,PM2.5,132.0
130950,20161011,3,PCA,85.91264922587452
130950,20161011,3,PM2.5,132.0
130956,20161011,4,PCA,82.5922743999922
130956,20161011,4,PM2.5,125.0
130962,20161011,5,PCA,87.73110600641947
130962,20161011,5,PM2.5,128.0
130968,20161011,6,PCA,89.84383639242004
130968,20161011,6,PM2.5,129.0
130974,20161011,7,PCA,97.32423478713746
130974,20161011,7,PM2.5,139.0
130980,20161011,8,PCA,93.61399922677636
130980,20161011,8,PM2.5,133.0
130986,20161011,9,PCA,90.12041653823897
130986,20161011,9,PM2.5,123.0
130992,20161011,10,PCA,78.78360093685627
130992,20161011,10,PM2.5,107.0
130998,20161011,11,PCA,122.6090471370777
130998,20161011,11,PM2.5,157.0
131004,20161011,12,PCA,146.2582985570844
131004,20161011,12,PM2.5,185.0
131010,20161011,13,PCA,142.6106424020071
131010,20161011,13,PM2.5,176.0
131016,20161011,14,PCA,135.87969493122117
131016,20161011,14,PM2.5,166.0
131022,20161011,15,PCA,139.67860143228816
131022,20161011,15,PM2.5,173.0
131028,20161011,16,PCA,121.65321616872518
131028,20161011,16,PM2.5,147.0
131034,20161011,17,PCA,104.06877046929405
131034,20161011,17,PM2.5,118.0
131040,20161011,18,PCA,104.11139450762269
131040,20161011,18,PM2.5,114.0
131046,20161011,19,PCA,103.30259039910027
131046,20161011,19,PM2.5,110.0
131052,20161011,20,PCA,87.0797606760419
131052,20161011,20,PM2.5,91.0
131058,20161011,21,PCA,66.90486304959049
131058,20161011,21,PM2.5,71.0
131064,20161011,22,PCA,47.87403316204314
131064,20161011,22,PM2.5,53.0
131070,20161011,23,PCA,36.134498226848976
131070,20161011,23,PM2.5,46.0
131076,20161012,0,PCA,33.639458191577056
131076,20161012,0,PM2.5,46.0
131082,20161012,1,PCA,29.339051090017403
131082,20161012,1,PM2.5,44.0
131088,20161012,2,PCA,25.874585267009483
131088,20161012,2,PM2.5,48.0
131094,20161012,3,PCA,14.987135737598761
131094,20161012,3,PM2.5,39.0
131100,20161012,4,PCA,16.961699308530214
131100,20161012,4,PM2.5,45.0
131106,20161012,5,PCA,19.202134010253957
131106,20161012,5,PM2.5,50.0
131112,20161012,6,PCA,23.040624479175676
131112,20161012,6,PM2.5,56.0
131118,20161012,7,PCA,23.56299878029506
131118,20161012,7,PM2.5,61.0
131124,20161012,8,PCA,19.03621646164987
131124,20161012,8,PM2.5,57.0
131130,20161012,9,PCA,21.06493157266394
131130,20161012,9,PM2.5,64.0
131136,20161012,10,PCA,29.20485847190648
131136,20161012,10,PM2.5,77.0
131142,20161012,11,PCA,35.36010312823549
131142,20161012,11,PM2.5,88.0
131148,20161012,12,PCA,34.81611568829692
131148,20161012,12,PM2.5,91.0
131154,20161012,13,PCA,30.922542017060177
131154,20161012,13,PM2.5,95.0
131160,20161012,14,PCA,27.95977289307009
131160,20161012,14,PM2.5,97.0
131166,20161012,15,PCA,17.067027161639885
131166,20161012,15,PM2.5,94.0
131172,20161012,16,PCA,14.874819886438463
131172,20161012,16,PM2.5,96.0
131178,20161012,17,PCA,13.94688792450344
131178,20161012,17,PM2.5,89.0
131184,20161012,18,PCA,27.35613272496327
131184,20161012,18,PM2.5,96.0
131190,20161012,19,PCA,31.779140484805428
131190,20161012,19,PM2.5,98.0
131196,20161012,20,PCA,45.41300856754521
131196,20161012,20,PM2.5,111.0
131202,20161012,21,PCA,51.0401259010212
131202,20161012,21,PM2.5,115.0
131208,20161012,22,PCA,64.28533445425795
131208,20161012,22,PM2.5,129.0
131214,20161012,23,PCA,72.93984470052578
131214,20161012,23,PM2.5,137.0
131220,20161013,0,PCA,75.35821549789475
131220,20161013,0,PM2.5,139.0
131226,20161013,1,PCA,81.94419470957527
131226,20161013,1,PM2.5,146.0
131232,20161013,2,PCA,75.29917232175453
131232,20161013,2,PM2.5,135.0
131238,20161013,3,PCA,64.08853099879443
131238,20161013,3,PM2.5,118.0
131244,20161013,4,PCA,67.98107916578766
131244,20161013,4,PM2.5,120.0
131250,20161013,5,PCA,64.22786191380057
131250,20161013,5,PM2.5,115.0
131256,20161013,6,PCA,63.1379531461611
131256,20161013,6,PM2.5,111.0
131262,20161013,7,PCA,67.4788826675206
131262,20161013,7,PM2.5,115.0
131268,20161013,8,PCA,74.88570196736248
131268,20161013,8,PM2.5,124.0
131274,20161013,9,PCA,77.9041919545816
131274,20161013,9,PM2.5,126.0
131280,20161013,10,PCA,87.25972289429508
131280,20161013,10,PM2.5,137.0
131286,20161013,11,PCA,101.03907020406443
131286,20161013,11,PM2.5,153.0
131292,20161013,12,PCA,121.10950053292348
131292,20161013,12,PM2.5,171.0
131298,20161013,13,PCA,128.59609356173095
131298,20161013,13,PM2.5,179.0
131304,20161013,14,PCA,130.75502133653282
131304,20161013,14,PM2.5,179.0
131310,20161013,15,PCA,139.99489183480165
131310,20161013,15,PM2.5,184.0
131316,20161013,16,PCA,151.3399973689864
131316,20161013,16,PM2.5,186.0
131322,20161013,17,PCA,161.1169316136636
131322,20161013,17,PM2.5,195.0
131328,20161013,18,PCA,172.76872123601308
131328,20161013,18,PM2.5,207.0
131334,20161013,19,PCA,213.20129200620565
131334,20161013,19,PM2.5,242.0
131340,20161013,20,PCA,231.70094496246764
131340,20161013,20,PM2.5,262.0
131346,20161013,21,PCA,246.7608493306423
131346,20161013,21,PM2.5,276.0
131352,20161013,22,PCA,251.94656310152448
131352,20161013,22,PM2.5,278.0
131358,20161013,23,PCA,260.18894371544985
131358,20161013,23,PM2.5,286.0
131364,20161014,0,PCA,271.6008183588304
131364,20161014,0,PM2.5,295.0
131370,20161014,1,PCA,285.2976078533994
131370,20161014,1,PM2.5,311.0
131376,20161014,2,PCA,270.9597377634639
131376,20161014,2,PM2.5,287.0
131382,20161014,3,PCA,235.55538659674724
131382,20161014,3,PM2.5,233.0
131388,20161014,4,PCA,226.6161521437252
131388,20161014,4,PM2.5,220.0
131394,20161014,5,PCA,235.0166895764996
131394,20161014,5,PM2.5,230.0
131400,20161014,6,PCA,234.66033318788732
131400,20161014,6,PM2.5,227.0
131406,20161014,7,PCA,232.02032443005245
131406,20161014,7,PM2.5,221.0
131412,20161014,8,PCA,246.43877337925161
131412,20161014,8,PM2.5,237.0
131418,20161014,9,PCA,269.0027315521698
131418,20161014,9,PM2.5,262.0
131424,20161014,10,PCA,276.8983603801369
131424,20161014,10,PM2.5,268.0
131430,20161014,11,PCA,284.79398920810405
131430,20161014,11,PM2.5,274.0
131436,20161014,12,PCA,307.7931361554907
131436,20161014,12,PM2.5,298.0
131442,20161014,13,PCA,331.93965209690174
131442,20161014,13,PM2.5,329.0
131448,20161014,14,PCA,360.8457635583908
131448,20161014,14,PM2.5,353.0
131454,20161014,15,PCA,326.84088040946233
131454,20161014,15,PM2.5,309.0
131460,20161014,16,PCA,251.1942380545504
131460,20161014,16,PM2.5,215.0
131466,20161014,17,PCA,246.46894976435556
131466,20161014,17,PM2.5,196.0
131472,20161014,18,PCA,267.69641377387364
131472,20161014,18,PM2.5,202.0
131478,20161014,19,PCA,274.3421420510327
131478,20161014,19,PM2.5,213.0
131484,20161014,20,PCA,289.87817838220633
131484,20161014,20,PM2.5,237.0
131490,20161014,21,PCA,320.68866054445687
131490,20161014,21,PM2.5,283.0
131496,20161014,22,PCA,301.61261711218174
131496,20161014,22,PM2.5,261.0
131502,20161014,23,PCA,282.5365736799064
131502,20161014,23,PM2.5,239.0
131508,20161015,0,PCA,266.11359825845517
131508,20161015,0,PM2.5,219.0
131514,20161015,1,PCA,219.4631992071709
131514,20161015,1,PM2.5,162.0
131520,20161015,2,PCA,224.94181396577576
131520,20161015,2,PM2.5,177.0
131526,20161015,3,PCA,286.1845499374097
131526,20161015,3,PM2.5,263.0
131532,20161015,4,PCA,282.5073665121065
131532,20161015,4,PM2.5,259.0
131568,20161015,10,PCA,214.6725221671079
131568,20161015,10,PM2.5,168.0
131574,20161015,11,PCA,212.91992098162433
131574,20161015,11,PM2.5,170.0
131580,20161015,12,PCA,209.75024927580384
131580,20161015,12,PM2.5,169.5
131586,20161015,13,PCA,206.58057756998323
131586,20161015,13,PM2.5,169.0
131592,20161015,14,PCA,200.16904974637447
131592,20161015,14,PM2.5,168.0
131598,20161015,15,PCA,200.62685369140195
131598,20161015,15,PM2.5,173.0
131604,20161015,16,PCA,201.09057971170958
131604,20161015,16,PM2.5,175.0
131610,20161015,17,PCA,207.57874947619996
131610,20161015,17,PM2.5,183.0
131616,20161015,18,PCA,206.21332825043368
131616,20161015,18,PM2.5,182.0
131622,20161015,19,PCA,204.29246861729024
131622,20161015,19,PM2.5,180.0
131628,20161015,20,PCA,207.27513258066068
131628,20161015,20,PM2.5,186.0
131634,20161015,21,PCA,210.69233708319658
131634,20161015,21,PM2.5,197.0
131640,20161015,22,PCA,202.16844705040214
131640,20161015,22,PM2.5,191.0
131646,20161015,23,PCA,194.4437290158234
131646,20161015,23,PM2.5,185.0
131652,20161016,0,PCA,189.5200187440313
131652,20161016,0,PM2.5,184.0
131658,20161016,1,PCA,168.4231609140519
131658,20161016,1,PM2.5,154.0
131664,20161016,2,PCA,151.97200445237655
131664,20161016,2,PM2.5,133.0
131670,20161016,3,PCA,146.19409273330243
131670,20161016,3,PM2.5,131.0
131676,20161016,4,PCA,142.98703535512286
131676,20161016,4,PM2.5,132.0
131682,20161016,5,PCA,132.457895774136
131682,20161016,5,PM2.5,123.0
131688,20161016,6,PCA,129.42736987577405
131688,20161016,6,PM2.5,123.0
131694,20161016,7,PCA,119.23015128296095
131694,20161016,7,PM2.5,115.0
131700,20161016,8,PCA,112.3843188960596
131700,20161016,8,PM2.5,108.0
131706,20161016,9,PCA,113.22648982510071
131706,20161016,9,PM2.5,111.0
131712,20161016,10,PCA,124.44193789724058
131712,20161016,10,PM2.5,130.0
131718,20161016,11,PCA,130.2795276893451
131718,20161016,11,PM2.5,143.0
131724,20161016,12,PCA,119.12339891438668
131724,20161016,12,PM2.5,133.0
131730,20161016,13,PCA,105.00755207379096
131730,20161016,13,PM2.5,120.0
131736,20161016,14,PCA,90.64336837252489
131736,20161016,14,PM2.5,104.0
131742,20161016,15,PCA,72.22996379522012
131742,20161016,15,PM2.5,83.0
131748,20161016,16,PCA,63.30476777434071
131748,20161016,16,PM2.5,74.0
131754,20161016,17,PCA,67.56160798813585
131754,20161016,17,PM2.5,83.0
131760,20161016,18,PCA,76.838398666263
131760,20161016,18,PM2.5,89.0
131766,20161016,19,PCA,84.08866555529791
131766,20161016,19,PM2.5,98.0
131772,20161016,20,PCA,90.45785258396103
131772,20161016,20,PM2.5,115.0
131778,20161016,21,PCA,78.62589528594681
131778,20161016,21,PM2.5,108.0
131784,20161016,22,PCA,92.43465038785322
131784,20161016,22,PM2.5,130.0
131790,20161016,23,PCA,94.9688271836465
131790,20161016,23,PM2.5,135.0
131796,20161017,0,PCA,95.86710117430164
131796,20161017,0,PM2.5,139.0
131802,20161017,1,PCA,86.39604331686562
131802,20161017,1,PM2.5,130.0
131808,20161017,2,PCA,90.53587914992879
131808,20161017,2,PM2.5,136.0
131814,20161017,3,PCA,83.47523261417474
131814,20161017,3,PM2.5,127.0
131820,20161017,4,PCA,75.13248654805764
131820,20161017,4,PM2.5,118.0
131826,20161017,5,PCA,63.37809633126558
131826,20161017,5,PM2.5,103.0
131832,20161017,6,PCA,43.872963734228215
131832,20161017,6,PM2.5,75.0
131838,20161017,7,PCA,37.07185036382858
131838,20161017,7,PM2.5,69.0
131844,20161017,8,PCA,53.49509665041158
131844,20161017,8,PM2.5,94.0
131850,20161017,9,PCA,19.090384976407485
131850,20161017,9,PM2.5,52.0
131856,20161017,10,PCA,6.485955626664639
131856,20161017,10,PM2.5,37.0
131862,20161017,11,PCA,-12.936242991158565
131862,20161017,11,PM2.5,23.0
131868,20161017,12,PCA,-18.424603888459373
131868,20161017,12,PM2.5,22.0
131874,20161017,13,PCA,-15.919077582898199
131874,20161017,13,PM2.5,28.0
131880,20161017,14,PCA,-17.76562886793596
131880,20161017,14,PM2.5,29.0
131886,20161017,15,PCA,-25.258558952891164
131886,20161017,15,PM2.5,18.0
131892,20161017,16,PCA,-13.26136076719548
131892,20161017,16,PM2.5,46.0
131898,20161017,17,PCA,-7.519606928134107
131898,20161017,17,PM2.5,51.0
131904,20161017,18,PCA,1.0480078772964783
131904,20161017,18,PM2.5,52.0
131910,20161017,19,PCA,25.855072377776658
131910,20161017,19,PM2.5,73.0
131916,20161017,20,PCA,25.892389817708686
131916,20161017,20,PM2.5,75.0
131934,20161017,23,PCA,40.76794604778931
131934,20161017,23,PM2.5,113.0
131940,20161018,0,PCA,36.48363386023046
131940,20161018,0,PM2.5,111.0
131946,20161018,1,PCA,31.31938313117004
131946,20161018,1,PM2.5,107.0
131952,20161018,2,PCA,17.785384721526977
131952,20161018,2,PM2.5,92.0
131958,20161018,3,PCA,18.83628906657952
131958,20161018,3,PM2.5,88.0
131964,20161018,4,PCA,-0.04460328102792465
131964,20161018,4,PM2.5,66.0
131970,20161018,5,PCA,-12.908086332669697
131970,20161018,5,PM2.5,52.0
131976,20161018,6,PCA,-17.415066536987265
131976,20161018,6,PM2.5,46.0
131982,20161018,7,PCA,-1.8157541123206782
131982,20161018,7,PM2.5,68.0
131988,20161018,8,PCA,0.5858699050169419
131988,20161018,8,PM2.5,72.0
131994,20161018,9,PCA,-0.47541476012155737
131994,20161018,9,PM2.5,69.0
132000,20161018,10,PCA,3.2160397185753276
132000,20161018,10,PM2.5,73.0
132006,20161018,11,PCA,32.18066371191392
132006,20161018,11,PM2.5,110.0
132054,20161018,19,PCA,123.55223580901726
132054,20161018,19,PM2.5,185.0
132060,20161018,20,PCA,136.5762996791455
132060,20161018,20,PM2.5,198.0
132066,20161018,21,PCA,145.2615012955762
132066,20161018,21,PM2.5,203.0
132072,20161018,22,PCA,141.40171176640783
132072,20161018,22,PM2.5,194.0
132078,20161018,23,PCA,156.41224745768605
132078,20161018,23,PM2.5,211.0
132084,20161019,0,PCA,133.18761154266974
132084,20161019,0,PM2.5,175.0
132090,20161019,1,PCA,140.86457517281752
132090,20161019,1,PM2.5,183.0
132096,20161019,2,PCA,144.26938366558173
132096,20161019,2,PM2.5,183.0
132102,20161019,3,PCA,142.07958755390226
132102,20161019,3,PM2.5,176.0
132108,20161019,4,PCA,155.50603845584521
132108,20161019,4,PM2.5,189.0
132114,20161019,5,PCA,163.01391139456018
132114,20161019,5,PM2.5,192.0
132120,20161019,6,PCA,168.69113119818041
132120,20161019,6,PM2.5,192.0
132126,20161019,7,PCA,180.05954930702507
132126,20161019,7,PM2.5,204.0
132132,20161019,8,PCA,181.64828829677268
132132,20161019,8,PM2.5,201.0
132138,20161019,9,PCA,191.52065957347577
132138,20161019,9,PM2.5,210.0
132144,20161019,10,PCA,203.52954680886748
132144,20161019,10,PM2.5,221.0
132150,20161019,11,PCA,229.7779605084897
132150,20161019,11,PM2.5,248.5
132156,20161019,12,PCA,256.0263742081118
132156,20161019,12,PM2.5,276.0
132204,20161019,20,PCA,262.31652987504344
132204,20161019,20,PM2.5,251.0
132210,20161019,21,PCA,258.9439777996451
132210,20161019,21,PM2.5,246.0
132216,20161019,22,PCA,260.3067946480315
132216,20161019,22,PM2.5,247.0
132222,20161019,23,PCA,268.6791564334836
132222,20161019,23,PM2.5,256.0
132228,20161020,0,PCA,262.68423206488734
132228,20161020,0,PM2.5,245.0
132246,20161020,3,PCA,288.4137820322573
132246,20161020,3,PM2.5,275.0
132252,20161020,4,PCA,280.77286605379584
132252,20161020,4,PM2.5,258.0
132258,20161020,5,PCA,250.14658011998776
132258,20161020,5,PM2.5,228.0
132264,20161020,6,PCA,161.29792416676733
132264,20161020,6,PM2.5,106.0
132270,20161020,7,PCA,126.96060793275092
132270,20161020,7,PM2.5,57.0
132276,20161020,8,PCA,113.11170907126149
132276,20161020,8,PM2.5,44.0
132282,20161020,9,PCA,102.03520387147357
132282,20161020,9,PM2.5,32.0
132300,20161020,12,PCA,92.57250876167855
132300,20161020,12,PM2.5,44.0
132306,20161020,13,PCA,86.80006894535619
132306,20161020,13,PM2.5,42.0
132324,20161020,16,PCA,73.91844688813835
132324,20161020,16,PM2.5,48.0
132330,20161020,17,PCA,62.630633842742014
132330,20161020,17,PM2.5,43.0
132336,20161020,18,PCA,57.670244451026036
132336,20161020,18,PM2.5,50.0
132342,20161020,19,PCA,46.88946104080774
132342,20161020,19,PM2.5,50.0
132348,20161020,20,PCA,39.059734139428755
132348,20161020,20,PM2.5,50.0
132354,20161020,21,PCA,33.33733771559629
132354,20161020,21,PM2.5,55.0
132360,20161020,22,PCA,21.81230152790221
132360,20161020,22,PM2.5,50.0
132366,20161020,23,PCA,7.575806816537774
132366,20161020,23,PM2.5,41.0
132372,20161021,0,PCA,-0.19656356489078686
132372,20161021,0,PM2.5,42.0
132378,20161021,1,PCA,-16.185041483117633
132378,20161021,1,PM2.5,38.0
132384,20161021,2,PCA,-21.804055283815046
132384,20161021,2,PM2.5,44.0
132390,20161021,3,PCA,-25.45276417166099
132390,20161021,3,PM2.5,50.0
132396,20161021,4,PCA,-37.295996346954816
132396,20161021,4,PM2.5,45.0
132402,20161021,5,PCA,-42.221802380916316
132402,20161021,5,PM2.5,53.0
132408,20161021,6,PCA,-44.23286568944041
132408,20161021,6,PM2.5,52.0
132414,20161021,7,PCA,-42.17600232068486
132414,20161021,7,PM2.5,51.0
132420,20161021,8,PCA,-38.54908180893289
132420,20161021,8,PM2.5,50.0
132426,20161021,9,PCA,-38.72247491027853
132426,20161021,9,PM2.5,47.0
132432,20161021,10,PCA,-30.120400658434743
132432,20161021,10,PM2.5,55.0
132438,20161021,11,PCA,-21.43970564715661
132438,20161021,11,PM2.5,61.0
132444,20161021,12,PCA,-20.551708270152865
132444,20161021,12,PM2.5,60.0
132450,20161021,13,PCA,-17.539010195551988
132450,20161021,13,PM2.5,65.0
132456,20161021,14,PCA,-13.152810211969195
132456,20161021,14,PM2.5,69.0
132462,20161021,15,PCA,-12.373457772710589
132462,20161021,15,PM2.5,68.0
132468,20161021,16,PCA,-14.399287913723354
132468,20161021,16,PM2.5,64.0
132474,20161021,17,PCA,-14.390064978284142
132474,20161021,17,PM2.5,63.0
132480,20161021,18,PCA,-27.289061555617938
132480,20161021,18,PM2.5,44.0
132486,20161021,19,PCA,-34.970323055660785
132486,20161021,19,PM2.5,35.0
132492,20161021,20,PCA,-38.5603299779425
132492,20161021,20,PM2.5,33.0
132498,20161021,21,PCA,-40.81075318898641
132498,20161021,21,PM2.5,32.0
132504,20161021,22,PCA,-44.43550055136935
132504,20161021,22,PM2.5,28.0
132510,20161021,23,PCA,-41.05120519714555
132510,20161021,23,PM2.5,34.0
132516,20161022,0,PCA,-41.05120519714555
132516,20161022,0,PM2.5,34.0
132522,20161022,1,PCA,-39.25250591417965
132522,20161022,1,PM2.5,36.0
132528,20161022,2,PCA,-41.061183773546084
132528,20161022,2,PM2.5,35.0
132534,20161022,3,PCA,-45.56791055736135
132534,20161022,3,PM2.5,31.0
132540,20161022,4,PCA,-51.65359740974576
132540,20161022,4,PM2.5,25.0
132546,20161022,5,PCA,-58.044826291469725
132546,20161022,5,PM2.5,20.0
132552,20161022,6,PCA,-61.58827751255867
132552,20161022,6,PM2.5,16.0
132558,20161022,7,PCA,-63.330580111775255
132558,20161022,7,PM2.5,14.0
132564,20161022,8,PCA,-66.35563950028734
132564,20161022,8,PM2.5,14.0
132570,20161022,9,PCA,-71.29239520814328
132570,20161022,9,PM2.5,10.0
132588,20161022,12,PCA,-80.53307327644859
132588,20161022,12,PM2.5,6.0
132594,20161022,13,PCA,-77.44768394887555
132594,20161022,13,PM2.5,15.0
132600,20161022,14,PCA,-75.59311758016845
132600,20161022,14,PM2.5,19.0
132642,20161022,21,PCA,-78.39717441943372
132642,20161022,21,PM2.5,26.0
132648,20161022,22,PCA,-67.68713067216
132648,20161022,22,PM2.5,22.0
132654,20161022,23,PCA,-60.677332314591915
132654,20161022,23,PM2.5,32.0
132660,20161023,0,PCA,-57.668075195731646
132660,20161023,0,PM2.5,38.0
132666,20161023,1,PCA,-62.25887931591148
132666,20161023,1,PM2.5,33.0
132672,20161023,2,PCA,-62.80507551036978
132672,20161023,2,PM2.5,32.0
132678,20161023,3,PCA,-59.86328114878478
132678,20161023,3,PM2.5,38.0
132684,20161023,4,PCA,-60.74191799650535
132684,20161023,4,PM2.5,35.0
132690,20161023,5,PCA,-59.44757296685782
132690,20161023,5,PM2.5,34.0
132696,20161023,6,PCA,-58.01317770189361
132696,20161023,6,PM2.5,35.0
132702,20161023,7,PCA,-64.15408181226883
132702,20161023,7,PM2.5,28.0
132708,20161023,8,PCA,-69.23617494586303
132708,20161023,8,PM2.5,23.0
132714,20161023,9,PCA,-69.61489018133618
132714,20161023,9,PM2.5,25.0
132720,20161023,10,PCA,-69.95992069320046
132720,20161023,10,PM2.5,26.0
132726,20161023,11,PCA,-70.81777275286099
132726,20161023,11,PM2.5,25.0
132732,20161023,12,PCA,-68.13419914554179
132732,20161023,12,PM2.5,27.0
132738,20161023,13,PCA,-69.96261463664798
132738,20161023,13,PM2.5,26.0
132744,20161023,14,PCA,-63.77257532351161
132744,20161023,14,PM2.5,31.0
132750,20161023,15,PCA,-58.95483460760502
132750,20161023,15,PM2.5,34.0
132756,20161023,16,PCA,-53.57029861132818
132756,20161023,16,PM2.5,37.0
132762,20161023,17,PCA,-52.20043731330887
132762,20161023,17,PM2.5,33.0
132768,20161023,18,PCA,-50.38574149837104
132768,20161023,18,PM2.5,33.0
132774,20161023,19,PCA,-42.057584457234
132774,20161023,19,PM2.5,42.0
132780,20161023,20,PCA,-34.06302103889044
132780,20161023,20,PM2.5,48.0
132786,20161023,21,PCA,-34.772869840943024
132786,20161023,21,PM2.5,47.0
132792,20161023,22,PCA,-29.423635663408593
132792,20161023,22,PM2.5,52.0
132798,20161023,23,PCA,-27.216668986900547
132798,20161023,23,PM2.5,56.0
132804,20161024,0,PCA,-18.912639307535326
132804,20161024,0,PM2.5,66.0
132810,20161024,1,PCA,-19.458183172505603
132810,20161024,1,PM2.5,66.0
132816,20161024,2,PCA,-21.753845065139775
132816,20161024,2,PM2.5,63.0
132822,20161024,3,PCA,-24.214028914179934
132822,20161024,3,PM2.5,61.0
132828,20161024,4,PCA,-25.679295927049434
132828,20161024,4,PM2.5,60.0
132834,20161024,5,PCA,-19.46632400372133
132834,20161024,5,PM2.5,68.0
