,date,hour,type,永乐店
70086,20150814,18,PCA,-47.23674816906372
70086,20150814,18,PM2.5,38.0
70092,20150814,19,PCA,-50.364724388945234
70092,20150814,19,PM2.5,37.0
70098,20150814,20,PCA,-48.79816108544137
70098,20150814,20,PM2.5,33.0
70104,20150814,21,PCA,-31.47165169244911
70104,20150814,21,PM2.5,44.0
70110,20150814,22,PCA,-11.6093847954582
70110,20150814,22,PM2.5,59.0
70116,20150814,23,PCA,-10.279035169848042
70116,20150814,23,PM2.5,64.0
70122,20150815,0,PCA,-15.47629826545953
70122,20150815,0,PM2.5,62.0
70128,20150815,1,PCA,-12.39640183537022
70128,20150815,1,PM2.5,66.0
70134,20150815,2,PCA,-14.376088152088059
70134,20150815,2,PM2.5,65.0
70140,20150815,3,PCA,-15.432373767552102
70140,20150815,3,PM2.5,66.0
70146,20150815,4,PCA,-19.685049800034317
70146,20150815,4,PM2.5,65.0
70152,20150815,5,PCA,-22.2454549689645
70152,20150815,5,PM2.5,67.0
70158,20150815,6,PCA,-16.956212116889688
70158,20150815,6,PM2.5,79.0
70164,20150815,7,PCA,-10.53583114015973
70164,20150815,7,PM2.5,87.0
70170,20150815,8,PCA,-27.07983105601668
70170,20150815,8,PM2.5,67.0
70176,20150815,9,PCA,-67.28772111398351
70176,20150815,9,PM2.5,29.0
70182,20150815,10,PCA,-86.30992684130436
70182,20150815,10,PM2.5,14.0
70188,20150815,11,PCA,-90.53065771716967
70188,20150815,11,PM2.5,15.0
70194,20150815,12,PCA,-89.20747090174908
70194,20150815,12,PM2.5,18.0
70200,20150815,13,PCA,-97.6676510613089
70200,20150815,13,PM2.5,7.0
70206,20150815,14,PCA,-91.76578102556672
70206,20150815,14,PM2.5,16.0
70212,20150815,15,PCA,-93.3350427317777
70212,20150815,15,PM2.5,13.0
70218,20150815,16,PCA,-95.30896406078558
70218,20150815,16,PM2.5,13.0
70224,20150815,17,PCA,-100.31917309250191
70224,20150815,17,PM2.5,7.0
70230,20150815,18,PCA,-98.62137196676932
70230,20150815,18,PM2.5,10.0
70236,20150815,19,PCA,-88.18963988061856
70236,20150815,19,PM2.5,16.0
70242,20150815,20,PCA,-79.3328729851468
70242,20150815,20,PM2.5,23.0
70248,20150815,21,PCA,-69.27875453607301
70248,20150815,21,PM2.5,23.0
70254,20150815,22,PCA,-63.420868141596145
70254,20150815,22,PM2.5,29.0
70260,20150815,23,PCA,-44.15857266140023
70260,20150815,23,PM2.5,40.0
70266,20150816,0,PCA,-33.14859609104003
70266,20150816,0,PM2.5,53.0
70272,20150816,1,PCA,-48.86587984288791
70272,20150816,1,PM2.5,44.0
70278,20150816,2,PCA,-46.62593306434841
70278,20150816,2,PM2.5,45.0
70284,20150816,3,PCA,-43.6664788365846
70284,20150816,3,PM2.5,47.0
70290,20150816,4,PCA,-48.056161020035965
70290,20150816,4,PM2.5,43.0
70296,20150816,5,PCA,-50.06118149344602
70296,20150816,5,PM2.5,43.0
70302,20150816,6,PCA,-51.062478304143106
70302,20150816,6,PM2.5,45.0
70308,20150816,7,PCA,-44.70611452257855
70308,20150816,7,PM2.5,55.0
70314,20150816,8,PCA,-32.928464198387715
70314,20150816,8,PM2.5,69.0
70320,20150816,9,PCA,-25.358906899544316
70320,20150816,9,PM2.5,84.0
70326,20150816,10,PCA,-34.758909120715366
70326,20150816,10,PM2.5,86.0
70332,20150816,11,PCA,-19.375233220571815
70332,20150816,11,PM2.5,92.0
70338,20150816,12,PCA,-11.1150102425798
70338,20150816,12,PM2.5,98.0
70344,20150816,13,PCA,-16.43201698725126
70344,20150816,13,PM2.5,83.0
70350,20150816,14,PCA,-16.904273629517334
70350,20150816,14,PM2.5,94.0
70356,20150816,15,PCA,-9.492929529479529
70356,20150816,15,PM2.5,91.0
70362,20150816,16,PCA,-17.08131982415827
70362,20150816,16,PM2.5,80.0
70368,20150816,17,PCA,-32.94983585201501
70368,20150816,17,PM2.5,59.0
70374,20150816,18,PCA,-25.420639606518908
70374,20150816,18,PM2.5,70.0
70380,20150816,19,PCA,-32.50605689071949
70380,20150816,19,PM2.5,70.0
70386,20150816,20,PCA,-33.490007249144945
70386,20150816,20,PM2.5,80.0
70392,20150816,21,PCA,-28.81731897077193
70392,20150816,21,PM2.5,82.0
70398,20150816,22,PCA,-26.420889218750876
70398,20150816,22,PM2.5,84.0
70404,20150816,23,PCA,-31.008515668483287
70404,20150816,23,PM2.5,78.0
70410,20150817,0,PCA,-25.080250520602696
70410,20150817,0,PM2.5,81.0
70416,20150817,1,PCA,-17.991092083888827
70416,20150817,1,PM2.5,80.0
70422,20150817,2,PCA,-10.209791335274701
70422,20150817,2,PM2.5,82.0
70428,20150817,3,PCA,0.9863287502154281
70428,20150817,3,PM2.5,89.0
70434,20150817,4,PCA,9.871384035818439
70434,20150817,4,PM2.5,99.0
70440,20150817,5,PCA,18.82062515081401
70440,20150817,5,PM2.5,108.0
70446,20150817,6,PCA,13.574447122645632
70446,20150817,6,PM2.5,105.0
70452,20150817,7,PCA,23.09427753776957
70452,20150817,7,PM2.5,116.0
70458,20150817,8,PCA,28.83885649565924
70458,20150817,8,PM2.5,121.0
70464,20150817,9,PCA,22.276181198100744
70464,20150817,9,PM2.5,117.0
70470,20150817,10,PCA,6.836497144691562
70470,20150817,10,PM2.5,104.0
70512,20150817,17,PCA,-21.595438355965218
70512,20150817,17,PM2.5,85.0
70518,20150817,18,PCA,-26.240702331785464
70518,20150817,18,PM2.5,68.0
70524,20150817,19,PCA,-29.253559103011217
70524,20150817,19,PM2.5,55.0
70530,20150817,20,PCA,-35.29362687302147
70530,20150817,20,PM2.5,48.0
70536,20150817,21,PCA,-30.600557878299732
70536,20150817,21,PM2.5,46.0
70542,20150817,22,PCA,-12.271195165120304
70542,20150817,22,PM2.5,60.0
70548,20150817,23,PCA,-2.5909033372333923
70548,20150817,23,PM2.5,64.0
70554,20150818,0,PCA,0.7344832013669684
70554,20150818,0,PM2.5,71.0
70560,20150818,1,PCA,9.96506926970026
70560,20150818,1,PM2.5,83.0
70566,20150818,2,PCA,16.069097605115836
70566,20150818,2,PM2.5,98.0
70572,20150818,3,PCA,30.776410453581637
70572,20150818,3,PM2.5,124.0
70578,20150818,4,PCA,38.417019691166
70578,20150818,4,PM2.5,131.0
70584,20150818,5,PCA,44.85542367111654
70584,20150818,5,PM2.5,137.0
70590,20150818,6,PCA,51.43236178029879
70590,20150818,6,PM2.5,144.0
70596,20150818,7,PCA,65.163731779358
70596,20150818,7,PM2.5,159.0
70602,20150818,8,PCA,77.70203812263162
70602,20150818,8,PM2.5,175.0
70608,20150818,9,PCA,77.99218390441436
70608,20150818,9,PM2.5,172.0
70614,20150818,10,PCA,57.17454585212948
70614,20150818,10,PM2.5,143.0
70620,20150818,11,PCA,-22.771869052232745
70620,20150818,11,PM2.5,46.0
70626,20150818,12,PCA,-33.38827750592737
70626,20150818,12,PM2.5,44.0
70632,20150818,13,PCA,-51.23096865800677
70632,20150818,13,PM2.5,25.0
70638,20150818,14,PCA,-49.42287091840947
70638,20150818,14,PM2.5,33.0
70644,20150818,15,PCA,-46.566264934074304
70644,20150818,15,PM2.5,34.0
70650,20150818,16,PCA,-45.65246712478955
70650,20150818,16,PM2.5,34.0
70656,20150818,17,PCA,-44.891975352798866
70656,20150818,17,PM2.5,36.0
70662,20150818,18,PCA,-67.39086834834745
70662,20150818,18,PM2.5,36.0
70668,20150818,19,PCA,-27.464264130138698
70668,20150818,19,PM2.5,36.0
70674,20150818,20,PCA,-17.674011263511886
70674,20150818,20,PM2.5,51.0
70680,20150818,21,PCA,-19.80610603567904
70680,20150818,21,PM2.5,46.0
70686,20150818,22,PCA,-11.95510779310737
70686,20150818,22,PM2.5,53.0
70692,20150818,23,PCA,-14.775244736922765
70692,20150818,23,PM2.5,51.0
70698,20150819,0,PCA,-23.749876103953437
70698,20150819,0,PM2.5,42.0
70704,20150819,1,PCA,-20.097526000509568
70704,20150819,1,PM2.5,49.0
70710,20150819,2,PCA,-23.41235993867039
70710,20150819,2,PM2.5,51.0
70716,20150819,3,PCA,-22.51618703347543
70716,20150819,3,PM2.5,55.0
70722,20150819,4,PCA,-20.225490322519505
70722,20150819,4,PM2.5,62.0
70728,20150819,5,PCA,-14.401924290385548
70728,20150819,5,PM2.5,68.0
70734,20150819,6,PCA,-14.887876427757531
70734,20150819,6,PM2.5,70.0
70740,20150819,7,PCA,-15.49271966586405
70740,20150819,7,PM2.5,71.0
70746,20150819,8,PCA,-21.603986912335507
70746,20150819,8,PM2.5,71.0
70752,20150819,9,PCA,-31.64129761351022
70752,20150819,9,PM2.5,71.0
70758,20150819,10,PCA,-49.130663221500264
70758,20150819,10,PM2.5,60.0
70764,20150819,11,PCA,-61.12773530287134
70764,20150819,11,PM2.5,51.0
70770,20150819,12,PCA,-45.67616300932888
70770,20150819,12,PM2.5,67.0
70776,20150819,13,PCA,-43.11814897398766
70776,20150819,13,PM2.5,70.0
70782,20150819,14,PCA,-50.15223783208204
70782,20150819,14,PM2.5,68.0
70788,20150819,15,PCA,-54.83812541899865
70788,20150819,15,PM2.5,66.0
70794,20150819,16,PCA,-40.43389067592797
70794,20150819,16,PM2.5,83.0
70800,20150819,17,PCA,-36.373852704550785
70800,20150819,17,PM2.5,85.0
70806,20150819,18,PCA,-29.92560203337579
70806,20150819,18,PM2.5,92.0
70812,20150819,19,PCA,-17.689104873075266
70812,20150819,19,PM2.5,99.0
70818,20150819,20,PCA,-9.026106737679081
70818,20150819,20,PM2.5,102.0
70824,20150819,21,PCA,1.6467701632192602
70824,20150819,21,PM2.5,108.0
70830,20150819,22,PCA,15.749301500046002
70830,20150819,22,PM2.5,114.0
70836,20150819,23,PCA,31.875023302529442
70836,20150819,23,PM2.5,119.0
70842,20150820,0,PCA,25.204933791851868
70842,20150820,0,PM2.5,115.0
70848,20150820,1,PCA,24.99144055686109
70848,20150820,1,PM2.5,110.0
70854,20150820,2,PCA,26.28773806035545
70854,20150820,2,PM2.5,107.0
70860,20150820,3,PCA,23.88769939690912
70860,20150820,3,PM2.5,102.0
70866,20150820,4,PCA,18.540902811873334
70866,20150820,4,PM2.5,94.0
70872,20150820,5,PCA,13.013171461970499
70872,20150820,5,PM2.5,87.0
70878,20150820,6,PCA,10.054308631367816
70878,20150820,6,PM2.5,80.0
70884,20150820,7,PCA,5.408671746613827
70884,20150820,7,PM2.5,73.0
70890,20150820,8,PCA,11.38347787662113
70890,20150820,8,PM2.5,83.0
70896,20150820,9,PCA,26.83252757527832
70896,20150820,9,PM2.5,111.0
70902,20150820,10,PCA,38.314990995593156
70902,20150820,10,PM2.5,134.0
70908,20150820,11,PCA,27.8548330175974
70908,20150820,11,PM2.5,129.0
70914,20150820,12,PCA,9.966248563215698
70914,20150820,12,PM2.5,109.0
70920,20150820,13,PCA,-9.340331182418074
70920,20150820,13,PM2.5,84.0
70926,20150820,14,PCA,-28.2195065543412
70926,20150820,14,PM2.5,59.0
70932,20150820,15,PCA,-43.312622866393056
70932,20150820,15,PM2.5,41.0
70950,20150820,18,PCA,-54.60426749680746
70950,20150820,18,PM2.5,14.0
70956,20150820,19,PCA,-46.65160061137227
70956,20150820,19,PM2.5,23.0
70962,20150820,20,PCA,-38.554133633447655
70962,20150820,20,PM2.5,32.0
70968,20150820,21,PCA,-28.405928422364582
70968,20150820,21,PM2.5,54.0
70974,20150820,22,PCA,-16.39172991356014
70974,20150820,22,PM2.5,67.0
70980,20150820,23,PCA,-9.485620023019186
70980,20150820,23,PM2.5,69.0
70986,20150821,0,PCA,-7.124795111804028
70986,20150821,0,PM2.5,76.0
70992,20150821,1,PCA,-19.246311719465716
70992,20150821,1,PM2.5,57.0
70998,20150821,2,PCA,-36.80363278210559
70998,20150821,2,PM2.5,37.0
71004,20150821,3,PCA,-60.300484504306326
71004,20150821,3,PM2.5,14.0
71010,20150821,4,PCA,-60.16862017885424
71010,20150821,4,PM2.5,15.0
71016,20150821,5,PCA,-65.8633203924623
71016,20150821,5,PM2.5,13.0
71022,20150821,6,PCA,-66.41588521124275
71022,20150821,6,PM2.5,12.0
71028,20150821,7,PCA,-64.88123816828472
71028,20150821,7,PM2.5,18.0
71034,20150821,8,PCA,-72.10501428386537
71034,20150821,8,PM2.5,18.0
71040,20150821,9,PCA,-85.08654230874666
71040,20150821,9,PM2.5,13.0
71046,20150821,10,PCA,-89.28064307579962
71046,20150821,10,PM2.5,18.0
71052,20150821,11,PCA,-104.22145367625222
71052,20150821,11,PM2.5,9.0
71058,20150821,12,PCA,-108.79897072669749
71058,20150821,12,PM2.5,12.0
71064,20150821,13,PCA,-99.01730579358262
71064,20150821,13,PM2.5,10.0
71070,20150821,14,PCA,-83.24724184849885
71070,20150821,14,PM2.5,11.0
71076,20150821,15,PCA,-77.45463258127805
71076,20150821,15,PM2.5,10.0
71082,20150821,16,PCA,-78.51357572064437
71082,20150821,16,PM2.5,12.0
71088,20150821,17,PCA,-102.33888436705928
71088,20150821,17,PM2.5,9.0
71094,20150821,18,PCA,-102.43986250456618
71094,20150821,18,PM2.5,12.0
71100,20150821,19,PCA,-101.0043689600584
71100,20150821,19,PM2.5,22.0
71106,20150821,20,PCA,-104.97563176020105
71106,20150821,20,PM2.5,15.0
71112,20150821,21,PCA,-86.50333453474113
71112,20150821,21,PM2.5,34.0
71118,20150821,22,PCA,-69.86545412249795
71118,20150821,22,PM2.5,48.0
71124,20150821,23,PCA,-83.32260343761736
71124,20150821,23,PM2.5,24.0
71130,20150822,0,PCA,-72.61140848678446
71130,20150822,0,PM2.5,33.0
71136,20150822,1,PCA,-69.4734421452531
71136,20150822,1,PM2.5,40.0
71142,20150822,2,PCA,-63.91688221631419
71142,20150822,2,PM2.5,43.0
71148,20150822,3,PCA,-60.62030681246518
71148,20150822,3,PM2.5,44.0
71154,20150822,4,PCA,-56.424223601531445
71154,20150822,4,PM2.5,49.0
71160,20150822,5,PCA,-57.37865735588515
71160,20150822,5,PM2.5,47.0
71166,20150822,6,PCA,-64.10140020803934
71166,20150822,6,PM2.5,36.0
71172,20150822,7,PCA,-64.92280697201348
71172,20150822,7,PM2.5,38.0
71178,20150822,8,PCA,-73.81515855592389
71178,20150822,8,PM2.5,30.0
71184,20150822,9,PCA,-82.74130717482667
71184,20150822,9,PM2.5,24.0
71190,20150822,10,PCA,-99.51789035052869
71190,20150822,10,PM2.5,8.0
71196,20150822,11,PCA,-105.24177325356581
71196,20150822,11,PM2.5,8.0
71202,20150822,12,PCA,-106.5181930030336
71202,20150822,12,PM2.5,12.0
71208,20150822,13,PCA,-108.00224709856069
71208,20150822,13,PM2.5,12.0
71214,20150822,14,PCA,-108.12813899013936
71214,20150822,14,PM2.5,12.0
71220,20150822,15,PCA,-111.52761549895567
71220,20150822,15,PM2.5,6.0
71226,20150822,16,PCA,-110.89690097644238
71226,20150822,16,PM2.5,7.0
71232,20150822,17,PCA,-110.86434703203147
71232,20150822,17,PM2.5,4.0
71238,20150822,18,PCA,-106.70773339536517
71238,20150822,18,PM2.5,10.0
71244,20150822,19,PCA,-77.92099876821538
71244,20150822,19,PM2.5,46.0
71250,20150822,20,PCA,-70.65512738184417
71250,20150822,20,PM2.5,54.0
71256,20150822,21,PCA,-68.30915985087069
71256,20150822,21,PM2.5,52.0
71262,20150822,22,PCA,-50.34833932277451
71262,20150822,22,PM2.5,68.0
71268,20150822,23,PCA,-36.63917559265839
71268,20150822,23,PM2.5,81.0
71274,20150823,0,PCA,-34.94515728189953
71274,20150823,0,PM2.5,84.0
71280,20150823,1,PCA,-46.185425770119124
71280,20150823,1,PM2.5,68.0
71286,20150823,2,PCA,-60.86720068155622
71286,20150823,2,PM2.5,47.0
71292,20150823,3,PCA,-62.98708712829456
71292,20150823,3,PM2.5,46.0
71298,20150823,4,PCA,-63.07774442823173
71298,20150823,4,PM2.5,45.0
71304,20150823,5,PCA,-58.99866935588631
71304,20150823,5,PM2.5,48.0
71310,20150823,6,PCA,-62.82230387858862
71310,20150823,6,PM2.5,44.0
71316,20150823,7,PCA,-64.32264177041186
71316,20150823,7,PM2.5,41.0
71322,20150823,8,PCA,-73.06980515866144
71322,20150823,8,PM2.5,36.0
71328,20150823,9,PCA,-83.46695570084704
71328,20150823,9,PM2.5,25.0
71334,20150823,10,PCA,-85.53810694980321
71334,20150823,10,PM2.5,23.0
71340,20150823,11,PCA,-83.45763634230298
71340,20150823,11,PM2.5,28.0
71346,20150823,12,PCA,-92.00038403292925
71346,20150823,12,PM2.5,23.0
71352,20150823,13,PCA,-95.085146203436
71352,20150823,13,PM2.5,25.0
71358,20150823,14,PCA,-88.87702970546708
71358,20150823,14,PM2.5,31.0
71364,20150823,15,PCA,-94.93834284170347
71364,20150823,15,PM2.5,26.0
71370,20150823,16,PCA,-95.69533888583697
71370,20150823,16,PM2.5,17.0
71376,20150823,17,PCA,-94.22982429680799
71376,20150823,17,PM2.5,13.0
71382,20150823,18,PCA,-89.93390823135753
71382,20150823,18,PM2.5,16.0
71388,20150823,19,PCA,-81.05315416695595
71388,20150823,19,PM2.5,22.0
71394,20150823,20,PCA,-80.18333783310777
71394,20150823,20,PM2.5,22.0
71400,20150823,21,PCA,-75.69113640651788
71400,20150823,21,PM2.5,25.0
71406,20150823,22,PCA,-73.75363666439019
71406,20150823,22,PM2.5,26.0
71412,20150823,23,PCA,-73.35932559055172
71412,20150823,23,PM2.5,29.0
71418,20150824,0,PCA,-73.2202918400283
71418,20150824,0,PM2.5,30.0
71424,20150824,1,PCA,-76.33720666205804
71424,20150824,1,PM2.5,28.0
71430,20150824,2,PCA,-80.1661462366055
71430,20150824,2,PM2.5,25.0
71436,20150824,3,PCA,-84.7994244171315
71436,20150824,3,PM2.5,20.0
71442,20150824,4,PCA,-83.91464930475198
71442,20150824,4,PM2.5,22.0
71448,20150824,5,PCA,-85.34814930483134
71448,20150824,5,PM2.5,23.0
71454,20150824,6,PCA,-85.84431223978014
71454,20150824,6,PM2.5,23.0
71460,20150824,7,PCA,-84.1615173462184
71460,20150824,7,PM2.5,24.0
71466,20150824,8,PCA,-89.35073729315515
71466,20150824,8,PM2.5,22.0
71472,20150824,9,PCA,-96.82538373412025
71472,20150824,9,PM2.5,22.0
71478,20150824,10,PCA,-99.36600036365456
71478,20150824,10,PM2.5,22.0
71484,20150824,11,PCA,-109.90652306410063
71484,20150824,11,PM2.5,14.0
71490,20150824,12,PCA,-110.70549376073599
71490,20150824,12,PM2.5,14.0
71496,20150824,13,PCA,-111.14463029540418
71496,20150824,13,PM2.5,12.0
71502,20150824,14,PCA,-112.89496566249915
71502,20150824,14,PM2.5,10.0
71508,20150824,15,PCA,-108.31782354780916
71508,20150824,15,PM2.5,14.0
71514,20150824,16,PCA,-107.74786079095122
71514,20150824,16,PM2.5,16.0
71520,20150824,17,PCA,-108.63027190881287
71520,20150824,17,PM2.5,15.0
71526,20150824,18,PCA,-111.01042171768506
71526,20150824,18,PM2.5,12.0
71532,20150824,19,PCA,-107.36755758019086
71532,20150824,19,PM2.5,18.0
71538,20150824,20,PCA,-101.2164963872692
71538,20150824,20,PM2.5,18.0
71544,20150824,21,PCA,-86.31062047516427
71544,20150824,21,PM2.5,24.0
71550,20150824,22,PCA,-85.73006620353603
71550,20150824,22,PM2.5,26.0
71556,20150824,23,PCA,-88.7965615715668
71556,20150824,23,PM2.5,25.0
71562,20150825,0,PCA,-90.12849324396086
71562,20150825,0,PM2.5,24.0
71568,20150825,1,PCA,-82.63415003946928
71568,20150825,1,PM2.5,27.0
71574,20150825,2,PCA,-77.8800643432827
71574,20150825,2,PM2.5,29.0
71580,20150825,3,PCA,-74.54339032300446
71580,20150825,3,PM2.5,35.0
71586,20150825,4,PCA,-73.11045738977512
71586,20150825,4,PM2.5,36.0
71592,20150825,5,PCA,-72.24876139645143
71592,20150825,5,PM2.5,35.0
71598,20150825,6,PCA,-70.74791388737711
71598,20150825,6,PM2.5,37.0
71604,20150825,7,PCA,-75.0826072660615
71604,20150825,7,PM2.5,34.0
71610,20150825,8,PCA,-78.70295935134983
71610,20150825,8,PM2.5,33.0
71616,20150825,9,PCA,-98.02532531241437
71616,20150825,9,PM2.5,18.0
71622,20150825,10,PCA,-99.11836350182317
71622,20150825,10,PM2.5,21.0
71628,20150825,11,PCA,-103.86014335532036
71628,20150825,11,PM2.5,17.0
71634,20150825,12,PCA,-105.04019607904041
71634,20150825,12,PM2.5,15.0
71640,20150825,13,PCA,-108.59556803092927
71640,20150825,13,PM2.5,15.0
71646,20150825,14,PCA,-107.67499126005815
71646,20150825,14,PM2.5,14.0
71652,20150825,15,PCA,-106.50125736113449
71652,20150825,15,PM2.5,13.0
71658,20150825,16,PCA,-111.07418423544947
71658,20150825,16,PM2.5,7.0
71664,20150825,17,PCA,-108.6649431394785
71664,20150825,17,PM2.5,14.0
71670,20150825,18,PCA,-109.78552489547265
71670,20150825,18,PM2.5,13.0
71676,20150825,19,PCA,-105.12692167202756
71676,20150825,19,PM2.5,13.0
71682,20150825,20,PCA,-94.51679980602775
71682,20150825,20,PM2.5,19.0
71688,20150825,21,PCA,-77.48453342606244
71688,20150825,21,PM2.5,25.0
71694,20150825,22,PCA,-69.72678256177187
71694,20150825,22,PM2.5,30.0
71700,20150825,23,PCA,-72.61753905897405
71700,20150825,23,PM2.5,28.0
71706,20150826,0,PCA,-68.91166609136657
71706,20150826,0,PM2.5,32.0
71712,20150826,1,PCA,-62.50313878967378
71712,20150826,1,PM2.5,42.0
71718,20150826,2,PCA,-71.97539903225658
71718,20150826,2,PM2.5,29.0
71724,20150826,3,PCA,-69.9106517690844
71724,20150826,3,PM2.5,31.0
71730,20150826,4,PCA,-74.61928748799231
71730,20150826,4,PM2.5,25.0
71736,20150826,5,PCA,-71.66310530462032
71736,20150826,5,PM2.5,30.0
71742,20150826,6,PCA,-75.17371127209988
71742,20150826,6,PM2.5,27.0
71748,20150826,7,PCA,-68.2727981090409
71748,20150826,7,PM2.5,36.0
71754,20150826,8,PCA,-69.89580214835979
71754,20150826,8,PM2.5,34.0
71760,20150826,9,PCA,-83.16688603599003
71760,20150826,9,PM2.5,24.0
71766,20150826,10,PCA,-88.38600240343541
71766,20150826,10,PM2.5,24.0
71772,20150826,11,PCA,-100.50501154610676
71772,20150826,11,PM2.5,17.0
71778,20150826,12,PCA,-103.48262679961744
71778,20150826,12,PM2.5,16.0
71784,20150826,13,PCA,-103.71036055634707
71784,20150826,13,PM2.5,18.0
71790,20150826,14,PCA,-110.6556478860743
71790,20150826,14,PM2.5,11.0
71796,20150826,15,PCA,-109.16984634334042
71796,20150826,15,PM2.5,11.0
71802,20150826,16,PCA,-110.00146931279045
71802,20150826,16,PM2.5,7.0
71808,20150826,17,PCA,-108.42591190511156
71808,20150826,17,PM2.5,10.0
71814,20150826,18,PCA,-106.66688574956453
71814,20150826,18,PM2.5,12.0
71820,20150826,19,PCA,-99.45327959280286
71820,20150826,19,PM2.5,12.0
71826,20150826,20,PCA,-87.7378116678834
71826,20150826,20,PM2.5,16.0
71832,20150826,21,PCA,-81.41412787052224
71832,20150826,21,PM2.5,24.0
71838,20150826,22,PCA,-68.83630855298465
71838,20150826,22,PM2.5,33.0
71844,20150826,23,PCA,-71.51079939209592
71844,20150826,23,PM2.5,33.0
71850,20150827,0,PCA,-68.75191925673147
71850,20150827,0,PM2.5,48.0
71856,20150827,1,PCA,-62.27924700445101
71856,20150827,1,PM2.5,49.0
71862,20150827,2,PCA,-47.62369720306431
71862,20150827,2,PM2.5,59.0
71868,20150827,3,PCA,-51.39832535083237
71868,20150827,3,PM2.5,56.0
71874,20150827,4,PCA,-56.86421512360968
71874,20150827,4,PM2.5,49.0
71880,20150827,5,PCA,-55.5454298982206
71880,20150827,5,PM2.5,54.0
71886,20150827,6,PCA,-53.28626164713519
71886,20150827,6,PM2.5,55.0
71892,20150827,7,PCA,-67.44780182812333
71892,20150827,7,PM2.5,41.0
71898,20150827,8,PCA,-83.29337135155141
71898,20150827,8,PM2.5,26.0
71904,20150827,9,PCA,-94.0983386617279
71904,20150827,9,PM2.5,19.0
71910,20150827,10,PCA,-91.97257354376002
71910,20150827,10,PM2.5,29.0
71916,20150827,11,PCA,-98.77992267582505
71916,20150827,11,PM2.5,23.0
71922,20150827,12,PCA,-105.71685358524232
71922,20150827,12,PM2.5,16.0
71928,20150827,13,PCA,-105.39073062471438
71928,20150827,13,PM2.5,18.0
71934,20150827,14,PCA,-105.08472598366428
71934,20150827,14,PM2.5,17.0
71940,20150827,15,PCA,-108.39475989917075
71940,20150827,15,PM2.5,14.0
71946,20150827,16,PCA,-106.21974690497933
71946,20150827,16,PM2.5,12.0
71952,20150827,17,PCA,-102.96712323835666
71952,20150827,17,PM2.5,14.0
71958,20150827,18,PCA,-106.18589653637848
71958,20150827,18,PM2.5,17.0
71964,20150827,19,PCA,-103.08781475023119
