,date,hour,type,古城
91452,20160110,3,PM2.5,132.0
91458,20160110,4,PCA,38.49393866844298
91458,20160110,4,PM2.5,78.0
91464,20160110,5,PCA,2.5521686112628625
91464,20160110,5,PM2.5,32.0
91470,20160110,6,PCA,-6.754197547618187
91470,20160110,6,PM2.5,23.0
91476,20160110,7,PCA,-13.875494008576355
91476,20160110,7,PM2.5,20.0
91482,20160110,8,PCA,-15.778955592431556
91482,20160110,8,PM2.5,19.0
91488,20160110,9,PCA,-13.837018801830792
91488,20160110,9,PM2.5,22.0
91494,20160110,10,PCA,-15.32054019334272
91494,20160110,10,PM2.5,23.0
91500,20160110,11,PCA,-12.089446269227118
91500,20160110,11,PM2.5,30.0
91506,20160110,12,PCA,-10.632283027735863
91506,20160110,12,PM2.5,34.0
91512,20160110,13,PCA,-15.394938418643378
91512,20160110,13,PM2.5,30.0
91518,20160110,14,PCA,-11.21162533241409
91518,20160110,14,PM2.5,33.0
91524,20160110,15,PCA,12.567843861867939
91524,20160110,15,PM2.5,58.0
91530,20160110,16,PCA,14.07615562264873
91530,20160110,16,PM2.5,61.0
91536,20160110,17,PCA,20.735357641795623
91536,20160110,17,PM2.5,69.0
91542,20160110,18,PCA,22.056208298021595
91542,20160110,18,PM2.5,74.0
91548,20160110,19,PCA,27.259790497081998
91548,20160110,19,PM2.5,85.0
91554,20160110,20,PCA,27.193785436441605
91554,20160110,20,PM2.5,93.0
91560,20160110,21,PCA,-29.75525237773418
91560,20160110,21,PM2.5,30.0
91566,20160110,22,PCA,-43.37290301776465
91566,20160110,22,PM2.5,20.0
91572,20160110,23,PCA,-44.63972450938029
91572,20160110,23,PM2.5,20.0
91578,20160111,0,PCA,-57.32238557977994
91578,20160111,0,PM2.5,17.0
91584,20160111,1,PCA,-63.294205697243825
91584,20160111,1,PM2.5,12.0
91590,20160111,2,PCA,-67.81151378867347
91590,20160111,2,PM2.5,11.0
91596,20160111,3,PCA,-72.85742202457784
91596,20160111,3,PM2.5,10.0
91602,20160111,4,PCA,-77.7687082352077
91602,20160111,4,PM2.5,6.0
91608,20160111,5,PCA,-81.32024636092102
91608,20160111,5,PM2.5,5.0
91614,20160111,6,PCA,-81.34801887452073
91614,20160111,6,PM2.5,6.0
91620,20160111,7,PCA,-79.00354725374856
91620,20160111,7,PM2.5,7.0
91626,20160111,8,PCA,-79.94755076290309
91626,20160111,8,PM2.5,4.0
91632,20160111,9,PCA,-75.03044180963397
91632,20160111,9,PM2.5,11.0
91638,20160111,10,PCA,-76.80126404824875
91638,20160111,10,PM2.5,9.0
91644,20160111,11,PCA,-79.10428431012775
91644,20160111,11,PM2.5,10.0
91650,20160111,12,PCA,-77.64949513590341
91650,20160111,12,PM2.5,14.0
91656,20160111,13,PCA,-83.17975346079038
91656,20160111,13,PM2.5,9.0
91662,20160111,14,PCA,-85.0421685892298
91662,20160111,14,PM2.5,8.0
91668,20160111,15,PCA,-88.12790402649944
91668,20160111,15,PM2.5,7.0
91674,20160111,16,PCA,-85.74699151077498
91674,20160111,16,PM2.5,11.0
91680,20160111,17,PCA,-83.90985735558945
91680,20160111,17,PM2.5,13.0
91686,20160111,18,PCA,-85.64905445353313
91686,20160111,18,PM2.5,13.0
91692,20160111,19,PCA,-88.16398919190921
91692,20160111,19,PM2.5,16.0
91698,20160111,20,PCA,-92.03562824330683
91698,20160111,20,PM2.5,17.0
91704,20160111,21,PCA,-95.17988064616792
91704,20160111,21,PM2.5,11.0
91710,20160111,22,PCA,-94.95185998025693
91710,20160111,22,PM2.5,13.0
91716,20160111,23,PCA,-98.83065823591726
91716,20160111,23,PM2.5,10.0
91722,20160112,0,PCA,-94.49918637730114
91722,20160112,0,PM2.5,11.0
91728,20160112,1,PCA,-87.9684253286664
91728,20160112,1,PM2.5,19.0
91734,20160112,2,PCA,-93.62787204116356
91734,20160112,2,PM2.5,14.0
91740,20160112,3,PCA,-95.44997461504065
91740,20160112,3,PM2.5,13.0
91746,20160112,4,PCA,-97.15528398594199
91746,20160112,4,PM2.5,10.0
91752,20160112,5,PCA,-92.49146087333526
91752,20160112,5,PM2.5,12.0
91758,20160112,6,PCA,-93.9547249853753
91758,20160112,6,PM2.5,10.0
91764,20160112,7,PCA,-88.15253733965314
91764,20160112,7,PM2.5,12.0
91770,20160112,8,PCA,-78.43807089696365
91770,20160112,8,PM2.5,16.0
91776,20160112,9,PCA,-85.17770540834756
91776,20160112,9,PM2.5,14.0
91782,20160112,10,PCA,-85.61181809451986
91782,20160112,10,PM2.5,20.0
91788,20160112,11,PCA,-91.28715663030562
91788,20160112,11,PM2.5,13.5
91794,20160112,12,PCA,-97.71388145171385
91794,20160112,12,PM2.5,7.0
91800,20160112,13,PCA,-96.98190760987747
91800,20160112,13,PM2.5,8.0
91806,20160112,14,PCA,-92.14763717816926
91806,20160112,14,PM2.5,10.0
91812,20160112,15,PCA,-93.07145083811359
91812,20160112,15,PM2.5,7.0
91818,20160112,16,PCA,-92.56248672235807
91818,20160112,16,PM2.5,6.0
91824,20160112,17,PCA,-88.97030932696426
91824,20160112,17,PM2.5,9.0
91830,20160112,18,PCA,-79.75865754227277
91830,20160112,18,PM2.5,19.0
91836,20160112,19,PCA,-73.09748635933639
91836,20160112,19,PM2.5,25.0
91842,20160112,20,PCA,-75.19882250412509
91842,20160112,20,PM2.5,20.0
91848,20160112,21,PCA,-75.52845670133897
91848,20160112,21,PM2.5,18.0
91854,20160112,22,PCA,-78.58233824747036
91854,20160112,22,PM2.5,16.0
91860,20160112,23,PCA,-78.89449965225076
91860,20160112,23,PM2.5,15.0
91866,20160113,0,PCA,-81.21186846405125
91866,20160113,0,PM2.5,12.0
91872,20160113,1,PCA,-83.52572164610692
91872,20160113,1,PM2.5,8.0
91878,20160113,2,PCA,-80.71570671866542
91878,20160113,2,PM2.5,11.0
91884,20160113,3,PCA,-80.23046159810956
91884,20160113,3,PM2.5,11.0
91890,20160113,4,PCA,-79.43074520173181
91890,20160113,4,PM2.5,13.0
91896,20160113,5,PCA,-78.59115955282269
91896,20160113,5,PM2.5,10.0
91902,20160113,6,PCA,-72.75409543982634
91902,20160113,6,PM2.5,10.0
91908,20160113,7,PCA,-72.09762438814258
91908,20160113,7,PM2.5,12.0
91914,20160113,8,PCA,-70.12837554653086
91914,20160113,8,PM2.5,15.0
91920,20160113,9,PCA,-72.55684421904942
91920,20160113,9,PM2.5,15.0
91926,20160113,10,PCA,-71.78216211485953
91926,20160113,10,PM2.5,14.0
91932,20160113,11,PCA,-69.25657329788864
91932,20160113,11,PM2.5,17.0
91938,20160113,12,PCA,-72.67798065308162
91938,20160113,12,PM2.5,19.0
91944,20160113,13,PCA,-67.95367093520477
91944,20160113,13,PM2.5,25.0
91950,20160113,14,PCA,-49.580703795898664
91950,20160113,14,PM2.5,46.0
91956,20160113,15,PCA,-24.566755133380724
91956,20160113,15,PM2.5,77.0
91962,20160113,16,PCA,-38.18492558130617
91962,20160113,16,PM2.5,58.0
91968,20160113,17,PCA,-31.823521094404942
91968,20160113,17,PM2.5,64.0
91974,20160113,18,PCA,-28.48775378218549
91974,20160113,18,PM2.5,65.0
91980,20160113,19,PCA,-8.917932634011489
91980,20160113,19,PM2.5,77.0
91986,20160113,20,PCA,-2.320290211086929
91986,20160113,20,PM2.5,85.0
91992,20160113,21,PCA,-45.913234095409294
91992,20160113,21,PM2.5,36.0
91998,20160113,22,PCA,-31.223481965222
91998,20160113,22,PM2.5,50.0
92004,20160113,23,PCA,-50.59173247305573
92004,20160113,23,PM2.5,28.0
92010,20160114,0,PCA,-43.04230976794569
92010,20160114,0,PM2.5,33.0
92016,20160114,1,PCA,-33.88124065783222
92016,20160114,1,PM2.5,38.0
92022,20160114,2,PCA,-19.43509557507477
92022,20160114,2,PM2.5,55.0
92028,20160114,3,PCA,4.6893330097969805
92028,20160114,3,PM2.5,84.0
92052,20160114,7,PCA,22.68344144328567
92052,20160114,7,PM2.5,105.0
92070,20160114,10,PCA,55.56204329542385
92070,20160114,10,PM2.5,135.0
92076,20160114,11,PCA,41.90301459381595
92076,20160114,11,PM2.5,113.0
92082,20160114,12,PCA,38.53690487801736
92082,20160114,12,PM2.5,118.0
92088,20160114,13,PCA,37.830618908766624
92088,20160114,13,PM2.5,117.0
92094,20160114,14,PCA,38.811698583700924
92094,20160114,14,PM2.5,113.0
92100,20160114,15,PCA,35.979217787329404
92100,20160114,15,PM2.5,104.0
92106,20160114,16,PCA,45.38022013204082
92106,20160114,16,PM2.5,112.0
92112,20160114,17,PCA,47.123615415227086
92112,20160114,17,PM2.5,107.0
92118,20160114,18,PCA,65.82028329050482
92118,20160114,18,PM2.5,120.0
92124,20160114,19,PCA,82.72302248854288
92124,20160114,19,PM2.5,138.0
92130,20160114,20,PCA,96.11302617604734
92130,20160114,20,PM2.5,157.0
92136,20160114,21,PCA,97.71629343646536
92136,20160114,21,PM2.5,150.0
92142,20160114,22,PCA,98.4420490877442
92142,20160114,22,PM2.5,148.0
92148,20160114,23,PCA,64.08383108598008
92148,20160114,23,PM2.5,99.0
92154,20160115,0,PCA,41.7160756255217
92154,20160115,0,PM2.5,69.0
92160,20160115,1,PCA,24.797832798839647
92160,20160115,1,PM2.5,48.0
92166,20160115,2,PCA,25.83240415664145
92166,20160115,2,PM2.5,49.0
92172,20160115,3,PCA,21.038042964960088
92172,20160115,3,PM2.5,43.0
92178,20160115,4,PCA,39.02582804779591
92178,20160115,4,PM2.5,38.0
92184,20160115,5,PCA,15.388881451839401
92184,20160115,5,PM2.5,31.0
92190,20160115,6,PCA,11.011380133278823
92190,20160115,6,PM2.5,34.0
92196,20160115,7,PCA,-1.4974527727069815
92196,20160115,7,PM2.5,37.0
92202,20160115,8,PCA,3.698534474127793
92202,20160115,8,PM2.5,39.0
92208,20160115,9,PCA,11.313925973235667
92208,20160115,9,PM2.5,59.0
92214,20160115,10,PCA,19.029332450801117
92214,20160115,10,PM2.5,58.0
92220,20160115,11,PCA,24.913675586697245
92220,20160115,11,PM2.5,68.0
92226,20160115,12,PCA,0.6310552129797832
92226,20160115,12,PM2.5,46.0
92232,20160115,13,PCA,7.58445834939565
92232,20160115,13,PM2.5,55.0
92238,20160115,14,PCA,7.416908014363173
92238,20160115,14,PM2.5,60.0
92244,20160115,15,PCA,1.7633509988777372
92244,20160115,15,PM2.5,54.0
92250,20160115,16,PCA,13.876934368320796
92250,20160115,16,PM2.5,67.0
92256,20160115,17,PCA,27.365038308617976
92256,20160115,17,PM2.5,83.0
92262,20160115,18,PCA,40.03588562984227
92262,20160115,18,PM2.5,99.0
92268,20160115,19,PCA,57.4830029910421
92268,20160115,19,PM2.5,123.0
92274,20160115,20,PCA,71.77779585021148
92274,20160115,20,PM2.5,146.0
92280,20160115,21,PCA,82.70423864557459
92280,20160115,21,PM2.5,162.0
92286,20160115,22,PCA,87.37294107152438
92286,20160115,22,PM2.5,168.0
92292,20160115,23,PCA,75.33315543144317
92292,20160115,23,PM2.5,146.0
92298,20160116,0,PCA,122.32311959537559
92298,20160116,0,PM2.5,207.0
92304,20160116,1,PCA,133.835382892088
92304,20160116,1,PM2.5,223.0
92310,20160116,2,PCA,112.03305588049997
92310,20160116,2,PM2.5,189.0
92316,20160116,3,PCA,82.91694151084405
92316,20160116,3,PM2.5,142.0
92322,20160116,4,PCA,80.34853364624998
92322,20160116,4,PM2.5,133.0
92328,20160116,5,PCA,72.48501631666385
92328,20160116,5,PM2.5,116.0
92334,20160116,6,PCA,75.01257299428713
92334,20160116,6,PM2.5,113.0
92340,20160116,7,PCA,99.76992057389629
92340,20160116,7,PM2.5,143.0
92346,20160116,8,PCA,103.52131822283508
92346,20160116,8,PM2.5,142.0
92352,20160116,9,PCA,94.29764562259709
92352,20160116,9,PM2.5,124.0
92358,20160116,10,PCA,103.8879180567114
92358,20160116,10,PM2.5,134.0
92364,20160116,11,PCA,101.40152263233183
92364,20160116,11,PM2.5,129.0
92370,20160116,12,PCA,97.21293932141587
92370,20160116,12,PM2.5,121.0
92376,20160116,13,PCA,97.95921312596505
92376,20160116,13,PM2.5,119.0
92382,20160116,14,PCA,90.69696560544277
92382,20160116,14,PM2.5,107.0
92388,20160116,15,PCA,100.11923193158067
92388,20160116,15,PM2.5,117.0
92394,20160116,16,PCA,110.0394139326714
92394,20160116,16,PM2.5,127.0
92400,20160116,17,PCA,121.07521516749948
92400,20160116,17,PM2.5,135.0
92406,20160116,18,PCA,129.28655912758865
92406,20160116,18,PM2.5,144.0
92412,20160116,19,PCA,138.4970558335576
92412,20160116,19,PM2.5,155.0
92418,20160116,20,PCA,146.63328422828778
92418,20160116,20,PM2.5,165.0
92424,20160116,21,PCA,145.3940395888337
92424,20160116,21,PM2.5,164.0
92430,20160116,22,PCA,148.83805821184075
92430,20160116,22,PM2.5,169.0
92436,20160116,23,PCA,141.16099443966613
92436,20160116,23,PM2.5,158.0
92442,20160117,0,PCA,138.44473370683718
92442,20160117,0,PM2.5,157.0
92448,20160117,1,PCA,132.57208562314764
92448,20160117,1,PM2.5,155.0
92454,20160117,2,PCA,140.55255776231854
92454,20160117,2,PM2.5,167.0
92460,20160117,3,PCA,109.49829278917434
92460,20160117,3,PM2.5,126.0
92466,20160117,4,PCA,95.58936777836874
92466,20160117,4,PM2.5,108.0
92472,20160117,5,PCA,76.66328143439615
92472,20160117,5,PM2.5,83.0
92478,20160117,6,PCA,34.85635548938523
92478,20160117,6,PM2.5,41.0
92484,20160117,7,PCA,13.192245036987869
92484,20160117,7,PM2.5,21.0
92490,20160117,8,PCA,4.621901484341899
92490,20160117,8,PM2.5,17.0
92496,20160117,9,PCA,1.2890301400565254
92496,20160117,9,PM2.5,17.0
92502,20160117,10,PCA,0.06366019681975163
92502,20160117,10,PM2.5,23.0
92508,20160117,11,PCA,-7.99975355186402
92508,20160117,11,PM2.5,19.0
92514,20160117,12,PCA,-11.158453531913082
92514,20160117,12,PM2.5,20.0
92520,20160117,13,PCA,-14.542473395487992
92520,20160117,13,PM2.5,21.0
92526,20160117,14,PCA,-21.554364132310937
92526,20160117,14,PM2.5,16.0
92532,20160117,15,PCA,-27.27669007399461
92532,20160117,15,PM2.5,14.0
92538,20160117,16,PCA,-35.482030384432825
92538,20160117,16,PM2.5,9.0
92544,20160117,17,PCA,-38.847554192824504
92544,20160117,17,PM2.5,10.0
92550,20160117,18,PCA,-38.18220025046115
92550,20160117,18,PM2.5,17.0
92556,20160117,19,PCA,-40.843324311031026
92556,20160117,19,PM2.5,17.0
92562,20160117,20,PCA,-39.7676436320675
92562,20160117,20,PM2.5,23.0
92568,20160117,21,PCA,-48.28216824336014
92568,20160117,21,PM2.5,19.0
92574,20160117,22,PCA,-54.54645052037924
92574,20160117,22,PM2.5,18.0
92580,20160117,23,PCA,-59.54906957368447
92580,20160117,23,PM2.5,18.0
92586,20160118,0,PCA,-67.57726189184956
92586,20160118,0,PM2.5,15.0
92592,20160118,1,PCA,-76.56613174914895
92592,20160118,1,PM2.5,12.0
92598,20160118,2,PCA,-84.34842294734516
92598,20160118,2,PM2.5,11.0
92604,20160118,3,PCA,-90.73911235897224
92604,20160118,3,PM2.5,8.0
92610,20160118,4,PCA,-89.9971817854795
92610,20160118,4,PM2.5,8.0
92616,20160118,5,PCA,-90.94233989746733
92616,20160118,5,PM2.5,7.0
92622,20160118,6,PCA,-91.0405052292871
92622,20160118,6,PM2.5,9.0
92628,20160118,7,PCA,-93.72979043254249
92628,20160118,7,PM2.5,5.0
92634,20160118,8,PCA,-89.79001791525972
92634,20160118,8,PM2.5,6.0
92640,20160118,9,PCA,-88.55322828957888
92640,20160118,9,PM2.5,10.0
92646,20160118,10,PCA,-95.10546560622988
92646,20160118,10,PM2.5,4.0
92652,20160118,11,PCA,-92.96801252346012
92652,20160118,11,PM2.5,7.0
92658,20160118,12,PCA,-88.83205676752739
92658,20160118,12,PM2.5,12.0
92664,20160118,13,PCA,-87.40476150310403
92664,20160118,13,PM2.5,13.0
92670,20160118,14,PCA,-88.47632674969992
92670,20160118,14,PM2.5,10.0
92676,20160118,15,PCA,-86.4882523796397
92676,20160118,15,PM2.5,12.0
92682,20160118,16,PCA,-86.05610914366042
92682,20160118,16,PM2.5,11.0
92688,20160118,17,PCA,-82.91834642991967
92688,20160118,17,PM2.5,10.0
92694,20160118,18,PCA,-77.05254793641544
92694,20160118,18,PM2.5,13.0
92700,20160118,19,PCA,-72.70949298237755
92700,20160118,19,PM2.5,16.0
92706,20160118,20,PCA,-61.797135104990396
92706,20160118,20,PM2.5,28.0
92712,20160118,21,PCA,-59.95075844929972
92712,20160118,21,PM2.5,19.0
92718,20160118,22,PCA,-54.90912924822634
92718,20160118,22,PM2.5,21.0
92724,20160118,23,PCA,-60.04580001449669
92724,20160118,23,PM2.5,17.0
92730,20160119,0,PCA,-63.299053238015546
92730,20160119,0,PM2.5,15.0
92736,20160119,1,PCA,-45.35705845746378
92736,20160119,1,PM2.5,32.0
92742,20160119,2,PCA,-8.30423154287898
92742,20160119,2,PM2.5,82.0
92748,20160119,3,PCA,12.334470990732767
92748,20160119,3,PM2.5,110.0
92754,20160119,4,PCA,9.716995727423514
92754,20160119,4,PM2.5,106.0
92760,20160119,5,PCA,9.771069242990656
92760,20160119,5,PM2.5,105.0
92766,20160119,6,PCA,-7.865843055911923
92766,20160119,6,PM2.5,77.0
92772,20160119,7,PCA,-24.345423195069532
92772,20160119,7,PM2.5,50.0
92778,20160119,8,PCA,-27.003537728059296
92778,20160119,8,PM2.5,44.0
92784,20160119,9,PCA,-5.551819126302961
92784,20160119,9,PM2.5,74.0
92790,20160119,10,PCA,19.142910791234115
92790,20160119,10,PM2.5,108.0
92796,20160119,11,PCA,38.875286925358026
92796,20160119,11,PM2.5,136.0
92802,20160119,12,PCA,41.05575835753905
92802,20160119,12,PM2.5,141.0
92808,20160119,13,PCA,20.73321191410622
92808,20160119,13,PM2.5,114.0
92814,20160119,14,PCA,-14.809613288929482
92814,20160119,14,PM2.5,66.0
92820,20160119,15,PCA,-16.34494738806491
92820,20160119,15,PM2.5,61.0
92826,20160119,16,PCA,-13.847908902249218
92826,20160119,16,PM2.5,62.0
92832,20160119,17,PCA,-4.740032905426962
92832,20160119,17,PM2.5,67.0
92838,20160119,18,PCA,19.685170218428375
92838,20160119,18,PM2.5,91.0
92844,20160119,19,PCA,53.84493336506397
92844,20160119,19,PM2.5,127.0
92850,20160119,20,PCA,71.88359835683589
92850,20160119,20,PM2.5,145.0
92856,20160119,21,PCA,70.53696186337318
92856,20160119,21,PM2.5,135.0
92862,20160119,22,PCA,62.748846702895285
92862,20160119,22,PM2.5,119.0
92868,20160119,23,PCA,71.3605233147063
92868,20160119,23,PM2.5,125.0
92874,20160120,0,PCA,52.89652243287501
92874,20160120,0,PM2.5,94.0
92880,20160120,1,PCA,59.756539331846255
92880,20160120,1,PM2.5,101.0
92886,20160120,2,PCA,53.74285971797557
92886,20160120,2,PM2.5,94.0
92892,20160120,3,PCA,41.924414322814734
92892,20160120,3,PM2.5,78.0
92898,20160120,4,PCA,33.325437580147685
92898,20160120,4,PM2.5,68.0
92904,20160120,5,PCA,43.00519964206648
92904,20160120,5,PM2.5,83.0
92910,20160120,6,PCA,35.90368793735548
92910,20160120,6,PM2.5,74.0
92916,20160120,7,PCA,29.671066458697837
92916,20160120,7,PM2.5,65.0
92922,20160120,8,PCA,33.52318308325548
92922,20160120,8,PM2.5,69.0
92928,20160120,9,PCA,41.41425872689317
92928,20160120,9,PM2.5,79.0
92934,20160120,10,PCA,55.318461942338125
92934,20160120,10,PM2.5,99.0
92940,20160120,11,PCA,48.34864498436616
92940,20160120,11,PM2.5,91.0
92946,20160120,12,PCA,43.51492707061057
92946,20160120,12,PM2.5,87.0
92952,20160120,13,PCA,52.54251108443499
92952,20160120,13,PM2.5,102.0
92958,20160120,14,PCA,64.90715288997038
92958,20160120,14,PM2.5,114.0
92964,20160120,15,PCA,78.19278927333679
92964,20160120,15,PM2.5,127.0
92970,20160120,16,PCA,94.69834661876499
92970,20160120,16,PM2.5,144.0
92976,20160120,17,PCA,106.03315380577125
92976,20160120,17,PM2.5,156.0
92982,20160120,18,PCA,97.79093440436688
92982,20160120,18,PM2.5,141.0
92988,20160120,19,PCA,108.56793587973691
92988,20160120,19,PM2.5,155.0
92994,20160120,20,PCA,122.0003646219562
92994,20160120,20,PM2.5,173.0
93000,20160120,21,PCA,124.60984730493468
93000,20160120,21,PM2.5,176.0
93006,20160120,22,PCA,134.14412887035397
93006,20160120,22,PM2.5,186.0
93012,20160120,23,PCA,125.23434751960696
93012,20160120,23,PM2.5,171.0
93018,20160121,0,PCA,122.71944390234655
93018,20160121,0,PM2.5,165.0
93024,20160121,1,PCA,131.46319978944294
93024,20160121,1,PM2.5,174.0
93030,20160121,2,PCA,138.61110035851945
93030,20160121,2,PM2.5,181.0
93036,20160121,3,PCA,149.8263360089692
93036,20160121,3,PM2.5,189.0
93042,20160121,4,PCA,135.3595804673193
93042,20160121,4,PM2.5,169.0
93048,20160121,5,PCA,123.05232941545177
93048,20160121,5,PM2.5,151.0
93054,20160121,6,PCA,124.68299983284535
93054,20160121,6,PM2.5,149.0
93060,20160121,7,PCA,124.68057848090822
93060,20160121,7,PM2.5,143.0
93066,20160121,8,PCA,127.27937906428039
93066,20160121,8,PM2.5,142.0
93072,20160121,9,PCA,128.46789864457182
93072,20160121,9,PM2.5,139.0
93078,20160121,10,PCA,138.90633245382125
93078,20160121,10,PM2.5,151.0
93084,20160121,11,PCA,136.24204257184888
93084,20160121,11,PM2.5,146.0
93090,20160121,12,PCA,152.69285558402916
93090,20160121,12,PM2.5,166.0
93096,20160121,13,PCA,153.24044252100543
93096,20160121,13,PM2.5,163.0
93102,20160121,14,PCA,144.3268667472292
93102,20160121,14,PM2.5,149.0
93108,20160121,15,PCA,144.97849084970346
93108,20160121,15,PM2.5,148.0
93114,20160121,16,PCA,138.34949960764862
93114,20160121,16,PM2.5,138.0
93120,20160121,17,PCA,148.57255351474785
93120,20160121,17,PM2.5,151.0
93126,20160121,18,PCA,160.25116076345023
93126,20160121,18,PM2.5,166.0
93132,20160121,19,PCA,170.7667421675941
93132,20160121,19,PM2.5,180.0
93138,20160121,20,PCA,165.3815346469736
93138,20160121,20,PM2.5,173.0
93144,20160121,21,PCA,160.80957931806478
93144,20160121,21,PM2.5,167.0
93150,20160121,22,PCA,166.16870729246338
93150,20160121,22,PM2.5,175.0
93156,20160121,23,PCA,166.68905554380973
93156,20160121,23,PM2.5,176.0
93162,20160122,0,PCA,156.73495528128723
93162,20160122,0,PM2.5,161.0
93168,20160122,1,PCA,68.10450832003528
93168,20160122,1,PM2.5,57.0
93174,20160122,2,PCA,22.46238535957275
93174,20160122,2,PM2.5,9.0
93180,20160122,3,PCA,16.11469348639063
93180,20160122,3,PM2.5,12.0
93186,20160122,4,PCA,8.314929495760923
93186,20160122,4,PM2.5,10.0
93192,20160122,5,PCA,1.1605573969730671
93192,20160122,5,PM2.5,10.0
93198,20160122,6,PCA,-7.760765280819535
93198,20160122,6,PM2.5,5.0
93204,20160122,7,PCA,-11.966725225886542
93204,20160122,7,PM2.5,6.0
93210,20160122,8,PCA,-17.123668783727688
93210,20160122,8,PM2.5,6.0
93216,20160122,9,PCA,-19.053371044524617
93216,20160122,9,PM2.5,10.0
93222,20160122,10,PCA,-27.130401724534273
93222,20160122,10,PM2.5,6.0
93228,20160122,11,PCA,-30.185258962341646
93228,20160122,11,PM2.5,8.0
93234,20160122,12,PCA,-35.828942474934756
93234,20160122,12,PM2.5,8.0
93240,20160122,13,PCA,-41.013460413193975
93240,20160122,13,PM2.5,9.0
93246,20160122,14,PCA,-46.3643578092607
93246,20160122,14,PM2.5,10.0
93252,20160122,15,PCA,-52.913227110642154
93252,20160122,15,PM2.5,7.0
93258,20160122,16,PCA,-56.863249019870324
93258,20160122,16,PM2.5,8.0
93264,20160122,17,PCA,-59.34912758398763
93264,20160122,17,PM2.5,11.0
93270,20160122,18,PCA,-66.50654069652339
93270,20160122,18,PM2.5,7.0
93276,20160122,19,PCA,-69.04675640815334
93276,20160122,19,PM2.5,11.0
93282,20160122,20,PCA,-78.90321608056627
93282,20160122,20,PM2.5,7.0
93288,20160122,21,PCA,-82.50448807558655
93288,20160122,21,PM2.5,8.0
93294,20160122,22,PCA,-80.34543096951315
93294,20160122,22,PM2.5,11.0
93300,20160122,23,PCA,-81.29559973492759
93300,20160122,23,PM2.5,7.0
93306,20160123,0,PCA,-70.12377486519786
93306,20160123,0,PM2.5,14.0
93312,20160123,1,PCA,-71.98985047971024
93312,20160123,1,PM2.5,15.0
93318,20160123,2,PCA,-69.49736475339374
93318,20160123,2,PM2.5,19.0
93324,20160123,3,PCA,-70.69460275785495
93324,20160123,3,PM2.5,15.0
93330,20160123,4,PCA,-87.67748454598807
93330,20160123,4,PM2.5,5.0
93336,20160123,5,PCA,-87.03534595448393
93336,20160123,5,PM2.5,7.0
93342,20160123,6,PCA,-87.31411023620701
93342,20160123,6,PM2.5,8.0
93348,20160123,7,PCA,-85.74178044190887
93348,20160123,7,PM2.5,10.0
93354,20160123,8,PCA,-87.6282412806661
93354,20160123,8,PM2.5,8.0
93360,20160123,9,PCA,-90.46075526298445
93360,20160123,9,PM2.5,9.0
93366,20160123,10,PCA,-93.39398774503245
93366,20160123,10,PM2.5,6.0
93372,20160123,11,PCA,-89.21461099052783
93372,20160123,11,PM2.5,12.0
93378,20160123,12,PCA,-90.81558977334949
93378,20160123,12,PM2.5,8.0
93384,20160123,13,PCA,-85.95084880380348
93384,20160123,13,PM2.5,14.0
93390,20160123,14,PCA,-84.42849665156994
93390,20160123,14,PM2.5,12.0
93396,20160123,15,PCA,-81.84264700482098
93396,20160123,15,PM2.5,13.0
93402,20160123,16,PCA,-82.38133424131625
93402,20160123,16,PM2.5,10.0
93408,20160123,17,PCA,-82.77573436503475
93408,20160123,17,PM2.5,8.0
93414,20160123,18,PCA,-81.02225310288068
93414,20160123,18,PM2.5,9.0
93420,20160123,19,PCA,-77.38888391985373
93420,20160123,19,PM2.5,12.0
93426,20160123,20,PCA,-74.868678956791
93426,20160123,20,PM2.5,14.0
93432,20160123,21,PCA,-74.27178291317306
93432,20160123,21,PM2.5,13.0
93438,20160123,22,PCA,-71.80977095873057
93438,20160123,22,PM2.5,15.0
93444,20160123,23,PCA,-76.85971415638555
93444,20160123,23,PM2.5,7.0
93450,20160124,0,PCA,-75.41582533259954
93450,20160124,0,PM2.5,9.0
93456,20160124,1,PCA,-78.8605913727046
93456,20160124,1,PM2.5,4.0
93462,20160124,2,PCA,-77.5996755660888
93462,20160124,2,PM2.5,5.0
93468,20160124,3,PCA,-77.38092860044733
93468,20160124,3,PM2.5,5.0
93474,20160124,4,PCA,-76.25461902060356
93474,20160124,4,PM2.5,5.0
93480,20160124,5,PCA,-74.89026765748136
93480,20160124,5,PM2.5,9.0
93486,20160124,6,PCA,-74.66366135514943
93486,20160124,6,PM2.5,7.0
93492,20160124,7,PCA,-71.31264998554607
93492,20160124,7,PM2.5,9.0
93498,20160124,8,PCA,-72.7565388093321
93498,20160124,8,PM2.5,7.0
93504,20160124,9,PCA,-70.78865428848212
93504,20160124,9,PM2.5,9.0
93510,20160124,10,PCA,-70.48150334764263
93510,20160124,10,PM2.5,11.0
93516,20160124,11,PCA,-73.29875747407459
93516,20160124,11,PM2.5,9.0
93522,20160124,12,PCA,-71.40024168204572
93522,20160124,12,PM2.5,11.0
93528,20160124,13,PCA,-71.59182145300441
93528,20160124,13,PM2.5,12.0
93534,20160124,14,PCA,-71.91415158962752
93534,20160124,14,PM2.5,13.0
93540,20160124,15,PCA,-72.89887483907964
93540,20160124,15,PM2.5,12.0
93546,20160124,16,PCA,-72.72044042800047
93546,20160124,16,PM2.5,12.0
