,date,hour,type,古城
72,20140402,12,PCA,12.019294807996767
72,20140402,12,PM2.5,63.0
78,20140402,13,PCA,10.840191026158019
78,20140402,13,PM2.5,70.0
84,20140402,14,PCA,-5.792573196051083
84,20140402,14,PM2.5,52.0
90,20140402,15,PCA,10.266330253037152
90,20140402,15,PM2.5,75.0
96,20140402,16,PCA,36.16814752633563
96,20140402,16,PM2.5,110.0
102,20140402,17,PCA,48.664761569356045
102,20140402,17,PM2.5,122.0
108,20140402,18,PCA,80.92585153110943
108,20140402,18,PM2.5,152.0
114,20140402,19,PCA,85.6786181244524
114,20140402,19,PM2.5,148.0
120,20140402,20,PCA,83.86993903836438
120,20140402,20,PM2.5,141.0
126,20140402,21,PCA,53.47409301721341
126,20140402,21,PM2.5,101.0
132,20140402,22,PCA,53.3649014829545
132,20140402,22,PM2.5,87.0
138,20140402,23,PCA,51.274808488628295
138,20140402,23,PM2.5,79.0
144,20140403,0,PCA,38.771559262995915
144,20140403,0,PM2.5,65.0
150,20140403,1,PCA,37.43605178754263
150,20140403,1,PM2.5,65.0
156,20140403,2,PCA,30.52069973237059
156,20140403,2,PM2.5,58.0
162,20140403,3,PCA,35.80720660117745
162,20140403,3,PM2.5,59.0
168,20140403,4,PCA,31.003487367409793
168,20140403,4,PM2.5,61.0
174,20140403,5,PCA,15.047954109397462
174,20140403,5,PM2.5,43.0
180,20140403,6,PCA,-35.43437030112453
180,20140403,6,PM2.5,4.0
186,20140403,7,PCA,-35.44487926433004
186,20140403,7,PM2.5,4.0
192,20140403,8,PCA,-33.35112178760195
192,20140403,8,PM2.5,6.0
198,20140403,9,PCA,-32.986672393826275
198,20140403,9,PM2.5,13.0
204,20140403,10,PCA,-42.330445619419905
204,20140403,10,PM2.5,9.0
210,20140403,11,PCA,-44.61918171708851
210,20140403,11,PM2.5,11.0
216,20140403,12,PCA,-44.40430641105704
216,20140403,12,PM2.5,14.0
222,20140403,13,PCA,-43.80890795978226
222,20140403,13,PM2.5,16.0
228,20140403,14,PCA,-48.73719539139924
228,20140403,14,PM2.5,12.0
234,20140403,15,PCA,-48.66694742950736
234,20140403,15,PM2.5,12.0
240,20140403,16,PCA,-46.35520874345854
240,20140403,16,PM2.5,18.0
246,20140403,17,PCA,-52.43541068514435
246,20140403,17,PM2.5,10.0
252,20140403,18,PCA,-58.33190799106432
252,20140403,18,PM2.5,7.0
258,20140403,19,PCA,-53.29660517697063
258,20140403,19,PM2.5,12.0
264,20140403,20,PCA,-27.96129610553361
264,20140403,20,PM2.5,32.0
270,20140403,21,PCA,-11.252652396224397
270,20140403,21,PM2.5,41.0
276,20140403,22,PCA,-13.354200351713702
276,20140403,22,PM2.5,41.0
282,20140403,23,PCA,-23.610998242579846
282,20140403,23,PM2.5,33.0
288,20140404,0,PCA,-15.899200002922944
288,20140404,0,PM2.5,49.0
294,20140404,1,PCA,-22.398726822230223
294,20140404,1,PM2.5,42.0
300,20140404,2,PCA,-17.86552273520435
300,20140404,2,PM2.5,43.0
306,20140404,3,PCA,-21.701712270991102
306,20140404,3,PM2.5,37.0
312,20140404,4,PCA,-13.73059154455974
312,20140404,4,PM2.5,48.0
318,20140404,5,PCA,-15.119736035097858
318,20140404,5,PM2.5,43.0
324,20140404,6,PCA,-8.93276200780381
324,20140404,6,PM2.5,47.0
330,20140404,7,PCA,-4.050531971432699
330,20140404,7,PM2.5,51.0
336,20140404,8,PCA,-2.567272909327862
336,20140404,8,PM2.5,51.0
342,20140404,9,PCA,1.611306385261417
342,20140404,9,PM2.5,54.0
348,20140404,10,PCA,13.097735173435026
348,20140404,10,PM2.5,63.0
354,20140404,11,PCA,18.685607555139665
354,20140404,11,PM2.5,65.0
360,20140404,12,PCA,-0.3302578064747968
360,20140404,12,PM2.5,43.0
366,20140404,13,PCA,4.667247884423218
366,20140404,13,PM2.5,61.0
372,20140404,14,PCA,-36.659223061280066
372,20140404,14,PM2.5,24.0
378,20140404,15,PCA,-38.71531713407176
378,20140404,15,PM2.5,21.0
384,20140404,16,PCA,-37.48285541683402
384,20140404,16,PM2.5,22.0
390,20140404,17,PCA,-33.33273021162278
390,20140404,17,PM2.5,25.0
396,20140404,18,PCA,-34.195226620434816
396,20140404,18,PM2.5,19.0
402,20140404,19,PCA,-33.190377907483594
402,20140404,19,PM2.5,17.0
408,20140404,20,PCA,-33.41839857339455
408,20140404,20,PM2.5,15.0
414,20140404,21,PCA,-33.67596325940228
414,20140404,21,PM2.5,15.0
420,20140404,22,PCA,-38.66366268818393
420,20140404,22,PM2.5,10.0
426,20140404,23,PCA,-25.601682535712648
426,20140404,23,PM2.5,27.0
432,20140405,0,PCA,-6.946967570896352
432,20140405,0,PM2.5,36.0
438,20140405,1,PCA,-11.304990547180779
438,20140405,1,PM2.5,35.0
444,20140405,2,PCA,-13.710370301852135
444,20140405,2,PM2.5,32.0
450,20140405,3,PCA,-6.8215819570259475
450,20140405,3,PM2.5,32.0
456,20140405,4,PCA,-6.524402727900247
456,20140405,4,PM2.5,39.0
462,20140405,5,PCA,-27.32530664325289
462,20140405,5,PM2.5,24.0
468,20140405,6,PCA,-53.00891052132873
468,20140405,6,PM2.5,4.0
474,20140405,7,PCA,-53.40257902645162
474,20140405,7,PM2.5,6.0
480,20140405,8,PCA,-54.659231786224545
480,20140405,8,PM2.5,4.0
486,20140405,9,PCA,-51.909867352919974
486,20140405,9,PM2.5,10.0
492,20140405,10,PCA,-58.79961400197778
492,20140405,10,PM2.5,8.0
498,20140405,11,PCA,-60.131867701204165
498,20140405,11,PM2.5,9.0
504,20140405,12,PCA,-64.45736891630231
504,20140405,12,PM2.5,4.0
510,20140405,13,PCA,-60.61387484403557
510,20140405,13,PM2.5,14.0
516,20140405,14,PCA,-61.869715800999344
516,20140405,14,PM2.5,15.0
522,20140405,15,PCA,-61.656467621025946
522,20140405,15,PM2.5,17.0
528,20140405,16,PCA,-68.73717456871738
528,20140405,16,PM2.5,10.0
534,20140405,17,PCA,-56.316179860525516
534,20140405,17,PM2.5,27.0
540,20140405,18,PCA,-46.52282750239135
540,20140405,18,PM2.5,42.0
546,20140405,19,PCA,-40.462340793918855
546,20140405,19,PM2.5,45.0
552,20140405,20,PCA,9.710010397497298
552,20140405,20,PM2.5,113.0
558,20140405,21,PCA,-20.599681680032532
558,20140405,21,PM2.5,56.0
564,20140405,22,PCA,-3.1627894765602393
564,20140405,22,PM2.5,64.0
570,20140405,23,PCA,3.310205894780936
570,20140405,23,PM2.5,61.0
576,20140406,0,PCA,10.62732797558196
576,20140406,0,PM2.5,72.0
582,20140406,1,PCA,2.9931634264411873
582,20140406,1,PM2.5,63.0
588,20140406,2,PCA,9.74931102657074
588,20140406,2,PM2.5,70.0
594,20140406,3,PCA,3.9373950206879753
594,20140406,3,PM2.5,58.0
600,20140406,4,PCA,12.407051559772057
600,20140406,4,PM2.5,68.0
606,20140406,5,PCA,22.98754555311738
606,20140406,5,PM2.5,76.0
612,20140406,6,PCA,22.16367659810711
612,20140406,6,PM2.5,74.0
618,20140406,7,PCA,32.313654005642015
618,20140406,7,PM2.5,83.0
624,20140406,8,PCA,33.17977989024842
624,20140406,8,PM2.5,78.0
630,20140406,9,PCA,29.933116496169113
630,20140406,9,PM2.5,69.0
636,20140406,10,PCA,22.405975450875896
636,20140406,10,PM2.5,57.0
642,20140406,11,PCA,19.586384685879597
642,20140406,11,PM2.5,59.5
648,20140406,12,PCA,16.766793920883295
648,20140406,12,PM2.5,62.0
654,20140406,13,PCA,-7.862294329306798
654,20140406,13,PM2.5,42.0
660,20140406,14,PCA,-9.319460615348602
660,20140406,14,PM2.5,44.0
666,20140406,15,PCA,-5.172654551794805
666,20140406,15,PM2.5,48.0
672,20140406,16,PCA,-2.9222641271568617
672,20140406,16,PM2.5,48.0
678,20140406,17,PCA,2.7950358384869287
678,20140406,17,PM2.5,52.0
684,20140408,10,PCA,164.11775313323406
684,20140408,10,PM2.5,180.0
690,20140408,11,PCA,186.37338524088491
690,20140408,11,PM2.5,205.0
696,20140408,12,PCA,204.19845776883932
696,20140408,12,PM2.5,221.0
702,20140408,13,PCA,200.3292847431546
702,20140408,13,PM2.5,228.0
708,20140408,14,PCA,156.02487149063836
708,20140408,14,PM2.5,191.0
714,20140408,15,PCA,150.39795976916858
714,20140408,15,PM2.5,185.0
720,20140408,16,PCA,146.13263747676098
720,20140408,16,PM2.5,176.0
726,20140408,17,PCA,146.07262244293722
726,20140408,17,PM2.5,173.0
732,20140408,18,PCA,149.80191245217307
732,20140408,18,PM2.5,171.0
738,20140408,19,PCA,153.940308753856
738,20140408,19,PM2.5,171.0
744,20140408,20,PCA,169.36046277996155
744,20140408,20,PM2.5,174.0
750,20140408,21,PCA,178.3318936132531
750,20140408,21,PM2.5,182.0
756,20140408,22,PCA,195.67698368486154
756,20140408,22,PM2.5,189.0
762,20140408,23,PCA,191.52719988021823
762,20140408,23,PM2.5,187.0
768,20140409,0,PCA,180.88709600216458
768,20140409,0,PM2.5,184.0
774,20140409,1,PCA,184.8562060274406
774,20140409,1,PM2.5,169.0
780,20140409,2,PCA,185.48066274574637
780,20140409,2,PM2.5,163.0
786,20140409,3,PCA,182.089744418374
786,20140409,3,PM2.5,161.0
792,20140409,4,PCA,185.21068389871795
792,20140409,4,PM2.5,169.0
798,20140409,5,PCA,186.26490657991107
798,20140409,5,PM2.5,173.0
804,20140409,6,PCA,188.59942146902685
804,20140409,6,PM2.5,175.0
810,20140409,7,PCA,194.47937361330713
810,20140409,7,PM2.5,180.0
816,20140409,8,PCA,192.98799611914103
816,20140409,8,PM2.5,181.0
822,20140409,9,PCA,187.85018521806032
822,20140409,9,PM2.5,181.0
828,20140409,10,PCA,183.7980436474234
828,20140409,10,PM2.5,184.0
834,20140409,11,PCA,121.15241665630126
834,20140409,11,PM2.5,110.0
840,20140409,12,PCA,52.79035827051488
840,20140409,12,PM2.5,36.0
846,20140409,13,PCA,49.292521832001015
846,20140409,13,PM2.5,40.0
852,20140409,14,PCA,33.74892616225527
852,20140409,14,PM2.5,25.0
858,20140409,15,PCA,34.26449420617376
858,20140409,15,PM2.5,33.0
864,20140409,16,PCA,35.52422203452377
864,20140409,16,PM2.5,42.0
870,20140409,17,PCA,28.5583886929467
870,20140409,17,PM2.5,37.0
876,20140409,18,PCA,43.563851626084876
876,20140409,18,PM2.5,57.0
882,20140409,19,PCA,53.651943752435976
882,20140409,19,PM2.5,72.0
888,20140409,20,PCA,77.7962783528287
888,20140409,20,PM2.5,108.0
894,20140409,21,PCA,76.23268322915094
894,20140409,21,PM2.5,117.0
900,20140409,22,PCA,54.55822639987647
900,20140409,22,PM2.5,89.0
906,20140409,23,PCA,64.84271550707604
906,20140409,23,PM2.5,100.0
912,20140410,0,PCA,79.94697811929446
912,20140410,0,PM2.5,115.0
918,20140410,1,PCA,76.2557747156595
918,20140410,1,PM2.5,107.0
924,20140410,2,PCA,75.10706463231625
924,20140410,2,PM2.5,99.0
930,20140410,3,PCA,79.12054929896213
930,20140410,3,PM2.5,102.0
936,20140410,4,PCA,92.6965394993345
936,20140410,4,PM2.5,103.0
942,20140410,5,PCA,93.65804787381659
942,20140410,5,PM2.5,100.0
948,20140410,6,PCA,107.80511433233072
948,20140410,6,PM2.5,107.0
954,20140410,7,PCA,102.01914513313005
954,20140410,7,PM2.5,101.0
960,20140410,8,PCA,91.57612904612687
960,20140410,8,PM2.5,88.0
966,20140410,9,PCA,103.67778910270462
966,20140410,9,PM2.5,86.0
972,20140410,10,PCA,116.11777077038744
972,20140410,10,PM2.5,84.0
978,20140410,11,PCA,141.40745962635498
978,20140410,11,PM2.5,92.0
984,20140410,12,PCA,157.4175421429033
984,20140410,12,PM2.5,90.0
990,20140410,13,PCA,163.48473065151944
990,20140410,13,PM2.5,81.0
996,20140410,14,PCA,175.0208607097795
996,20140410,14,PM2.5,81.0
1002,20140410,15,PCA,177.80679796484608
1002,20140410,15,PM2.5,72.0
1008,20140410,16,PCA,186.19547071763037
1008,20140410,16,PM2.5,69.0
1014,20140410,17,PCA,184.98837272652145
1014,20140410,17,PM2.5,59.0
1020,20140410,18,PCA,177.77914462410428
1020,20140410,18,PM2.5,53.0
1026,20140410,19,PCA,175.9906903372259
1026,20140410,19,PM2.5,56.0
1032,20140410,20,PCA,170.0506132527932
1032,20140410,20,PM2.5,59.0
1038,20140410,21,PCA,175.17161925969978
1038,20140410,21,PM2.5,64.0
1044,20140410,22,PCA,180.06278257549184
1044,20140410,22,PM2.5,64.0
1050,20140410,23,PCA,187.4760840740424
1050,20140410,23,PM2.5,77.0
1056,20140411,0,PCA,176.59081133177904
1056,20140411,0,PM2.5,72.0
1062,20140411,1,PCA,174.9352024547523
1062,20140411,1,PM2.5,73.0
1068,20140411,2,PCA,161.58796967620913
1068,20140411,2,PM2.5,64.0
1074,20140411,3,PCA,168.59591432542555
1074,20140411,3,PM2.5,84.0
1080,20140411,4,PCA,139.49832691039438
1080,20140411,4,PM2.5,64.0
1086,20140411,5,PCA,121.9291637526083
1086,20140411,5,PM2.5,60.0
1092,20140411,6,PCA,113.63772646902945
1092,20140411,6,PM2.5,75.0
1098,20140411,7,PCA,101.61138969988477
1098,20140411,7,PM2.5,80.0
1104,20140411,8,PCA,89.01332523821632
1104,20140411,8,PM2.5,74.0
1110,20140411,9,PCA,91.22803739677624
1110,20140411,9,PM2.5,84.0
1116,20140411,10,PCA,81.27341239254352
1116,20140411,10,PM2.5,82.0
1122,20140411,11,PCA,48.28335228800414
1122,20140411,11,PM2.5,53.0
1128,20140411,12,PCA,41.658393725442075
1128,20140411,12,PM2.5,54.0
1134,20140411,13,PCA,34.28066862466004
1134,20140411,13,PM2.5,56.0
1140,20140411,14,PCA,25.070819832633383
1140,20140411,14,PM2.5,55.0
1146,20140411,15,PCA,12.533338434840223
1146,20140411,15,PM2.5,49.0
1152,20140411,16,PCA,-2.7453252156486565
1152,20140411,16,PM2.5,43.0
1158,20140411,17,PCA,-10.658141263078413
1158,20140411,17,PM2.5,41.0
1164,20140411,18,PCA,-1.3596637556348028
1164,20140411,18,PM2.5,56.0
1170,20140411,19,PCA,11.852916666751863
1170,20140411,19,PM2.5,68.0
1176,20140411,20,PCA,20.973452746277
1176,20140411,20,PM2.5,67.0
1182,20140411,21,PCA,34.90764594817322
1182,20140411,21,PM2.5,73.0
1188,20140411,22,PCA,44.18282792054406
1188,20140411,22,PM2.5,84.0
1194,20140411,23,PCA,42.42699556292686
1194,20140411,23,PM2.5,85.0
1200,20140412,0,PCA,48.69788271988727
1200,20140412,0,PM2.5,97.0
1206,20140412,1,PCA,59.9187257174794
1206,20140412,1,PM2.5,116.0
1212,20140412,2,PCA,63.10789623536627
1212,20140412,2,PM2.5,119.0
1218,20140412,3,PCA,31.697252446739185
1218,20140412,3,PM2.5,82.0
1224,20140412,4,PCA,23.768591902139104
1224,20140412,4,PM2.5,79.0
1230,20140412,5,PCA,22.289269361244617
1230,20140412,5,PM2.5,80.0
1236,20140412,6,PCA,2.6163474286967308
1236,20140412,6,PM2.5,61.0
1242,20140412,7,PCA,16.008386351561548
1242,20140412,7,PM2.5,72.0
1248,20140412,8,PCA,29.737420355356416
1248,20140412,8,PM2.5,85.0
1254,20140412,9,PCA,30.15303399038898
1254,20140412,9,PM2.5,89.5
1260,20140412,10,PCA,30.56864762542152
1260,20140412,10,PM2.5,94.0
1266,20140412,11,PCA,31.591240476298758
1266,20140412,11,PM2.5,102.0
1272,20140412,12,PCA,19.562884038577383
1272,20140412,12,PM2.5,94.0
1278,20140412,13,PCA,23.76940244729972
1278,20140412,13,PM2.5,106.0
1284,20140412,14,PCA,13.160695812842976
1284,20140412,14,PM2.5,95.0
1290,20140412,15,PCA,11.717896919775662
1290,20140412,15,PM2.5,91.0
1296,20140412,16,PCA,12.356586835907436
1296,20140412,16,PM2.5,90.0
1302,20140412,17,PCA,19.974711988732423
1302,20140412,17,PM2.5,96.0
1308,20140412,18,PCA,24.840372074708156
1308,20140412,18,PM2.5,97.0
1314,20140412,19,PCA,50.435424076707314
1314,20140412,19,PM2.5,122.0
1320,20140412,20,PCA,58.86517831945594
1320,20140412,20,PM2.5,117.0
1326,20140412,21,PCA,65.96573469550911
1326,20140412,21,PM2.5,118.0
1332,20140412,22,PCA,83.35282835755982
1332,20140412,22,PM2.5,128.0
1338,20140412,23,PCA,92.54883118138996
1338,20140412,23,PM2.5,135.0
1344,20140413,0,PCA,108.35472755488891
1344,20140413,0,PM2.5,144.0
1350,20140413,1,PCA,104.03322822643169
1350,20140413,1,PM2.5,138.0
1356,20140413,2,PCA,101.92273169684917
1356,20140413,2,PM2.5,140.0
1362,20140413,3,PCA,104.04432241911506
1362,20140413,3,PM2.5,147.0
1368,20140413,4,PCA,109.78125026045736
1368,20140413,4,PM2.5,151.0
1374,20140413,5,PCA,112.77447251168425
1374,20140413,5,PM2.5,151.0
1380,20140413,6,PCA,110.28104611421854
1380,20140413,6,PM2.5,145.0
1386,20140413,7,PCA,112.72098199802186
1386,20140413,7,PM2.5,145.0
1392,20140413,8,PCA,395.63412814860453
1392,20140413,8,PM2.5,533.0
1398,20140413,9,PCA,173.84110936864994
1398,20140413,9,PM2.5,201.0
1404,20140413,10,PCA,172.20106906476335
1404,20140413,10,PM2.5,198.0
1410,20140413,11,PCA,220.73306042669432
1410,20140413,11,PM2.5,257.5
1416,20140413,12,PCA,266.49730325692235
1416,20140413,12,PM2.5,317.0
1422,20140413,13,PCA,337.94794469536527
1422,20140413,13,PM2.5,435.0
1428,20140413,14,PCA,397.0490778562692
1428,20140413,14,PM2.5,523.0
1434,20140413,15,PCA,287.20075411935767
1434,20140413,15,PM2.5,353.0
1596,20140414,18,PCA,86.93676829897534
1596,20140414,18,PM2.5,237.0
1602,20140414,19,PCA,108.58057510655024
1602,20140414,19,PM2.5,280.0
1608,20140414,20,PCA,107.22309145660674
1608,20140414,20,PM2.5,280.0
1614,20140414,21,PCA,147.0252637358103
1614,20140414,21,PM2.5,272.0
1620,20140414,22,PCA,93.45753745453068
1620,20140414,22,PM2.5,220.0
1626,20140414,23,PCA,-4.195754712733097
1626,20140414,23,PM2.5,113.0
1632,20140415,0,PCA,5.826584089808924
1632,20140415,0,PM2.5,94.0
1638,20140415,1,PCA,93.34785765469697
1638,20140415,1,PM2.5,209.0
1644,20140415,2,PCA,40.37471988293636
1644,20140415,2,PM2.5,131.0
1650,20140415,3,PCA,57.41021237885401
1650,20140415,3,PM2.5,153.0
1656,20140415,4,PCA,71.68067339984549
1656,20140415,4,PM2.5,174.0
1662,20140415,5,PCA,58.46537848934345
1662,20140415,5,PM2.5,156.0
1818,20140416,7,PCA,20.350094196715567
1818,20140416,7,PM2.5,53.0
1824,20140416,8,PCA,37.22351993149267
1824,20140416,8,PM2.5,65.0
1830,20140416,9,PCA,38.11925280853144
1830,20140416,9,PM2.5,78.0
1836,20140416,10,PCA,2.858931582676356
1836,20140416,10,PM2.5,45.0
1842,20140416,11,PCA,805.9044571630322
1842,20140416,11,PM2.5,1000.0
1848,20140416,12,PCA,455.6656772916903
1848,20140416,12,PM2.5,411.0
1854,20140416,13,PCA,323.49898575862085
1854,20140416,13,PM2.5,199.0
1860,20140416,14,PCA,400.6600547298248
1860,20140416,14,PM2.5,273.0
1884,20140416,18,PCA,-23.55644305103331
1884,20140416,18,PM2.5,28.0
1890,20140416,19,PCA,-9.248806947832591
1890,20140416,19,PM2.5,49.0
1896,20140416,20,PCA,10.230204302409177
1896,20140416,20,PM2.5,63.0
1902,20140416,21,PCA,56.337618522983554
1902,20140416,21,PM2.5,86.0
1908,20140416,22,PCA,77.48122224396064
1908,20140416,22,PM2.5,105.0
1914,20140416,23,PCA,75.59452885451958
1914,20140416,23,PM2.5,89.0
1920,20140417,0,PCA,85.98673120828501
1920,20140417,0,PM2.5,88.0
1926,20140417,1,PCA,72.09628857514375
1926,20140417,1,PM2.5,75.0
1932,20140417,2,PCA,98.99795289822009
1932,20140417,2,PM2.5,114.0
1938,20140417,3,PCA,116.17171305876113
1938,20140417,3,PM2.5,137.0
1944,20140417,4,PCA,103.55405503438203
1944,20140417,4,PM2.5,116.0
1950,20140417,5,PCA,76.42172352918534
1950,20140417,5,PM2.5,82.0
1956,20140417,6,PCA,52.439510119963664
1956,20140417,6,PM2.5,75.0
1962,20140417,7,PCA,22.533906600182306
1962,20140417,7,PM2.5,67.0
1968,20140417,8,PCA,9.014974433168552
1968,20140417,8,PM2.5,60.0
1974,20140417,9,PCA,29.33542754232082
1974,20140417,9,PM2.5,84.0
1980,20140417,10,PCA,32.96290702833605
1980,20140417,10,PM2.5,88.0
1986,20140417,11,PCA,27.587868239558222
1986,20140417,11,PM2.5,79.0
1992,20140417,12,PCA,33.24279233395246
1992,20140417,12,PM2.5,83.0
1998,20140417,13,PCA,35.09606348532298
1998,20140417,13,PM2.5,90.0
2004,20140417,14,PCA,36.81737962537848
2004,20140417,14,PM2.5,96.0
2010,20140417,15,PCA,36.69207819205052
2010,20140417,15,PM2.5,95.0
2016,20140417,16,PCA,50.533420323425844
2016,20140417,16,PM2.5,112.0
2022,20140417,17,PCA,46.92079207989417
2022,20140417,17,PM2.5,104.0
2028,20140417,18,PCA,34.19859886849137
2028,20140417,18,PM2.5,87.0
2034,20140417,19,PCA,54.32781617591422
2034,20140417,19,PM2.5,106.0
2040,20140417,20,PCA,65.0967513548124
2040,20140417,20,PM2.5,116.0
2046,20140417,21,PCA,75.44982724301666
2046,20140417,21,PM2.5,123.0
2052,20140417,22,PCA,111.25877373301878
2052,20140417,22,PM2.5,159.0
2058,20140417,23,PCA,124.0290630811755
2058,20140417,23,PM2.5,143.0
2064,20140418,0,PCA,155.9012136819317
2064,20140418,0,PM2.5,179.0
2070,20140418,1,PCA,177.66297352945367
2070,20140418,1,PM2.5,182.0
2076,20140418,2,PCA,160.3143766471372
2076,20140418,2,PM2.5,152.0
2082,20140418,3,PCA,149.99287914697538
2082,20140418,3,PM2.5,144.0
2088,20140418,4,PCA,148.4253317315259
2088,20140418,4,PM2.5,149.0
2094,20140418,5,PCA,145.08933614472855
2094,20140418,5,PM2.5,152.0
2100,20140418,6,PCA,146.85941096624526
2100,20140418,6,PM2.5,154.0
2106,20140418,7,PCA,146.7634495807194
2106,20140418,7,PM2.5,151.0
2112,20140418,8,PCA,156.06423026179232
2112,20140418,8,PM2.5,162.0
2130,20140418,11,PCA,178.32317589788872
2130,20140418,11,PM2.5,199.0
2136,20140418,12,PCA,152.41430156868446
2136,20140418,12,PM2.5,173.0
2286,20140419,13,PCA,-31.9235725286124
2286,20140419,13,PM2.5,46.0
2292,20140419,14,PCA,-35.10584617164374
2292,20140419,14,PM2.5,48.0
2298,20140419,15,PCA,-27.04726445163275
2298,20140419,15,PM2.5,54.0
2304,20140419,16,PCA,-31.611834108069697
2304,20140419,16,PM2.5,53.0
2310,20140419,17,PCA,-27.675169369421656
2310,20140419,17,PM2.5,58.0
2316,20140419,18,PCA,-33.867821283026814
2316,20140419,18,PM2.5,50.0
2322,20140419,19,PCA,-21.629863284400354
2322,20140419,19,PM2.5,61.0
2328,20140419,20,PCA,0.18483344577860175
2328,20140419,20,PM2.5,75.0
2334,20140419,21,PCA,25.055462945437437
2334,20140419,21,PM2.5,83.0
2340,20140419,22,PCA,36.49848817863591
2340,20140419,22,PM2.5,87.0
2346,20140419,23,PCA,45.1783034862225
2346,20140419,23,PM2.5,92.0
2352,20140420,0,PCA,51.50300798280059
2352,20140420,0,PM2.5,94.0
2358,20140420,1,PCA,52.7447596746994
2358,20140420,1,PM2.5,94.0
2364,20140420,2,PCA,45.85800821032786
2364,20140420,2,PM2.5,86.0
2370,20140420,3,PCA,47.73226711850184
2370,20140420,3,PM2.5,88.0
2376,20140420,4,PCA,40.683528300991355
2376,20140420,4,PM2.5,82.0
2382,20140420,5,PCA,40.18295865243451
2382,20140420,5,PM2.5,85.0
2388,20140420,6,PCA,42.673619595400496
2388,20140420,6,PM2.5,89.0
2394,20140420,7,PCA,42.87956419067229
2394,20140420,7,PM2.5,89.0
2400,20140420,8,PCA,50.228409554434386
2400,20140420,8,PM2.5,98.0
2406,20140420,9,PCA,57.02996251685468
2406,20140420,9,PM2.5,104.0
2412,20140420,10,PCA,49.93627504992891
2412,20140420,10,PM2.5,93.0
2418,20140420,11,PCA,-8.19486869234135
2418,20140420,11,PM2.5,40.0
2424,20140420,12,PCA,-51.45566298776847
2424,20140420,12,PM2.5,15.0
2430,20140420,13,PCA,-74.25519753424246
2430,20140420,13,PM2.5,14.0
2436,20140420,14,PCA,-93.94101498255067
2436,20140420,14,PM2.5,13.0
2442,20140420,15,PCA,-98.99095818020561
2442,20140420,15,PM2.5,5.0
2448,20140420,16,PCA,-97.51122949996194
2448,20140420,16,PM2.5,6.0
2454,20140420,17,PCA,-96.72343795264403
2454,20140420,17,PM2.5,7.0
2460,20140420,18,PCA,-75.57585559040892
2460,20140420,18,PM2.5,24.0
2466,20140420,19,PCA,-29.253765568229728
2466,20140420,19,PM2.5,65.0
2472,20140420,20,PCA,-13.877800306892945
2472,20140420,20,PM2.5,68.0
2478,20140420,21,PCA,-3.0475793630303194
2478,20140420,21,PM2.5,65.0
2484,20140420,22,PCA,15.410560213610445
2484,20140420,22,PM2.5,70.0
2616,20140422,4,PCA,52.387102959021924
2616,20140422,4,PM2.5,75.0
2622,20140422,5,PCA,36.53796608705041
2622,20140422,5,PM2.5,65.0
2628,20140422,6,PCA,8.534451963745223
2628,20140422,6,PM2.5,53.0
2634,20140422,7,PCA,-1.0298981156018328
2634,20140422,7,PM2.5,54.0
2640,20140422,8,PCA,-8.29205522347546
2640,20140422,8,PM2.5,49.0
2646,20140422,9,PCA,-12.85005243791723
2646,20140422,9,PM2.5,47.0
2652,20140422,10,PCA,-16.36093666465269
2652,20140422,10,PM2.5,45.0
2658,20140422,11,PCA,-26.975304518035735
2658,20140422,11,PM2.5,39.0
2664,20140422,12,PCA,-31.13036374084081
2664,20140422,12,PM2.5,44.0
2670,20140422,13,PCA,-19.58454243571907
2670,20140422,13,PM2.5,68.0
2676,20140422,14,PCA,-34.06392836173327
2676,20140422,14,PM2.5,56.0
2682,20140422,15,PCA,-32.32533382455948
2682,20140422,15,PM2.5,55.0
2688,20140422,16,PCA,-24.86439584239825
2688,20140422,16,PM2.5,58.5
2694,20140422,18,PCA,-17.403457860237022
2694,20140422,18,PM2.5,62.0
2700,20140422,19,PCA,5.3141963995698465
2700,20140422,19,PM2.5,80.0
2706,20140422,20,PCA,-24.423608812957834
2706,20140422,20,PM2.5,46.0
2712,20140422,21,PCA,-22.493501066204637
2712,20140422,21,PM2.5,60.0
2718,20140422,22,PCA,-24.126528163420783
2718,20140422,22,PM2.5,56.0
2724,20140422,23,PCA,-9.407666134443348
2724,20140422,23,PM2.5,63.0
2730,20140423,0,PCA,-0.24916234979360777
2730,20140423,0,PM2.5,65.0
2736,20140423,1,PCA,23.584094639107906
2736,20140423,1,PM2.5,89.0
2742,20140423,2,PCA,28.13805853689335
2742,20140423,2,PM2.5,84.0
2748,20140423,3,PCA,25.388401156896265
2748,20140423,3,PM2.5,82.0
2754,20140423,4,PCA,70.20147769692494
2754,20140423,4,PM2.5,128.0
2760,20140423,5,PCA,84.12467182143905
2760,20140423,5,PM2.5,129.0
2766,20140423,6,PCA,91.7518427002783
2766,20140423,6,PM2.5,127.0
2772,20140423,7,PCA,95.31651690921439
2772,20140423,7,PM2.5,121.0
2778,20140423,8,PCA,101.4777133272323
2778,20140423,8,PM2.5,131.0
2784,20140423,9,PCA,113.86621901250676
2784,20140423,9,PM2.5,150.0
2790,20140423,10,PCA,123.42261002399766
2790,20140423,10,PM2.5,156.0
2796,20140423,11,PCA,140.96270051570667
2796,20140423,11,PM2.5,166.0
2802,20140423,12,PCA,159.74223695702378
