,date,hour,type,万柳
99102,20160303,6,PCA,213.71958827468896
99102,20160303,6,PM2.5,198.0
99108,20160303,7,PCA,217.01568254717418
99108,20160303,7,PM2.5,202.0
99114,20160303,8,PCA,224.02142071019028
99114,20160303,8,PM2.5,211.0
99120,20160303,9,PCA,237.25144401408375
99120,20160303,9,PM2.5,225.0
99126,20160303,10,PCA,260.1114470719567
99126,20160303,10,PM2.5,250.0
99132,20160303,11,PCA,286.5709658040504
99132,20160303,11,PM2.5,281.0
99138,20160303,12,PCA,309.95170604814075
99138,20160303,12,PM2.5,309.0
99144,20160303,13,PCA,308.2128145700987
99144,20160303,13,PM2.5,308.0
99150,20160303,14,PCA,316.22615458714984
99150,20160303,14,PM2.5,315.0
99156,20160303,15,PCA,323.3356984371418
99156,20160303,15,PM2.5,314.0
99162,20160303,16,PCA,339.8422675118659
99162,20160303,16,PM2.5,330.0
99168,20160303,17,PCA,354.9014703170032
99168,20160303,17,PM2.5,338.0
99174,20160303,18,PCA,366.3667750646513
99174,20160303,18,PM2.5,335.0
99180,20160303,19,PCA,375.5370973828232
99180,20160303,19,PM2.5,331.0
99186,20160303,20,PCA,390.7392025067371
99186,20160303,20,PM2.5,346.0
99192,20160303,21,PCA,402.1775487034398
99192,20160303,21,PM2.5,356.0
99198,20160303,22,PCA,423.45894418062403
99198,20160303,22,PM2.5,378.0
99204,20160303,23,PCA,423.7780721687377
99204,20160303,23,PM2.5,377.0
99210,20160304,0,PCA,413.9859102949878
99210,20160304,0,PM2.5,361.0
99216,20160304,1,PCA,411.7170373196736
99216,20160304,1,PM2.5,352.0
99222,20160304,2,PCA,426.25145306815654
99222,20160304,2,PM2.5,367.0
99228,20160304,3,PCA,429.0330646140169
99228,20160304,3,PM2.5,367.0
99234,20160304,4,PCA,431.94961947754274
99234,20160304,4,PM2.5,367.0
99240,20160304,5,PCA,422.6833786804938
99240,20160304,5,PM2.5,350.0
99246,20160304,6,PCA,412.7503637465559
99246,20160304,6,PM2.5,331.0
99252,20160304,7,PCA,421.42842524591265
99252,20160304,7,PM2.5,340.0
99258,20160304,8,PCA,440.8729391834886
99258,20160304,8,PM2.5,358.0
99264,20160304,9,PCA,474.5891086458867
99264,20160304,9,PM2.5,395.0
99270,20160304,10,PCA,454.1678190244664
99270,20160304,10,PM2.5,360.0
99276,20160304,11,PCA,450.87902170465674
99276,20160304,11,PM2.5,350.0
99294,20160304,14,PCA,378.07593094744914
99294,20160304,14,PM2.5,272.0
99300,20160304,15,PCA,394.17484544055736
99300,20160304,15,PM2.5,279.0
99306,20160304,16,PCA,446.1987103474513
99306,20160304,16,PM2.5,339.0
99312,20160304,17,PCA,451.4836913949935
99312,20160304,17,PM2.5,344.0
99318,20160304,18,PCA,473.13009131132293
99318,20160304,18,PM2.5,369.0
99324,20160304,19,PCA,511.41751892892415
99324,20160304,19,PM2.5,418.0
99330,20160304,20,PCA,529.0870918393998
99330,20160304,20,PM2.5,442.0
99336,20160304,21,PCA,522.6300420503732
99336,20160304,21,PM2.5,432.0
99342,20160304,22,PCA,368.4035837366233
99342,20160304,22,PM2.5,228.0
99348,20160304,23,PCA,264.9725275292251
99348,20160304,23,PM2.5,134.0
99354,20160305,0,PCA,264.09237470722167
99354,20160305,0,PM2.5,163.0
99360,20160305,1,PCA,303.2024065958031
99360,20160305,1,PM2.5,160.0
99366,20160305,2,PCA,281.24622693371475
99366,20160305,2,PM2.5,122.0
99372,20160305,3,PCA,234.9701330147617
99372,20160305,3,PM2.5,84.0
99378,20160305,4,PCA,214.45676017317413
99378,20160305,4,PM2.5,74.0
99384,20160305,5,PCA,199.08753403855627
99384,20160305,5,PM2.5,73.0
99390,20160305,6,PCA,184.4074157113915
99390,20160305,6,PM2.5,70.0
99396,20160305,7,PCA,167.15170602333245
99396,20160305,7,PM2.5,64.0
99402,20160305,8,PCA,154.0021783004228
99402,20160305,8,PM2.5,55.0
99408,20160305,9,PCA,154.13032769828246
99408,20160305,9,PM2.5,51.0
99414,20160305,10,PCA,141.76285178496173
99414,20160305,10,PM2.5,49.0
99420,20160305,11,PCA,130.89205678936216
99420,20160305,11,PM2.5,51.0
99426,20160305,12,PCA,119.01704125913253
99426,20160305,12,PM2.5,54.0
99432,20160305,13,PCA,102.18011959872412
99432,20160305,13,PM2.5,54.0
99438,20160305,14,PCA,81.2488956782495
99438,20160305,14,PM2.5,44.0
99444,20160305,15,PCA,74.2184947616544
99444,20160305,15,PM2.5,53.0
99450,20160305,16,PCA,70.14154248612448
99450,20160305,16,PM2.5,60.0
99456,20160305,17,PCA,61.866930120849226
99456,20160305,17,PM2.5,61.0
99462,20160305,18,PCA,55.59733500452334
99462,20160305,18,PM2.5,53.0
99468,20160305,19,PCA,61.43486243059621
99468,20160305,19,PM2.5,57.0
99474,20160305,20,PCA,59.66437642004475
99474,20160305,20,PM2.5,53.0
99480,20160305,21,PCA,58.429735352808024
99480,20160305,21,PM2.5,54.0
99486,20160305,22,PCA,68.90843598544812
99486,20160305,22,PM2.5,57.0
99492,20160305,23,PCA,79.98125460170046
99492,20160305,23,PM2.5,63.0
99498,20160306,0,PCA,63.46815579578369
99498,20160306,0,PM2.5,51.0
99504,20160306,1,PCA,60.25527952053001
99504,20160306,1,PM2.5,58.0
99510,20160306,2,PCA,44.344221636603415
99510,20160306,2,PM2.5,47.0
99516,20160306,3,PCA,42.80266061685605
99516,20160306,3,PM2.5,51.0
99522,20160306,4,PCA,58.163133969282704
99522,20160306,4,PM2.5,76.0
99528,20160306,5,PCA,55.75854766498403
99528,20160306,5,PM2.5,78.0
99534,20160306,6,PCA,35.53739065363058
99534,20160306,6,PM2.5,55.0
99540,20160306,7,PCA,31.451007529635536
99540,20160306,7,PM2.5,54.0
99546,20160306,8,PCA,17.17452387353833
99546,20160306,8,PM2.5,42.0
99552,20160306,9,PCA,2.9676888835308817
99552,20160306,9,PM2.5,26.0
99558,20160306,10,PCA,1.8778670577647805
99558,20160306,10,PM2.5,29.0
99564,20160306,11,PCA,-2.060312730059911
99564,20160306,11,PM2.5,31.0
99570,20160306,12,PCA,8.12662877569663
99570,20160306,12,PM2.5,47.0
99576,20160306,13,PCA,22.079829030212554
99576,20160306,13,PM2.5,67.0
99582,20160306,14,PCA,19.615816265290295
99582,20160306,14,PM2.5,65.0
99588,20160306,15,PCA,34.598868265192
99588,20160306,15,PM2.5,80.0
99594,20160306,16,PCA,58.60872430594831
99594,20160306,16,PM2.5,110.0
99600,20160306,17,PCA,63.73546347470521
99600,20160306,17,PM2.5,111.0
99606,20160306,18,PCA,68.86220264346211
99606,20160306,18,PM2.5,112.0
99612,20160306,19,PCA,81.60163122896932
99612,20160306,19,PM2.5,122.0
99618,20160306,20,PCA,45.69552779464836
99618,20160306,20,PM2.5,117.0
99624,20160306,21,PCA,51.00941464346997
99624,20160306,21,PM2.5,123.0
99630,20160306,22,PCA,50.686893036010154
99630,20160306,22,PM2.5,122.0
99636,20160306,23,PCA,52.304855742297796
99636,20160306,23,PM2.5,124.0
99642,20160307,0,PCA,51.09354901730677
99642,20160307,0,PM2.5,120.0
99648,20160307,1,PCA,44.28920395998402
99648,20160307,1,PM2.5,110.0
99654,20160307,2,PCA,53.43042391020322
99654,20160307,2,PM2.5,121.0
99660,20160307,3,PCA,43.69231251744647
99660,20160307,3,PM2.5,106.0
99666,20160307,4,PCA,43.12873796461913
99666,20160307,4,PM2.5,105.0
99672,20160307,5,PCA,30.549680843188014
99672,20160307,5,PM2.5,89.0
99678,20160307,6,PCA,-26.217857495347396
99678,20160307,6,PM2.5,15.0
99684,20160307,7,PCA,-18.9064743461138
99684,20160307,7,PM2.5,21.0
99690,20160307,8,PCA,-19.43597539564417
99690,20160307,8,PM2.5,21.0
99696,20160307,9,PCA,-23.987535088019317
99696,20160307,9,PM2.5,20.0
99852,20160308,11,PCA,-88.01906032902573
99852,20160308,11,PM2.5,10.0
99858,20160308,12,PCA,-92.62853661608827
99858,20160308,12,PM2.5,7.0
99864,20160308,13,PCA,-89.73509810680648
99864,20160308,13,PM2.5,15.0
99870,20160308,14,PCA,-92.77519192786899
99870,20160308,14,PM2.5,12.0
99876,20160308,15,PCA,-91.64762535224511
99876,20160308,15,PM2.5,13.0
99882,20160308,16,PCA,-96.05331224521049
99882,20160308,16,PM2.5,6.0
99888,20160308,17,PCA,-90.62294765380203
99888,20160308,17,PM2.5,14.0
99894,20160308,18,PCA,-93.59004535064507
99894,20160308,18,PM2.5,10.0
99900,20160308,19,PCA,-87.29637525970655
99900,20160308,19,PM2.5,13.0
99906,20160308,20,PCA,-89.35634424021902
99906,20160308,20,PM2.5,11.0
99912,20160308,21,PCA,-92.91113991275354
99912,20160308,21,PM2.5,6.0
99918,20160308,22,PCA,-92.49264971301791
99918,20160308,22,PM2.5,5.0
99924,20160308,23,PCA,-89.36423635141794
99924,20160308,23,PM2.5,10.0
99930,20160309,0,PCA,-92.05907069784463
99930,20160309,0,PM2.5,9.0
99948,20160309,3,PCA,-100.1458827337547
99948,20160309,3,PM2.5,3.0
99954,20160309,4,PCA,-90.94724810690276
99954,20160309,4,PM2.5,13.0
99960,20160309,5,PCA,-94.00112995223866
99960,20160309,5,PM2.5,5.0
99966,20160309,6,PCA,-96.102259045557
99966,20160309,6,PM2.5,6.0
99972,20160309,7,PCA,-93.9837080125326
99972,20160309,7,PM2.5,8.0
99978,20160309,8,PCA,-91.66146631619073
99978,20160309,8,PM2.5,12.0
99984,20160309,9,PCA,-92.11364975696885
99984,20160309,9,PM2.5,13.0
99990,20160309,10,PCA,-92.62253837775032
99990,20160309,10,PM2.5,14.0
99996,20160309,11,PCA,-95.58082343448453
99996,20160309,11,PM2.5,10.0
100002,20160309,12,PCA,-94.43204586341733
100002,20160309,12,PM2.5,11.0
100008,20160309,13,PCA,-93.17864163578729
100008,20160309,13,PM2.5,13.0
100014,20160309,14,PCA,-94.99548144774919
100014,20160309,14,PM2.5,9.0
100020,20160309,15,PCA,-91.42758058057612
100020,20160309,15,PM2.5,13.0
100026,20160309,16,PCA,-93.42936406727138
100026,20160309,16,PM2.5,10.0
100032,20160309,17,PCA,-91.63828012503112
100032,20160309,17,PM2.5,12.0
100038,20160309,18,PCA,-89.84719618279085
100038,20160309,18,PM2.5,14.0
100044,20160309,19,PCA,-91.45552533561997
100044,20160309,19,PM2.5,11.0
100050,20160309,20,PCA,-94.90780904678881
100050,20160309,20,PM2.5,7.0
100056,20160309,21,PCA,-97.51943820533803
100056,20160309,21,PM2.5,4.0
100062,20160309,22,PCA,-96.350826419497
100062,20160309,22,PM2.5,8.0
100068,20160309,23,PCA,-95.78645413444603
100068,20160309,23,PM2.5,9.0
100074,20160310,0,PCA,-99.71045792129624
100074,20160310,0,PM2.5,3.0
100080,20160310,1,PCA,-97.96202409915351
100080,20160310,1,PM2.5,7.0
100086,20160310,2,PCA,-95.37162210785691
100086,20160310,2,PM2.5,10.0
100092,20160310,3,PCA,-97.0151994120217
100092,20160310,3,PM2.5,7.0
100098,20160310,4,PCA,-96.37900899722933
100098,20160310,4,PM2.5,6.0
100104,20160310,5,PCA,-93.1889980018899
100104,20160310,5,PM2.5,8.0
100110,20160310,6,PCA,-94.28419638534935
100110,20160310,6,PM2.5,7.0
100116,20160310,7,PCA,-92.5655196941118
100116,20160310,7,PM2.5,7.0
100122,20160310,8,PCA,-88.92958975293462
100122,20160310,8,PM2.5,12.0
100128,20160310,9,PCA,-93.90630651351572
100128,20160310,9,PM2.5,9.0
100134,20160310,10,PCA,-93.4727389306863
100134,20160310,10,PM2.5,11.0
100140,20160310,11,PCA,-99.42277242378225
100140,20160310,11,PM2.5,3.0
100146,20160310,12,PCA,-96.20206759681855
100146,20160310,12,PM2.5,8.0
100152,20160310,13,PCA,-94.63844182735295
100152,20160310,13,PM2.5,10.0
100158,20160310,14,PCA,-93.27022626184694
100158,20160310,14,PM2.5,12.0
100164,20160310,15,PCA,-92.02705870202803
100164,20160310,15,PM2.5,13.0
100170,20160310,16,PCA,-94.49807065339232
100170,20160310,16,PM2.5,7.0
100176,20160310,17,PCA,-90.85795509778306
100176,20160310,17,PM2.5,10.0
100182,20160310,18,PCA,-89.3368033057022
100182,20160310,18,PM2.5,10.0
100188,20160310,19,PCA,-86.11834430457107
100188,20160310,19,PM2.5,9.0
100194,20160310,20,PCA,-83.14877116852489
100194,20160310,20,PM2.5,12.0
100200,20160310,21,PCA,-79.08716600376175
100200,20160310,21,PM2.5,11.0
100206,20160310,22,PCA,-78.91741461471109
100206,20160310,22,PM2.5,13.0
100212,20160310,23,PCA,-81.96720149048994
100212,20160310,23,PM2.5,9.0
100218,20160311,0,PCA,-75.87353173791122
100218,20160311,0,PM2.5,13.0
100224,20160311,1,PCA,-77.31002241064556
100224,20160311,1,PM2.5,10.0
100230,20160311,2,PCA,-77.86813020075608
100230,20160311,2,PM2.5,5.0
100236,20160311,3,PCA,-68.33083411218152
100236,20160311,3,PM2.5,12.0
100242,20160311,4,PCA,-59.00839731598941
100242,20160311,4,PM2.5,15.0
100248,20160311,5,PCA,-40.53700788349939
100248,20160311,5,PM2.5,27.0
100254,20160311,6,PCA,-51.20732669059803
100254,20160311,6,PM2.5,16.0
100260,20160311,7,PCA,-56.543574682587625
100260,20160311,7,PM2.5,13.0
100266,20160311,8,PCA,-53.374048207169835
100266,20160311,8,PM2.5,18.0
100272,20160311,9,PCA,-58.368432692636695
100272,20160311,9,PM2.5,19.0
100278,20160311,10,PCA,-70.02307743741271
100278,20160311,10,PM2.5,11.0
100284,20160311,11,PCA,-74.10285837351212
100284,20160311,11,PM2.5,11.0
100290,20160311,12,PCA,-75.30513124858443
100290,20160311,12,PM2.5,12.0
100296,20160311,13,PCA,-78.77142451149263
100296,20160311,13,PM2.5,10.0
100302,20160311,14,PCA,-79.04732986324625
100302,20160311,14,PM2.5,9.0
100308,20160311,15,PCA,-76.03412439821696
100308,20160311,15,PM2.5,13.0
100314,20160311,16,PCA,-66.86356420778095
100314,20160311,16,PM2.5,23.0
100320,20160311,17,PCA,-60.91446267593889
100320,20160311,17,PM2.5,30.0
100326,20160311,18,PCA,-55.06997661636025
100326,20160311,18,PM2.5,31.0
100332,20160311,19,PCA,-49.94107746083455
100332,20160311,19,PM2.5,34.0
100338,20160311,20,PCA,-51.04149347539178
100338,20160311,20,PM2.5,32.0
100344,20160311,21,PCA,-46.23701971487362
100344,20160311,21,PM2.5,34.0
100350,20160311,22,PCA,-26.1502001877759
100350,20160311,22,PM2.5,49.0
100356,20160311,23,PCA,-21.656193754273005
100356,20160311,23,PM2.5,58.0
100362,20160312,0,PCA,-18.560913848811563
100362,20160312,0,PM2.5,63.0
100368,20160312,1,PCA,-18.849380782108906
100368,20160312,1,PM2.5,63.0
100374,20160312,2,PCA,-21.454483432491347
100374,20160312,2,PM2.5,61.0
100380,20160312,3,PCA,-5.1452301149761865
100380,20160312,3,PM2.5,74.0
100386,20160312,4,PCA,8.14638633789788
100386,20160312,4,PM2.5,92.0
100392,20160312,5,PCA,15.939398906823957
100392,20160312,5,PM2.5,103.0
100398,20160312,6,PCA,20.428798786072903
100398,20160312,6,PM2.5,106.0
100404,20160312,7,PCA,14.563653932851542
100404,20160312,7,PM2.5,90.0
100410,20160312,8,PCA,19.718664741430498
100410,20160312,8,PM2.5,92.0
100416,20160312,9,PCA,31.0927779935567
100416,20160312,9,PM2.5,103.0
100422,20160312,10,PCA,38.02265921875489
100422,20160312,10,PM2.5,108.0
100428,20160312,11,PCA,43.63263123209506
100428,20160312,11,PM2.5,111.0
100434,20160312,12,PCA,54.06355081259642
100434,20160312,12,PM2.5,118.0
100440,20160312,13,PCA,68.09949628411522
100440,20160312,13,PM2.5,129.0
100446,20160312,14,PCA,66.19009913887861
100446,20160312,14,PM2.5,128.0
100452,20160312,15,PCA,68.03297898117815
100452,20160312,15,PM2.5,125.0
100458,20160312,16,PCA,71.9953579895651
100458,20160312,16,PM2.5,125.0
100464,20160312,17,PCA,70.12308605997998
100464,20160312,17,PM2.5,119.0
100470,20160312,18,PCA,73.54850056190625
100470,20160312,18,PM2.5,112.0
100476,20160312,19,PCA,88.58707476648542
100476,20160312,19,PM2.5,119.0
100482,20160312,20,PCA,97.35405115126605
100482,20160312,20,PM2.5,127.0
100488,20160312,21,PCA,109.67806012931993
100488,20160312,21,PM2.5,139.0
100494,20160312,22,PCA,123.46447283877698
100494,20160312,22,PM2.5,152.0
100500,20160312,23,PCA,128.630160656486
100500,20160312,23,PM2.5,156.0
100506,20160313,0,PCA,135.01193684761841
100506,20160313,0,PM2.5,161.0
100512,20160313,1,PCA,123.32623209985078
100512,20160313,1,PM2.5,144.0
100518,20160313,2,PCA,40.27858441409751
100518,20160313,2,PM2.5,51.0
100524,20160313,3,PCA,13.555603346327434
100524,20160313,3,PM2.5,27.0
100530,20160313,4,PCA,-2.7478851887487097
100530,20160313,4,PM2.5,12.0
100536,20160313,5,PCA,-9.548397048358185
100536,20160313,5,PM2.5,10.0
100542,20160313,6,PCA,-16.348127347553188
100542,20160313,6,PM2.5,8.0
100548,20160313,7,PCA,-17.673877146210284
100548,20160313,7,PM2.5,8.0
100554,20160313,8,PCA,-17.626979731705003
100554,20160313,8,PM2.5,8.0
100560,20160313,9,PCA,-26.089121622084775
100560,20160313,9,PM2.5,8.0
100566,20160313,10,PCA,-29.846643405020103
100566,20160313,10,PM2.5,9.0
100572,20160313,11,PCA,-35.2900691670604
100572,20160313,11,PM2.5,11.0
100578,20160313,12,PCA,-44.34152047758095
100578,20160313,12,PM2.5,5.0
100584,20160313,13,PCA,-45.14364537348911
100584,20160313,13,PM2.5,10.0
100590,20160313,14,PCA,-51.998692639673926
100590,20160313,14,PM2.5,7.0
100596,20160313,15,PCA,-56.18548490325081
100596,20160313,15,PM2.5,8.0
100602,20160313,16,PCA,-59.618906475202216
100602,20160313,16,PM2.5,8.0
100608,20160313,17,PCA,-64.93930019597283
100608,20160313,17,PM2.5,5.0
100614,20160313,18,PCA,-64.46904426229622
100614,20160313,18,PM2.5,8.0
100620,20160313,19,PCA,-53.146657075955304
100620,20160313,19,PM2.5,16.0
100626,20160313,20,PCA,-48.626587307575385
100626,20160313,20,PM2.5,24.0
100632,20160313,21,PCA,-48.943946880935044
100632,20160313,21,PM2.5,28.0
100638,20160313,22,PCA,-41.24776095817325
100638,20160313,22,PM2.5,39.0
100644,20160313,23,PCA,-28.419255281383318
100644,20160313,23,PM2.5,58.0
100650,20160314,0,PCA,-24.74010227065652
100650,20160314,0,PM2.5,65.0
100656,20160314,1,PCA,-20.427250456149622
100656,20160314,1,PM2.5,72.0
100662,20160314,2,PCA,-10.966922664665223
100662,20160314,2,PM2.5,75.0
100668,20160314,3,PCA,-6.64690477341168
100668,20160314,3,PM2.5,75.0
100674,20160314,4,PCA,-0.31015646055249363
100674,20160314,4,PM2.5,79.0
100680,20160314,5,PCA,5.722387896710441
100680,20160314,5,PM2.5,87.0
100686,20160314,6,PCA,5.456710562380589
100686,20160314,6,PM2.5,85.0
100692,20160314,7,PCA,10.338668628930625
100692,20160314,7,PM2.5,89.0
100698,20160314,8,PCA,12.330688120645885
100698,20160314,8,PM2.5,89.0
100704,20160314,9,PCA,26.49357741080227
100704,20160314,9,PM2.5,105.0
100710,20160314,10,PCA,25.966826521101922
100710,20160314,10,PM2.5,105.0
100716,20160314,11,PCA,27.206384175157346
100716,20160314,11,PM2.5,101.0
100722,20160314,12,PCA,33.15881503990658
100722,20160314,12,PM2.5,105.0
100728,20160314,13,PCA,20.201206625588316
100728,20160314,13,PM2.5,86.0
100734,20160314,14,PCA,19.182683258962076
100734,20160314,14,PM2.5,85.0
100740,20160314,15,PCA,-17.738126287523592
100740,20160314,15,PM2.5,50.0
100746,20160314,16,PCA,-23.297885572122713
100746,20160314,16,PM2.5,41.0
100752,20160314,17,PCA,-28.85764485672182
100752,20160314,17,PM2.5,32.0
100758,20160314,18,PCA,-13.686627156025214
100758,20160314,18,PM2.5,40.0
100764,20160314,19,PCA,4.238211215533757
100764,20160314,19,PM2.5,43.0
100770,20160314,20,PCA,11.39506047106955
100770,20160314,20,PM2.5,45.0
100776,20160314,21,PCA,9.189395546931987
100776,20160314,21,PM2.5,51.0
100782,20160314,22,PCA,17.212443267407497
100782,20160314,22,PM2.5,58.0
100788,20160314,23,PCA,22.93651206609075
100788,20160314,23,PM2.5,69.0
100794,20160315,0,PCA,39.224606176191436
100794,20160315,0,PM2.5,91.0
100800,20160315,1,PCA,54.188283499004406
100800,20160315,1,PM2.5,106.0
100806,20160315,2,PCA,68.36465085592505
100806,20160315,2,PM2.5,122.0
100812,20160315,3,PCA,81.16794209737033
100812,20160315,3,PM2.5,137.0
100818,20160315,4,PCA,89.14044276261225
100818,20160315,4,PM2.5,146.0
100824,20160315,5,PCA,84.4867033034298
100824,20160315,5,PM2.5,138.0
100830,20160315,6,PCA,86.75701256855105
100830,20160315,6,PM2.5,137.0
100836,20160315,7,PCA,70.89839119635391
100836,20160315,7,PM2.5,113.0
100842,20160315,8,PCA,58.13474937445309
100842,20160315,8,PM2.5,92.0
100848,20160315,9,PCA,70.38245702846294
100848,20160315,9,PM2.5,108.0
100854,20160315,10,PCA,77.4650204845205
100854,20160315,10,PM2.5,118.0
100860,20160315,11,PCA,76.24827337215665
100860,20160315,11,PM2.5,123.0
100866,20160315,12,PCA,75.03152625979281
100866,20160315,12,PM2.5,128.0
100896,20160315,17,PCA,104.37790954871764
100896,20160315,17,PM2.5,162.0
100902,20160315,18,PCA,123.51265568902423
100902,20160315,18,PM2.5,170.0
100908,20160315,19,PCA,143.68352975670734
100908,20160315,19,PM2.5,176.0
100914,20160315,20,PCA,154.58153917206715
100914,20160315,20,PM2.5,179.0
100920,20160315,21,PCA,168.40919980217893
100920,20160315,21,PM2.5,191.0
100926,20160315,22,PCA,173.79920552628028
100926,20160315,22,PM2.5,190.5
100932,20160315,23,PCA,179.18921125038173
100932,20160315,23,PM2.5,190.0
100938,20160316,0,PCA,181.87322180130872
100938,20160316,0,PM2.5,191.0
100944,20160316,1,PCA,194.24907610517235
100944,20160316,1,PM2.5,204.0
100950,20160316,2,PCA,199.2849625565848
100950,20160316,2,PM2.5,209.0
100956,20160316,3,PCA,197.18595612095476
100956,20160316,3,PM2.5,203.0
100962,20160316,4,PCA,200.10395030307092
100962,20160316,4,PM2.5,207.0
100968,20160316,5,PCA,194.70169148070022
100968,20160316,5,PM2.5,197.0
100974,20160316,6,PCA,199.9780763965243
100974,20160316,6,PM2.5,202.0
100980,20160316,7,PCA,201.2511837082927
100980,20160316,7,PM2.5,201.0
100986,20160316,8,PCA,211.07091639625284
100986,20160316,8,PM2.5,208.0
100992,20160316,9,PCA,217.79623728009406
100992,20160316,9,PM2.5,212.0
100998,20160316,10,PCA,219.17293468129895
100998,20160316,10,PM2.5,217.0
101004,20160316,11,PCA,221.37060534318067
101004,20160316,11,PM2.5,221.0
101010,20160316,12,PCA,233.2296525780879
101010,20160316,12,PM2.5,235.0
101016,20160316,13,PCA,245.65080687737853
101016,20160316,13,PM2.5,249.0
101022,20160316,14,PCA,272.85855131306585
101022,20160316,14,PM2.5,273.0
101028,20160316,15,PCA,245.33144693886678
101028,20160316,15,PM2.5,261.0
101034,20160316,16,PCA,236.47495388015963
101034,20160316,16,PM2.5,253.0
101040,20160316,17,PCA,254.12278557861168
101040,20160316,17,PM2.5,275.0
101046,20160316,18,PCA,258.4803726240114
101046,20160316,18,PM2.5,269.0
101052,20160316,19,PCA,283.57532448603286
101052,20160316,19,PM2.5,293.0
101058,20160316,20,PCA,316.1188576290716
101058,20160316,20,PM2.5,316.0
101064,20160316,21,PCA,341.01629250363436
101064,20160316,21,PM2.5,326.0
101070,20160316,22,PCA,356.99835840622245
101070,20160316,22,PM2.5,337.0
101076,20160316,23,PCA,359.59903238392997
101076,20160316,23,PM2.5,329.0
101082,20160317,0,PCA,347.0457691092446
101082,20160317,0,PM2.5,331.0
101088,20160317,1,PCA,351.11482336911087
101088,20160317,1,PM2.5,327.5
101094,20160317,2,PCA,355.18387762897726
101094,20160317,2,PM2.5,324.0
101100,20160317,3,PCA,350.70158324582707
101100,20160317,3,PM2.5,322.0
101106,20160317,4,PCA,369.3917014374948
101106,20160317,4,PM2.5,339.0
101112,20160317,5,PCA,363.65778400393896
101112,20160317,5,PM2.5,326.0
101118,20160317,6,PCA,339.3157729886274
101118,20160317,6,PM2.5,286.0
101124,20160317,7,PCA,325.6280632884303
101124,20160317,7,PM2.5,263.0
101130,20160317,8,PCA,322.1396736212996
101130,20160317,8,PM2.5,257.0
101136,20160317,9,PCA,332.35228967392237
101136,20160317,9,PM2.5,269.0
101142,20160317,10,PCA,344.5194228441937
101142,20160317,10,PM2.5,285.0
101148,20160317,11,PCA,370.5494692794534
101148,20160317,11,PM2.5,313.0
101154,20160317,12,PCA,385.9820591754792
101154,20160317,12,PM2.5,335.0
101160,20160317,13,PCA,384.3308528499295
101160,20160317,13,PM2.5,337.0
101166,20160317,14,PCA,393.6079921862665
101166,20160317,14,PM2.5,338.0
101172,20160317,15,PCA,371.53138710898435
101172,20160317,15,PM2.5,322.0
101178,20160317,16,PCA,350.0109693718111
101178,20160317,16,PM2.5,302.0
101184,20160317,17,PCA,334.1520502279363
101184,20160317,17,PM2.5,283.0
101190,20160317,18,PCA,329.5648561825046
101190,20160317,18,PM2.5,275.0
101196,20160317,19,PCA,350.7112278157988
101196,20160317,19,PM2.5,280.0
101202,20160317,20,PCA,373.8303203833
101202,20160317,20,PM2.5,287.0
101208,20160317,21,PCA,378.4451605902165
101208,20160317,21,PM2.5,306.0
101214,20160317,22,PCA,408.98614718692124
101214,20160317,22,PM2.5,338.0
101220,20160317,23,PCA,437.1677705974096
101220,20160317,23,PM2.5,378.0
101226,20160318,0,PCA,443.6387823732305
101226,20160318,0,PM2.5,391.0
101232,20160318,1,PCA,448.5074364589506
101232,20160318,1,PM2.5,400.0
101238,20160318,2,PCA,438.84886006930026
101238,20160318,2,PM2.5,389.0
101244,20160318,3,PCA,439.1214604771535
101244,20160318,3,PM2.5,391.0
101250,20160318,4,PCA,430.95829444280525
101250,20160318,4,PM2.5,378.0
101256,20160318,5,PCA,427.0457051264372
101256,20160318,5,PM2.5,379.0
101262,20160318,6,PCA,421.84093627611753
101262,20160318,6,PM2.5,362.0
101268,20160318,7,PCA,425.84522196222525
101268,20160318,7,PM2.5,364.0
101274,20160318,8,PCA,442.59124951676
101274,20160318,8,PM2.5,379.0
101280,20160318,9,PCA,443.98634579493825
101280,20160318,9,PM2.5,371.0
101286,20160318,10,PCA,435.65046604520455
101286,20160318,10,PM2.5,357.0
101292,20160318,11,PCA,335.86391909357536
101292,20160318,11,PM2.5,240.0
101298,20160318,12,PCA,261.69601750487516
101298,20160318,12,PM2.5,156.0
101304,20160318,13,PCA,223.77036162864647
101304,20160318,13,PM2.5,120.0
101310,20160318,14,PCA,199.57654263122072
101310,20160318,14,PM2.5,101.0
101316,20160318,15,PCA,180.40780195088607
101316,20160318,15,PM2.5,84.0
101322,20160318,16,PCA,163.98200640079864
101322,20160318,16,PM2.5,69.0
101328,20160318,17,PCA,153.51856810266236
101328,20160318,17,PM2.5,61.0
101334,20160318,18,PCA,148.32749852225487
101334,20160318,18,PM2.5,51.0
101340,20160318,19,PCA,149.37588571183937
101340,20160318,19,PM2.5,50.0
101346,20160318,20,PCA,119.46664606123521
101346,20160318,20,PM2.5,25.0
101352,20160318,21,PCA,99.03480834659871
101352,20160318,21,PM2.5,12.0
101358,20160318,22,PCA,97.9945377522091
101358,20160318,22,PM2.5,24.0
101364,20160318,23,PCA,76.28833084772343
101364,20160318,23,PM2.5,9.0
101370,20160319,0,PCA,67.7658762581799
101370,20160319,0,PM2.5,14.0
101376,20160319,1,PCA,56.47723340671917
