,date,hour,type,万柳
72,20140402,12,PCA,27.707471177535854
72,20140402,12,PM2.5,66.0
78,20140402,13,PCA,12.496011572783916
78,20140402,13,PM2.5,52.0
84,20140402,14,PCA,17.153977323966053
84,20140402,14,PM2.5,65.0
90,20140402,15,PCA,44.0698850021942
90,20140402,15,PM2.5,102.0
96,20140402,16,PCA,49.446334478741335
96,20140402,16,PM2.5,108.0
102,20140402,17,PCA,63.15781747216897
102,20140402,17,PM2.5,120.0
108,20140402,18,PCA,91.16439480576983
108,20140402,18,PM2.5,146.0
114,20140402,19,PCA,95.08249434559653
114,20140402,19,PM2.5,141.0
120,20140402,20,PCA,85.25720672227497
120,20140402,20,PM2.5,120.0
126,20140402,21,PCA,81.19285886952815
126,20140402,21,PM2.5,105.0
132,20140402,22,PCA,77.11921129773378
132,20140402,22,PM2.5,95.0
138,20140402,23,PCA,55.63423854057896
138,20140402,23,PM2.5,73.0
144,20140403,0,PCA,41.77695582899935
144,20140403,0,PM2.5,58.0
150,20140403,1,PCA,36.310433989689116
150,20140403,1,PM2.5,53.0
156,20140403,2,PCA,44.358061266819234
156,20140403,2,PM2.5,56.0
162,20140403,3,PCA,41.1798418495841
162,20140403,3,PM2.5,55.0
168,20140403,4,PCA,33.5311086348108
168,20140403,4,PM2.5,53.0
174,20140403,5,PCA,-12.296714194935701
174,20140403,5,PM2.5,12.0
180,20140403,6,PCA,-17.882626074178297
180,20140403,6,PM2.5,10.0
186,20140403,7,PCA,-21.01094866748986
186,20140403,7,PM2.5,6.0
192,20140403,8,PCA,-27.9582712272292
192,20140403,8,PM2.5,3.0
198,20140403,9,PCA,-27.032692854140524
198,20140403,9,PM2.5,15.0
204,20140403,10,PCA,-35.56265012891845
204,20140403,10,PM2.5,14.0
210,20140403,11,PCA,-43.0375968656795
210,20140403,11,PM2.5,11.0
216,20140403,12,PCA,-45.2989945118677
216,20140403,12,PM2.5,13.0
222,20140403,13,PCA,-53.8172350530651
222,20140403,13,PM2.5,5.0
228,20140403,14,PCA,-50.35850372982243
228,20140403,14,PM2.5,13.0
234,20140403,15,PCA,-48.88884378626072
234,20140403,15,PM2.5,18.0
240,20140403,16,PCA,-56.75744414583039
240,20140403,16,PM2.5,7.0
246,20140403,17,PCA,-63.930307485179064
246,20140403,17,PM2.5,3.0
252,20140403,18,PCA,-58.24135229358087
252,20140403,18,PM2.5,17.0
258,20140403,19,PCA,-60.12667427239773
258,20140403,19,PM2.5,6.0
264,20140403,20,PCA,-49.648845845047184
264,20140403,20,PM2.5,15.0
270,20140403,21,PCA,-39.99897603511129
270,20140403,21,PM2.5,23.0
276,20140403,22,PCA,-38.000545243317845
276,20140403,22,PM2.5,18.0
282,20140403,23,PCA,-24.19427892546972
282,20140403,23,PM2.5,36.0
288,20140404,0,PCA,-29.505451076716586
288,20140404,0,PM2.5,38.0
294,20140404,1,PCA,-35.49959797396963
294,20140404,1,PM2.5,36.0
300,20140404,2,PCA,-44.343446644117925
300,20140404,2,PM2.5,28.0
306,20140404,3,PCA,-37.73259960086408
306,20140404,3,PM2.5,33.0
312,20140404,4,PCA,-30.156430261557855
312,20140404,4,PM2.5,39.0
318,20140404,5,PCA,-28.817206438351676
318,20140404,5,PM2.5,37.0
324,20140404,6,PCA,-26.44853999911788
324,20140404,6,PM2.5,36.0
330,20140404,7,PCA,-15.760994236197945
330,20140404,7,PM2.5,43.0
336,20140404,8,PCA,-3.7823952582503746
336,20140404,8,PM2.5,52.0
342,20140404,9,PCA,8.311008231927293
342,20140404,9,PM2.5,63.0
348,20140404,10,PCA,3.420512240451204
348,20140404,10,PM2.5,55.0
354,20140404,11,PCA,6.508812740561641
354,20140404,11,PM2.5,57.0
360,20140404,12,PCA,-6.121017398702085
360,20140404,12,PM2.5,44.0
366,20140404,13,PCA,-21.140030834077663
366,20140404,13,PM2.5,33.0
372,20140404,14,PCA,-37.00236957639713
372,20140404,14,PM2.5,28.0
378,20140404,15,PCA,-39.55656707275933
378,20140404,15,PM2.5,26.0
384,20140404,16,PCA,-39.62442944948372
384,20140404,16,PM2.5,26.0
390,20140404,17,PCA,-39.5657003425717
390,20140404,17,PM2.5,25.0
396,20140404,18,PCA,-38.431702574727694
396,20140404,18,PM2.5,23.0
402,20140404,19,PCA,-40.83637623248176
402,20140404,19,PM2.5,14.0
408,20140404,20,PCA,-36.90977755618143
408,20140404,20,PM2.5,16.0
414,20140404,21,PCA,-41.246137930417696
414,20140404,21,PM2.5,8.0
420,20140404,22,PCA,-38.07733793052161
420,20140404,22,PM2.5,10.0
426,20140404,23,PCA,-35.90498630705454
426,20140404,23,PM2.5,5.0
432,20140405,0,PCA,-14.222284052593935
432,20140405,0,PM2.5,30.0
438,20140405,1,PCA,-9.285937758499758
438,20140405,1,PM2.5,36.0
444,20140405,2,PCA,-16.541113360969106
444,20140405,2,PM2.5,31.0
450,20140405,3,PCA,-8.585507325440643
450,20140405,3,PM2.5,39.0
456,20140405,4,PCA,-11.688119557197028
456,20140405,4,PM2.5,33.0
462,20140405,5,PCA,-18.920890245980303
462,20140405,5,PM2.5,22.0
468,20140405,6,PCA,-37.24130244230521
468,20140405,6,PM2.5,9.0
474,20140405,7,PCA,-44.72518840215234
474,20140405,7,PM2.5,3.0
480,20140405,8,PCA,-39.997095301622835
480,20140405,8,PM2.5,10.0
486,20140405,9,PCA,-48.815336640609274
486,20140405,9,PM2.5,10.0
492,20140405,10,PCA,-56.9219470766043
492,20140405,10,PM2.5,3.0
498,20140405,11,PCA,-52.88822988468434
498,20140405,11,PM2.5,12.0
504,20140405,12,PCA,-52.52361190476894
504,20140405,12,PM2.5,14.0
510,20140405,13,PCA,-57.6602561170935
510,20140405,13,PM2.5,9.0
516,20140405,14,PCA,-59.654838160084694
516,20140405,14,PM2.5,8.0
522,20140405,15,PCA,-56.50482071541701
522,20140405,15,PM2.5,12.0
528,20140405,16,PCA,-55.59021691800508
528,20140405,16,PM2.5,18.0
534,20140405,17,PCA,-62.44282006825484
534,20140405,17,PM2.5,3.0
540,20140405,18,PCA,-44.40227990629348
540,20140405,18,PM2.5,27.0
546,20140405,19,PCA,-38.99329300760805
546,20140405,19,PM2.5,34.0
552,20140405,20,PCA,-33.24985451934581
552,20140405,20,PM2.5,40.0
558,20140405,21,PCA,-21.058182097311754
558,20140405,21,PM2.5,52.0
564,20140405,22,PCA,-17.307211204888052
564,20140405,22,PM2.5,50.0
570,20140405,23,PCA,-6.420831665742482
570,20140405,23,PM2.5,57.0
576,20140406,0,PCA,0.8843912861209468
576,20140406,0,PM2.5,60.0
582,20140406,1,PCA,8.224490212970236
582,20140406,1,PM2.5,62.0
588,20140406,2,PCA,8.696261927870484
588,20140406,2,PM2.5,62.5
594,20140406,3,PCA,9.16803364277074
594,20140406,3,PM2.5,63.0
600,20140406,4,PCA,-5.788613671865299
600,20140406,4,PM2.5,44.0
606,20140406,5,PCA,4.315614279272476
606,20140406,5,PM2.5,58.0
612,20140406,6,PCA,8.069347006470485
612,20140406,6,PM2.5,60.0
618,20140406,7,PCA,15.167282008017661
618,20140406,7,PM2.5,67.0
624,20140406,8,PCA,24.327672994391563
624,20140406,8,PM2.5,71.0
630,20140406,9,PCA,26.195905234979016
630,20140406,9,PM2.5,74.0
636,20140406,10,PCA,20.71072401646428
636,20140406,10,PM2.5,75.0
654,20140406,13,PCA,-10.986254292872918
654,20140406,13,PM2.5,41.0
660,20140406,14,PCA,-9.713162904869174
660,20140406,14,PM2.5,47.0
666,20140406,15,PCA,-20.21407446070645
666,20140406,15,PM2.5,36.0
672,20140406,16,PCA,-14.83052794785867
672,20140406,16,PM2.5,43.0
678,20140406,17,PCA,-8.878082434401518
678,20140406,17,PM2.5,46.0
684,20140408,10,PCA,185.22318764863144
684,20140408,10,PM2.5,199.0
690,20140408,11,PCA,192.28306131308895
690,20140408,11,PM2.5,206.0
696,20140408,12,PCA,213.1525745960709
696,20140408,12,PM2.5,225.0
702,20140408,13,PCA,210.42667487718828
702,20140408,13,PM2.5,226.0
708,20140408,14,PCA,169.9716633811958
708,20140408,14,PM2.5,194.0
714,20140408,15,PCA,139.27762281713345
714,20140408,15,PM2.5,158.0
720,20140408,16,PCA,162.33109199863247
720,20140408,16,PM2.5,186.0
726,20140408,17,PCA,151.44151004201112
726,20140408,17,PM2.5,165.0
732,20140408,18,PCA,158.0025234321388
732,20140408,18,PM2.5,170.0
738,20140408,19,PCA,164.50497068685712
738,20140408,19,PM2.5,170.0
744,20140408,20,PCA,181.48912650511335
744,20140408,20,PM2.5,187.0
750,20140408,21,PCA,176.9619816279622
750,20140408,21,PM2.5,173.0
756,20140408,22,PCA,180.85150227940628
756,20140408,22,PM2.5,172.0
762,20140408,23,PCA,179.94126247409457
762,20140408,23,PM2.5,174.0
768,20140409,0,PCA,178.49669682773438
768,20140409,0,PM2.5,167.0
774,20140409,1,PCA,168.6113232077553
774,20140409,1,PM2.5,159.0
780,20140409,2,PCA,165.88847298087595
780,20140409,2,PM2.5,157.0
786,20140409,3,PCA,168.411285984781
786,20140409,3,PM2.5,155.0
792,20140409,4,PCA,177.2251073002621
792,20140409,4,PM2.5,154.0
798,20140409,5,PCA,184.29158251587918
798,20140409,5,PM2.5,163.0
804,20140409,6,PCA,191.4010071636685
804,20140409,6,PM2.5,172.0
810,20140409,7,PCA,190.09599940795644
810,20140409,7,PM2.5,176.0
816,20140409,8,PCA,198.4909974346423
816,20140409,8,PM2.5,186.0
822,20140409,9,PCA,184.92940703589542
822,20140409,9,PM2.5,173.0
828,20140409,10,PCA,186.0010389310444
828,20140409,10,PM2.5,186.0
834,20140409,11,PCA,161.4318309036833
834,20140409,11,PM2.5,153.0
840,20140409,12,PCA,108.35106890156129
840,20140409,12,PM2.5,97.0
846,20140409,13,PCA,71.3984065351169
846,20140409,13,PM2.5,61.0
852,20140409,14,PCA,67.80064550664537
852,20140409,14,PM2.5,63.0
858,20140409,15,PCA,42.17644159663728
858,20140409,15,PM2.5,29.0
864,20140409,16,PCA,53.501963296853326
864,20140409,16,PM2.5,54.0
870,20140409,17,PCA,48.62049729675178
870,20140409,17,PM2.5,50.0
876,20140409,18,PCA,55.45352022672543
876,20140409,18,PM2.5,62.0
882,20140409,19,PCA,60.3063637530715
882,20140409,19,PM2.5,70.0
888,20140409,20,PCA,99.70384547846685
888,20140409,20,PM2.5,132.0
894,20140409,21,PCA,148.7776948790184
894,20140409,21,PM2.5,205.0
900,20140409,22,PCA,78.33439499577712
900,20140409,22,PM2.5,103.0
906,20140409,23,PCA,91.65012950466793
906,20140409,23,PM2.5,111.0
912,20140410,0,PCA,92.91849513621528
912,20140410,0,PM2.5,121.0
918,20140410,1,PCA,92.51036793922351
918,20140410,1,PM2.5,119.0
924,20140410,2,PCA,82.38828143949968
924,20140410,2,PM2.5,106.0
930,20140410,3,PCA,90.2746639866923
930,20140410,3,PM2.5,105.0
936,20140410,4,PCA,84.27380480681386
936,20140410,4,PM2.5,94.0
942,20140410,5,PCA,93.85056346652809
942,20140410,5,PM2.5,102.0
948,20140410,6,PCA,97.92132584359686
948,20140410,6,PM2.5,100.0
954,20140410,7,PCA,106.41755406264346
954,20140410,7,PM2.5,99.0
960,20140410,8,PCA,108.13687764541363
960,20140410,8,PM2.5,96.0
966,20140410,9,PCA,114.58208748821764
966,20140410,9,PM2.5,88.0
972,20140410,10,PCA,129.46513096668116
972,20140410,10,PM2.5,86.0
978,20140410,11,PCA,141.6326300693728
978,20140410,11,PM2.5,85.0
984,20140410,12,PCA,161.22605489947333
984,20140410,12,PM2.5,85.0
990,20140410,13,PCA,175.70534673815644
990,20140410,13,PM2.5,85.0
996,20140410,14,PCA,173.52507945090653
996,20140410,14,PM2.5,76.0
1002,20140410,15,PCA,172.68469462595985
1002,20140410,15,PM2.5,66.0
1008,20140410,16,PCA,170.0693956138758
1008,20140410,16,PM2.5,56.0
1014,20140410,17,PCA,172.20403507914793
1014,20140410,17,PM2.5,54.0
1020,20140410,18,PCA,162.15144197936024
1020,20140410,18,PM2.5,45.0
1026,20140410,19,PCA,167.60755476298772
1026,20140410,19,PM2.5,52.0
1032,20140410,20,PCA,168.91462325592212
1032,20140410,20,PM2.5,59.0
1038,20140410,21,PCA,168.63491267662204
1038,20140410,21,PM2.5,61.0
1044,20140410,22,PCA,167.43969394280924
1044,20140410,22,PM2.5,58.0
1050,20140410,23,PCA,162.0747476121901
1050,20140410,23,PM2.5,62.0
1056,20140411,0,PCA,169.75958229150444
1056,20140411,0,PM2.5,75.0
1062,20140411,1,PCA,166.81662778381857
1062,20140411,1,PM2.5,80.0
1068,20140411,2,PCA,158.56997975901157
1068,20140411,2,PM2.5,80.0
1074,20140411,3,PCA,143.8272994998972
1074,20140411,3,PM2.5,77.0
1080,20140411,4,PCA,129.18581385983742
1080,20140411,4,PM2.5,70.0
1086,20140411,5,PCA,111.54973910878601
1086,20140411,5,PM2.5,70.0
1092,20140411,6,PCA,96.75974092731644
1092,20140411,6,PM2.5,70.0
1098,20140411,7,PCA,79.95783061590554
1098,20140411,7,PM2.5,59.0
1104,20140411,8,PCA,57.21352770883869
1104,20140411,8,PM2.5,48.0
1110,20140411,9,PCA,48.89422813200903
1110,20140411,9,PM2.5,48.0
1116,20140411,10,PCA,60.61727905719356
1116,20140411,10,PM2.5,58.0
1122,20140411,11,PCA,34.610448837347
1122,20140411,11,PM2.5,43.0
1128,20140411,12,PCA,22.953649283071414
1128,20140411,12,PM2.5,37.0
1134,20140411,13,PCA,34.69933232053729
1134,20140411,13,PM2.5,63.0
1140,20140411,14,PCA,30.053794293326725
1140,20140411,14,PM2.5,62.0
1146,20140411,15,PCA,26.47726043210769
1146,20140411,15,PM2.5,64.0
1152,20140411,16,PCA,3.6685629321700666
1152,20140411,16,PM2.5,45.0
1158,20140411,17,PCA,-6.38581146825541
1158,20140411,17,PM2.5,38.0
1164,20140411,18,PCA,5.5566936806322555
1164,20140411,18,PM2.5,54.0
1170,20140411,19,PCA,7.1744294926065235
1170,20140411,19,PM2.5,53.0
1176,20140411,20,PCA,12.21802865598166
1176,20140411,20,PM2.5,67.0
1182,20140411,21,PCA,17.308338397613724
1182,20140411,21,PM2.5,64.0
1188,20140411,22,PCA,16.854523869506664
1188,20140411,22,PM2.5,58.0
1194,20140411,23,PCA,26.436000308388053
1194,20140411,23,PM2.5,77.0
1200,20140412,0,PCA,28.263270834887383
1200,20140412,0,PM2.5,80.0
1206,20140412,1,PCA,36.04169442429056
1206,20140412,1,PM2.5,91.0
1212,20140412,2,PCA,43.19580628363434
1212,20140412,2,PM2.5,101.0
1218,20140412,3,PCA,36.22042060307162
1218,20140412,3,PM2.5,91.0
1224,20140412,4,PCA,34.704926528700994
1224,20140412,4,PM2.5,88.0
1230,20140412,5,PCA,23.168813330117217
1230,20140412,5,PM2.5,73.0
1236,20140412,6,PCA,30.76338047097667
1236,20140412,6,PM2.5,85.0
1242,20140412,7,PCA,37.67601105378458
1242,20140412,7,PM2.5,94.0
1248,20140412,8,PCA,41.571459640039
1248,20140412,8,PM2.5,97.0
1254,20140412,9,PCA,41.95758594056188
1254,20140412,9,PM2.5,94.0
1260,20140412,10,PCA,41.254239981687185
1260,20140412,10,PM2.5,96.0
1266,20140412,11,PCA,46.96187205681098
1266,20140412,11,PM2.5,103.0
1272,20140412,12,PCA,38.2729999599999
1272,20140412,12,PM2.5,99.0
1278,20140412,13,PCA,11.212670482558595
1278,20140412,13,PM2.5,74.0
1284,20140412,14,PCA,15.471277900895426
1284,20140412,14,PM2.5,83.0
1290,20140412,15,PCA,12.001195334205393
1290,20140412,15,PM2.5,77.0
1296,20140412,16,PCA,12.012745618550735
1296,20140412,16,PM2.5,76.0
1302,20140412,17,PCA,16.284577046254878
1302,20140412,17,PM2.5,75.0
1308,20140412,18,PCA,42.00618651958013
1308,20140412,18,PM2.5,108.0
1314,20140412,19,PCA,59.84352739677635
1314,20140412,19,PM2.5,121.0
1320,20140412,20,PCA,63.99451968538695
1320,20140412,20,PM2.5,120.0
1326,20140412,21,PCA,70.88234605230114
1326,20140412,21,PM2.5,109.0
1332,20140412,22,PCA,80.59435686102675
1332,20140412,22,PM2.5,107.0
1338,20140412,23,PCA,89.0377761439495
1338,20140412,23,PM2.5,111.0
1344,20140413,0,PCA,88.89481785122287
1344,20140413,0,PM2.5,116.0
1350,20140413,1,PCA,77.42394098937777
1350,20140413,1,PM2.5,112.0
1356,20140413,2,PCA,89.8406140556588
1356,20140413,2,PM2.5,125.0
1362,20140413,3,PCA,97.38395458425133
1362,20140413,3,PM2.5,142.0
1368,20140413,4,PCA,109.37018264648317
1368,20140413,4,PM2.5,156.0
1374,20140413,5,PCA,105.2934687753582
1374,20140413,5,PM2.5,143.0
1380,20140413,6,PCA,90.19109887583907
1380,20140413,6,PM2.5,114.0
1386,20140413,7,PCA,91.84393237113379
1386,20140413,7,PM2.5,117.0
1392,20140413,8,PCA,100.11020804717685
1392,20140413,8,PM2.5,128.0
1398,20140413,9,PCA,118.74663909226315
1398,20140413,9,PM2.5,151.0
1404,20140413,10,PCA,123.34819698860588
1404,20140413,10,PM2.5,159.0
1410,20140413,11,PCA,147.11218773967636
1410,20140413,11,PM2.5,193.0
1416,20140413,12,PCA,153.61504552222297
1416,20140413,12,PM2.5,188.0
1422,20140413,13,PCA,161.41317054663298
1422,20140413,13,PM2.5,209.0
1428,20140413,14,PCA,144.6654866265241
1428,20140413,14,PM2.5,205.0
1434,20140413,15,PCA,122.25312424938494
1434,20140413,15,PM2.5,173.0
1440,20140413,16,PCA,109.95056017975855
1440,20140413,16,PM2.5,150.0
1446,20140413,17,PCA,214.63727622064766
1446,20140413,17,PM2.5,292.0
1452,20140413,18,PCA,130.46249970652036
1452,20140413,18,PM2.5,158.0
1458,20140413,19,PCA,127.56646605974397
1458,20140413,19,PM2.5,147.0
1464,20140413,20,PCA,140.8662427709335
1464,20140413,20,PM2.5,151.0
1470,20140413,21,PCA,190.93563045250815
1470,20140413,21,PM2.5,208.0
1476,20140413,22,PCA,201.80191332380198
1476,20140413,22,PM2.5,205.0
1482,20140413,23,PCA,219.74733627069452
1482,20140413,23,PM2.5,207.0
1488,20140414,0,PCA,226.74738090797354
1488,20140414,0,PM2.5,215.0
1494,20140414,1,PCA,229.47930818933276
1494,20140414,1,PM2.5,221.0
1500,20140414,2,PCA,254.2313510713228
1500,20140414,2,PM2.5,253.0
1506,20140414,3,PCA,264.68905484849853
1506,20140414,3,PM2.5,265.0
1512,20140414,4,PCA,266.6234872279458
1512,20140414,4,PM2.5,268.0
1518,20140414,5,PCA,274.1828459442982
1518,20140414,5,PM2.5,279.0
1524,20140414,6,PCA,272.7066786955979
1524,20140414,6,PM2.5,273.0
1530,20140414,7,PCA,275.22119961599395
1530,20140414,7,PM2.5,272.0
1536,20140414,8,PCA,294.15944042111533
1536,20140414,8,PM2.5,292.0
1542,20140414,9,PCA,304.22630482450023
1542,20140414,9,PM2.5,301.0
1548,20140414,10,PCA,324.8163093389306
1548,20140414,10,PM2.5,320.0
1554,20140414,11,PCA,282.1651000433164
1554,20140414,11,PM2.5,269.0
1560,20140414,12,PCA,277.728253399107
1560,20140414,12,PM2.5,269.0
1566,20140414,13,PCA,279.5456704361768
1566,20140414,13,PM2.5,269.0
1572,20140414,14,PCA,309.4076088456478
1572,20140414,14,PM2.5,307.0
1578,20140414,15,PCA,273.50206958644674
1578,20140414,15,PM2.5,265.0
1584,20140414,16,PCA,236.4095996278084
1584,20140414,16,PM2.5,216.0
1590,20140414,17,PCA,208.36212110551187
1590,20140414,17,PM2.5,180.0
1596,20140414,18,PCA,219.49504068473544
1596,20140414,18,PM2.5,187.0
1602,20140414,19,PCA,257.3038237815658
1602,20140414,19,PM2.5,228.0
1608,20140414,20,PCA,262.9415516167636
1608,20140414,20,PM2.5,226.0
1614,20140414,21,PCA,274.31628674800345
1614,20140414,21,PM2.5,233.0
1620,20140414,22,PCA,214.822169941778
1620,20140414,22,PM2.5,150.0
1626,20140414,23,PCA,134.1915822711191
1626,20140414,23,PM2.5,42.0
1632,20140415,0,PCA,108.8628837666097
1632,20140415,0,PM2.5,16.0
1638,20140415,1,PCA,203.08272170783198
1638,20140415,1,PM2.5,145.0
1644,20140415,2,PCA,247.97112890890628
1644,20140415,2,PM2.5,209.0
1650,20140415,3,PCA,320.6645348879533
1650,20140415,3,PM2.5,308.0
1656,20140415,4,PCA,274.03701088455864
1656,20140415,4,PM2.5,239.0
1662,20140415,5,PCA,236.01906998901825
1662,20140415,5,PM2.5,193.0
1818,20140416,7,PCA,6.002005975269991
1818,20140416,7,PM2.5,44.0
1824,20140416,8,PCA,14.750164431202851
1824,20140416,8,PM2.5,47.0
1830,20140416,9,PCA,13.036303383789075
1830,20140416,9,PM2.5,47.0
1836,20140416,10,PCA,8.080254005556535
1836,20140416,10,PM2.5,44.0
1842,20140416,11,PCA,-6.259873138718127
1842,20140416,11,PM2.5,41.0
1848,20140416,12,PCA,-31.43884801958789
1848,20140416,12,PM2.5,30.0
1854,20140416,13,PCA,-32.56445017744062
1854,20140416,13,PM2.5,35.0
1860,20140416,14,PCA,-39.4782103787283
1860,20140416,14,PM2.5,33.0
1866,20140416,15,PCA,-35.03098968016781
1866,20140416,15,PM2.5,41.0
1872,20140416,16,PCA,-29.482563568775554
1872,20140416,16,PM2.5,44.0
1878,20140416,17,PCA,-35.81107406805564
1878,20140416,17,PM2.5,37.0
1884,20140416,18,PCA,-24.376703956363706
1884,20140416,18,PM2.5,45.0
1890,20140416,19,PCA,-10.263386170537522
1890,20140416,19,PM2.5,49.0
1896,20140416,20,PCA,-3.975322250662939
1896,20140416,20,PM2.5,55.0
1902,20140416,21,PCA,17.803820772815623
1902,20140416,21,PM2.5,62.0
1908,20140416,22,PCA,43.137999498288295
1908,20140416,22,PM2.5,72.0
1914,20140416,23,PCA,51.08759459474015
1914,20140416,23,PM2.5,75.0
1920,20140417,0,PCA,52.18683583784525
1920,20140417,0,PM2.5,71.0
1926,20140417,1,PCA,69.94618119698829
1926,20140417,1,PM2.5,87.0
1932,20140417,2,PCA,67.62824007390475
1932,20140417,2,PM2.5,87.0
1938,20140417,3,PCA,67.49956599064498
1938,20140417,3,PM2.5,81.0
1944,20140417,4,PCA,78.00625945390475
1944,20140417,4,PM2.5,84.0
1950,20140417,5,PCA,80.04888115530763
1950,20140417,5,PM2.5,87.0
1956,20140417,6,PCA,63.788666539177434
1956,20140417,6,PM2.5,78.0
1962,20140417,7,PCA,49.70164991091677
1962,20140417,7,PM2.5,73.0
1968,20140417,8,PCA,40.06250453440905
1968,20140417,8,PM2.5,77.0
1974,20140417,9,PCA,34.19650516005121
1974,20140417,9,PM2.5,78.0
1980,20140417,10,PCA,43.08007399153849
1980,20140417,10,PM2.5,89.0
1986,20140417,11,PCA,51.29612419522589
1986,20140417,11,PM2.5,97.0
1992,20140417,12,PCA,43.04847214115369
1992,20140417,12,PM2.5,83.0
1998,20140417,13,PCA,38.27491518232718
1998,20140417,13,PM2.5,87.0
2004,20140417,14,PCA,26.440036340803175
2004,20140417,14,PM2.5,78.0
2010,20140417,15,PCA,35.91187935273957
2010,20140417,15,PM2.5,97.0
2016,20140417,16,PCA,23.130683820958836
2016,20140417,16,PM2.5,79.0
2022,20140417,17,PCA,24.887545348666645
2022,20140417,17,PM2.5,79.0
2028,20140417,18,PCA,29.279432660383648
2028,20140417,18,PM2.5,79.0
2034,20140417,19,PCA,34.21697312076507
2034,20140417,19,PM2.5,86.0
2040,20140417,20,PCA,42.60213104499648
2040,20140417,20,PM2.5,94.0
2046,20140417,21,PCA,64.46077780999492
2046,20140417,21,PM2.5,111.0
2052,20140417,22,PCA,83.44509853776691
2052,20140417,22,PM2.5,120.0
2058,20140417,23,PCA,109.17812224140948
2058,20140417,23,PM2.5,144.0
2064,20140418,0,PCA,113.21680232579595
2064,20140418,0,PM2.5,133.0
2070,20140418,1,PCA,147.88694638692536
2070,20140418,1,PM2.5,161.0
2076,20140418,2,PCA,135.12976671052903
2076,20140418,2,PM2.5,130.0
2082,20140418,3,PCA,129.966022655241
2082,20140418,3,PM2.5,132.0
2088,20140418,4,PCA,140.66517832025912
2088,20140418,4,PM2.5,146.0
2094,20140418,5,PCA,168.54964912901005
2094,20140418,5,PM2.5,181.0
2100,20140418,6,PCA,173.88135032392776
2100,20140418,6,PM2.5,178.0
2106,20140418,7,PCA,157.26846869114146
2106,20140418,7,PM2.5,147.0
2112,20140418,8,PCA,173.1255545478805
2112,20140418,8,PM2.5,166.0
2118,20140418,9,PCA,149.6035589882273
2118,20140418,9,PM2.5,140.0
2124,20140418,10,PCA,159.39209850351966
2124,20140418,10,PM2.5,160.0
2130,20140418,11,PCA,199.32651898390046
2130,20140418,11,PM2.5,209.0
2136,20140418,12,PCA,189.6661873842036
2136,20140418,12,PM2.5,198.0
2286,20140419,13,PCA,-16.395372903910197
2286,20140419,13,PM2.5,48.0
2292,20140419,14,PCA,-19.005807648127636
2292,20140419,14,PM2.5,53.0
2298,20140419,15,PCA,-21.913949847714047
2298,20140419,15,PM2.5,46.0
2304,20140419,16,PCA,-6.680326126943954
2304,20140419,16,PM2.5,66.0
2310,20140419,17,PCA,-16.255675977590734
2310,20140419,17,PM2.5,53.0
2316,20140419,18,PCA,-13.80782301958728
2316,20140419,18,PM2.5,60.0
2322,20140419,19,PCA,-22.881302824067802
2322,20140419,19,PM2.5,45.0
2328,20140419,20,PCA,-16.562438132471346
2328,20140419,20,PM2.5,55.0
2334,20140419,21,PCA,-2.080138622674096
2334,20140419,21,PM2.5,62.0
2340,20140419,22,PCA,11.290084425097
2340,20140419,22,PM2.5,72.0
2346,20140419,23,PCA,33.913973624312945
2346,20140419,23,PM2.5,82.0
2352,20140420,0,PCA,58.35610733247514
2352,20140420,0,PM2.5,105.0
2358,20140420,1,PCA,53.845309678989715
2358,20140420,1,PM2.5,90.0
2364,20140420,2,PCA,78.79213496115736
2364,20140420,2,PM2.5,112.0
2370,20140420,3,PCA,80.05456527045764
2370,20140420,3,PM2.5,107.0
2376,20140420,4,PCA,80.68788715842263
2376,20140420,4,PM2.5,108.0
2382,20140420,5,PCA,77.44741930621115
2382,20140420,5,PM2.5,102.0
2388,20140420,6,PCA,70.75297833944703
2388,20140420,6,PM2.5,99.0
2394,20140420,7,PCA,94.43737331231443
2394,20140420,7,PM2.5,126.0
2400,20140420,8,PCA,79.09818408699427
2400,20140420,8,PM2.5,109.0
2406,20140420,9,PCA,63.75899486167406
2406,20140420,9,PM2.5,92.0
2412,20140420,10,PCA,51.37199157162505
2412,20140420,10,PM2.5,79.0
2418,20140420,11,PCA,14.131422488759158
2418,20140420,11,PM2.5,54.0
2424,20140420,12,PCA,-13.342932897938475
2424,20140420,12,PM2.5,45.0
2442,20140420,15,PCA,-83.8934458942671
2442,20140420,15,PM2.5,6.0
2448,20140420,16,PCA,-74.04084426768372
2448,20140420,16,PM2.5,30.5
2454,20140420,17,PCA,-47.93781916921888
2454,20140420,17,PM2.5,55.0
2460,20140420,18,PCA,-27.36887189507343
2460,20140420,18,PM2.5,68.0
2466,20140420,19,PCA,-8.91353645593456
2466,20140420,19,PM2.5,68.0
2472,20140420,20,PCA,-1.5904551394124253
2472,20140420,20,PM2.5,66.0
2478,20140420,21,PCA,14.258508496668142
2478,20140420,21,PM2.5,77.0
2484,20140420,22,PCA,36.9192365722018
2484,20140420,22,PM2.5,89.0
2622,20140422,5,PCA,30.724115095689076
2622,20140422,5,PM2.5,56.0
2628,20140422,6,PCA,18.4312097959157
2628,20140422,6,PM2.5,59.0
2634,20140422,7,PCA,22.367925937824683
2634,20140422,7,PM2.5,72.0
2640,20140422,8,PCA,31.651559686754645
2640,20140422,8,PM2.5,81.0
2646,20140422,9,PCA,34.13618912258424
