,date,hour,type,房山
278124,20190912,13,PM2.5,13.0
278130,20190912,14,PCA,-96.36252858435657
278130,20190912,14,PM2.5,18.0
278136,20190912,15,PCA,-96.32164516522639
278136,20190912,15,PM2.5,21.0
278142,20190912,16,PCA,-93.24085810587736
278142,20190912,16,PM2.5,23.0
278148,20190912,17,PCA,-90.28156119210936
278148,20190912,17,PM2.5,26.0
278154,20190912,18,PCA,-82.92785459263341
278154,20190912,18,PM2.5,29.0
278160,20190912,19,PCA,-74.9400258984994
278160,20190912,19,PM2.5,29.0
278166,20190912,21,PCA,-78.95271450207991
278166,20190912,21,PM2.5,23.0
278172,20190912,22,PCA,-78.7207047924598
278172,20190912,22,PM2.5,27.0
278178,20190912,23,PCA,-74.36264867725396
278178,20190912,23,PM2.5,30.0
278184,20190913,0,PCA,-67.81842612274824
278184,20190913,0,PM2.5,34.0
278190,20190913,1,PCA,-68.72243263345068
278190,20190913,1,PM2.5,33.0
278196,20190913,2,PCA,-63.3516703201486
278196,20190913,2,PM2.5,35.0
278202,20190913,3,PCA,-59.78521899157131
278202,20190913,3,PM2.5,38.0
278208,20190913,4,PCA,-59.40346307872857
278208,20190913,4,PM2.5,37.0
278214,20190913,5,PCA,-60.90993105891357
278214,20190913,5,PM2.5,36.0
278220,20190913,6,PCA,-62.866006050920284
278220,20190913,6,PM2.5,36.0
278226,20190913,7,PCA,-54.75665238049003
278226,20190913,7,PM2.5,40.0
278232,20190913,8,PCA,-52.5098398321066
278232,20190913,8,PM2.5,41.0
278238,20190913,9,PCA,-71.32783383718973
278238,20190913,9,PM2.5,31.0
278244,20190913,10,PCA,-74.1026305932937
278244,20190913,10,PM2.5,30.0
278250,20190913,11,PCA,-81.23652415909487
278250,20190913,11,PM2.5,27.0
278256,20190913,12,PCA,-89.32312265357226
278256,20190913,12,PM2.5,24.0
278262,20190913,13,PCA,-100.30263831291613
278262,20190913,13,PM2.5,17.0
278268,20190913,14,PCA,-101.60459576218223
278268,20190913,14,PM2.5,15.0
278274,20190913,15,PCA,-104.2134015334551
278274,20190913,15,PM2.5,12.0
278280,20190913,16,PCA,-103.5256055614797
278280,20190913,16,PM2.5,13.0
278286,20190913,17,PCA,-101.40606655438289
278286,20190913,17,PM2.5,15.0
278292,20190913,18,PCA,-94.32561410776978
278292,20190913,18,PM2.5,18.0
278298,20190913,19,PCA,-85.02668975701785
278298,20190913,19,PM2.5,20.0
278304,20190913,20,PCA,-74.39277436742857
278304,20190913,20,PM2.5,26.0
278310,20190913,21,PCA,-64.36738635704432
278310,20190913,21,PM2.5,27.0
278316,20190913,22,PCA,-63.14987088730598
278316,20190913,22,PM2.5,29.0
278322,20190914,0,PCA,-72.29594193644778
278322,20190914,0,PM2.5,21.0
278328,20190914,1,PCA,-88.31015370151886
278328,20190914,1,PM2.5,15.0
278334,20190914,2,PCA,-98.47389859240751
278334,20190914,2,PM2.5,10.0
278340,20190914,3,PCA,-90.64500406473553
278340,20190914,3,PM2.5,14.0
278346,20190914,4,PCA,-101.75405762663323
278346,20190914,4,PM2.5,8.0
278352,20190914,5,PCA,-104.74275876548572
278352,20190914,5,PM2.5,5.0
278358,20190914,6,PCA,-108.2695503417087
278358,20190914,6,PM2.5,4.0
278364,20190914,7,PCA,-101.49518771011577
278364,20190914,7,PM2.5,4.0
278370,20190914,8,PCA,-90.3815677596461
278370,20190914,8,PM2.5,9.0
278376,20190914,9,PCA,-89.47756124894369
278376,20190914,9,PM2.5,10.0
278382,20190914,10,PCA,-95.57253431876369
278382,20190914,10,PM2.5,9.0
278388,20190914,11,PCA,-104.65119872359128
278388,20190914,11,PM2.5,9.0
278394,20190914,12,PCA,-107.96691961866333
278394,20190914,12,PM2.5,6.0
278400,20190914,13,PCA,-105.11675784638588
278400,20190914,13,PM2.5,9.0
278406,20190914,14,PCA,-107.23590099865481
278406,20190914,14,PM2.5,5.0
278412,20190914,15,PCA,-107.92369697063015
278412,20190914,15,PM2.5,4.0
278418,20190914,16,PCA,-108.68962245520281
278418,20190914,16,PM2.5,2.0
278424,20190914,17,PCA,-103.88784110956254
278424,20190914,17,PM2.5,8.0
278430,20190914,18,PCA,-89.94190813315812
278430,20190914,18,PM2.5,12.0
278436,20190914,19,PCA,-78.72070056044524
278436,20190914,19,PM2.5,18.0
278442,20190914,20,PCA,-79.64346389732495
278442,20190914,20,PM2.5,14.0
278448,20190914,21,PCA,-68.29028983799877
278448,20190914,21,PM2.5,19.0
278454,20190914,22,PCA,-62.747774728974406
278454,20190914,22,PM2.5,23.0
278460,20190914,23,PCA,-50.54609490686164
278460,20190914,23,PM2.5,24.0
278466,20190915,0,PCA,-78.25903790476805
278466,20190915,0,PM2.5,13.0
278472,20190915,1,PCA,-86.64139008358342
278472,20190915,1,PM2.5,12.0
278478,20190915,2,PCA,-83.39853488984582
278478,20190915,2,PM2.5,11.0
278484,20190915,3,PCA,-90.4697993732195
278484,20190915,3,PM2.5,9.0
278490,20190915,4,PCA,-88.8309113345295
278490,20190915,4,PM2.5,11.0
278496,20190915,5,PCA,-79.79180714032388
278496,20190915,5,PM2.5,12.0
278502,20190915,6,PCA,-87.03653819803138
278502,20190915,6,PM2.5,12.0
278508,20190915,7,PCA,-87.49255718855868
278508,20190915,7,PM2.5,12.0
278514,20190915,8,PCA,-87.77259756018343
278514,20190915,8,PM2.5,10.0
278520,20190915,9,PCA,-74.36750413614425
278520,20190915,9,PM2.5,18.0
278526,20190915,10,PCA,-68.63876317643468
278526,20190915,10,PM2.5,25.0
278532,20190915,11,PCA,-73.0485017482237
278532,20190915,11,PM2.5,28.0
278538,20190915,12,PCA,-91.05499390427728
278538,20190915,12,PM2.5,23.0
278544,20190915,13,PCA,-76.04326447808232
278544,20190915,13,PM2.5,30.0
278550,20190915,14,PCA,-77.32073146135313
278550,20190915,14,PM2.5,30.0
278556,20190915,15,PCA,-77.66253130874601
278556,20190915,15,PM2.5,28.0
278562,20190915,16,PCA,-88.2262167711845
278562,20190915,16,PM2.5,21.0
278568,20190915,17,PCA,-90.04737777791249
278568,20190915,17,PM2.5,22.0
278574,20190915,18,PCA,-85.06650372102895
278574,20190915,18,PM2.5,19.0
278580,20190915,19,PCA,-76.16721454146145
278580,20190915,19,PM2.5,23.0
278586,20190915,20,PCA,-60.97098018904895
278586,20190915,20,PM2.5,31.0
278592,20190915,21,PCA,-49.63187350755
278592,20190915,21,PM2.5,36.0
278598,20190915,22,PCA,-29.7854250454159
278598,20190915,22,PM2.5,41.0
278604,20190915,23,PCA,-23.236707472997452
278604,20190915,23,PM2.5,46.0
278610,20190916,0,PCA,-31.594859661010588
278610,20190916,0,PM2.5,39.0
278616,20190916,1,PCA,-66.89025591236346
278616,20190916,1,PM2.5,24.0
278622,20190916,2,PCA,-70.98712686780343
278622,20190916,2,PM2.5,24.0
278628,20190916,3,PCA,-75.16591979702612
278628,20190916,3,PM2.5,27.0
278634,20190916,4,PCA,-96.65701796325804
278634,20190916,4,PM2.5,12.0
278640,20190916,5,PCA,-89.5485073864172
278640,20190916,5,PM2.5,12.0
278646,20190916,6,PCA,-87.51390702698527
278646,20190916,6,PM2.5,11.0
278652,20190916,7,PCA,-80.34176976947099
278652,20190916,7,PM2.5,10.0
278658,20190916,8,PCA,-81.07999465095193
278658,20190916,8,PM2.5,9.0
278664,20190916,9,PCA,-75.34805546855554
278664,20190916,9,PM2.5,10.0
278670,20190916,10,PCA,-75.87067502174692
278670,20190916,10,PM2.5,13.0
278676,20190916,11,PCA,-79.74789124170006
278676,20190916,11,PM2.5,19.0
278682,20190916,12,PCA,-86.38018465400641
278682,20190916,12,PM2.5,19.0
278688,20190916,14,PCA,-84.93155676616644
278688,20190916,14,PM2.5,25.0
278694,20190916,15,PCA,-86.84574727377756
278694,20190916,15,PM2.5,22.0
278700,20190916,16,PCA,-102.87722293013402
278700,20190916,16,PM2.5,10.0
278706,20190916,17,PCA,-104.60823648858933
278706,20190916,17,PM2.5,5.0
278712,20190916,18,PCA,-96.09475262906187
278712,20190916,18,PM2.5,8.0
278718,20190916,19,PCA,-88.89319443354286
278718,20190916,19,PM2.5,12.0
278724,20190916,20,PCA,-80.28690717161932
278724,20190916,20,PM2.5,15.0
278730,20190916,21,PCA,-77.66322958313374
278730,20190916,21,PM2.5,16.0
278736,20190916,22,PCA,-77.25622502382114
278736,20190916,22,PM2.5,11.0
278742,20190916,23,PCA,-84.65350164184755
278742,20190916,23,PM2.5,11.0
278748,20190917,0,PCA,-85.88177658902977
278748,20190917,0,PM2.5,11.5
278754,20190917,1,PCA,-87.110051536212
278754,20190917,1,PM2.5,12.0
278760,20190917,2,PCA,-91.06566169494141
278760,20190917,2,PM2.5,11.0
278766,20190917,3,PCA,-88.75293792467761
278766,20190917,3,PM2.5,12.0
278772,20190917,4,PCA,-90.4053865164389
278772,20190917,4,PM2.5,10.0
278778,20190917,5,PCA,-72.0787417906081
278778,20190917,5,PM2.5,15.0
278784,20190917,6,PCA,-70.4760939816092
278784,20190917,6,PM2.5,13.0
278790,20190917,7,PCA,-67.0537627193451
278790,20190917,7,PM2.5,14.0
278796,20190917,8,PCA,-65.8749580335091
278796,20190917,8,PM2.5,17.0
278802,20190917,9,PCA,-64.82340667906286
278802,20190917,9,PM2.5,23.0
278808,20190917,10,PCA,-61.888374132803115
278808,20190917,10,PM2.5,28.0
278814,20190917,11,PCA,-60.922398304508974
278814,20190917,11,PM2.5,33.0
278820,20190917,12,PCA,-55.63901702200993
278820,20190917,12,PM2.5,42.0
278826,20190917,13,PCA,-57.68973924875557
278826,20190917,13,PM2.5,48.0
278832,20190917,14,PCA,-54.819768497656604
278832,20190917,14,PM2.5,53.0
278838,20190917,15,PCA,-67.93032874146807
278838,20190917,15,PM2.5,45.0
278844,20190917,16,PCA,-60.89046574181546
278844,20190917,16,PM2.5,50.0
278850,20190917,17,PCA,-48.482600156731074
278850,20190917,17,PM2.5,57.0
278856,20190917,18,PCA,-87.7372948044147
278856,20190917,18,PM2.5,28.0
278862,20190917,19,PCA,-73.4129120970197
278862,20190917,19,PM2.5,26.0
278868,20190917,20,PCA,-55.33497300668164
278868,20190917,20,PM2.5,31.0
278874,20190917,21,PCA,-48.31077119297164
278874,20190917,21,PM2.5,32.0
278880,20190917,22,PCA,-37.59537147913884
278880,20190917,22,PM2.5,39.0
278886,20190918,0,PCA,-92.5989359675052
278886,20190918,0,PM2.5,19.0
278892,20190918,1,PCA,-107.45449575361904
278892,20190918,1,PM2.5,8.0
278898,20190918,2,PCA,-106.60629426510425
278898,20190918,2,PM2.5,6.0
278904,20190918,3,PCA,-112.40438885570595
278904,20190918,3,PM2.5,2.0
278910,20190918,4,PCA,-113.8188464147275
278910,20190918,4,PM2.5,3.0
278916,20190918,5,PCA,-104.57632213998193
278916,20190918,5,PM2.5,3.0
278922,20190918,6,PCA,-102.00949023821823
278922,20190918,6,PM2.5,3.0
278928,20190918,7,PCA,-110.18206677331783
278928,20190918,7,PM2.5,1.0
278934,20190918,8,PCA,-100.64925055291107
278934,20190918,8,PM2.5,3.0
278940,20190918,9,PCA,-104.97382616629609
278940,20190918,9,PM2.5,4.0
278946,20190918,10,PCA,-113.263001974236
278946,20190918,10,PM2.5,2.0
278952,20190918,11,PCA,-113.73928035281098
278952,20190918,11,PM2.5,1.0
278958,20190918,12,PCA,-110.9189569881377
278958,20190918,12,PM2.5,4.0
278964,20190918,13,PCA,-111.65890570150823
278964,20190918,13,PM2.5,2.0
278970,20190918,14,PCA,-111.01856952560134
278970,20190918,14,PM2.5,2.0
278976,20190918,15,PCA,-108.32783381936956
278976,20190918,15,PM2.5,5.0
278982,20190918,16,PCA,-109.028420249532
278982,20190918,16,PM2.5,3.0
278988,20190918,17,PCA,-108.286333731649
278988,20190918,17,PM2.5,4.0
278994,20190918,18,PCA,-106.84565041658963
278994,20190918,18,PM2.5,6.0
279000,20190918,19,PCA,-84.4026265337926
279000,20190918,19,PM2.5,12.0
279006,20190918,20,PCA,-72.43854739318314
279006,20190918,20,PM2.5,15.0
279012,20190918,21,PCA,-67.53341080478137
279012,20190918,21,PM2.5,18.0
279018,20190918,22,PCA,-67.94981316915693
279018,20190918,22,PM2.5,18.0
279024,20190918,23,PCA,-63.21089366407338
279024,20190918,23,PM2.5,19.0
279030,20190919,0,PCA,-57.379327688877886
279030,20190919,0,PM2.5,17.0
279036,20190919,1,PCA,-63.9262602153663
279036,20190919,1,PM2.5,14.0
279042,20190919,2,PCA,-59.70697972184132
279042,20190919,2,PM2.5,16.0
279048,20190919,3,PCA,-60.002706536640225
279048,20190919,3,PM2.5,20.0
279054,20190919,4,PCA,-78.11758714181981
279054,20190919,4,PM2.5,8.0
279060,20190919,5,PCA,-82.37811207858755
279060,20190919,5,PM2.5,10.0
279066,20190919,6,PCA,-75.50878137054697
279066,20190919,6,PM2.5,11.0
279072,20190919,7,PCA,-73.73715675035953
279072,20190919,7,PM2.5,11.0
279078,20190919,8,PCA,-75.21250810176619
279078,20190919,8,PM2.5,12.0
279084,20190919,9,PCA,-63.325185509358235
279084,20190919,9,PM2.5,19.0
279090,20190919,10,PCA,-63.04445576699267
279090,20190919,10,PM2.5,19.0
279108,20190919,14,PCA,-69.27980187911173
279108,20190919,14,PM2.5,21.0
279114,20190919,15,PCA,-60.88974242201341
279114,20190919,15,PM2.5,38.0
279120,20190919,16,PCA,-62.378529071270655
279120,20190919,16,PM2.5,37.0
279126,20190919,17,PCA,-64.22682514330525
279126,20190919,17,PM2.5,38.0
279132,20190919,18,PCA,-62.923233247263106
279132,20190919,18,PM2.5,35.0
279138,20190919,19,PCA,-67.1393136869269
279138,20190919,19,PM2.5,26.0
279144,20190919,21,PCA,-68.10716151863697
279144,20190919,21,PM2.5,22.0
279150,20190919,22,PCA,-65.62610973008152
279150,20190919,22,PM2.5,22.0
279156,20190919,23,PCA,-61.73348141236205
279156,20190919,23,PM2.5,25.0
279162,20190920,0,PCA,-62.00584304225992
279162,20190920,0,PM2.5,26.0
279168,20190920,1,PCA,-62.27929512253672
279168,20190920,1,PM2.5,27.0
279174,20190920,2,PCA,-49.43571489234957
279174,20190920,2,PM2.5,32.0
279180,20190920,3,PCA,-59.39244386739275
279180,20190920,3,PM2.5,26.0
279186,20190920,4,PCA,-58.584958997310295
279186,20190920,4,PM2.5,26.0
279192,20190920,5,PCA,-54.10450401201466
279192,20190920,5,PM2.5,27.0
279198,20190920,6,PCA,-45.49225035214381
279198,20190920,6,PM2.5,33.0
279204,20190920,7,PCA,-46.14405377772962
279204,20190920,7,PM2.5,36.0
279210,20190920,8,PCA,-47.8000053227063
279210,20190920,8,PM2.5,37.0
279216,20190920,9,PCA,-46.551587378309854
279216,20190920,9,PM2.5,43.0
279222,20190920,10,PCA,-46.48787611103352
279222,20190920,10,PM2.5,48.0
279228,20190920,11,PCA,-45.14361015147083
279228,20190920,11,PM2.5,50.0
279234,20190920,13,PCA,-49.22901066460909
279234,20190920,13,PM2.5,51.0
279240,20190920,14,PCA,-56.77770519097712
279240,20190920,14,PM2.5,47.0
279246,20190921,12,PCA,-85.04830104786754
279246,20190921,12,PM2.5,30.0
279252,20190921,13,PCA,-96.49218222539189
279252,20190921,13,PM2.5,18.0
279258,20190921,14,PCA,-92.48802658876853
279258,20190921,14,PM2.5,21.0
279264,20190921,15,PCA,-89.79396074498706
279264,20190921,15,PM2.5,16.0
279270,20190921,16,PCA,-80.44052105137443
279270,20190921,16,PM2.5,19.0
279276,20190921,17,PCA,-59.82097706101373
279276,20190921,17,PM2.5,26.0
279282,20190921,18,PCA,-27.224724008913334
279282,20190921,18,PM2.5,59.0
279288,20190921,19,PCA,9.76119362684055
279288,20190921,19,PM2.5,99.0
279294,20190921,21,PCA,52.483105558076495
279294,20190921,21,PM2.5,122.0
279300,20190921,22,PCA,66.18026589047173
279300,20190921,22,PM2.5,128.0
279306,20190922,0,PCA,62.22162177527413
279306,20190922,0,PM2.5,123.0
279312,20190922,1,PCA,69.0215269955494
279312,20190922,1,PM2.5,123.0
279318,20190922,2,PCA,49.09002903134861
279318,20190922,2,PM2.5,108.0
279324,20190922,3,PCA,14.912793697674088
279324,20190922,3,PM2.5,86.0
279330,20190922,4,PCA,-5.0827921147851844
279330,20190922,4,PM2.5,75.0
279336,20190922,5,PCA,3.437451123922247
279336,20190922,5,PM2.5,79.0
279342,20190922,17,PCA,-50.79267726236925
279342,20190922,17,PM2.5,39.0
279348,20190922,18,PCA,-48.78800573504695
279348,20190922,18,PM2.5,45.0
279354,20190922,19,PCA,-50.508036565365714
279354,20190922,19,PM2.5,54.0
279360,20190922,20,PCA,-39.423869324291246
279360,20190922,20,PM2.5,60.0
279366,20190922,21,PCA,-23.43192086554656
279366,20190922,21,PM2.5,68.0
279372,20190922,22,PCA,-1.9587751160635414
279372,20190922,22,PM2.5,77.0
279378,20190922,23,PCA,-19.06015538586345
279378,20190922,23,PM2.5,69.0
279384,20190923,0,PCA,-7.4209367154872865
279384,20190923,0,PM2.5,75.0
279390,20190923,1,PCA,11.768187563786348
279390,20190923,1,PM2.5,80.0
279396,20190923,2,PCA,1.3625718859608518
279396,20190923,2,PM2.5,72.0
279402,20190923,3,PCA,-19.96836729098242
279402,20190923,3,PM2.5,61.0
279408,20190923,4,PCA,-26.930932086962283
279408,20190923,4,PM2.5,57.0
279414,20190923,5,PCA,-41.70684122455666
279414,20190923,5,PM2.5,50.0
279420,20190923,6,PCA,-47.43979468816209
279420,20190923,6,PM2.5,47.0
279426,20190923,7,PCA,-42.10784936013692
279426,20190923,7,PM2.5,47.0
279432,20190923,8,PCA,-49.77938775259307
279432,20190923,8,PM2.5,45.0
279438,20190923,9,PCA,-75.98279527119576
279438,20190923,9,PM2.5,30.0
279444,20190923,10,PCA,-92.2390113439544
279444,20190923,10,PM2.5,27.0
279450,20190923,11,PCA,-91.11909303524807
279450,20190923,11,PM2.5,24.0
279456,20190923,12,PCA,-80.49135816776922
279456,20190923,12,PM2.5,30.0
279462,20190923,14,PCA,-93.24738712459857
279462,20190923,14,PM2.5,18.0
279468,20190923,16,PCA,-102.48059996863206
279468,20190923,16,PM2.5,8.0
279474,20190923,17,PCA,-100.35359683018544
279474,20190923,17,PM2.5,10.0
279480,20190923,18,PCA,-89.69490608970098
279480,20190923,18,PM2.5,14.0
279486,20190923,19,PCA,-80.92219585586899
279486,20190923,19,PM2.5,21.0
279492,20190923,20,PCA,-70.07364081936238
279492,20190923,20,PM2.5,23.0
279498,20190923,21,PCA,-63.55989005397154
279498,20190923,21,PM2.5,26.0
279504,20190923,22,PCA,-62.49496990043968
279504,20190923,22,PM2.5,27.0
279510,20190923,23,PCA,-74.73431969643725
279510,20190923,23,PM2.5,21.0
279516,20190924,0,PCA,-84.92190495889032
279516,20190924,0,PM2.5,20.0
279522,20190924,1,PCA,-86.9437430312082
279522,20190924,1,PM2.5,17.0
279528,20190924,2,PCA,-71.1121708785381
279528,20190924,2,PM2.5,20.0
279534,20190924,3,PCA,-59.21832166507941
279534,20190924,3,PM2.5,24.0
279540,20190924,4,PCA,-62.505222575407224
279540,20190924,4,PM2.5,22.0
279546,20190924,5,PCA,-59.93111729868901
279546,20190924,5,PM2.5,30.0
279552,20190924,6,PCA,-79.02413557739274
279552,20190924,6,PM2.5,14.0
279558,20190924,7,PCA,-83.91040199880618
279558,20190924,7,PM2.5,7.0
279564,20190924,8,PCA,-84.9028501103889
279564,20190924,8,PM2.5,6.0
279570,20190924,9,PCA,-68.95268902193509
279570,20190924,9,PM2.5,11.0
279576,20190924,10,PCA,-90.54934029343072
279576,20190924,10,PM2.5,6.0
279582,20190924,11,PCA,-107.84478463341897
279582,20190924,11,PM2.5,6.0
279588,20190924,12,PCA,-107.48682935957392
279588,20190924,12,PM2.5,6.0
279594,20190924,13,PCA,-106.37470982300489
279594,20190924,13,PM2.5,6.0
279600,20190924,14,PCA,-107.59453940989806
279600,20190924,14,PM2.5,3.0
279606,20190924,15,PCA,-107.01504727048861
279606,20190924,15,PM2.5,4.0
279612,20190924,16,PCA,-102.46864081936951
279612,20190924,16,PM2.5,9.0
279618,20190924,17,PCA,-96.61756214849095
279618,20190924,17,PM2.5,15.0
279624,20190924,18,PCA,-80.55916986970732
279624,20190924,18,PM2.5,20.0
279630,20190924,19,PCA,-72.10527999657631
279630,20190924,19,PM2.5,21.0
279636,20190924,20,PCA,-71.73685856827494
279636,20190924,20,PM2.5,23.0
279642,20190924,21,PCA,-66.4897409179866
279642,20190924,21,PM2.5,22.0
279648,20190924,23,PCA,-81.69249582136224
279648,20190924,23,PM2.5,19.0
279654,20190925,0,PCA,-98.28066881194925
279654,20190925,0,PM2.5,12.0
279660,20190925,1,PCA,-65.04050420720634
279660,20190925,1,PM2.5,16.0
279666,20190925,2,PCA,-58.45486089681555
279666,20190925,2,PM2.5,18.0
279672,20190925,3,PCA,-64.38901870948771
279672,20190925,3,PM2.5,21.0
279678,20190925,4,PCA,-61.25716935912254
279678,20190925,4,PM2.5,24.0
279684,20190925,5,PCA,-61.92525239703215
279684,20190925,5,PM2.5,19.0
279690,20190925,6,PCA,-61.34235569008897
279690,20190925,6,PM2.5,21.0
279696,20190925,7,PCA,-63.284797456831136
279696,20190925,7,PM2.5,22.0
279702,20190925,8,PCA,-70.0359430450922
279702,20190925,8,PM2.5,22.0
279708,20190925,9,PCA,-73.20665135088608
279708,20190925,9,PM2.5,22.0
279714,20190925,10,PCA,-75.4420195359391
279714,20190925,10,PM2.5,19.0
279732,20190925,13,PCA,-86.16523898721188
279732,20190925,13,PM2.5,18.0
279738,20190925,14,PCA,-66.781036472067
279738,20190925,14,PM2.5,22.0
279744,20190925,15,PCA,-74.41753128658559
279744,20190925,15,PM2.5,21.0
279750,20190925,16,PCA,-89.7194949413779
279750,20190925,16,PM2.5,16.0
279756,20190925,17,PCA,-87.05794264646805
279756,20190925,17,PM2.5,17.0
279762,20190925,18,PCA,-92.587291755715
279762,20190925,18,PM2.5,18.0
279768,20190925,19,PCA,-81.96175988997963
279768,20190925,19,PM2.5,21.0
279774,20190925,20,PCA,-72.57365085848564
279774,20190925,20,PM2.5,24.0
279780,20190925,21,PCA,-65.37483697945072
279780,20190925,21,PM2.5,30.0
279786,20190925,22,PCA,-65.69331231056032
279786,20190925,22,PM2.5,33.0
279792,20190925,23,PCA,-51.815153662224866
279792,20190925,23,PM2.5,36.0
279798,20190926,0,PCA,-66.91511533369045
279798,20190926,0,PM2.5,27.0
279804,20190926,1,PCA,-84.2022990641196
279804,20190926,1,PM2.5,22.0
279810,20190926,2,PCA,-83.8375729828989
279810,20190926,2,PM2.5,22.0
279816,20190926,3,PCA,-71.2400879579541
279816,20190926,3,PM2.5,23.0
279822,20190926,4,PCA,-73.71395095815794
279822,20190926,4,PM2.5,25.0
279828,20190926,5,PCA,-81.4148611474484
279828,20190926,5,PM2.5,20.0
279834,20190926,6,PCA,-81.89024700305833
279834,20190926,6,PM2.5,20.0
279840,20190926,7,PCA,-73.35942903763699
279840,20190926,7,PM2.5,20.0
279846,20190926,8,PCA,-67.81324006300565
279846,20190926,8,PM2.5,22.0
279852,20190926,9,PCA,-67.14088807571319
279852,20190926,9,PM2.5,25.0
279858,20190926,10,PCA,-69.82986988789365
279858,20190926,10,PM2.5,29.0
279864,20190926,11,PCA,-70.82490968023444
279864,20190926,11,PM2.5,34.0
279870,20190926,12,PCA,-69.98556035812086
279870,20190926,12,PM2.5,35.0
279876,20190926,13,PCA,-47.17940431774474
279876,20190926,13,PM2.5,42.0
279882,20190926,14,PCA,-47.44075703840895
279882,20190926,14,PM2.5,39.0
279888,20190926,15,PCA,-46.48035175323419
279888,20190926,15,PM2.5,39.0
279894,20190926,16,PCA,-46.831278349826064
279894,20190926,16,PM2.5,37.0
279900,20190926,18,PCA,-74.8355932094854
279900,20190926,18,PM2.5,32.0
279906,20190926,19,PCA,-69.67526153618137
279906,20190926,19,PM2.5,37.0
279912,20190926,20,PCA,-61.74017936568435
279912,20190926,20,PM2.5,39.0
279918,20190926,21,PCA,-48.475530695334
279918,20190926,21,PM2.5,42.0
279924,20190926,22,PCA,-37.66124787030392
279924,20190926,22,PM2.5,44.0
279930,20190926,23,PCA,-43.216284242783
279930,20190926,23,PM2.5,44.0
279936,20190927,0,PCA,-44.47068235424827
279936,20190927,0,PM2.5,46.0
279942,20190927,1,PCA,-63.03131979300031
279942,20190927,1,PM2.5,35.0
279948,20190927,2,PCA,-63.09226337123009
279948,20190927,2,PM2.5,33.0
279954,20190927,3,PCA,-57.05829393762958
279954,20190927,3,PM2.5,38.0
279960,20190927,4,PCA,-40.20047278610399
279960,20190927,4,PM2.5,48.0
279966,20190927,5,PCA,-17.051094032568276
279966,20190927,5,PM2.5,59.0
279972,20190927,6,PCA,-20.03716069877113
279972,20190927,6,PM2.5,58.0
279978,20190927,7,PCA,-8.905683104731416
279978,20190927,7,PM2.5,65.0
279984,20190927,8,PCA,9.717038118516948
279984,20190927,8,PM2.5,79.0
279990,20190927,9,PCA,-2.425949021865534
279990,20190927,9,PM2.5,76.0
279996,20190927,11,PCA,24.677234415705797
279996,20190927,11,PM2.5,97.0
280002,20190927,12,PCA,16.555520972631587
280002,20190927,12,PM2.5,95.0
280008,20190927,13,PCA,-9.566357234393502
280008,20190927,13,PM2.5,83.0
280014,20190927,14,PCA,-39.653525462971054
280014,20190927,14,PM2.5,65.0
280020,20190927,15,PCA,-58.690417324600524
280020,20190927,15,PM2.5,40.0
280026,20190927,16,PCA,-60.24951978914555
280026,20190927,16,PM2.5,31.0
280032,20190927,17,PCA,-86.8867769733454
280032,20190927,17,PM2.5,22.0
280038,20190927,23,PCA,-38.80206323732769
280038,20190927,23,PM2.5,36.0
280044,20190928,0,PCA,-52.66023312717989
280044,20190928,0,PM2.5,33.0
280050,20190928,1,PCA,-60.467794073088754
280050,20190928,1,PM2.5,30.0
280056,20190928,2,PCA,-86.03708183795929
280056,20190928,2,PM2.5,22.0
280062,20190928,3,PCA,-76.78004677011359
280062,20190928,3,PM2.5,27.0
280068,20190928,4,PCA,-69.22265490371824
280068,20190928,4,PM2.5,30.0
280074,20190928,5,PCA,-51.9936700691417
280074,20190928,5,PM2.5,42.0
280080,20190928,6,PCA,-28.33768928948535
280080,20190928,6,PM2.5,58.0
280086,20190928,7,PCA,-16.890885287392038
280086,20190928,7,PM2.5,64.0
280092,20190928,8,PCA,-26.91873671255103
280092,20190928,8,PM2.5,58.0
280098,20190928,9,PCA,-0.44325241899317613
280098,20190928,9,PM2.5,77.0
280104,20190928,10,PCA,17.07854114920433
280104,20190928,10,PM2.5,89.0
280110,20190928,11,PCA,0.11985871164813068
280110,20190928,11,PM2.5,83.0
280116,20190928,12,PCA,-14.278358845473036
280116,20190928,12,PM2.5,77.0
280122,20190928,13,PCA,-23.898244828457877
280122,20190928,13,PM2.5,74.0
280128,20190928,15,PCA,-36.170914602688576
280128,20190928,15,PM2.5,53.0
280134,20190928,16,PCA,-35.62529881992784
280134,20190928,16,PM2.5,52.0
280140,20190928,17,PCA,-38.38220488949441
280140,20190928,17,PM2.5,49.0
280146,20190928,18,PCA,-40.530297423379174
280146,20190928,18,PM2.5,49.0
280152,20190928,19,PCA,-55.39426818602103
280152,20190928,19,PM2.5,51.0
280158,20190928,20,PCA,-49.56252999689986
280158,20190928,20,PM2.5,53.0
280164,20190928,21,PCA,-44.00680568851194
280164,20190928,21,PM2.5,55.0
280170,20190928,23,PCA,-23.089275940107527
280170,20190928,23,PM2.5,59.0
280176,20190929,0,PCA,-52.993997860627914
280176,20190929,0,PM2.5,48.0
280182,20190929,2,PCA,-44.309482700425406
280182,20190929,2,PM2.5,48.0
280188,20190929,3,PCA,-37.240928189034435
280188,20190929,3,PM2.5,51.0
280194,20190929,4,PCA,-46.377661947359734
280194,20190929,4,PM2.5,49.0
