,date,hour,type,房山
72,20140402,12,PCA,11.399899175226007
72,20140402,12,PM2.5,69.0
78,20140402,13,PCA,0.5414994214070322
78,20140402,13,PM2.5,60.0
84,20140402,14,PCA,15.802237103668041
84,20140402,14,PM2.5,82.0
90,20140402,15,PCA,57.784015158942196
90,20140402,15,PM2.5,137.0
96,20140402,16,PCA,65.99947096693377
96,20140402,16,PM2.5,144.0
102,20140402,17,PCA,69.31490804645496
102,20140402,17,PM2.5,139.0
108,20140402,18,PCA,93.8732023224918
108,20140402,18,PM2.5,156.0
114,20140402,19,PCA,76.23214507994037
114,20140402,19,PM2.5,129.0
120,20140402,20,PCA,42.73034642667538
120,20140402,20,PM2.5,86.0
126,20140402,21,PCA,26.433833674512993
126,20140402,21,PM2.5,63.0
132,20140402,22,PCA,22.538593770492437
132,20140402,22,PM2.5,57.0
138,20140402,23,PCA,15.726606486659783
138,20140402,23,PM2.5,48.0
144,20140403,0,PCA,24.91517028995957
144,20140403,0,PM2.5,60.0
150,20140403,1,PCA,8.203062191122854
150,20140403,1,PM2.5,43.0
156,20140403,2,PCA,11.514096800510464
156,20140403,2,PM2.5,46.0
162,20140403,3,PCA,13.254353611641394
162,20140403,3,PM2.5,47.0
168,20140403,4,PCA,11.698802816807554
168,20140403,4,PM2.5,49.0
174,20140403,5,PCA,14.347622370594088
174,20140403,5,PM2.5,53.0
180,20140403,6,PCA,21.65998264416911
180,20140403,6,PM2.5,67.0
186,20140403,7,PCA,16.90240995335729
186,20140403,7,PM2.5,64.0
192,20140403,8,PCA,7.074494709368982
192,20140403,8,PM2.5,55.0
198,20140403,9,PCA,-38.00843637770057
198,20140403,9,PM2.5,19.0
204,20140403,10,PCA,-53.96087851038469
204,20140403,10,PM2.5,10.0
210,20140403,11,PCA,-58.3489493458371
210,20140403,11,PM2.5,5.0
216,20140403,12,PCA,-33.42952328496119
216,20140403,12,PM2.5,43.0
222,20140403,13,PCA,-56.254517473325976
222,20140403,13,PM2.5,9.0
228,20140403,14,PCA,-58.52407853802008
228,20140403,14,PM2.5,7.0
234,20140403,15,PCA,-59.12673793491659
234,20140403,15,PM2.5,8.0
240,20140403,16,PCA,-52.85143761205965
240,20140403,16,PM2.5,19.0
246,20140403,17,PCA,-57.35696064404858
246,20140403,17,PM2.5,17.0
252,20140403,18,PCA,-61.29588153654759
252,20140403,18,PM2.5,12.0
258,20140403,19,PCA,-56.06666952792608
258,20140403,19,PM2.5,16.0
264,20140403,20,PCA,-50.39465964255041
264,20140403,20,PM2.5,17.0
270,20140403,21,PCA,-47.46133949998456
270,20140403,21,PM2.5,20.0
276,20140403,22,PCA,-38.772218991820964
276,20140403,22,PM2.5,23.0
282,20140403,23,PCA,-32.480560795368525
282,20140403,23,PM2.5,42.0
288,20140404,0,PCA,-33.93348811463313
288,20140404,0,PM2.5,44.0
294,20140404,1,PCA,-39.91207305497041
294,20140404,1,PM2.5,36.0
300,20140404,2,PCA,-40.74694008890099
300,20140404,2,PM2.5,34.0
306,20140404,3,PCA,-38.672779518847086
306,20140404,3,PM2.5,32.0
312,20140404,4,PCA,-33.663083074754105
312,20140404,4,PM2.5,38.0
318,20140404,5,PCA,-36.75986723241006
318,20140404,5,PM2.5,33.0
324,20140404,6,PCA,-28.606836070477918
324,20140404,6,PM2.5,39.0
330,20140404,7,PCA,-18.81638679766817
330,20140404,7,PM2.5,47.0
336,20140404,8,PCA,-12.422410259797603
336,20140404,8,PM2.5,56.0
342,20140404,9,PCA,-8.105836114517286
342,20140404,9,PM2.5,60.0
348,20140404,10,PCA,3.2608147330169883
348,20140404,10,PM2.5,72.0
354,20140404,11,PCA,7.501062529425053
354,20140404,11,PM2.5,77.0
360,20140404,12,PCA,-10.785900580455738
360,20140404,12,PM2.5,59.0
366,20140404,13,PCA,-27.873189151247974
366,20140404,13,PM2.5,46.0
372,20140404,14,PCA,-42.064121980664424
372,20140404,14,PM2.5,30.0
378,20140404,15,PCA,-47.55922355253131
378,20140404,15,PM2.5,23.0
384,20140404,16,PCA,-46.124846044760204
384,20140404,16,PM2.5,26.0
390,20140404,17,PCA,-53.00621033204745
390,20140404,17,PM2.5,15.0
396,20140404,18,PCA,-45.781361964746516
396,20140404,18,PM2.5,25.0
402,20140404,19,PCA,-46.60436589417027
402,20140404,19,PM2.5,18.0
408,20140404,20,PCA,-45.73783823506424
408,20140404,20,PM2.5,17.0
414,20140404,21,PCA,-46.90082213523557
414,20140404,21,PM2.5,15.0
420,20140404,22,PCA,-31.310475108099055
420,20140404,22,PM2.5,29.0
426,20140404,23,PCA,-21.56255515934837
426,20140404,23,PM2.5,39.0
432,20140405,0,PCA,-27.20023277525776
432,20140405,0,PM2.5,32.0
438,20140405,1,PCA,-25.14824855404435
438,20140405,1,PM2.5,29.0
444,20140405,2,PCA,-14.257795817198453
444,20140405,2,PM2.5,36.0
450,20140405,3,PCA,-8.9370881733457
450,20140405,3,PM2.5,39.0
456,20140405,4,PCA,-15.866465159211701
456,20140405,4,PM2.5,35.0
462,20140405,5,PCA,-23.26913469729529
462,20140405,5,PM2.5,34.0
468,20140405,6,PCA,-19.82959938286863
468,20140405,6,PM2.5,34.0
474,20140405,7,PCA,-14.598069760115704
474,20140405,7,PM2.5,36.0
480,20140405,8,PCA,-13.268670849212231
480,20140405,8,PM2.5,39.0
486,20140405,9,PCA,-30.28721579806052
486,20140405,9,PM2.5,27.0
492,20140405,10,PCA,-53.689744044239305
492,20140405,10,PM2.5,11.0
498,20140405,11,PCA,-59.739373507731685
498,20140405,11,PM2.5,9.0
504,20140405,12,PCA,-61.67000812924008
504,20140405,12,PM2.5,9.0
510,20140405,13,PCA,-50.82917554379791
510,20140405,13,PM2.5,24.0
516,20140405,14,PCA,-53.808037220105284
516,20140405,14,PM2.5,23.0
522,20140405,15,PCA,-53.312655916412766
522,20140405,15,PM2.5,24.0
528,20140405,16,PCA,-47.0218899941013
528,20140405,16,PM2.5,30.0
534,20140405,17,PCA,-46.53923793455551
534,20140405,17,PM2.5,31.0
540,20140405,18,PCA,-44.05212023627758
540,20140405,18,PM2.5,36.0
546,20140405,19,PCA,-34.667402556373716
546,20140405,19,PM2.5,46.0
552,20140405,20,PCA,-28.47032779086983
552,20140405,20,PM2.5,50.0
558,20140405,21,PCA,-32.02335178277275
558,20140405,21,PM2.5,46.0
564,20140405,22,PCA,-22.34892578283073
564,20140405,22,PM2.5,58.0
570,20140405,23,PCA,-18.511797056976377
570,20140405,23,PM2.5,63.0
576,20140406,0,PCA,-17.25521804475319
576,20140406,0,PM2.5,61.0
582,20140406,1,PCA,-6.916160989397068
582,20140406,1,PM2.5,66.0
588,20140406,2,PCA,-3.949734585066672
588,20140406,2,PM2.5,72.0
594,20140406,3,PCA,-2.2086429680345763
594,20140406,3,PM2.5,70.0
600,20140406,4,PCA,2.054772085860602
600,20140406,4,PM2.5,73.0
606,20140406,5,PCA,6.544652049701974
606,20140406,5,PM2.5,71.0
612,20140406,6,PCA,10.05000020032741
612,20140406,6,PM2.5,75.0
618,20140406,7,PCA,14.470205442743845
618,20140406,7,PM2.5,81.0
624,20140406,8,PCA,29.980550015317355
624,20140406,8,PM2.5,101.0
630,20140406,9,PCA,16.979256725802312
630,20140406,9,PM2.5,85.0
636,20140406,10,PCA,-2.209531994022999
636,20140406,10,PM2.5,66.0
642,20140406,11,PCA,-6.191592763506248
642,20140406,11,PM2.5,63.5
648,20140406,12,PCA,-10.173653532989498
648,20140406,12,PM2.5,61.0
654,20140406,13,PCA,-30.68285496039523
654,20140406,13,PM2.5,37.0
660,20140406,14,PCA,-29.503082252261144
660,20140406,14,PM2.5,38.0
666,20140406,15,PCA,-21.177699257597464
666,20140406,15,PM2.5,48.0
672,20140406,16,PCA,-27.511983071688775
672,20140406,16,PM2.5,37.0
678,20140406,17,PCA,-18.699452999566557
678,20140406,17,PM2.5,49.0
684,20140408,10,PCA,204.45700624327506
684,20140408,10,PM2.5,214.0
690,20140408,11,PCA,217.41545957348706
690,20140408,11,PM2.5,228.0
696,20140408,12,PCA,219.49152358607145
696,20140408,12,PM2.5,244.0
702,20140408,13,PCA,182.06150573131953
702,20140408,13,PM2.5,217.0
708,20140408,14,PCA,165.92999834006628
708,20140408,14,PM2.5,201.0
714,20140408,15,PCA,179.12744998905904
714,20140408,15,PM2.5,213.0
720,20140408,16,PCA,152.48768497369994
720,20140408,16,PM2.5,176.0
726,20140408,17,PCA,157.00706870435818
726,20140408,17,PM2.5,177.0
732,20140408,18,PCA,153.41648584179632
732,20140408,18,PM2.5,163.0
738,20140408,19,PCA,165.70532354002376
738,20140408,19,PM2.5,169.0
744,20140408,20,PCA,178.96414018487448
744,20140408,20,PM2.5,177.0
750,20140408,21,PCA,168.0316585379073
750,20140408,21,PM2.5,160.0
756,20140408,22,PCA,170.32810944219125
756,20140408,22,PM2.5,172.0
762,20140408,23,PCA,179.30042553512277
762,20140408,23,PM2.5,189.0
768,20140409,0,PCA,164.53572274796207
768,20140409,0,PM2.5,171.0
774,20140409,1,PCA,156.02205511429926
774,20140409,1,PM2.5,158.0
780,20140409,2,PCA,152.4833043888137
780,20140409,2,PM2.5,156.0
786,20140409,3,PCA,145.2767843688725
786,20140409,3,PM2.5,149.0
792,20140409,4,PCA,162.97938782177556
792,20140409,4,PM2.5,166.0
798,20140409,5,PCA,182.3279437573881
798,20140409,5,PM2.5,183.0
804,20140409,6,PCA,176.19553633709194
804,20140409,6,PM2.5,176.0
810,20140409,7,PCA,161.44379789313308
810,20140409,7,PM2.5,152.0
816,20140409,8,PCA,188.25833074103673
816,20140409,8,PM2.5,187.0
822,20140409,9,PCA,196.5902209847694
822,20140409,9,PM2.5,198.0
828,20140409,10,PCA,200.32310194489733
828,20140409,10,PM2.5,205.0
834,20140409,11,PCA,200.52859895143507
834,20140409,11,PM2.5,209.0
840,20140409,12,PCA,156.43269500922997
840,20140409,12,PM2.5,162.0
846,20140409,13,PCA,90.81940792075967
846,20140409,13,PM2.5,92.0
852,20140409,14,PCA,52.97586612321698
852,20140409,14,PM2.5,52.0
858,20140409,15,PCA,34.82514114317418
858,20140409,15,PM2.5,34.0
864,20140409,16,PCA,35.980756956751435
864,20140409,16,PM2.5,42.0
870,20140409,17,PCA,34.139992859792166
870,20140409,17,PM2.5,43.0
876,20140409,18,PCA,48.77294997410201
876,20140409,18,PM2.5,60.0
882,20140409,19,PCA,54.34180113925538
882,20140409,19,PM2.5,68.0
888,20140409,20,PCA,89.29582642950737
888,20140409,20,PM2.5,132.0
894,20140409,21,PCA,77.51726440300787
894,20140409,21,PM2.5,117.0
900,20140409,22,PCA,76.18206397860371
900,20140409,22,PM2.5,114.0
906,20140409,23,PCA,77.63172587133568
906,20140409,23,PM2.5,118.0
912,20140410,0,PCA,72.49204591397341
912,20140410,0,PM2.5,114.0
918,20140410,1,PCA,77.53481029213901
918,20140410,1,PM2.5,121.0
924,20140410,2,PCA,72.9400131942945
924,20140410,2,PM2.5,112.0
930,20140410,3,PCA,82.6635052959651
930,20140410,3,PM2.5,116.0
936,20140410,4,PCA,88.03555598706008
936,20140410,4,PM2.5,117.0
942,20140410,5,PCA,86.56075212902712
942,20140410,5,PM2.5,110.0
948,20140410,6,PCA,81.57580878936044
948,20140410,6,PM2.5,103.0
954,20140410,7,PCA,87.68993236341707
954,20140410,7,PM2.5,103.0
960,20140410,8,PCA,98.82928899748063
960,20140410,8,PM2.5,103.0
966,20140410,9,PCA,104.02249290284307
966,20140410,9,PM2.5,105.0
972,20140410,10,PCA,116.06368247633013
972,20140410,10,PM2.5,107.0
978,20140410,11,PCA,128.05946274657552
978,20140410,11,PM2.5,111.0
984,20140410,12,PCA,140.90282949247913
984,20140410,12,PM2.5,119.0
990,20140410,13,PCA,147.7052639078952
990,20140410,13,PM2.5,110.0
996,20140410,14,PCA,167.83204960906022
996,20140410,14,PM2.5,118.0
1002,20140410,15,PCA,177.87182642211542
1002,20140410,15,PM2.5,108.0
1008,20140410,16,PCA,181.0808691983276
1008,20140410,16,PM2.5,96.0
1014,20140410,17,PCA,168.10653877026184
1014,20140410,17,PM2.5,72.0
1020,20140410,18,PCA,174.59910141900713
1020,20140410,18,PM2.5,74.0
1026,20140410,19,PCA,167.28636777493423
1026,20140410,19,PM2.5,67.0
1032,20140410,20,PCA,151.8172526214827
1032,20140410,20,PM2.5,60.0
1038,20140410,21,PCA,147.99592306652139
1038,20140410,21,PM2.5,59.0
1044,20140410,22,PCA,158.76617053860264
1044,20140410,22,PM2.5,69.0
1050,20140410,23,PCA,168.76673426394387
1050,20140410,23,PM2.5,84.0
1056,20140411,0,PCA,161.65205176604846
1056,20140411,0,PM2.5,87.0
1062,20140411,1,PCA,149.38764075885044
1062,20140411,1,PM2.5,80.0
1068,20140411,2,PCA,126.68175098064332
1068,20140411,2,PM2.5,71.0
1074,20140411,3,PCA,106.01200866213775
1074,20140411,3,PM2.5,66.0
1080,20140411,4,PCA,93.4946225939509
1080,20140411,4,PM2.5,67.0
1086,20140411,5,PCA,81.66650913254135
1086,20140411,5,PM2.5,76.0
1092,20140411,6,PCA,81.12452269559336
1092,20140411,6,PM2.5,87.0
1098,20140411,7,PCA,76.18010059489355
1098,20140411,7,PM2.5,83.0
1104,20140411,8,PCA,75.90165192671552
1104,20140411,8,PM2.5,88.0
1110,20140411,9,PCA,74.54880500209889
1110,20140411,9,PM2.5,90.0
1116,20140411,10,PCA,60.69968971889273
1116,20140411,10,PM2.5,82.0
1122,20140411,11,PCA,43.777642879641576
1122,20140411,11,PM2.5,72.0
1128,20140411,12,PCA,28.55817722856176
1128,20140411,12,PM2.5,69.0
1134,20140411,13,PCA,15.288431006312832
1134,20140411,13,PM2.5,66.0
1140,20140411,14,PCA,-1.433996174760019
1140,20140411,14,PM2.5,56.0
1146,20140411,15,PCA,-23.244249312523174
1146,20140411,15,PM2.5,39.0
1152,20140411,16,PCA,-30.07526986004278
1152,20140411,16,PM2.5,40.0
1158,20140411,17,PCA,-33.307882140714106
1158,20140411,17,PM2.5,36.0
1164,20140411,18,PCA,-35.338048696273745
1164,20140411,18,PM2.5,37.0
1170,20140411,19,PCA,-17.051087678494753
1170,20140411,19,PM2.5,53.0
1176,20140411,20,PCA,-11.783126558279005
1176,20140411,20,PM2.5,58.0
1182,20140411,21,PCA,4.403639401180078
1182,20140411,21,PM2.5,72.0
1188,20140411,22,PCA,10.618625864969072
1188,20140411,22,PM2.5,84.0
1194,20140411,23,PCA,19.924562532969915
1194,20140411,23,PM2.5,92.0
1200,20140412,0,PCA,31.481684339186042
1200,20140412,0,PM2.5,100.0
1206,20140412,1,PCA,36.39133406329558
1206,20140412,1,PM2.5,104.0
1212,20140412,2,PCA,43.12543459859085
1212,20140412,2,PM2.5,114.0
1218,20140412,3,PCA,35.12785544415211
1218,20140412,3,PM2.5,104.0
1224,20140412,4,PCA,17.165160312513763
1224,20140412,4,PM2.5,80.0
1230,20140412,5,PCA,13.933066314751194
1230,20140412,5,PM2.5,76.0
1236,20140412,6,PCA,25.91171346584145
1236,20140412,6,PM2.5,93.0
1242,20140412,7,PCA,30.66389721090076
1242,20140412,7,PM2.5,99.0
1248,20140412,8,PCA,37.53999081248809
1248,20140412,8,PM2.5,104.0
1254,20140412,9,PCA,30.0177959659446
1254,20140412,9,PM2.5,98.5
1260,20140412,10,PCA,21.815902660286202
1260,20140412,10,PM2.5,93.0
1266,20140412,11,PCA,9.870726759589528
1266,20140412,11,PM2.5,83.0
1272,20140412,12,PCA,-2.0494236792828073
1272,20140412,12,PM2.5,80.0
1278,20140412,13,PCA,2.474369564024342
1278,20140412,13,PM2.5,87.0
1284,20140412,14,PCA,-6.050435161403682
1284,20140412,14,PM2.5,76.0
1290,20140412,15,PCA,3.4090867953991926
1290,20140412,15,PM2.5,87.0
1296,20140412,16,PCA,8.981623284312343
1296,20140412,16,PM2.5,93.0
1302,20140412,17,PCA,16.638823199650886
1302,20140412,17,PM2.5,100.0
1308,20140412,18,PCA,14.267987915695079
1308,20140412,18,PM2.5,91.0
1314,20140412,19,PCA,17.43627634182616
1314,20140412,19,PM2.5,86.0
1320,20140412,20,PCA,26.639494894376824
1320,20140412,20,PM2.5,83.0
1326,20140412,21,PCA,61.4620744386602
1326,20140412,21,PM2.5,119.0
1332,20140412,22,PCA,61.29940456085352
1332,20140412,22,PM2.5,122.0
1338,20140412,23,PCA,78.64826564331952
1338,20140412,23,PM2.5,122.0
1344,20140413,0,PCA,64.8137872484246
1344,20140413,0,PM2.5,124.0
1350,20140413,1,PCA,63.80837129666347
1350,20140413,1,PM2.5,132.0
1356,20140413,2,PCA,77.15785708622039
1356,20140413,2,PM2.5,144.0
1362,20140413,3,PCA,84.97114239056296
1362,20140413,3,PM2.5,148.0
1368,20140413,4,PCA,92.88543263476814
1368,20140413,4,PM2.5,154.0
1374,20140413,5,PCA,78.59872963044438
1374,20140413,5,PM2.5,129.0
1380,20140413,6,PCA,78.99264261996362
1380,20140413,6,PM2.5,128.0
1386,20140413,7,PCA,118.28605190265706
1386,20140413,7,PM2.5,179.0
1392,20140413,8,PCA,123.60600582902012
1392,20140413,8,PM2.5,181.0
1398,20140413,9,PCA,134.35308396768784
1398,20140413,9,PM2.5,184.0
1404,20140413,10,PCA,149.47006051564605
1404,20140413,10,PM2.5,195.0
1410,20140413,11,PCA,157.8977685806816
1410,20140413,11,PM2.5,208.0
1416,20140413,12,PCA,148.31335072588885
1416,20140413,12,PM2.5,214.0
1422,20140413,13,PCA,126.88368977665613
1422,20140413,13,PM2.5,194.0
1428,20140413,14,PCA,124.6285421887295
1428,20140413,14,PM2.5,189.0
1434,20140413,15,PCA,129.07985400664626
1434,20140413,15,PM2.5,192.0
1440,20140413,16,PCA,111.52918173905027
1440,20140413,16,PM2.5,162.0
1446,20140413,17,PCA,103.20502590813904
1446,20140413,17,PM2.5,150.0
1452,20140413,18,PCA,85.24271831595246
1452,20140413,18,PM2.5,122.0
1458,20140413,19,PCA,113.59984169681462
1458,20140413,19,PM2.5,153.0
1464,20140413,20,PCA,118.2509351135576
1464,20140413,20,PM2.5,143.0
1470,20140413,21,PCA,139.47211229384402
1470,20140413,21,PM2.5,160.0
1476,20140413,22,PCA,173.4413323742413
1476,20140413,22,PM2.5,196.0
1482,20140413,23,PCA,190.5169428875229
1482,20140413,23,PM2.5,212.0
1488,20140414,0,PCA,211.1917151363183
1488,20140414,0,PM2.5,236.0
1494,20140414,1,PCA,211.8734963593335
1494,20140414,1,PM2.5,228.0
1500,20140414,2,PCA,216.25968993660257
1500,20140414,2,PM2.5,229.0
1506,20140414,3,PCA,218.56362543095725
1506,20140414,3,PM2.5,231.0
1512,20140414,4,PCA,221.01649253253035
1512,20140414,4,PM2.5,233.0
1518,20140414,5,PCA,241.41065584126434
1518,20140414,5,PM2.5,258.0
1524,20140414,6,PCA,245.34068508361943
1524,20140414,6,PM2.5,257.0
1530,20140414,7,PCA,225.57796531475137
1530,20140414,7,PM2.5,225.0
1536,20140414,8,PCA,266.96958877452255
1536,20140414,8,PM2.5,279.0
1542,20140414,9,PCA,284.6026076423275
1542,20140414,9,PM2.5,297.0
1548,20140414,10,PCA,280.8032520919404
1548,20140414,10,PM2.5,299.0
1554,20140414,11,PCA,287.2498152020248
1554,20140414,11,PM2.5,309.0
1560,20140414,12,PCA,304.9785850880137
1560,20140414,12,PM2.5,329.0
1566,20140414,13,PCA,303.19930096998803
1566,20140414,13,PM2.5,332.0
1572,20140414,14,PCA,245.97404374087816
1572,20140414,14,PM2.5,266.0
1578,20140414,15,PCA,214.81250154587053
1578,20140414,15,PM2.5,226.0
1584,20140414,16,PCA,184.2474801658437
1584,20140414,16,PM2.5,179.0
1590,20140414,17,PCA,182.01235091234818
1590,20140414,17,PM2.5,174.0
1596,20140414,18,PCA,207.60569344150812
1596,20140414,18,PM2.5,207.0
1602,20140414,19,PCA,225.55214916311547
1602,20140414,19,PM2.5,214.0
1608,20140414,20,PCA,237.7927186426984
1608,20140414,20,PM2.5,218.0
1614,20140414,21,PCA,221.89012072333293
1614,20140414,21,PM2.5,208.0
1620,20140414,22,PCA,128.29786801822135
1620,20140414,22,PM2.5,79.0
1626,20140414,23,PCA,91.88701323569893
1626,20140414,23,PM2.5,32.0
1632,20140415,0,PCA,80.0859970005842
1632,20140415,0,PM2.5,28.0
1638,20140415,1,PCA,77.28315354244819
1638,20140415,1,PM2.5,29.0
1644,20140415,2,PCA,70.99244533720055
1644,20140415,2,PM2.5,27.0
1650,20140415,3,PCA,86.64899789391298
1650,20140415,3,PM2.5,53.0
1656,20140415,4,PCA,70.50034301151018
1656,20140415,4,PM2.5,35.0
1662,20140415,5,PCA,78.96329142584656
1662,20140415,5,PM2.5,41.0
1818,20140416,7,PCA,-24.203014062229265
1818,20140416,7,PM2.5,55.0
1824,20140416,8,PCA,-26.162317644653285
1824,20140416,8,PM2.5,49.0
1830,20140416,9,PCA,-20.390420639016245
1830,20140416,9,PM2.5,55.0
1836,20140416,10,PCA,-20.520900820422675
1836,20140416,10,PM2.5,54.0
1842,20140416,11,PCA,-10.959034988225849
1842,20140416,11,PM2.5,75.0
1848,20140416,12,PCA,-15.562520820247137
1848,20140416,12,PM2.5,70.0
1854,20140416,13,PCA,-35.94425427592892
1854,20140416,13,PM2.5,47.0
1860,20140416,14,PCA,-48.2512470868727
1860,20140416,14,PM2.5,37.0
1866,20140416,15,PCA,-40.42352817931766
1866,20140416,15,PM2.5,53.0
1872,20140416,16,PCA,-52.884145542806465
1872,20140416,16,PM2.5,43.0
1878,20140416,17,PCA,-47.31129219537508
1878,20140416,17,PM2.5,53.0
1884,20140416,18,PCA,-40.740224389101456
1884,20140416,18,PM2.5,52.0
1890,20140416,19,PCA,-25.160666729013062
1890,20140416,19,PM2.5,66.0
1896,20140416,20,PCA,-7.3431103304261995
1896,20140416,20,PM2.5,62.0
1902,20140416,21,PCA,4.3198144710808055
1902,20140416,21,PM2.5,63.0
1908,20140416,22,PCA,62.56031467376588
1908,20140416,22,PM2.5,127.0
1914,20140416,23,PCA,88.17757021551154
1914,20140416,23,PM2.5,143.0
1920,20140417,0,PCA,94.26694809807279
1920,20140417,0,PM2.5,132.0
1926,20140417,1,PCA,83.91477285099349
1926,20140417,1,PM2.5,104.0
1932,20140417,2,PCA,81.0170493999893
1932,20140417,2,PM2.5,107.0
1938,20140417,3,PCA,73.1383558473458
1938,20140417,3,PM2.5,107.0
1944,20140417,4,PCA,73.08345950026353
1944,20140417,4,PM2.5,116.0
1950,20140417,5,PCA,99.6492403666708
1950,20140417,5,PM2.5,146.0
1956,20140417,6,PCA,59.03529978081846
1956,20140417,6,PM2.5,92.0
1962,20140417,7,PCA,37.16355110725217
1962,20140417,7,PM2.5,75.0
1968,20140417,8,PCA,31.477001820051573
1968,20140417,8,PM2.5,78.0
1974,20140417,9,PCA,5.399724139492329
1974,20140417,9,PM2.5,64.0
1980,20140417,10,PCA,15.242501530288473
1980,20140417,10,PM2.5,80.0
1986,20140417,11,PCA,25.22732346627468
1986,20140417,11,PM2.5,88.0
1992,20140417,12,PCA,44.707904426089264
1992,20140417,12,PM2.5,108.0
1998,20140417,13,PCA,56.831751620401086
1998,20140417,13,PM2.5,115.0
2004,20140417,14,PCA,42.71254790376015
2004,20140417,14,PM2.5,97.0
2010,20140417,15,PCA,35.625126722357436
2010,20140417,15,PM2.5,95.0
2016,20140417,16,PCA,8.701940493318293
2016,20140417,16,PM2.5,73.0
2022,20140417,17,PCA,1.721651605691103
2022,20140417,17,PM2.5,75.0
2028,20140417,18,PCA,10.159179859425977
2028,20140417,18,PM2.5,83.0
2034,20140417,19,PCA,36.964420353856475
2034,20140417,19,PM2.5,111.5
2040,20140417,20,PCA,72.60574081678051
2040,20140417,20,PM2.5,140.0
2046,20140417,21,PCA,103.3689156244117
2046,20140417,21,PM2.5,152.0
2052,20140417,22,PCA,134.5314664617729
2052,20140417,22,PM2.5,162.0
2058,20140417,23,PCA,129.5743425696005
2058,20140417,23,PM2.5,142.0
2064,20140418,0,PCA,158.23816100587757
2064,20140418,0,PM2.5,173.0
2070,20140418,1,PCA,145.03684738495684
2070,20140418,1,PM2.5,154.0
2076,20140418,2,PCA,147.15524065223846
2076,20140418,2,PM2.5,161.0
2082,20140418,3,PCA,128.530142340004
2082,20140418,3,PM2.5,137.0
2088,20140418,4,PCA,152.8927806956387
2088,20140418,4,PM2.5,173.0
2094,20140418,5,PCA,165.00510593518527
2094,20140418,5,PM2.5,183.0
2100,20140418,6,PCA,149.00531514051804
2100,20140418,6,PM2.5,163.0
2106,20140418,7,PCA,124.33898468772382
2106,20140418,7,PM2.5,130.0
2112,20140418,8,PCA,148.97898084217988
2112,20140418,8,PM2.5,167.0
2118,20140418,9,PCA,129.2455189146179
2118,20140418,9,PM2.5,146.0
2124,20140418,10,PCA,160.63855953029
2124,20140418,10,PM2.5,184.0
2130,20140418,11,PCA,220.27822524203103
2130,20140418,11,PM2.5,238.0
2136,20140418,12,PCA,239.2150520336969
2136,20140418,12,PM2.5,246.0
2142,20140418,13,PCA,237.505457285072
2142,20140418,13,PM2.5,240.0
2148,20140418,14,PCA,234.43646561821743
2148,20140418,14,PM2.5,234.0
2154,20140418,15,PCA,206.63358703182888
2154,20140418,15,PM2.5,211.0
2160,20140418,16,PCA,188.36853622748288
2160,20140418,16,PM2.5,202.0
2166,20140418,17,PCA,198.6316221201768
2166,20140418,17,PM2.5,214.0
2172,20140418,18,PCA,175.66420350764128
2172,20140418,18,PM2.5,182.0
2178,20140418,19,PCA,131.3280933182967
2178,20140418,19,PM2.5,128.0
2184,20140418,20,PCA,100.8326845950212
2184,20140418,20,PM2.5,110.0
2190,20140418,21,PCA,56.57623485986489
2190,20140418,21,PM2.5,90.0
2196,20140418,22,PCA,25.58404575592397
2196,20140418,22,PM2.5,82.0
2202,20140418,23,PCA,-2.99256058415113
2202,20140418,23,PM2.5,63.0
2208,20140419,0,PCA,-5.490018979436825
2208,20140419,0,PM2.5,68.0
2214,20140419,1,PCA,-3.458391230418576
2214,20140419,1,PM2.5,71.0
2220,20140419,2,PCA,-35.22286611705565
2220,20140419,2,PM2.5,43.0
2226,20140419,3,PCA,-29.553898702502327
2226,20140419,3,PM2.5,56.0
2232,20140419,4,PCA,-50.682235308751494
2232,20140419,4,PM2.5,34.0
2238,20140419,5,PCA,-47.60646953007431
2238,20140419,5,PM2.5,40.0
2244,20140419,6,PCA,-24.459036491539646
2244,20140419,6,PM2.5,64.0
2250,20140419,7,PCA,-1.5488749485989803
2250,20140419,7,PM2.5,75.0
2256,20140419,8,PCA,24.034473370299178
2256,20140419,8,PM2.5,95.0
2262,20140419,9,PCA,10.896897064454091
2262,20140419,9,PM2.5,70.0
2268,20140419,10,PCA,-6.36868499689907
2268,20140419,10,PM2.5,57.0
2274,20140419,11,PCA,-24.213270040551098
2274,20140419,11,PM2.5,51.0
2280,20140419,12,PCA,-37.97190878691979
2280,20140419,12,PM2.5,48.0
2286,20140419,13,PCA,-61.48706072698567
2286,20140419,13,PM2.5,26.0
2292,20140419,14,PCA,-43.63733117151528
2292,20140419,14,PM2.5,51.0
2298,20140419,15,PCA,-50.04065841762269
2298,20140419,15,PM2.5,47.0
2304,20140419,16,PCA,-62.0095728072256
2304,20140419,16,PM2.5,34.0
2310,20140419,17,PCA,-56.6046582829002
2310,20140419,17,PM2.5,43.0
2316,20140419,18,PCA,-70.94292481270286
2316,20140419,18,PM2.5,29.0
2322,20140419,19,PCA,-48.718190734341825
2322,20140419,19,PM2.5,53.0
2328,20140419,20,PCA,-42.204221582816146
2328,20140419,20,PM2.5,45.0
2334,20140419,21,PCA,-35.73106026438582
2334,20140419,21,PM2.5,50.0
2340,20140419,22,PCA,-22.699658769510155
2340,20140419,22,PM2.5,58.0
