,date,hour,type,天坛
14484,20140719,4,PCA,32.75634194575518
14484,20140719,4,PM2.5,66.3
14490,20140719,5,PCA,38.39973315297125
14490,20140719,5,PM2.5,70.7
14496,20140719,6,PCA,30.44817146999787
14496,20140719,6,PM2.5,65.6
14502,20140719,7,PCA,33.15057815611305
14502,20140719,7,PM2.5,68.8
14508,20140719,8,PCA,43.63646356373967
14508,20140719,8,PM2.5,84.4
14514,20140719,9,PCA,33.39304099690018
14514,20140719,9,PM2.5,76.8
14520,20140719,10,PCA,19.788201762887773
14520,20140719,10,PM2.5,78.5
14526,20140719,11,PCA,3.3528998208145935
14526,20140719,11,PM2.5,66.6
14532,20140719,12,PCA,2.721782563192656
14532,20140719,12,PM2.5,69.3
14538,20140719,13,PCA,-7.189838825999461
14538,20140719,13,PM2.5,62.2
14544,20140719,14,PCA,-16.95664805467365
14544,20140719,14,PM2.5,52.7
14550,20140719,15,PCA,-26.960400126036454
14550,20140719,15,PM2.5,40.2
14556,20140719,16,PCA,-31.057077856830606
14556,20140719,16,PM2.5,42.2
14562,20140719,17,PCA,-25.35543665233772
14562,20140719,17,PM2.5,52.2
14568,20140719,18,PCA,-28.420576398879767
14568,20140719,18,PM2.5,49.6
14574,20140719,19,PCA,-28.16287616997442
14574,20140719,19,PM2.5,55.2
14580,20140719,20,PCA,-23.605465554281054
14580,20140719,20,PM2.5,62.5
14586,20140719,21,PCA,-16.19150995684984
14586,20140719,21,PM2.5,69.5
14592,20140719,22,PCA,-3.428648134389228
14592,20140719,22,PM2.5,83.4
14598,20140719,23,PCA,-23.25316219889398
14598,20140719,23,PM2.5,60.5
14604,20140720,0,PCA,-31.79201807296796
14604,20140720,0,PM2.5,37.6
14610,20140720,1,PCA,-32.84455196564367
14610,20140720,1,PM2.5,35.7
14616,20140720,2,PCA,-17.820290689959737
14616,20140720,2,PM2.5,49.0
14622,20140720,3,PCA,-16.64844023228634
14622,20140720,3,PM2.5,50.0
14628,20140720,4,PCA,-17.7144812423292
14628,20140720,4,PM2.5,52.1
14634,20140720,5,PCA,-14.052894421072232
14634,20140720,5,PM2.5,58.9
14640,20140720,6,PCA,-15.828445430069104
14640,20140720,6,PM2.5,55.9
14646,20140720,7,PCA,-19.832278786143924
14646,20140720,7,PM2.5,52.3
14652,20140720,8,PCA,-23.061977945174565
14652,20140720,8,PM2.5,49.5
14658,20140720,9,PCA,-20.698193800626996
14658,20140720,9,PM2.5,61.4
14664,20140720,10,PCA,-29.56299975687566
14664,20140720,10,PM2.5,52.8
14670,20140720,11,PCA,-26.043187560677776
14670,20140720,11,PM2.5,64.7
14676,20140720,12,PCA,-33.699348618578654
14676,20140720,12,PM2.5,60.0
14682,20140720,13,PCA,-8.026357914722453
14682,20140720,13,PM2.5,75.3
14688,20140720,14,PCA,8.71509874678282
14688,20140720,14,PM2.5,107.1
14694,20140720,15,PCA,16.39459687310947
14694,20140720,15,PM2.5,108.3
14700,20140720,16,PCA,8.765613632393178
14700,20140720,16,PM2.5,90.5
14706,20140720,17,PCA,-14.507980360339891
14706,20140720,17,PM2.5,69.3
14712,20140720,18,PCA,-10.082919741524863
14712,20140720,18,PM2.5,71.8
14718,20140720,19,PCA,-25.903122346626343
14718,20140720,19,PM2.5,59.8
14724,20140720,20,PCA,-31.345975438832426
14724,20140720,20,PM2.5,51.7
14730,20140720,21,PCA,-20.600261611253757
14730,20140720,21,PM2.5,61.3
14736,20140720,22,PCA,-19.449911905152074
14736,20140720,22,PM2.5,58.4
14742,20140720,23,PCA,-23.293914973923066
14742,20140720,23,PM2.5,50.9
14748,20140721,0,PCA,-21.37587548056385
14748,20140721,0,PM2.5,54.1
14754,20140721,1,PCA,-18.090697188815973
14754,20140721,1,PM2.5,54.1
14760,20140721,2,PCA,-18.540397219440433
14760,20140721,2,PM2.5,55.4
14766,20140721,3,PCA,-17.065101806871976
14766,20140721,3,PM2.5,55.6
14772,20140721,4,PCA,-17.01581422990218
14772,20140721,4,PM2.5,60.2
14778,20140721,5,PCA,-13.280476658733008
14778,20140721,5,PM2.5,60.9
14784,20140721,6,PCA,-12.674161049791172
14784,20140721,6,PM2.5,55.7
14790,20140721,7,PCA,-25.125140742988407
14790,20140721,7,PM2.5,38.6
14796,20140721,8,PCA,-40.757024784305734
14796,20140721,8,PM2.5,15.0
14802,20140721,9,PCA,-37.37713472683799
14802,20140721,9,PM2.5,18.1
14808,20140721,10,PCA,-42.142828285034845
14808,20140721,10,PM2.5,16.8
14814,20140721,11,PCA,-45.65671414665431
14814,20140721,11,PM2.5,15.4
14820,20140721,12,PCA,-47.132264456961565
14820,20140721,12,PM2.5,19.1
14826,20140721,13,PCA,-59.45241862389382
14826,20140721,13,PM2.5,11.4
14832,20140721,14,PCA,-57.54910732843301
14832,20140721,14,PM2.5,15.3
14838,20140721,15,PCA,-68.41227090640093
14838,20140721,15,PM2.5,8.7
14844,20140721,16,PCA,-67.25577038086068
14844,20140721,16,PM2.5,16.4
14850,20140721,17,PCA,-68.57990101868289
14850,20140721,17,PM2.5,11.6
14856,20140721,18,PCA,-67.59710271089308
14856,20140721,18,PM2.5,11.4
14862,20140721,19,PCA,-68.93524039908276
14862,20140721,19,PM2.5,9.0
14868,20140721,20,PCA,-65.06073476132453
14868,20140721,20,PM2.5,13.8
14874,20140721,21,PCA,-69.93645061769195
14874,20140721,21,PM2.5,10.3
14880,20140721,22,PCA,-67.4200736574846
14880,20140721,22,PM2.5,13.2
14886,20140721,23,PCA,-67.34196005624369
14886,20140721,23,PM2.5,14.2
14892,20140722,0,PCA,-78.60568256682244
14892,20140722,0,PM2.5,3.0
14898,20140722,1,PCA,-73.62749733092953
14898,20140722,1,PM2.5,11.6
14904,20140722,2,PCA,-73.85182132643084
14904,20140722,2,PM2.5,13.6
14910,20140722,3,PCA,-77.08935097126366
14910,20140722,3,PM2.5,11.7
14916,20140722,4,PCA,-74.79921354201443
14916,20140722,4,PM2.5,12.2
14922,20140722,5,PCA,-78.49142956636653
14922,20140722,5,PM2.5,8.7
14928,20140722,6,PCA,-84.20329654309766
14928,20140722,6,PM2.5,3.1
14934,20140722,7,PCA,-80.33645116508625
14934,20140722,7,PM2.5,8.7
14940,20140722,8,PCA,-73.35498605591759
14940,20140722,8,PM2.5,8.8
14946,20140722,9,PCA,-67.64446172116698
14946,20140722,9,PM2.5,15.8
14952,20140722,10,PCA,-68.30111055414355
14952,20140722,10,PM2.5,13.8
14958,20140722,11,PCA,-71.98369042254504
14958,20140722,11,PM2.5,11.2
14964,20140722,12,PCA,-72.99441182400669
14964,20140722,12,PM2.5,11.7
14970,20140722,13,PCA,-71.23095598556328
14970,20140722,13,PM2.5,16.8
14976,20140722,14,PCA,-66.66186703181405
14976,20140722,14,PM2.5,22.3
14982,20140722,15,PCA,-66.58998565109444
14982,20140722,15,PM2.5,17.8
14988,20140722,16,PCA,-65.86144134887286
14988,20140722,16,PM2.5,20.7
14994,20140722,17,PCA,-64.20226124776119
14994,20140722,17,PM2.5,21.4
15000,20140722,18,PCA,-65.51586427001612
15000,20140722,18,PM2.5,19.3
15006,20140722,19,PCA,-67.13244747314009
15006,20140722,19,PM2.5,16.4
15012,20140722,20,PCA,-66.49891840682386
15012,20140722,20,PM2.5,20.6
15018,20140722,21,PCA,-64.70212814049447
15018,20140722,21,PM2.5,20.4
15036,20140723,0,PCA,-60.225767175490724
15036,20140723,0,PM2.5,19.2
15042,20140723,1,PCA,-57.863363813580214
15042,20140723,1,PM2.5,20.0
15048,20140723,2,PCA,-56.38668380253856
15048,20140723,2,PM2.5,22.6
15054,20140723,3,PCA,-54.342489587121754
15054,20140723,3,PM2.5,24.4
15060,20140723,4,PCA,-58.5623176569832
15060,20140723,4,PM2.5,19.9
15066,20140723,5,PCA,-56.45232718673823
15066,20140723,5,PM2.5,21.1
15072,20140723,6,PCA,-56.433648770513834
15072,20140723,6,PM2.5,20.8
15078,20140723,7,PCA,-57.193928388484935
15078,20140723,7,PM2.5,17.9
15084,20140723,8,PCA,-50.51421421206225
15084,20140723,8,PM2.5,25.7
15102,20140723,11,PCA,-47.06483513378406
15102,20140723,11,PM2.5,22.2
15108,20140723,12,PCA,-44.77963079506688
15108,20140723,12,PM2.5,23.7
15114,20140723,13,PCA,-24.434228830892067
15114,20140723,13,PM2.5,45.3
15120,20140723,14,PCA,-54.24958384742589
15120,20140723,14,PM2.5,29.1
15126,20140723,15,PCA,-66.24109806252372
15126,20140723,15,PM2.5,15.1
15132,20140723,16,PCA,-64.3892498399058
15132,20140723,16,PM2.5,16.8
15138,20140723,17,PCA,-60.28198861960582
15138,20140723,17,PM2.5,19.1
15144,20140723,18,PCA,-41.48617461666113
15144,20140723,18,PM2.5,31.7
15150,20140723,19,PCA,-40.05077005806068
15150,20140723,19,PM2.5,33.6
15156,20140723,20,PCA,-41.4794621677884
15156,20140723,20,PM2.5,31.8
15162,20140723,21,PCA,-37.920128956221674
15162,20140723,21,PM2.5,37.2
15168,20140723,22,PCA,-32.46542407179438
15168,20140723,22,PM2.5,41.9
15174,20140723,23,PCA,-28.85969233506677
15174,20140723,23,PM2.5,38.7
15180,20140724,0,PCA,-10.682703428841627
15180,20140724,0,PM2.5,60.0
15186,20140724,1,PCA,-10.833565585116935
15186,20140724,1,PM2.5,60.9
15192,20140724,2,PCA,-15.777696648741848
15192,20140724,2,PM2.5,57.3
15198,20140724,3,PCA,-17.907698660782415
15198,20140724,3,PM2.5,52.2
15204,20140724,4,PCA,-14.10955587234453
15204,20140724,4,PM2.5,61.4
15210,20140724,5,PCA,0.8903847035611094
15210,20140724,5,PM2.5,78.8
15216,20140724,6,PCA,-9.389064320203218
15216,20140724,6,PM2.5,64.7
15222,20140724,7,PCA,-5.346247185512294
15222,20140724,7,PM2.5,68.8
15228,20140724,8,PCA,11.32579824879627
15228,20140724,8,PM2.5,79.7
15234,20140724,9,PCA,12.591650153847999
15234,20140724,9,PM2.5,73.8
15240,20140724,10,PCA,19.324624006285877
15240,20140724,10,PM2.5,81.3
15246,20140724,11,PCA,31.687364927821292
15246,20140724,11,PM2.5,98.0
15252,20140724,12,PCA,50.178939956420976
15252,20140724,12,PM2.5,116.5
15258,20140724,13,PCA,25.527667794607574
15258,20140724,13,PM2.5,95.5
15264,20140724,14,PCA,19.001296210375653
15264,20140724,14,PM2.5,88.1
15270,20140724,15,PCA,-9.087019044285647
15270,20140724,15,PM2.5,61.3
15276,20140724,16,PCA,-2.3964100613492993
15276,20140724,16,PM2.5,69.0
15282,20140724,17,PCA,3.622475367407373
15282,20140724,17,PM2.5,75.7
15288,20140724,18,PCA,-4.729544696018757
15288,20140724,18,PM2.5,70.3
15294,20140724,19,PCA,-28.18362146337198
15294,20140724,19,PM2.5,42.8
15300,20140724,20,PCA,-31.835965351802017
15300,20140724,20,PM2.5,34.6
15306,20140724,21,PCA,-30.50259138351111
15306,20140724,21,PM2.5,30.7
15312,20140724,22,PCA,-13.161002883929237
15312,20140724,22,PM2.5,49.3
15318,20140724,23,PCA,11.231821420564481
15318,20140724,23,PM2.5,75.4
15324,20140725,0,PCA,23.97026525754438
15324,20140725,0,PM2.5,90.8
15330,20140725,1,PCA,21.908589804861
15330,20140725,1,PM2.5,86.3
15336,20140725,2,PCA,20.205056203954918
15336,20140725,2,PM2.5,80.9
15342,20140725,3,PCA,34.488802812109924
15342,20140725,3,PM2.5,95.9
15348,20140725,4,PCA,47.299054926961
15348,20140725,4,PM2.5,112.0
15354,20140725,5,PCA,56.54929883971273
15354,20140725,5,PM2.5,124.9
15360,20140725,6,PCA,55.382599344195505
15360,20140725,6,PM2.5,121.1
15366,20140725,7,PCA,57.57128874740496
15366,20140725,7,PM2.5,118.2
15372,20140725,8,PCA,46.95630097581391
15372,20140725,8,PM2.5,107.8
15378,20140725,9,PCA,33.9469026072426
15378,20140725,9,PM2.5,91.3
15384,20140725,10,PCA,16.395844806106393
15384,20140725,10,PM2.5,72.4
15390,20140725,11,PCA,-15.4464982560568
15390,20140725,11,PM2.5,43.5
15396,20140725,12,PCA,-26.561405545228485
15396,20140725,12,PM2.5,39.2
15402,20140725,13,PCA,-36.266032734150976
15402,20140725,13,PM2.5,32.1
15408,20140725,14,PCA,-24.236844780813946
15408,20140725,14,PM2.5,44.4
15414,20140725,17,PCA,-20.77094299838891
15414,20140725,17,PM2.5,48.7
15420,20140725,18,PCA,-28.19953715927993
15420,20140725,18,PM2.5,41.4
15426,20140725,19,PCA,-24.52121442511599
15426,20140725,19,PM2.5,49.1
15432,20140725,20,PCA,-20.35477993942826
15432,20140725,20,PM2.5,58.0
15438,20140725,21,PCA,-10.868313771147593
15438,20140725,21,PM2.5,63.2
15444,20140725,22,PCA,4.367032965683701
15444,20140725,22,PM2.5,75.2
15450,20140725,23,PCA,-0.845477953630839
15450,20140725,23,PM2.5,70.8
15456,20140726,0,PCA,5.6732422860001686
15456,20140726,0,PM2.5,83.5
15462,20140726,1,PCA,5.859828357017335
15462,20140726,1,PM2.5,83.0
15468,20140726,2,PCA,15.209206396910322
15468,20140726,2,PM2.5,97.5
15474,20140726,3,PCA,35.565557222942886
15474,20140726,3,PM2.5,122.5
15480,20140726,4,PCA,54.96691478070107
15480,20140726,4,PM2.5,148.6
15486,20140726,5,PCA,62.675846226331004
15486,20140726,5,PM2.5,155.1
15492,20140726,6,PCA,63.71246933721947
15492,20140726,6,PM2.5,150.7
15498,20140726,7,PCA,69.52716454925005
15498,20140726,7,PM2.5,154.1
15504,20140726,8,PCA,75.80194836915466
15504,20140726,8,PM2.5,159.3
15510,20140726,9,PCA,75.00389853641819
15510,20140726,9,PM2.5,155.1
15516,20140726,10,PCA,79.85125590922449
15516,20140726,10,PM2.5,161.8
15522,20140726,11,PCA,67.08531509683968
15522,20140726,11,PM2.5,148.6
15528,20140726,12,PCA,40.12910243023935
15528,20140726,12,PM2.5,122.2
15534,20140726,13,PCA,18.353113116673864
15534,20140726,13,PM2.5,90.3
15540,20140726,14,PCA,10.031725516578122
15540,20140726,14,PM2.5,78.6
15546,20140726,15,PCA,5.957339268903722
15546,20140726,15,PM2.5,71.8
15552,20140726,16,PCA,10.580830326192023
15552,20140726,16,PM2.5,77.1
15558,20140726,17,PCA,14.260566847507816
15558,20140726,17,PM2.5,80.3
15564,20140726,18,PCA,20.025607488596822
15564,20140726,18,PM2.5,83.4
15570,20140726,19,PCA,11.95926028458448
15570,20140726,19,PM2.5,68.1
15576,20140726,20,PCA,14.370044442498076
15576,20140726,20,PM2.5,62.8
15582,20140726,21,PCA,21.182565745928777
15582,20140726,21,PM2.5,68.1
15588,20140726,22,PCA,22.70063146055686
15588,20140726,22,PM2.5,68.0
15594,20140726,23,PCA,24.029111892603904
15594,20140726,23,PM2.5,67.9
15600,20140727,0,PCA,23.821870363073423
15600,20140727,0,PM2.5,68.2
15606,20140727,1,PCA,27.121977915202752
15606,20140727,1,PM2.5,73.7
15612,20140727,2,PCA,32.39814795099652
15612,20140727,2,PM2.5,79.5
15618,20140727,3,PCA,40.399201975080494
15618,20140727,3,PM2.5,90.9
15624,20140727,4,PCA,52.26813807961372
15624,20140727,4,PM2.5,105.5
15630,20140727,5,PCA,48.04292840203148
15630,20140727,5,PM2.5,103.5
15636,20140727,6,PCA,54.15745878238325
15636,20140727,6,PM2.5,110.6
15642,20140727,7,PCA,62.92134376519335
15642,20140727,7,PM2.5,121.9
15648,20140727,8,PCA,74.94532296726109
15648,20140727,8,PM2.5,137.5
15654,20140727,9,PCA,68.18334516136007
15654,20140727,9,PM2.5,129.8
15660,20140727,10,PCA,67.92763381584669
15660,20140727,10,PM2.5,136.1
15666,20140727,11,PCA,65.56698734165096
15666,20140727,11,PM2.5,147.9
15672,20140727,12,PCA,62.67413098771453
15672,20140727,12,PM2.5,155.0
15678,20140727,13,PCA,52.663663418592286
15678,20140727,13,PM2.5,140.6
15684,20140727,14,PCA,39.10096751745307
15684,20140727,14,PM2.5,119.6
15690,20140727,15,PCA,22.97816943106249
15690,20140727,15,PM2.5,98.0
15696,20140727,16,PCA,20.419670430499615
15696,20140727,16,PM2.5,94.0
15702,20140727,17,PCA,16.647520210269985
15702,20140727,17,PM2.5,86.7
15708,20140727,18,PCA,26.05548463088664
15708,20140727,18,PM2.5,100.1
15714,20140727,19,PCA,31.23907150060622
15714,20140727,19,PM2.5,103.4
15720,20140727,20,PCA,38.841868620735475
15720,20140727,20,PM2.5,107.3
15726,20140727,21,PCA,33.25397677136002
15726,20140727,21,PM2.5,95.5
15732,20140727,22,PCA,29.654410295368805
15732,20140727,22,PM2.5,86.5
15738,20140727,23,PCA,34.47757890692728
15738,20140727,23,PM2.5,89.6
15744,20140728,0,PCA,43.28480497989149
15744,20140728,0,PM2.5,95.8
15750,20140728,1,PCA,51.203900920116624
15750,20140728,1,PM2.5,105.1
15756,20140728,2,PCA,64.687684301977
15756,20140728,2,PM2.5,119.2
15762,20140728,3,PCA,68.3417469049664
15762,20140728,3,PM2.5,120.7
15768,20140728,4,PCA,78.81411398412536
15768,20140728,4,PM2.5,130.5
15774,20140728,5,PCA,86.45085076370265
15774,20140728,5,PM2.5,132.3
15780,20140728,6,PCA,88.27065026878432
15780,20140728,6,PM2.5,132.5
15786,20140728,7,PCA,90.45758882868593
15786,20140728,7,PM2.5,131.3
15792,20140728,8,PCA,99.97637620636299
15792,20140728,8,PM2.5,147.8
15798,20140728,9,PCA,101.89688987094033
15798,20140728,9,PM2.5,156.2
15804,20140728,10,PCA,93.10211799487543
15804,20140728,10,PM2.5,153.8
15810,20140728,11,PCA,91.62562902396017
15810,20140728,11,PM2.5,158.3
15816,20140728,12,PCA,82.29393953668526
15816,20140728,12,PM2.5,152.1
15822,20140728,13,PCA,57.974253568651235
15822,20140728,13,PM2.5,120.8
15828,20140728,14,PCA,31.657526770498464
15828,20140728,14,PM2.5,83.5
15834,20140728,15,PCA,21.518390614299353
15834,20140728,15,PM2.5,70.0
15840,20140728,16,PCA,27.129824479849525
15840,20140728,16,PM2.5,79.4
15846,20140728,17,PCA,28.422088835274373
15846,20140728,17,PM2.5,81.8
15852,20140728,18,PCA,35.75014452820086
15852,20140728,18,PM2.5,91.9
15858,20140728,19,PCA,25.750799422375927
15858,20140728,19,PM2.5,77.4
15864,20140728,20,PCA,33.815474470975595
15864,20140728,20,PM2.5,89.5
15870,20140728,21,PCA,34.72133361645645
15870,20140728,21,PM2.5,86.6
15876,20140728,22,PCA,36.65596531360537
15876,20140728,22,PM2.5,83.8
15882,20140728,23,PCA,49.069809470858594
15882,20140728,23,PM2.5,97.3
15888,20140729,0,PCA,53.95685479546948
15888,20140729,0,PM2.5,99.1
15894,20140729,1,PCA,62.12027412621993
15894,20140729,1,PM2.5,106.5
15900,20140729,2,PCA,49.383165507733715
15900,20140729,2,PM2.5,96.7
15906,20140729,3,PCA,59.66711997730139
15906,20140729,3,PM2.5,112.4
15912,20140729,4,PCA,61.90098392565874
15912,20140729,4,PM2.5,118.1
15918,20140730,1,PCA,22.329326772867454
15918,20140730,1,PM2.5,56.3
15924,20140730,2,PCA,7.430879684367437
15924,20140730,2,PM2.5,44.5
15930,20140730,3,PCA,5.693570265476257
15930,20140730,3,PM2.5,40.3
15936,20140730,4,PCA,5.3789485017355885
15936,20140730,4,PM2.5,37.7
15942,20140730,5,PCA,17.245152303123337
15942,20140730,5,PM2.5,57.1
15948,20140730,6,PCA,34.61019132458502
15948,20140730,6,PM2.5,87.7
15954,20140730,7,PCA,48.04610397721726
15954,20140730,7,PM2.5,107.3
15960,20140730,8,PCA,71.66471885204903
15960,20140730,8,PM2.5,134.8
15966,20140730,9,PCA,83.05685845681131
15966,20140730,9,PM2.5,152.6
15972,20140730,10,PCA,80.68476534158931
15972,20140730,10,PM2.5,150.6
15978,20140730,11,PCA,81.51177342421998
15978,20140730,11,PM2.5,154.4
15984,20140730,12,PCA,75.08151916945583
15984,20140730,12,PM2.5,145.6
15990,20140730,13,PCA,63.38982261836294
15990,20140730,13,PM2.5,128.6
15996,20140730,14,PCA,63.96737538658728
15996,20140730,14,PM2.5,134.2
16002,20140730,15,PCA,57.77913361188199
16002,20140730,15,PM2.5,126.3
16008,20140730,16,PCA,41.682096057461244
16008,20140730,16,PM2.5,108.4
16014,20140730,17,PCA,61.44572339992665
16014,20140730,17,PM2.5,136.3
16020,20140730,18,PCA,67.16253964523337
16020,20140730,18,PM2.5,142.3
16026,20140730,19,PCA,78.03546405797458
16026,20140730,19,PM2.5,152.8
16032,20140730,20,PCA,89.10450754478839
16032,20140730,20,PM2.5,161.6
16038,20140730,21,PCA,109.00014396704051
16038,20140730,21,PM2.5,177.1
16044,20140730,22,PCA,134.83342755140285
16044,20140730,22,PM2.5,204.6
16050,20140730,23,PCA,141.37613495021847
16050,20140730,23,PM2.5,204.5
16056,20140731,0,PCA,146.4661519190389
16056,20140731,0,PM2.5,203.6
16062,20140731,1,PCA,145.14835477584222
16062,20140731,1,PM2.5,191.1
16068,20140731,2,PCA,162.62353333223425
16068,20140731,2,PM2.5,201.8
16074,20140731,3,PCA,160.0673222522234
16074,20140731,3,PM2.5,184.9
16080,20140731,4,PCA,162.5934149331097
16080,20140731,4,PM2.5,182.1
16086,20140731,5,PCA,168.1645438802086
16086,20140731,5,PM2.5,194.6
16092,20140731,6,PCA,180.28643484009947
16092,20140731,6,PM2.5,206.3
16098,20140731,7,PCA,191.66577284367162
16098,20140731,7,PM2.5,218.6
16104,20140731,8,PCA,185.55050202831626
16104,20140731,8,PM2.5,210.1
16110,20140731,9,PCA,197.50959316894196
16110,20140731,9,PM2.5,224.6
16116,20140731,10,PCA,203.11247129204733
16116,20140731,10,PM2.5,231.4
16122,20140731,11,PCA,201.63891518514913
16122,20140731,11,PM2.5,232.1
16128,20140731,12,PCA,177.98978781135932
16128,20140731,12,PM2.5,207.4
16134,20140731,13,PCA,187.4251560416381
16134,20140731,13,PM2.5,220.8
16140,20140731,14,PCA,182.45227536151424
16140,20140731,14,PM2.5,214.5
16146,20140731,15,PCA,168.53368722473317
16146,20140731,15,PM2.5,195.7
16152,20140731,16,PCA,155.17270690939822
16152,20140731,16,PM2.5,173.9
16158,20140731,17,PCA,149.99792319543585
16158,20140731,17,PM2.5,163.1
16164,20140731,18,PCA,134.46132670291965
16164,20140731,18,PM2.5,138.2
16170,20140731,19,PCA,144.07448984551675
16170,20140731,19,PM2.5,150.9
16176,20140731,20,PCA,154.47760979332224
16176,20140731,20,PM2.5,162.6
16182,20140731,21,PCA,156.00091490013526
16182,20140731,21,PM2.5,160.9
16188,20140731,22,PCA,161.53931665701492
16188,20140731,22,PM2.5,163.2
16194,20140731,23,PCA,179.08401047624537
16194,20140731,23,PM2.5,186.5
16200,20140801,0,PCA,178.21438237727102
16200,20140801,0,PM2.5,188.0
16206,20140801,1,PCA,164.50323222874195
16206,20140801,1,PM2.5,163.4
16212,20140801,2,PCA,157.73944596750914
16212,20140801,2,PM2.5,152.8
16218,20140801,3,PCA,173.73714566108453
16218,20140801,3,PM2.5,168.9
16224,20140801,4,PCA,169.4534927637017
16224,20140801,4,PM2.5,161.7
16230,20140801,5,PCA,155.0126488248857
16230,20140801,5,PM2.5,144.0
16236,20140801,6,PCA,145.52616848672164
16236,20140801,6,PM2.5,134.0
16242,20140801,7,PCA,144.0652769377774
16242,20140801,7,PM2.5,132.3
16248,20140801,8,PCA,164.53116765178513
16248,20140801,8,PM2.5,161.0
16254,20140801,9,PCA,173.45672873646504
16254,20140801,9,PM2.5,179.5
16260,20140801,10,PCA,156.1447873654484
16260,20140801,10,PM2.5,166.0
16278,20140801,13,PCA,67.05889879422976
16278,20140801,13,PM2.5,74.3
16284,20140801,14,PCA,109.68176947786706
16284,20140801,14,PM2.5,143.8
16290,20140801,15,PCA,97.39501737572861
16290,20140801,15,PM2.5,128.4
16296,20140801,16,PCA,88.59278300818461
16296,20140801,16,PM2.5,114.6
16302,20140801,17,PCA,82.01266231802971
16302,20140801,17,PM2.5,110.1
16308,20140801,18,PCA,95.41065462388757
16308,20140801,18,PM2.5,128.05
16314,20140801,19,PCA,108.80864692974546
16314,20140801,19,PM2.5,146.0
16320,20140801,20,PCA,115.23999996522939
16320,20140801,20,PM2.5,150.7
16326,20140801,21,PCA,120.02445107289397
16326,20140801,21,PM2.5,153.6
16332,20140801,22,PCA,126.04986182904965
16332,20140801,22,PM2.5,157.6
16338,20140801,23,PCA,117.73036997873457
16338,20140801,23,PM2.5,143.9
16344,20140802,0,PCA,97.69870141780888
16344,20140802,0,PM2.5,114.7
16350,20140802,1,PCA,91.39263884773221
16350,20140802,1,PM2.5,99.5
16356,20140802,2,PCA,88.61023142867997
16356,20140802,2,PM2.5,97.4
16362,20140802,3,PCA,88.65584164115977
16362,20140802,3,PM2.5,99.6
16368,20140802,4,PCA,85.43936392778359
16368,20140802,4,PM2.5,95.1
16374,20140802,5,PCA,84.3118378250021
16374,20140802,5,PM2.5,98.3
16380,20140802,6,PCA,61.92368338529579
16380,20140802,6,PM2.5,73.2
16386,20140802,7,PCA,54.864068033125825
16386,20140802,7,PM2.5,66.4
16392,20140802,8,PCA,56.890038469187914
16392,20140802,8,PM2.5,74.5
16398,20140802,9,PCA,49.5754962413669
16398,20140802,9,PM2.5,71.1
16404,20140802,10,PCA,75.02003512332236
16404,20140802,10,PM2.5,111.1
16410,20140802,11,PCA,80.83194904909983
16410,20140802,11,PM2.5,123.9
16416,20140802,12,PCA,93.54361841825761
16416,20140802,12,PM2.5,146.0
16422,20140802,13,PCA,82.34355741508644
16422,20140802,13,PM2.5,146.0
16428,20140802,14,PCA,73.53198436190999
16428,20140802,14,PM2.5,147.2
16434,20140802,15,PCA,58.64228655173402
16434,20140802,15,PM2.5,130.2
16440,20140802,16,PCA,51.992156711700005
16440,20140802,16,PM2.5,118.3
16446,20140802,17,PCA,51.84690073404825
16446,20140802,17,PM2.5,112.3
16452,20140802,18,PCA,43.56204105778561
16452,20140802,18,PM2.5,100.0
16458,20140802,19,PCA,51.045839991387794
16458,20140802,19,PM2.5,111.1
16464,20140802,20,PCA,60.128190113005644
16464,20140802,20,PM2.5,122.1
16470,20140802,21,PCA,60.47024500021548
16470,20140802,21,PM2.5,119.0
16476,20140802,22,PCA,57.43190567128456
16476,20140802,22,PM2.5,113.9
16482,20140802,23,PCA,68.03357853847497
16482,20140802,23,PM2.5,125.1
16488,20140803,0,PCA,77.66659261221872
16488,20140803,0,PM2.5,130.4
16494,20140803,1,PCA,79.05026428231625
16494,20140803,1,PM2.5,132.5
16500,20140803,2,PCA,81.65092970125433
16500,20140803,2,PM2.5,132.4
16506,20140803,3,PCA,104.5423565268207
16506,20140803,3,PM2.5,148.5
16512,20140803,4,PCA,118.44728366158293
16512,20140803,4,PM2.5,164.5
16518,20140803,5,PCA,117.03518244441068
16518,20140803,5,PM2.5,161.5
16524,20140803,6,PCA,122.6936832292426
16524,20140803,6,PM2.5,163.0
16530,20140803,7,PCA,124.23544980975937
16530,20140803,7,PM2.5,161.8
16536,20140803,8,PCA,94.42200124432816
16536,20140803,8,PM2.5,128.2
16542,20140803,9,PCA,90.61974661167754
16542,20140803,9,PM2.5,120.4
16548,20140803,10,PCA,78.7550839679118
16548,20140803,10,PM2.5,108.8
16554,20140803,11,PCA,87.11521612831469
16554,20140803,11,PM2.5,122.5
16560,20140803,12,PCA,95.48611221564948
16560,20140803,12,PM2.5,146.2
16806,20140805,5,PCA,-88.01923378784227
16806,20140805,5,PM2.5,11.3
16812,20140805,6,PCA,-86.40797655162444
16812,20140805,6,PM2.5,14.0
16818,20140805,7,PCA,-83.16699122113658
16818,20140805,7,PM2.5,12.5
16824,20140805,8,PCA,-73.83007641478693
16824,20140805,8,PM2.5,14.1
16830,20140805,9,PCA,-68.04112671178069
16830,20140805,9,PM2.5,19.9
