,date,hour,type,天坛
131586,20161015,13,PM2.5,157.0
131592,20161015,14,PCA,179.68671245542717
131592,20161015,14,PM2.5,168.0
131598,20161015,15,PCA,179.43211833053914
131598,20161015,15,PM2.5,172.0
131604,20161015,16,PCA,181.95164529871525
131604,20161015,16,PM2.5,177.0
131610,20161015,17,PCA,174.24417541413112
131610,20161015,17,PM2.5,169.0
131616,20161015,18,PCA,172.52295510922323
131616,20161015,18,PM2.5,169.0
131622,20161015,19,PCA,169.33930471259325
131622,20161015,19,PM2.5,161.0
131628,20161015,20,PCA,163.27823696601408
131628,20161015,20,PM2.5,158.0
131634,20161015,21,PCA,172.82678171584755
131634,20161015,21,PM2.5,174.0
131640,20161015,22,PCA,180.9061137798876
131640,20161015,22,PM2.5,181.0
131646,20161015,23,PCA,183.8762534437889
131646,20161015,23,PM2.5,185.0
131652,20161016,0,PCA,175.39036312741436
131652,20161016,0,PM2.5,176.0
131658,20161016,1,PCA,151.19125081502833
131658,20161016,1,PM2.5,143.0
131664,20161016,2,PCA,138.72905436258668
131664,20161016,2,PM2.5,127.0
131670,20161016,3,PCA,130.05546390133583
131670,20161016,3,PM2.5,117.0
131676,20161016,4,PCA,123.79187647486707
131676,20161016,4,PM2.5,112.0
131682,20161016,5,PCA,126.85691777116759
131682,20161016,5,PM2.5,117.0
131688,20161016,6,PCA,123.86909863393578
131688,20161016,6,PM2.5,114.0
131694,20161016,7,PCA,119.40147348075274
131694,20161016,7,PM2.5,113.0
131700,20161016,8,PCA,109.84125798638345
131700,20161016,8,PM2.5,104.0
131706,20161016,9,PCA,105.31730950130229
131706,20161016,9,PM2.5,102.0
131712,20161016,10,PCA,118.02981228265259
131712,20161016,10,PM2.5,120.0
131718,20161016,11,PCA,114.03900060404457
131718,20161016,11,PM2.5,125.0
131724,20161016,12,PCA,111.82903393015185
131724,20161016,12,PM2.5,129.0
131730,20161016,13,PCA,92.10149816363585
131730,20161016,13,PM2.5,109.0
131736,20161016,14,PCA,74.26175937789432
131736,20161016,14,PM2.5,91.0
131742,20161016,15,PCA,64.48493252916616
131742,20161016,15,PM2.5,82.0
131748,20161016,16,PCA,54.224729343472994
131748,20161016,16,PM2.5,75.0
131754,20161016,17,PCA,52.25742628623966
131754,20161016,17,PM2.5,76.0
131760,20161016,18,PCA,53.651891358115506
131760,20161016,18,PM2.5,77.0
131766,20161016,19,PCA,58.689930299469474
131766,20161016,19,PM2.5,83.0
131772,20161016,20,PCA,56.43111734647526
131772,20161016,20,PM2.5,81.0
131778,20161016,21,PCA,59.70887019991105
131778,20161016,21,PM2.5,91.0
131784,20161016,22,PCA,64.91527804506036
131784,20161016,22,PM2.5,102.0
131790,20161016,23,PCA,65.3555968928692
131790,20161016,23,PM2.5,104.0
131796,20161017,0,PCA,69.64413418262596
131796,20161017,0,PM2.5,113.0
131802,20161017,1,PCA,65.65865943537665
131802,20161017,1,PM2.5,111.0
131808,20161017,2,PCA,69.86088939912929
131808,20161017,2,PM2.5,115.0
131814,20161017,3,PCA,68.90346699604997
131814,20161017,3,PM2.5,115.0
131820,20161017,4,PCA,62.71565903461945
131820,20161017,4,PM2.5,105.0
131826,20161017,5,PCA,67.17793436518217
131826,20161017,5,PM2.5,108.0
131832,20161017,6,PCA,34.75260003246287
131832,20161017,6,PM2.5,68.0
131838,20161017,7,PCA,24.342402672225454
131838,20161017,7,PM2.5,59.0
131844,20161017,8,PCA,35.20979599073702
131844,20161017,8,PM2.5,74.0
131850,20161017,9,PCA,31.042915970829146
131850,20161017,9,PM2.5,67.0
131856,20161017,10,PCA,4.845458187460924
131856,20161017,10,PM2.5,40.0
131862,20161017,11,PCA,-14.683224258797765
131862,20161017,11,PM2.5,24.0
131868,20161017,12,PCA,-18.459538669059697
131868,20161017,12,PM2.5,24.0
131874,20161017,13,PCA,-23.434689771357583
131874,20161017,13,PM2.5,22.0
131880,20161017,14,PCA,-27.77607212515531
131880,20161017,14,PM2.5,21.0
131886,20161017,15,PCA,-32.64794971157459
131886,20161017,15,PM2.5,17.0
131892,20161017,16,PCA,-27.31159124921797
131892,20161017,16,PM2.5,39.0
131898,20161017,17,PCA,-22.947287434269622
131898,20161017,17,PM2.5,44.0
131904,20161017,18,PCA,-24.70974956657018
131904,20161017,18,PM2.5,33.0
131910,20161017,19,PCA,-11.004377146783774
131910,20161017,19,PM2.5,40.0
131916,20161017,20,PCA,1.5513569709068866
131916,20161017,20,PM2.5,53.0
131922,20161017,21,PCA,17.739434155959366
131922,20161017,21,PM2.5,76.0
131928,20161017,22,PCA,30.471825856022413
131928,20161017,22,PM2.5,108.0
131934,20161017,23,PCA,28.601755151254146
131934,20161017,23,PM2.5,103.0
131940,20161018,0,PCA,34.4217094811205
131940,20161018,0,PM2.5,110.0
131946,20161018,1,PCA,19.478119744139708
131946,20161018,1,PM2.5,93.0
131952,20161018,2,PCA,15.36016471983633
131952,20161018,2,PM2.5,88.0
131958,20161018,3,PCA,15.009407243621807
131958,20161018,3,PM2.5,77.0
131964,20161018,4,PCA,-3.502678591120859
131964,20161018,4,PM2.5,58.0
131970,20161018,5,PCA,-17.442200868822912
131970,20161018,5,PM2.5,42.0
131976,20161018,6,PCA,-16.802162208035092
131976,20161018,6,PM2.5,44.0
131982,20161018,7,PCA,-15.21836939274929
131982,20161018,7,PM2.5,46.0
131988,20161018,8,PCA,-4.899338091628848
131988,20161018,8,PM2.5,61.0
131994,20161018,9,PCA,3.4861134582872007
131994,20161018,9,PM2.5,73.0
132000,20161018,10,PCA,18.432376512942216
132000,20161018,10,PM2.5,91.0
132006,20161018,11,PCA,35.439997030313364
132006,20161018,11,PM2.5,110.0
132012,20161018,12,PCA,46.63224943815084
132012,20161018,12,PM2.5,121.0
132018,20161018,13,PCA,48.080032698897455
132018,20161018,13,PM2.5,117.0
132024,20161018,14,PCA,66.28333223643043
132024,20161018,14,PM2.5,136.0
132030,20161018,15,PCA,75.04654404351194
132030,20161018,15,PM2.5,145.0
132036,20161018,16,PCA,82.10221923058917
132036,20161018,16,PM2.5,148.0
132042,20161018,17,PCA,103.84369336834055
132042,20161018,17,PM2.5,172.0
132048,20161018,18,PCA,111.47512075645695
132048,20161018,18,PM2.5,172.0
132054,20161018,19,PCA,124.76822489976645
132054,20161018,19,PM2.5,181.0
132060,20161018,20,PCA,135.85076269511697
132060,20161018,20,PM2.5,190.0
132066,20161018,21,PCA,135.97346646444237
132066,20161018,21,PM2.5,184.0
132072,20161018,22,PCA,148.46547480690612
132072,20161018,22,PM2.5,198.0
132078,20161018,23,PCA,150.80532140284672
132078,20161018,23,PM2.5,197.0
132084,20161019,0,PCA,125.2267406506332
132084,20161019,0,PM2.5,160.0
132090,20161019,1,PCA,136.870660535115
132090,20161019,1,PM2.5,173.0
132096,20161019,2,PCA,144.54486956616205
132096,20161019,2,PM2.5,182.0
132102,20161019,3,PCA,139.2279893703676
132102,20161019,3,PM2.5,169.0
132108,20161019,4,PCA,134.35255325911612
132108,20161019,4,PM2.5,160.0
132114,20161019,5,PCA,140.222866136374
132114,20161019,5,PM2.5,163.0
132120,20161019,6,PCA,141.4618346160464
132120,20161019,6,PM2.5,159.0
132126,20161019,7,PCA,150.55974869509953
132126,20161019,7,PM2.5,163.0
132132,20161019,8,PCA,161.39189090175032
132132,20161019,8,PM2.5,173.0
132138,20161019,9,PCA,204.99935138209045
132138,20161019,9,PM2.5,224.0
132144,20161019,10,PCA,212.5823641299151
132144,20161019,10,PM2.5,228.0
132150,20161019,11,PCA,233.25321119312667
132150,20161019,11,PM2.5,247.0
132156,20161019,12,PCA,253.24640265214722
132156,20161019,12,PM2.5,265.0
132162,20161019,13,PCA,272.0682870432779
132162,20161019,13,PM2.5,284.0
132168,20161019,14,PCA,275.88958499979134
132168,20161019,14,PM2.5,292.0
132174,20161019,15,PCA,272.84124621339674
132174,20161019,15,PM2.5,290.0
132180,20161019,16,PCA,266.86498386668313
132180,20161019,16,PM2.5,281.0
132186,20161019,17,PCA,264.34847826857003
132186,20161019,17,PM2.5,274.0
132192,20161019,18,PCA,245.37630664767775
132192,20161019,18,PM2.5,242.0
132198,20161019,19,PCA,225.10856811511707
132198,20161019,19,PM2.5,210.0
132204,20161019,20,PCA,210.6845013618948
132204,20161019,20,PM2.5,192.0
132210,20161019,21,PCA,195.9480136956533
132210,20161019,21,PM2.5,173.0
132216,20161019,22,PCA,200.89770336263265
132216,20161019,22,PM2.5,180.0
132222,20161019,23,PCA,192.23644255209197
132222,20161019,23,PM2.5,171.0
132228,20161020,0,PCA,192.10608078269723
132228,20161020,0,PM2.5,169.0
132234,20161020,1,PCA,204.72739297494988
132234,20161020,1,PM2.5,180.0
132240,20161020,2,PCA,214.7686992069628
132240,20161020,2,PM2.5,195.0
132246,20161020,3,PCA,238.523687333239
132246,20161020,3,PM2.5,221.0
132252,20161020,4,PCA,254.34391065776026
132252,20161020,4,PM2.5,239.0
132258,20161020,5,PCA,232.68841681652393
132258,20161020,5,PM2.5,220.0
132264,20161020,6,PCA,148.32768536255074
132264,20161020,6,PM2.5,108.0
132270,20161020,7,PCA,109.46514052165921
132270,20161020,7,PM2.5,56.0
132276,20161020,8,PCA,88.28759592189581
132276,20161020,8,PM2.5,30.0
132282,20161020,9,PCA,81.55738440162216
132282,20161020,9,PM2.5,27.0
132288,20161020,10,PCA,81.94381628535523
132288,20161020,10,PM2.5,32.0
132294,20161020,11,PCA,75.44329881959173
132294,20161020,11,PM2.5,30.0
132300,20161020,12,PCA,64.40987014401294
132300,20161020,12,PM2.5,25.0
132306,20161020,13,PCA,63.39652942602364
132306,20161020,13,PM2.5,32.0
132312,20161020,14,PCA,59.56542512485778
132312,20161020,14,PM2.5,37.0
132318,20161020,15,PCA,42.54246117735989
132318,20161020,15,PM2.5,29.0
132324,20161020,16,PCA,45.64452552796435
132324,20161020,16,PM2.5,45.0
132330,20161020,17,PCA,39.14071900230432
132330,20161020,17,PM2.5,44.0
132336,20161020,18,PCA,35.09057908340083
132336,20161020,18,PM2.5,47.0
132342,20161020,19,PCA,28.450334693837988
132342,20161020,19,PM2.5,47.0
132348,20161020,20,PCA,26.864372590232062
132348,20161020,20,PM2.5,52.0
132354,20161020,21,PCA,19.40284906662247
132354,20161020,21,PM2.5,49.0
132360,20161020,22,PCA,13.469463445805314
132360,20161020,22,PM2.5,49.0
132366,20161020,23,PCA,1.4397655804362268
132366,20161020,23,PM2.5,42.0
132372,20161021,0,PCA,-1.163563993072584
132372,20161021,0,PM2.5,43.0
132378,20161021,1,PCA,-11.787151911345866
132378,20161021,1,PM2.5,39.0
132384,20161021,2,PCA,-22.69641804503538
132384,20161021,2,PM2.5,36.0
132390,20161021,3,PCA,-25.360336803758894
132390,20161021,3,PM2.5,42.0
132396,20161021,4,PCA,-30.749194583484055
132396,20161021,4,PM2.5,45.0
132402,20161021,5,PCA,-35.03079330220405
132402,20161021,5,PM2.5,48.0
132408,20161021,6,PCA,-38.23554202753164
132408,20161021,6,PM2.5,44.0
132414,20161021,7,PCA,-33.03095731483535
132414,20161021,7,PM2.5,47.0
132420,20161021,8,PCA,-30.179614062702566
132420,20161021,8,PM2.5,50.0
132426,20161021,9,PCA,-33.78237455632583
132426,20161021,9,PM2.5,42.0
132432,20161021,10,PCA,-26.632419173196553
132432,20161021,10,PM2.5,50.0
132438,20161021,11,PCA,-23.32613477226005
132438,20161021,11,PM2.5,54.0
132444,20161021,12,PCA,-21.867598269327093
132444,20161021,12,PM2.5,53.0
132450,20161021,13,PCA,-23.672487465074305
132450,20161021,13,PM2.5,50.0
132456,20161021,14,PCA,-15.249841076579644
132456,20161021,14,PM2.5,59.0
132462,20161021,15,PCA,-8.982689490116364
132462,20161021,15,PM2.5,66.0
132468,20161021,16,PCA,-13.199455862726522
132468,20161021,16,PM2.5,56.0
132474,20161021,17,PCA,-18.498431803924195
132474,20161021,17,PM2.5,52.0
132480,20161021,18,PCA,-22.02469954905323
132480,20161021,18,PM2.5,45.0
132486,20161021,19,PCA,-24.68394688610304
132486,20161021,19,PM2.5,42.0
132492,20161021,20,PCA,-34.54480868176353
132492,20161021,20,PM2.5,31.0
132498,20161021,21,PCA,-39.28382236543439
132498,20161021,21,PM2.5,27.0
132504,20161021,22,PCA,-38.36534894870379
132504,20161021,22,PM2.5,29.0
132510,20161021,23,PCA,-40.52445573308575
132510,20161021,23,PM2.5,27.0
132516,20161022,0,PCA,-43.485322918612525
132516,20161022,0,PM2.5,24.0
132522,20161022,1,PCA,-45.43715644793466
132522,20161022,1,PM2.5,23.0
132528,20161022,2,PCA,-41.65801292341505
132528,20161022,2,PM2.5,27.0
132534,20161022,3,PCA,-50.97622757499007
132534,20161022,3,PM2.5,17.0
132540,20161022,4,PCA,-53.46143577002309
132540,20161022,4,PM2.5,16.0
132546,20161022,5,PCA,-53.03708123731906
132546,20161022,5,PM2.5,22.0
132552,20161022,6,PCA,-52.93401697554235
132552,20161022,6,PM2.5,22.0
132558,20161022,7,PCA,-62.919180111378935
132558,20161022,7,PM2.5,10.0
132564,20161022,8,PCA,-67.16336818249283
132564,20161022,8,PM2.5,8.0
132570,20161022,9,PCA,-61.78777613083634
132570,20161022,9,PM2.5,18.0
132576,20161022,10,PCA,-64.47627148611473
132576,20161022,10,PM2.5,19.0
132582,20161022,11,PCA,-78.81549218237231
132582,20161022,11,PM2.5,3.0
132588,20161022,12,PCA,-79.04994613801132
132588,20161022,12,PM2.5,5.0
132594,20161022,13,PCA,-74.855146254375
132594,20161022,13,PM2.5,13.0
132600,20161022,14,PCA,-79.45143677411822
132600,20161022,14,PM2.5,9.0
132606,20161022,15,PCA,-86.27059724283264
132606,20161022,15,PM2.5,3.0
132612,20161022,16,PCA,-86.54300714286232
132612,20161022,16,PM2.5,4.0
132618,20161022,17,PCA,-89.37406736900927
132618,20161022,17,PM2.5,3.0
132624,20161022,18,PCA,-85.98066033935682
132624,20161022,18,PM2.5,6.0
132630,20161022,19,PCA,-83.4744365690767
132630,20161022,19,PM2.5,12.0
132636,20161022,20,PCA,-88.52340391492278
132636,20161022,20,PM2.5,6.0
132642,20161022,21,PCA,-82.10819159096194
132642,20161022,21,PM2.5,13.0
132648,20161022,22,PCA,-74.23765887167401
132648,20161022,22,PM2.5,14.0
132654,20161022,23,PCA,-70.48459913858318
132654,20161022,23,PM2.5,24.0
132660,20161023,0,PCA,-65.13838821969465
132660,20161023,0,PM2.5,30.0
132666,20161023,1,PCA,-63.337840416872524
132666,20161023,1,PM2.5,32.0
132672,20161023,2,PCA,-71.06557383267027
132672,20161023,2,PM2.5,21.0
132678,20161023,3,PCA,-68.09466987568506
132678,20161023,3,PM2.5,25.0
132684,20161023,4,PCA,-65.0366084074744
132684,20161023,4,PM2.5,27.0
132690,20161023,5,PCA,-65.4185073583887
132690,20161023,5,PM2.5,27.0
132696,20161023,6,PCA,-63.21292988939975
132696,20161023,6,PM2.5,31.0
132702,20161023,7,PCA,-62.33731517492552
132702,20161023,7,PM2.5,31.0
132708,20161023,8,PCA,-66.89841724153221
132708,20161023,8,PM2.5,23.0
132714,20161023,9,PCA,-68.56260846276987
132714,20161023,9,PM2.5,21.0
132720,20161023,10,PCA,-74.1130193858492
132720,20161023,10,PM2.5,15.0
132726,20161023,11,PCA,-70.62638535397409
132726,20161023,11,PM2.5,19.0
132732,20161023,12,PCA,-72.4775740500076
132732,20161023,12,PM2.5,17.0
132738,20161023,13,PCA,-69.47934402885342
132738,20161023,13,PM2.5,24.0
132744,20161023,14,PCA,-66.45184649469842
132744,20161023,14,PM2.5,26.0
132750,20161023,15,PCA,-62.7165547143932
132750,20161023,15,PM2.5,31.0
132756,20161023,16,PCA,-52.92950916228085
132756,20161023,16,PM2.5,38.0
132762,20161023,17,PCA,-59.41683477202956
132762,20161023,17,PM2.5,26.0
132768,20161023,18,PCA,-58.18328343210582
132768,20161023,18,PM2.5,27.0
132774,20161023,19,PCA,-56.60896939099161
132774,20161023,19,PM2.5,24.0
132780,20161023,20,PCA,-47.00700504336294
132780,20161023,20,PM2.5,33.0
132786,20161023,21,PCA,-45.28196008576378
132786,20161023,21,PM2.5,29.0
132792,20161023,22,PCA,-39.10514636444408
132792,20161023,22,PM2.5,41.0
132798,20161023,23,PCA,-32.809707415676456
132798,20161023,23,PM2.5,51.0
132804,20161024,0,PCA,-21.814933131576122
132804,20161024,0,PM2.5,60.0
132810,20161024,1,PCA,-25.967812977632448
132810,20161024,1,PM2.5,55.0
132816,20161024,2,PCA,-30.799477542682023
132816,20161024,2,PM2.5,50.0
132822,20161024,3,PCA,-31.89738460771896
132822,20161024,3,PM2.5,52.0
132828,20161024,4,PCA,-35.12986251768209
132828,20161024,4,PM2.5,49.0
132834,20161024,5,PCA,-33.76129633273182
132834,20161024,5,PM2.5,49.0
132840,20161024,6,PCA,-25.168749267002184
132840,20161024,6,PM2.5,59.0
132846,20161024,7,PCA,-25.85600341070861
132846,20161024,7,PM2.5,54.0
132852,20161024,8,PCA,-38.19080914498669
132852,20161024,8,PM2.5,35.0
132858,20161024,9,PCA,-32.952593573324386
132858,20161024,9,PM2.5,41.0
132864,20161024,10,PCA,-26.45762862935746
132864,20161024,10,PM2.5,47.0
132870,20161024,11,PCA,-13.335808385860988
132870,20161024,11,PM2.5,61.0
132876,20161024,12,PCA,3.769580947948254
132876,20161024,12,PM2.5,80.0
132882,20161024,13,PCA,8.30678800621852
132882,20161024,13,PM2.5,86.0
132888,20161024,14,PCA,-0.7038826694719814
132888,20161024,14,PM2.5,73.0
132894,20161024,15,PCA,-16.649728386270173
132894,20161024,15,PM2.5,53.0
132900,20161024,16,PCA,-8.779757627981585
132900,20161024,16,PM2.5,66.0
132906,20161024,17,PCA,-9.892026730283598
132906,20161024,17,PM2.5,61.0
132912,20161024,18,PCA,-10.992140553467895
132912,20161024,18,PM2.5,58.0
132918,20161024,19,PCA,1.6188614347829426
132918,20161024,19,PM2.5,75.0
132924,20161024,20,PCA,8.082101357102326
132924,20161024,20,PM2.5,83.0
132930,20161024,21,PCA,19.360083418502903
132930,20161024,21,PM2.5,96.0
132936,20161024,22,PCA,21.461486776718115
132936,20161024,22,PM2.5,98.0
132942,20161024,23,PCA,20.157711680824548
132942,20161024,23,PM2.5,94.0
132948,20161025,0,PCA,15.402410808179832
132948,20161025,0,PM2.5,87.0
132954,20161025,1,PCA,25.806306741273954
132954,20161025,1,PM2.5,100.0
132960,20161025,2,PCA,29.10654679152512
132960,20161025,2,PM2.5,104.0
132966,20161025,3,PCA,34.12953573285192
132966,20161025,3,PM2.5,108.0
132972,20161025,4,PCA,23.277319754317215
132972,20161025,4,PM2.5,94.0
132978,20161025,5,PCA,21.62107784990521
132978,20161025,5,PM2.5,88.0
132984,20161025,6,PCA,10.174980773895424
132984,20161025,6,PM2.5,70.0
132990,20161025,7,PCA,3.3444642016566286
132990,20161025,7,PM2.5,61.0
132996,20161025,8,PCA,-0.5251851850553958
132996,20161025,8,PM2.5,55.0
133002,20161025,9,PCA,29.269655781030327
133002,20161025,9,PM2.5,85.0
133008,20161025,10,PCA,53.50076631864033
133008,20161025,10,PM2.5,107.0
133014,20161025,11,PCA,65.51262327893312
133014,20161025,11,PM2.5,115.0
133020,20161025,12,PCA,79.60266699005126
133020,20161025,12,PM2.5,130.0
133026,20161025,13,PCA,96.34610755389859
133026,20161025,13,PM2.5,146.0
133032,20161025,14,PCA,121.55185654707833
133032,20161025,14,PM2.5,173.0
133038,20161025,15,PCA,81.57680086657892
133038,20161025,15,PM2.5,126.0
133044,20161025,16,PCA,58.372447913206344
133044,20161025,16,PM2.5,99.0
133050,20161025,17,PCA,63.76022675883612
133050,20161025,17,PM2.5,106.0
133056,20161025,18,PCA,62.13773251005176
133056,20161025,18,PM2.5,101.0
133062,20161025,19,PCA,64.50032938282233
133062,20161025,19,PM2.5,101.0
133068,20161025,20,PCA,76.91999974907408
133068,20161025,20,PM2.5,118.0
133074,20161025,21,PCA,87.68716355522902
133074,20161025,21,PM2.5,134.0
133080,20161025,22,PCA,84.67373351205387
133080,20161025,22,PM2.5,131.0
133086,20161025,23,PCA,77.95350516629298
133086,20161025,23,PM2.5,122.0
133092,20161026,0,PCA,75.56568124224044
133092,20161026,0,PM2.5,121.0
133098,20161026,1,PCA,67.3472892352183
133098,20161026,1,PM2.5,110.0
133104,20161026,2,PCA,98.43347879605001
133104,20161026,2,PM2.5,136.0
133110,20161026,3,PCA,96.02194717510011
133110,20161026,3,PM2.5,131.0
133146,20161026,9,PCA,-4.286075617693522
133146,20161026,9,PM2.5,10.0
133152,20161026,10,PCA,-11.61908295743837
133152,20161026,10,PM2.5,8.0
133158,20161026,11,PCA,-22.23257972697151
133158,20161026,11,PM2.5,3.0
133164,20161026,12,PCA,-24.56162844564156
133164,20161026,12,PM2.5,9.0
133170,20161026,13,PCA,-21.52985277723977
133170,20161026,13,PM2.5,20.0
133176,20161026,14,PCA,-10.127402965704027
133176,20161026,14,PM2.5,42.0
133182,20161026,15,PCA,-26.321868908624733
133182,20161026,15,PM2.5,22.0
133188,20161026,16,PCA,-22.43357134018244
133188,20161026,16,PM2.5,29.0
133194,20161026,17,PCA,-32.85192495525375
133194,20161026,17,PM2.5,13.0
133200,20161026,18,PCA,-21.402250779402788
133200,20161026,18,PM2.5,32.0
133206,20161026,19,PCA,-30.0762021843039
133206,20161026,19,PM2.5,20.0
133212,20161026,20,PCA,-29.370751778448223
133212,20161026,20,PM2.5,23.0
133218,20161026,21,PCA,-31.32284893915392
133218,20161026,21,PM2.5,26.0
133224,20161026,22,PCA,-31.534529984503916
133224,20161026,22,PM2.5,30.0
133230,20161026,23,PCA,-35.366080570088435
133230,20161026,23,PM2.5,29.0
133236,20161027,0,PCA,-38.69781689311296
133236,20161027,0,PM2.5,24.0
133242,20161027,1,PCA,-43.54027527698306
133242,20161027,1,PM2.5,19.0
133248,20161027,2,PCA,-42.875251253634055
133248,20161027,2,PM2.5,26.0
133254,20161027,3,PCA,-52.39273140771159
133254,20161027,3,PM2.5,14.0
133260,20161027,4,PCA,-57.995797635502235
133260,20161027,4,PM2.5,15.0
133266,20161027,5,PCA,-60.062089599906685
133266,20161027,5,PM2.5,16.0
133272,20161027,6,PCA,-52.959955748305894
133272,20161027,6,PM2.5,25.0
133278,20161027,7,PCA,-47.39067844357332
133278,20161027,7,PM2.5,25.0
133284,20161027,8,PCA,-41.80699127921961
133284,20161027,8,PM2.5,30.0
133290,20161027,9,PCA,-35.402712263162336
133290,20161027,9,PM2.5,37.0
133296,20161027,10,PCA,-27.023469002530423
133296,20161027,10,PM2.5,47.0
133302,20161027,11,PCA,-27.195018260243998
133302,20161027,11,PM2.5,45.0
133308,20161027,12,PCA,-26.566939196152457
133308,20161027,12,PM2.5,44.0
133314,20161027,13,PCA,-17.751712786511963
133314,20161027,13,PM2.5,53.0
133320,20161027,14,PCA,-22.097698528943575
133320,20161027,14,PM2.5,48.0
133326,20161027,15,PCA,-14.331644808866022
133326,20161027,15,PM2.5,60.0
133332,20161027,16,PCA,-18.5350260590507
133332,20161027,16,PM2.5,55.0
133338,20161027,17,PCA,-26.59572704523722
133338,20161027,17,PM2.5,45.0
133344,20161027,18,PCA,-33.46992099009793
133344,20161027,18,PM2.5,36.0
133350,20161027,19,PCA,-37.93564048634441
133350,20161027,19,PM2.5,32.0
133356,20161027,20,PCA,-37.35294744675984
133356,20161027,20,PM2.5,34.0
133362,20161027,21,PCA,-42.40986816788157
133362,20161027,21,PM2.5,27.0
133368,20161027,22,PCA,-52.392583547646225
133368,20161027,22,PM2.5,15.0
133374,20161027,23,PCA,-55.62659004377717
133374,20161027,23,PM2.5,12.0
133380,20161028,0,PCA,-54.357511020762416
133380,20161028,0,PM2.5,13.0
133386,20161028,1,PCA,-51.70982904133887
133386,20161028,1,PM2.5,15.0
133392,20161028,2,PCA,-53.71403811687023
133392,20161028,2,PM2.5,12.0
133398,20161028,3,PCA,-48.04460522042
133398,20161028,3,PM2.5,20.0
133404,20161028,4,PCA,-57.72570075170767
133404,20161028,4,PM2.5,8.0
133410,20161028,5,PCA,-60.02430889828666
133410,20161028,5,PM2.5,9.0
133416,20161028,6,PCA,-57.476127020645315
133416,20161028,6,PM2.5,13.0
133422,20161028,7,PCA,-51.033585445243716
133422,20161028,7,PM2.5,19.0
133428,20161028,8,PCA,-60.0429270362935
133428,20161028,8,PM2.5,11.0
133434,20161028,9,PCA,-69.3234794185849
133434,20161028,9,PM2.5,3.0
133440,20161028,10,PCA,-66.46173503510451
133440,20161028,10,PM2.5,7.0
133446,20161028,11,PCA,-65.56528567190128
133446,20161028,11,PM2.5,13.0
133452,20161028,12,PCA,-73.01345817525885
133452,20161028,12,PM2.5,7.0
133458,20161028,13,PCA,-83.36314248984407
133458,20161028,13,PM2.5,3.0
133464,20161028,14,PCA,-83.59992083959042
133464,20161028,14,PM2.5,10.0
133470,20161028,15,PCA,-87.61637825806619
133470,20161028,15,PM2.5,10.0
133476,20161028,16,PCA,-92.63860290630906
133476,20161028,16,PM2.5,6.0
133482,20161028,17,PCA,-89.21598592820932
133482,20161028,17,PM2.5,10.0
133488,20161028,18,PCA,-87.43630765662562
133488,20161028,18,PM2.5,7.0
133494,20161028,19,PCA,-71.18793120678423
133494,20161028,19,PM2.5,21.0
133500,20161028,20,PCA,-78.57730994012765
133500,20161028,20,PM2.5,11.0
133506,20161028,21,PCA,-67.95347788524303
133506,20161028,21,PM2.5,12.0
133512,20161028,22,PCA,-69.53773961840652
133512,20161028,22,PM2.5,3.0
133518,20161028,23,PCA,-64.32329569311604
133518,20161028,23,PM2.5,12.0
133524,20161029,0,PCA,-64.32253140003215
133524,20161029,0,PM2.5,12.0
133530,20161029,1,PCA,-64.08111711107549
133530,20161029,1,PM2.5,14.0
133536,20161029,2,PCA,-61.6078515734045
133536,20161029,2,PM2.5,15.0
133542,20161029,3,PCA,-71.04428833196084
133542,20161029,3,PM2.5,3.0
133548,20161029,4,PCA,-56.81776873574367
133548,20161029,4,PM2.5,18.0
133554,20161029,5,PCA,-58.4917915327879
133554,20161029,5,PM2.5,8.0
133560,20161029,6,PCA,-53.614637076039024
133560,20161029,6,PM2.5,16.0
133566,20161029,7,PCA,-55.578800256071304
133566,20161029,7,PM2.5,14.0
133572,20161029,8,PCA,-53.4766326047722
133572,20161029,8,PM2.5,16.0
133578,20161029,9,PCA,-48.62306484130689
133578,20161029,9,PM2.5,14.0
133584,20161029,10,PCA,-40.33781692405422
133584,20161029,10,PM2.5,25.0
133590,20161029,11,PCA,-46.61821733113179
133590,20161029,11,PM2.5,17.0
133596,20161029,12,PCA,-50.47472344868163
133596,20161029,12,PM2.5,19.0
133602,20161029,13,PCA,-47.505167831764986
133602,20161029,13,PM2.5,28.0
133608,20161029,14,PCA,-48.092425319023995
133608,20161029,14,PM2.5,26.0
133614,20161029,15,PCA,-45.41947485088346
133614,20161029,15,PM2.5,28.0
133620,20161029,16,PCA,-45.52538680192686
133620,20161029,16,PM2.5,28.0
133626,20161029,17,PCA,-43.30648664026973
133626,20161029,17,PM2.5,30.0
133632,20161029,18,PCA,-46.063138385283466
133632,20161029,18,PM2.5,21.0
133638,20161029,19,PCA,-34.60215532831017
133638,20161029,19,PM2.5,28.0
133644,20161029,20,PCA,-30.12815320837534
133644,20161029,20,PM2.5,32.0
133650,20161029,21,PCA,-32.687596155160314
133650,20161029,21,PM2.5,31.0
133656,20161029,22,PCA,-31.539109819915538
133656,20161029,22,PM2.5,30.0
133662,20161029,23,PCA,-20.030514534100686
133662,20161029,23,PM2.5,44.0
133668,20161030,0,PCA,-17.53356324219515
133668,20161030,0,PM2.5,49.0
133674,20161030,1,PCA,-19.594711450809385
133674,20161030,1,PM2.5,46.0
133680,20161030,2,PCA,-16.885381446802025
133680,20161030,2,PM2.5,51.0
