,date,hour,type,密云水库
167208,20170725,1,PM2.5,14.0
167214,20170725,2,PCA,-63.016037860224486
167214,20170725,2,PM2.5,16.0
167220,20170725,3,PCA,-64.75951591763089
167220,20170725,3,PM2.5,14.0
167226,20170725,4,PCA,-53.99916694749437
167226,20170725,4,PM2.5,22.0
167232,20170725,5,PCA,-42.59198939207059
167232,20170725,5,PM2.5,23.0
167238,20170725,6,PCA,-54.50320415558972
167238,20170725,6,PM2.5,22.0
167244,20170725,7,PCA,-62.36763087721827
167244,20170725,7,PM2.5,17.0
167250,20170725,8,PCA,-49.38438959661289
167250,20170725,8,PM2.5,21.0
167256,20170725,9,PCA,-48.91486686857812
167256,20170725,9,PM2.5,23.0
167262,20170725,10,PCA,-39.86476665015359
167262,20170725,10,PM2.5,26.0
167268,20170725,11,PCA,-17.71494857380797
167268,20170725,11,PM2.5,28.0
167274,20170725,12,PCA,-17.683777039051332
167274,20170725,12,PM2.5,34.0
167280,20170725,13,PCA,26.523475546415792
167280,20170725,13,PM2.5,60.0
167286,20170725,14,PCA,35.03870061755556
167286,20170725,14,PM2.5,66.0
167292,20170725,15,PCA,29.081760776993093
167292,20170725,15,PM2.5,62.0
167298,20170725,16,PCA,15.196548523668783
167298,20170725,16,PM2.5,53.0
167304,20170725,17,PCA,20.24090481056739
167304,20170725,17,PM2.5,56.0
167310,20170725,18,PCA,31.106876365483696
167310,20170725,18,PM2.5,63.0
167316,20170725,19,PCA,42.38871915384467
167316,20170725,19,PM2.5,71.0
167322,20170725,20,PCA,39.55500416889249
167322,20170725,20,PM2.5,70.0
167328,20170725,21,PCA,29.564124901029587
167328,20170725,21,PM2.5,62.0
167334,20170725,22,PCA,39.02266956403654
167334,20170725,22,PM2.5,68.0
167340,20170725,23,PCA,48.75334523557835
167340,20170725,23,PM2.5,74.0
167346,20170726,0,PCA,59.465983700130145
167346,20170726,0,PM2.5,82.0
167352,20170726,1,PCA,53.13432410867513
167352,20170726,1,PM2.5,81.0
167358,20170726,2,PCA,46.43449954475812
167358,20170726,2,PM2.5,77.0
167364,20170726,3,PCA,43.64140083760617
167364,20170726,3,PM2.5,75.0
167370,20170726,4,PCA,37.06933740161772
167370,20170726,4,PM2.5,73.0
167376,20170726,5,PCA,-41.16825282094246
167376,20170726,5,PM2.5,24.0
167382,20170726,6,PCA,-51.97022684076024
167382,20170726,6,PM2.5,16.0
167388,20170726,7,PCA,-31.253948063260054
167388,20170726,7,PM2.5,17.0
167394,20170726,8,PCA,-49.071970151188616
167394,20170726,8,PM2.5,22.0
167400,20170726,9,PCA,-56.01297677712387
167400,20170726,9,PM2.5,18.0
167406,20170726,10,PCA,-57.248675312190024
167406,20170726,10,PM2.5,15.0
167412,20170726,11,PCA,-60.722925797304285
167412,20170726,11,PM2.5,8.0
167418,20170726,12,PCA,-57.41915660458622
167418,20170726,12,PM2.5,13.0
167424,20170726,13,PCA,-54.8169698239139
167424,20170726,13,PM2.5,7.0
167430,20170726,14,PCA,-48.111998460442976
167430,20170726,14,PM2.5,12.0
167436,20170726,15,PCA,-47.498361448629254
167436,20170726,15,PM2.5,11.0
167442,20170726,16,PCA,-47.33606514850649
167442,20170726,16,PM2.5,11.0
167448,20170726,17,PCA,-46.079475991468364
167448,20170726,17,PM2.5,13.0
167454,20170726,18,PCA,-45.02915583466901
167454,20170726,18,PM2.5,9.0
167460,20170726,19,PCA,-49.20629131735834
167460,20170726,19,PM2.5,10.0
167466,20170726,20,PCA,-44.2092498226165
167466,20170726,20,PM2.5,14.0
167472,20170726,21,PCA,-25.120850291501583
167472,20170726,21,PM2.5,16.0
167478,20170726,22,PCA,-61.673073962503615
167478,20170726,22,PM2.5,15.0
167484,20170726,23,PCA,-61.3484813622581
167484,20170726,23,PM2.5,15.0
167490,20170727,0,PCA,-37.76077028757521
167490,20170727,0,PM2.5,16.0
167496,20170727,1,PCA,-60.87554966481152
167496,20170727,1,PM2.5,17.0
167502,20170727,2,PCA,-32.191688168944445
167502,20170727,2,PM2.5,24.0
167508,20170727,3,PCA,-48.29493375484288
167508,20170727,3,PM2.5,26.0
167514,20170727,4,PCA,-54.4289675788341
167514,20170727,4,PM2.5,20.0
167520,20170727,5,PCA,-50.70474521477201
167520,20170727,5,PM2.5,21.0
167526,20170727,6,PCA,-44.843119171670246
167526,20170727,6,PM2.5,27.0
167532,20170727,7,PCA,-30.788986199826056
167532,20170727,7,PM2.5,35.0
167538,20170727,8,PCA,-42.62318592960402
167538,20170727,8,PM2.5,27.0
167544,20170727,9,PCA,-43.46662514861545
167544,20170727,9,PM2.5,26.0
167550,20170727,10,PCA,-35.30177416059815
167550,20170727,10,PM2.5,28.0
167556,20170727,11,PCA,-40.87939511380275
167556,20170727,11,PM2.5,25.0
167562,20170727,12,PCA,-24.57817299782184
167562,20170727,12,PM2.5,22.0
167568,20170727,13,PCA,-31.403353877665122
167568,20170727,13,PM2.5,17.0
167574,20170727,14,PCA,-32.051752001597706
167574,20170727,14,PM2.5,20.0
167592,20170727,17,PCA,-29.198615048747783
167592,20170727,17,PM2.5,23.0
167598,20170727,18,PCA,-17.33734880329876
167598,20170727,18,PM2.5,32.0
167604,20170727,19,PCA,-18.86146548210893
167604,20170727,19,PM2.5,33.0
167610,20170727,20,PCA,-7.257133980169865
167610,20170727,20,PM2.5,40.0
167616,20170727,21,PCA,-14.56523550621183
167616,20170727,21,PM2.5,34.0
167622,20170727,22,PCA,-4.0552933954617965
167622,20170727,22,PM2.5,31.0
167628,20170727,23,PCA,-35.7345041339301
167628,20170727,23,PM2.5,28.0
167634,20170728,0,PCA,-31.56204537723318
167634,20170728,0,PM2.5,31.0
167640,20170728,1,PCA,-58.15789533064506
167640,20170728,1,PM2.5,18.0
167646,20170728,2,PCA,-39.866237529439935
167646,20170728,2,PM2.5,16.0
167652,20170728,3,PCA,-60.30180883730597
167652,20170728,3,PM2.5,16.0
167658,20170728,4,PCA,-51.01973650437512
167658,20170728,4,PM2.5,21.0
167664,20170728,5,PCA,-58.14969042999339
167664,20170728,5,PM2.5,18.0
167670,20170728,6,PCA,-49.19721276578976
167670,20170728,6,PM2.5,24.0
167676,20170728,7,PCA,-56.826362534060564
167676,20170728,7,PM2.5,17.0
167682,20170728,8,PCA,-57.64632570768062
167682,20170728,8,PM2.5,17.0
167688,20170728,9,PCA,-47.64475887346254
167688,20170728,9,PM2.5,21.0
167694,20170728,10,PCA,-53.63574051640724
167694,20170728,10,PM2.5,16.0
167700,20170728,11,PCA,-46.447955984620485
167700,20170728,11,PM2.5,17.0
167706,20170728,12,PCA,-33.21575420106521
167706,20170728,12,PM2.5,22.0
167712,20170728,13,PCA,-36.21479481978602
167712,20170728,13,PM2.5,24.0
167718,20170728,14,PCA,-38.859584053918596
167718,20170728,14,PM2.5,14.0
167724,20170728,15,PCA,-32.77746129025855
167724,20170728,15,PM2.5,12.0
167730,20170728,16,PCA,-35.79179296209731
167730,20170728,16,PM2.5,15.0
167736,20170728,17,PCA,-35.2366326269591
167736,20170728,17,PM2.5,12.0
167742,20170728,18,PCA,-31.427974875126637
167742,20170728,18,PM2.5,12.0
167748,20170728,19,PCA,-24.56158907618447
167748,20170728,19,PM2.5,13.0
167754,20170728,20,PCA,-41.543961329642464
167754,20170728,20,PM2.5,21.0
167760,20170728,21,PCA,-46.8655167141988
167760,20170728,21,PM2.5,20.0
167766,20170728,22,PCA,-31.448485967028088
167766,20170728,22,PM2.5,19.0
167772,20170728,23,PCA,-11.414049615470375
167772,20170728,23,PM2.5,23.0
167778,20170729,0,PCA,-53.80176800940602
167778,20170729,0,PM2.5,18.0
167784,20170729,1,PCA,-45.649470701426644
167784,20170729,1,PM2.5,19.0
167790,20170729,2,PCA,-53.7271099292236
167790,20170729,2,PM2.5,18.0
167796,20170729,3,PCA,-51.12312523065844
167796,20170729,3,PM2.5,18.5
167802,20170729,4,PCA,-48.51914053209328
167802,20170729,4,PM2.5,19.0
167808,20170729,5,PCA,-40.334098429157784
167808,20170729,5,PM2.5,24.0
167814,20170729,6,PCA,-50.6086405100367
167814,20170729,6,PM2.5,22.0
167820,20170729,7,PCA,-32.9716138880308
167820,20170729,7,PM2.5,26.0
167826,20170729,8,PCA,-43.9781951854658
167826,20170729,8,PM2.5,25.0
167832,20170729,9,PCA,-45.310627191512935
167832,20170729,9,PM2.5,23.0
167838,20170729,10,PCA,-44.044214508928505
167838,20170729,10,PM2.5,22.0
167844,20170729,11,PCA,-33.26796515224173
167844,20170729,11,PM2.5,26.0
167850,20170729,12,PCA,-27.975646190665064
167850,20170729,12,PM2.5,26.0
167856,20170729,13,PCA,-18.662406940915808
167856,20170729,13,PM2.5,26.0
167862,20170729,14,PCA,22.509074152862176
167862,20170729,14,PM2.5,46.0
167868,20170729,15,PCA,59.55609210737491
167868,20170729,15,PM2.5,68.0
167874,20170729,16,PCA,71.56641043062398
167874,20170729,16,PM2.5,81.0
167880,20170729,17,PCA,77.41141167610695
167880,20170729,17,PM2.5,84.0
167886,20170729,18,PCA,64.4026127645471
167886,20170729,18,PM2.5,74.0
167892,20170729,19,PCA,13.482841448654902
167892,20170729,19,PM2.5,43.0
167898,20170729,20,PCA,-17.993808737296032
167898,20170729,20,PM2.5,27.0
167904,20170729,21,PCA,-25.997062932244365
167904,20170729,21,PM2.5,29.0
167910,20170729,22,PCA,-14.931938937492665
167910,20170729,22,PM2.5,31.0
167916,20170729,23,PCA,-11.623423273120208
167916,20170729,23,PM2.5,34.0
167922,20170730,0,PCA,-23.71112644437749
167922,20170730,0,PM2.5,34.0
167928,20170730,1,PCA,-6.29742781465218
167928,20170730,1,PM2.5,46.0
167934,20170730,2,PCA,-20.01869737065339
167934,20170730,2,PM2.5,40.0
167940,20170730,3,PCA,-21.573294149017965
167940,20170730,3,PM2.5,38.0
167946,20170730,4,PCA,-18.564889992639397
167946,20170730,4,PM2.5,40.0
167952,20170730,5,PCA,-28.918326694487412
167952,20170730,5,PM2.5,34.0
167958,20170730,6,PCA,-24.6590277380178
167958,20170730,6,PM2.5,37.0
167964,20170730,7,PCA,-23.033960850122792
167964,20170730,7,PM2.5,38.0
167970,20170730,8,PCA,-10.978127827758504
167970,20170730,8,PM2.5,44.0
167976,20170730,9,PCA,-19.984392752855445
167976,20170730,9,PM2.5,36.0
167982,20170730,10,PCA,-11.184227054494006
167982,20170730,10,PM2.5,39.0
167988,20170730,11,PCA,-8.981961693851574
167988,20170730,11,PM2.5,39.0
167994,20170730,12,PCA,-23.5026856837477
167994,20170730,12,PM2.5,21.0
168000,20170730,13,PCA,-7.172983707713112
168000,20170730,13,PM2.5,25.0
168006,20170730,14,PCA,28.195868894115495
168006,20170730,14,PM2.5,32.0
168024,20170730,17,PCA,72.92467978365843
168024,20170730,17,PM2.5,44.0
168030,20170730,18,PCA,41.05171599276841
168030,20170730,18,PM2.5,33.0
168048,20170730,21,PCA,4.693968035609355
168048,20170730,21,PM2.5,31.0
168054,20170730,22,PCA,-5.238046166433897
168054,20170730,22,PM2.5,35.0
168060,20170730,23,PCA,13.994838440461782
168060,20170730,23,PM2.5,48.0
168066,20170731,0,PCA,0.7799359715406433
168066,20170731,0,PM2.5,42.0
168072,20170731,1,PCA,25.297419064075953
168072,20170731,1,PM2.5,59.0
168078,20170731,2,PCA,46.51949867327911
168078,20170731,2,PM2.5,71.0
168084,20170731,3,PCA,50.44755645812579
168084,20170731,3,PM2.5,75.0
168090,20170731,4,PCA,2.8049693560326077
168090,20170731,4,PM2.5,49.0
168096,20170731,5,PCA,10.176113418987374
168096,20170731,5,PM2.5,54.0
168114,20170731,8,PCA,16.50544218870412
168114,20170731,8,PM2.5,58.0
168120,20170731,9,PCA,8.3127626508884
168120,20170731,9,PM2.5,51.0
168126,20170731,10,PCA,32.77523471433389
168126,20170731,10,PM2.5,62.0
168132,20170731,11,PCA,51.998512928926935
168132,20170731,11,PM2.5,73.0
168138,20170731,12,PCA,40.967362969735625
168138,20170731,12,PM2.5,66.0
168144,20170731,13,PCA,30.4580149726921
168144,20170731,13,PM2.5,53.0
168150,20170731,14,PCA,51.61035959212275
168150,20170731,14,PM2.5,49.0
168156,20170731,15,PCA,54.59926492204855
168156,20170731,15,PM2.5,50.0
168162,20170731,16,PCA,64.59045694830634
168162,20170731,16,PM2.5,54.0
168168,20170731,17,PCA,67.80068281242357
168168,20170731,17,PM2.5,57.0
168174,20170731,18,PCA,64.62670628452267
168174,20170731,18,PM2.5,61.0
168180,20170731,19,PCA,69.8869942884721
168180,20170731,19,PM2.5,67.0
168186,20170731,20,PCA,50.14152014448397
168186,20170731,20,PM2.5,68.0
168192,20170731,21,PCA,49.29729384891408
168192,20170731,21,PM2.5,64.0
168198,20170731,22,PCA,54.84249709583249
168198,20170731,22,PM2.5,73.0
168204,20170731,23,PCA,43.32921356700096
168204,20170731,23,PM2.5,68.0
168210,20170801,0,PCA,37.67339390061804
168210,20170801,0,PM2.5,69.0
168216,20170801,1,PCA,24.372747183768734
168216,20170801,1,PM2.5,63.0
168222,20170801,2,PCA,34.59186808495304
168222,20170801,2,PM2.5,70.0
168228,20170801,3,PCA,33.17712065546501
168228,20170801,3,PM2.5,68.0
168234,20170801,4,PCA,59.023461467125216
168234,20170801,4,PM2.5,82.0
168240,20170801,5,PCA,55.166068360164935
168240,20170801,5,PM2.5,83.0
168246,20170801,6,PCA,58.8556154354322
168246,20170801,6,PM2.5,86.0
168252,20170801,7,PCA,62.83779739254732
168252,20170801,7,PM2.5,88.0
168258,20170801,8,PCA,65.023426122511
168258,20170801,8,PM2.5,89.0
168264,20170801,9,PCA,54.470201853929716
168264,20170801,9,PM2.5,81.0
168270,20170801,10,PCA,46.76043399754369
168270,20170801,10,PM2.5,74.0
168276,20170801,11,PCA,31.351507891730186
168276,20170801,11,PM2.5,64.0
168282,20170801,12,PCA,16.290379646515003
168282,20170801,12,PM2.5,55.0
168288,20170801,13,PCA,11.91125792233196
168288,20170801,13,PM2.5,52.0
168294,20170801,14,PCA,11.790129288118758
168294,20170801,14,PM2.5,51.0
168300,20170801,15,PCA,6.354366782365082
168300,20170801,15,PM2.5,48.0
168306,20170801,16,PCA,-8.540698695502147
168306,20170801,16,PM2.5,38.0
168312,20170801,17,PCA,25.787613217181562
168312,20170801,17,PM2.5,57.0
168318,20170801,18,PCA,28.593879182405832
168318,20170801,18,PM2.5,59.0
168324,20170801,19,PCA,34.40091559414918
168324,20170801,19,PM2.5,64.0
168330,20170801,20,PCA,35.36438833258745
168330,20170801,20,PM2.5,66.0
168336,20170801,21,PCA,34.913664923951664
168336,20170801,21,PM2.5,69.0
168342,20170801,22,PCA,31.77165716375297
168342,20170801,22,PM2.5,68.0
168378,20170802,4,PCA,-3.5887446925877593
168378,20170802,4,PM2.5,50.0
168384,20170802,5,PCA,-6.660990295497557
168384,20170802,5,PM2.5,50.0
168390,20170802,6,PCA,-3.2921444248612524
168390,20170802,6,PM2.5,53.0
168396,20170802,7,PCA,-8.15960575267993
168396,20170802,7,PM2.5,50.0
168402,20170802,8,PCA,-11.969964564858815
168402,20170802,8,PM2.5,47.0
168408,20170802,9,PCA,-10.468908415329244
168408,20170802,9,PM2.5,47.0
168414,20170802,10,PCA,2.176241335331385
168414,20170802,10,PM2.5,53.0
168420,20170802,11,PCA,6.512001439011334
168420,20170802,11,PM2.5,54.0
168426,20170802,12,PCA,-6.007811798405874
168426,20170802,12,PM2.5,48.0
168432,20170802,13,PCA,-24.952740300350555
168432,20170802,13,PM2.5,35.0
168438,20170802,14,PCA,-36.83738864015604
168438,20170802,14,PM2.5,26.0
168444,20170802,15,PCA,-38.67499399968766
168444,20170802,15,PM2.5,25.0
168450,20170802,16,PCA,-46.987295355330566
168450,20170802,16,PM2.5,18.0
168456,20170802,17,PCA,-48.58882017719301
168456,20170802,17,PM2.5,17.0
168462,20170802,18,PCA,-48.51772379983838
168462,20170802,18,PM2.5,19.0
168486,20170802,22,PCA,-57.403951480487684
168486,20170802,22,PM2.5,15.0
168516,20170803,3,PCA,-64.14447103263592
168516,20170803,3,PM2.5,9.0
168522,20170803,4,PCA,-68.03256210375704
168522,20170803,4,PM2.5,9.0
168528,20170803,5,PCA,-74.72287590052264
168528,20170803,5,PM2.5,6.0
168534,20170803,6,PCA,-74.09512887939677
168534,20170803,6,PM2.5,7.0
168552,20170803,9,PCA,-66.82672625949475
168552,20170803,9,PM2.5,8.0
168558,20170803,10,PCA,-67.09488004909099
168558,20170803,10,PM2.5,8.0
168564,20170803,11,PCA,-59.451679073560825
168564,20170803,11,PM2.5,12.0
168570,20170803,12,PCA,-52.132523140883
168570,20170803,12,PM2.5,16.0
168576,20170803,13,PCA,-34.111123015941544
168576,20170803,13,PM2.5,13.0
168582,20170803,14,PCA,-44.984088019766624
168582,20170803,14,PM2.5,15.0
168588,20170803,15,PCA,-37.03095201069629
168588,20170803,15,PM2.5,17.0
168594,20170803,16,PCA,-18.646502309763484
168594,20170803,16,PM2.5,24.0
168600,20170803,17,PCA,-24.72870990732747
168600,20170803,17,PM2.5,24.0
168606,20170803,18,PCA,-25.860880351147326
168606,20170803,18,PM2.5,24.0
168612,20170803,19,PCA,-3.871217284431779
168612,20170803,19,PM2.5,25.0
168618,20170803,20,PCA,2.9756984555094723
168618,20170803,20,PM2.5,27.0
168624,20170803,21,PCA,1.0576099371076566
168624,20170803,21,PM2.5,27.0
168630,20170803,22,PCA,-8.794892235215917
168630,20170803,22,PM2.5,34.0
168636,20170803,23,PCA,-38.19381637098668
168636,20170803,23,PM2.5,26.0
168642,20170804,0,PCA,-42.08259973057319
168642,20170804,0,PM2.5,24.0
168648,20170804,1,PCA,-44.605440761461495
168648,20170804,1,PM2.5,23.0
168654,20170804,2,PCA,-43.678700980527104
168654,20170804,2,PM2.5,24.0
168660,20170804,3,PCA,-49.074074037856036
168660,20170804,3,PM2.5,21.0
168666,20170804,4,PCA,-59.515907268750986
168666,20170804,4,PM2.5,14.0
168672,20170804,5,PCA,-60.69243683867625
168672,20170804,5,PM2.5,15.0
168678,20170804,6,PCA,-61.75172906430749
168678,20170804,6,PM2.5,14.0
168684,20170804,7,PCA,-56.3592381111308
168684,20170804,7,PM2.5,17.0
168690,20170804,8,PCA,-54.47444194507824
168690,20170804,8,PM2.5,13.0
168696,20170804,9,PCA,8.082751297481312
168696,20170804,9,PM2.5,35.0
168702,20170804,10,PCA,-6.48083807255474
168702,20170804,10,PM2.5,39.0
168708,20170804,11,PCA,-19.61177688863033
168708,20170804,11,PM2.5,32.0
168714,20170804,12,PCA,-14.598061510020393
168714,20170804,12,PM2.5,32.0
168720,20170804,13,PCA,-21.428993908378317
168720,20170804,13,PM2.5,31.0
168726,20170804,14,PCA,-29.24689291440853
168726,20170804,14,PM2.5,22.0
168732,20170804,15,PCA,-38.332061425243616
168732,20170804,15,PM2.5,9.0
168738,20170804,16,PCA,-36.9097463065373
168738,20170804,16,PM2.5,11.0
168744,20170804,17,PCA,-35.51674632124168
168744,20170804,17,PM2.5,9.0
168750,20170804,18,PCA,-13.916572855664118
168750,20170804,18,PM2.5,10.0
168756,20170804,19,PCA,-44.668388777922004
168756,20170804,19,PM2.5,13.0
168762,20170804,20,PCA,-42.76884747565948
168762,20170804,20,PM2.5,18.0
168768,20170804,21,PCA,-52.75950080359771
168768,20170804,21,PM2.5,10.0
168774,20170804,22,PCA,-55.322797303551965
168774,20170804,22,PM2.5,10.0
168780,20170804,23,PCA,-43.775530880086365
168780,20170804,23,PM2.5,14.0
168786,20170805,0,PCA,-58.641136493470725
168786,20170805,0,PM2.5,10.0
168792,20170805,1,PCA,-61.29797632202579
168792,20170805,1,PM2.5,8.0
168798,20170805,2,PCA,-60.72034748677792
168798,20170805,2,PM2.5,13.0
168804,20170805,3,PCA,-61.37015895509314
168804,20170805,3,PM2.5,10.0
168810,20170805,4,PCA,-58.96073424382295
168810,20170805,4,PM2.5,15.0
168816,20170805,5,PCA,-61.789541948386464
168816,20170805,5,PM2.5,12.0
168822,20170805,6,PCA,-53.7049113562163
168822,20170805,6,PM2.5,11.0
168828,20170805,7,PCA,-67.9044095070026
168828,20170805,7,PM2.5,10.0
168834,20170805,8,PCA,-59.18157324126242
168834,20170805,8,PM2.5,14.0
168840,20170805,11,PCA,-45.84554461567144
168840,20170805,11,PM2.5,11.0
168846,20170805,12,PCA,-48.943044808150745
168846,20170805,12,PM2.5,12.0
168852,20170805,13,PCA,-41.97211111125566
168852,20170805,13,PM2.5,9.0
168858,20170805,14,PCA,-35.03663803353324
168858,20170805,14,PM2.5,12.0
168864,20170805,15,PCA,-19.569304996706222
168864,20170805,15,PM2.5,22.0
168870,20170805,16,PCA,7.205245213594187
168870,20170805,16,PM2.5,16.0
168876,20170805,17,PCA,26.2165029094338
168876,20170805,17,PM2.5,25.0
168882,20170805,18,PCA,47.016545996747475
168882,20170805,18,PM2.5,45.0
168888,20170805,19,PCA,20.5141267949819
168888,20170805,19,PM2.5,51.0
168894,20170805,20,PCA,-21.55170927980283
168894,20170805,20,PM2.5,17.0
168900,20170805,21,PCA,-20.44275885618213
168900,20170805,21,PM2.5,21.0
168906,20170805,22,PCA,-29.72568428631263
168906,20170805,22,PM2.5,14.0
168912,20170805,23,PCA,-15.371448665548195
168912,20170805,23,PM2.5,19.0
168918,20170806,0,PCA,-36.16241429068267
168918,20170806,0,PM2.5,16.0
168924,20170806,1,PCA,-40.59936662103418
168924,20170806,1,PM2.5,15.0
168930,20170806,2,PCA,-42.602573956598114
168930,20170806,2,PM2.5,18.0
168936,20170806,3,PCA,-49.293435310756884
168936,20170806,3,PM2.5,15.0
168942,20170806,4,PCA,-48.13436670125817
168942,20170806,4,PM2.5,15.0
168948,20170806,5,PCA,-52.73361533173246
168948,20170806,5,PM2.5,14.0
168954,20170806,6,PCA,-53.525531985252265
168954,20170806,6,PM2.5,14.0
168960,20170806,7,PCA,-43.52591544755577
168960,20170806,7,PM2.5,23.0
168966,20170806,8,PCA,-44.8089287747787
168966,20170806,8,PM2.5,21.0
168972,20170806,9,PCA,-43.587188299364094
168972,20170806,9,PM2.5,18.0
168978,20170806,10,PCA,-40.002799206516514
168978,20170806,10,PM2.5,17.0
168984,20170806,11,PCA,-33.63084495472982
168984,20170806,11,PM2.5,17.0
168990,20170806,12,PCA,-28.146914559619713
168990,20170806,12,PM2.5,21.0
168996,20170806,13,PCA,-26.630596124424056
168996,20170806,13,PM2.5,18.0
169002,20170806,14,PCA,-26.482957391006636
169002,20170806,14,PM2.5,16.0
169008,20170806,15,PCA,-29.801384150430042
169008,20170806,15,PM2.5,9.0
169014,20170806,16,PCA,-19.716101238178247
169014,20170806,16,PM2.5,15.0
169020,20170806,17,PCA,-26.349976224294547
169020,20170806,17,PM2.5,12.0
169026,20170806,18,PCA,-43.34485560147715
169026,20170806,18,PM2.5,3.0
169032,20170806,19,PCA,-35.207915367256895
169032,20170806,19,PM2.5,6.0
169038,20170806,20,PCA,-40.51637847915116
169038,20170806,20,PM2.5,5.0
169044,20170806,21,PCA,-59.86467706192691
169044,20170806,21,PM2.5,7.0
169050,20170806,22,PCA,-62.976834821111545
169050,20170806,22,PM2.5,6.0
169056,20170806,23,PCA,-51.213885058834045
169056,20170806,23,PM2.5,6.0
169062,20170807,0,PCA,-63.06000159557148
169062,20170807,0,PM2.5,11.0
169068,20170807,1,PCA,-63.56868116443251
169068,20170807,1,PM2.5,9.0
169074,20170807,2,PCA,-64.07736073329356
169074,20170807,2,PM2.5,7.0
