,date,hour,type,万寿西宫
257904,20190422,7,PCA,40.632665863112955
257904,20190422,7,PM2.5,87.0
257910,20190422,8,PCA,43.900782886738504
257910,20190422,8,PM2.5,91.0
257916,20190422,9,PCA,57.71417847066527
257916,20190422,9,PM2.5,100.0
257922,20190422,10,PCA,85.55363825518725
257922,20190422,10,PM2.5,120.0
257928,20190422,11,PCA,100.09823590238412
257928,20190422,11,PM2.5,131.0
257934,20190422,12,PCA,127.0626642656084
257934,20190422,12,PM2.5,152.0
257940,20190422,13,PCA,115.79018180028078
257940,20190422,13,PM2.5,151.0
257946,20190422,14,PCA,80.47239538674832
257946,20190422,14,PM2.5,133.0
257952,20190422,15,PCA,53.076068427303326
257952,20190422,15,PM2.5,117.0
257958,20190422,16,PCA,42.70908059721255
257958,20190422,16,PM2.5,111.0
257964,20190422,17,PCA,59.57409564263687
257964,20190422,17,PM2.5,121.0
257970,20190422,18,PCA,64.85682443036528
257970,20190422,18,PM2.5,124.0
257976,20190422,19,PCA,34.13323822458827
257976,20190422,19,PM2.5,103.0
257982,20190422,20,PCA,6.779631080661478
257982,20190422,20,PM2.5,82.0
257988,20190422,21,PCA,15.696586175586724
257988,20190422,21,PM2.5,86.0
257994,20190422,22,PCA,7.206220258374187
257994,20190422,22,PM2.5,79.0
258000,20190422,23,PCA,13.33293694508909
258000,20190422,23,PM2.5,82.0
258006,20190423,0,PCA,21.26051181779169
258006,20190423,0,PM2.5,86.0
258012,20190423,1,PCA,31.45621218173255
258012,20190423,1,PM2.5,93.0
258018,20190423,2,PCA,61.84342120003084
258018,20190423,2,PM2.5,113.0
258024,20190423,3,PCA,69.94628005674029
258024,20190423,3,PM2.5,117.0
258030,20190423,4,PCA,83.58437762207438
258030,20190423,4,PM2.5,124.0
258036,20190423,5,PCA,70.35931154489175
258036,20190423,5,PM2.5,115.0
258042,20190423,6,PCA,64.64752756321262
258042,20190423,6,PM2.5,109.0
258048,20190423,7,PCA,42.82729623552826
258048,20190423,7,PM2.5,95.0
258054,20190423,8,PCA,63.80842831334594
258054,20190423,8,PM2.5,110.0
258060,20190423,9,PCA,79.14085478324087
258060,20190423,9,PM2.5,120.0
258066,20190423,10,PCA,113.74168597741345
258066,20190423,10,PM2.5,142.0
258072,20190423,11,PCA,104.94839584941423
258072,20190423,11,PM2.5,139.0
258078,20190423,12,PCA,74.41021959870208
258078,20190423,12,PM2.5,123.0
258084,20190423,13,PCA,42.615660083738824
258084,20190423,13,PM2.5,104.0
258090,20190423,14,PCA,0.4708447468469762
258090,20190423,14,PM2.5,77.0
258096,20190423,15,PCA,-32.035324574983306
258096,20190423,15,PM2.5,56.0
258102,20190423,16,PCA,-42.635669159358876
258102,20190423,16,PM2.5,49.0
258108,20190423,17,PCA,-48.36105716282042
258108,20190423,17,PM2.5,45.0
258114,20190423,18,PCA,-49.87436538774374
258114,20190423,18,PM2.5,44.0
258120,20190423,19,PCA,-42.280696406899516
258120,20190423,19,PM2.5,48.0
258126,20190423,20,PCA,-39.00465169031519
258126,20190423,20,PM2.5,49.0
258132,20190423,21,PCA,-29.75872568487257
258132,20190423,21,PM2.5,53.0
258138,20190423,22,PCA,-10.847642110497423
258138,20190423,22,PM2.5,63.0
258144,20190423,23,PCA,0.7458167552012185
258144,20190423,23,PM2.5,68.0
258150,20190424,0,PCA,4.200198534217225
258150,20190424,0,PM2.5,67.0
258156,20190424,1,PCA,17.18534962666463
258156,20190424,1,PM2.5,75.0
258162,20190424,2,PCA,67.65724073615048
258162,20190424,2,PM2.5,114.0
258168,20190424,3,PCA,54.669772936812834
258168,20190424,3,PM2.5,105.0
258174,20190424,4,PCA,29.712385325412185
258174,20190424,4,PM2.5,88.0
258180,20190424,5,PCA,41.09224892362736
258180,20190424,5,PM2.5,89.0
258186,20190424,6,PCA,27.450048141408075
258186,20190424,6,PM2.5,81.0
258192,20190424,7,PCA,-7.839107900401288
258192,20190424,7,PM2.5,60.0
258198,20190424,8,PCA,1.0414965011738622
258198,20190424,8,PM2.5,67.0
258204,20190424,9,PCA,-6.16160589036187
258204,20190424,9,PM2.5,62.0
258210,20190424,10,PCA,14.139490099795324
258210,20190424,10,PM2.5,75.0
258216,20190424,11,PCA,37.051286513490595
258216,20190424,11,PM2.5,89.0
258222,20190424,12,PCA,-40.38124850246657
258222,20190424,12,PM2.5,44.0
258228,20190424,13,PCA,-89.79163202419544
258228,20190424,13,PM2.5,16.0
258234,20190424,14,PCA,-82.93483334467761
258234,20190424,14,PM2.5,20.0
258240,20190424,15,PCA,-94.42908454918744
258240,20190424,15,PM2.5,14.0
258246,20190424,16,PCA,-93.39250034965994
258246,20190424,16,PM2.5,15.0
258252,20190424,17,PCA,-99.30390057595727
258252,20190424,17,PM2.5,9.0
258258,20190424,18,PCA,-100.43349088690263
258258,20190424,18,PM2.5,7.0
258264,20190424,19,PCA,-98.20418144081617
258264,20190424,19,PM2.5,11.0
258270,20190424,20,PCA,-98.44000568577148
258270,20190424,20,PM2.5,10.0
258276,20190424,21,PCA,-91.3300499597978
258276,20190424,21,PM2.5,16.0
258282,20190424,22,PCA,-100.27166014089796
258282,20190424,22,PM2.5,8.0
258288,20190424,23,PCA,-103.04843194095656
258288,20190424,23,PM2.5,4.0
258294,20190425,0,PCA,-104.11334491895235
258294,20190425,0,PM2.5,2.0
258300,20190425,1,PCA,-103.75203534196017
258300,20190425,1,PM2.5,2.0
258306,20190425,2,PCA,-103.53354389850541
258306,20190425,2,PM2.5,2.0
258312,20190425,3,PCA,-104.3516366545781
258312,20190425,3,PM2.5,1.0
258318,20190425,4,PCA,-99.95769509535484
258318,20190425,4,PM2.5,9.0
258324,20190425,5,PCA,-102.61391654471755
258324,20190425,5,PM2.5,4.0
258330,20190425,6,PCA,-100.8587230792122
258330,20190425,6,PM2.5,6.0
258336,20190425,7,PCA,-98.56980655627905
258336,20190425,7,PM2.5,7.0
258342,20190425,8,PCA,-97.25611457597392
258342,20190425,8,PM2.5,8.0
258348,20190425,9,PCA,-99.94840875091187
258348,20190425,9,PM2.5,5.0
258354,20190425,10,PCA,-99.23832797123126
258354,20190425,10,PM2.5,6.0
258360,20190425,11,PCA,-101.98276110481504
258360,20190425,11,PM2.5,2.0
258366,20190425,12,PCA,-98.4485639936268
258366,20190425,12,PM2.5,6.0
258372,20190425,13,PCA,-101.00684435023062
258372,20190425,13,PM2.5,2.0
258378,20190425,14,PCA,-83.82172860998398
258378,20190425,14,PM2.5,24.0
258384,20190425,15,PCA,-94.85440378934861
258384,20190425,15,PM2.5,5.0
258390,20190425,16,PCA,-92.81054276838898
258390,20190425,16,PM2.5,15.0
258396,20190425,17,PCA,-100.50518413037152
258396,20190425,17,PM2.5,2.0
258402,20190425,18,PCA,-76.62445491218426
258402,20190425,18,PM2.5,13.0
258408,20190425,19,PCA,-73.80392522511842
258408,20190425,19,PM2.5,27.0
258414,20190425,20,PCA,-66.01255055313202
258414,20190425,20,PM2.5,28.0
258420,20190425,21,PCA,-66.42903037714952
258420,20190425,21,PM2.5,19.0
258426,20190425,22,PCA,-78.39246258089945
258426,20190425,22,PM2.5,11.0
258432,20190425,23,PCA,-66.03678397687433
258432,20190425,23,PM2.5,18.0
258438,20190426,0,PCA,-53.072840299172114
258438,20190426,0,PM2.5,29.0
258444,20190426,1,PCA,-65.67260052718936
258444,20190426,1,PM2.5,9.0
258450,20190426,2,PCA,-80.92811227790403
258450,20190426,2,PM2.5,17.0
258456,20190426,3,PCA,-80.44900408968839
258456,20190426,3,PM2.5,23.0
258462,20190426,4,PCA,-85.6642033869936
258462,20190426,4,PM2.5,19.0
258468,20190426,5,PCA,-76.78065260602185
258468,20190426,5,PM2.5,24.0
258474,20190426,6,PCA,-80.20697829496217
258474,20190426,6,PM2.5,22.0
258480,20190426,7,PCA,-67.23837232431153
258480,20190426,7,PM2.5,29.0
258486,20190426,8,PCA,-80.98448186603774
258486,20190426,8,PM2.5,22.0
258492,20190426,9,PCA,-78.79202968471681
258492,20190426,9,PM2.5,25.0
258498,20190426,10,PCA,-79.56291846348469
258498,20190426,10,PM2.5,25.0
258504,20190426,11,PCA,-89.43817640320539
258504,20190426,11,PM2.5,18.0
258510,20190426,12,PCA,-75.98137682084739
258510,20190426,12,PM2.5,28.0
258516,20190426,13,PCA,-79.85287554841253
258516,20190426,13,PM2.5,26.0
258522,20190426,14,PCA,-93.49218403701518
258522,20190426,14,PM2.5,9.0
258528,20190426,15,PCA,-97.30721984756794
258528,20190426,15,PM2.5,4.0
258534,20190426,16,PCA,-82.38403332817093
258534,20190426,16,PM2.5,26.0
258540,20190426,17,PCA,-57.488715004905174
258540,20190426,17,PM2.5,41.0
258546,20190426,18,PCA,-78.67235406157633
258546,20190426,18,PM2.5,16.0
258552,20190426,19,PCA,-82.66938848695739
258552,20190426,19,PM2.5,22.0
258558,20190426,20,PCA,-73.78118541406519
258558,20190426,20,PM2.5,15.0
258564,20190426,21,PCA,-58.14228036292559
258564,20190426,21,PM2.5,28.0
258570,20190426,22,PCA,-51.0025038269267
258570,20190426,22,PM2.5,41.0
258576,20190426,23,PCA,-46.995311470060784
258576,20190426,23,PM2.5,42.0
258582,20190427,0,PCA,-52.715623938037126
258582,20190427,0,PM2.5,36.0
258588,20190427,1,PCA,-42.49406228629849
258588,20190427,1,PM2.5,44.0
258594,20190427,2,PCA,-36.70786628374966
258594,20190427,2,PM2.5,47.0
258600,20190427,3,PCA,-36.92635772720441
258600,20190427,3,PM2.5,47.0
258606,20190427,4,PCA,-35.335696381397106
258606,20190427,4,PM2.5,48.0
258612,20190427,5,PCA,-42.86608987248355
258612,20190427,5,PM2.5,43.0
258618,20190427,6,PCA,-28.12481708068281
258618,20190427,6,PM2.5,51.0
258624,20190427,7,PCA,-28.852452067781588
258624,20190427,7,PM2.5,50.0
258630,20190427,8,PCA,-15.256563131604292
258630,20190427,8,PM2.5,57.0
258636,20190427,9,PCA,-4.598874621633876
258636,20190427,9,PM2.5,63.0
258642,20190427,10,PCA,19.78196713969417
258642,20190427,10,PM2.5,80.0
258648,20190427,11,PCA,-7.716076024449043
258648,20190427,11,PM2.5,61.0
258654,20190427,12,PCA,-5.182629549618229
258654,20190427,12,PM2.5,67.0
258660,20190427,13,PCA,-46.90612026951674
258660,20190427,13,PM2.5,44.0
258666,20190427,14,PCA,-59.43426677696597
258666,20190427,14,PM2.5,36.0
258672,20190427,15,PCA,-80.74310847625344
258672,20190427,15,PM2.5,24.0
258678,20190427,16,PCA,-90.30440137043101
258678,20190427,16,PM2.5,18.0
258684,20190427,17,PCA,-83.95262253270567
258684,20190427,17,PM2.5,22.0
258690,20190427,18,PCA,-85.48079606845903
258690,20190427,18,PM2.5,20.0
258696,20190427,19,PCA,-97.42894129894637
258696,20190427,19,PM2.5,7.0
258702,20190427,20,PCA,-92.5369330248202
258702,20190427,20,PM2.5,15.0
258708,20190427,21,PCA,-80.37621151297833
258708,20190427,21,PM2.5,21.0
258714,20190427,22,PCA,-80.65551095552037
258714,20190427,22,PM2.5,22.0
258720,20190427,23,PCA,-70.5268148610554
258720,20190427,23,PM2.5,27.0
258726,20190428,0,PCA,-84.37353390716225
258726,20190428,0,PM2.5,20.0
258732,20190428,1,PCA,-67.26190667558299
258732,20190428,1,PM2.5,30.0
258738,20190428,2,PCA,-57.010333293895854
258738,20190428,2,PM2.5,36.0
258744,20190428,3,PCA,-54.56351786449618
258744,20190428,3,PM2.5,38.0
258750,20190428,4,PCA,-51.324746795727656
258750,20190428,4,PM2.5,39.0
258756,20190428,5,PCA,-38.600356142698864
258756,20190428,5,PM2.5,46.0
258762,20190428,6,PCA,-36.13120728426831
258762,20190428,6,PM2.5,45.0
258768,20190428,7,PCA,-34.21818982025128
258768,20190428,7,PM2.5,46.0
258774,20190428,8,PCA,-28.73131495833314
258774,20190428,8,PM2.5,50.0
258780,20190428,9,PCA,-23.555856799514224
258780,20190428,9,PM2.5,54.0
258786,20190428,10,PCA,-24.68704606965286
258786,20190428,10,PM2.5,53.0
258792,20190428,11,PCA,-29.18956182184507
258792,20190428,11,PM2.5,53.0
258798,20190428,12,PCA,-51.0941354998882
258798,20190428,12,PM2.5,41.0
258804,20190428,13,PCA,-44.395438786656925
258804,20190428,13,PM2.5,47.0
258810,20190428,14,PCA,-63.616106221915146
258810,20190428,14,PM2.5,36.0
258816,20190428,15,PCA,-61.22883222317284
258816,20190428,15,PM2.5,37.0
258822,20190428,16,PCA,-39.60602547834225
258822,20190428,16,PM2.5,50.0
258828,20190428,17,PCA,-39.166575100762245
258828,20190428,17,PM2.5,50.0
258834,20190428,18,PCA,-34.481918598465356
258834,20190428,18,PM2.5,53.0
258840,20190428,19,PCA,-44.45666002828096
258840,20190428,19,PM2.5,46.0
258846,20190428,20,PCA,-23.49426259515563
258846,20190428,20,PM2.5,59.0
258852,20190428,21,PCA,-2.6423446290929173
258852,20190428,21,PM2.5,72.0
258858,20190428,22,PCA,-25.34972723045968
258858,20190428,22,PM2.5,57.0
258864,20190428,23,PCA,-0.9288868478368356
258864,20190428,23,PM2.5,73.0
258870,20190429,0,PCA,-16.11740524679948
258870,20190429,0,PM2.5,63.0
258876,20190429,1,PCA,9.047141635375054
258876,20190429,1,PM2.5,78.0
258882,20190429,2,PCA,21.024965540611234
258882,20190429,2,PM2.5,84.0
258888,20190429,3,PCA,12.153817859181325
258888,20190429,3,PM2.5,75.0
258894,20190429,4,PCA,34.05965810565438
258894,20190429,4,PM2.5,85.0
258900,20190429,5,PCA,43.342130446016036
258900,20190429,5,PM2.5,90.0
258906,20190429,6,PCA,44.95351503846011
258906,20190429,6,PM2.5,95.0
258912,20190429,7,PCA,43.01386108404675
258912,20190429,7,PM2.5,94.0
258918,20190429,8,PCA,68.66333617791827
258918,20190429,8,PM2.5,111.0
258924,20190429,9,PCA,53.930581642778705
258924,20190429,9,PM2.5,102.0
258930,20190429,10,PCA,58.777810238562864
258930,20190429,10,PM2.5,107.0
258936,20190429,11,PCA,31.60644682186732
258936,20190429,11,PM2.5,95.0
258942,20190429,12,PCA,39.72463436911458
258942,20190429,12,PM2.5,102.0
258948,20190429,13,PCA,66.0491524499677
258948,20190429,13,PM2.5,120.0
258954,20190429,14,PCA,7.527136637003423
258954,20190429,14,PM2.5,83.0
258960,20190429,15,PCA,-51.92113469220601
258960,20190429,15,PM2.5,46.0
258966,20190429,16,PCA,51.4001482270521
258966,20190429,16,PM2.5,113.0
258972,20190429,17,PCA,55.990916716304255
258972,20190429,17,PM2.5,116.0
258978,20190429,18,PCA,82.28664263898138
258978,20190429,18,PM2.5,131.0
258984,20190429,19,PCA,105.88965800367026
258984,20190429,19,PM2.5,144.0
258990,20190429,20,PCA,106.33823699644967
258990,20190429,20,PM2.5,143.0
258996,20190429,21,PCA,122.72277494684378
258996,20190429,21,PM2.5,149.0
259002,20190429,22,PCA,136.52870613447143
259002,20190429,22,PM2.5,156.0
259008,20190429,23,PCA,162.54172879932077
259008,20190429,23,PM2.5,171.0
259014,20190430,0,PCA,178.97413716654756
259014,20190430,0,PM2.5,177.0
259020,20190430,1,PCA,184.98882058822952
259020,20190430,1,PM2.5,177.0
259026,20190430,2,PCA,153.08495484575488
259026,20190430,2,PM2.5,154.0
259032,20190430,3,PCA,82.77802474135545
259032,20190430,3,PM2.5,115.0
259038,20190430,4,PCA,1.5702155126039334
259038,20190430,4,PM2.5,67.0
259044,20190430,5,PCA,-19.05871827263897
259044,20190430,5,PM2.5,27.0
259050,20190430,6,PCA,-7.107690749563026
259050,20190430,6,PM2.5,23.0
259056,20190430,7,PCA,18.96427972667659
259056,20190430,7,PM2.5,27.0
259062,20190430,8,PCA,41.59217005004276
259062,20190430,8,PM2.5,34.0
259068,20190430,9,PCA,22.312042952596485
259068,20190430,9,PM2.5,35.0
259074,20190430,10,PCA,-47.68358491799646
259074,20190430,10,PM2.5,16.0
259080,20190430,11,PCA,-66.9035091457716
259080,20190430,11,PM2.5,13.0
259086,20190430,12,PCA,-80.67322191418889
259086,20190430,12,PM2.5,9.0
259092,20190430,13,PCA,-99.37065883808516
259092,20190430,13,PM2.5,4.0
259098,20190430,14,PCA,-97.61313843605349
259098,20190430,14,PM2.5,8.0
259104,20190430,15,PCA,-96.69957207789237
259104,20190430,15,PM2.5,10.0
259110,20190430,16,PCA,-99.07169965751625
259110,20190430,16,PM2.5,6.0
259116,20190430,17,PCA,-91.54433745480925
259116,20190430,17,PM2.5,3.0
259122,20190430,18,PCA,-80.12575956021675
259122,20190430,18,PM2.5,9.0
259128,20190430,19,PCA,-73.33531802461522
259128,20190430,19,PM2.5,13.0
259134,20190430,20,PCA,-75.51472526021699
259134,20190430,20,PM2.5,13.0
259140,20190430,21,PCA,-84.42786610870466
259140,20190430,21,PM2.5,4.0
259146,20190430,22,PCA,-89.85451881359221
259146,20190430,22,PM2.5,10.0
259152,20190430,23,PCA,-99.15165868434622
259152,20190430,23,PM2.5,6.0
259158,20190501,0,PCA,-95.71750886096181
259158,20190501,0,PM2.5,2.0
259164,20190501,1,PCA,-86.7972413693687
259164,20190501,1,PM2.5,10.0
259170,20190501,2,PCA,-90.09230183893384
259170,20190501,2,PM2.5,11.0
259176,20190501,3,PCA,-85.17787680792605
259176,20190501,3,PM2.5,10.0
259182,20190501,4,PCA,-74.91721272336493
259182,20190501,4,PM2.5,8.0
259188,20190501,5,PCA,-70.08367709190388
259188,20190501,5,PM2.5,11.0
259194,20190501,6,PCA,-56.48653686770698
259194,20190501,6,PM2.5,13.0
259200,20190501,7,PCA,-62.38484086581015
259200,20190501,7,PM2.5,15.0
259206,20190501,8,PCA,-67.4931072043515
259206,20190501,8,PM2.5,14.0
259212,20190501,9,PCA,-80.93252203829773
259212,20190501,9,PM2.5,14.0
259218,20190501,10,PCA,-92.61870590712587
259218,20190501,10,PM2.5,4.0
259224,20190501,11,PCA,-97.40013643505698
259224,20190501,11,PM2.5,4.0
259230,20190501,12,PCA,-96.00252376682569
259230,20190501,12,PM2.5,9.0
259236,20190501,13,PCA,-95.66721603177551
259236,20190501,13,PM2.5,10.0
259242,20190501,14,PCA,-100.76375504689449
259242,20190501,14,PM2.5,2.0
259248,20190501,15,PCA,-97.79682058184946
259248,20190501,15,PM2.5,5.0
259254,20190501,16,PCA,-94.87723064825342
259254,20190501,16,PM2.5,9.0
259260,20190501,17,PCA,-94.7441419232538
259260,20190501,17,PM2.5,7.0
259266,20190501,18,PCA,-87.15134147388682
259266,20190501,18,PM2.5,10.0
259272,20190501,19,PCA,-86.04491421755938
259272,20190501,19,PM2.5,14.0
259278,20190501,20,PCA,-74.93741221540694
259278,20190501,20,PM2.5,13.0
259284,20190501,21,PCA,-69.59975201392983
259284,20190501,21,PM2.5,19.0
259290,20190501,22,PCA,-28.900398867001552
259290,20190501,22,PM2.5,54.0
259296,20190501,23,PCA,-62.90945446413241
259296,20190501,23,PM2.5,23.0
259302,20190502,0,PCA,-56.18369026148047
259302,20190502,0,PM2.5,27.0
259308,20190502,1,PCA,-56.03513081736636
259308,20190502,1,PM2.5,20.0
259314,20190502,2,PCA,-44.290606440121465
259314,20190502,2,PM2.5,29.0
259320,20190502,3,PCA,-44.43630936407556
259320,20190502,3,PM2.5,18.0
259326,20190502,4,PCA,-43.24874050477522
259326,20190502,4,PM2.5,22.0
259332,20190502,5,PCA,-45.0164487191044
259332,20190502,5,PM2.5,18.0
259338,20190502,6,PCA,-29.843559685195743
259338,20190502,6,PM2.5,24.0
259344,20190502,7,PCA,-40.67184309657958
259344,20190502,7,PM2.5,23.0
259350,20190502,8,PCA,-50.799797843561926
259350,20190502,8,PM2.5,19.0
259356,20190502,9,PCA,-53.80055828499304
259356,20190502,9,PM2.5,23.0
259362,20190502,10,PCA,-53.84650097325027
259362,20190502,10,PM2.5,25.0
259368,20190502,11,PCA,-50.68362395588041
259368,20190502,11,PM2.5,31.0
259374,20190502,12,PCA,-54.695329631654744
259374,20190502,12,PM2.5,24.0
259380,20190502,13,PCA,-88.22589367205525
259380,20190502,13,PM2.5,11.0
259386,20190502,14,PCA,-85.7282860397768
259386,20190502,14,PM2.5,19.0
259392,20190502,15,PCA,-82.78185621875593
259392,20190502,15,PM2.5,15.0
259398,20190502,16,PCA,-84.36837026292608
259398,20190502,16,PM2.5,14.0
259404,20190502,17,PCA,-85.10398736597215
259404,20190502,17,PM2.5,14.0
259410,20190502,18,PCA,-72.75348785594694
259410,20190502,18,PM2.5,20.0
259416,20190502,19,PCA,-63.18292512798953
259416,20190502,19,PM2.5,27.0
259422,20190502,20,PCA,-59.763818165208825
259422,20190502,20,PM2.5,29.0
259428,20190502,21,PCA,-56.856217759489375
259428,20190502,21,PM2.5,28.0
259434,20190502,22,PCA,-63.31014535841782
259434,20190502,22,PM2.5,22.0
259440,20190502,23,PCA,-58.136008191017325
259440,20190502,23,PM2.5,26.0
259446,20190503,0,PCA,-54.64788970728448
259446,20190503,0,PM2.5,25.0
259452,20190503,1,PCA,-40.946084988732025
259452,20190503,1,PM2.5,33.0
259458,20190503,2,PCA,-40.725266608750964
259458,20190503,2,PM2.5,35.0
259464,20190503,3,PCA,-41.25832389108728
259464,20190503,3,PM2.5,31.0
259470,20190503,4,PCA,-34.955972408678385
259470,20190503,4,PM2.5,35.0
259476,20190503,5,PCA,-22.362039981352844
259476,20190503,5,PM2.5,36.0
259482,20190503,6,PCA,7.626682510137755
259482,20190503,6,PM2.5,48.0
259488,20190503,7,PCA,-12.4566954037288
259488,20190503,7,PM2.5,43.0
259494,20190503,8,PCA,-14.337506311725868
259494,20190503,8,PM2.5,54.0
259500,20190503,9,PCA,-15.286088420138976
259500,20190503,9,PM2.5,53.0
259506,20190503,10,PCA,-20.04346465523362
259506,20190503,10,PM2.5,54.0
259512,20190503,11,PCA,-23.02167306502127
259512,20190503,11,PM2.5,52.0
259518,20190503,12,PCA,-25.011676075170456
259518,20190503,12,PM2.5,58.0
259524,20190503,13,PCA,-41.353566306616216
259524,20190503,13,PM2.5,53.0
259530,20190503,14,PCA,60.88338272989585
259530,20190503,14,PM2.5,121.0
259536,20190503,15,PCA,120.43770791169052
259536,20190503,15,PM2.5,158.0
259542,20190503,16,PCA,-58.463014935066404
259542,20190503,16,PM2.5,41.0
259548,20190503,17,PCA,-57.93209770289104
259548,20190503,17,PM2.5,40.0
259554,20190503,18,PCA,-45.97193403966498
259554,20190503,18,PM2.5,50.0
259560,20190503,19,PCA,-32.199278424515605
259560,20190503,19,PM2.5,59.0
259566,20190503,20,PCA,-11.053866430426082
259566,20190503,20,PM2.5,71.0
259572,20190503,21,PCA,-5.09144798038633
259572,20190503,21,PM2.5,73.0
259578,20190503,22,PCA,-27.127173754090173
259578,20190503,22,PM2.5,58.0
259584,20190503,23,PCA,-41.38131396671622
259584,20190503,23,PM2.5,45.0
259590,20190504,0,PCA,-48.29602126258215
259590,20190504,0,PM2.5,37.0
259596,20190504,1,PCA,-44.87202565068167
259596,20190504,1,PM2.5,40.0
259602,20190504,2,PCA,-50.02455553094985
259602,20190504,2,PM2.5,37.0
259608,20190504,3,PCA,-51.52957938223483
259608,20190504,3,PM2.5,35.0
259614,20190504,4,PCA,-46.49988045696765
259614,20190504,4,PM2.5,36.0
259620,20190504,5,PCA,-43.394880651212965
259620,20190504,5,PM2.5,41.0
259626,20190504,6,PCA,-28.65582008904917
259626,20190504,6,PM2.5,46.0
259632,20190504,7,PCA,-25.760202039177564
259632,20190504,7,PM2.5,48.0
259638,20190504,8,PCA,-2.053487736696475
