,date,hour,type,琉璃河
50958,20150403,22,PCA,-69.8911470529092
50958,20150403,22,PM2.5,37.1
50964,20150403,23,PCA,-69.76871937160233
50964,20150403,23,PM2.5,35.7
50970,20150404,0,PCA,-74.41834284332698
50970,20150404,0,PM2.5,30.4
50976,20150404,1,PCA,-76.33931500814963
50976,20150404,1,PM2.5,31.1
50982,20150404,2,PCA,-80.28554815273357
50982,20150404,2,PM2.5,29.6
50988,20150404,3,PCA,-78.39054220893375
50988,20150404,3,PM2.5,33.1
50994,20150404,4,PCA,-79.33294279450635
50994,20150404,4,PM2.5,34.6
51000,20150404,5,PCA,-78.60336187546193
51000,20150404,5,PM2.5,36.7
51006,20150404,6,PCA,-72.34121703717433
51006,20150404,6,PM2.5,44.0
51012,20150404,7,PCA,-72.09250705965675
51012,20150404,7,PM2.5,44.2
51018,20150404,8,PCA,-65.00853098327102
51018,20150404,8,PM2.5,53.4
51024,20150404,9,PCA,-64.2199513667657
51024,20150404,9,PM2.5,59.0
51030,20150404,10,PCA,-68.44594429641327
51030,20150404,10,PM2.5,63.7
51036,20150404,11,PCA,-68.91494504018864
51036,20150404,11,PM2.5,63.0
51042,20150404,12,PCA,-67.33685601544404
51042,20150404,12,PM2.5,65.4
51048,20150404,13,PCA,-66.571994050964
51048,20150404,13,PM2.5,65.5
51054,20150404,14,PCA,-64.75195113794432
51054,20150404,14,PM2.5,68.8
51060,20150404,15,PCA,-68.83239246184259
51060,20150404,15,PM2.5,60.9
51066,20150404,16,PCA,-63.903138710668266
51066,20150404,16,PM2.5,69.3
51072,20150404,17,PCA,-61.69819904729856
51072,20150404,17,PM2.5,71.7
51078,20150404,18,PCA,-58.1268551510617
51078,20150404,18,PM2.5,75.2
51084,20150404,19,PCA,-48.439586800475496
51084,20150404,19,PM2.5,84.9
51090,20150404,20,PCA,-34.42260028595175
51090,20150404,20,PM2.5,100.6
51096,20150404,21,PCA,-28.891973917371843
51096,20150404,21,PM2.5,102.4
51102,20150404,22,PCA,-14.895186719852868
51102,20150404,22,PM2.5,116.2
51108,20150404,23,PCA,1.4206575251348155
51108,20150404,23,PM2.5,129.8
51114,20150405,0,PCA,7.8292638838501025
51114,20150405,0,PM2.5,134.7
51120,20150405,1,PCA,11.842512316104237
51120,20150405,1,PM2.5,134.6
51126,20150405,2,PCA,15.068388988755107
51126,20150405,2,PM2.5,134.5
51132,20150405,3,PCA,18.294265661405987
51132,20150405,3,PM2.5,134.4
51138,20150405,4,PCA,33.57971728659317
51138,20150405,4,PM2.5,142.4
51144,20150405,5,PCA,45.28064269194995
51144,20150405,5,PM2.5,145.9
51150,20150405,6,PCA,62.3706702408888
51150,20150405,6,PM2.5,158.1
51156,20150405,7,PCA,64.38317240075546
51156,20150405,7,PM2.5,157.2
51162,20150405,8,PCA,4.585431987899156
51162,20150405,8,PM2.5,85.3
51168,20150405,9,PCA,16.329367603301904
51168,20150405,9,PM2.5,96.7
51174,20150405,10,PCA,-2.782377145965544
51174,20150405,10,PM2.5,78.8
51180,20150405,11,PCA,-36.99805886258906
51180,20150405,11,PM2.5,39.6
51186,20150405,12,PCA,-50.02267134714566
51186,20150405,12,PM2.5,26.3
51192,20150405,13,PCA,-41.2850044686228
51192,20150405,13,PM2.5,41.2
51198,20150405,14,PCA,-42.36613390794427
51198,20150405,14,PM2.5,39.3
51204,20150405,15,PCA,-56.392500828790524
51204,20150405,15,PM2.5,21.2
51210,20150405,16,PCA,-58.88207239620318
51210,20150405,16,PM2.5,19.4
51216,20150405,17,PCA,-59.487777723151936
51216,20150405,17,PM2.5,20.4
51222,20150405,18,PCA,-60.12899277391142
51222,20150405,18,PM2.5,19.8
51228,20150405,19,PCA,-60.14588327575887
51228,20150405,19,PM2.5,23.0
51234,20150405,20,PCA,-66.01606439893234
51234,20150405,20,PM2.5,18.9
51240,20150405,21,PCA,-67.1032428106347
51240,20150405,21,PM2.5,20.7
51246,20150405,22,PCA,-74.47463352965558
51246,20150405,22,PM2.5,16.1
51252,20150405,23,PCA,-73.33259383489867
51252,20150405,23,PM2.5,21.2
51258,20150406,0,PCA,-75.22702917023773
51258,20150406,0,PM2.5,24.4
51264,20150406,1,PCA,-83.83603585694861
51264,20150406,1,PM2.5,19.3
51270,20150406,2,PCA,-82.43160042031208
51270,20150406,2,PM2.5,24.0
51276,20150406,3,PCA,-87.36080424233711
51276,20150406,3,PM2.5,20.5
51282,20150406,4,PCA,-95.0070972099229
51282,20150406,4,PM2.5,16.7
51288,20150406,5,PCA,-95.55008286093144
51288,20150406,5,PM2.5,22.2
51294,20150406,6,PCA,-103.06870730502875
51294,20150406,6,PM2.5,16.9
51300,20150406,7,PCA,-101.76620709916853
51300,20150406,7,PM2.5,20.4
51306,20150406,8,PCA,-103.26185822308005
51306,20150406,8,PM2.5,17.9
51312,20150406,9,PCA,-109.92570414394629
51312,20150406,9,PM2.5,15.2
51318,20150406,10,PCA,-108.29921187656998
51318,20150406,10,PM2.5,18.6
51324,20150406,11,PCA,-110.31655031973843
51324,20150406,11,PM2.5,17.3
51330,20150406,12,PCA,-113.54417978927648
51330,20150406,12,PM2.5,15.3
51336,20150406,13,PCA,-112.15072543842238
51336,20150406,13,PM2.5,19.0
51360,20150406,17,PCA,-115.88108049431304
51360,20150406,17,PM2.5,24.3
51366,20150406,18,PCA,-111.26340781905074
51366,20150406,18,PM2.5,29.9
51372,20150406,19,PCA,-107.20866906900105
51372,20150406,19,PM2.5,33.6
51378,20150406,20,PCA,-103.60100566515398
51378,20150406,20,PM2.5,37.9
51384,20150406,21,PCA,-99.59064218879027
51384,20150406,21,PM2.5,40.9
51390,20150406,22,PCA,-91.59063708499808
51390,20150406,22,PM2.5,48.1
51396,20150406,23,PCA,-87.8857194481639
51396,20150406,23,PM2.5,51.5
51402,20150407,0,PCA,-83.53975478346146
51402,20150407,0,PM2.5,52.2
51408,20150407,1,PCA,-73.57146314463846
51408,20150407,1,PM2.5,60.5
51414,20150407,2,PCA,-58.55496395753862
51414,20150407,2,PM2.5,68.1
51420,20150407,3,PCA,-83.07102709363829
51420,20150407,3,PM2.5,42.0
51426,20150407,4,PCA,-97.80296820451743
51426,20150407,4,PM2.5,22.1
51432,20150407,5,PCA,-102.79732331875057
51432,20150407,5,PM2.5,18.8
51438,20150407,6,PCA,-103.01544299335819
51438,20150407,6,PM2.5,13.6
51444,20150407,7,PCA,-103.14631435686296
51444,20150407,7,PM2.5,14.4
51450,20150407,8,PCA,-98.27096978975926
51450,20150407,8,PM2.5,22.1
51456,20150407,9,PCA,-109.29115773767842
51456,20150407,9,PM2.5,14.5
51462,20150407,10,PCA,-106.64321409187491
51462,20150407,10,PM2.5,20.4
51468,20150407,11,PCA,-111.43305296302309
51468,20150407,11,PM2.5,16.1
51474,20150407,12,PCA,-112.76142235825765
51474,20150407,12,PM2.5,16.0
51480,20150407,13,PCA,-113.75588149553576
51480,20150407,13,PM2.5,16.8
51486,20150407,14,PCA,-116.32754516407014
51486,20150407,14,PM2.5,14.4
51492,20150407,15,PCA,-114.44710117512479
51492,20150407,15,PM2.5,18.6
51498,20150407,16,PCA,-111.34253190509044
51498,20150407,16,PM2.5,23.4
51504,20150407,17,PCA,-113.9169781004834
51504,20150407,17,PM2.5,19.7
51510,20150407,18,PCA,-105.84628695860575
51510,20150407,18,PM2.5,29.6
51516,20150407,19,PCA,-95.66753656749266
51516,20150407,19,PM2.5,42.4
51522,20150407,20,PCA,-74.21892123929662
51522,20150407,20,PM2.5,68.5
51528,20150407,21,PCA,-67.35340055444823
51528,20150407,21,PM2.5,74.2
51534,20150407,22,PCA,-57.07516229513082
51534,20150407,22,PM2.5,82.0
51540,20150407,23,PCA,-55.11403828624851
51540,20150407,23,PM2.5,80.0
51546,20150408,0,PCA,-50.474284957623915
51546,20150408,0,PM2.5,80.8
51552,20150408,1,PCA,-44.48226781448132
51552,20150408,1,PM2.5,90.3
51558,20150408,2,PCA,-40.051165273685626
51558,20150408,2,PM2.5,94.2
51564,20150408,3,PCA,-27.37281104862928
51564,20150408,3,PM2.5,106.0
51570,20150408,4,PCA,-23.254289548822378
51570,20150408,4,PM2.5,106.3
51576,20150408,5,PCA,-18.03063446672118
51576,20150408,5,PM2.5,110.5
51582,20150408,6,PCA,-10.96735080900321
51582,20150408,6,PM2.5,115.2
51588,20150408,7,PCA,7.692614618949157
51588,20150408,7,PM2.5,132.6
51594,20150408,8,PCA,19.732546379161416
51594,20150408,8,PM2.5,142.3
51600,20150408,9,PCA,17.466624662418468
51600,20150408,9,PM2.5,134.8
51606,20150408,10,PCA,-11.053285515222534
51606,20150408,10,PM2.5,97.8
51612,20150408,11,PCA,-17.45168457458253
51612,20150408,11,PM2.5,89.1
51618,20150408,12,PCA,-26.440452284596393
51618,20150408,12,PM2.5,78.0
51624,20150408,13,PCA,-8.271965861955895
51624,20150408,13,PM2.5,99.4
51630,20150408,14,PCA,-1.5062711913565558
51630,20150408,14,PM2.5,107.6
51636,20150408,15,PCA,6.699547930871164
51636,20150408,15,PM2.5,115.1
51642,20150408,16,PCA,14.918686420869815
51642,20150408,16,PM2.5,122.5
51648,20150408,17,PCA,19.314081979226668
51648,20150408,17,PM2.5,122.8
51654,20150408,18,PCA,34.611994457826725
51654,20150408,18,PM2.5,137.3
51660,20150408,19,PCA,47.31553518642839
51660,20150408,19,PM2.5,144.2
51666,20150408,20,PCA,54.67351453804193
51666,20150408,20,PM2.5,145.3
51672,20150408,21,PCA,62.18593882508414
51672,20150408,21,PM2.5,150.3
51678,20150408,22,PCA,71.91971033324823
51678,20150408,22,PM2.5,158.7
51684,20150408,23,PCA,76.87185656947422
51684,20150408,23,PM2.5,161.4
51690,20150409,0,PCA,84.63378342435341
51690,20150409,0,PM2.5,162.0
51696,20150409,1,PCA,95.99016934668401
51696,20150409,1,PM2.5,168.8
51702,20150409,2,PCA,102.50607420073547
51702,20150409,2,PM2.5,173.6
51708,20150409,3,PCA,105.64223888890882
51708,20150409,3,PM2.5,173.9
51714,20150409,4,PCA,101.42654036713967
51714,20150409,4,PM2.5,165.6
51720,20150409,5,PCA,100.97966954069963
51720,20150409,5,PM2.5,161.7
51726,20150409,6,PCA,105.61458002800796
51726,20150409,6,PM2.5,166.4
51732,20150409,7,PCA,109.87307576582995
51732,20150409,7,PM2.5,169.5
51738,20150409,8,PCA,111.89840362924986
51738,20150409,8,PM2.5,168.4
51744,20150409,9,PCA,125.80655138565338
51744,20150409,9,PM2.5,180.2
51750,20150409,10,PCA,131.91710814163065
51750,20150409,10,PM2.5,183.4
51756,20150409,11,PCA,131.9777077811413
51756,20150409,11,PM2.5,189.4
51762,20150409,12,PCA,134.2792859093322
51762,20150409,12,PM2.5,200.0
51768,20150409,13,PCA,134.32002234261645
51768,20150409,13,PM2.5,206.8
51774,20150409,14,PCA,131.0987177958076
51774,20150409,14,PM2.5,202.2
51780,20150409,15,PCA,133.05707713282246
51780,20150409,15,PM2.5,204.1
51786,20150409,16,PCA,137.14274719213998
51786,20150409,16,PM2.5,206.4
51792,20150409,17,PCA,145.42242946615383
51792,20150409,17,PM2.5,214.1
51798,20150409,18,PCA,168.4330035546845
51798,20150409,18,PM2.5,238.0
51804,20150409,19,PCA,169.19688631090165
51804,20150409,19,PM2.5,234.3
51810,20150409,20,PCA,181.64849064114324
51810,20150409,20,PM2.5,246.3
51816,20150409,21,PCA,190.7804755650872
51816,20150409,21,PM2.5,252.1
51822,20150409,22,PCA,207.73102232899805
51822,20150409,22,PM2.5,268.4
51828,20150409,23,PCA,208.3824019464971
51828,20150409,23,PM2.5,262.0
51834,20150410,0,PCA,217.16211254426838
51834,20150410,0,PM2.5,266.8
51840,20150410,1,PCA,214.24625896590416
51840,20150410,1,PM2.5,260.6
51846,20150410,2,PCA,212.87166100881566
51846,20150410,2,PM2.5,252.2
51852,20150410,3,PCA,217.42526365450297
51852,20150410,3,PM2.5,248.0
51858,20150410,4,PCA,222.85505529327978
51858,20150410,4,PM2.5,246.2
51864,20150410,5,PCA,221.5750941696477
51864,20150410,5,PM2.5,241.7
51870,20150410,6,PCA,204.44212233573418
51870,20150410,6,PM2.5,215.0
51876,20150410,7,PCA,180.3183642687761
51876,20150410,7,PM2.5,181.4
51882,20150410,8,PCA,204.2042153877133
51882,20150410,8,PM2.5,216.4
51888,20150410,9,PCA,172.09679782042156
51888,20150410,9,PM2.5,178.5
51894,20150410,10,PCA,198.56081522260376
51894,20150410,10,PM2.5,215.2
51900,20150410,11,PCA,212.40019313629801
51900,20150410,11,PM2.5,237.4
51906,20150410,12,PCA,197.74547352606598
51906,20150410,12,PM2.5,216.9
51912,20150410,13,PCA,165.50968678966035
51912,20150410,13,PM2.5,183.8
51918,20150410,14,PCA,130.57929042768953
51918,20150410,14,PM2.5,147.2
51924,20150410,15,PCA,118.66358674144374
51924,20150410,15,PM2.5,138.1
51930,20150410,16,PCA,127.06318736543159
51930,20150410,16,PM2.5,151.0
51936,20150410,17,PCA,102.96518827490928
51936,20150410,17,PM2.5,119.7
51942,20150410,18,PCA,107.03456248737672
51942,20150410,18,PM2.5,128.6
51948,20150410,19,PCA,109.81600516322361
51948,20150410,19,PM2.5,128.1
51954,20150410,20,PCA,125.4911577940441
51954,20150410,20,PM2.5,141.9
51960,20150410,21,PCA,156.24108980122634
51960,20150410,21,PM2.5,154.7
51966,20150410,22,PCA,138.08985671321565
51966,20150410,22,PM2.5,145.0
51972,20150410,23,PCA,129.87493231097443
51972,20150410,23,PM2.5,145.3
51978,20150411,0,PCA,114.3482565476594
51978,20150411,0,PM2.5,131.3
51984,20150411,1,PCA,91.8942064662769
51984,20150411,1,PM2.5,107.7
51990,20150411,2,PCA,85.72859025318016
51990,20150411,2,PM2.5,106.1
51996,20150411,3,PCA,113.45109954451446
51996,20150411,3,PM2.5,134.7
52002,20150411,4,PCA,119.37473033370985
52002,20150411,4,PM2.5,147.8
52008,20150411,5,PCA,176.8160409891601
52008,20150411,5,PM2.5,231.4
52014,20150411,6,PCA,207.74634977900593
52014,20150411,6,PM2.5,274.1
52020,20150411,7,PCA,207.84388533418777
52020,20150411,7,PM2.5,270.6
52026,20150411,8,PCA,203.29283484735248
52026,20150411,8,PM2.5,265.3
52032,20150411,9,PCA,194.0207281289668
52032,20150411,9,PM2.5,254.7
52038,20150411,10,PCA,184.4934307762379
52038,20150411,10,PM2.5,245.8
52044,20150411,11,PCA,171.39147467796192
52044,20150411,11,PM2.5,233.7
52050,20150411,12,PCA,140.47726601137268
52050,20150411,12,PM2.5,201.8
52056,20150411,13,PCA,125.2230162512479
52056,20150411,13,PM2.5,184.7
52062,20150411,14,PCA,108.38653077856206
52062,20150411,14,PM2.5,164.1
52068,20150411,15,PCA,96.29073323870077
52068,20150411,15,PM2.5,148.2
52074,20150411,16,PCA,89.28254784827136
52074,20150411,16,PM2.5,137.2
52080,20150411,17,PCA,76.78313282596572
52080,20150411,17,PM2.5,120.1
52086,20150411,18,PCA,81.30829646726269
52086,20150411,18,PM2.5,121.0
52092,20150411,19,PCA,65.0201367599819
52092,20150411,19,PM2.5,89.3
52098,20150411,20,PCA,79.06363511053772
52098,20150411,20,PM2.5,113.2
52104,20150411,21,PCA,99.65133179803199
52104,20150411,21,PM2.5,142.6
52110,20150411,22,PCA,81.61546446418119
52110,20150411,22,PM2.5,114.7
52116,20150411,23,PCA,13.899401080494346
52116,20150411,23,PM2.5,27.4
52122,20150412,0,PCA,-4.181176481453195
52122,20150412,0,PM2.5,9.0
52128,20150412,1,PCA,0.6142020495871627
52128,20150412,1,PM2.5,16.7
52134,20150412,2,PCA,-0.22820260484879962
52134,20150412,2,PM2.5,17.2
52140,20150412,3,PCA,-4.093758006578242
52140,20150412,3,PM2.5,20.2
52146,20150412,4,PCA,-13.17449337099876
52146,20150412,4,PM2.5,13.7
52152,20150412,5,PCA,-21.857983534197494
52152,20150412,5,PM2.5,13.4
52158,20150412,6,PCA,-36.19810218569111
52158,20150412,6,PM2.5,9.7
52164,20150412,7,PCA,-50.12799777145471
52164,20150412,7,PM2.5,3.4
52170,20150412,8,PCA,-44.00005408128323
52170,20150412,8,PM2.5,25.8
52176,20150412,9,PCA,-56.099647406341376
52176,20150412,9,PM2.5,22.5
52182,20150412,10,PCA,-70.25610306198199
52182,20150412,10,PM2.5,15.0
52188,20150412,11,PCA,-79.36904487458712
52188,20150412,11,PM2.5,13.1
52194,20150412,12,PCA,-88.09871083326037
52194,20150412,12,PM2.5,10.3
52200,20150412,13,PCA,-90.5513796678409
52200,20150412,13,PM2.5,15.9
52206,20150412,14,PCA,-90.14171333845741
52206,20150412,14,PM2.5,24.1
52212,20150412,15,PCA,-97.6640887098686
52212,20150412,15,PM2.5,17.8
52218,20150412,16,PCA,-96.29626206903359
52218,20150412,16,PM2.5,24.9
52224,20150412,17,PCA,-103.31605438114
52224,20150412,17,PM2.5,20.5
52230,20150412,18,PCA,-106.75147050019858
52230,20150412,18,PM2.5,21.5
52236,20150412,19,PCA,-106.97288476625656
52236,20150412,19,PM2.5,24.2
52242,20150412,20,PCA,-108.46758013342442
52242,20150412,20,PM2.5,25.1
52248,20150412,21,PCA,-117.80562478028787
52248,20150412,21,PM2.5,18.7
52254,20150412,22,PCA,-120.02074998836112
52254,20150412,22,PM2.5,16.5
52260,20150412,23,PCA,-119.24109432467324
52260,20150412,23,PM2.5,16.7
52266,20150413,0,PCA,-116.66870674319001
52266,20150413,0,PM2.5,19.0
52272,20150413,1,PCA,-115.37319797099067
52272,20150413,1,PM2.5,18.3
52278,20150413,2,PCA,-117.44338101379951
52278,20150413,2,PM2.5,17.9
52284,20150413,3,PCA,-116.27467516189564
52284,20150413,3,PM2.5,20.7
52290,20150413,4,PCA,-114.17112154095256
52290,20150413,4,PM2.5,23.9
52296,20150413,5,PCA,-113.3751641393251
52296,20150413,5,PM2.5,24.9
52302,20150413,6,PCA,-111.75295309957818
52302,20150413,6,PM2.5,24.8
52308,20150413,7,PCA,-110.75695926276579
52308,20150413,7,PM2.5,23.1
52314,20150413,8,PCA,-110.70798035537011
52314,20150413,8,PM2.5,23.9
52320,20150413,9,PCA,-112.05222306680986
52320,20150413,9,PM2.5,24.2
52326,20150413,10,PCA,-105.2049661412743
52326,20150413,10,PM2.5,32.2
52332,20150413,11,PCA,-114.5134743096272
52332,20150413,11,PM2.5,22.3
52338,20150413,12,PCA,-107.00315154618261
52338,20150413,12,PM2.5,33.0
52344,20150413,13,PCA,-109.48898962020584
52344,20150413,13,PM2.5,28.3
52350,20150413,14,PCA,-94.4755967153835
52350,20150413,14,PM2.5,47.3
52356,20150413,15,PCA,-99.04888784285517
52356,20150413,15,PM2.5,39.3
52362,20150413,16,PCA,-100.15315799680867
52362,20150413,16,PM2.5,38.8
52368,20150413,17,PCA,-103.36259968809136
52368,20150413,17,PM2.5,35.3
52374,20150413,18,PCA,-96.19418742300164
52374,20150413,18,PM2.5,45.3
52380,20150413,19,PCA,-97.72883226187163
52380,20150413,19,PM2.5,44.5
52386,20150413,20,PCA,-92.92962056289898
52386,20150413,20,PM2.5,49.1
52392,20150413,21,PCA,-81.64400913827646
52392,20150413,21,PM2.5,60.8
52398,20150413,22,PCA,-70.06945397858416
52398,20150413,22,PM2.5,71.2
52404,20150413,23,PCA,-58.95168909809421
52404,20150413,23,PM2.5,79.2
52410,20150414,0,PCA,-52.394738878169754
52410,20150414,0,PM2.5,83.4
52416,20150414,1,PCA,-45.158591607530354
52416,20150414,1,PM2.5,86.9
52422,20150414,2,PCA,-36.05303626635395
52422,20150414,2,PM2.5,94.0
52428,20150414,3,PCA,-22.979929507863016
52428,20150414,3,PM2.5,95.9
52434,20150414,4,PCA,-18.558116488313402
52434,20150414,4,PM2.5,98.0
52440,20150414,5,PCA,-16.24752156248601
52440,20150414,5,PM2.5,98.5
52446,20150414,6,PCA,-6.981773510070714
52446,20150414,6,PM2.5,107.8
52452,20150414,7,PCA,-2.2568185016396156
52452,20150414,7,PM2.5,108.5
52458,20150414,8,PCA,30.61317140456262
52458,20150414,8,PM2.5,144.3
52464,20150414,9,PCA,-5.8094398868307415
52464,20150414,9,PM2.5,101.8
52470,20150414,10,PCA,-10.405667085185781
52470,20150414,10,PM2.5,94.6
52476,20150414,11,PCA,-16.53067983541794
52476,20150414,11,PM2.5,88.2
52482,20150414,12,PCA,-32.929669875916844
52482,20150414,12,PM2.5,73.0
52488,20150414,13,PCA,-63.27709604532433
52488,20150414,13,PM2.5,36.6
52494,20150414,14,PCA,-47.65302160696996
52494,20150414,14,PM2.5,63.4
52500,20150414,15,PCA,-48.6235465746726
52500,20150414,15,PM2.5,59.4
52506,20150414,16,PCA,-50.6345367668157
52506,20150414,16,PM2.5,55.0
52512,20150414,17,PCA,-49.82422580131985
52512,20150414,17,PM2.5,54.8
52518,20150414,18,PCA,-50.13918346699198
52518,20150414,18,PM2.5,51.3
52524,20150414,19,PCA,-46.6853766747366
52524,20150414,19,PM2.5,53.5
52530,20150414,20,PCA,-33.00327410157857
52530,20150414,20,PM2.5,68.2
52536,20150414,21,PCA,-21.317519250753918
52536,20150414,21,PM2.5,79.5
52542,20150414,22,PCA,-17.391351359889857
52542,20150414,22,PM2.5,80.8
52548,20150414,23,PCA,-9.536262821826698
52548,20150414,23,PM2.5,90.4
52554,20150415,0,PCA,-6.6891124647976525
52554,20150415,0,PM2.5,90.8
52560,20150415,1,PCA,-2.781971522213666
52560,20150415,1,PM2.5,94.4
52566,20150415,2,PCA,6.427044360780962
52566,20150415,2,PM2.5,95.7
52572,20150415,3,PCA,12.873737890273219
52572,20150415,3,PM2.5,99.1
52578,20150415,4,PCA,19.850164341808487
52578,20150415,4,PM2.5,109.2
52584,20150415,5,PCA,26.08822108490506
52584,20150415,5,PM2.5,116.9
52590,20150415,6,PCA,29.46617221582573
52590,20150415,6,PM2.5,121.1
52596,20150415,7,PCA,31.813042090102623
52596,20150415,7,PM2.5,124.4
52602,20150415,8,PCA,41.97620942832791
52602,20150415,8,PM2.5,136.3
52608,20150415,9,PCA,65.79327309747265
52608,20150415,9,PM2.5,162.6
52614,20150415,10,PCA,53.36778758646391
52614,20150415,10,PM2.5,145.5
52620,20150415,11,PCA,56.66937944466248
52620,20150415,11,PM2.5,145.0
52626,20150415,12,PCA,48.1591741890542
52626,20150415,12,PM2.5,139.3
52632,20150415,13,PCA,36.73598523945536
52632,20150415,13,PM2.5,127.1
52638,20150415,14,PCA,36.494595415429934
52638,20150415,14,PM2.5,130.0
52644,20150415,15,PCA,36.52462550121591
52644,20150415,15,PM2.5,132.8
52650,20150415,16,PCA,75.31147005706498
52650,20150415,16,PM2.5,185.1
52656,20150415,17,PCA,100.37197787126728
52656,20150415,17,PM2.5,210.1
52662,20150415,18,PCA,-44.738526207915626
52662,20150415,18,PM2.5,3.0
52668,20150415,19,PCA,118.45616601454121
52668,20150415,19,PM2.5,229.4
52674,20150415,20,PCA,66.45814025136534
52674,20150415,20,PM2.5,155.7
52680,20150415,21,PCA,-4.458483798039487
52680,20150415,21,PM2.5,57.7
52686,20150415,22,PCA,-5.463543914884833
52686,20150415,22,PM2.5,55.1
52692,20150415,23,PCA,-6.8740938375684335
52692,20150415,23,PM2.5,53.8
52698,20150416,0,PCA,2.3267428636523166
52698,20150416,0,PM2.5,66.9
52704,20150416,1,PCA,21.221610797130477
52704,20150416,1,PM2.5,91.6
52710,20150416,2,PCA,1.0286401336608617
52710,20150416,2,PM2.5,58.3
52716,20150416,3,PCA,-24.01429734239913
52716,20150416,3,PM2.5,22.0
52722,20150416,4,PCA,-23.086145192688086
52722,20150416,4,PM2.5,24.0
52728,20150416,5,PCA,-26.83423773198957
52728,20150416,5,PM2.5,19.6
52734,20150416,6,PCA,-30.925296385400923
52734,20150416,6,PM2.5,17.0
52740,20150416,7,PCA,-36.82051023976503
52740,20150416,7,PM2.5,11.1
52746,20150416,8,PCA,-41.170372508925084
52746,20150416,8,PM2.5,6.7
52752,20150416,9,PCA,-26.60995749686642
52752,20150416,9,PM2.5,25.8
52758,20150416,10,PCA,-22.279644776796037
52758,20150416,10,PM2.5,29.9
52764,20150416,11,PCA,-35.93057496890591
52764,20150416,11,PM2.5,14.7
52770,20150416,12,PCA,-46.86824655858733
52770,20150416,12,PM2.5,3.0
52776,20150416,13,PCA,-46.11552023374457
52776,20150416,13,PM2.5,6.3
52782,20150416,14,PCA,-44.719025502393556
52782,20150416,14,PM2.5,12.9
52788,20150416,15,PCA,-47.316933857910406
52788,20150416,15,PM2.5,13.5
52794,20150416,16,PCA,-37.14491252894045
52794,20150416,16,PM2.5,29.4
