,date,hour,type,榆垡
73554,20150907,20,PM2.5,28.0
73560,20150907,21,PCA,-78.13948498246224
73560,20150907,21,PM2.5,30.0
73566,20150907,22,PCA,-77.65185371581914
73566,20150907,22,PM2.5,27.0
73572,20150907,23,PCA,-76.55177774097372
73572,20150907,23,PM2.5,28.0
73578,20150908,0,PCA,-72.51070281326224
73578,20150908,0,PM2.5,33.0
73584,20150908,1,PCA,-69.3551578288234
73584,20150908,1,PM2.5,36.0
73590,20150908,2,PCA,-65.360792355944
73590,20150908,2,PM2.5,42.0
73596,20150908,3,PCA,-58.69267079183129
73596,20150908,3,PM2.5,48.0
73602,20150908,4,PCA,-57.69728598227657
73602,20150908,4,PM2.5,49.0
73608,20150908,5,PCA,-58.48917566078147
73608,20150908,5,PM2.5,50.0
73614,20150908,6,PCA,-56.79697443775053
73614,20150908,6,PM2.5,52.0
73620,20150908,7,PCA,-54.808039503137124
73620,20150908,7,PM2.5,56.0
73626,20150908,8,PCA,-56.45187691597148
73626,20150908,8,PM2.5,53.0
73632,20150908,9,PCA,-41.23218033540234
73632,20150908,9,PM2.5,75.0
73674,20150908,16,PCA,-74.87213458391912
73674,20150908,16,PM2.5,42.0
73680,20150908,17,PCA,-75.59765587317452
73680,20150908,17,PM2.5,44.0
73686,20150908,18,PCA,-61.57900525696165
73686,20150908,18,PM2.5,50.0
73692,20150908,19,PCA,-52.748373984509676
73692,20150908,19,PM2.5,57.0
73698,20150908,20,PCA,-53.83344335121426
73698,20150908,20,PM2.5,57.0
73704,20150908,21,PCA,-50.76274805730146
73704,20150908,21,PM2.5,57.0
73710,20150908,22,PCA,22.85161089052002
73710,20150908,22,PM2.5,155.0
73716,20150908,23,PCA,-24.91850768931646
73716,20150908,23,PM2.5,80.0
73722,20150909,0,PCA,-30.574680353253864
73722,20150909,0,PM2.5,69.0
73728,20150909,1,PCA,-23.215536567900735
73728,20150909,1,PM2.5,77.0
73734,20150909,2,PCA,-21.540128456304895
73734,20150909,2,PM2.5,75.0
73740,20150909,3,PCA,-20.321375566012634
73740,20150909,3,PM2.5,74.0
73746,20150909,4,PCA,-16.898359061269772
73746,20150909,4,PM2.5,76.0
73752,20150909,5,PCA,-13.4738685302939
73752,20150909,5,PM2.5,80.0
73758,20150909,6,PCA,-5.922276862630079
73758,20150909,6,PM2.5,88.0
73764,20150909,7,PCA,7.23968849973
73764,20150909,7,PM2.5,97.0
73770,20150909,8,PCA,6.035841544571887
73770,20150909,8,PM2.5,95.0
73776,20150909,9,PCA,9.751165733738144
73776,20150909,9,PM2.5,94.0
73782,20150909,10,PCA,4.213289317894416
73782,20150909,10,PM2.5,88.0
73788,20150909,11,PCA,-6.560104918287578
73788,20150909,11,PM2.5,75.0
73794,20150909,12,PCA,-14.13497906771295
73794,20150909,12,PM2.5,65.0
73800,20150909,13,PCA,-26.96990604202952
73800,20150909,13,PM2.5,51.0
73806,20150909,14,PCA,-24.408791309813427
73806,20150909,14,PM2.5,54.0
73812,20150909,15,PCA,-25.831794156280743
73812,20150909,15,PM2.5,57.0
73818,20150909,16,PCA,-26.64902511927549
73818,20150909,16,PM2.5,59.0
73824,20150909,17,PCA,-18.3099498203772
73824,20150909,17,PM2.5,68.0
73830,20150909,18,PCA,-27.301032634593113
73830,20150909,18,PM2.5,55.0
73836,20150909,19,PCA,-51.30526503455664
73836,20150909,19,PM2.5,19.0
73842,20150909,20,PCA,-54.44249090000364
73842,20150909,20,PM2.5,14.0
73848,20150909,21,PCA,-56.3944900888508
73848,20150909,21,PM2.5,12.0
73854,20150909,22,PCA,-59.4214032601918
73854,20150909,22,PM2.5,13.0
73860,20150909,23,PCA,-59.55095074703011
73860,20150909,23,PM2.5,16.0
73866,20150910,0,PCA,-65.4948337273718
73866,20150910,0,PM2.5,10.0
73872,20150910,1,PCA,-66.45706182143051
73872,20150910,1,PM2.5,10.0
73878,20150910,2,PCA,-74.59118134341851
73878,20150910,2,PM2.5,10.0
73884,20150910,3,PCA,-81.83626820522466
73884,20150910,3,PM2.5,9.0
73890,20150910,4,PCA,-80.48091347655746
73890,20150910,4,PM2.5,14.0
73896,20150910,5,PCA,-76.49496471682386
73896,20150910,5,PM2.5,19.0
73902,20150910,6,PCA,-76.57196402717636
73902,20150910,6,PM2.5,20.0
73908,20150910,7,PCA,-76.54536903456382
73908,20150910,7,PM2.5,19.0
73914,20150910,8,PCA,-78.96241985209404
73914,20150910,8,PM2.5,18.0
73920,20150910,9,PCA,-81.87031041900389
73920,20150910,9,PM2.5,18.0
73926,20150910,10,PCA,-83.30089900081276
73926,20150910,10,PM2.5,17.0
73932,20150910,11,PCA,-88.35569801449903
73932,20150910,11,PM2.5,14.0
73938,20150910,12,PCA,-88.72900904643264
73938,20150910,12,PM2.5,17.0
73944,20150910,13,PCA,-94.45637032284235
73944,20150910,13,PM2.5,10.0
73950,20150910,14,PCA,-100.43253034919283
73950,20150910,14,PM2.5,12.0
73956,20150910,15,PCA,-98.76663946485233
73956,20150910,15,PM2.5,12.0
73962,20150910,16,PCA,-102.64172134025253
73962,20150910,16,PM2.5,10.0
73968,20150910,17,PCA,-98.19224315927065
73968,20150910,17,PM2.5,17.0
73974,20150910,18,PCA,-100.78788810854715
73974,20150910,18,PM2.5,13.0
73980,20150910,19,PCA,-110.70927861514895
73980,20150910,19,PM2.5,6.0
73986,20150910,20,PCA,-111.83201023229532
73986,20150910,20,PM2.5,8.0
73992,20150910,21,PCA,-115.04395857616922
73992,20150910,21,PM2.5,5.0
73998,20150910,22,PCA,-111.54604291565184
73998,20150910,22,PM2.5,8.0
74004,20150910,23,PCA,-109.7875639511133
74004,20150910,23,PM2.5,11.0
74010,20150911,0,PCA,-110.64395253354246
74010,20150911,0,PM2.5,9.0
74016,20150911,1,PCA,-105.21463363509542
74016,20150911,1,PM2.5,15.0
74022,20150911,2,PCA,-103.48755270589778
74022,20150911,2,PM2.5,16.0
74028,20150911,3,PCA,-101.11089098450991
74028,20150911,3,PM2.5,18.0
74034,20150911,4,PCA,-96.72714422115344
74034,20150911,4,PM2.5,24.0
74040,20150911,5,PCA,-103.24786935063918
74040,20150911,5,PM2.5,14.0
74046,20150911,6,PCA,-103.14653537395539
74046,20150911,6,PM2.5,15.0
74052,20150911,7,PCA,-97.17292887106554
74052,20150911,7,PM2.5,24.0
74058,20150911,8,PCA,-97.31067607884557
74058,20150911,8,PM2.5,27.0
74064,20150911,9,PCA,-107.60523312607201
74064,20150911,9,PM2.5,18.0
74070,20150911,10,PCA,-112.12915278334258
74070,20150911,10,PM2.5,15.0
74076,20150911,11,PCA,-117.48645589163502
74076,20150911,11,PM2.5,5.0
74082,20150911,12,PCA,-116.362475106805
74082,20150911,12,PM2.5,7.0
74088,20150911,13,PCA,-114.0771522979315
74088,20150911,13,PM2.5,10.0
74094,20150911,14,PCA,-114.05948367927431
74094,20150911,14,PM2.5,11.0
74100,20150911,15,PCA,-115.37639819801242
74100,20150911,15,PM2.5,6.0
74106,20150911,16,PCA,-112.61943704302902
74106,20150911,16,PM2.5,9.0
74112,20150911,17,PCA,-111.24570831480963
74112,20150911,17,PM2.5,10.0
74118,20150911,18,PCA,-112.55152510358518
74118,20150911,18,PM2.5,11.0
74124,20150911,19,PCA,-115.48687435552426
74124,20150911,19,PM2.5,11.0
74130,20150911,20,PCA,-116.07853945777147
74130,20150911,20,PM2.5,5.0
74136,20150911,21,PCA,-116.6411808336973
74136,20150911,21,PM2.5,6.0
74142,20150911,22,PCA,-110.8390970788607
74142,20150911,22,PM2.5,11.0
74148,20150911,23,PCA,-110.91935043836088
74148,20150911,23,PM2.5,7.0
74154,20150912,0,PCA,-101.86432223559802
74154,20150912,0,PM2.5,14.0
74160,20150912,1,PCA,-107.22873704243996
74160,20150912,1,PM2.5,7.0
74166,20150912,2,PCA,-103.99949061509858
74166,20150912,2,PM2.5,13.0
74172,20150912,3,PCA,-111.80452322681631
74172,20150912,3,PM2.5,8.0
74178,20150912,4,PCA,-118.07599528198317
74178,20150912,4,PM2.5,3.0
74184,20150912,5,PCA,-118.35198586599351
74184,20150912,5,PM2.5,3.5
74190,20150912,6,PCA,-119.05849800996465
74190,20150912,6,PM2.5,4.0
74196,20150912,7,PCA,-117.98078662081572
74196,20150912,7,PM2.5,4.0
74202,20150912,8,PCA,-118.99186996839283
74202,20150912,8,PM2.5,3.0
74208,20150912,9,PCA,-119.17255747766137
74208,20150912,9,PM2.5,6.0
74214,20150912,10,PCA,-119.09114216541455
74214,20150912,10,PM2.5,6.0
74220,20150912,11,PCA,-120.57044523185765
74220,20150912,11,PM2.5,3.0
74226,20150912,12,PCA,-119.50357247615615
74226,20150912,12,PM2.5,3.5
74232,20150912,13,PCA,-118.90631302767227
74232,20150912,13,PM2.5,4.0
74238,20150912,14,PCA,-118.5973240739772
74238,20150912,14,PM2.5,3.0
74244,20150912,15,PCA,-115.78841028458505
74244,20150912,15,PM2.5,6.0
74250,20150912,16,PCA,-116.67394022785773
74250,20150912,16,PM2.5,4.0
74256,20150912,17,PCA,-117.8684591248254
74256,20150912,17,PM2.5,3.0
74262,20150912,18,PCA,-116.65287858277108
74262,20150912,18,PM2.5,7.0
74268,20150912,19,PCA,-112.14835038649026
74268,20150912,19,PM2.5,13.0
74274,20150912,20,PCA,-115.96501850696414
74274,20150912,20,PM2.5,10.0
74280,20150912,21,PCA,-111.40876938957709
74280,20150912,21,PM2.5,13.0
74286,20150912,22,PCA,-111.07766101450125
74286,20150912,22,PM2.5,14.0
74292,20150912,23,PCA,-108.31614488034162
74292,20150912,23,PM2.5,15.0
74298,20150913,0,PCA,-103.11592868553053
74298,20150913,0,PM2.5,20.0
74304,20150913,1,PCA,-94.5365890550003
74304,20150913,1,PM2.5,25.0
74310,20150913,2,PCA,-90.41865684179278
74310,20150913,2,PM2.5,24.0
74316,20150913,3,PCA,-85.1098529398357
74316,20150913,3,PM2.5,32.0
74322,20150913,4,PCA,-90.98031547941306
74322,20150913,4,PM2.5,27.0
74328,20150913,5,PCA,-88.34854180462436
74328,20150913,5,PM2.5,32.0
74334,20150913,6,PCA,-89.60618610395191
74334,20150913,6,PM2.5,28.0
74340,20150913,7,PCA,-92.8940412587521
74340,20150913,7,PM2.5,24.0
74346,20150913,8,PCA,-83.22559682713377
74346,20150913,8,PM2.5,28.0
74352,20150913,9,PCA,-75.15145179781717
74352,20150913,9,PM2.5,36.0
74358,20150913,10,PCA,-86.63727122641106
74358,20150913,10,PM2.5,21.0
74364,20150913,11,PCA,-94.21765193721643
74364,20150913,11,PM2.5,16.0
74370,20150913,12,PCA,-97.51595567340675
74370,20150913,12,PM2.5,17.0
74376,20150913,13,PCA,-99.13999316396055
74376,20150913,13,PM2.5,18.0
74382,20150913,14,PCA,-106.56701773971214
74382,20150913,14,PM2.5,13.0
74388,20150913,15,PCA,-108.28450528897542
74388,20150913,15,PM2.5,11.0
74394,20150913,16,PCA,-105.37867352479384
74394,20150913,16,PM2.5,14.0
74400,20150913,17,PCA,-104.25465801683175
74400,20150913,17,PM2.5,15.0
74406,20150913,18,PCA,-89.80171149511247
74406,20150913,18,PM2.5,35.0
74412,20150913,19,PCA,-95.92842896168412
74412,20150913,19,PM2.5,25.0
74418,20150913,20,PCA,-91.5466590560182
74418,20150913,20,PM2.5,26.0
74424,20150913,21,PCA,-89.27916704808658
74424,20150913,21,PM2.5,24.0
74430,20150913,22,PCA,-91.43138723910482
74430,20150913,22,PM2.5,23.0
74436,20150913,23,PCA,-86.30300761295094
74436,20150913,23,PM2.5,26.0
74442,20150914,0,PCA,-78.83816515549334
74442,20150914,0,PM2.5,32.0
74448,20150914,1,PCA,-75.36464262301054
74448,20150914,1,PM2.5,41.0
74454,20150914,2,PCA,-71.3239372005518
74454,20150914,2,PM2.5,51.0
74460,20150914,3,PCA,-61.64761890542548
74460,20150914,3,PM2.5,59.0
74466,20150914,4,PCA,-53.09336163326729
74466,20150914,4,PM2.5,64.0
74472,20150914,5,PCA,-55.034134281237115
74472,20150914,5,PM2.5,59.0
74478,20150914,6,PCA,-53.93906985036313
74478,20150914,6,PM2.5,61.0
74484,20150914,7,PCA,-51.46242749642763
74484,20150914,7,PM2.5,63.0
74490,20150914,8,PCA,-42.30328262436781
74490,20150914,8,PM2.5,72.0
74496,20150914,9,PCA,-37.48717859367392
74496,20150914,9,PM2.5,79.0
74502,20150914,10,PCA,-31.278940608465977
74502,20150914,10,PM2.5,89.0
74508,20150914,11,PCA,-27.605312312522667
74508,20150914,11,PM2.5,93.0
74514,20150914,12,PCA,-34.927584284346494
74514,20150914,12,PM2.5,87.0
74520,20150914,13,PCA,-44.612383224855535
74520,20150914,13,PM2.5,78.0
74526,20150914,14,PCA,-46.25197594745406
74526,20150914,14,PM2.5,69.0
74532,20150914,15,PCA,-41.44407369757585
74532,20150914,15,PM2.5,70.0
74538,20150914,16,PCA,-42.379122679284194
74538,20150914,16,PM2.5,55.0
74544,20150914,17,PCA,-56.59961506691571
74544,20150914,17,PM2.5,55.0
74550,20150914,18,PCA,-59.336219642938616
74550,20150914,18,PM2.5,43.0
74556,20150914,19,PCA,-58.73058300726677
74556,20150914,19,PM2.5,41.0
74562,20150914,20,PCA,-47.98276265047578
74562,20150914,20,PM2.5,51.0
74568,20150914,21,PCA,-43.454534293035266
74568,20150914,21,PM2.5,49.0
74574,20150914,22,PCA,-34.64913335156489
74574,20150914,22,PM2.5,58.0
74580,20150914,23,PCA,-24.24542778530371
74580,20150914,23,PM2.5,69.0
74586,20150915,0,PCA,-20.841633878252026
74586,20150915,0,PM2.5,70.0
74592,20150915,1,PCA,-13.587257410868615
74592,20150915,1,PM2.5,77.0
74598,20150915,2,PCA,-4.691223904131188
74598,20150915,2,PM2.5,88.0
74604,20150915,3,PCA,-10.124979998894032
74604,20150915,3,PM2.5,79.0
74610,20150915,4,PCA,-12.370740889307438
74610,20150915,4,PM2.5,75.0
74616,20150915,5,PCA,-9.738786885387231
74616,20150915,5,PM2.5,78.0
74622,20150915,6,PCA,-6.260318681110423
74622,20150915,6,PM2.5,82.0
74628,20150915,7,PCA,-6.509876418441562
74628,20150915,7,PM2.5,83.0
74634,20150915,8,PCA,13.579804335503837
74634,20150915,8,PM2.5,106.0
74640,20150915,9,PCA,51.50022661959773
74640,20150915,9,PM2.5,146.0
74646,20150915,10,PCA,53.76979919874495
74646,20150915,10,PM2.5,161.0
74652,20150915,11,PCA,38.42012836480175
74652,20150915,11,PM2.5,150.0
74658,20150915,12,PCA,14.552857701872515
74658,20150915,12,PM2.5,127.0
74688,20150915,17,PCA,-19.61036539826828
74688,20150915,17,PM2.5,73.0
74694,20150915,18,PCA,-19.208951654294015
74694,20150915,18,PM2.5,67.0
74700,20150915,19,PCA,-17.229922173101322
74700,20150915,19,PM2.5,66.0
74706,20150915,20,PCA,-8.570176677078543
74706,20150915,20,PM2.5,69.0
74712,20150915,21,PCA,2.1753008979121735
74712,20150915,21,PM2.5,73.0
74718,20150915,22,PCA,3.8749430028325698
74718,20150915,22,PM2.5,69.0
74724,20150915,23,PCA,7.0558503178446585
74724,20150915,23,PM2.5,71.0
74730,20150916,0,PCA,18.89233630522791
74730,20150916,0,PM2.5,84.0
74736,20150916,1,PCA,13.324065709073167
74736,20150916,1,PM2.5,79.0
74742,20150916,2,PCA,6.16345384033823
74742,20150916,2,PM2.5,71.0
74748,20150916,3,PCA,11.737985148148075
74748,20150916,3,PM2.5,79.0
74754,20150916,4,PCA,11.790955314635257
74754,20150916,4,PM2.5,81.0
74760,20150916,5,PCA,12.737149136311123
74760,20150916,5,PM2.5,83.0
74766,20150916,6,PCA,17.812745298590198
74766,20150916,6,PM2.5,91.0
74772,20150916,7,PCA,12.040979571385636
74772,20150916,7,PM2.5,84.0
74778,20150916,8,PCA,14.138697030283186
74778,20150916,8,PM2.5,88.0
74784,20150916,9,PCA,48.06308588678169
74784,20150916,9,PM2.5,124.0
74790,20150916,10,PCA,50.8863636686699
74790,20150916,10,PM2.5,139.0
74796,20150916,11,PCA,18.857094678021614
74796,20150916,11,PM2.5,115.0
74802,20150916,12,PCA,3.099741729794441
74802,20150916,12,PM2.5,102.0
74808,20150916,13,PCA,-11.01511354332676
74808,20150916,13,PM2.5,89.0
74814,20150916,14,PCA,-19.545263293612273
74814,20150916,14,PM2.5,79.0
74820,20150916,15,PCA,-26.578877843861815
74820,20150916,15,PM2.5,70.0
74826,20150916,16,PCA,-20.097203180424223
74826,20150916,16,PM2.5,80.0
74832,20150916,17,PCA,-16.008402444077195
74832,20150916,17,PM2.5,81.0
74838,20150916,18,PCA,-7.5648060991590285
74838,20150916,18,PM2.5,88.0
74844,20150916,19,PCA,5.563403702816465
74844,20150916,19,PM2.5,97.0
74850,20150916,20,PCA,18.231313612363653
74850,20150916,20,PM2.5,106.0
74856,20150916,21,PCA,21.8622894312524
74856,20150916,21,PM2.5,106.0
74862,20150916,22,PCA,20.64483739329134
74862,20150916,22,PM2.5,99.0
74868,20150916,23,PCA,29.300540547881347
74868,20150916,23,PM2.5,108.0
74874,20150917,0,PCA,33.29046882444492
74874,20150917,0,PM2.5,111.0
74880,20150917,1,PCA,36.58814221772883
74880,20150917,1,PM2.5,112.0
74886,20150917,2,PCA,29.463012077617293
74886,20150917,2,PM2.5,101.0
74892,20150917,3,PCA,39.552491990986404
74892,20150917,3,PM2.5,112.0
74898,20150917,4,PCA,34.86934965386922
74898,20150917,4,PM2.5,106.0
74904,20150917,5,PCA,38.63911803575565
74904,20150917,5,PM2.5,109.0
74910,20150917,6,PCA,40.02796417728603
74910,20150917,6,PM2.5,110.0
74916,20150917,7,PCA,32.016878600454675
74916,20150917,7,PM2.5,100.0
74922,20150917,8,PCA,31.565480087438242
74922,20150917,8,PM2.5,99.0
74928,20150917,9,PCA,74.84042934528813
74928,20150917,9,PM2.5,149.0
74934,20150917,10,PCA,104.73235015702136
74934,20150917,10,PM2.5,191.0
74940,20150917,11,PCA,91.53083955938509
74940,20150917,11,PM2.5,179.0
74946,20150917,12,PCA,56.67786403813608
74946,20150917,12,PM2.5,143.0
74952,20150917,13,PCA,27.272239051808178
74952,20150917,13,PM2.5,109.0
74970,20150917,16,PCA,13.038050751090072
74970,20150917,16,PM2.5,91.0
74976,20150917,17,PCA,11.036088206601212
74976,20150917,17,PM2.5,87.0
74982,20150917,18,PCA,20.413557110567115
74982,20150917,18,PM2.5,93.0
74988,20150917,19,PCA,30.33684058582865
74988,20150917,19,PM2.5,98.0
74994,20150917,20,PCA,37.83708876756874
74994,20150917,20,PM2.5,102.0
75000,20150917,21,PCA,41.7759263882352
75000,20150917,21,PM2.5,105.0
75006,20150917,22,PCA,45.01493974758669
75006,20150917,22,PM2.5,104.0
75012,20150917,23,PCA,52.31707800270995
75012,20150917,23,PM2.5,112.0
75018,20150918,0,PCA,57.09032673864031
75018,20150918,0,PM2.5,119.0
75024,20150918,1,PCA,63.218493718173534
75024,20150918,1,PM2.5,128.0
75030,20150918,2,PCA,68.92166918246043
75030,20150918,2,PM2.5,132.0
75036,20150918,3,PCA,70.95270721561536
75036,20150918,3,PM2.5,132.0
75042,20150918,4,PCA,69.85037456627252
75042,20150918,4,PM2.5,129.0
75048,20150918,5,PCA,79.53995210687938
75048,20150918,5,PM2.5,139.0
75054,20150918,6,PCA,87.23958720605904
75054,20150918,6,PM2.5,147.0
75060,20150918,7,PCA,84.58812975064755
75060,20150918,7,PM2.5,143.0
75066,20150918,8,PCA,87.68325602099884
75066,20150918,8,PM2.5,145.0
75072,20150918,9,PCA,97.09230744464597
75072,20150918,9,PM2.5,163.0
75078,20150918,10,PCA,37.446875788171866
75078,20150918,10,PM2.5,96.0
75084,20150918,11,PCA,17.269612705641137
75084,20150918,11,PM2.5,78.0
75090,20150918,12,PCA,17.619272942948104
75090,20150918,12,PM2.5,83.0
75096,20150918,13,PCA,-14.910831145695179
75096,20150918,13,PM2.5,44.0
75102,20150918,14,PCA,-24.442224584617357
75102,20150918,14,PM2.5,35.0
75108,20150918,15,PCA,-41.178844932591
75108,20150918,15,PM2.5,16.0
75114,20150918,16,PCA,-41.553284301773296
75114,20150918,16,PM2.5,18.0
75120,20150918,17,PCA,-36.67889842393502
75120,20150918,17,PM2.5,24.0
75126,20150918,18,PCA,-45.22637304383391
75126,20150918,18,PM2.5,10.0
75132,20150918,19,PCA,-41.377239989407485
75132,20150918,19,PM2.5,17.0
75138,20150918,20,PCA,-36.04701855057504
75138,20150918,20,PM2.5,25.0
75144,20150918,21,PCA,-14.741993578957524
75144,20150918,21,PM2.5,52.0
75150,20150918,22,PCA,-20.073307517216126
75150,20150918,22,PM2.5,46.0
75156,20150918,23,PCA,-19.90062825980256
75156,20150918,23,PM2.5,49.0
75162,20150919,0,PCA,-19.2389330650248
75162,20150919,0,PM2.5,47.0
75168,20150919,1,PCA,-11.606592054099867
75168,20150919,1,PM2.5,57.0
75174,20150919,2,PCA,-15.310508187925928
75174,20150919,2,PM2.5,58.0
75180,20150919,3,PCA,-20.311329528311255
75180,20150919,3,PM2.5,55.0
75186,20150919,4,PCA,-27.854645470692457
75186,20150919,4,PM2.5,46.0
75192,20150919,5,PCA,-38.96506184159255
75192,20150919,5,PM2.5,36.0
75198,20150919,6,PCA,-42.41611152735846
75198,20150919,6,PM2.5,36.0
75204,20150919,7,PCA,-41.87540175551056
75204,20150919,7,PM2.5,44.0
75210,20150919,8,PCA,-47.766314421027
75210,20150919,8,PM2.5,42.0
75216,20150919,9,PCA,-74.09122651412547
75216,20150919,9,PM2.5,19.0
75222,20150919,10,PCA,-83.53668335481984
75222,20150919,10,PM2.5,12.0
75228,20150919,11,PCA,-91.09884808609263
75228,20150919,11,PM2.5,11.0
75234,20150919,12,PCA,-90.23124903564646
75234,20150919,12,PM2.5,22.0
75240,20150919,13,PCA,-93.38849670498965
75240,20150919,13,PM2.5,22.0
75246,20150919,14,PCA,-101.01766306765492
75246,20150919,14,PM2.5,16.0
75252,20150919,15,PCA,-104.8722745113497
75252,20150919,15,PM2.5,12.0
75258,20150919,16,PCA,-105.76424549540897
75258,20150919,16,PM2.5,9.0
75264,20150919,17,PCA,-95.5200359454217
75264,20150919,17,PM2.5,20.0
75270,20150919,18,PCA,-99.23196360471266
75270,20150919,18,PM2.5,16.0
75276,20150919,19,PCA,-98.1848577963544
75276,20150919,19,PM2.5,15.0
75282,20150919,20,PCA,-78.19789568981389
75282,20150919,20,PM2.5,39.0
75306,20150920,0,PCA,-33.502187554471725
75306,20150920,0,PM2.5,91.0
75312,20150920,1,PCA,-27.198566290622654
75312,20150920,1,PM2.5,99.0
75318,20150920,2,PCA,-28.900292554957932
75318,20150920,2,PM2.5,92.0
75324,20150920,3,PCA,-27.566202934870915
75324,20150920,3,PM2.5,90.0
75330,20150920,4,PCA,-33.30248693345208
75330,20150920,4,PM2.5,80.0
75336,20150920,5,PCA,-34.81033581866151
75336,20150920,5,PM2.5,75.0
75342,20150920,6,PCA,-35.71726873310566
75342,20150920,6,PM2.5,73.0
75348,20150920,7,PCA,-33.33551931506734
75348,20150920,7,PM2.5,75.0
75354,20150920,8,PCA,-31.265040045549192
75354,20150920,8,PM2.5,73.0
75360,20150920,9,PCA,-31.377601748441656
75360,20150920,9,PM2.5,70.0
75366,20150920,10,PCA,16.885749932531876
75366,20150920,10,PM2.5,134.0
75372,20150920,11,PCA,16.11173038212459
75372,20150920,11,PM2.5,136.0
75378,20150920,12,PCA,-23.324548868550416
75378,20150920,12,PM2.5,89.0
75384,20150920,13,PCA,-51.77783097205863
75384,20150920,13,PM2.5,50.0
75390,20150920,14,PCA,-58.03036158001057
75390,20150920,14,PM2.5,42.0
75396,20150920,15,PCA,-55.36023261726433
75396,20150920,15,PM2.5,48.0
75402,20150920,16,PCA,-57.69162894633911
75402,20150920,16,PM2.5,43.0
75408,20150920,17,PCA,-59.83431174561748
75408,20150920,17,PM2.5,39.0
75414,20150920,18,PCA,-48.75638701711861
75414,20150920,18,PM2.5,45.0
75420,20150920,19,PCA,-48.64534202597831
75420,20150920,19,PM2.5,38.0
75426,20150920,20,PCA,-51.66958084342372
75426,20150920,20,PM2.5,31.0
75432,20150920,21,PCA,-47.30357885140348
75432,20150920,21,PM2.5,35.0
75438,20150920,22,PCA,-42.9841059850838
75438,20150920,22,PM2.5,38.0
75444,20150920,23,PCA,-33.28881040492008
75444,20150920,23,PM2.5,46.0
75450,20150921,0,PCA,-35.12616804206308
75450,20150921,0,PM2.5,44.0
75456,20150921,1,PCA,-32.9178445435421
75456,20150921,1,PM2.5,48.0
75462,20150921,2,PCA,-30.700172829402483
75462,20150921,2,PM2.5,52.0
75468,20150921,3,PCA,-35.755799020771015
75468,20150921,3,PM2.5,49.0
75474,20150921,4,PCA,-37.08919346276743
75474,20150921,4,PM2.5,50.0
75480,20150921,5,PCA,-31.162116085578162
75480,20150921,5,PM2.5,58.0
75486,20150921,6,PCA,-32.101868866467434
75486,20150921,6,PM2.5,57.0
75492,20150921,7,PCA,-31.845223239798933
75492,20150921,7,PM2.5,59.0
75498,20150921,8,PCA,-24.977565904038144
75498,20150921,8,PM2.5,68.0
75504,20150921,9,PCA,-10.666110974934261
75504,20150921,9,PM2.5,88.0
75510,20150921,10,PCA,-11.978983481121064
75510,20150921,10,PM2.5,94.0
75516,20150921,11,PCA,-24.015633516128553
75516,20150921,11,PM2.5,86.0
75522,20150921,12,PCA,-34.809685420196665
75522,20150921,12,PM2.5,82.0
75528,20150921,13,PCA,-17.102769361658794
75528,20150921,13,PM2.5,88.0
75534,20150921,14,PCA,-10.864483301733747
75534,20150921,14,PM2.5,90.0
75540,20150921,15,PCA,-11.527837504395386
75540,20150921,15,PM2.5,84.0
75546,20150921,16,PCA,-12.328909557394091
75546,20150921,16,PM2.5,84.0
75552,20150921,17,PCA,-21.883133234922006
75552,20150921,17,PM2.5,81.0
75558,20150921,18,PCA,-24.851060685380126
75558,20150921,18,PM2.5,88.0
75564,20150921,19,PCA,-11.118301303772649
75564,20150921,19,PM2.5,94.0
75570,20150921,20,PCA,0.9105523993153078
75570,20150921,20,PM2.5,96.0
75576,20150921,21,PCA,8.124355427497854
75576,20150921,21,PM2.5,96.0
75582,20150921,22,PCA,23.74291351675808
75582,20150921,22,PM2.5,108.0
75588,20150921,23,PCA,27.70872848209395
75588,20150921,23,PM2.5,114.0
75594,20150922,0,PCA,34.802480595954755
75594,20150922,0,PM2.5,120.0
75600,20150922,1,PCA,38.31685251885632
75600,20150922,1,PM2.5,125.0
75606,20150922,2,PCA,44.47475551265501
75606,20150922,2,PM2.5,131.0
75612,20150922,3,PCA,50.405632077542734
75612,20150922,3,PM2.5,139.0
75618,20150922,4,PCA,62.45111886870065
75618,20150922,4,PM2.5,148.0
75624,20150922,5,PCA,67.46985399205886
75624,20150922,5,PM2.5,151.0
75630,20150922,6,PCA,68.80745280943465
75630,20150922,6,PM2.5,146.0
75636,20150922,7,PCA,74.47086135746417
75636,20150922,7,PM2.5,148.0
75642,20150922,8,PCA,84.37488075319129
75642,20150922,8,PM2.5,160.0
75648,20150922,9,PCA,102.18405541804023
75648,20150922,9,PM2.5,182.0
75654,20150922,10,PCA,88.89819029562456
75654,20150922,10,PM2.5,165.0
75660,20150922,11,PCA,69.1707597184659
75660,20150922,11,PM2.5,139.0
75666,20150922,12,PCA,59.9396786346791
75666,20150922,12,PM2.5,127.0
75672,20150922,13,PCA,47.88921398568859
75672,20150922,13,PM2.5,115.0
75678,20150922,14,PCA,32.69813155951206
75678,20150922,14,PM2.5,100.0
75684,20150922,15,PCA,19.587482115173348
75684,20150922,15,PM2.5,84.0
75690,20150922,16,PCA,23.191306888978804
75690,20150922,16,PM2.5,85.0
75696,20150922,17,PCA,43.367989954432296
75696,20150922,17,PM2.5,107.0
75702,20150922,18,PCA,93.44570455163662
