,date,hour,type,榆垡
224346,20180831,10,PM2.5,27.0
224352,20180831,11,PCA,-95.53291434100736
224352,20180831,11,PM2.5,24.0
224358,20180831,12,PCA,-100.76021578642148
224358,20180831,12,PM2.5,23.0
224364,20180831,13,PCA,-101.17145006184498
224364,20180831,13,PM2.5,23.0
224370,20180831,14,PCA,-101.03376686399909
224370,20180831,14,PM2.5,19.0
224376,20180831,15,PCA,-84.36003893101808
224376,20180831,15,PM2.5,23.0
224382,20180831,16,PCA,-90.45496086542782
224382,20180831,16,PM2.5,27.0
224388,20180831,17,PCA,-102.43862726882217
224388,20180831,17,PM2.5,17.0
224394,20180831,18,PCA,-106.24294602519718
224394,20180831,18,PM2.5,14.0
224400,20180831,19,PCA,-107.71044598078268
224400,20180831,19,PM2.5,12.0
224406,20180831,20,PCA,-94.06923706756363
224406,20180831,20,PM2.5,15.0
224412,20180831,21,PCA,-84.69188900108898
224412,20180831,21,PM2.5,18.0
224418,20180831,22,PCA,-83.5021767986335
224418,20180831,22,PM2.5,21.0
224424,20180831,23,PCA,-86.19807120564732
224424,20180831,23,PM2.5,26.0
224430,20180901,0,PCA,-90.36432892477639
224430,20180901,0,PM2.5,21.0
224436,20180901,2,PCA,-97.19207166429383
224436,20180901,2,PM2.5,19.0
224442,20180901,3,PCA,-80.39300843390288
224442,20180901,3,PM2.5,17.0
224448,20180901,4,PCA,-65.47417743639677
224448,20180901,4,PM2.5,36.0
224454,20180901,5,PCA,-50.173145019162284
224454,20180901,5,PM2.5,45.0
224460,20180901,6,PCA,-27.2933149309232
224460,20180901,6,PM2.5,60.0
224466,20180901,7,PCA,-28.48427980450812
224466,20180901,7,PM2.5,60.0
224472,20180901,8,PCA,-19.215987598744885
224472,20180901,8,PM2.5,66.0
224478,20180901,9,PCA,7.599609437719104
224478,20180901,9,PM2.5,85.0
224484,20180901,10,PCA,0.16535530286054625
224484,20180901,10,PM2.5,87.0
224490,20180901,11,PCA,-68.3499732059634
224490,20180901,11,PM2.5,47.0
224496,20180901,12,PCA,-100.35174129528454
224496,20180901,12,PM2.5,25.0
224502,20180901,13,PCA,-100.55558695243387
224502,20180901,13,PM2.5,22.0
224508,20180901,14,PCA,-102.11885638813189
224508,20180901,14,PM2.5,20.0
224514,20180901,15,PCA,-97.31952894911619
224514,20180901,15,PM2.5,27.0
224520,20180901,16,PCA,-80.87962982100774
224520,20180901,16,PM2.5,38.0
224526,20180901,17,PCA,-90.25909558469799
224526,20180901,17,PM2.5,30.0
224532,20180901,18,PCA,-83.98028697243234
224532,20180901,18,PM2.5,30.0
224538,20180901,19,PCA,-80.13288893728698
224538,20180901,19,PM2.5,30.0
224544,20180901,20,PCA,-68.21499061459063
224544,20180901,20,PM2.5,36.0
224550,20180901,21,PCA,-54.25310734198204
224550,20180901,21,PM2.5,45.0
224556,20180901,22,PCA,-52.924274430182166
224556,20180901,22,PM2.5,45.0
224562,20180901,23,PCA,-55.406409816787054
224562,20180901,23,PM2.5,45.0
224568,20180902,0,PCA,-86.58574214550912
224568,20180902,0,PM2.5,28.0
224574,20180902,1,PCA,-98.43792555622431
224574,20180902,1,PM2.5,19.0
224580,20180902,2,PCA,-79.01210467205007
224580,20180902,2,PM2.5,28.0
224586,20180902,3,PCA,-78.86979943751933
224586,20180902,3,PM2.5,31.0
224592,20180902,4,PCA,-74.51252333289467
224592,20180902,4,PM2.5,34.0
224598,20180902,5,PCA,-67.14544067130981
224598,20180902,5,PM2.5,39.0
224604,20180902,6,PCA,-73.0834086289807
224604,20180902,6,PM2.5,35.0
224610,20180902,7,PCA,-86.67455104709883
224610,20180902,7,PM2.5,28.0
224616,20180902,10,PCA,-52.15733640974393
224616,20180902,10,PM2.5,49.0
224622,20180902,11,PCA,-45.89406407551882
224622,20180902,11,PM2.5,54.0
224628,20180902,12,PCA,-35.62848739218258
224628,20180902,12,PM2.5,62.0
224634,20180902,13,PCA,-40.514470346087904
224634,20180902,13,PM2.5,61.0
224640,20180902,14,PCA,-47.72291234119271
224640,20180902,14,PM2.5,58.0
224646,20180902,15,PCA,-62.95227830904081
224646,20180902,15,PM2.5,49.0
224652,20180902,16,PCA,-65.8735769756397
224652,20180902,16,PM2.5,48.0
224658,20180902,17,PCA,-50.799221498209874
224658,20180902,17,PM2.5,57.0
224664,20180902,18,PCA,-44.72185182905633
224664,20180902,18,PM2.5,60.0
224670,20180902,19,PCA,-38.745816136586576
224670,20180902,19,PM2.5,62.0
224676,20180902,20,PCA,-15.540352488453317
224676,20180902,20,PM2.5,75.0
224682,20180902,21,PCA,7.463796550448532
224682,20180902,21,PM2.5,87.0
224688,20180902,22,PCA,9.567356382783698
224688,20180902,22,PM2.5,85.0
224694,20180902,23,PCA,25.85194386090748
224694,20180902,23,PM2.5,95.0
224700,20180903,0,PCA,40.07392611056068
224700,20180903,0,PM2.5,103.0
224706,20180903,1,PCA,56.1222634263737
224706,20180903,1,PM2.5,113.0
224712,20180903,2,PCA,44.060967369720444
224712,20180903,2,PM2.5,106.0
224718,20180903,3,PCA,23.509736203901003
224718,20180903,3,PM2.5,93.0
224724,20180903,4,PCA,-3.6732716335649083
224724,20180903,4,PM2.5,76.0
224730,20180903,5,PCA,-26.01177728744397
224730,20180903,5,PM2.5,63.0
224736,20180903,6,PCA,-49.133716565413835
224736,20180903,6,PM2.5,48.0
224742,20180903,7,PCA,-47.29635892827082
224742,20180903,7,PM2.5,50.0
224748,20180903,8,PCA,-24.202311991798926
224748,20180903,8,PM2.5,67.0
224754,20180903,9,PCA,16.452080991656935
224754,20180903,9,PM2.5,95.0
224760,20180903,10,PCA,19.315518778232107
224760,20180903,10,PM2.5,98.0
224766,20180903,11,PCA,-116.88333924162305
224766,20180903,11,PM2.5,8.0
224772,20180903,12,PCA,-118.85696640852925
224772,20180903,12,PM2.5,6.0
224778,20180903,13,PCA,-103.12803062354806
224778,20180903,13,PM2.5,6.0
224784,20180903,14,PCA,-120.58901055215841
224784,20180903,14,PM2.5,3.0
224790,20180903,15,PCA,-119.89136696099995
224790,20180903,15,PM2.5,4.0
224796,20180903,16,PCA,-120.57778297428784
224796,20180903,16,PM2.5,3.0
224802,20180903,17,PCA,-121.40745573366951
224802,20180903,17,PM2.5,3.0
224808,20180903,18,PCA,-121.14820409173537
224808,20180903,18,PM2.5,3.0
224814,20180903,19,PCA,-120.72885426273261
224814,20180903,19,PM2.5,3.0
224820,20180903,20,PCA,-111.0978482599999
224820,20180903,20,PM2.5,4.0
224826,20180903,21,PCA,-107.8112457763292
224826,20180903,21,PM2.5,11.0
224832,20180903,22,PCA,-110.80491373611594
224832,20180903,22,PM2.5,6.0
224838,20180903,23,PCA,-121.0464849364609
224838,20180903,23,PM2.5,3.0
224844,20180904,0,PCA,-119.36415794716437
224844,20180904,0,PM2.5,6.0
224850,20180904,1,PCA,-116.01226171626382
224850,20180904,1,PM2.5,6.0
224856,20180904,2,PCA,-119.63997002793525
224856,20180904,2,PM2.5,7.0
224862,20180904,3,PCA,-110.4980247886608
224862,20180904,3,PM2.5,9.0
224868,20180904,4,PCA,-117.10284062128217
224868,20180904,4,PM2.5,4.0
224874,20180904,5,PCA,-121.83520659542376
224874,20180904,5,PM2.5,6.0
224880,20180904,6,PCA,-120.30190688358286
224880,20180904,6,PM2.5,3.0
224886,20180904,7,PCA,-122.41944129691741
224886,20180904,7,PM2.5,5.0
224892,20180904,8,PCA,-123.513132226227
224892,20180904,8,PM2.5,3.0
224898,20180904,9,PCA,-121.40103485031106
224898,20180904,9,PM2.5,5.0
224904,20180904,10,PCA,-122.01471207221465
224904,20180904,10,PM2.5,3.0
224910,20180904,11,PCA,-120.27224737096888
224910,20180904,11,PM2.5,5.0
224916,20180904,12,PCA,-115.39107912625913
224916,20180904,12,PM2.5,9.0
224922,20180904,13,PCA,-113.35731424740368
224922,20180904,13,PM2.5,10.0
224928,20180904,14,PCA,-110.47487465546341
224928,20180904,14,PM2.5,16.0
224934,20180904,15,PCA,-117.66543520197203
224934,20180904,15,PM2.5,3.0
224940,20180904,16,PCA,-115.87408052407574
224940,20180904,16,PM2.5,5.0
224946,20180904,17,PCA,-117.94768832352946
224946,20180904,17,PM2.5,3.0
224952,20180904,18,PCA,-111.30538691781385
224952,20180904,18,PM2.5,3.0
224958,20180904,19,PCA,-100.55656016889958
224958,20180904,19,PM2.5,7.0
224964,20180904,20,PCA,-98.58541468337833
224964,20180904,20,PM2.5,7.0
224970,20180904,21,PCA,-86.1209798957908
224970,20180904,21,PM2.5,11.0
224976,20180904,22,PCA,-86.22356654360402
224976,20180904,22,PM2.5,13.0
224982,20180904,23,PCA,-91.26548347571708
224982,20180904,23,PM2.5,12.0
224988,20180905,0,PCA,-82.87264198169473
224988,20180905,0,PM2.5,18.0
224994,20180905,1,PCA,-84.35502786332418
224994,20180905,1,PM2.5,16.0
225000,20180905,2,PCA,-82.15667927154438
225000,20180905,2,PM2.5,17.0
225006,20180905,3,PCA,-90.08666966779222
225006,20180905,3,PM2.5,12.0
225012,20180905,4,PCA,-88.62454273969128
225012,20180905,4,PM2.5,19.0
225018,20180905,5,PCA,-102.28735160719575
225018,20180905,5,PM2.5,12.0
225024,20180905,6,PCA,-103.97228461175784
225024,20180905,6,PM2.5,11.0
225030,20180905,7,PCA,-95.31566578342733
225030,20180905,7,PM2.5,13.0
225036,20180905,8,PCA,-79.6657129958413
225036,20180905,8,PM2.5,15.0
225042,20180905,9,PCA,-105.27622521584951
225042,20180905,9,PM2.5,13.0
225048,20180905,10,PCA,-107.29252632550698
225048,20180905,10,PM2.5,12.0
225054,20180905,11,PCA,-108.0672332369521
225054,20180905,11,PM2.5,11.0
225060,20180905,12,PCA,-111.25628427765514
225060,20180905,12,PM2.5,11.0
225066,20180905,13,PCA,-112.87915989315952
225066,20180905,13,PM2.5,7.0
225072,20180905,14,PCA,-112.92752370335607
225072,20180905,14,PM2.5,8.0
225078,20180905,15,PCA,-112.03771323202511
225078,20180905,15,PM2.5,7.0
225084,20180905,16,PCA,-94.98430156495388
225084,20180905,16,PM2.5,15.0
225090,20180905,17,PCA,-106.29266317952994
225090,20180905,17,PM2.5,14.0
225096,20180905,18,PCA,-103.61282320232723
225096,20180905,18,PM2.5,12.0
225102,20180905,19,PCA,-94.58261233992489
225102,20180905,19,PM2.5,13.0
225108,20180905,20,PCA,-98.66437752334517
225108,20180905,20,PM2.5,8.0
225114,20180905,21,PCA,-93.71890735782516
225114,20180905,21,PM2.5,11.0
225120,20180905,22,PCA,-82.58904353068452
225120,20180905,22,PM2.5,20.0
225126,20180905,23,PCA,-77.12989141920963
225126,20180905,23,PM2.5,24.0
225132,20180906,0,PCA,-70.798056645206
225132,20180906,0,PM2.5,28.0
225138,20180906,1,PCA,-74.14377819405712
225138,20180906,1,PM2.5,28.0
225144,20180906,2,PCA,-74.96222337556816
225144,20180906,2,PM2.5,28.0
225150,20180906,3,PCA,-68.153507075878
225150,20180906,3,PM2.5,33.0
225156,20180906,4,PCA,-65.15304873453643
225156,20180906,4,PM2.5,35.0
225162,20180906,5,PCA,-64.26178059427869
225162,20180906,5,PM2.5,34.0
225168,20180906,6,PCA,-87.77948605992336
225168,20180906,6,PM2.5,22.0
225174,20180906,7,PCA,-91.52966614604414
225174,20180906,7,PM2.5,18.0
225180,20180906,8,PCA,-77.17917625074313
225180,20180906,8,PM2.5,15.0
225186,20180906,9,PCA,-89.03015882331455
225186,20180906,9,PM2.5,13.0
225192,20180906,10,PCA,-90.87599718353748
225192,20180906,10,PM2.5,9.0
225198,20180906,11,PCA,-92.77525121278488
225198,20180906,11,PM2.5,9.0
225204,20180906,12,PCA,-104.46633243306344
225204,20180906,12,PM2.5,5.0
225210,20180906,13,PCA,-109.09108005799214
225210,20180906,13,PM2.5,3.0
225216,20180906,14,PCA,-117.33709495380553
225216,20180906,14,PM2.5,3.0
225222,20180906,15,PCA,-117.68344514671402
225222,20180906,15,PM2.5,5.0
225228,20180906,16,PCA,-107.62690911890196
225228,20180906,16,PM2.5,4.0
225234,20180906,17,PCA,-103.7837514452966
225234,20180906,17,PM2.5,3.0
225240,20180906,18,PCA,-101.96147656897338
225240,20180906,18,PM2.5,3.0
225246,20180906,19,PCA,-96.2815275911973
225246,20180906,19,PM2.5,7.0
225252,20180906,20,PCA,-105.40775972674545
225252,20180906,20,PM2.5,5.0
225258,20180906,21,PCA,-100.61619187182323
225258,20180906,21,PM2.5,10.0
225264,20180906,22,PCA,-96.89466296625265
225264,20180906,22,PM2.5,10.0
225270,20180906,23,PCA,-85.16180331953498
225270,20180906,23,PM2.5,19.0
225276,20180907,0,PCA,-82.73901430501972
225276,20180907,0,PM2.5,17.0
225282,20180907,1,PCA,-102.23652179600857
225282,20180907,1,PM2.5,9.0
225288,20180907,2,PCA,-93.22259037030481
225288,20180907,2,PM2.5,13.0
225294,20180907,3,PCA,-93.04522524881396
225294,20180907,3,PM2.5,11.0
225300,20180907,4,PCA,-89.6021144392798
225300,20180907,4,PM2.5,14.0
225306,20180907,5,PCA,-102.17327205976801
225306,20180907,5,PM2.5,8.0
225312,20180907,6,PCA,-108.1734375691098
225312,20180907,6,PM2.5,5.0
225318,20180907,7,PCA,-112.43960341989144
225318,20180907,7,PM2.5,6.0
225324,20180907,8,PCA,-111.45176783094372
225324,20180907,8,PM2.5,4.0
225330,20180907,9,PCA,-122.7067619576971
225330,20180907,9,PM2.5,4.0
225336,20180907,10,PCA,-122.3579300834037
225336,20180907,10,PM2.5,4.0
225342,20180907,11,PCA,-122.84438483159636
225342,20180907,11,PM2.5,3.0
225348,20180907,12,PCA,-121.65630697541526
225348,20180907,12,PM2.5,3.0
225354,20180907,13,PCA,-119.12483961306829
225354,20180907,13,PM2.5,4.0
225360,20180907,14,PCA,-115.39190630394141
225360,20180907,14,PM2.5,9.0
225366,20180907,15,PCA,-118.87598837132258
225366,20180907,15,PM2.5,4.0
225372,20180907,16,PCA,-115.2997200563166
225372,20180907,16,PM2.5,7.0
225378,20180907,17,PCA,-113.19242937491286
225378,20180907,17,PM2.5,11.0
225384,20180907,18,PCA,-116.45179001742034
225384,20180907,18,PM2.5,5.0
225390,20180907,19,PCA,-81.40913722333352
225390,20180907,19,PM2.5,18.0
225396,20180907,20,PCA,-89.37377866707672
225396,20180907,20,PM2.5,9.0
225402,20180907,21,PCA,-93.42729800596571
225402,20180907,21,PM2.5,10.0
225408,20180907,22,PCA,-102.46627492228197
225408,20180907,22,PM2.5,12.0
225414,20180907,23,PCA,-102.76389180679743
225414,20180907,23,PM2.5,8.0
225420,20180908,0,PCA,-99.73917931470311
225420,20180908,0,PM2.5,7.0
225426,20180908,1,PCA,-102.38618374506642
225426,20180908,1,PM2.5,12.0
225432,20180908,2,PCA,-95.47847065876839
225432,20180908,2,PM2.5,11.0
225438,20180908,3,PCA,-98.21945235128841
225438,20180908,3,PM2.5,9.0
225444,20180908,4,PCA,-90.68653330564973
225444,20180908,4,PM2.5,11.0
225450,20180908,5,PCA,-79.76470613066532
225450,20180908,5,PM2.5,16.0
225456,20180908,6,PCA,-83.91984044837628
225456,20180908,6,PM2.5,14.0
225462,20180908,7,PCA,-89.20687426972079
225462,20180908,7,PM2.5,12.0
225468,20180908,8,PCA,-82.90280750333437
225468,20180908,8,PM2.5,14.0
225474,20180908,9,PCA,-87.80500155530825
225474,20180908,9,PM2.5,10.0
225480,20180908,10,PCA,-97.6621383223015
225480,20180908,10,PM2.5,7.0
225486,20180908,11,PCA,-122.00142465462253
225486,20180908,11,PM2.5,3.0
225492,20180908,12,PCA,-121.15997799348814
225492,20180908,12,PM2.5,3.0
225498,20180908,13,PCA,-120.1151568834008
225498,20180908,13,PM2.5,4.0
225504,20180908,14,PCA,-115.15430279749452
225504,20180908,14,PM2.5,10.0
225510,20180908,15,PCA,-119.42393417560073
225510,20180908,15,PM2.5,3.0
225516,20180908,16,PCA,-118.81585065937325
225516,20180908,16,PM2.5,3.0
225522,20180908,17,PCA,-115.16124984730675
225522,20180908,17,PM2.5,7.0
225528,20180908,18,PCA,-113.7509322476368
225528,20180908,18,PM2.5,4.0
225534,20180908,19,PCA,-99.7086724669786
225534,20180908,19,PM2.5,8.0
225540,20180908,20,PCA,-86.0157907361578
225540,20180908,20,PM2.5,14.0
225546,20180908,21,PCA,-77.78389126086881
225546,20180908,21,PM2.5,14.0
225552,20180908,22,PCA,-63.17175653830705
225552,20180908,22,PM2.5,20.0
225558,20180908,23,PCA,-62.34806825491665
225558,20180908,23,PM2.5,20.0
225564,20180909,0,PCA,-86.89829841422592
225564,20180909,0,PM2.5,13.0
225570,20180909,1,PCA,-78.66085459979395
225570,20180909,1,PM2.5,15.0
225576,20180909,2,PCA,-73.22516053273772
225576,20180909,2,PM2.5,18.0
225582,20180909,3,PCA,-75.81846829193834
225582,20180909,3,PM2.5,21.0
225588,20180909,4,PCA,-72.77087865410138
225588,20180909,4,PM2.5,24.0
225594,20180909,5,PCA,-88.48700403315439
225594,20180909,5,PM2.5,20.0
225600,20180909,6,PCA,-88.19394517538964
225600,20180909,6,PM2.5,18.0
225606,20180909,7,PCA,-78.54567589001873
225606,20180909,7,PM2.5,22.0
225612,20180909,8,PCA,-46.615640122261425
225612,20180909,8,PM2.5,40.0
225618,20180909,9,PCA,-62.60652071579466
225618,20180909,9,PM2.5,35.0
225624,20180909,10,PCA,-74.2457188326822
225624,20180909,10,PM2.5,32.0
225630,20180909,11,PCA,-83.65735083721111
225630,20180909,11,PM2.5,31.0
225636,20180909,12,PCA,-78.06915717022636
225636,20180909,12,PM2.5,31.0
225642,20180909,13,PCA,-86.77386800662998
225642,20180909,13,PM2.5,28.0
225648,20180909,14,PCA,-99.31072033924805
225648,20180909,14,PM2.5,24.0
225654,20180909,15,PCA,-105.3132779969232
225654,20180909,15,PM2.5,15.0
225660,20180909,16,PCA,-98.65061474234781
225660,20180909,16,PM2.5,22.0
225666,20180909,17,PCA,-96.07080476422578
225666,20180909,17,PM2.5,20.0
225672,20180909,18,PCA,-90.4852025468028
225672,20180909,18,PM2.5,22.0
225678,20180909,19,PCA,-76.63616293852093
225678,20180909,19,PM2.5,24.0
225684,20180909,20,PCA,-76.81931748577328
225684,20180909,20,PM2.5,26.0
225690,20180909,21,PCA,-76.00747434200215
225690,20180909,21,PM2.5,26.0
225696,20180909,22,PCA,-69.1330431303309
225696,20180909,22,PM2.5,28.0
225702,20180909,23,PCA,-71.25842792383895
225702,20180909,23,PM2.5,26.0
225708,20180910,0,PCA,-53.06293334514992
225708,20180910,0,PM2.5,33.0
225714,20180910,1,PCA,-38.574728742876324
225714,20180910,1,PM2.5,36.0
225720,20180910,2,PCA,-66.5267526165504
225720,20180910,2,PM2.5,31.0
225726,20180910,3,PCA,-68.11497800980942
225726,20180910,3,PM2.5,31.0
225732,20180910,4,PCA,-58.99091071568538
225732,20180910,4,PM2.5,36.0
225738,20180910,5,PCA,-65.00438380004756
225738,20180910,5,PM2.5,34.0
225744,20180910,6,PCA,-56.45170496366646
225744,20180910,6,PM2.5,37.0
225750,20180910,7,PCA,-50.63245859919831
225750,20180910,7,PM2.5,41.0
225756,20180910,8,PCA,-26.397361004285365
225756,20180910,8,PM2.5,53.0
225762,20180910,9,PCA,-26.667840301787237
225762,20180910,9,PM2.5,52.0
225768,20180910,10,PCA,-26.943510357701637
225768,20180910,10,PM2.5,58.0
225774,20180910,11,PCA,-45.25758458243419
225774,20180910,11,PM2.5,55.0
225780,20180910,12,PCA,-61.54676176286614
225780,20180910,12,PM2.5,48.0
225786,20180910,13,PCA,-79.54561850123083
225786,20180910,13,PM2.5,39.0
225792,20180910,14,PCA,-86.36927664451858
225792,20180910,14,PM2.5,33.0
225798,20180910,15,PCA,-88.81899288256106
225798,20180910,15,PM2.5,31.0
225804,20180910,16,PCA,-81.08724090907583
225804,20180910,16,PM2.5,32.0
225810,20180910,17,PCA,-66.76955855493335
225810,20180910,17,PM2.5,43.0
225816,20180910,18,PCA,-42.655384340103986
225816,20180910,18,PM2.5,51.0
225822,20180910,19,PCA,-31.08668961222206
225822,20180910,19,PM2.5,54.0
225828,20180910,20,PCA,-19.41896107457836
225828,20180910,20,PM2.5,59.0
225834,20180910,21,PCA,-16.164153770044482
225834,20180910,21,PM2.5,57.0
225840,20180910,22,PCA,-39.937807822023736
225840,20180910,22,PM2.5,45.0
225846,20180910,23,PCA,-74.1247832957412
225846,20180910,23,PM2.5,36.0
225852,20180911,0,PCA,-73.96183392909118
225852,20180911,0,PM2.5,33.0
225858,20180911,1,PCA,-56.80275029836419
225858,20180911,1,PM2.5,39.0
225864,20180911,2,PCA,-42.891868070904025
225864,20180911,2,PM2.5,45.0
225870,20180911,3,PCA,-54.099295530788076
225870,20180911,3,PM2.5,45.0
225876,20180911,4,PCA,-56.16236090519705
225876,20180911,4,PM2.5,48.0
225882,20180911,5,PCA,-49.773045740983285
225882,20180911,5,PM2.5,49.0
225888,20180911,6,PCA,-35.74755676264823
225888,20180911,6,PM2.5,55.0
225894,20180911,7,PCA,-25.710771817095683
225894,20180911,7,PM2.5,64.0
225900,20180911,8,PCA,-37.284730989616556
225900,20180911,8,PM2.5,57.0
225906,20180911,9,PCA,-31.655115021072945
225906,20180911,9,PM2.5,62.0
225912,20180911,10,PCA,-37.00244211499008
225912,20180911,10,PM2.5,59.0
225918,20180911,11,PCA,-42.69794856522826
225918,20180911,11,PM2.5,58.0
225924,20180911,12,PCA,-51.7609601736407
225924,20180911,12,PM2.5,54.0
225930,20180911,13,PCA,-67.12715656083789
225930,20180911,13,PM2.5,45.0
225936,20180911,14,PCA,-84.47169831339522
225936,20180911,14,PM2.5,29.0
225942,20180911,15,PCA,-85.37526637352151
225942,20180911,15,PM2.5,31.0
225948,20180911,16,PCA,-83.52343920861152
225948,20180911,16,PM2.5,28.0
225954,20180911,17,PCA,-84.3843680491185
225954,20180911,17,PM2.5,30.0
225960,20180911,18,PCA,-77.55583479499137
225960,20180911,18,PM2.5,29.0
225966,20180911,19,PCA,-71.35284219757202
225966,20180911,19,PM2.5,30.0
225972,20180911,20,PCA,-57.305815888919916
225972,20180911,20,PM2.5,36.0
225978,20180911,21,PCA,-52.663877482248104
225978,20180911,21,PM2.5,35.0
225984,20180911,22,PCA,-31.438116361825806
225984,20180911,22,PM2.5,64.0
225990,20180911,23,PCA,-3.3805813004084815
225990,20180911,23,PM2.5,81.0
225996,20180912,0,PCA,-1.4656141674347902
225996,20180912,0,PM2.5,81.0
226002,20180912,1,PCA,2.393537612035079
226002,20180912,1,PM2.5,82.0
226008,20180912,2,PCA,-4.234279700209648
226008,20180912,2,PM2.5,77.0
226014,20180912,3,PCA,-2.251605477251331
226014,20180912,3,PM2.5,78.0
226020,20180912,4,PCA,-17.011133130994285
226020,20180912,4,PM2.5,69.0
226026,20180912,5,PCA,-14.586934777092077
226026,20180912,5,PM2.5,70.0
226032,20180912,6,PCA,-25.567646992896385
226032,20180912,6,PM2.5,63.0
226038,20180912,7,PCA,-37.89788859608669
226038,20180912,7,PM2.5,55.0
226044,20180912,8,PCA,-44.3330776968892
226044,20180912,8,PM2.5,48.0
226050,20180912,9,PCA,-41.53947167520439
226050,20180912,9,PM2.5,49.0
226056,20180912,10,PCA,-35.8077090403014
226056,20180912,10,PM2.5,56.0
226062,20180912,11,PCA,-46.77991851335426
226062,20180912,11,PM2.5,53.0
226068,20180912,12,PCA,-53.33395830771465
226068,20180912,12,PM2.5,51.0
226074,20180912,13,PCA,-51.16915057302829
226074,20180912,13,PM2.5,55.0
226080,20180912,14,PCA,-60.46989009946558
226080,20180912,14,PM2.5,53.0
226086,20180912,15,PCA,-61.635472485049014
226086,20180912,15,PM2.5,51.0
226092,20180912,16,PCA,-58.73052285680719
226092,20180912,16,PM2.5,55.0
226098,20180912,17,PCA,-51.37297861689916
226098,20180912,17,PM2.5,60.0
226104,20180912,18,PCA,-38.855363292281744
226104,20180912,18,PM2.5,65.0
226110,20180912,19,PCA,-34.401625777663014
226110,20180912,19,PM2.5,67.0
226116,20180912,20,PCA,-28.35452580660168
226116,20180912,20,PM2.5,69.0
226122,20180912,21,PCA,-13.908493826830927
226122,20180912,21,PM2.5,77.0
226128,20180912,22,PCA,38.41126006626298
226128,20180912,22,PM2.5,107.0
226134,20180912,23,PCA,15.749043356132034
226134,20180912,23,PM2.5,89.0
226140,20180913,0,PCA,16.289639601112782
226140,20180913,0,PM2.5,84.0
226146,20180913,1,PCA,2.2782440236306405
226146,20180913,1,PM2.5,76.0
226152,20180913,2,PCA,-15.150779202377475
226152,20180913,2,PM2.5,67.0
226158,20180913,3,PCA,-13.768675112862061
226158,20180913,3,PM2.5,68.0
226164,20180913,4,PCA,-5.3081825241058285
226164,20180913,4,PM2.5,73.0
226170,20180913,5,PCA,-8.176631854652472
226170,20180913,5,PM2.5,71.0
226176,20180913,6,PCA,-15.560210119889883
226176,20180913,6,PM2.5,68.0
226182,20180913,7,PCA,-21.210491570368607
226182,20180913,7,PM2.5,65.0
226188,20180913,8,PCA,7.626251574540154
226188,20180913,8,PM2.5,76.0
226194,20180913,9,PCA,11.49155104927918
226194,20180913,9,PM2.5,84.0
226200,20180913,10,PCA,32.21185800489909
226200,20180913,10,PM2.5,98.0
226206,20180913,11,PCA,28.742630110307324
226206,20180913,11,PM2.5,101.0
226212,20180913,12,PCA,6.021351000102436
226212,20180913,12,PM2.5,90.0
226218,20180913,13,PCA,-6.667926042793726
226218,20180913,13,PM2.5,84.0
226224,20180913,14,PCA,-57.22812869999207
226224,20180913,14,PM2.5,55.0
226230,20180913,15,PCA,-61.32849392684521
226230,20180913,15,PM2.5,51.0
226236,20180913,16,PCA,-50.744320414816634
226236,20180913,16,PM2.5,56.0
226242,20180913,17,PCA,-49.78577067802147
226242,20180913,17,PM2.5,59.0
226248,20180913,18,PCA,-46.303329507935146
226248,20180913,18,PM2.5,60.0
226254,20180913,19,PCA,-45.121609710509595
226254,20180913,19,PM2.5,54.0
226260,20180913,20,PCA,-32.25970173973971
226260,20180913,20,PM2.5,66.0
226266,20180913,21,PCA,-10.142335315239952
226266,20180913,21,PM2.5,79.0
226272,20180913,22,PCA,1.5063811365370718
226272,20180913,22,PM2.5,84.0
226278,20180913,23,PCA,29.94798478489354
226278,20180913,23,PM2.5,101.0
226284,20180914,0,PCA,35.9047980280102
226284,20180914,0,PM2.5,104.0
226290,20180914,1,PCA,51.56872106789979
226290,20180914,1,PM2.5,113.0
226296,20180914,2,PCA,58.27036884570495
226296,20180914,2,PM2.5,115.0
226302,20180914,3,PCA,53.78734429360238
226302,20180914,3,PM2.5,113.0
226308,20180914,4,PCA,55.001130317679156
226308,20180914,4,PM2.5,115.0
226314,20180914,5,PCA,67.08736686324237
226314,20180914,5,PM2.5,119.0
226320,20180914,6,PCA,62.47899934801896
226320,20180914,6,PM2.5,118.0
226326,20180914,7,PCA,50.64355305348807
226326,20180914,7,PM2.5,111.0
226332,20180914,8,PCA,70.15369746173447
226332,20180914,8,PM2.5,122.0
226338,20180914,9,PCA,117.12232597615997
226338,20180914,9,PM2.5,150.0
226344,20180914,10,PCA,148.69879566895048
226344,20180914,10,PM2.5,176.0
226350,20180914,11,PCA,126.07804344453446
226350,20180914,11,PM2.5,164.0
226356,20180914,12,PCA,68.86137347987253
226356,20180914,12,PM2.5,131.0
226362,20180914,13,PCA,60.707900801169814
226362,20180914,13,PM2.5,127.0
226386,20180914,17,PCA,11.33975007359625
226386,20180914,17,PM2.5,99.0
226392,20180914,18,PCA,24.948841075516498
226392,20180914,18,PM2.5,106.0
226398,20180914,19,PCA,68.39229193788941
226398,20180914,19,PM2.5,131.0
226404,20180914,20,PCA,101.3865549201249
226404,20180914,20,PM2.5,148.0
226410,20180914,21,PCA,52.45163698122342
226410,20180914,21,PM2.5,118.0
226416,20180914,22,PCA,26.67100793783662
