,date,hour,type,官园
99096,20160303,5,PM2.5,237.0
99102,20160303,6,PCA,213.71271661257933
99102,20160303,6,PM2.5,217.0
99108,20160303,7,PCA,223.55900746186623
99108,20160303,7,PM2.5,229.0
99114,20160303,8,PCA,224.33481941602398
99114,20160303,8,PM2.5,229.0
99120,20160303,9,PCA,231.49797500374208
99120,20160303,9,PM2.5,241.0
99126,20160303,10,PCA,245.96061619063153
99126,20160303,10,PM2.5,258.0
99132,20160303,11,PCA,256.73875699763244
99132,20160303,11,PM2.5,273.0
99138,20160303,12,PCA,269.31210413199545
99138,20160303,12,PM2.5,290.0
99144,20160303,13,PCA,284.19944115133836
99144,20160303,13,PM2.5,305.0
99150,20160303,14,PCA,287.0897038131181
99150,20160303,14,PM2.5,306.0
99156,20160303,15,PCA,305.3163848464894
99156,20160303,15,PM2.5,324.0
99162,20160303,16,PCA,316.6582172074324
99162,20160303,16,PM2.5,331.0
99168,20160303,17,PCA,310.36406343071366
99168,20160303,17,PM2.5,320.0
99174,20160303,18,PCA,315.3152681096186
99174,20160303,18,PM2.5,316.0
99180,20160303,19,PCA,336.3853638509247
99180,20160303,19,PM2.5,331.0
99186,20160303,20,PCA,353.230654320491
99186,20160303,20,PM2.5,336.0
99192,20160303,21,PCA,369.88092877377585
99192,20160303,21,PM2.5,345.0
99198,20160303,22,PCA,380.1518956090958
99198,20160303,22,PM2.5,350.0
99204,20160303,23,PCA,411.5704400465364
99204,20160303,23,PM2.5,385.0
99210,20160304,0,PCA,406.7992274783377
99210,20160304,0,PM2.5,374.0
99216,20160304,1,PCA,409.5583084801538
99216,20160304,1,PM2.5,370.0
99222,20160304,2,PCA,402.0874885836038
99222,20160304,2,PM2.5,353.0
99228,20160304,3,PCA,382.13166963246914
99228,20160304,3,PM2.5,325.0
99234,20160304,4,PCA,366.000447610699
99234,20160304,4,PM2.5,301.0
99240,20160304,5,PCA,367.4866239668314
99240,20160304,5,PM2.5,300.0
99246,20160304,6,PCA,368.4789159433182
99246,20160304,6,PM2.5,299.0
99252,20160304,7,PCA,361.84770496767806
99252,20160304,7,PM2.5,289.0
99258,20160304,8,PCA,362.88090226952227
99258,20160304,8,PM2.5,288.0
99264,20160304,9,PCA,372.2091073487987
99264,20160304,9,PM2.5,298.0
99270,20160304,10,PCA,385.28695016546834
99270,20160304,10,PM2.5,312.0
99276,20160304,11,PCA,402.21487373339625
99276,20160304,11,PM2.5,331.0
99282,20160304,12,PCA,410.54394088360425
99282,20160304,12,PM2.5,339.0
99288,20160304,13,PCA,417.2688343255889
99288,20160304,13,PM2.5,349.0
99294,20160304,14,PCA,349.8496611214172
99294,20160304,14,PM2.5,268.0
99300,20160304,15,PCA,355.43441845922706
99300,20160304,15,PM2.5,274.0
99306,20160304,16,PCA,361.5426395204739
99306,20160304,16,PM2.5,277.0
99312,20160304,17,PCA,367.2242104808829
99312,20160304,17,PM2.5,286.0
99318,20160304,18,PCA,373.5077356523117
99318,20160304,18,PM2.5,289.0
99324,20160304,19,PCA,403.2621642070811
99324,20160304,19,PM2.5,326.0
99330,20160304,20,PCA,433.2751828931721
99330,20160304,20,PM2.5,369.0
99336,20160304,21,PCA,373.0110074040681
99336,20160304,21,PM2.5,291.0
99342,20160304,22,PCA,297.4860935320255
99342,20160304,22,PM2.5,196.0
99348,20160304,23,PCA,223.32471511287426
99348,20160304,23,PM2.5,130.0
99354,20160305,0,PCA,224.26847054161013
99354,20160305,0,PM2.5,152.0
99360,20160305,1,PCA,224.27304018427094
99360,20160305,1,PM2.5,151.0
99366,20160305,2,PCA,218.41027191711296
99366,20160305,2,PM2.5,114.0
99372,20160305,3,PCA,186.05865557767663
99372,20160305,3,PM2.5,77.0
99378,20160305,4,PCA,177.90929945202234
99378,20160305,4,PM2.5,71.0
99384,20160305,5,PCA,169.3882828922247
99384,20160305,5,PM2.5,66.0
99390,20160305,6,PCA,160.50262189430484
99390,20160305,6,PM2.5,62.0
99396,20160305,7,PCA,153.24933538375282
99396,20160305,7,PM2.5,59.0
99402,20160305,8,PCA,140.66088096432367
99402,20160305,8,PM2.5,51.0
99408,20160305,9,PCA,127.04036941389543
99408,20160305,9,PM2.5,46.0
99414,20160305,10,PCA,128.88436335374024
99414,20160305,10,PM2.5,53.0
99420,20160305,11,PCA,115.08754336747965
99420,20160305,11,PM2.5,46.0
99426,20160305,12,PCA,107.20794561791105
99426,20160305,12,PM2.5,47.0
99432,20160305,13,PCA,97.93688799612171
99432,20160305,13,PM2.5,48.0
99438,20160305,14,PCA,82.7499159217518
99438,20160305,14,PM2.5,42.0
99444,20160305,15,PCA,75.94595808166716
99444,20160305,15,PM2.5,46.0
99450,20160305,16,PCA,76.34691990555754
99450,20160305,16,PM2.5,56.0
99456,20160305,17,PCA,73.2949422889569
99456,20160305,17,PM2.5,60.0
99462,20160305,18,PCA,67.42784342556114
99462,20160305,18,PM2.5,57.0
99468,20160305,19,PCA,67.06282391219511
99468,20160305,19,PM2.5,59.0
99474,20160305,20,PCA,65.13682196033298
99474,20160305,20,PM2.5,58.0
99480,20160305,21,PCA,61.107072253551024
99480,20160305,21,PM2.5,54.0
99486,20160305,22,PCA,64.84922544354937
99486,20160305,22,PM2.5,53.0
99492,20160305,23,PCA,54.128100146298216
99492,20160305,23,PM2.5,41.0
99498,20160306,0,PCA,49.51088724341112
99498,20160306,0,PM2.5,42.0
99504,20160306,1,PCA,43.58825613842897
99504,20160306,1,PM2.5,42.0
99510,20160306,2,PCA,30.299424358022822
99510,20160306,2,PM2.5,35.0
99516,20160306,3,PCA,38.761346271811725
99516,20160306,3,PM2.5,50.0
99522,20160306,4,PCA,39.55228507452188
99522,20160306,4,PM2.5,57.0
99528,20160306,5,PCA,38.4430969371933
99528,20160306,5,PM2.5,59.0
99534,20160306,6,PCA,19.094027996088155
99534,20160306,6,PM2.5,41.0
99540,20160306,7,PCA,1.99578044902375
99540,20160306,7,PM2.5,26.0
99546,20160306,8,PCA,-5.648628096170341
99546,20160306,8,PM2.5,22.0
99552,20160306,9,PCA,-8.47106198972412
99552,20160306,9,PM2.5,24.0
99558,20160306,10,PCA,-11.671347914944157
99558,20160306,10,PM2.5,25.0
99564,20160306,11,PCA,-7.102036141656024
99564,20160306,11,PM2.5,38.0
99570,20160306,12,PCA,4.839275630472346
99570,20160306,12,PM2.5,54.0
99576,20160306,13,PCA,5.318506163147938
99576,20160306,13,PM2.5,54.0
99582,20160306,14,PCA,14.790521742549794
99582,20160306,14,PM2.5,68.0
99588,20160306,15,PCA,37.469675043706914
99588,20160306,15,PM2.5,97.0
99594,20160306,16,PCA,46.84992981139969
99594,20160306,16,PM2.5,110.0
99600,20160306,17,PCA,54.868442198827395
99600,20160306,17,PM2.5,113.0
99606,20160306,18,PCA,69.06187950403849
99606,20160306,18,PM2.5,126.0
99612,20160306,19,PCA,83.26569226190017
99612,20160306,19,PM2.5,138.0
99618,20160306,20,PCA,65.55085283708107
99618,20160306,20,PM2.5,114.0
99624,20160306,21,PCA,61.86728312258696
99624,20160306,21,PM2.5,109.0
99630,20160306,22,PCA,55.66614126291164
99630,20160306,22,PM2.5,102.0
99636,20160306,23,PCA,61.185893080080156
99636,20160306,23,PM2.5,107.0
99642,20160307,0,PCA,71.53500173395318
99642,20160307,0,PM2.5,119.0
99648,20160307,1,PCA,71.12779865887074
99648,20160307,1,PM2.5,117.0
99654,20160307,2,PCA,73.28357552330547
99654,20160307,2,PM2.5,115.0
99660,20160307,3,PCA,73.02148978259447
99660,20160307,3,PM2.5,115.0
99666,20160307,4,PCA,52.641507738254326
99666,20160307,4,PM2.5,91.0
99672,20160307,5,PCA,42.45981540127607
99672,20160307,5,PM2.5,77.0
99678,20160307,6,PCA,32.38934343303238
99678,20160307,6,PM2.5,61.0
99684,20160307,7,PCA,-0.6598182877527192
99684,20160307,7,PM2.5,26.0
99690,20160307,8,PCA,-10.621342254400526
99690,20160307,8,PM2.5,14.0
99696,20160307,9,PCA,-14.056276956342364
99696,20160307,9,PM2.5,13.0
99702,20160307,10,PCA,-22.65258878032147
99702,20160307,10,PM2.5,12.0
99708,20160307,11,PCA,-19.61600653447416
99708,20160307,11,PM2.5,20.0
99714,20160307,12,PCA,-27.9683574981315
99714,20160307,12,PM2.5,11.0
99720,20160307,13,PCA,-26.941463960676966
99720,20160307,13,PM2.5,16.0
99726,20160307,14,PCA,-34.817637444557135
99726,20160307,14,PM2.5,8.0
99732,20160307,15,PCA,-37.50016491297995
99732,20160307,15,PM2.5,8.0
99738,20160307,16,PCA,-40.20847628171944
99738,20160307,16,PM2.5,9.0
99744,20160307,17,PCA,-42.52505597100884
99744,20160307,17,PM2.5,10.0
99750,20160307,18,PCA,-45.04372799644723
99750,20160307,18,PM2.5,10.0
99756,20160307,19,PCA,-48.48553111440235
99756,20160307,19,PM2.5,7.0
99762,20160307,20,PCA,-45.431326012973315
99762,20160307,20,PM2.5,13.0
99768,20160307,21,PCA,-57.222894733376556
99768,20160307,21,PM2.5,3.0
99774,20160307,22,PCA,-59.60943505235124
99774,20160307,22,PM2.5,6.0
99780,20160307,23,PCA,-63.6464932839417
99780,20160307,23,PM2.5,6.0
99840,20160308,9,PCA,-88.46887456117734
99840,20160308,9,PM2.5,5.0
99846,20160308,10,PCA,-83.98202114411052
99846,20160308,10,PM2.5,15.0
99852,20160308,11,PCA,-91.19412157586895
99852,20160308,11,PM2.5,7.0
99858,20160308,12,PCA,-92.15334463028641
99858,20160308,12,PM2.5,7.0
99864,20160308,13,PCA,-89.34524382261255
99864,20160308,13,PM2.5,15.0
99870,20160308,14,PCA,-92.8330499873491
99870,20160308,14,PM2.5,10.0
99876,20160308,15,PCA,-94.36579124249454
99876,20160308,15,PM2.5,10.0
99882,20160308,16,PCA,-94.73249806542432
99882,20160308,16,PM2.5,10.0
99888,20160308,17,PCA,-93.39260599383694
99888,20160308,17,PM2.5,12.0
99894,20160308,18,PCA,-96.44191838854557
99894,20160308,18,PM2.5,8.0
99900,20160308,19,PCA,-94.92710821169354
99900,20160308,19,PM2.5,8.0
99906,20160308,20,PCA,-92.96891600830182
99906,20160308,20,PM2.5,9.0
99912,20160308,21,PCA,-94.07697184557081
99912,20160308,21,PM2.5,7.0
99918,20160308,22,PCA,-94.66841636034175
99918,20160308,22,PM2.5,10.0
99924,20160308,23,PCA,-99.88403567725143
99924,20160308,23,PM2.5,3.0
99930,20160309,0,PCA,-97.4090827523733
99930,20160309,0,PM2.5,9.0
99948,20160309,3,PCA,-99.39131064202489
99948,20160309,3,PM2.5,8.0
99954,20160309,4,PCA,-100.49555588042945
99954,20160309,4,PM2.5,6.0
99960,20160309,5,PCA,-96.17522137091231
99960,20160309,5,PM2.5,10.0
99966,20160309,6,PCA,-99.11918638055825
99966,20160309,6,PM2.5,3.0
99972,20160309,7,PCA,-92.12831532355753
99972,20160309,7,PM2.5,9.0
99978,20160309,8,PCA,-95.03978630206247
99978,20160309,8,PM2.5,5.0
99984,20160309,9,PCA,-98.28515295633552
99984,20160309,9,PM2.5,7.0
99990,20160309,10,PCA,-95.12957530193617
99990,20160309,10,PM2.5,12.0
100008,20160309,13,PCA,-95.99311623578343
100008,20160309,13,PM2.5,11.0
100014,20160309,14,PCA,-92.92198438171116
100014,20160309,14,PM2.5,15.0
100020,20160309,15,PCA,-92.42116601396633
100020,20160309,15,PM2.5,16.0
100026,20160309,16,PCA,-95.96787014610801
100026,20160309,16,PM2.5,11.0
100032,20160309,17,PCA,-95.53048374061294
100032,20160309,17,PM2.5,11.0
100038,20160309,18,PCA,-95.0930973351179
100038,20160309,18,PM2.5,11.0
100044,20160309,19,PCA,-97.11690207983942
100044,20160309,19,PM2.5,7.0
100050,20160309,20,PCA,-96.09619569680758
100050,20160309,20,PM2.5,9.0
100056,20160309,21,PCA,-92.46908386554756
100056,20160309,21,PM2.5,11.0
100062,20160309,22,PCA,-95.11316413732442
100062,20160309,22,PM2.5,9.0
100068,20160309,23,PCA,-93.89876730163205
100068,20160309,23,PM2.5,7.0
100074,20160310,0,PCA,-93.08868289526279
100074,20160310,0,PM2.5,9.0
100080,20160310,1,PCA,-95.3271518398057
100080,20160310,1,PM2.5,6.0
100086,20160310,2,PCA,-93.30473742565188
100086,20160310,2,PM2.5,6.0
100092,20160310,3,PCA,-92.20462139996275
100092,20160310,3,PM2.5,7.0
100098,20160310,4,PCA,-90.10553622529929
100098,20160310,4,PM2.5,9.0
100104,20160310,5,PCA,-87.64110403010991
100104,20160310,5,PM2.5,11.0
100110,20160310,6,PCA,-87.40454463219226
100110,20160310,6,PM2.5,5.0
100116,20160310,7,PCA,-84.75260265219156
100116,20160310,7,PM2.5,4.0
100122,20160310,8,PCA,-80.0523017079081
100122,20160310,8,PM2.5,9.0
100128,20160310,9,PCA,-85.59281904723304
100128,20160310,9,PM2.5,8.0
100134,20160310,10,PCA,-86.84413610577793
100134,20160310,10,PM2.5,8.0
100140,20160310,11,PCA,-88.4475212956724
100140,20160310,11,PM2.5,6.0
100146,20160310,12,PCA,-88.30738292509682
100146,20160310,12,PM2.5,7.0
100152,20160310,13,PCA,-83.66376816442259
100152,20160310,13,PM2.5,13.0
100158,20160310,14,PCA,-82.5822508281664
100158,20160310,14,PM2.5,16.0
100164,20160310,15,PCA,-85.67756626965644
100164,20160310,15,PM2.5,10.0
100170,20160310,16,PCA,-80.26643018267343
100170,20160310,16,PM2.5,16.0
100176,20160310,17,PCA,-78.38284635498377
100176,20160310,17,PM2.5,16.0
100182,20160310,18,PCA,-75.47375487730702
100182,20160310,18,PM2.5,16.0
100188,20160310,19,PCA,-74.01760215736512
100188,20160310,19,PM2.5,13.0
100194,20160310,20,PCA,-73.51281934866729
100194,20160310,20,PM2.5,13.0
100200,20160310,21,PCA,-69.74565169328795
100200,20160310,21,PM2.5,13.0
100206,20160310,22,PCA,-69.8746448551271
100206,20160310,22,PM2.5,13.0
100212,20160310,23,PCA,-73.93323001729374
100212,20160310,23,PM2.5,9.0
100218,20160311,0,PCA,-75.74228357263732
100218,20160311,0,PM2.5,6.0
100224,20160311,1,PCA,-71.71201533255399
100224,20160311,1,PM2.5,12.0
100230,20160311,2,PCA,-69.58811764832484
100230,20160311,2,PM2.5,12.0
100236,20160311,3,PCA,-61.44754292450302
100236,20160311,3,PM2.5,15.0
100242,20160311,4,PCA,-61.7469715385025
100242,20160311,4,PM2.5,14.0
100248,20160311,5,PCA,-59.915944681706655
100248,20160311,5,PM2.5,16.0
100254,20160311,6,PCA,-63.89662940260818
100254,20160311,6,PM2.5,11.0
100260,20160311,7,PCA,-61.57082225465205
100260,20160311,7,PM2.5,7.0
100266,20160311,8,PCA,-57.43343233038568
100266,20160311,8,PM2.5,14.0
100272,20160311,9,PCA,-56.252598556777535
100272,20160311,9,PM2.5,19.0
100278,20160311,10,PCA,-62.6979124885852
100278,20160311,10,PM2.5,16.0
100284,20160311,11,PCA,-71.5245711198286
100284,20160311,11,PM2.5,10.0
100290,20160311,12,PCA,-71.06730944550499
100290,20160311,12,PM2.5,10.0
100296,20160311,13,PCA,-69.04350914388375
100296,20160311,13,PM2.5,15.0
100302,20160311,14,PCA,-71.77806648484857
100302,20160311,14,PM2.5,13.0
100308,20160311,15,PCA,-63.45705823442912
100308,20160311,15,PM2.5,24.0
100314,20160311,16,PCA,-58.89468387692537
100314,20160311,16,PM2.5,29.0
100320,20160311,17,PCA,-60.21862947282108
100320,20160311,17,PM2.5,26.0
100326,20160311,18,PCA,-54.055686910926525
100326,20160311,18,PM2.5,32.0
100332,20160311,19,PCA,-54.53293760525083
100332,20160311,19,PM2.5,30.0
100338,20160311,20,PCA,-47.54824277299903
100338,20160311,20,PM2.5,36.0
100344,20160311,21,PCA,-47.10479389392723
100344,20160311,21,PM2.5,34.0
100350,20160311,22,PCA,-34.22835748422315
100350,20160311,22,PM2.5,48.0
100356,20160311,23,PCA,-27.05095087466609
100356,20160311,23,PM2.5,53.0
100362,20160312,0,PCA,-21.995596033435316
100362,20160312,0,PM2.5,62.0
100368,20160312,1,PCA,-16.786085767592386
100368,20160312,1,PM2.5,70.0
100374,20160312,2,PCA,-13.543795669273598
100374,20160312,2,PM2.5,73.0
100380,20160312,3,PCA,-5.213802296771347
100380,20160312,3,PM2.5,79.0
100386,20160312,4,PCA,4.756199292097545
100386,20160312,4,PM2.5,91.0
100392,20160312,5,PCA,8.816298098756738
100392,20160312,5,PM2.5,94.0
100398,20160312,6,PCA,13.576453028422195
100398,20160312,6,PM2.5,98.0
100404,20160312,7,PCA,13.263428409225758
100404,20160312,7,PM2.5,96.0
100410,20160312,8,PCA,18.166308029972
100410,20160312,8,PM2.5,97.0
100416,20160312,9,PCA,27.10325650985764
100416,20160312,9,PM2.5,104.0
100422,20160312,10,PCA,39.111922447033315
100422,20160312,10,PM2.5,114.0
100428,20160312,11,PCA,48.581451165102806
100428,20160312,11,PM2.5,123.0
100434,20160312,12,PCA,43.554072700098786
100434,20160312,12,PM2.5,113.0
100440,20160312,13,PCA,41.95863176488444
100440,20160312,13,PM2.5,111.0
100446,20160312,14,PCA,43.61679197154952
100446,20160312,14,PM2.5,113.0
100452,20160312,15,PCA,45.91225478387891
100452,20160312,15,PM2.5,113.0
100458,20160312,16,PCA,47.70735058808264
100458,20160312,16,PM2.5,113.0
100464,20160312,17,PCA,58.38979175450018
100464,20160312,17,PM2.5,118.0
100470,20160312,18,PCA,69.42749129403414
100470,20160312,18,PM2.5,123.0
100476,20160312,19,PCA,83.61794705936346
100476,20160312,19,PM2.5,133.0
100482,20160312,20,PCA,95.5384112397598
100482,20160312,20,PM2.5,138.0
100488,20160312,21,PCA,112.39636420762459
100488,20160312,21,PM2.5,150.0
100494,20160312,22,PCA,133.59920472788752
100494,20160312,22,PM2.5,174.0
100500,20160312,23,PCA,125.58517284632497
100500,20160312,23,PM2.5,159.0
100506,20160313,0,PCA,124.98113450476822
100506,20160313,0,PM2.5,154.0
100512,20160313,1,PCA,106.91869994304565
100512,20160313,1,PM2.5,129.0
100518,20160313,2,PCA,47.12901369540508
100518,20160313,2,PM2.5,60.0
100524,20160313,3,PCA,16.690709070907896
100524,20160313,3,PM2.5,30.0
100530,20160313,4,PCA,-4.546612064917188
100530,20160313,4,PM2.5,13.0
100536,20160313,5,PCA,-11.195862060001398
100536,20160313,5,PM2.5,10.0
100542,20160313,6,PCA,-14.496453592833786
100542,20160313,6,PM2.5,9.0
100548,20160313,7,PCA,-13.77439545919196
100548,20160313,7,PM2.5,11.0
100554,20160313,8,PCA,-16.845837621561184
100554,20160313,8,PM2.5,12.0
100560,20160313,9,PCA,-22.327615278669896
100560,20160313,9,PM2.5,13.0
100566,20160313,10,PCA,-29.4136152728255
100566,20160313,10,PM2.5,9.0
100572,20160313,11,PCA,-32.7065075045731
100572,20160313,11,PM2.5,12.0
100578,20160313,12,PCA,-38.45337002783741
100578,20160313,12,PM2.5,10.0
100584,20160313,13,PCA,-44.995600162534764
100584,20160313,13,PM2.5,8.0
100590,20160313,14,PCA,-48.77542667114305
100590,20160313,14,PM2.5,8.0
100596,20160313,15,PCA,-54.24995226483603
100596,20160313,15,PM2.5,7.0
100602,20160313,16,PCA,-54.15024092925765
100602,20160313,16,PM2.5,12.0
100608,20160313,17,PCA,-58.47665872592818
100608,20160313,17,PM2.5,10.0
100614,20160313,18,PCA,-60.097508479107184
100614,20160313,18,PM2.5,11.0
100620,20160313,19,PCA,-52.92422437830773
100620,20160313,19,PM2.5,19.0
100626,20160313,20,PCA,-47.763682038799516
100626,20160313,20,PM2.5,25.0
100632,20160313,21,PCA,-43.491042000469406
100632,20160313,21,PM2.5,33.0
100638,20160313,22,PCA,-36.751907060992195
100638,20160313,22,PM2.5,48.0
100644,20160313,23,PCA,-27.578181526341083
100644,20160313,23,PM2.5,61.0
100650,20160314,0,PCA,-18.765285387847534
100650,20160314,0,PM2.5,74.0
100656,20160314,1,PCA,-17.665082911136267
100656,20160314,1,PM2.5,73.0
100662,20160314,2,PCA,-7.117670297368908
100662,20160314,2,PM2.5,84.0
100668,20160314,3,PCA,-3.1720756811071293
100668,20160314,3,PM2.5,81.0
100674,20160314,4,PCA,-0.8047292734649026
100674,20160314,4,PM2.5,80.0
100680,20160314,5,PCA,7.1676850511088785
100680,20160314,5,PM2.5,89.0
100686,20160314,6,PCA,13.887208887333154
100686,20160314,6,PM2.5,98.0
100692,20160314,7,PCA,19.25690268399497
100692,20160314,7,PM2.5,103.0
100698,20160314,8,PCA,19.628968183011374
100698,20160314,8,PM2.5,101.0
100704,20160314,9,PCA,24.584136504838586
100704,20160314,9,PM2.5,104.0
100710,20160314,10,PCA,24.690421580403704
100710,20160314,10,PM2.5,106.0
100716,20160314,11,PCA,29.024861413960167
100716,20160314,11,PM2.5,108.0
100722,20160314,12,PCA,29.572302536175343
100722,20160314,12,PM2.5,102.0
100728,20160314,13,PCA,31.541559438212175
100728,20160314,13,PM2.5,103.0
100734,20160314,14,PCA,20.48868547493365
100734,20160314,14,PM2.5,91.0
100740,20160314,15,PCA,-9.061020214020752
100740,20160314,15,PM2.5,60.0
100746,20160314,16,PCA,-16.27960807081347
100746,20160314,16,PM2.5,48.5
100752,20160314,17,PCA,-23.498195927606186
100752,20160314,17,PM2.5,37.0
100758,20160314,18,PCA,-16.237718258131395
100758,20160314,18,PM2.5,41.0
100764,20160314,19,PCA,-0.15619909935232185
100764,20160314,19,PM2.5,53.0
100770,20160314,20,PCA,8.366580187591532
100770,20160314,20,PM2.5,51.0
100776,20160314,21,PCA,8.777915524425126
100776,20160314,21,PM2.5,59.0
100782,20160314,22,PCA,27.252561384309825
100782,20160314,22,PM2.5,77.0
100788,20160314,23,PCA,27.315640365338506
100788,20160314,23,PM2.5,77.0
100794,20160315,0,PCA,44.094189000439165
100794,20160315,0,PM2.5,100.0
100800,20160315,1,PCA,58.00286257206043
100800,20160315,1,PM2.5,119.0
100806,20160315,2,PCA,72.94201689960641
100806,20160315,2,PM2.5,134.0
100812,20160315,3,PCA,78.10324071808955
100812,20160315,3,PM2.5,139.0
100818,20160315,4,PCA,91.02064197343212
100818,20160315,4,PM2.5,148.0
100824,20160315,5,PCA,91.52206976860069
100824,20160315,5,PM2.5,148.0
100830,20160315,6,PCA,79.14216229888237
100830,20160315,6,PM2.5,127.0
100836,20160315,7,PCA,68.46955196675049
100836,20160315,7,PM2.5,114.0
100842,20160315,8,PCA,69.14490447120724
100842,20160315,8,PM2.5,113.0
100848,20160315,9,PCA,69.10089229621674
100848,20160315,9,PM2.5,116.0
100854,20160315,10,PCA,71.57332725095216
100854,20160315,10,PM2.5,121.0
100860,20160315,11,PCA,75.17818916799625
100860,20160315,11,PM2.5,129.5
100866,20160315,12,PCA,78.78305108504028
100866,20160315,12,PM2.5,138.0
100884,20160315,15,PCA,96.42981806137588
100884,20160315,15,PM2.5,158.0
100890,20160315,16,PCA,107.86011801873802
100890,20160315,16,PM2.5,168.0
100896,20160315,17,PCA,117.98155171911434
100896,20160315,17,PM2.5,171.0
100902,20160315,18,PCA,126.0117410741149
100902,20160315,18,PM2.5,170.0
100908,20160315,19,PCA,142.8924951219685
100908,20160315,19,PM2.5,180.0
100914,20160315,20,PCA,153.6524405509786
100914,20160315,20,PM2.5,183.0
100920,20160315,21,PCA,163.86525275933508
100920,20160315,21,PM2.5,190.0
100926,20160315,22,PCA,178.10178064197387
100926,20160315,22,PM2.5,197.0
100932,20160315,23,PCA,192.33830852461267
100932,20160315,23,PM2.5,204.0
100938,20160316,0,PCA,208.24771151200704
100938,20160316,0,PM2.5,221.0
100944,20160316,1,PCA,219.3190439730809
100944,20160316,1,PM2.5,233.0
100950,20160316,2,PCA,226.55112249516625
100950,20160316,2,PM2.5,240.0
100956,20160316,3,PCA,224.48985454136948
100956,20160316,3,PM2.5,233.0
100962,20160316,4,PCA,224.4365544800999
100962,20160316,4,PM2.5,230.0
100968,20160316,5,PCA,211.70446401653913
100968,20160316,5,PM2.5,210.0
100974,20160316,6,PCA,210.001732182279
100974,20160316,6,PM2.5,206.0
100980,20160316,7,PCA,217.9045591334307
100980,20160316,7,PM2.5,214.0
100986,20160316,8,PCA,227.43212939441304
100986,20160316,8,PM2.5,223.0
100992,20160316,9,PCA,224.06968630044983
100992,20160316,9,PM2.5,214.0
100998,20160316,10,PCA,227.65050699924134
100998,20160316,10,PM2.5,217.0
101004,20160316,11,PCA,231.37300135506396
101004,20160316,11,PM2.5,226.0
101010,20160316,12,PCA,242.79802540018014
