,date,hour,type,云岗
218304,20180719,13,PCA,55.58415258101787
218304,20180719,13,PM2.5,106.0
218310,20180719,14,PCA,58.50574010254141
218310,20180719,14,PM2.5,107.0
218316,20180719,15,PCA,82.75074369871227
218316,20180719,15,PM2.5,128.0
218322,20180719,16,PCA,61.44039280508272
218322,20180719,16,PM2.5,118.0
218328,20180719,17,PCA,-25.461199023098487
218328,20180719,17,PM2.5,59.0
218334,20180719,18,PCA,-78.4872151794864
218334,20180719,18,PM2.5,23.0
218340,20180719,19,PCA,-56.563538377686065
218340,20180719,19,PM2.5,34.0
218346,20180719,20,PCA,-44.05080448747252
218346,20180719,20,PM2.5,40.0
218352,20180719,21,PCA,-20.37158937434238
218352,20180719,21,PM2.5,54.0
218358,20180719,22,PCA,10.43383004747098
218358,20180719,22,PM2.5,74.0
218364,20180719,23,PCA,35.39530002267558
218364,20180719,23,PM2.5,91.0
218370,20180720,0,PCA,82.20488949519596
218370,20180720,0,PM2.5,122.0
218406,20180720,6,PCA,49.97317863132354
218406,20180720,6,PM2.5,98.0
218412,20180720,7,PCA,55.74608001242718
218412,20180720,7,PM2.5,102.0
218418,20180720,8,PCA,55.740254042942624
218418,20180720,8,PM2.5,103.0
218424,20180720,9,PCA,31.60128480586771
218424,20180720,9,PM2.5,89.0
218430,20180720,10,PCA,-1.7408808161263298
218430,20180720,10,PM2.5,71.0
218436,20180720,11,PCA,-8.08158740810019
218436,20180720,11,PM2.5,69.0
218442,20180720,12,PCA,-0.5282734430055903
218442,20180720,12,PM2.5,75.0
218448,20180720,13,PCA,15.907471573538452
218448,20180720,13,PM2.5,87.0
218454,20180720,14,PCA,17.440844280128882
218454,20180720,14,PM2.5,89.0
218460,20180720,15,PCA,-1.4254724318256895
218460,20180720,15,PM2.5,78.0
218466,20180720,16,PCA,-13.999132926805716
218466,20180720,16,PM2.5,70.0
218472,20180720,17,PCA,-30.335480901565365
218472,20180720,17,PM2.5,59.0
218478,20180720,18,PCA,-22.146097002011956
218478,20180720,18,PM2.5,64.0
218484,20180720,19,PCA,-16.801426588992427
218484,20180720,19,PM2.5,66.0
218490,20180720,20,PCA,-13.53786745770959
218490,20180720,20,PM2.5,67.0
218496,20180720,21,PCA,-8.578642951423053
218496,20180720,21,PM2.5,68.0
218502,20180720,22,PCA,-5.826940685538861
218502,20180720,22,PM2.5,67.0
218508,20180721,0,PCA,-46.374081170626376
218508,20180721,0,PM2.5,39.0
218514,20180721,1,PCA,-37.37289778259738
218514,20180721,1,PM2.5,45.0
218520,20180721,2,PCA,-34.63284745568228
218520,20180721,2,PM2.5,46.0
218526,20180721,3,PCA,-35.57408139731245
218526,20180721,3,PM2.5,47.0
218532,20180721,4,PCA,-32.12669851852194
218532,20180721,4,PM2.5,49.0
218538,20180721,5,PCA,-12.837781389135392
218538,20180721,5,PM2.5,62.0
218544,20180721,6,PCA,0.7924766525614905
218544,20180721,6,PM2.5,70.0
218550,20180721,7,PCA,3.3346587887480843
218550,20180721,7,PM2.5,72.0
218556,20180721,8,PCA,20.8245641140173
218556,20180721,8,PM2.5,84.0
218562,20180721,9,PCA,9.567612691754247
218562,20180721,9,PM2.5,78.0
218568,20180721,10,PCA,-5.443762198626012
218568,20180721,10,PM2.5,71.0
218574,20180721,11,PCA,-16.484245405848
218574,20180721,11,PM2.5,66.0
218580,20180721,12,PCA,-16.601120356086064
218580,20180721,12,PM2.5,68.0
218586,20180721,13,PCA,-5.821961622057765
218586,20180721,13,PM2.5,76.0
218592,20180721,14,PCA,-4.386304793928847
218592,20180721,14,PM2.5,77.0
218598,20180721,15,PCA,-8.250461316480607
218598,20180721,15,PM2.5,75.0
218604,20180721,16,PCA,-15.591256453863375
218604,20180721,16,PM2.5,70.0
218610,20180721,17,PCA,-25.21629718154571
218610,20180721,17,PM2.5,64.0
218616,20180721,18,PCA,-20.407348167699375
218616,20180721,18,PM2.5,67.0
218622,20180721,19,PCA,-15.859266754521945
218622,20180721,19,PM2.5,68.0
218628,20180721,20,PCA,-4.018245160128625
218628,20180721,20,PM2.5,74.0
218634,20180721,21,PCA,5.637562648745601
218634,20180721,21,PM2.5,78.0
218640,20180721,22,PCA,-8.1414126384592
218640,20180721,22,PM2.5,62.0
218646,20180721,23,PCA,-47.639248157725824
218646,20180721,23,PM2.5,38.0
218652,20180722,0,PCA,-47.431043954347174
218652,20180722,0,PM2.5,37.0
218688,20180722,6,PCA,12.794474989049117
218688,20180722,6,PM2.5,76.0
218694,20180722,7,PCA,31.764138130117335
218694,20180722,7,PM2.5,88.0
218700,20180722,8,PCA,50.21499792881584
218700,20180722,8,PM2.5,100.0
218706,20180722,9,PCA,45.28824807189114
218706,20180722,9,PM2.5,96.0
218712,20180722,10,PCA,52.79709581231173
218712,20180722,10,PM2.5,101.0
218718,20180722,11,PCA,-66.0578087886296
218718,20180722,11,PM2.5,31.0
218724,20180722,12,PCA,-94.98053334887055
218724,20180722,12,PM2.5,9.0
218730,20180722,13,PCA,-96.20423200512401
218730,20180722,13,PM2.5,8.0
218736,20180722,14,PCA,-98.06756882440631
218736,20180722,14,PM2.5,3.0
218742,20180722,15,PCA,-94.94844953717356
218742,20180722,15,PM2.5,8.0
218748,20180722,16,PCA,-94.42737797079747
218748,20180722,16,PM2.5,8.0
218754,20180722,17,PCA,-86.84248368970168
218754,20180722,17,PM2.5,9.0
218760,20180722,18,PCA,-94.45557035949197
218760,20180722,18,PM2.5,9.0
218766,20180722,19,PCA,-91.54259295355573
218766,20180722,19,PM2.5,10.0
218772,20180722,20,PCA,-86.59933501057145
218772,20180722,20,PM2.5,11.0
218778,20180722,21,PCA,-70.1237752825347
218778,20180722,21,PM2.5,10.0
218784,20180722,22,PCA,-91.37632798832081
218784,20180722,22,PM2.5,11.0
218790,20180722,23,PCA,-92.94948705824817
218790,20180722,23,PM2.5,12.0
218796,20180723,0,PCA,-87.02103164046936
218796,20180723,0,PM2.5,12.0
218802,20180723,1,PCA,-62.53477422233871
218802,20180723,1,PM2.5,17.0
218808,20180723,2,PCA,-68.47865845707585
218808,20180723,2,PM2.5,15.0
218814,20180723,3,PCA,-67.10966445465934
218814,20180723,3,PM2.5,18.0
218820,20180723,4,PCA,-68.07890504505725
218820,20180723,4,PM2.5,16.0
218826,20180723,5,PCA,-60.70671452741387
218826,20180723,5,PM2.5,23.0
218832,20180723,6,PCA,-49.13640272954942
218832,20180723,6,PM2.5,28.0
218838,20180723,7,PCA,-28.930452617326484
218838,20180723,7,PM2.5,48.0
218844,20180723,8,PCA,1.142327903900171
218844,20180723,8,PM2.5,66.0
218850,20180723,9,PCA,-3.777474671867241
218850,20180723,9,PM2.5,63.0
218856,20180723,10,PCA,-2.73670555614709
218856,20180723,10,PM2.5,65.0
218862,20180723,11,PCA,-30.5067432872146
218862,20180723,11,PM2.5,50.0
218868,20180723,12,PCA,-5.116873666130056
218868,20180723,12,PM2.5,68.0
218874,20180723,19,PCA,-48.82113454724943
218874,20180723,19,PM2.5,42.0
218880,20180723,20,PCA,-57.49838569399531
218880,20180723,20,PM2.5,35.0
218886,20180723,21,PCA,-86.56347809729854
218886,20180723,21,PM2.5,15.0
218892,20180723,22,PCA,-86.27749687558233
218892,20180723,22,PM2.5,12.0
218898,20180723,23,PCA,-77.5991357044417
218898,20180723,23,PM2.5,12.0
218904,20180724,0,PCA,-80.56149264228299
218904,20180724,0,PM2.5,14.0
218910,20180724,1,PCA,-86.36092735406444
218910,20180724,1,PM2.5,11.0
218916,20180724,2,PCA,-88.81705878134542
218916,20180724,2,PM2.5,12.0
218922,20180724,3,PCA,-91.86546642809233
218922,20180724,3,PM2.5,11.0
218928,20180724,4,PCA,-98.00033921563303
218928,20180724,4,PM2.5,8.0
218934,20180724,5,PCA,-98.6298271059385
218934,20180724,5,PM2.5,8.0
218940,20180724,6,PCA,-96.32780520922756
218940,20180724,6,PM2.5,8.0
218946,20180724,7,PCA,-92.95236095288949
218946,20180724,7,PM2.5,8.0
218952,20180724,8,PCA,-93.6918670650005
218952,20180724,8,PM2.5,5.0
218958,20180724,9,PCA,-95.13362535107933
218958,20180724,9,PM2.5,6.0
218964,20180724,10,PCA,-101.75241519429714
218964,20180724,10,PM2.5,4.0
218970,20180724,11,PCA,-105.46537033156837
218970,20180724,11,PM2.5,3.0
218976,20180724,12,PCA,-101.87401851602559
218976,20180724,12,PM2.5,3.0
218982,20180724,13,PCA,-105.94589865575259
218982,20180724,13,PM2.5,3.0
218988,20180724,14,PCA,-83.36533023801907
218988,20180724,14,PM2.5,7.0
218994,20180724,15,PCA,-99.34167857569896
218994,20180724,15,PM2.5,6.0
219000,20180724,16,PCA,-94.99596216582886
219000,20180724,16,PM2.5,7.0
219006,20180724,17,PCA,-82.92916515938352
219006,20180724,17,PM2.5,9.0
219012,20180724,18,PCA,-74.43960885368215
219012,20180724,18,PM2.5,16.5
219018,20180724,19,PCA,-65.95005254798077
219018,20180724,19,PM2.5,24.0
219024,20180724,20,PCA,-64.3484062430823
219024,20180724,20,PM2.5,27.0
219030,20180724,21,PCA,-57.357812476473086
219030,20180724,21,PM2.5,24.0
219036,20180724,22,PCA,-75.71886759776913
219036,20180724,22,PM2.5,16.0
219042,20180724,23,PCA,-68.22686059201402
219042,20180724,23,PM2.5,28.0
219048,20180725,0,PCA,-79.20990890508776
219048,20180725,0,PM2.5,23.0
219054,20180725,1,PCA,-92.64786246766211
219054,20180725,1,PM2.5,14.0
219060,20180725,2,PCA,-97.82504173766637
219060,20180725,2,PM2.5,8.0
219066,20180725,3,PCA,-86.92775896612726
219066,20180725,3,PM2.5,12.0
219072,20180725,4,PCA,-91.56293507774504
219072,20180725,4,PM2.5,12.0
219078,20180725,5,PCA,-100.94415134599356
219078,20180725,5,PM2.5,6.0
219084,20180725,6,PCA,-96.64844276709717
219084,20180725,6,PM2.5,6.0
219090,20180725,7,PCA,-86.75652353352078
219090,20180725,7,PM2.5,6.0
219096,20180725,8,PCA,-92.60025465180473
219096,20180725,8,PM2.5,5.0
219102,20180725,9,PCA,-101.22306718985809
219102,20180725,9,PM2.5,3.0
219108,20180725,10,PCA,-100.92658013732019
219108,20180725,10,PM2.5,3.0
219114,20180725,11,PCA,-100.208613979023
219114,20180725,11,PM2.5,3.0
219120,20180725,12,PCA,-99.83011535344728
219120,20180725,12,PM2.5,3.0
219126,20180725,13,PCA,-99.83011535344728
219126,20180725,13,PM2.5,3.0
219132,20180725,14,PCA,-99.34563764193385
219132,20180725,14,PM2.5,3.0
219138,20180725,15,PCA,-98.86435324308086
219138,20180725,15,PM2.5,3.0
219144,20180725,16,PCA,-98.65558838386586
219144,20180725,16,PM2.5,3.0
219150,20180725,17,PCA,-95.93594702018625
219150,20180725,17,PM2.5,6.0
219156,20180725,18,PCA,-98.27708975829013
219156,20180725,18,PM2.5,3.0
219162,20180725,19,PCA,-94.57183797684493
219162,20180725,19,PM2.5,3.0
219168,20180725,20,PCA,-86.98442535920614
219168,20180725,20,PM2.5,9.0
219174,20180725,21,PCA,-89.16484393418864
219174,20180725,21,PM2.5,10.0
219180,20180725,22,PCA,-80.59706164068996
219180,20180725,22,PM2.5,6.0
219186,20180725,23,PCA,-72.34107287975081
219186,20180725,23,PM2.5,9.0
219192,20180726,0,PCA,-89.93492251284533
219192,20180726,0,PM2.5,5.0
219198,20180726,1,PCA,-87.54545391127681
219198,20180726,1,PM2.5,6.0
219204,20180726,2,PCA,-80.11833338070923
219204,20180726,2,PM2.5,10.0
219210,20180726,3,PCA,-78.59456352159252
219210,20180726,3,PM2.5,9.0
219216,20180726,4,PCA,-92.58989653384839
219216,20180726,4,PM2.5,5.0
219222,20180726,5,PCA,-92.36613871013853
219222,20180726,5,PM2.5,6.0
219228,20180726,6,PCA,-92.27502778532275
219228,20180726,6,PM2.5,5.0
219234,20180726,7,PCA,-81.21602187592616
219234,20180726,7,PM2.5,6.0
219240,20180726,8,PCA,-77.23768989900664
219240,20180726,8,PM2.5,7.0
219246,20180726,9,PCA,-93.46420458770133
219246,20180726,9,PM2.5,6.0
219252,20180726,10,PCA,-98.13256291319648
219252,20180726,10,PM2.5,8.0
219258,20180726,11,PCA,-97.31848277431394
219258,20180726,11,PM2.5,6.0
219264,20180726,12,PCA,-94.7144101134591
219264,20180726,12,PM2.5,6.0
219270,20180726,13,PCA,-91.38945347011203
219270,20180726,13,PM2.5,7.0
219276,20180726,14,PCA,-88.90302506475076
219276,20180726,14,PM2.5,9.0
219282,20180726,15,PCA,-87.7682852626924
219282,20180726,15,PM2.5,9.0
219288,20180726,16,PCA,-86.94997056910962
219288,20180726,16,PM2.5,9.0
219294,20180726,17,PCA,-87.62619290809543
219294,20180726,17,PM2.5,8.0
219300,20180726,18,PCA,-78.2375584513919
219300,20180726,18,PM2.5,13.0
219306,20180726,19,PCA,-79.13984136980072
219306,20180726,19,PM2.5,14.0
219312,20180726,20,PCA,-88.90621837741124
219312,20180726,20,PM2.5,9.0
219318,20180726,21,PCA,-84.67744811269264
219318,20180726,21,PM2.5,12.0
219324,20180726,22,PCA,-74.73025573449435
219324,20180726,22,PM2.5,11.0
219330,20180726,23,PCA,-68.43740409868735
219330,20180726,23,PM2.5,13.0
219336,20180727,0,PCA,-45.19113703785374
219336,20180727,0,PM2.5,31.0
219342,20180727,1,PCA,-4.560216011175713
219342,20180727,1,PM2.5,71.0
219348,20180727,2,PCA,8.128052014222218
219348,20180727,2,PM2.5,80.0
219354,20180727,3,PCA,-11.7974957054595
219354,20180727,3,PM2.5,67.0
219360,20180727,4,PCA,-18.2928953933321
219360,20180727,4,PM2.5,62.0
219366,20180727,5,PCA,-10.412429469446886
219366,20180727,5,PM2.5,66.0
219372,20180727,6,PCA,-6.1849179709067394
219372,20180727,6,PM2.5,68.0
219378,20180727,7,PCA,-14.79558555738697
219378,20180727,7,PM2.5,62.0
219384,20180727,8,PCA,-33.02978172221198
219384,20180727,8,PM2.5,50.0
219390,20180727,9,PCA,-77.08242841167468
219390,20180727,9,PM2.5,23.0
219396,20180727,10,PCA,-84.9140878858918
219396,20180727,10,PM2.5,18.0
219402,20180727,11,PCA,-71.42884002298696
219402,20180727,11,PM2.5,26.0
219408,20180727,12,PCA,-49.57996445100239
219408,20180727,12,PM2.5,40.0
219414,20180727,13,PCA,-41.33265184051056
219414,20180727,13,PM2.5,46.0
219420,20180727,14,PCA,-37.05547483850821
219420,20180727,14,PM2.5,50.0
219426,20180727,15,PCA,-35.4219490154646
219426,20180727,15,PM2.5,53.0
219432,20180727,16,PCA,-39.39866666810742
219432,20180727,16,PM2.5,52.0
219438,20180727,17,PCA,-44.05009451039849
219438,20180727,17,PM2.5,50.0
219444,20180727,18,PCA,-47.173153506054895
219444,20180727,18,PM2.5,48.0
219450,20180727,19,PCA,-49.27525731635586
219450,20180727,19,PM2.5,45.0
219456,20180727,20,PCA,-48.32144554291627
219456,20180727,20,PM2.5,45.0
219462,20180727,21,PCA,-38.763548227149805
219462,20180727,21,PM2.5,52.0
219468,20180727,22,PCA,-31.529097412708694
219468,20180727,22,PM2.5,55.0
219474,20180727,23,PCA,-27.236709922072848
219474,20180727,23,PM2.5,59.0
219480,20180728,0,PCA,-21.418756863984136
219480,20180728,0,PM2.5,58.0
219486,20180728,1,PCA,-21.72072755849505
219486,20180728,1,PM2.5,58.0
219492,20180728,2,PCA,-27.05769541987472
219492,20180728,2,PM2.5,54.0
219498,20180728,3,PCA,-35.83414738538641
219498,20180728,3,PM2.5,48.0
219504,20180728,4,PCA,-29.38340934102025
219504,20180728,4,PM2.5,53.0
219510,20180728,5,PCA,-46.529680222100154
219510,20180728,5,PM2.5,40.0
219516,20180728,6,PCA,-38.69726467321425
219516,20180728,6,PM2.5,45.0
219522,20180728,7,PCA,-34.78449711982685
219522,20180728,7,PM2.5,47.0
219528,20180728,8,PCA,-19.83940658756831
219528,20180728,8,PM2.5,58.0
219534,20180728,9,PCA,-47.325605586980544
219534,20180728,9,PM2.5,43.0
219540,20180728,10,PCA,-75.92481869471051
219540,20180728,10,PM2.5,27.0
219546,20180728,11,PCA,-60.59915673170235
219546,20180728,11,PM2.5,39.0
219552,20180728,12,PCA,-53.26155490698004
219552,20180728,12,PM2.5,44.0
219558,20180728,13,PCA,-57.42850503775765
219558,20180728,13,PM2.5,42.0
219564,20180728,14,PCA,-62.07251549577986
219564,20180728,14,PM2.5,36.0
219570,20180728,15,PCA,-71.41197826581138
219570,20180728,15,PM2.5,32.0
219576,20180728,16,PCA,-73.11696132091787
219576,20180728,16,PM2.5,31.0
219582,20180728,17,PCA,-69.06294723614087
219582,20180728,17,PM2.5,29.0
219588,20180728,18,PCA,-65.0763415686533
219588,20180728,18,PM2.5,35.0
219594,20180728,19,PCA,-61.67888645120357
219594,20180728,19,PM2.5,36.0
219600,20180728,20,PCA,-46.98091586597853
219600,20180728,20,PM2.5,47.0
219606,20180728,21,PCA,-29.598110938319774
219606,20180728,21,PM2.5,57.0
219612,20180728,22,PCA,-16.768756520798167
219612,20180728,22,PM2.5,62.0
219618,20180728,23,PCA,-30.29191496907077
219618,20180728,23,PM2.5,53.0
219624,20180729,0,PCA,-36.14656486114744
219624,20180729,0,PM2.5,51.0
219630,20180729,1,PCA,-19.97280875694501
219630,20180729,1,PM2.5,59.0
219636,20180729,2,PCA,-4.361246446039746
219636,20180729,2,PM2.5,65.0
219642,20180729,3,PCA,-0.3490818508679351
219642,20180729,3,PM2.5,68.0
219648,20180729,4,PCA,-9.167758221894392
219648,20180729,4,PM2.5,62.0
219654,20180729,5,PCA,-9.55132754647207
219654,20180729,5,PM2.5,60.0
219660,20180729,6,PCA,-23.26201817282302
219660,20180729,6,PM2.5,52.0
219666,20180729,7,PCA,-35.550581296355645
219666,20180729,7,PM2.5,45.0
219672,20180729,8,PCA,-42.19701255133724
219672,20180729,8,PM2.5,42.0
219678,20180729,9,PCA,1.5347218959766238
219678,20180729,9,PM2.5,71.0
219684,20180729,10,PCA,15.84825253694194
219684,20180729,10,PM2.5,84.0
219690,20180729,11,PCA,15.166009613825352
219690,20180729,11,PM2.5,88.0
219696,20180729,12,PCA,22.65793929744246
219696,20180729,12,PM2.5,94.0
219702,20180729,13,PCA,24.55466698002127
219702,20180729,13,PM2.5,96.0
219708,20180729,14,PCA,-10.355001560587072
219708,20180729,14,PM2.5,75.0
219714,20180729,15,PCA,-28.83587316999484
219714,20180729,15,PM2.5,62.0
219720,20180729,16,PCA,-34.85950155794963
219720,20180729,16,PM2.5,57.0
219726,20180729,17,PCA,-37.03381867498224
219726,20180729,17,PM2.5,56.0
219732,20180729,18,PCA,-35.18063212842328
219732,20180729,18,PM2.5,57.0
219738,20180729,19,PCA,-33.80685339856202
219738,20180729,19,PM2.5,57.0
219744,20180729,20,PCA,-36.08168886905174
219744,20180729,20,PM2.5,53.0
219750,20180729,21,PCA,-28.49178185328071
219750,20180729,21,PM2.5,56.0
219756,20180729,22,PCA,-20.61826321055276
219756,20180729,22,PM2.5,59.0
219762,20180729,23,PCA,-6.670263329875114
219762,20180729,23,PM2.5,68.0
219768,20180730,0,PCA,-12.14453801422074
219768,20180730,0,PM2.5,65.0
219774,20180730,1,PCA,-2.973573153863926
219774,20180730,1,PM2.5,67.0
219780,20180730,2,PCA,4.790017015597048
219780,20180730,2,PM2.5,70.0
219786,20180730,3,PCA,9.948987098953584
219786,20180730,3,PM2.5,72.0
219792,20180730,4,PCA,15.711747886239491
219792,20180730,4,PM2.5,75.0
219798,20180730,5,PCA,2.087120395194746
219798,20180730,5,PM2.5,67.0
219804,20180730,6,PCA,-2.0114981729481136
219804,20180730,6,PM2.5,66.0
219810,20180730,7,PCA,-10.71349420838275
219810,20180730,7,PM2.5,62.0
219816,20180730,8,PCA,-16.581673425770028
219816,20180730,8,PM2.5,60.0
219822,20180730,9,PCA,14.491195640865536
219822,20180730,9,PM2.5,81.0
219828,20180730,10,PCA,34.568243143785544
219828,20180730,10,PM2.5,97.0
219834,20180730,11,PCA,14.320809583147591
219834,20180730,11,PM2.5,87.0
219840,20180730,12,PCA,-9.728147131291873
219840,20180730,12,PM2.5,73.0
219846,20180730,13,PCA,-7.8321755233818084
219846,20180730,13,PM2.5,75.0
219852,20180730,14,PCA,-18.934341410039053
219852,20180730,14,PM2.5,68.0
219858,20180730,15,PCA,-11.721821387076673
219858,20180730,15,PM2.5,70.0
219864,20180730,16,PCA,-36.8303199336016
219864,20180730,16,PM2.5,55.0
219870,20180730,17,PCA,-54.960049161826426
219870,20180730,17,PM2.5,43.0
219876,20180730,18,PCA,-58.18494243725891
219876,20180730,18,PM2.5,40.0
219882,20180730,19,PCA,-53.26418836799031
219882,20180730,19,PM2.5,42.0
219888,20180730,20,PCA,-57.135292171699334
219888,20180730,20,PM2.5,39.0
219894,20180730,21,PCA,-51.70436320454117
219894,20180730,21,PM2.5,40.0
219900,20180730,22,PCA,-35.48422546226176
219900,20180730,22,PM2.5,44.0
219906,20180730,23,PCA,-42.627084765683676
219906,20180730,23,PM2.5,41.0
219912,20180731,0,PCA,-42.826740594215096
219912,20180731,0,PM2.5,43.0
219918,20180731,1,PCA,-38.10461079034376
219918,20180731,1,PM2.5,46.0
219924,20180731,2,PCA,-39.96155130539954
219924,20180731,2,PM2.5,44.0
219930,20180731,3,PCA,-39.75334710202089
219930,20180731,3,PM2.5,43.0
219936,20180731,4,PCA,-28.427420419426625
219936,20180731,4,PM2.5,47.0
219942,20180731,5,PCA,-20.15386990398758
219942,20180731,5,PM2.5,46.0
219948,20180731,6,PCA,-20.124008778370747
219948,20180731,6,PM2.5,48.0
219954,20180731,7,PCA,-18.804474602224417
219954,20180731,7,PM2.5,52.0
219960,20180731,8,PCA,-20.65966550653874
219960,20180731,8,PM2.5,56.0
219966,20180731,9,PCA,-12.738748780168747
219966,20180731,9,PM2.5,64.0
219972,20180731,10,PCA,-10.305636063454992
219972,20180731,10,PM2.5,69.0
219978,20180731,11,PCA,-40.43153685449673
219978,20180731,11,PM2.5,53.0
219984,20180731,12,PCA,-44.69225347640662
219984,20180731,12,PM2.5,50.0
219990,20180731,13,PCA,-43.09598239569236
219990,20180731,13,PM2.5,43.0
219996,20180731,14,PCA,-32.10571131299597
219996,20180731,14,PM2.5,48.0
220002,20180731,15,PCA,-52.62782971447936
220002,20180731,15,PM2.5,40.0
220008,20180731,16,PCA,-60.50821912041278
220008,20180731,16,PM2.5,39.0
220014,20180731,17,PCA,-73.29759175576508
220014,20180731,17,PM2.5,30.0
220020,20180731,18,PCA,-56.635395322133206
220020,20180731,18,PM2.5,38.0
220026,20180731,19,PCA,-47.85311738713694
220026,20180731,19,PM2.5,43.0
220032,20180731,20,PCA,-44.68810947443113
220032,20180731,20,PM2.5,46.0
220038,20180731,21,PCA,-50.216902032916124
220038,20180731,21,PM2.5,41.0
220044,20180731,22,PCA,-38.463955442449056
220044,20180731,22,PM2.5,42.0
220050,20180731,23,PCA,-27.56535674459099
220050,20180731,23,PM2.5,44.0
220056,20180801,0,PCA,-45.532074452609095
220056,20180801,0,PM2.5,40.0
220062,20180801,1,PCA,-44.07281534858417
220062,20180801,1,PM2.5,39.0
220068,20180801,2,PCA,-29.921986263979893
220068,20180801,2,PM2.5,39.0
220074,20180801,3,PCA,-41.73363974536039
220074,20180801,3,PM2.5,37.0
220080,20180801,4,PCA,-49.530149870820104
220080,20180801,4,PM2.5,35.0
220086,20180801,5,PCA,-46.69579530642878
220086,20180801,5,PM2.5,35.0
220092,20180801,6,PCA,-48.0326378539159
220092,20180801,6,PM2.5,34.0
220098,20180801,7,PCA,-45.57594577079856
220098,20180801,7,PM2.5,34.0
220104,20180801,8,PCA,-45.489814992259994
220104,20180801,8,PM2.5,37.0
220110,20180801,9,PCA,-50.825913316753706
220110,20180801,9,PM2.5,42.0
220116,20180801,10,PCA,-34.30222777856197
220116,20180801,10,PM2.5,56.0
220122,20180801,11,PCA,-41.057831432141754
220122,20180801,11,PM2.5,53.0
220128,20180801,12,PCA,-59.491968592869156
220128,20180801,12,PM2.5,41.0
220134,20180801,13,PCA,-50.17132337128884
220134,20180801,13,PM2.5,44.0
220140,20180801,14,PCA,-51.1413200363555
220140,20180801,14,PM2.5,42.0
220146,20180801,15,PCA,-50.40613822748332
220146,20180801,15,PM2.5,40.0
220152,20180801,16,PCA,-71.96520128711681
220152,20180801,16,PM2.5,30.0
220158,20180801,17,PCA,-69.01234696511892
220158,20180801,17,PM2.5,34.0
220164,20180801,18,PCA,-66.05160435155436
220164,20180801,18,PM2.5,32.0
220170,20180801,19,PCA,-60.76221676206238
220170,20180801,19,PM2.5,32.0
220176,20180801,20,PCA,-62.07251629996604
220176,20180801,20,PM2.5,33.0
220182,20180801,21,PCA,-46.187061362963284
220182,20180801,21,PM2.5,34.0
220188,20180801,23,PCA,-38.129216281218035
220188,20180801,23,PM2.5,39.0
220194,20180802,1,PCA,-34.35281917486447
220194,20180802,1,PM2.5,51.0
220200,20180802,2,PCA,-36.016984303499925
220200,20180802,2,PM2.5,46.0
220206,20180802,3,PCA,-19.830864919399577
220206,20180802,3,PM2.5,52.0
220212,20180802,4,PCA,-5.405481517044874
220212,20180802,4,PM2.5,60.0
220218,20180802,5,PCA,-22.68453004484608
220218,20180802,5,PM2.5,53.0
220224,20180802,6,PCA,-13.543967028677201
220224,20180802,6,PM2.5,59.0
220230,20180802,7,PCA,-5.88428313998005
220230,20180802,7,PM2.5,63.0
220236,20180802,8,PCA,6.7738048649094385
220236,20180802,8,PM2.5,74.0
220242,20180802,9,PCA,63.883630295177056
220242,20180802,9,PM2.5,115.0
220248,20180802,10,PCA,59.73650250690779
220248,20180802,10,PM2.5,115.0
220254,20180802,11,PCA,49.6691332220369
220254,20180802,11,PM2.5,110.0
220260,20180802,12,PCA,37.76117321511989
220260,20180802,12,PM2.5,105.0
220266,20180802,13,PCA,12.687974604098933
220266,20180802,13,PM2.5,90.0
220272,20180802,14,PCA,6.524966588004238
220272,20180802,14,PM2.5,85.0
220278,20180802,15,PCA,-10.544971780843268
220278,20180802,15,PM2.5,73.0
220284,20180802,16,PCA,-31.051957015831174
220284,20180802,16,PM2.5,59.0
220290,20180802,17,PCA,-38.60602705559455
220290,20180802,17,PM2.5,53.0
220296,20180802,18,PCA,-54.722153651002486
220296,20180802,18,PM2.5,41.0
220302,20180802,19,PCA,-47.445202942581275
220302,20180802,19,PM2.5,43.0
220308,20180802,20,PCA,-40.897585164055336
220308,20180802,20,PM2.5,49.0
220314,20180802,21,PCA,-29.958638642837826
220314,20180802,21,PM2.5,52.0
220320,20180802,22,PCA,-28.482567152303282
220320,20180802,22,PM2.5,54.0
220326,20180802,23,PCA,-21.14289332659323
220326,20180802,23,PM2.5,57.0
220332,20180803,0,PCA,-27.51937085971475
220332,20180803,0,PM2.5,55.0
220338,20180803,1,PCA,-27.41075911695292
220338,20180803,1,PM2.5,54.0
220344,20180803,2,PCA,-26.142959473029382
220344,20180803,2,PM2.5,54.0
220350,20180803,3,PCA,-28.24713528431808
220350,20180803,3,PM2.5,53.0
220356,20180803,4,PCA,-29.054425533814268
220356,20180803,4,PM2.5,50.0
220362,20180803,5,PCA,-28.01004058190288
220362,20180803,5,PM2.5,51.0
220368,20180803,6,PCA,-17.217567878661665
220368,20180803,6,PM2.5,53.0
220374,20180803,7,PCA,-23.887063663195267
220374,20180803,7,PM2.5,50.0
220380,20180803,8,PCA,-25.30451130467649
220380,20180803,8,PM2.5,53.0
220386,20180803,9,PCA,-22.40581849453342
220386,20180803,9,PM2.5,57.0
220392,20180803,10,PCA,-30.2966196268826
220392,20180803,10,PM2.5,56.0
220398,20180803,11,PCA,-35.46217175439245
220398,20180803,11,PM2.5,55.0
220404,20180803,12,PCA,-62.81533382143193
220404,20180803,12,PM2.5,37.0
220410,20180803,13,PCA,-66.14640160163458
220410,20180803,13,PM2.5,35.0
