,date,hour,type,云岗
11724,20140629,22,PCA,-13.356642420064835
11724,20140629,22,PM2.5,72.8
11730,20140629,23,PCA,-20.940212048108762
11730,20140629,23,PM2.5,76.0
11736,20140630,0,PCA,-11.370641750725497
11736,20140630,0,PM2.5,78.0
11742,20140630,1,PCA,-24.799707053928188
11742,20140630,1,PM2.5,65.0
11748,20140630,2,PCA,-12.328227370304536
11748,20140630,2,PM2.5,70.8
11754,20140630,3,PCA,-13.883582539162534
11754,20140630,3,PM2.5,73.1
11760,20140630,4,PCA,-11.82577782847448
11760,20140630,4,PM2.5,69.7
11766,20140630,5,PCA,-27.631295793390162
11766,20140630,5,PM2.5,52.1
11772,20140630,6,PCA,-28.301759996762186
11772,20140630,6,PM2.5,47.1
11778,20140630,7,PCA,-15.971559697471749
11778,20140630,7,PM2.5,52.6
11784,20140630,8,PCA,-11.520642807130582
11784,20140630,8,PM2.5,60.8
11802,20140630,11,PCA,-28.285110081397843
11802,20140630,11,PM2.5,42.1
11808,20140630,12,PCA,15.55701364694582
11808,20140630,12,PM2.5,92.4
11814,20140630,13,PCA,44.118690566887075
11814,20140630,13,PM2.5,113.7
11820,20140630,14,PCA,29.284145820678532
11820,20140630,14,PM2.5,98.4
11826,20140630,15,PCA,10.135847899871429
11826,20140630,15,PM2.5,75.4
11832,20140630,16,PCA,12.578542783267833
11832,20140630,16,PM2.5,81.2
11838,20140630,17,PCA,-10.187709004313104
11838,20140630,17,PM2.5,59.6
11844,20140630,18,PCA,-19.17320666465682
11844,20140630,18,PM2.5,52.4
11850,20140630,19,PCA,-32.36636512286135
11850,20140630,19,PM2.5,41.7
11856,20140630,20,PCA,-28.9203796274382
11856,20140630,20,PM2.5,42.7
11862,20140630,21,PCA,-22.35398637761843
11862,20140630,21,PM2.5,50.0
11868,20140630,22,PCA,-4.470188685086992
11868,20140630,22,PM2.5,58.6
11874,20140630,23,PCA,-1.8937695743433085
11874,20140630,23,PM2.5,64.4
11880,20140701,0,PCA,2.2123377484159024
11880,20140701,0,PM2.5,68.9
11886,20140701,1,PCA,4.784248107861818
11886,20140701,1,PM2.5,68.6
11892,20140701,2,PCA,-7.683091934078452
11892,20140701,2,PM2.5,60.5
11898,20140701,3,PCA,-1.2410923011193191
11898,20140701,3,PM2.5,65.1
11904,20140701,4,PCA,6.003927446635396
11904,20140701,4,PM2.5,72.4
11910,20140701,5,PCA,0.28857576031661164
11910,20140701,5,PM2.5,70.7
11916,20140701,6,PCA,11.399527565092193
11916,20140701,6,PM2.5,82.8
11922,20140701,7,PCA,18.740720700084175
11922,20140701,7,PM2.5,89.2
11928,20140701,8,PCA,21.60324278275848
11928,20140701,8,PM2.5,92.5
11934,20140701,9,PCA,20.620003533402446
11934,20140701,9,PM2.5,92.6
11940,20140701,10,PCA,22.895646326247757
11940,20140701,10,PM2.5,105.2
11946,20140701,11,PCA,31.186352910962434
11946,20140701,11,PM2.5,122.0
11952,20140701,12,PCA,33.854191383518646
11952,20140701,12,PM2.5,129.9
11958,20140701,13,PCA,31.783708596656417
11958,20140701,13,PM2.5,127.3
11964,20140701,14,PCA,22.383471575359547
11964,20140701,14,PM2.5,113.6
11970,20140701,15,PCA,21.663339813803763
11970,20140701,15,PM2.5,112.5
11976,20140701,16,PCA,26.439318936813482
11976,20140701,16,PM2.5,117.6
11982,20140701,17,PCA,34.522367687974935
11982,20140701,17,PM2.5,127.5
11988,20140701,18,PCA,35.3302669463931
11988,20140701,18,PM2.5,126.4
11994,20140701,19,PCA,29.544032398111543
11994,20140701,19,PM2.5,108.2
12000,20140701,20,PCA,39.464003883334044
12000,20140701,20,PM2.5,116.8
12006,20140701,21,PCA,55.64213636527559
12006,20140701,21,PM2.5,134.1
12012,20140701,22,PCA,14.790748124081588
12012,20140701,22,PM2.5,73.9
12018,20140701,23,PCA,-5.256840911443109
12018,20140701,23,PM2.5,39.6
12024,20140702,0,PCA,-5.194078052067082
12024,20140702,0,PM2.5,38.0
12030,20140702,1,PCA,-2.3542198615182763
12030,20140702,1,PM2.5,40.9
12036,20140702,2,PCA,-12.278900059564608
12036,20140702,2,PM2.5,31.2
12042,20140702,3,PCA,-12.217261464837707
12042,20140702,3,PM2.5,34.7
12048,20140702,4,PCA,-10.614925252754437
12048,20140702,4,PM2.5,39.6
12054,20140702,5,PCA,-14.12702463064823
12054,20140702,5,PM2.5,36.3
12060,20140702,6,PCA,-18.78566789914505
12060,20140702,6,PM2.5,31.3
12066,20140702,7,PCA,-16.649119773726106
12066,20140702,7,PM2.5,35.4
12072,20140702,8,PCA,-9.524080825519396
12072,20140702,8,PM2.5,44.4
12078,20140702,9,PCA,-10.011885012027507
12078,20140702,9,PM2.5,45.5
12084,20140702,10,PCA,-17.613336809710745
12084,20140702,10,PM2.5,37.8
12090,20140702,11,PCA,-18.111970088109732
12090,20140702,11,PM2.5,40.7
12096,20140702,12,PCA,-19.542357376805104
12096,20140702,12,PM2.5,45.4
12102,20140702,13,PCA,-22.98660329824005
12102,20140702,13,PM2.5,48.7
12108,20140702,14,PCA,-26.234579219209625
12108,20140702,14,PM2.5,50.0
12114,20140702,15,PCA,-27.82804114180828
12114,20140702,15,PM2.5,54.3
12120,20140702,16,PCA,-31.166430929350025
12120,20140702,16,PM2.5,51.9
12126,20140702,17,PCA,-31.46368851209864
12126,20140702,17,PM2.5,54.5
12132,20140702,18,PCA,-27.85835645314203
12132,20140702,18,PM2.5,61.4
12138,20140702,19,PCA,-23.780034738458777
12138,20140702,19,PM2.5,67.3
12144,20140702,20,PCA,-14.506329475303044
12144,20140702,20,PM2.5,79.3
12150,20140702,21,PCA,-7.3032941834908
12150,20140702,21,PM2.5,86.4
12156,20140702,22,PCA,2.1926797018139204
12156,20140702,22,PM2.5,96.1
12162,20140702,23,PCA,13.539967835708307
12162,20140702,23,PM2.5,105.0
12168,20140703,0,PCA,18.262562163849623
12168,20140703,0,PM2.5,104.3
12174,20140703,1,PCA,23.64188387419995
12174,20140703,1,PM2.5,105.0
12180,20140703,2,PCA,34.01523449575251
12180,20140703,2,PM2.5,114.2
12186,20140703,3,PCA,35.90684709715921
12186,20140703,3,PM2.5,120.1
12192,20140703,4,PCA,53.17414724133723
12192,20140703,4,PM2.5,139.7
12198,20140703,5,PCA,65.96295504351605
12198,20140703,5,PM2.5,149.2
12204,20140703,6,PCA,72.59060065889682
12204,20140703,6,PM2.5,152.4
12210,20140703,7,PCA,77.60693696161856
12210,20140703,7,PM2.5,156.0
12216,20140703,8,PCA,97.84280492197138
12216,20140703,8,PM2.5,179.3
12222,20140703,9,PCA,115.58073527865847
12222,20140703,9,PM2.5,197.3
12228,20140703,10,PCA,120.02184955059222
12228,20140703,10,PM2.5,200.6
12234,20140703,11,PCA,102.34345673206981
12234,20140703,11,PM2.5,176.6
12240,20140703,12,PCA,114.06487325954971
12240,20140703,12,PM2.5,188.0
12246,20140703,13,PCA,99.68835984595457
12246,20140703,13,PM2.5,164.7
12252,20140703,14,PCA,89.89664477360714
12252,20140703,14,PM2.5,148.7
12258,20140703,15,PCA,105.46556801810866
12258,20140703,15,PM2.5,167.6
12264,20140703,16,PCA,108.93278517825357
12264,20140703,16,PM2.5,165.0
12270,20140703,17,PCA,107.36743110383192
12270,20140703,17,PM2.5,155.0
12276,20140703,18,PCA,98.401138004595
12276,20140703,18,PM2.5,132.9
12282,20140703,19,PCA,114.4089653130291
12282,20140703,19,PM2.5,147.0
12288,20140703,20,PCA,130.30230996386803
12288,20140703,20,PM2.5,156.4
12294,20140703,21,PCA,137.9461033399254
12294,20140703,21,PM2.5,164.6
12300,20140703,22,PCA,148.64792319079262
12300,20140703,22,PM2.5,165.2
12306,20140703,23,PCA,141.51653406084407
12306,20140703,23,PM2.5,154.3
12312,20140704,0,PCA,143.93501582704647
12312,20140704,0,PM2.5,156.8
12318,20140704,1,PCA,101.33417199395255
12318,20140704,1,PM2.5,97.7
12324,20140704,2,PCA,88.38193955961349
12324,20140704,2,PM2.5,78.6
12330,20140704,3,PCA,86.6622762273426
12330,20140704,3,PM2.5,82.1
12336,20140704,4,PCA,107.76206496229803
12336,20140704,4,PM2.5,115.0
12342,20140704,5,PCA,105.6996761893785
12342,20140704,5,PM2.5,115.1
12348,20140704,6,PCA,89.75117907103768
12348,20140704,6,PM2.5,92.7
12354,20140704,7,PCA,68.19708739397583
12354,20140704,7,PM2.5,66.0
12360,20140704,8,PCA,80.2933023690376
12360,20140704,8,PM2.5,90.2
12366,20140704,9,PCA,121.86397051170323
12366,20140704,9,PM2.5,156.5
12372,20140704,10,PCA,166.62665267389912
12372,20140704,10,PM2.5,229.3
12378,20140704,11,PCA,152.88864113279308
12378,20140704,11,PM2.5,210.3
12384,20140704,12,PCA,125.60302285458353
12384,20140704,12,PM2.5,175.7
12390,20140704,13,PCA,119.44319676545402
12390,20140704,13,PM2.5,174.0
12396,20140704,14,PCA,112.04533956488639
12396,20140704,14,PM2.5,167.7
12402,20140704,15,PCA,117.71374892318818
12402,20140704,15,PM2.5,178.2
12408,20140704,16,PCA,139.86445680608225
12408,20140704,16,PM2.5,204.7
12414,20140704,17,PCA,157.06098760137877
12414,20140704,17,PM2.5,220.2
12420,20140704,18,PCA,132.6708622290443
12420,20140704,18,PM2.5,170.7
12426,20140704,19,PCA,84.93265875360377
12426,20140704,19,PM2.5,99.4
12432,20140704,20,PCA,94.41645801034964
12432,20140704,20,PM2.5,109.0
12438,20140704,21,PCA,63.71868849298865
12438,20140704,21,PM2.5,71.6
12444,20140704,22,PCA,56.38297708222069
12444,20140704,22,PM2.5,64.1
12450,20140704,23,PCA,63.62516866271117
12450,20140704,23,PM2.5,73.5
12456,20140705,0,PCA,63.59543085107382
12456,20140705,0,PM2.5,76.2
12462,20140705,1,PCA,69.12665186493925
12462,20140705,1,PM2.5,82.1
12468,20140705,2,PCA,75.75320789467463
12468,20140705,2,PM2.5,90.2
12474,20140705,3,PCA,75.11776183293948
12474,20140705,3,PM2.5,87.6
12480,20140705,4,PCA,69.5890426045132
12480,20140705,4,PM2.5,82.1
12486,20140705,5,PCA,65.95285313727227
12486,20140705,5,PM2.5,80.3
12492,20140705,6,PCA,62.71480477289106
12492,20140705,6,PM2.5,77.5
12498,20140705,7,PCA,73.08490859335107
12498,20140705,7,PM2.5,88.2
12504,20140705,8,PCA,99.73299602050233
12504,20140705,8,PM2.5,126.2
12510,20140705,9,PCA,117.9556778403926
12510,20140705,9,PM2.5,151.6
12516,20140705,10,PCA,93.37452540094965
12516,20140705,10,PM2.5,132.1
12522,20140705,11,PCA,83.37307756492498
12522,20140705,11,PM2.5,128.9
12528,20140705,12,PCA,45.875186537198076
12528,20140705,12,PM2.5,92.0
12534,20140705,13,PCA,28.764294060921998
12534,20140705,13,PM2.5,75.0
12540,20140705,14,PCA,13.791833929651164
12540,20140705,14,PM2.5,60.5
12546,20140705,15,PCA,10.817896348078836
12546,20140705,15,PM2.5,63.9
12552,20140705,16,PCA,8.032196704493735
12552,20140705,16,PM2.5,68.6
12558,20140705,17,PCA,-1.4243988141008104
12558,20140705,17,PM2.5,61.6
12564,20140705,18,PCA,-7.687465418117792
12564,20140705,18,PM2.5,56.7
12570,20140705,19,PCA,-2.7950115655133443
12570,20140705,19,PM2.5,63.8
12576,20140705,20,PCA,3.8527907099613166
12576,20140705,20,PM2.5,71.3
12582,20140705,21,PCA,11.365657744623139
12582,20140705,21,PM2.5,78.3
12588,20140705,22,PCA,20.535479015793804
12588,20140705,22,PM2.5,84.9
12594,20140705,23,PCA,43.274437693807094
12594,20140705,23,PM2.5,99.6
12600,20140706,0,PCA,43.09169477552243
12600,20140706,0,PM2.5,104.3
12606,20140706,1,PCA,38.34656455881125
12606,20140706,1,PM2.5,105.7
12612,20140706,2,PCA,60.22609474929019
12612,20140706,2,PM2.5,130.0
12618,20140706,3,PCA,69.28007444377069
12618,20140706,3,PM2.5,140.2
12624,20140706,4,PCA,82.94850290211149
12624,20140706,4,PM2.5,157.3
12630,20140706,5,PCA,86.86406447589454
12630,20140706,5,PM2.5,156.4
12636,20140706,6,PCA,89.0543153860891
12636,20140706,6,PM2.5,148.7
12642,20140706,7,PCA,94.55956712099017
12642,20140706,7,PM2.5,152.8
12648,20140706,8,PCA,114.43001979872287
12648,20140706,8,PM2.5,184.2
12654,20140706,9,PCA,123.52836749838156
12654,20140706,9,PM2.5,201.8
12660,20140706,10,PCA,123.70105400860552
12660,20140706,10,PM2.5,200.6
12666,20140706,11,PCA,117.34648140800948
12666,20140706,11,PM2.5,193.0
12672,20140706,12,PCA,107.72326925319136
12672,20140706,12,PM2.5,183.0
12678,20140706,13,PCA,100.0780203934622
12678,20140706,13,PM2.5,170.3
12684,20140706,14,PCA,101.49007041704463
12684,20140706,14,PM2.5,167.6
12690,20140706,15,PCA,98.43577661815532
12690,20140706,15,PM2.5,159.2
12696,20140706,16,PCA,94.36030801974029
12696,20140706,16,PM2.5,147.0
12702,20140706,17,PCA,100.07487006258857
12702,20140706,17,PM2.5,150.4
12708,20140706,18,PCA,104.57996927897617
12708,20140706,18,PM2.5,149.5
12714,20140706,19,PCA,104.98497726183564
12714,20140706,19,PM2.5,143.0
12720,20140706,20,PCA,110.16443407584609
12720,20140706,20,PM2.5,142.5
12726,20140706,21,PCA,133.95053420319894
12726,20140706,21,PM2.5,171.7
12732,20140706,22,PCA,157.06486455223933
12732,20140706,22,PM2.5,197.2
12738,20140706,23,PCA,171.88481371239823
12738,20140706,23,PM2.5,209.9
12744,20140707,0,PCA,197.57700495474623
12744,20140707,0,PM2.5,233.5
12750,20140707,1,PCA,197.95394867058098
12750,20140707,1,PM2.5,228.0
12756,20140707,2,PCA,161.471157903876
12756,20140707,2,PM2.5,171.8
12762,20140707,3,PCA,145.30635632382263
12762,20140707,3,PM2.5,143.5
12768,20140707,4,PCA,135.147892057687
12768,20140707,4,PM2.5,126.6
12774,20140707,5,PCA,134.73703253408084
12774,20140707,5,PM2.5,121.8
12780,20140707,6,PCA,135.44001706703182
12780,20140707,6,PM2.5,118.4
12786,20140707,7,PCA,127.05265488369793
12786,20140707,7,PM2.5,110.1
12792,20140707,8,PCA,125.27265765662156
12792,20140707,8,PM2.5,112.3
12798,20140707,9,PCA,126.36768817913482
12798,20140707,9,PM2.5,120.0
12804,20140707,10,PCA,126.69553326060966
12804,20140707,10,PM2.5,131.1
12810,20140707,11,PCA,132.73086521378
12810,20140707,11,PM2.5,154.5
12816,20140707,12,PCA,134.12342969739603
12816,20140707,12,PM2.5,165.5
12822,20140707,13,PCA,142.00262442189052
12822,20140707,13,PM2.5,182.4
12828,20140707,14,PCA,155.26191385845019
12828,20140707,14,PM2.5,203.5
12834,20140707,15,PCA,159.72492758255066
12834,20140707,15,PM2.5,209.3
12840,20140707,16,PCA,158.40963787032504
12840,20140707,16,PM2.5,201.8
12846,20140707,17,PCA,168.86268962604436
12846,20140707,17,PM2.5,212.0
12852,20140707,18,PCA,157.3996688866416
12852,20140707,18,PM2.5,192.2
12858,20140707,19,PCA,147.93133413579633
12858,20140707,19,PM2.5,173.6
12864,20140707,20,PCA,151.40558398753396
12864,20140707,20,PM2.5,171.4
12870,20140707,21,PCA,150.52855616454872
12870,20140707,21,PM2.5,169.3
12876,20140707,22,PCA,172.47906418863877
12876,20140707,22,PM2.5,185.9
12882,20140707,23,PCA,176.6046488118917
12882,20140707,23,PM2.5,190.1
12888,20140708,0,PCA,172.40195664867053
12888,20140708,0,PM2.5,192.7
12894,20140708,1,PCA,167.64424946317013
12894,20140708,1,PM2.5,191.5
12900,20140708,2,PCA,177.03492457428965
12900,20140708,2,PM2.5,198.8
12906,20140708,3,PCA,186.11601623734643
12906,20140708,3,PM2.5,205.0
12912,20140708,4,PCA,188.92472771324202
12912,20140708,4,PM2.5,213.7
12918,20140708,5,PCA,188.9626121131398
12918,20140708,5,PM2.5,212.8
12924,20140708,6,PCA,191.98453376525555
12924,20140708,6,PM2.5,208.9
12930,20140708,7,PCA,188.12020950111452
12930,20140708,7,PM2.5,195.3
12936,20140708,8,PCA,159.72497621959096
12936,20140708,8,PM2.5,158.5
12942,20140708,9,PCA,178.94437567380814
12942,20140708,9,PM2.5,187.5
12948,20140708,10,PCA,151.47323002734916
12948,20140708,10,PM2.5,152.0
12954,20140708,11,PCA,96.19963263847563
12954,20140708,11,PM2.5,77.0
12960,20140708,12,PCA,61.87046431447649
12960,20140708,12,PM2.5,35.5
12966,20140708,13,PCA,47.87850628797218
12966,20140708,13,PM2.5,21.8
12972,20140708,14,PCA,39.13988415299796
12972,20140708,14,PM2.5,16.7
12978,20140708,15,PCA,32.74632937996477
12978,20140708,15,PM2.5,11.7
12984,20140708,16,PCA,24.532768900659594
12984,20140708,16,PM2.5,4.8
12990,20140708,17,PCA,20.788660570114676
12990,20140708,17,PM2.5,8.8
12996,20140708,18,PCA,17.172611667574984
12996,20140708,18,PM2.5,12.4
13002,20140708,19,PCA,13.40131643042298
13002,20140708,19,PM2.5,16.1
13008,20140708,20,PCA,15.56747205529843
13008,20140708,20,PM2.5,19.6
13014,20140708,21,PCA,23.08632216934226
13014,20140708,21,PM2.5,28.5
13020,20140708,22,PCA,18.65618243745002
13020,20140708,22,PM2.5,29.1
13026,20140708,23,PCA,27.41749475299513
13026,20140708,23,PM2.5,37.7
13032,20140709,0,PCA,28.325569776619034
13032,20140709,0,PM2.5,43.7
13038,20140709,1,PCA,6.257273381598657
13038,20140709,1,PM2.5,29.5
13044,20140709,2,PCA,-8.337799584580843
13044,20140709,2,PM2.5,20.7
13050,20140709,3,PCA,-23.44310236619352
13050,20140709,3,PM2.5,14.9
13056,20140709,4,PCA,-33.91999208383872
13056,20140709,4,PM2.5,11.6
13062,20140709,5,PCA,-47.25683765380303
13062,20140709,5,PM2.5,11.4
13068,20140709,6,PCA,-54.819353694378215
13068,20140709,6,PM2.5,10.1
13074,20140709,7,PCA,-45.74348241630418
13074,20140709,7,PM2.5,20.2
13080,20140709,8,PCA,-31.96604433994295
13080,20140709,8,PM2.5,40.2
13086,20140709,9,PCA,-45.85771729464685
13086,20140709,9,PM2.5,32.5
13092,20140709,10,PCA,-66.066796426304
13092,20140709,10,PM2.5,20.9
13098,20140709,11,PCA,-70.60142848819056
13098,20140709,11,PM2.5,22.8
13104,20140709,12,PCA,-85.08454458535415
13104,20140709,12,PM2.5,14.6
13110,20140709,13,PCA,-68.51204198081696
13110,20140709,13,PM2.5,11.0
13116,20140709,14,PCA,-75.58343427352249
13116,20140709,14,PM2.5,4.5
13122,20140709,15,PCA,-76.17747674670841
13122,20140709,15,PM2.5,6.0
13128,20140709,18,PCA,-45.81511465262349
13128,20140709,18,PM2.5,38.1
13134,20140709,19,PCA,-54.42496078132296
13134,20140709,19,PM2.5,31.0
13140,20140709,20,PCA,-48.16982665533785
13140,20140709,20,PM2.5,30.2
13146,20140709,21,PCA,-45.516757213398165
13146,20140709,21,PM2.5,29.3
13152,20140709,22,PCA,-43.517170936049446
13152,20140709,22,PM2.5,30.8
13158,20140709,23,PCA,-32.18531317339849
13158,20140709,23,PM2.5,35.3
13164,20140710,0,PCA,-25.36333918414888
13164,20140710,0,PM2.5,39.3
13170,20140710,1,PCA,-20.646840554959166
13170,20140710,1,PM2.5,45.2
13176,20140710,2,PCA,-25.365706977154854
13176,20140710,2,PM2.5,39.6
13182,20140710,3,PCA,-28.293811484950982
13182,20140710,3,PM2.5,35.7
13188,20140710,4,PCA,-31.980225259231773
13188,20140710,4,PM2.5,31.8
13194,20140710,5,PCA,-31.289179277355363
13194,20140710,5,PM2.5,32.7
13200,20140710,6,PCA,-28.883827547384595
13200,20140710,6,PM2.5,31.6
13206,20140710,7,PCA,-18.548163268947256
13206,20140710,7,PM2.5,43.2
13212,20140710,8,PCA,-20.798005437289437
13212,20140710,8,PM2.5,43.7
13218,20140710,9,PCA,-30.917727027337378
13218,20140710,9,PM2.5,36.2
13224,20140710,10,PCA,-26.071888508498162
13224,20140710,10,PM2.5,42.1
13230,20140710,11,PCA,-45.335348524755666
13230,20140710,11,PM2.5,32.0
13236,20140710,12,PCA,-54.82210179840048
13236,20140710,12,PM2.5,28.1
13242,20140710,13,PCA,-32.204365910019625
13242,20140710,13,PM2.5,30.7
13248,20140710,14,PCA,-65.92176111925843
13248,20140710,14,PM2.5,20.0
13254,20140710,15,PCA,-71.36576434868002
13254,20140710,15,PM2.5,8.9
13260,20140710,16,PCA,-70.33403754324945
13260,20140710,16,PM2.5,12.4
13266,20140710,17,PCA,-68.15206746571424
13266,20140710,17,PM2.5,13.6
13272,20140710,18,PCA,-63.90520229695892
13272,20140710,18,PM2.5,16.3
13278,20140710,19,PCA,-57.35746522841142
13278,20140710,19,PM2.5,23.8
13284,20140710,20,PCA,-52.891729611631284
13284,20140710,20,PM2.5,26.9
13290,20140710,21,PCA,-51.35977294443196
13290,20140710,21,PM2.5,27.6
13296,20140710,22,PCA,-47.39495946453607
13296,20140710,22,PM2.5,34.6
13302,20140710,23,PCA,-40.230897947745895
13302,20140710,23,PM2.5,39.0
13308,20140711,0,PCA,-34.19355454221565
13308,20140711,0,PM2.5,45.6
13314,20140711,1,PCA,-28.38836943783663
13314,20140711,1,PM2.5,49.8
13320,20140711,2,PCA,-26.70119123737981
13320,20140711,2,PM2.5,50.4
13326,20140711,3,PCA,-23.360298575766883
13326,20140711,3,PM2.5,56.9
13332,20140711,4,PCA,-13.344908866829297
13332,20140711,4,PM2.5,68.0
13338,20140711,5,PCA,-0.3339198402550817
13338,20140711,5,PM2.5,84.5
13344,20140711,6,PCA,4.7231490230417785
13344,20140711,6,PM2.5,90.4
13350,20140711,7,PCA,6.125055069014309
13350,20140711,7,PM2.5,87.2
13356,20140711,8,PCA,-0.4978081465619335
13356,20140711,8,PM2.5,73.1
13362,20140711,9,PCA,-34.27288066939944
13362,20140711,9,PM2.5,36.4
13368,20140711,10,PCA,-45.2865864306673
13368,20140711,10,PM2.5,24.6
13374,20140711,11,PCA,-56.726119953408045
13374,20140711,11,PM2.5,18.6
13380,20140711,12,PCA,-68.24936630464343
13380,20140711,12,PM2.5,10.7
13386,20140711,13,PCA,-71.90737014957712
13386,20140711,13,PM2.5,7.5
13392,20140711,14,PCA,-73.95494001797856
13392,20140711,14,PM2.5,3.0
13398,20140711,15,PCA,-69.11388349696482
13398,20140711,15,PM2.5,7.8
13404,20140711,16,PCA,-59.84042766559377
13404,20140711,16,PM2.5,6.4
13410,20140711,17,PCA,-32.48205666981224
13410,20140711,17,PM2.5,20.1
13416,20140711,18,PCA,-25.836375694198466
13416,20140711,18,PM2.5,31.1
13422,20140711,19,PCA,-30.185437988255277
13422,20140711,19,PM2.5,26.0
13428,20140711,20,PCA,-34.255409939745
13428,20140711,20,PM2.5,27.7
13434,20140711,21,PCA,-55.7948924579148
13434,20140711,21,PM2.5,26.6
13440,20140711,22,PCA,-34.961419563775195
13440,20140711,22,PM2.5,31.8
13446,20140711,23,PCA,-47.076255060751315
13446,20140711,23,PM2.5,32.8
13452,20140712,0,PCA,-24.624414506550245
13452,20140712,0,PM2.5,54.6
13458,20140712,1,PCA,-34.246363083830786
13458,20140712,1,PM2.5,37.5
13464,20140712,2,PCA,-35.759515905606925
13464,20140712,2,PM2.5,28.8
13470,20140712,3,PCA,-40.95244632369516
13470,20140712,3,PM2.5,22.4
13476,20140712,4,PCA,-43.62649524374858
13476,20140712,4,PM2.5,19.2
13482,20140712,5,PCA,-49.63075148416259
13482,20140712,5,PM2.5,17.8
13488,20140712,6,PCA,-53.01393111118092
13488,20140712,6,PM2.5,16.5
13494,20140712,7,PCA,-51.836377398151924
13494,20140712,7,PM2.5,18.9
13500,20140712,8,PCA,-66.9103792240556
13500,20140712,8,PM2.5,8.8
13506,20140712,9,PCA,-71.56905088589725
13506,20140712,9,PM2.5,8.8
13512,20140712,10,PCA,-79.18396932010798
13512,20140712,10,PM2.5,3.6
13518,20140712,11,PCA,-78.50070045098312
13518,20140712,11,PM2.5,6.2
13668,20140713,12,PCA,-78.61175321667845
13668,20140713,12,PM2.5,8.4
13674,20140713,13,PCA,-79.735162412794
13674,20140713,13,PM2.5,9.0
13680,20140713,14,PCA,-78.17290617368523
13680,20140713,14,PM2.5,13.2
13686,20140713,15,PCA,-81.41889245616238
13686,20140713,15,PM2.5,9.6
13692,20140713,16,PCA,-77.29726285994104
13692,20140713,16,PM2.5,14.1
13698,20140713,17,PCA,-76.42143360957321
13698,20140713,17,PM2.5,14.3
13704,20140713,18,PCA,-75.806457296729
13704,20140713,18,PM2.5,13.6
13710,20140713,19,PCA,-76.06225923138192
13710,20140713,19,PM2.5,15.6
13716,20140713,20,PCA,-72.18196557245786
13716,20140713,20,PM2.5,16.4
13722,20140713,21,PCA,-66.53067013093697
13722,20140713,21,PM2.5,19.6
13728,20140713,22,PCA,-54.75466515555356
13728,20140713,22,PM2.5,27.1
13734,20140713,23,PCA,-35.386189059282756
13734,20140713,23,PM2.5,35.8
13740,20140714,0,PCA,-38.154719230138234
13740,20140714,0,PM2.5,38.3
13746,20140714,1,PCA,-47.30526646798997
13746,20140714,1,PM2.5,27.4
13752,20140714,2,PCA,-43.13715516795376
13752,20140714,2,PM2.5,24.7
13758,20140714,3,PCA,-47.981703665062426
13758,20140714,3,PM2.5,21.4
13764,20140714,4,PCA,-58.75783488829264
13764,20140714,4,PM2.5,17.1
13770,20140714,5,PCA,-58.28471279563563
13770,20140714,5,PM2.5,18.0
13776,20140714,6,PCA,-62.49334526605191
13776,20140714,6,PM2.5,13.3
13782,20140714,7,PCA,-57.861630143671995
13782,20140714,7,PM2.5,16.1
13788,20140714,8,PCA,-45.42739865999721
13788,20140714,8,PM2.5,25.5
13794,20140714,9,PCA,-55.39503782473918
13794,20140714,9,PM2.5,20.5
13800,20140714,10,PCA,-63.79922631655639
13800,20140714,10,PM2.5,16.2
13806,20140714,11,PCA,-61.599745590370944
13806,20140714,11,PM2.5,18.2
13812,20140714,12,PCA,-68.42558929451677
13812,20140714,12,PM2.5,18.8
13818,20140714,13,PCA,-40.754086496602355
13818,20140714,13,PM2.5,24.9
13824,20140714,14,PCA,-25.206204287701013
13824,20140714,14,PM2.5,32.2
13830,20140714,15,PCA,-22.405139362733532
13830,20140714,15,PM2.5,33.1
13836,20140714,16,PCA,-69.12987136766584
13836,20140714,16,PM2.5,20.0
13842,20140714,17,PCA,-20.004658158157397
13842,20140714,17,PM2.5,34.5
13848,20140714,18,PCA,-23.869448963442043
13848,20140714,18,PM2.5,32.6
13854,20140714,19,PCA,-32.54444001007649
13854,20140714,19,PM2.5,30.7
13860,20140714,20,PCA,-25.957067588383886
13860,20140714,20,PM2.5,38.9
13866,20140714,21,PCA,-32.966320355049305
13866,20140714,21,PM2.5,54.3
13872,20140714,22,PCA,-37.70720694453852
13872,20140714,22,PM2.5,39.8
13878,20140714,23,PCA,-52.47789192560324
13878,20140714,23,PM2.5,20.7
13884,20140715,0,PCA,-44.66853702055188
13884,20140715,0,PM2.5,24.9
13890,20140715,1,PCA,-36.2318089720185
13890,20140715,1,PM2.5,57.6
13896,20140715,2,PCA,-44.6770892889249
13896,20140715,2,PM2.5,42.6
13902,20140715,3,PCA,-55.09278603424192
13902,20140715,3,PM2.5,28.2
13908,20140715,4,PCA,-49.33341628066344
13908,20140715,4,PM2.5,31.7
13914,20140715,5,PCA,-46.02061365794785
13914,20140715,5,PM2.5,34.4
13920,20140715,6,PCA,-38.8871470091676
13920,20140715,6,PM2.5,36.2
13926,20140715,7,PCA,-34.0705218565493
13926,20140715,7,PM2.5,40.0
13932,20140715,8,PCA,-31.457892952616504
13932,20140715,8,PM2.5,46.3
13938,20140715,9,PCA,-32.28955190013163
13938,20140715,9,PM2.5,43.3
13944,20140715,10,PCA,-28.573741524242845
13944,20140715,10,PM2.5,48.0
