,date,hour,type,南三环
72,20140402,12,PCA,47.40306335021322
72,20140402,12,PM2.5,92.0
78,20140402,13,PCA,56.992046601760386
78,20140402,13,PM2.5,104.0
84,20140402,14,PCA,66.58102985330683
84,20140402,14,PM2.5,116.0
90,20140402,15,PCA,68.76944301855437
90,20140402,15,PM2.5,121.0
96,20140402,16,PCA,74.73093024197786
96,20140402,16,PM2.5,125.0
114,20140402,19,PCA,88.73047838992524
114,20140402,19,PM2.5,123.0
120,20140402,20,PCA,80.52586734479308
120,20140402,20,PM2.5,110.0
126,20140402,21,PCA,71.63941420223239
126,20140402,21,PM2.5,97.0
132,20140402,22,PCA,53.82184495303713
132,20140402,22,PM2.5,78.0
138,20140402,23,PCA,40.069076556956446
138,20140402,23,PM2.5,66.5
144,20140403,0,PCA,26.316308160875764
144,20140403,0,PM2.5,55.0
162,20140403,3,PCA,16.251258559236014
162,20140403,3,PM2.5,54.0
168,20140403,4,PCA,3.4335534552905607
168,20140403,4,PM2.5,41.0
174,20140403,5,PCA,0.7924111783128854
174,20140403,5,PM2.5,42.0
180,20140403,6,PCA,-10.336127553122145
180,20140403,6,PM2.5,30.0
186,20140403,7,PCA,-19.1349195407037
186,20140403,7,PM2.5,14.0
192,20140403,8,PCA,-16.63425950715376
192,20140403,8,PM2.5,19.0
198,20140403,9,PCA,-26.20746496026667
198,20140403,9,PM2.5,19.0
204,20140403,10,PCA,-48.39593499118051
204,20140403,10,PM2.5,7.0
210,20140403,11,PCA,-50.355744959003914
210,20140403,11,PM2.5,12.0
216,20140403,12,PCA,-59.25370661986175
216,20140403,12,PM2.5,12.0
222,20140403,13,PCA,-56.26287072858106
222,20140403,13,PM2.5,22.0
228,20140403,14,PCA,-58.64891533462967
228,20140403,14,PM2.5,23.0
234,20140403,15,PCA,-61.0349599406783
234,20140403,15,PM2.5,24.0
252,20140403,18,PCA,-69.51740964353289
252,20140403,18,PM2.5,14.0
258,20140403,19,PCA,-57.280743229565736
258,20140403,19,PM2.5,15.0
264,20140403,20,PCA,-45.8155908790983
264,20140403,20,PM2.5,24.5
270,20140403,21,PCA,-37.077806918344955
270,20140403,21,PM2.5,34.0
276,20140403,22,PCA,-37.761103764274885
276,20140403,22,PM2.5,43.0
282,20140403,23,PCA,-43.217295292204405
282,20140403,23,PM2.5,52.0
288,20140404,0,PCA,-59.692914556848656
288,20140404,0,PM2.5,51.0
306,20140404,3,PCA,-83.22228079968474
306,20140404,3,PM2.5,30.0
324,20140404,6,PCA,-67.03987381788002
324,20140404,6,PM2.5,40.0
330,20140404,7,PCA,-48.2223850263001
330,20140404,7,PM2.5,50.0
336,20140404,8,PCA,-35.6664833642659
336,20140404,8,PM2.5,53.0
354,20140404,11,PCA,-2.5965524958146835
354,20140404,11,PM2.5,72.0
360,20140404,12,PCA,-4.390326798197836
360,20140404,12,PM2.5,67.0
378,20140404,15,PCA,-54.14922163321994
378,20140404,15,PM2.5,40.0
396,20140404,18,PCA,-68.97595594875588
396,20140404,18,PM2.5,23.0
402,20140404,19,PCA,-68.89344805344749
402,20140404,19,PM2.5,21.5
408,20140404,20,PCA,-68.81094015813909
408,20140404,20,PM2.5,20.0
414,20140404,21,PCA,-68.40854591671996
414,20140404,21,PM2.5,20.0
420,20140404,22,PCA,-64.54675197435184
420,20140404,22,PM2.5,27.0
426,20140404,23,PCA,-60.684958031983754
426,20140404,23,PM2.5,34.0
432,20140405,0,PCA,-54.63587112903454
432,20140405,0,PM2.5,37.0
438,20140405,1,PCA,-52.96428427059873
438,20140405,1,PM2.5,39.0
444,20140405,2,PCA,-59.043776084881806
444,20140405,2,PM2.5,34.0
450,20140405,3,PCA,-54.19508433986143
450,20140405,3,PM2.5,39.0
456,20140405,4,PCA,-48.66455049741255
456,20140405,4,PM2.5,44.0
462,20140405,5,PCA,-55.85081269696235
462,20140405,5,PM2.5,38.0
468,20140405,6,PCA,-46.993750630135956
468,20140405,6,PM2.5,44.0
474,20140405,7,PCA,-43.2250576676045
474,20140405,7,PM2.5,46.0
480,20140405,8,PCA,-36.25006447458773
480,20140405,8,PM2.5,48.0
486,20140405,9,PCA,-66.57257428325047
486,20140405,9,PM2.5,25.0
510,20140405,13,PCA,-67.5473285996989
510,20140405,13,PM2.5,41.0
534,20140405,17,PCA,-62.32243032167494
534,20140405,17,PM2.5,31.0
540,20140405,18,PCA,-63.06960129061286
540,20140405,18,PM2.5,38.0
546,20140405,19,PCA,-60.407561772408215
546,20140405,19,PM2.5,45.0
552,20140405,20,PCA,6.437282257863299
552,20140405,20,PM2.5,131.0
558,20140405,21,PCA,-13.683756572532383
558,20140405,21,PM2.5,99.0
564,20140405,22,PCA,-33.80479540292806
564,20140405,22,PM2.5,67.0
570,20140405,23,PCA,-40.72814737524678
570,20140405,23,PM2.5,62.0
576,20140406,0,PCA,-33.48809637060418
576,20140406,0,PM2.5,66.0
582,20140406,1,PCA,-26.248045365961598
582,20140406,1,PM2.5,70.0
588,20140406,2,PCA,-17.51276304021003
588,20140406,2,PM2.5,81.0
594,20140406,3,PCA,-15.815359252292396
594,20140406,3,PM2.5,74.0
600,20140406,4,PCA,-12.273168173024327
600,20140406,4,PM2.5,78.0
606,20140406,5,PCA,-8.730977093756252
606,20140406,5,PM2.5,82.0
612,20140406,6,PCA,3.576028028224811
612,20140406,6,PM2.5,90.0
618,20140406,7,PCA,10.501709757483715
618,20140406,7,PM2.5,98.0
624,20140406,8,PCA,21.549059436831662
624,20140406,8,PM2.5,108.0
630,20140406,9,PCA,59.98956061654834
630,20140406,9,PM2.5,124.5
636,20140406,10,PCA,79.33848306826661
636,20140406,10,PM2.5,141.0
654,20140406,13,PCA,28.544490939329705
654,20140406,13,PM2.5,75.0
660,20140406,14,PCA,23.611479562828244
660,20140406,14,PM2.5,80.0
666,20140406,15,PCA,51.33282883685621
666,20140406,15,PM2.5,119.0
672,20140406,16,PCA,17.63921159719835
672,20140406,16,PM2.5,61.0
678,20140406,17,PCA,-16.054405642459507
678,20140406,17,PM2.5,3.0
684,20140408,10,PCA,150.51564569067227
684,20140408,10,PM2.5,129.5
690,20140408,11,PCA,252.31069776809517
690,20140408,11,PM2.5,256.0
696,20140408,12,PCA,262.9150027651807
696,20140408,12,PM2.5,273.0
702,20140408,13,PCA,231.67277344256425
702,20140408,13,PM2.5,238.0
708,20140408,14,PCA,217.86879414055838
708,20140408,14,PM2.5,229.5
714,20140408,15,PCA,205.4284990334095
714,20140408,15,PM2.5,221.0
720,20140408,16,PCA,212.75584632154118
720,20140408,16,PM2.5,227.0
726,20140408,17,PCA,180.9452887720324
726,20140408,17,PM2.5,175.0
732,20140408,18,PCA,189.10573611278994
732,20140408,18,PM2.5,178.0
738,20140408,19,PCA,187.36924165690525
738,20140408,19,PM2.5,175.5
744,20140408,20,PCA,185.63274720102052
744,20140408,20,PM2.5,173.0
762,20140408,23,PCA,175.08288762932895
762,20140408,23,PM2.5,167.0
768,20140409,0,PCA,397.4396113915833
768,20140409,0,PM2.5,474.0
774,20140409,1,PCA,285.08358650728434
774,20140409,1,PM2.5,317.0
780,20140409,2,PCA,170.68203533069988
780,20140409,2,PM2.5,160.0
804,20140409,6,PCA,162.60041002932795
804,20140409,6,PM2.5,155.0
810,20140409,7,PCA,181.9060928727154
810,20140409,7,PM2.5,175.0
816,20140409,8,PCA,198.98120081849808
816,20140409,8,PM2.5,194.0
846,20140409,13,PCA,100.13043622710866
846,20140409,13,PM2.5,87.0
852,20140409,14,PCA,78.02089558012733
852,20140409,14,PM2.5,69.0
858,20140409,15,PCA,86.71479274326528
858,20140409,15,PM2.5,87.0
864,20140409,16,PCA,82.03565895493519
864,20140409,16,PM2.5,83.5
870,20140409,17,PCA,79.40205145889068
870,20140409,17,PM2.5,80.0
888,20140409,20,PCA,151.4144787958722
888,20140409,20,PM2.5,170.0
894,20140409,21,PCA,112.7594370617916
894,20140409,21,PM2.5,126.0
900,20140409,22,PCA,111.2502479171387
900,20140409,22,PM2.5,127.0
906,20140409,23,PCA,115.52329118348239
906,20140409,23,PM2.5,137.0
912,20140410,0,PCA,105.32752312934689
912,20140410,0,PM2.5,142.0
918,20140410,1,PCA,100.7574560246489
918,20140410,1,PM2.5,140.0
924,20140410,2,PCA,93.15718501765402
924,20140410,2,PM2.5,129.0
954,20140410,7,PCA,94.873772030039
954,20140410,7,PM2.5,132.0
960,20140410,8,PCA,98.66953611021005
960,20140410,8,PM2.5,140.0
966,20140410,9,PCA,99.38062000636717
966,20140410,9,PM2.5,144.0
972,20140410,10,PCA,100.39698495753944
972,20140410,10,PM2.5,149.0
996,20140410,14,PCA,96.82663358496454
996,20140410,14,PM2.5,137.0
1014,20140410,17,PCA,84.73146192751419
1014,20140410,17,PM2.5,108.0
1020,20140410,18,PCA,102.36320650994192
1020,20140410,18,PM2.5,125.0
1026,20140410,19,PCA,96.31816424162622
1026,20140410,19,PM2.5,116.0
1032,20140410,20,PCA,88.22759568102494
1032,20140410,20,PM2.5,107.0
1038,20140410,21,PCA,111.55610388671278
1038,20140410,21,PM2.5,141.5
1044,20140410,22,PCA,137.6119804821147
1044,20140410,22,PM2.5,176.0
1050,20140410,23,PCA,102.77198550207521
1050,20140410,23,PM2.5,128.0
1056,20140411,0,PCA,148.0209559735344
1056,20140411,0,PM2.5,194.0
1062,20140411,1,PCA,121.46518480335412
1062,20140411,1,PM2.5,158.0
1068,20140411,2,PCA,94.90941363317388
1068,20140411,2,PM2.5,122.0
1074,20140411,3,PCA,80.75937180700585
1074,20140411,3,PM2.5,106.0
1080,20140411,4,PCA,72.22063865470268
1080,20140411,4,PM2.5,96.0
1086,20140411,5,PCA,70.07364540033586
1086,20140411,5,PM2.5,94.0
1092,20140411,6,PCA,67.54066330078285
1092,20140411,6,PM2.5,89.5
1098,20140411,7,PCA,65.00768120122986
1098,20140411,7,PM2.5,85.0
1104,20140411,8,PCA,63.36467354451299
1104,20140411,8,PM2.5,81.0
1122,20140411,11,PCA,546.5665803919014
1122,20140411,11,PM2.5,753.0
1128,20140411,12,PCA,89.27011876161383
1128,20140411,12,PM2.5,98.0
1134,20140411,13,PCA,61.790411636728514
1134,20140411,13,PM2.5,69.0
1152,20140411,16,PCA,57.59268362121603
1152,20140411,16,PM2.5,75.0
1158,20140411,17,PCA,65.10193114889421
1158,20140411,17,PM2.5,86.0
1164,20140411,18,PCA,56.44284111215154
1164,20140411,18,PM2.5,67.0
1170,20140411,19,PCA,63.97545729018474
1170,20140411,19,PM2.5,78.0
1176,20140411,20,PCA,71.50807346821796
1176,20140411,20,PM2.5,89.0
1182,20140411,21,PCA,59.85276223455188
1182,20140411,21,PM2.5,79.0
1188,20140411,22,PCA,68.31904473781948
1188,20140411,22,PM2.5,94.0
1194,20140411,23,PCA,64.87126662280487
1194,20140411,23,PM2.5,93.0
1200,20140412,0,PCA,63.705962405864035
1200,20140412,0,PM2.5,97.5
1206,20140412,1,PCA,62.5406581889232
1206,20140412,1,PM2.5,102.0
1224,20140412,4,PCA,86.3525374258256
1224,20140412,4,PM2.5,133.0
1230,20140412,5,PCA,130.73907321073654
1230,20140412,5,PM2.5,190.5
1236,20140412,6,PCA,179.21666158021858
1236,20140412,6,PM2.5,248.0
1242,20140412,7,PCA,131.58174278059812
1242,20140412,7,PM2.5,173.0
1248,20140412,8,PCA,118.94582081287142
1248,20140412,8,PM2.5,149.0
1254,20140412,9,PCA,146.61344367944932
1254,20140412,9,PM2.5,182.0
1260,20140412,10,PCA,176.32659283831273
1260,20140412,10,PM2.5,215.0
1266,20140412,11,PCA,120.8860217542713
1266,20140412,11,PM2.5,161.0
1272,20140412,12,PCA,79.76413471622864
1272,20140412,12,PM2.5,107.0
1278,20140412,13,PCA,65.5985500659519
1278,20140412,13,PM2.5,94.0
1284,20140412,14,PCA,78.16643797185687
1284,20140412,14,PM2.5,110.0
1302,20140412,17,PCA,75.49940465877974
1302,20140412,17,PM2.5,102.0
1308,20140412,18,PCA,94.3623196173552
1308,20140412,18,PM2.5,120.0
1314,20140412,19,PCA,114.00731334267986
1314,20140412,19,PM2.5,126.0
1320,20140412,20,PCA,107.19176269869193
1320,20140412,20,PM2.5,118.0
1326,20140412,21,PCA,116.05191699565067
1326,20140412,21,PM2.5,131.0
1380,20140413,6,PCA,131.0844321564002
1380,20140413,6,PM2.5,166.0
1386,20140413,7,PCA,139.5357194317814
1386,20140413,7,PM2.5,174.0
1392,20140413,8,PCA,143.35612083141322
1392,20140413,8,PM2.5,168.0
1398,20140413,9,PCA,154.28025966026073
1398,20140413,9,PM2.5,175.0
1404,20140413,10,PCA,198.86973895841118
1404,20140413,10,PM2.5,231.0
1410,20140413,11,PCA,199.29952973184723
1410,20140413,11,PM2.5,240.0
1416,20140413,12,PCA,182.0082074532517
1416,20140413,12,PM2.5,211.0
1434,20140413,15,PCA,132.47428546666575
1434,20140413,15,PM2.5,157.0
1440,20140413,16,PCA,157.3110838046273
1440,20140413,16,PM2.5,190.0
1458,20140413,19,PCA,141.85135762726284
1458,20140413,19,PM2.5,148.0
1464,20140413,20,PCA,146.46131425001437
1464,20140413,20,PM2.5,153.0
1470,20140413,21,PCA,166.64235201975035
1470,20140413,21,PM2.5,180.0
1476,20140413,22,PCA,180.41742264991274
1476,20140413,22,PM2.5,196.0
1482,20140413,23,PCA,189.3889040443374
1482,20140413,23,PM2.5,202.0
1500,20140414,2,PCA,192.38004622600798
1500,20140414,2,PM2.5,208.0
1506,20140414,3,PCA,192.96971693158275
1506,20140414,3,PM2.5,208.0
1512,20140414,4,PCA,193.55938763715744
1512,20140414,4,PM2.5,208.0
1518,20140414,5,PCA,198.2681379094706
1518,20140414,5,PM2.5,211.5
1524,20140414,6,PCA,202.97688818178358
1524,20140414,6,PM2.5,215.0
1542,20140414,9,PCA,253.90008648806082
1542,20140414,9,PM2.5,269.0
1548,20140414,10,PCA,236.31291790456282
1548,20140414,10,PM2.5,241.0
1554,20140414,11,PCA,289.1499159559793
1554,20140414,11,PM2.5,303.0
1560,20140414,12,PCA,273.08621687862205
1560,20140414,12,PM2.5,273.0
1566,20140414,13,PCA,269.5654269073706
1566,20140414,13,PM2.5,273.0
1572,20140414,14,PCA,271.2768052157606
1572,20140414,14,PM2.5,282.0
1578,20140414,15,PCA,255.61159013363863
1578,20140414,15,PM2.5,258.0
1602,20140414,19,PCA,272.54947742209663
1602,20140414,19,PM2.5,255.0
1608,20140414,20,PCA,281.6628084142704
1608,20140414,20,PM2.5,264.0
1614,20140414,21,PCA,249.4641207437361
1614,20140414,21,PM2.5,222.0
1620,20140414,22,PCA,217.26543307320173
1620,20140414,22,PM2.5,180.0
1626,20140414,23,PCA,135.7233809392343
1626,20140414,23,PM2.5,77.0
1632,20140415,0,PCA,95.37181437065661
1632,20140415,0,PM2.5,32.0
1638,20140415,1,PCA,108.42166810541774
1638,20140415,1,PM2.5,56.0
1644,20140415,2,PCA,109.52670019067371
1644,20140415,2,PM2.5,61.5
1650,20140415,3,PCA,111.31357437335821
1650,20140415,3,PM2.5,67.0
1656,20140415,4,PCA,104.34702330898384
1656,20140415,4,PM2.5,60.0
1662,20140415,5,PCA,109.1645352635065
1662,20140415,5,PM2.5,73.0
1818,20140416,7,PCA,12.757595220866317
1818,20140416,7,PM2.5,87.0
1824,20140416,8,PCA,20.216733105706002
1824,20140416,8,PM2.5,82.0
1830,20140416,9,PCA,16.114108247252474
1830,20140416,9,PM2.5,72.0
1836,20140416,10,PCA,23.82584503873433
1836,20140416,10,PM2.5,79.0
1842,20140416,11,PCA,23.97683057867282
1842,20140416,11,PM2.5,86.0
1848,20140416,12,PCA,2.3203790025033673
1848,20140416,12,PM2.5,62.0
1854,20140416,13,PCA,3.59413155167525
1854,20140416,13,PM2.5,70.0
1860,20140416,14,PCA,-2.523987642335416
1860,20140416,14,PM2.5,64.0
1866,20140416,15,PCA,-5.757677127588549
1866,20140416,15,PM2.5,66.0
1872,20140416,16,PCA,-9.914406630508505
1872,20140416,16,PM2.5,56.0
1878,20140416,17,PCA,-5.606515881733039
1878,20140416,17,PM2.5,63.0
1884,20140416,18,PCA,8.221443119845706
1884,20140416,18,PM2.5,72.0
1890,20140416,19,PCA,22.66737110680573
1890,20140416,19,PM2.5,82.0
1896,20140416,20,PCA,23.473164517453995
1896,20140416,20,PM2.5,82.0
1902,20140416,21,PCA,32.10459468795462
1902,20140416,21,PM2.5,88.0
1908,20140416,22,PCA,47.81245475463728
1908,20140416,22,PM2.5,103.0
1914,20140416,23,PCA,47.929871812245295
1914,20140416,23,PM2.5,100.0
1920,20140417,0,PCA,57.74455717180901
1920,20140417,0,PM2.5,107.0
1926,20140417,1,PCA,67.43863481069269
1926,20140417,1,PM2.5,112.0
1932,20140417,2,PCA,64.07568836201776
1932,20140417,2,PM2.5,106.0
1938,20140417,3,PCA,61.86290653294675
1938,20140417,3,PM2.5,101.0
1944,20140417,4,PCA,58.64515536304754
1944,20140417,4,PM2.5,103.0
1950,20140417,5,PCA,64.96251676441989
1950,20140417,5,PM2.5,116.0
1956,20140417,6,PCA,48.643538270992764
1956,20140417,6,PM2.5,98.0
1962,20140417,7,PCA,36.459973782901265
1962,20140417,7,PM2.5,87.0
1968,20140417,8,PCA,38.33336609400186
1968,20140417,8,PM2.5,91.0
1974,20140417,9,PCA,30.04421468196661
1974,20140417,9,PM2.5,88.0
1980,20140417,10,PCA,50.10117759479509
1980,20140417,10,PM2.5,113.0
1986,20140417,11,PCA,47.15691438929628
1986,20140417,11,PM2.5,103.0
1992,20140417,12,PCA,39.814934178576394
1992,20140417,12,PM2.5,92.0
1998,20140417,13,PCA,23.323382232367567
1998,20140417,13,PM2.5,74.0
2004,20140417,14,PCA,49.98900828373005
2004,20140417,14,PM2.5,115.0
2010,20140417,15,PCA,51.153085756708045
2010,20140417,15,PM2.5,116.0
2016,20140417,16,PCA,71.6405874244054
2016,20140417,16,PM2.5,124.0
2022,20140417,17,PCA,95.58075099132977
2022,20140417,17,PM2.5,133.0
2028,20140417,18,PCA,103.05808858327582
2028,20140417,18,PM2.5,134.0
2034,20140417,19,PCA,104.22709253890143
2034,20140417,19,PM2.5,132.0
2040,20140417,20,PCA,100.04171978470083
2040,20140417,20,PM2.5,127.0
2046,20140417,21,PCA,89.57454261595187
2046,20140417,21,PM2.5,119.0
2052,20140417,22,PCA,108.83228326466472
2052,20140417,22,PM2.5,146.0
2058,20140417,23,PCA,104.71892951733885
2058,20140417,23,PM2.5,136.0
2064,20140418,0,PCA,102.87566302976282
2064,20140418,0,PM2.5,134.0
2070,20140418,1,PCA,104.35689220810711
2070,20140418,1,PM2.5,134.0
2076,20140418,2,PCA,98.12421081360539
2076,20140418,2,PM2.5,132.0
2082,20140418,3,PCA,114.8783952319735
2082,20140418,3,PM2.5,152.0
2088,20140418,4,PCA,94.3419779523053
2088,20140418,4,PM2.5,128.0
2094,20140418,5,PCA,112.92822573928626
2094,20140418,5,PM2.5,152.0
2100,20140418,6,PCA,105.1725005482107
2100,20140418,6,PM2.5,137.0
2106,20140418,7,PCA,129.43325809013763
2106,20140418,7,PM2.5,167.0
2112,20140418,8,PCA,140.00065209070658
2112,20140418,8,PM2.5,167.0
2118,20140418,9,PCA,147.443794309201
2118,20140418,9,PM2.5,170.0
2124,20140418,10,PCA,170.4881386845585
2124,20140418,10,PM2.5,186.0
2130,20140418,11,PCA,200.8172794321548
2130,20140418,11,PM2.5,217.0
2136,20140418,12,PCA,211.4719131531679
2136,20140418,12,PM2.5,216.0
2286,20140419,13,PCA,-19.152587797206188
2286,20140419,13,PM2.5,55.0
2292,20140419,14,PCA,-30.864877603931138
2292,20140419,14,PM2.5,45.0
2298,20140419,15,PCA,-38.34142599549874
2298,20140419,15,PM2.5,36.0
2304,20140419,16,PCA,-24.566199389760335
2304,20140419,16,PM2.5,60.0
2310,20140419,17,PCA,-24.219788916730483
2310,20140419,17,PM2.5,62.0
2316,20140419,18,PCA,-45.46397820217483
2316,20140419,18,PM2.5,37.0
2322,20140419,19,PCA,-21.04784743325416
2322,20140419,19,PM2.5,62.0
2328,20140419,20,PCA,-13.983393024475982
2328,20140419,20,PM2.5,68.0
2334,20140419,21,PCA,-3.978681666313805
2334,20140419,21,PM2.5,79.0
2340,20140419,22,PCA,9.769200972922302
2340,20140419,22,PM2.5,83.5
2346,20140419,23,PCA,19.476891955696512
2346,20140419,23,PM2.5,88.0
2352,20140420,0,PCA,37.632853601813785
2352,20140420,0,PM2.5,102.0
2358,20140420,1,PCA,53.672094596827336
2358,20140420,1,PM2.5,112.0
2364,20140420,2,PCA,43.16135039645435
2364,20140420,2,PM2.5,93.0
2370,20140420,3,PCA,47.41673901839992
2370,20140420,3,PM2.5,101.0
2376,20140420,4,PCA,33.92420758332328
2376,20140420,4,PM2.5,85.0
2382,20140420,5,PCA,40.329938307502935
2382,20140420,5,PM2.5,98.0
2388,20140420,6,PCA,52.62033420211188
2388,20140420,6,PM2.5,111.0
2394,20140420,7,PCA,63.237454067881615
2394,20140420,7,PM2.5,118.0
2400,20140420,8,PCA,53.864527846184025
2400,20140420,8,PM2.5,108.0
2406,20140420,9,PCA,44.31266222402868
2406,20140420,9,PM2.5,91.0
2412,20140420,10,PCA,10.092940456555395
2412,20140420,10,PM2.5,59.0
2418,20140420,11,PCA,-3.4962000104403406
2418,20140420,11,PM2.5,57.0
2424,20140420,12,PCA,-20.799354585773628
2424,20140420,12,PM2.5,48.0
2430,20140420,13,PCA,-32.63927151892793
2430,20140420,13,PM2.5,46.5
2436,20140420,14,PCA,-34.592478039368764
2436,20140420,14,PM2.5,45.0
2442,20140420,15,PCA,-28.92428938671123
2442,20140420,15,PM2.5,57.0
2448,20140420,16,PCA,-22.602069989092172
2448,20140420,16,PM2.5,63.0
2454,20140420,17,PCA,-11.506955909473515
2454,20140420,17,PM2.5,69.0
2460,20140420,18,PCA,-9.145951770322545
2460,20140420,18,PM2.5,66.0
2466,20140420,19,PCA,0.468713125265702
2466,20140420,19,PM2.5,68.0
2472,20140420,20,PCA,4.430671420561352
2472,20140420,20,PM2.5,73.0
2478,20140420,21,PCA,1.3667873749038701
2478,20140420,21,PM2.5,71.0
2484,20140420,22,PCA,-3.186737718824316
2484,20140420,22,PM2.5,69.0
2622,20140422,5,PCA,75.19113307657533
2622,20140422,5,PM2.5,118.0
2628,20140422,6,PCA,13.836373453218323
2628,20140422,6,PM2.5,52.0
2634,20140422,7,PCA,1.1911691916725267
2634,20140422,7,PM2.5,53.0
2640,20140422,8,PCA,-10.449054648283226
2640,20140422,8,PM2.5,53.0
2646,20140422,9,PCA,-23.039873667745123
2646,20140422,9,PM2.5,55.0
2652,20140422,10,PCA,-25.578709303086224
2652,20140422,10,PM2.5,46.0
2658,20140422,11,PCA,-15.033743002075353
2658,20140422,11,PM2.5,51.0
2664,20140422,12,PCA,-2.8968539743514534
2664,20140422,12,PM2.5,69.0
2670,20140422,13,PCA,2.07427021027584
2670,20140422,13,PM2.5,80.0
2676,20140422,14,PCA,-22.710947424819572
2676,20140422,14,PM2.5,54.0
2682,20140422,15,PCA,-13.318082218326875
2682,20140422,15,PM2.5,68.0
2688,20140422,16,PCA,-7.480490776311633
2688,20140422,16,PM2.5,69.0
2694,20140422,18,PCA,-1.64289933429639
2694,20140422,18,PM2.5,70.0
2700,20140422,19,PCA,8.412737001536671
2700,20140422,19,PM2.5,78.0
2706,20140422,20,PCA,21.979809728055987
2706,20140422,20,PM2.5,85.0
2712,20140422,21,PCA,14.614351252583996
2712,20140422,21,PM2.5,81.0
2718,20140422,22,PCA,4.440616190657805
2718,20140422,22,PM2.5,71.0
2724,20140422,23,PCA,16.030931408483678
2724,20140422,23,PM2.5,86.0
2730,20140423,0,PCA,15.987792068283564
2730,20140423,0,PM2.5,84.0
2736,20140423,1,PCA,13.96634258819806
2736,20140423,1,PM2.5,86.0
2742,20140423,2,PCA,13.083237258267262
2742,20140423,2,PM2.5,86.0
2748,20140423,3,PCA,21.745488950763797
2748,20140423,3,PM2.5,97.0
2754,20140423,4,PCA,15.900476775834477
2754,20140423,4,PM2.5,88.0
2760,20140423,5,PCA,29.09684517152908
2760,20140423,5,PM2.5,100.0
2766,20140423,6,PCA,29.52584333358924
2766,20140423,6,PM2.5,93.0
2772,20140423,7,PCA,67.56431244344715
2772,20140423,7,PM2.5,134.0
2778,20140423,8,PCA,95.41431038877026
2778,20140423,8,PM2.5,152.0
2784,20140423,9,PCA,98.81104958962682
2784,20140423,9,PM2.5,138.0
2790,20140423,10,PCA,121.96627676698046
2790,20140423,10,PM2.5,148.0
2796,20140423,11,PCA,134.6102201282255
2796,20140423,11,PM2.5,158.0
2802,20140423,12,PCA,169.7837793889136
2802,20140423,12,PM2.5,201.0
2808,20140423,13,PCA,187.631669105895
2808,20140423,13,PM2.5,209.0
2814,20140423,14,PCA,188.03837567615395
2814,20140423,14,PM2.5,197.0
2820,20140423,15,PCA,179.21686053909573
2820,20140423,15,PM2.5,180.0
2826,20140423,16,PCA,172.8638390558453
2826,20140423,16,PM2.5,177.0
2832,20140423,17,PCA,116.62696530673121
2832,20140423,17,PM2.5,115.0
2838,20140423,18,PCA,98.35741831512826
2838,20140423,18,PM2.5,99.4
2844,20140429,2,PCA,12.177743598337747
2844,20140429,2,PM2.5,83.8
2850,20140429,3,PCA,20.347526445070052
2850,20140429,3,PM2.5,91.5
2856,20140429,4,PCA,16.560182800680742
2856,20140429,4,PM2.5,82.5
2862,20140429,5,PCA,23.779409258470974
2862,20140429,5,PM2.5,89.0
2868,20140429,6,PCA,21.395087420814985
2868,20140429,6,PM2.5,86.1
2874,20140429,7,PCA,23.426846210922452
2874,20140429,7,PM2.5,85.4
2880,20140429,8,PCA,34.474808663068075
2880,20140429,8,PM2.5,96.3
2886,20140429,9,PCA,33.5324978807577
2886,20140429,9,PM2.5,93.4
2892,20140429,10,PCA,61.768534178692136
2892,20140429,10,PM2.5,130.6
2898,20140429,11,PCA,67.20827440740555
2898,20140429,11,PM2.5,133.3
2904,20140429,12,PCA,65.25344745847697
2904,20140429,12,PM2.5,127.7
2910,20140429,13,PCA,41.39975628874475
2910,20140429,13,PM2.5,103.8
2916,20140429,14,PCA,34.34242903150169
2916,20140429,14,PM2.5,102.5
2922,20140429,15,PCA,22.74833117517003
2922,20140429,15,PM2.5,89.9
2928,20140429,16,PCA,16.026951145752435
2928,20140429,16,PM2.5,76.3
2934,20140429,17,PCA,27.7941099357912
2934,20140429,17,PM2.5,81.1
2940,20140429,18,PCA,50.72004559808132
2940,20140429,18,PM2.5,108.9
2946,20140429,19,PCA,36.50523995949035
2946,20140429,19,PM2.5,88.1
2952,20140429,20,PCA,46.50205488553243
2952,20140429,20,PM2.5,102.2
2958,20140429,21,PCA,48.8482635678114
2958,20140429,21,PM2.5,106.4
2964,20140429,22,PCA,40.944407572502676
2964,20140429,22,PM2.5,98.5
2970,20140429,23,PCA,72.34418191038996
2970,20140429,23,PM2.5,149.9
2976,20140430,0,PCA,34.189364399687804
2976,20140430,0,PM2.5,93.5
2982,20140430,1,PCA,28.70804063224349
2982,20140430,1,PM2.5,86.0
2988,20140430,2,PCA,30.185726416784597
2988,20140430,2,PM2.5,91.8
2994,20140430,3,PCA,19.506852255215918
2994,20140430,3,PM2.5,76.6
3000,20140430,4,PCA,33.946905487669135
3000,20140430,4,PM2.5,95.5
3006,20140430,5,PCA,35.9459959937669
3006,20140430,5,PM2.5,89.2
3012,20140430,6,PCA,52.3641227398133
3012,20140430,6,PM2.5,111.1
3018,20140430,7,PCA,61.73882712883321
3018,20140430,7,PM2.5,116.5
3024,20140430,8,PCA,83.85856451831911
3024,20140430,8,PM2.5,134.1
3030,20140430,9,PCA,105.27180862411134
3030,20140430,9,PM2.5,157.6
3036,20140430,10,PCA,105.80220072030225
3036,20140430,10,PM2.5,149.0
