,date,hour,type,南三环
294408,20200108,9,PM2.5,12.0
294414,20200108,10,PCA,-100.4975961917562
294414,20200108,10,PM2.5,12.0
294420,20200108,11,PCA,-103.5300753055937
294420,20200108,11,PM2.5,11.5
294426,20200108,12,PCA,-106.56255441943122
294426,20200108,12,PM2.5,11.0
294432,20200108,13,PCA,-105.63192427146434
294432,20200108,13,PM2.5,11.0
294438,20200108,14,PCA,-107.67366584258097
294438,20200108,14,PM2.5,10.0
294444,20200108,15,PCA,-108.42149651282357
294444,20200108,15,PM2.5,12.0
294450,20200108,16,PCA,-101.03891813064928
294450,20200108,16,PM2.5,14.0
294456,20200108,17,PCA,-78.20984397640173
294456,20200108,17,PM2.5,29.0
294462,20200108,18,PCA,-51.45856775907735
294462,20200108,18,PM2.5,41.0
294468,20200108,19,PCA,-49.944922388456355
294468,20200108,19,PM2.5,40.0
294474,20200108,20,PCA,-33.234067844604205
294474,20200108,20,PM2.5,54.0
294480,20200108,21,PCA,-25.10580137728686
294480,20200108,21,PM2.5,59.0
294486,20200108,22,PCA,-15.259635918359875
294486,20200108,22,PM2.5,63.0
294492,20200108,23,PCA,-5.413470459432892
294492,20200108,23,PM2.5,67.0
294498,20200109,0,PCA,-32.014542804448254
294498,20200109,0,PM2.5,46.0
294504,20200109,1,PCA,-58.97617694127191
294504,20200109,1,PM2.5,27.0
294510,20200109,2,PCA,-68.12204067221403
294510,20200109,2,PM2.5,27.0
294516,20200109,3,PCA,-69.29410736503246
294516,20200109,3,PM2.5,27.0
294522,20200109,4,PCA,-88.67521972772862
294522,20200109,4,PM2.5,20.0
294528,20200109,5,PCA,-107.68520216864773
294528,20200109,5,PM2.5,14.0
294534,20200109,6,PCA,-100.16346219725278
294534,20200109,6,PM2.5,18.0
294540,20200109,7,PCA,-74.78650905288619
294540,20200109,7,PM2.5,25.0
294546,20200109,8,PCA,-74.77066744687413
294546,20200109,8,PM2.5,25.0
294552,20200109,9,PCA,-92.26876121840596
294552,20200109,9,PM2.5,15.0
294558,20200109,10,PCA,-92.32314240259325
294558,20200109,10,PM2.5,19.0
294564,20200109,11,PCA,-75.78944026262342
294564,20200109,11,PM2.5,30.0
294570,20200109,12,PCA,-65.24611404350308
294570,20200109,12,PM2.5,36.0
294576,20200109,13,PCA,-66.94272863104229
294576,20200109,13,PM2.5,35.0
294582,20200109,14,PCA,-67.96435981948527
294582,20200109,14,PM2.5,35.0
294588,20200109,15,PCA,-70.4492497790515
294588,20200109,15,PM2.5,35.0
294594,20200109,16,PCA,-76.65088800786367
294594,20200109,16,PM2.5,31.0
294600,20200109,17,PCA,-65.16644873825162
294600,20200109,17,PM2.5,34.0
294606,20200109,18,PCA,-46.579713173469315
294606,20200109,18,PM2.5,47.0
294612,20200109,19,PCA,-17.26050597715875
294612,20200109,19,PM2.5,64.0
294618,20200109,20,PCA,-7.924496447398993
294618,20200109,20,PM2.5,69.0
294624,20200109,21,PCA,57.62075948559601
294624,20200109,21,PM2.5,113.0
294630,20200109,22,PCA,115.49990931781258
294630,20200109,22,PM2.5,147.0
294636,20200109,23,PCA,125.39653344870825
294636,20200109,23,PM2.5,154.0
294642,20200110,0,PCA,128.92098721209464
294642,20200110,0,PM2.5,156.0
294648,20200110,1,PCA,164.94881375565785
294648,20200110,1,PM2.5,182.0
294654,20200110,2,PCA,177.8750471447651
294654,20200110,2,PM2.5,192.0
294660,20200110,3,PCA,136.58346787305695
294660,20200110,3,PM2.5,162.0
294666,20200110,4,PCA,-45.123859084582094
294666,20200110,4,PM2.5,42.0
294672,20200110,5,PCA,-73.67862925149288
294672,20200110,5,PM2.5,25.0
294678,20200110,6,PCA,-76.21861521118387
294678,20200110,6,PM2.5,26.0
294684,20200110,7,PCA,-59.45731983115319
294684,20200110,7,PM2.5,35.0
294690,20200110,8,PCA,-60.374052437648615
294690,20200110,8,PM2.5,33.0
294696,20200110,9,PCA,-65.82924828424682
294696,20200110,9,PM2.5,29.0
294702,20200110,10,PCA,-74.23227943035629
294702,20200110,10,PM2.5,27.0
294708,20200110,11,PCA,-88.47335860712482
294708,20200110,11,PM2.5,22.0
294714,20200110,12,PCA,-88.09629351738616
294714,20200110,12,PM2.5,20.0
294720,20200110,13,PCA,-92.91230356182098
294720,20200110,13,PM2.5,19.0
294726,20200110,14,PCA,-91.94540550978044
294726,20200110,14,PM2.5,19.0
294732,20200110,15,PCA,-91.37605661395068
294732,20200110,15,PM2.5,18.0
294738,20200110,16,PCA,-96.04988800578184
294738,20200110,16,PM2.5,17.0
294744,20200110,17,PCA,-92.40831136859192
294744,20200110,17,PM2.5,15.0
294750,20200110,18,PCA,-87.38749989703568
294750,20200110,18,PM2.5,15.0
294756,20200110,19,PCA,-89.88694766290205
294756,20200110,19,PM2.5,14.0
294762,20200110,20,PCA,-93.93917772546398
294762,20200110,20,PM2.5,13.0
294768,20200110,21,PCA,-106.29885091988986
294768,20200110,21,PM2.5,8.0
294774,20200110,22,PCA,-107.59479069532934
294774,20200110,22,PM2.5,8.0
294780,20200110,23,PCA,-111.91088190202575
294780,20200110,23,PM2.5,9.0
294786,20200111,0,PCA,-112.18195484579499
294786,20200111,0,PM2.5,9.0
294792,20200111,1,PCA,-112.27322351820237
294792,20200111,1,PM2.5,8.0
294798,20200111,2,PCA,-113.41671417614246
294798,20200111,2,PM2.5,8.0
294804,20200111,3,PCA,-114.47970750705556
294804,20200111,3,PM2.5,8.0
294810,20200111,4,PCA,-116.254179334315
294810,20200111,4,PM2.5,8.0
294816,20200111,5,PCA,-118.12394820931712
294816,20200111,5,PM2.5,8.0
294822,20200111,6,PCA,-117.78721461672289
294822,20200111,6,PM2.5,8.0
294828,20200111,7,PCA,-113.05663532627794
294828,20200111,7,PM2.5,8.0
294834,20200111,8,PCA,-113.45090380864512
294834,20200111,8,PM2.5,7.0
294840,20200111,9,PCA,-116.4168082627451
294840,20200111,9,PM2.5,7.0
294846,20200111,10,PCA,-114.16588815425837
294846,20200111,10,PM2.5,7.0
294852,20200111,11,PCA,-111.69857770876673
294852,20200111,11,PM2.5,8.0
294858,20200111,12,PCA,-111.0823962601631
294858,20200111,12,PM2.5,8.0
294864,20200111,13,PCA,-111.03638041726228
294864,20200111,13,PM2.5,9.0
294870,20200111,14,PCA,-109.38600684804723
294870,20200111,14,PM2.5,9.0
294876,20200111,15,PCA,-104.71323582025555
294876,20200111,15,PM2.5,10.0
294882,20200111,16,PCA,-98.53338393637064
294882,20200111,16,PM2.5,12.0
294888,20200111,17,PCA,-101.19507319851657
294888,20200111,17,PM2.5,12.0
294894,20200111,18,PCA,-98.49523895838453
294894,20200111,18,PM2.5,12.0
294900,20200111,19,PCA,-99.12566381098969
294900,20200111,19,PM2.5,13.0
294906,20200111,20,PCA,-80.07066243231087
294906,20200111,20,PM2.5,15.0
294912,20200111,21,PCA,-78.8913839398576
294912,20200111,21,PM2.5,17.0
294918,20200111,22,PCA,-72.11659361530363
294918,20200111,22,PM2.5,19.0
294924,20200111,23,PCA,-72.80119702734787
294924,20200111,23,PM2.5,20.0
294930,20200112,0,PCA,-72.71156177468644
294930,20200112,0,PM2.5,21.0
294936,20200112,1,PCA,-73.19902505546062
294936,20200112,1,PM2.5,20.0
294942,20200112,2,PCA,-69.39168511762824
294942,20200112,2,PM2.5,23.0
294948,20200112,3,PCA,-63.42745505833219
294948,20200112,3,PM2.5,26.0
294954,20200112,4,PCA,-58.82414787927744
294954,20200112,4,PM2.5,28.0
294960,20200112,5,PCA,-71.84375273033002
294960,20200112,5,PM2.5,20.0
294966,20200112,6,PCA,-91.91027649861998
294966,20200112,6,PM2.5,18.0
294972,20200112,7,PCA,-87.74252978693391
294972,20200112,7,PM2.5,19.0
294978,20200112,8,PCA,-88.45845876829935
294978,20200112,8,PM2.5,16.0
294984,20200112,9,PCA,-98.64994475251105
294984,20200112,9,PM2.5,14.0
294990,20200112,10,PCA,-103.18508486226227
294990,20200112,10,PM2.5,13.0
294996,20200112,11,PCA,-99.69186569980407
294996,20200112,11,PM2.5,14.0
295002,20200112,12,PCA,-89.55397390862055
295002,20200112,12,PM2.5,22.0
295008,20200112,13,PCA,-92.53780373932516
295008,20200112,13,PM2.5,22.0
295014,20200112,14,PCA,-81.86425587626181
295014,20200112,14,PM2.5,25.0
295020,20200112,15,PCA,-84.81666288810116
295020,20200112,15,PM2.5,26.0
295026,20200112,16,PCA,-82.4518428112439
295026,20200112,16,PM2.5,25.0
295032,20200112,17,PCA,-73.12553302285446
295032,20200112,17,PM2.5,27.0
295038,20200112,18,PCA,-71.0700913847289
295038,20200112,18,PM2.5,25.0
295044,20200112,19,PCA,-60.10061479720592
295044,20200112,19,PM2.5,37.0
295050,20200112,20,PCA,-34.700990109587444
295050,20200112,20,PM2.5,53.0
295056,20200112,21,PCA,-57.551710588282155
295056,20200112,21,PM2.5,38.0
295062,20200112,22,PCA,-105.82885448875248
295062,20200112,22,PM2.5,16.0
295068,20200112,23,PCA,-109.83265701383179
295068,20200112,23,PM2.5,14.0
295074,20200113,0,PCA,-110.44607714781965
295074,20200113,0,PM2.5,13.0
295080,20200113,1,PCA,-106.4727277315311
295080,20200113,1,PM2.5,15.0
295086,20200113,2,PCA,-102.16526633121195
295086,20200113,2,PM2.5,16.0
295092,20200113,3,PCA,-110.27009455511293
295092,20200113,3,PM2.5,13.0
295098,20200113,4,PCA,-111.9414562381254
295098,20200113,4,PM2.5,11.0
295104,20200113,5,PCA,-111.94548461346078
295104,20200113,5,PM2.5,12.0
295110,20200113,6,PCA,-114.79396477118016
295110,20200113,6,PM2.5,11.0
295116,20200113,7,PCA,-111.60413111108156
295116,20200113,7,PM2.5,11.0
295122,20200113,8,PCA,-108.93862017028042
295122,20200113,8,PM2.5,10.0
295128,20200113,9,PCA,-107.72593903648361
295128,20200113,9,PM2.5,11.0
295134,20200113,10,PCA,-109.54642670664391
295134,20200113,10,PM2.5,10.0
295140,20200113,11,PCA,-112.9739121904251
295140,20200113,11,PM2.5,9.0
295146,20200113,12,PCA,-111.8822706494119
295146,20200113,12,PM2.5,8.0
295152,20200113,13,PCA,-114.93051254696499
295152,20200113,13,PM2.5,8.0
295158,20200113,14,PCA,-108.9428344818328
295158,20200113,14,PM2.5,9.0
295164,20200113,15,PCA,-117.72630290011965
295164,20200113,15,PM2.5,9.0
295170,20200113,16,PCA,-114.53832783519036
295170,20200113,16,PM2.5,9.0
295176,20200113,17,PCA,-105.22648984352747
295176,20200113,17,PM2.5,9.0
295182,20200113,18,PCA,-107.4007158248993
295182,20200113,18,PM2.5,10.0
295188,20200113,19,PCA,-110.8247445115007
295188,20200113,19,PM2.5,10.0
295194,20200113,20,PCA,-105.91591986203692
295194,20200113,20,PM2.5,11.0
295200,20200113,21,PCA,-105.9595207930543
295200,20200113,21,PM2.5,11.0
295206,20200113,22,PCA,-107.89601068092088
295206,20200113,22,PM2.5,11.0
295212,20200113,23,PCA,-110.28664547804068
295212,20200113,23,PM2.5,11.0
295218,20200114,0,PCA,-110.20594145433351
295218,20200114,0,PM2.5,11.0
295224,20200114,1,PCA,-110.17094061097957
295224,20200114,1,PM2.5,11.0
295230,20200114,2,PCA,-110.45785516076091
295230,20200114,2,PM2.5,11.0
295236,20200114,3,PCA,-111.34882674347232
295236,20200114,3,PM2.5,11.0
295242,20200114,4,PCA,-108.8648450023742
295242,20200114,4,PM2.5,11.0
295248,20200114,5,PCA,-106.20591705484395
295248,20200114,5,PM2.5,12.0
295254,20200114,6,PCA,-107.71927057384147
295254,20200114,6,PM2.5,11.0
295260,20200114,7,PCA,-105.12595507767922
295260,20200114,7,PM2.5,10.0
295266,20200114,8,PCA,-99.07363977027526
295266,20200114,8,PM2.5,11.0
295272,20200114,9,PCA,-99.50289061725337
295272,20200114,9,PM2.5,10.0
295278,20200114,10,PCA,-101.23695470021458
295278,20200114,10,PM2.5,11.0
295284,20200114,11,PCA,-99.8887529708431
295284,20200114,11,PM2.5,12.0
295308,20200114,15,PCA,-65.54671470520935
295308,20200114,15,PM2.5,22.0
295314,20200114,16,PCA,-79.0939296568438
295314,20200114,16,PM2.5,20.0
295320,20200114,17,PCA,-82.91487396929625
295320,20200114,17,PM2.5,19.0
295326,20200114,18,PCA,-79.86513111927678
295326,20200114,18,PM2.5,23.0
295332,20200114,19,PCA,-67.53528168707554
295332,20200114,19,PM2.5,29.0
295338,20200114,20,PCA,-67.0736516053071
295338,20200114,20,PM2.5,29.0
295344,20200114,21,PCA,-75.891884451554
295344,20200114,21,PM2.5,27.0
295350,20200114,22,PCA,-70.90740756027151
295350,20200114,22,PM2.5,29.0
295356,20200114,23,PCA,-70.32928562028275
295356,20200114,23,PM2.5,31.0
295362,20200115,0,PCA,-61.20887943636871
295362,20200115,0,PM2.5,37.0
295368,20200115,1,PCA,-52.762727428802265
295368,20200115,1,PM2.5,41.0
295374,20200115,2,PCA,-43.75711215253231
295374,20200115,2,PM2.5,44.0
295380,20200115,3,PCA,-38.06600908888438
295380,20200115,3,PM2.5,45.0
295386,20200115,4,PCA,-47.33003041088766
295386,20200115,4,PM2.5,43.0
295392,20200115,5,PCA,-54.09380573589474
295392,20200115,5,PM2.5,42.0
295398,20200115,6,PCA,-61.07316340435716
295398,20200115,6,PM2.5,36.0
295404,20200115,7,PCA,-84.19742628981342
295404,20200115,7,PM2.5,20.0
295410,20200115,8,PCA,-91.21662117051477
295410,20200115,8,PM2.5,19.0
295416,20200115,9,PCA,-78.61672394084823
295416,20200115,9,PM2.5,24.0
295422,20200115,10,PCA,-61.48516032906866
295422,20200115,10,PM2.5,39.0
295428,20200115,11,PCA,-44.055084349834665
295428,20200115,11,PM2.5,51.0
295434,20200115,12,PCA,-39.312269178826995
295434,20200115,12,PM2.5,53.0
295440,20200115,13,PCA,-40.739026204591035
295440,20200115,13,PM2.5,52.0
295446,20200115,14,PCA,-27.502373969006683
295446,20200115,14,PM2.5,61.0
295452,20200115,15,PCA,-25.374491754524875
295452,20200115,15,PM2.5,61.0
295458,20200115,16,PCA,-18.128757299231857
295458,20200115,16,PM2.5,65.0
295464,20200115,17,PCA,-3.201727921277146
295464,20200115,17,PM2.5,74.0
295470,20200115,18,PCA,8.67561087604697
295470,20200115,18,PM2.5,81.0
295476,20200115,19,PCA,14.444717584037521
295476,20200115,19,PM2.5,84.0
295482,20200115,20,PCA,22.80785460412774
295482,20200115,20,PM2.5,89.0
295488,20200115,21,PCA,19.046080158349522
295488,20200115,21,PM2.5,87.0
295494,20200115,22,PCA,22.557574317446328
295494,20200115,22,PM2.5,89.0
295500,20200115,23,PCA,132.57172432559412
295500,20200115,23,PM2.5,159.0
295506,20200116,0,PCA,215.7982644212644
295506,20200116,0,PM2.5,219.0
295512,20200116,1,PCA,229.54607307517645
295512,20200116,1,PM2.5,229.0
295518,20200116,2,PCA,272.3358582648832
295518,20200116,2,PM2.5,260.0
295524,20200116,3,PCA,156.7931681567131
295524,20200116,3,PM2.5,177.0
295530,20200116,4,PCA,-29.26108129203798
295530,20200116,4,PM2.5,57.0
295536,20200116,5,PCA,-93.50257184106927
295536,20200116,5,PM2.5,21.0
295542,20200116,6,PCA,-99.34188693244795
295542,20200116,6,PM2.5,18.0
295548,20200116,7,PCA,-89.23473874708962
295548,20200116,7,PM2.5,17.0
295554,20200116,8,PCA,-87.70606848032956
295554,20200116,8,PM2.5,16.0
295560,20200116,9,PCA,-90.86084760059556
295560,20200116,9,PM2.5,15.0
295566,20200116,10,PCA,-96.60871704160049
295566,20200116,10,PM2.5,15.0
295572,20200116,11,PCA,-104.35307522421557
295572,20200116,11,PM2.5,14.0
295578,20200116,12,PCA,-99.57282903652904
295578,20200116,12,PM2.5,14.0
295584,20200116,13,PCA,-104.25534800314797
295584,20200116,13,PM2.5,12.0
295590,20200116,14,PCA,-106.09756424982494
295590,20200116,14,PM2.5,12.0
295596,20200116,15,PCA,-107.64619198505676
295596,20200116,15,PM2.5,13.0
295602,20200116,16,PCA,-100.97712767236443
295602,20200116,16,PM2.5,13.0
295608,20200116,17,PCA,-63.69232337592157
295608,20200116,17,PM2.5,32.0
295614,20200116,18,PCA,-18.956012251366204
295614,20200116,18,PM2.5,61.0
295620,20200116,19,PCA,21.28800702010874
295620,20200116,19,PM2.5,87.0
295626,20200116,20,PCA,32.58858190655669
295626,20200116,20,PM2.5,95.0
295632,20200116,21,PCA,39.860722616561944
295632,20200116,21,PM2.5,100.0
295638,20200116,22,PCA,43.291146392925285
295638,20200116,22,PM2.5,102.0
295644,20200116,23,PCA,54.5962895104327
295644,20200116,23,PM2.5,109.0
295650,20200117,0,PCA,87.75139420071082
295650,20200117,0,PM2.5,129.0
295656,20200117,1,PCA,102.87940418176191
295656,20200117,1,PM2.5,139.0
295662,20200117,2,PCA,106.3563478483514
295662,20200117,2,PM2.5,141.0
295668,20200117,3,PCA,99.20985280656303
295668,20200117,3,PM2.5,137.0
295674,20200117,4,PCA,55.68452450590191
295674,20200117,4,PM2.5,110.0
295680,20200117,5,PCA,0.3246176512962935
295680,20200117,5,PM2.5,75.0
295686,20200117,6,PCA,-8.114378307292755
295686,20200117,6,PM2.5,69.0
295692,20200117,7,PCA,6.872949292803794
295692,20200117,7,PM2.5,77.0
295698,20200117,8,PCA,1.2729664791877233
295698,20200117,8,PM2.5,75.0
295704,20200117,9,PCA,-3.8166090951433564
295704,20200117,9,PM2.5,73.0
295710,20200117,10,PCA,-12.627618361582563
295710,20200117,10,PM2.5,68.0
295716,20200117,11,PCA,-14.613006094072395
295716,20200117,11,PM2.5,67.0
295722,20200117,12,PCA,-29.209501512485204
295722,20200117,12,PM2.5,58.0
295728,20200117,13,PCA,-37.26774231532975
295728,20200117,13,PM2.5,54.0
295734,20200117,14,PCA,-27.894930366545466
295734,20200117,14,PM2.5,58.5
295740,20200117,15,PCA,-18.522118417761185
295740,20200117,15,PM2.5,63.0
295746,20200117,16,PCA,-19.424172530849795
295746,20200117,16,PM2.5,63.0
295752,20200117,17,PCA,-16.95250256873195
295752,20200117,17,PM2.5,64.0
295758,20200117,18,PCA,-12.46064697608076
295758,20200117,18,PM2.5,66.5
295764,20200117,19,PCA,-7.96879138342957
295764,20200117,19,PM2.5,69.0
295770,20200117,20,PCA,18.101156354745235
295770,20200117,20,PM2.5,85.0
295776,20200117,21,PCA,55.75710129300633
295776,20200117,21,PM2.5,109.0
295782,20200117,22,PCA,158.426140893145
295782,20200117,22,PM2.5,175.0
295788,20200117,23,PCA,261.5318473129296
295788,20200117,23,PM2.5,250.0
295794,20200118,0,PCA,386.88465454960397
295794,20200118,0,PM2.5,341.0
295800,20200118,1,PCA,418.37772380343233
295800,20200118,1,PM2.5,367.0
295806,20200118,2,PCA,416.51637803812713
295806,20200118,2,PM2.5,365.0
295812,20200118,3,PCA,391.60839595264105
295812,20200118,3,PM2.5,345.0
295818,20200118,4,PCA,394.0745969820059
295818,20200118,4,PM2.5,347.0
295824,20200118,5,PCA,420.22579877945094
295824,20200118,5,PM2.5,370.0
295830,20200118,6,PCA,351.23699051050556
295830,20200118,6,PM2.5,317.0
295836,20200118,7,PCA,389.13219097348144
295836,20200118,7,PM2.5,344.0
295842,20200118,8,PCA,419.1596601970755
295842,20200118,8,PM2.5,370.0
295848,20200118,9,PCA,377.3171726934383
295848,20200118,9,PM2.5,338.0
295854,20200118,10,PCA,307.9293972615397
295854,20200118,10,PM2.5,288.0
295860,20200118,11,PCA,271.0773201481295
295860,20200118,11,PM2.5,262.0
295866,20200118,12,PCA,265.17553759464516
295866,20200118,12,PM2.5,258.0
295872,20200118,13,PCA,257.46141160879546
295872,20200118,13,PM2.5,252.0
295878,20200118,14,PCA,259.87886779373883
295878,20200118,14,PM2.5,254.0
295884,20200118,15,PCA,262.7079283209575
295884,20200118,15,PM2.5,256.0
295890,20200118,16,PCA,266.32317990940834
295890,20200118,16,PM2.5,260.0
295896,20200118,17,PCA,277.86752078321996
295896,20200118,17,PM2.5,267.0
295902,20200118,18,PCA,291.4275151350053
295902,20200118,18,PM2.5,276.0
295908,20200118,19,PCA,296.43690402710405
295908,20200118,19,PM2.5,280.0
295914,20200118,20,PCA,292.8046644590282
295914,20200118,20,PM2.5,277.0
295920,20200118,21,PCA,301.2590701515258
295920,20200118,21,PM2.5,283.0
295926,20200118,22,PCA,219.64193091846857
295926,20200118,22,PM2.5,225.0
295932,20200118,23,PCA,-67.93289069636616
295932,20200118,23,PM2.5,21.0
295938,20200119,0,PCA,-90.11733313584101
295938,20200119,0,PM2.5,15.0
295944,20200119,1,PCA,-82.27010846314543
295944,20200119,1,PM2.5,14.0
295950,20200119,2,PCA,-81.50377762084092
295950,20200119,2,PM2.5,13.0
295956,20200119,3,PCA,-84.12830923918828
295956,20200119,3,PM2.5,13.0
295962,20200119,4,PCA,-82.36761372609146
295962,20200119,4,PM2.5,13.0
295968,20200119,5,PCA,-72.21269935025043
295968,20200119,5,PM2.5,14.0
295974,20200119,6,PCA,-59.218388191215624
295974,20200119,6,PM2.5,15.0
295980,20200119,7,PCA,-50.28967373874081
295980,20200119,7,PM2.5,17.0
295986,20200119,8,PCA,-64.14282377224649
295986,20200119,8,PM2.5,15.0
295992,20200119,9,PCA,-44.084797900997486
295992,20200119,9,PM2.5,42.0
295998,20200119,10,PCA,54.71061157445159
295998,20200119,10,PM2.5,113.0
296004,20200119,11,PCA,13.345081969122495
296004,20200119,11,PM2.5,89.0
296010,20200119,12,PCA,0.125144340282863
296010,20200119,12,PM2.5,81.0
296016,20200119,13,PCA,-14.819806933007916
296016,20200119,13,PM2.5,74.0
296022,20200119,14,PCA,-31.506802601310817
296022,20200119,14,PM2.5,64.0
296028,20200119,15,PCA,-46.551423491192736
296028,20200119,15,PM2.5,50.0
296034,20200119,16,PCA,-52.84596233460735
296034,20200119,16,PM2.5,47.0
296040,20200119,17,PCA,-54.02266520673471
296040,20200119,17,PM2.5,38.0
296046,20200119,18,PCA,-52.872701542862046
296046,20200119,18,PM2.5,36.0
296052,20200119,19,PCA,-40.892722285511
296052,20200119,19,PM2.5,40.0
296058,20200119,20,PCA,-37.05395952881331
296058,20200119,20,PM2.5,44.0
296064,20200119,21,PCA,-27.026691104088627
296064,20200119,21,PM2.5,49.0
296070,20200119,22,PCA,-89.52823094457248
296070,20200119,22,PM2.5,8.0
296076,20200119,23,PCA,-100.66216030742774
296076,20200119,23,PM2.5,5.0
296082,20200120,0,PCA,-120.24292174551978
296082,20200120,0,PM2.5,5.0
296088,20200120,1,PCA,-110.69279134363755
296088,20200120,1,PM2.5,5.0
296094,20200120,2,PCA,-122.10916629251183
296094,20200120,2,PM2.5,5.0
296100,20200120,3,PCA,-123.86777803501609
296100,20200120,3,PM2.5,5.0
296106,20200120,4,PCA,-118.39190823499172
296106,20200120,4,PM2.5,5.0
296112,20200120,5,PCA,-106.35771667801703
296112,20200120,5,PM2.5,6.0
296118,20200120,6,PCA,-107.49844602134138
296118,20200120,6,PM2.5,5.0
296124,20200120,7,PCA,-87.4374974156386
296124,20200120,7,PM2.5,8.0
296130,20200120,8,PCA,-83.06057216658249
296130,20200120,8,PM2.5,8.0
296136,20200120,9,PCA,-86.62490157724503
296136,20200120,9,PM2.5,9.0
296142,20200120,10,PCA,-108.00292700045435
296142,20200120,10,PM2.5,7.0
296148,20200120,11,PCA,-110.05005149475035
296148,20200120,11,PM2.5,6.0
296154,20200120,12,PCA,-116.66115252683471
296154,20200120,12,PM2.5,5.0
296160,20200120,13,PCA,-110.68849935784165
296160,20200120,13,PM2.5,6.0
296166,20200120,14,PCA,-111.74940891816213
296166,20200120,14,PM2.5,6.0
296172,20200120,15,PCA,-109.77334647461352
296172,20200120,15,PM2.5,7.0
296178,20200120,16,PCA,-112.6339132358899
296178,20200120,16,PM2.5,7.0
296184,20200120,17,PCA,-102.11698203151116
296184,20200120,17,PM2.5,10.0
296190,20200120,18,PCA,-92.14489135308663
296190,20200120,18,PM2.5,12.0
296196,20200120,19,PCA,-83.75610361097874
296196,20200120,19,PM2.5,15.0
296202,20200120,20,PCA,-80.91038476787504
296202,20200120,20,PM2.5,17.0
296208,20200120,21,PCA,-72.43681983803553
296208,20200120,21,PM2.5,23.0
296214,20200120,22,PCA,-68.27287632626151
296214,20200120,22,PM2.5,25.0
296220,20200120,23,PCA,-69.27702841701456
296220,20200120,23,PM2.5,29.0
296226,20200121,0,PCA,-65.31312551697616
296226,20200121,0,PM2.5,33.0
296232,20200121,1,PCA,-65.994654951857
296232,20200121,1,PM2.5,34.0
296238,20200121,2,PCA,-52.282126013200944
296238,20200121,2,PM2.5,45.0
296244,20200121,3,PCA,-52.89726557650823
296244,20200121,3,PM2.5,45.0
296250,20200121,4,PCA,-48.120127106169676
296250,20200121,4,PM2.5,48.0
296256,20200121,5,PCA,-41.89401022619569
296256,20200121,5,PM2.5,52.0
296262,20200121,6,PCA,-22.734278732713786
296262,20200121,6,PM2.5,64.0
296268,20200121,7,PCA,-4.379584875258357
296268,20200121,7,PM2.5,75.0
296274,20200121,8,PCA,-3.681516334048335
296274,20200121,8,PM2.5,75.0
296280,20200121,9,PCA,-1.9425493974682
296280,20200121,9,PM2.5,76.0
296286,20200121,10,PCA,-52.5628317441382
296286,20200121,10,PM2.5,38.0
296292,20200121,11,PCA,-56.72441978145633
296292,20200121,11,PM2.5,41.0
296298,20200121,12,PCA,-50.04031783483071
296298,20200121,12,PM2.5,44.0
296304,20200121,13,PCA,-49.43901402311357
296304,20200121,13,PM2.5,48.0
296310,20200121,14,PCA,-51.39464466957888
296310,20200121,14,PM2.5,48.0
296316,20200121,15,PCA,-63.5482678549069
296316,20200121,15,PM2.5,42.0
296322,20200121,16,PCA,-69.65051165225984
296322,20200121,16,PM2.5,38.0
296328,20200121,17,PCA,-69.11111583936636
296328,20200121,17,PM2.5,37.0
296334,20200121,18,PCA,-66.09143149794848
296334,20200121,18,PM2.5,37.0
296340,20200121,19,PCA,-58.89150967014474
296340,20200121,19,PM2.5,38.0
296346,20200121,20,PCA,-55.42935448430035
296346,20200121,20,PM2.5,38.0
296352,20200121,21,PCA,-42.134516387065815
296352,20200121,21,PM2.5,44.0
296358,20200121,22,PCA,-39.665554043085045
296358,20200121,22,PM2.5,45.0
296364,20200121,23,PCA,-36.64510118925113
296364,20200121,23,PM2.5,47.0
296370,20200122,0,PCA,-34.29465872342586
296370,20200122,0,PM2.5,50.0
296376,20200122,1,PCA,-24.556822508931738
296376,20200122,1,PM2.5,56.0
296382,20200122,2,PCA,-18.461811513604044
296382,20200122,2,PM2.5,64.0
296388,20200122,3,PCA,-13.989672631997605
296388,20200122,3,PM2.5,67.0
296394,20200122,4,PCA,-26.41541614541292
296394,20200122,4,PM2.5,60.0
296400,20200122,5,PCA,-35.58562289339669
296400,20200122,5,PM2.5,54.0
296406,20200122,6,PCA,-33.59392554051624
296406,20200122,6,PM2.5,55.0
296412,20200122,7,PCA,-32.01301582003817
296412,20200122,7,PM2.5,56.0
296418,20200122,8,PCA,-35.09376487826084
296418,20200122,8,PM2.5,54.0
296424,20200122,9,PCA,-37.266083212376195
296424,20200122,9,PM2.5,54.0
296430,20200122,10,PCA,-32.14972320770798
296430,20200122,10,PM2.5,58.0
296436,20200122,11,PCA,-32.59339875856535
296436,20200122,11,PM2.5,58.0
296442,20200122,12,PCA,-33.03707430942271
296442,20200122,12,PM2.5,58.0
296448,20200122,13,PCA,-33.75292356236584
296448,20200122,13,PM2.5,60.0
296454,20200122,14,PCA,-24.098868830010876
296454,20200122,14,PM2.5,64.0
296460,20200122,15,PCA,-27.088436702950514
296460,20200122,15,PM2.5,62.0
296466,20200122,16,PCA,-16.89718713413281
296466,20200122,16,PM2.5,66.0
296472,20200122,17,PCA,-1.5258615165647067
296472,20200122,17,PM2.5,75.0
296478,20200122,18,PCA,4.442415396809875
296478,20200122,18,PM2.5,77.0
