,date,hour,type,昌平
100644,20160313,23,PCA,-56.14429257230879
100644,20160313,23,PM2.5,22.0
100650,20160314,0,PCA,-57.690165114877296
100650,20160314,0,PM2.5,24.0
100656,20160314,1,PCA,-55.952992350640706
100656,20160314,1,PM2.5,25.0
100662,20160314,2,PCA,-54.54261278197632
100662,20160314,2,PM2.5,25.0
100668,20160314,3,PCA,-40.10740780299876
100668,20160314,3,PM2.5,38.0
100674,20160314,4,PCA,-22.91281207014184
100674,20160314,4,PM2.5,57.0
100680,20160314,5,PCA,-13.913423108970017
100680,20160314,5,PM2.5,59.0
100686,20160314,6,PCA,-7.218747957526289
100686,20160314,6,PM2.5,64.0
100692,20160314,7,PCA,-1.4714379198055074
100692,20160314,7,PM2.5,70.0
100698,20160314,8,PCA,-8.50038106270296
100698,20160314,8,PM2.5,58.0
100704,20160314,9,PCA,10.552271747825793
100704,20160314,9,PM2.5,79.0
100710,20160314,10,PCA,11.888212071799563
100710,20160314,10,PM2.5,80.0
100716,20160314,11,PCA,9.852574019262471
100716,20160314,11,PM2.5,78.0
100722,20160314,12,PCA,12.508900124109191
100722,20160314,12,PM2.5,81.0
100728,20160314,13,PCA,15.661130033239044
100728,20160314,13,PM2.5,84.0
100734,20160314,14,PCA,6.496270848559927
100734,20160314,14,PM2.5,71.0
100740,20160314,15,PCA,-9.22108387813372
100740,20160314,15,PM2.5,49.0
100746,20160314,16,PCA,-13.708151393660435
100746,20160314,16,PM2.5,46.0
100752,20160314,17,PCA,-18.19521890918715
100752,20160314,17,PM2.5,43.0
100758,20160314,18,PCA,-18.375460428114415
100758,20160314,18,PM2.5,41.0
100764,20160314,19,PCA,-12.726378190546052
100764,20160314,19,PM2.5,42.0
100770,20160314,20,PCA,7.835036584461939
100770,20160314,20,PM2.5,58.0
100776,20160314,21,PCA,17.780999242352156
100776,20160314,21,PM2.5,73.0
100782,20160314,22,PCA,-1.2084610571996146
100782,20160314,22,PM2.5,56.0
100788,20160314,23,PCA,1.1165366619727586
100788,20160314,23,PM2.5,60.0
100794,20160315,0,PCA,-6.698815064044163
100794,20160315,0,PM2.5,49.0
100800,20160315,1,PCA,-7.271694830704266
100800,20160315,1,PM2.5,46.0
100806,20160315,2,PCA,0.6954386029387988
100806,20160315,2,PM2.5,56.0
100812,20160315,3,PCA,-0.6967881360271576
100812,20160315,3,PM2.5,52.0
100818,20160315,4,PCA,5.507193150882359
100818,20160315,4,PM2.5,57.0
100824,20160315,5,PCA,14.797232424780422
100824,20160315,5,PM2.5,64.0
100830,20160315,6,PCA,37.86102076117445
100830,20160315,6,PM2.5,92.0
100836,20160315,7,PCA,34.00172878516624
100836,20160315,7,PM2.5,84.0
100842,20160315,8,PCA,40.783913866998304
100842,20160315,8,PM2.5,90.0
100848,20160315,9,PCA,46.70358671553244
100848,20160315,9,PM2.5,97.0
100854,20160315,10,PCA,49.149375643096405
100854,20160315,10,PM2.5,103.0
100860,20160315,11,PCA,56.33259295385432
100860,20160315,11,PM2.5,112.0
100866,20160315,12,PCA,63.515810264612234
100866,20160315,12,PM2.5,121.0
100884,20160315,15,PCA,75.9753441120465
100884,20160315,15,PM2.5,130.0
100890,20160315,16,PCA,75.71094693821993
100890,20160315,16,PM2.5,132.0
100896,20160315,17,PCA,79.15383285079837
100896,20160315,17,PM2.5,133.0
100902,20160315,18,PCA,83.24599135540163
100902,20160315,18,PM2.5,134.0
100908,20160315,19,PCA,99.90424539277527
100908,20160315,19,PM2.5,146.0
100914,20160315,20,PCA,120.2588252456873
100914,20160315,20,PM2.5,165.0
100920,20160315,21,PCA,115.27002014833026
100920,20160315,21,PM2.5,160.0
100926,20160315,22,PCA,114.40884173220623
100926,20160315,22,PM2.5,154.0
100932,20160315,23,PCA,118.70600904309937
100932,20160315,23,PM2.5,157.0
100938,20160316,0,PCA,142.16538664579514
100938,20160316,0,PM2.5,175.0
100944,20160316,1,PCA,136.15391349436175
100944,20160316,1,PM2.5,168.0
100950,20160316,2,PCA,137.26910315218618
100950,20160316,2,PM2.5,164.0
100956,20160316,3,PCA,131.7984999249454
100956,20160316,3,PM2.5,155.0
100962,20160316,4,PCA,136.41481281552007
100962,20160316,4,PM2.5,149.0
100968,20160316,5,PCA,140.5211866182124
100968,20160316,5,PM2.5,146.0
100974,20160316,6,PCA,149.0055564956448
100974,20160316,6,PM2.5,153.0
100980,20160316,7,PCA,153.1435338707301
100980,20160316,7,PM2.5,153.0
100986,20160316,8,PCA,157.43760882274233
100986,20160316,8,PM2.5,155.0
100992,20160316,9,PCA,175.6157871954481
100992,20160316,9,PM2.5,173.0
100998,20160316,10,PCA,211.11305938929007
100998,20160316,10,PM2.5,210.0
101004,20160316,11,PCA,207.74571583383423
101004,20160316,11,PM2.5,203.0
101010,20160316,12,PCA,193.7356678728879
101010,20160316,12,PM2.5,191.0
101016,20160316,13,PCA,211.3723617801875
101016,20160316,13,PM2.5,211.0
101022,20160316,14,PCA,204.0417502110858
101022,20160316,14,PM2.5,208.0
101028,20160316,15,PCA,207.85179264038362
101028,20160316,15,PM2.5,212.0
101034,20160316,16,PCA,219.78955911093038
101034,20160316,16,PM2.5,220.0
101040,20160316,17,PCA,240.0039322135929
101040,20160316,17,PM2.5,237.0
101046,20160316,18,PCA,254.09002076091735
101046,20160316,18,PM2.5,247.0
101052,20160316,19,PCA,256.0064070358328
101052,20160316,19,PM2.5,247.0
101058,20160316,20,PCA,248.06976153079952
101058,20160316,20,PM2.5,245.0
101064,20160316,21,PCA,256.58377760839045
101064,20160316,21,PM2.5,251.0
101070,20160316,22,PCA,254.72993664630494
101070,20160316,22,PM2.5,251.0
101076,20160316,23,PCA,254.84229487793556
101076,20160316,23,PM2.5,244.0
101082,20160317,0,PCA,305.05988513397796
101082,20160317,0,PM2.5,293.0
101088,20160317,1,PCA,267.7150406039493
101088,20160317,1,PM2.5,254.0
101094,20160317,2,PCA,262.25308221287327
101094,20160317,2,PM2.5,243.0
101100,20160317,3,PCA,265.8703614591592
101100,20160317,3,PM2.5,243.0
101106,20160317,4,PCA,284.7272191729133
101106,20160317,4,PM2.5,254.0
101112,20160317,5,PCA,291.21671616554715
101112,20160317,5,PM2.5,255.0
101118,20160317,6,PCA,279.40916671221214
101118,20160317,6,PM2.5,239.0
101124,20160317,7,PCA,271.00763107903674
101124,20160317,7,PM2.5,229.0
101130,20160317,8,PCA,279.93001159418594
101130,20160317,8,PM2.5,237.0
101136,20160317,9,PCA,297.7801929346431
101136,20160317,9,PM2.5,257.0
101142,20160317,10,PCA,276.9349761882119
101142,20160317,10,PM2.5,228.0
101148,20160317,11,PCA,283.427472542065
101148,20160317,11,PM2.5,238.0
101154,20160317,12,PCA,283.92963149132055
101154,20160317,12,PM2.5,237.0
101160,20160317,13,PCA,289.85271359168934
101160,20160317,13,PM2.5,247.0
101166,20160317,14,PCA,305.89996842639806
101166,20160317,14,PM2.5,268.0
101172,20160317,15,PCA,317.7003169842416
101172,20160317,15,PM2.5,282.0
101178,20160317,16,PCA,317.7851517367589
101178,20160317,16,PM2.5,279.0
101184,20160317,17,PCA,323.0434332852271
101184,20160317,17,PM2.5,277.0
101190,20160317,18,PCA,321.49459643074687
101190,20160317,18,PM2.5,272.0
101196,20160317,19,PCA,329.15862738561646
101196,20160317,19,PM2.5,272.0
101202,20160317,20,PCA,335.8410977249948
101202,20160317,20,PM2.5,290.0
101208,20160317,21,PCA,324.30504407163386
101208,20160317,21,PM2.5,280.0
101214,20160317,22,PCA,335.78964523328074
101214,20160317,22,PM2.5,286.0
101220,20160317,23,PCA,330.8013595772129
101220,20160317,23,PM2.5,283.0
101226,20160318,0,PCA,317.9796909729014
101226,20160318,0,PM2.5,273.0
101232,20160318,1,PCA,317.65207027931626
101232,20160318,1,PM2.5,273.0
101238,20160318,2,PCA,314.3727282343083
101238,20160318,2,PM2.5,266.0
101244,20160318,3,PCA,295.25316222391825
101244,20160318,3,PM2.5,254.0
101250,20160318,4,PCA,310.76921563311566
101250,20160318,4,PM2.5,258.0
101256,20160318,5,PCA,308.53343531561
101256,20160318,5,PM2.5,253.0
101262,20160318,6,PCA,319.07919769863315
101262,20160318,6,PM2.5,259.0
101268,20160318,7,PCA,312.8775353880445
101268,20160318,7,PM2.5,250.0
101274,20160318,8,PCA,294.2106457266962
101274,20160318,8,PM2.5,228.0
101280,20160318,9,PCA,242.308515812604
101280,20160318,9,PM2.5,162.0
101286,20160318,10,PCA,183.11428315298002
101286,20160318,10,PM2.5,88.0
101292,20160318,11,PCA,152.72733748366872
101292,20160318,11,PM2.5,55.0
101298,20160318,12,PCA,138.9891053745515
101298,20160318,12,PM2.5,45.0
101304,20160318,13,PCA,130.24263083757026
101304,20160318,13,PM2.5,41.0
101310,20160318,14,PCA,125.3834779603036
101310,20160318,14,PM2.5,46.0
101316,20160318,15,PCA,124.74529954217442
101316,20160318,15,PM2.5,57.0
101322,20160318,16,PCA,111.60166114913469
101322,20160318,16,PM2.5,49.0
101328,20160318,17,PCA,95.18081681281576
101328,20160318,17,PM2.5,35.0
101334,20160318,18,PCA,84.43713900870519
101334,20160318,18,PM2.5,27.0
101340,20160318,19,PCA,79.44082911291834
101340,20160318,19,PM2.5,27.0
101346,20160318,20,PCA,64.27740297593878
101346,20160318,20,PM2.5,18.0
101352,20160318,21,PCA,65.58619029981075
101352,20160318,21,PM2.5,28.0
101358,20160318,22,PCA,67.73614212728619
101358,20160318,22,PM2.5,39.0
101364,20160318,23,PCA,47.67996139475292
101364,20160318,23,PM2.5,28.0
101370,20160319,0,PCA,37.59274108160287
101370,20160319,0,PM2.5,30.0
101376,20160319,1,PCA,21.0381313040941
101376,20160319,1,PM2.5,21.0
101382,20160319,2,PCA,13.121572147095371
101382,20160319,2,PM2.5,22.0
101388,20160319,3,PCA,8.251546028280911
101388,20160319,3,PM2.5,23.0
101394,20160319,4,PCA,-2.935116330759175
101394,20160319,4,PM2.5,22.0
101400,20160319,5,PCA,-23.03918293443396
101400,20160319,5,PM2.5,12.0
101406,20160319,6,PCA,-22.82352341930739
101406,20160319,6,PM2.5,22.0
101412,20160319,7,PCA,-2.6267191807148627
101412,20160319,7,PM2.5,52.0
101418,20160319,8,PCA,-14.945838185490988
101418,20160319,8,PM2.5,44.0
101424,20160319,9,PCA,-11.290077920429624
101424,20160319,9,PM2.5,50.0
101430,20160319,10,PCA,-23.460147022203802
101430,20160319,10,PM2.5,43.0
101436,20160319,11,PCA,-20.647660388747227
101436,20160319,11,PM2.5,47.0
101442,20160319,12,PCA,-15.764386712757036
101442,20160319,12,PM2.5,52.0
101448,20160319,13,PCA,-20.987481494142752
101448,20160319,13,PM2.5,45.0
101454,20160319,14,PCA,-28.948209667653213
101454,20160319,14,PM2.5,34.0
101460,20160319,15,PCA,-23.039649096357316
101460,20160319,15,PM2.5,43.0
101466,20160319,16,PCA,-25.902418975495106
101466,20160319,16,PM2.5,39.0
101472,20160319,17,PCA,-23.82170489831192
101472,20160319,17,PM2.5,42.0
101478,20160319,18,PCA,-23.330020571600787
101478,20160319,18,PM2.5,38.0
101484,20160319,19,PCA,-18.67996253792066
101484,20160319,19,PM2.5,40.0
101490,20160319,20,PCA,0.21708299074531384
101490,20160319,20,PM2.5,56.0
101496,20160319,21,PCA,6.326491870814031
101496,20160319,21,PM2.5,64.0
101502,20160319,22,PCA,-2.8848822781403745
101502,20160319,22,PM2.5,53.0
101508,20160319,23,PCA,-2.676796702967552
101508,20160319,23,PM2.5,52.0
101514,20160320,0,PCA,-11.90069362545855
101514,20160320,0,PM2.5,40.0
101520,20160320,1,PCA,-10.371108706948831
101520,20160320,1,PM2.5,43.0
101526,20160320,2,PCA,-9.540868492830096
101526,20160320,2,PM2.5,43.0
101532,20160320,3,PCA,-7.349039407040353
101532,20160320,3,PM2.5,48.0
101538,20160320,4,PCA,-6.869354196718303
101538,20160320,4,PM2.5,45.0
101544,20160320,5,PCA,-4.900135970324295
101544,20160320,5,PM2.5,42.0
101550,20160320,6,PCA,-3.0039896558893924
101550,20160320,6,PM2.5,42.0
101556,20160320,7,PCA,1.5506517366702683
101556,20160320,7,PM2.5,44.0
101562,20160320,8,PCA,9.78955576724427
101562,20160320,8,PM2.5,56.0
101568,20160320,9,PCA,17.162703305673947
101568,20160320,9,PM2.5,63.0
101574,20160320,10,PCA,24.22925941215233
101574,20160320,10,PM2.5,72.0
101580,20160320,11,PCA,28.115134485495748
101580,20160320,11,PM2.5,76.0
101586,20160320,12,PCA,22.593314427994084
101586,20160320,12,PM2.5,70.0
101592,20160320,13,PCA,5.445212081966895
101592,20160320,13,PM2.5,57.0
101598,20160320,14,PCA,-11.71628281188567
101598,20160320,14,PM2.5,39.0
101604,20160320,15,PCA,-14.278230158570898
101604,20160320,15,PM2.5,38.0
101610,20160320,16,PCA,-18.97514840844584
101610,20160320,16,PM2.5,33.0
101616,20160320,17,PCA,-29.212295198369866
101616,20160320,17,PM2.5,17.0
101622,20160320,18,PCA,-18.697571388225015
101622,20160320,18,PM2.5,31.0
101628,20160320,19,PCA,-4.9232170016290135
101628,20160320,19,PM2.5,46.0
101634,20160320,20,PCA,2.4072989197838948
101634,20160320,20,PM2.5,55.0
101640,20160320,21,PCA,17.056220917408055
101640,20160320,21,PM2.5,68.0
101646,20160320,22,PCA,-0.9505498354038916
101646,20160320,22,PM2.5,53.0
101652,20160320,23,PCA,-3.190679615307866
101652,20160320,23,PM2.5,55.0
101658,20160321,0,PCA,-8.215149781964946
101658,20160321,0,PM2.5,51.0
101664,20160321,1,PCA,-9.673458782830998
101664,20160321,1,PM2.5,52.0
101670,20160321,2,PCA,-7.576289226213548
101670,20160321,2,PM2.5,53.0
101676,20160321,3,PCA,-6.925116989094911
101676,20160321,3,PM2.5,53.0
101682,20160321,4,PCA,3.9518449132925353
101682,20160321,4,PM2.5,57.0
101688,20160321,5,PCA,-2.5390883002567683
101688,20160321,5,PM2.5,60.0
101694,20160321,6,PCA,-5.547969741616971
101694,20160321,6,PM2.5,57.0
101700,20160321,7,PCA,1.0171843520105532
101700,20160321,7,PM2.5,60.0
101706,20160321,8,PCA,9.717542762482704
101706,20160321,8,PM2.5,67.0
101712,20160321,9,PCA,20.27666993441797
101712,20160321,9,PM2.5,79.0
101718,20160321,10,PCA,29.847555374319565
101718,20160321,10,PM2.5,91.0
101724,20160321,11,PCA,42.465411492344415
101724,20160321,11,PM2.5,104.0
101730,20160321,12,PCA,48.08103238647313
101730,20160321,12,PM2.5,112.0
101736,20160321,13,PCA,35.710527760798875
101736,20160321,13,PM2.5,104.0
101742,20160321,14,PCA,49.10767137084784
101742,20160321,14,PM2.5,113.0
101748,20160321,15,PCA,48.70221237497875
101748,20160321,15,PM2.5,110.0
101754,20160321,16,PCA,26.96656788082919
101754,20160321,16,PM2.5,87.0
101760,20160321,17,PCA,37.07593019628575
101760,20160321,17,PM2.5,96.0
101766,20160321,18,PCA,44.52273619000527
101766,20160321,18,PM2.5,98.0
101772,20160321,19,PCA,52.0123714488011
101772,20160321,19,PM2.5,103.0
101778,20160321,20,PCA,53.27851425000603
101778,20160321,20,PM2.5,97.0
101784,20160321,21,PCA,65.83595353586652
101784,20160321,21,PM2.5,112.0
101790,20160321,22,PCA,62.13085276020387
101790,20160321,22,PM2.5,113.0
101796,20160321,23,PCA,54.91681257537511
101796,20160321,23,PM2.5,102.0
101802,20160322,0,PCA,54.93393785548908
101802,20160322,0,PM2.5,104.0
101808,20160322,1,PCA,60.50245482321027
101808,20160322,1,PM2.5,106.0
101814,20160322,2,PCA,63.45208024443769
101814,20160322,2,PM2.5,105.0
101820,20160322,3,PCA,54.37287909010148
101820,20160322,3,PM2.5,95.0
101826,20160322,4,PCA,61.576311846317964
101826,20160322,4,PM2.5,102.0
101832,20160322,5,PCA,79.4796439028284
101832,20160322,5,PM2.5,103.0
101838,20160322,6,PCA,82.96014289110504
101838,20160322,6,PM2.5,104.0
101844,20160322,7,PCA,92.22066103980538
101844,20160322,7,PM2.5,114.0
101850,20160322,8,PCA,107.96503650377323
101850,20160322,8,PM2.5,133.0
101856,20160322,9,PCA,106.47605293815259
101856,20160322,9,PM2.5,127.0
101862,20160322,10,PCA,93.94293717787048
101862,20160322,10,PM2.5,114.0
101868,20160322,11,PCA,77.9511238708016
101868,20160322,11,PM2.5,93.0
101874,20160322,12,PCA,71.65967654337041
101874,20160322,12,PM2.5,87.0
101880,20160322,13,PCA,73.94418439157072
101880,20160322,13,PM2.5,94.0
101886,20160322,14,PCA,63.289697949308135
101886,20160322,14,PM2.5,81.0
101892,20160322,15,PCA,56.58002284539207
101892,20160322,15,PM2.5,75.0
101898,20160322,16,PCA,55.110297730751405
101898,20160322,16,PM2.5,74.0
101904,20160322,17,PCA,49.42712455741379
101904,20160322,17,PM2.5,70.0
101910,20160322,18,PCA,39.80446854542987
101910,20160322,18,PM2.5,58.0
101916,20160322,19,PCA,34.35633026432311
101916,20160322,19,PM2.5,50.0
101922,20160322,20,PCA,35.02679675483375
101922,20160322,20,PM2.5,51.0
101928,20160322,21,PCA,30.765157991124212
101928,20160322,21,PM2.5,49.0
101934,20160322,22,PCA,27.60508710075609
101934,20160322,22,PM2.5,54.0
101940,20160322,23,PCA,-0.4916436630871192
101940,20160322,23,PM2.5,23.0
101946,20160323,0,PCA,-11.130002434344892
101946,20160323,0,PM2.5,11.0
101952,20160323,1,PCA,-15.602902042910486
101952,20160323,1,PM2.5,9.0
101958,20160323,2,PCA,-18.785111785748384
101958,20160323,2,PM2.5,8.0
101964,20160323,3,PCA,-21.57018678742062
101964,20160323,3,PM2.5,6.0
101970,20160323,4,PCA,-25.156033423095288
101970,20160323,4,PM2.5,5.0
101976,20160323,5,PCA,-27.103005651016964
101976,20160323,5,PM2.5,6.0
101982,20160323,6,PCA,-29.04997787893865
101982,20160323,6,PM2.5,7.0
101988,20160323,7,PCA,-26.355833431344394
101988,20160323,7,PM2.5,11.0
101994,20160323,8,PCA,-32.532888832133494
101994,20160323,8,PM2.5,7.0
102000,20160323,9,PCA,-38.3143610227552
102000,20160323,9,PM2.5,6.0
102006,20160323,10,PCA,-39.91459876684104
102006,20160323,10,PM2.5,8.0
102012,20160323,11,PCA,-40.297697724597704
102012,20160323,11,PM2.5,9.0
102018,20160323,12,PCA,-40.354694823761676
102018,20160323,12,PM2.5,9.0
102024,20160323,13,PCA,-44.07769215302675
102024,20160323,13,PM2.5,8.0
102030,20160323,14,PCA,-47.644587933736894
102030,20160323,14,PM2.5,7.0
102036,20160323,15,PCA,-50.2016988603801
102036,20160323,15,PM2.5,10.0
102042,20160323,16,PCA,-53.53987312984677
102042,20160323,16,PM2.5,10.0
102048,20160323,17,PCA,-58.720285001837304
102048,20160323,17,PM2.5,7.0
102054,20160323,18,PCA,-65.81499883899141
102054,20160323,18,PM2.5,3.0
102060,20160323,19,PCA,-69.42443735733384
102060,20160323,19,PM2.5,4.0
102066,20160323,20,PCA,-73.22175890204245
102066,20160323,20,PM2.5,8.0
102072,20160323,21,PCA,-79.18240447295531
102072,20160323,21,PM2.5,7.0
102078,20160323,22,PCA,-77.63183203246113
102078,20160323,22,PM2.5,11.0
102084,20160323,23,PCA,-79.96277519380378
102084,20160323,23,PM2.5,8.0
102090,20160324,0,PCA,-79.66143371987171
102090,20160324,0,PM2.5,10.0
102096,20160324,1,PCA,-83.0868286324231
102096,20160324,1,PM2.5,9.0
102102,20160324,2,PCA,-84.55011561538187
102102,20160324,2,PM2.5,5.0
102108,20160324,3,PCA,-88.3175523965102
102108,20160324,3,PM2.5,4.0
102114,20160324,4,PCA,-83.84776857776316
102114,20160324,4,PM2.5,9.0
102120,20160324,5,PCA,-85.29947159178305
102120,20160324,5,PM2.5,3.0
102126,20160324,6,PCA,-80.33499900402559
102126,20160324,6,PM2.5,10.0
102132,20160324,7,PCA,-84.78341227178286
102132,20160324,7,PM2.5,3.0
102138,20160324,8,PCA,-77.2335771071765
102138,20160324,8,PM2.5,12.0
102144,20160324,9,PCA,-76.14439312288906
102144,20160324,9,PM2.5,12.0
102150,20160324,10,PCA,-79.04447699367338
102150,20160324,10,PM2.5,8.0
102156,20160324,11,PCA,-79.57450095791334
102156,20160324,11,PM2.5,5.0
102162,20160324,12,PCA,-77.03523719848123
102162,20160324,12,PM2.5,9.0
102168,20160324,13,PCA,-77.29341849250122
102168,20160324,13,PM2.5,8.0
102174,20160324,14,PCA,-75.06380111222752
102174,20160324,14,PM2.5,11.0
102180,20160324,15,PCA,-78.42479301886492
102180,20160324,15,PM2.5,5.0
102186,20160324,16,PCA,-73.80551127604288
102186,20160324,16,PM2.5,13.0
102192,20160324,17,PCA,-71.02777104195142
102192,20160324,17,PM2.5,17.0
102198,20160324,18,PCA,-72.50572351975701
102198,20160324,18,PM2.5,14.0
102204,20160324,19,PCA,-76.52152821993111
102204,20160324,19,PM2.5,10.0
102210,20160324,20,PCA,-79.6646602385028
102210,20160324,20,PM2.5,7.0
102216,20160324,21,PCA,-80.65797577586146
102216,20160324,21,PM2.5,5.0
102222,20160324,22,PCA,-82.22165399250666
102222,20160324,22,PM2.5,3.0
102228,20160324,23,PCA,-78.45052304136135
102228,20160324,23,PM2.5,10.0
102234,20160325,0,PCA,-79.00375933108192
102234,20160325,0,PM2.5,11.0
102240,20160325,1,PCA,-84.6230744363734
102240,20160325,1,PM2.5,3.0
102246,20160325,2,PCA,-84.09951360286895
102246,20160325,2,PM2.5,5.0
102270,20160325,6,PCA,-83.29874196886651
102270,20160325,6,PM2.5,4.0
102276,20160325,7,PCA,-81.63377810154002
102276,20160325,7,PM2.5,7.0
102282,20160325,8,PCA,-83.59210841164267
102282,20160325,8,PM2.5,3.0
102288,20160325,9,PCA,-79.82155588184155
102288,20160325,9,PM2.5,7.0
102294,20160325,10,PCA,-80.0010954818555
102294,20160325,10,PM2.5,6.0
102300,20160325,11,PCA,-76.21004403790985
102300,20160325,11,PM2.5,11.0
102306,20160325,12,PCA,-78.014653974357
102306,20160325,12,PM2.5,6.0
102312,20160325,13,PCA,-75.05293948904972
102312,20160325,13,PM2.5,9.0
102318,20160325,14,PCA,-75.40096749868104
102318,20160325,14,PM2.5,9.0
102324,20160325,15,PCA,-74.47044178089992
102324,20160325,15,PM2.5,10.0
102330,20160325,16,PCA,-73.22612588589337
102330,20160325,16,PM2.5,12.0
102336,20160325,17,PCA,-75.40096749868104
102336,20160325,17,PM2.5,9.0
102342,20160325,18,PCA,-72.62326628552523
102342,20160325,18,PM2.5,13.0
102348,20160325,19,PCA,-72.18889509477447
102348,20160325,19,PM2.5,15.0
102354,20160325,20,PCA,-70.06412985135692
102354,20160325,20,PM2.5,21.0
102360,20160325,21,PCA,-73.72075517503906
102360,20160325,21,PM2.5,14.0
102366,20160325,22,PCA,-76.49274722185555
102366,20160325,22,PM2.5,10.0
102372,20160325,23,PCA,-78.20523074060075
102372,20160325,23,PM2.5,9.0
102378,20160326,0,PCA,-76.77884134892412
102378,20160326,0,PM2.5,11.0
102384,20160326,1,PCA,-85.04819608083078
102384,20160326,1,PM2.5,4.0
102390,20160326,2,PCA,-80.47338061033636
102390,20160326,2,PM2.5,9.0
102396,20160326,3,PCA,-80.76460144208528
102396,20160326,3,PM2.5,10.0
102402,20160326,4,PCA,-82.92914050356232
102402,20160326,4,PM2.5,7.0
102408,20160326,5,PCA,-78.83418739591495
102408,20160326,5,PM2.5,8.0
102414,20160326,6,PCA,-78.96037846533699
102414,20160326,6,PM2.5,7.0
102420,20160326,7,PCA,-77.63531374527726
102420,20160326,7,PM2.5,8.0
102426,20160326,8,PCA,-75.66229057890796
102426,20160326,8,PM2.5,11.0
102432,20160326,9,PCA,-75.7054117378844
102432,20160326,9,PM2.5,10.0
102438,20160326,10,PCA,-75.652223050514
