,date,hour,type,东四
42528,20150201,8,PM2.5,36.6
42534,20150201,9,PCA,-9.34003441428507
42534,20150201,9,PM2.5,45.9
42540,20150201,10,PCA,-16.612080406583466
42540,20150201,10,PM2.5,37.4
42546,20150201,11,PCA,-18.101411260953075
42546,20150201,11,PM2.5,36.3
42552,20150201,12,PCA,-13.824875653473269
42552,20150201,12,PM2.5,42.2
42558,20150201,13,PCA,-9.086295194292306
42558,20150201,13,PM2.5,48.0
42564,20150201,14,PCA,-14.416639313034146
42564,20150201,14,PM2.5,41.4
42570,20150201,15,PCA,-8.576537863668776
42570,20150201,15,PM2.5,47.1
42576,20150201,16,PCA,21.771747304753752
42576,20150201,16,PM2.5,82.9
42582,20150201,17,PCA,43.357847213091986
42582,20150201,17,PM2.5,106.9
42588,20150201,18,PCA,79.40920562476663
42588,20150201,18,PM2.5,143.4
42594,20150201,19,PCA,92.93560117927146
42594,20150201,19,PM2.5,156.0
42600,20150201,20,PCA,84.60878119345782
42600,20150201,20,PM2.5,142.6
42606,20150201,21,PCA,86.92062322146005
42606,20150201,21,PM2.5,142.7
42612,20150201,22,PCA,93.71662185357513
42612,20150201,22,PM2.5,151.6
42618,20150201,23,PCA,105.68778480160229
42618,20150201,23,PM2.5,167.9
42624,20150202,0,PCA,111.55148020716412
42624,20150202,0,PM2.5,176.0
42630,20150202,1,PCA,112.47971191380222
42630,20150202,1,PM2.5,174.8
42636,20150202,2,PCA,120.8954375949791
42636,20150202,2,PM2.5,183.3
42642,20150202,3,PCA,151.26462423152617
42642,20150202,3,PM2.5,220.3
42648,20150202,4,PCA,187.78830479833377
42648,20150202,4,PM2.5,263.5
42654,20150202,5,PCA,216.86969516367566
42654,20150202,5,PM2.5,295.8
42660,20150202,6,PCA,172.14379385939208
42660,20150202,6,PM2.5,224.9
42666,20150202,7,PCA,86.2385990964124
42666,20150202,7,PM2.5,101.1
42672,20150202,8,PCA,81.08035819046985
42672,20150202,8,PM2.5,91.94999999999999
42678,20150202,9,PCA,75.92211728452727
42678,20150202,9,PM2.5,82.8
42684,20150202,10,PCA,81.62815400969129
42684,20150202,10,PM2.5,90.8
42690,20150202,11,PCA,96.42170276604745
42690,20150202,11,PM2.5,105.7
42696,20150202,12,PCA,123.62096033834099
42696,20150202,12,PM2.5,136.8
42702,20150202,13,PCA,146.4162343053407
42702,20150202,13,PM2.5,159.7
42708,20150202,14,PCA,162.43128157540394
42708,20150202,14,PM2.5,174.0
42714,20150202,15,PCA,170.42024288163438
42714,20150202,15,PM2.5,178.1
42720,20150202,16,PCA,184.68838060078514
42720,20150202,16,PM2.5,190.3
42726,20150202,17,PCA,188.69392946845713
42726,20150202,17,PM2.5,190.6
42732,20150202,18,PCA,173.6694719625919
42732,20150202,18,PM2.5,174.4
42738,20150202,19,PCA,170.11721802875257
42738,20150202,19,PM2.5,167.4
42744,20150202,20,PCA,178.70663076690957
42744,20150202,20,PM2.5,182.2
42750,20150202,21,PCA,173.04962730216593
42750,20150202,21,PM2.5,182.3
42756,20150202,22,PCA,135.20186370870934
42756,20150202,22,PM2.5,135.8
42762,20150202,23,PCA,148.99319327821718
42762,20150202,23,PM2.5,153.9
42768,20150203,0,PCA,132.11508599559215
42768,20150203,0,PM2.5,132.4
42774,20150203,1,PCA,118.50695288552829
42774,20150203,1,PM2.5,114.4
42780,20150203,2,PCA,128.51927290231848
42780,20150203,2,PM2.5,123.7
42786,20150203,3,PCA,146.93128602744773
42786,20150203,3,PM2.5,150.0
42792,20150203,4,PCA,168.6998988306526
42792,20150203,4,PM2.5,182.8
42798,20150203,5,PCA,174.43264786891615
42798,20150203,5,PM2.5,194.5
42804,20150203,6,PCA,169.9881357175406
42804,20150203,6,PM2.5,191.3
42810,20150203,7,PCA,178.04814219728772
42810,20150203,7,PM2.5,199.5
42816,20150203,8,PCA,186.1603319475141
42816,20150203,8,PM2.5,205.9
42822,20150203,9,PCA,197.19091716639574
42822,20150203,9,PM2.5,215.9
42828,20150203,10,PCA,216.32552330715802
42828,20150203,10,PM2.5,230.0
42834,20150203,11,PCA,220.96871097197516
42834,20150203,11,PM2.5,230.7
42840,20150203,12,PCA,196.6895077918554
42840,20150203,12,PM2.5,196.8
42846,20150203,13,PCA,135.76519639560036
42846,20150203,13,PM2.5,128.4
42852,20150203,14,PCA,87.12726645971598
42852,20150203,14,PM2.5,74.6
42858,20150203,15,PCA,78.98445789912626
42858,20150203,15,PM2.5,68.0
42864,20150203,16,PCA,69.97395840855775
42864,20150203,16,PM2.5,60.0
42870,20150203,17,PCA,58.17206419818304
42870,20150203,17,PM2.5,49.3
42876,20150203,18,PCA,43.64027224741695
42876,20150203,18,PM2.5,30.0
42882,20150203,19,PCA,27.435877666657017
42882,20150203,19,PM2.5,13.6
42888,20150203,20,PCA,17.120804538695864
42888,20150203,20,PM2.5,11.3
42894,20150203,21,PCA,13.935266474500098
42894,20150203,21,PM2.5,13.2
42900,20150203,22,PCA,9.06326823491634
42900,20150203,22,PM2.5,20.0
42906,20150203,23,PCA,-1.8227389901856301
42906,20150203,23,PM2.5,11.8
42912,20150204,0,PCA,-5.248228708107368
42912,20150204,0,PM2.5,11.8
42918,20150204,1,PCA,-6.5657927395481925
42918,20150204,1,PM2.5,14.7
42924,20150204,2,PCA,-11.847404733391743
42924,20150204,2,PM2.5,11.5
42930,20150204,3,PCA,-14.274097784754355
42930,20150204,3,PM2.5,12.4
42936,20150204,4,PCA,-21.370699859029653
42936,20150204,4,PM2.5,13.4
42942,20150204,5,PCA,-32.41564979098955
42942,20150204,5,PM2.5,9.4
42948,20150204,6,PCA,-35.06110692386984
42948,20150204,6,PM2.5,13.2
42954,20150204,7,PCA,-44.48083416003959
42954,20150204,7,PM2.5,9.9
42960,20150204,8,PCA,-50.08595932195615
42960,20150204,8,PM2.5,8.3
42966,20150204,9,PCA,-59.403252277260385
42966,20150204,9,PM2.5,6.6
42972,20150204,10,PCA,-61.42918361313976
42972,20150204,10,PM2.5,15.8
42978,20150204,11,PCA,-72.4668837378338
42978,20150204,11,PM2.5,14.3
42984,20150204,12,PCA,-85.9342863495768
42984,20150204,12,PM2.5,6.8
42990,20150204,13,PCA,-84.26680414666836
42990,20150204,13,PM2.5,18.0
42996,20150204,14,PCA,-91.32498920110173
42996,20150204,14,PM2.5,9.0
43002,20150204,15,PCA,-89.18932401779426
43002,20150204,15,PM2.5,13.6
43008,20150204,16,PCA,-93.29338603119534
43008,20150204,16,PM2.5,7.3
43014,20150204,17,PCA,-91.20924027068938
43014,20150204,17,PM2.5,8.6
43020,20150204,18,PCA,-84.57830447555627
43020,20150204,18,PM2.5,14.6
43026,20150204,19,PCA,-83.69203519198356
43026,20150204,19,PM2.5,10.3
43032,20150204,20,PCA,-83.19690501101495
43032,20150204,20,PM2.5,7.9
43038,20150204,21,PCA,-80.3715615630118
43038,20150204,21,PM2.5,9.1
43044,20150204,22,PCA,-82.62777135077249
43044,20150204,22,PM2.5,6.5
43050,20150204,23,PCA,-80.54647611351199
43050,20150204,23,PM2.5,9.7
43056,20150205,0,PCA,-82.34468393502304
43056,20150205,0,PM2.5,8.7
43062,20150205,1,PCA,-82.1103635243816
43062,20150205,1,PM2.5,9.2
43068,20150205,2,PCA,-84.5261714819557
43068,20150205,2,PM2.5,4.5
43074,20150205,3,PCA,-83.3695708834922
43074,20150205,3,PM2.5,5.5
43080,20150205,4,PCA,-79.70461357347257
43080,20150205,4,PM2.5,8.1
43086,20150205,5,PCA,-81.6830914888595
43086,20150205,5,PM2.5,6.1
43092,20150205,6,PCA,-79.0823293054683
43092,20150205,6,PM2.5,7.7
43098,20150205,7,PCA,-68.64304106591693
43098,20150205,7,PM2.5,15.5
43104,20150205,8,PCA,-62.70312739437336
43104,20150205,8,PM2.5,14.2
43110,20150205,9,PCA,-60.25692937321868
43110,20150205,9,PM2.5,14.9
43116,20150205,10,PCA,-61.01114099365446
43116,20150205,10,PM2.5,17.2
43122,20150205,11,PCA,-66.3100406978512
43122,20150205,11,PM2.5,16.7
43128,20150205,12,PCA,-72.99229385229751
43128,20150205,12,PM2.5,11.8
43134,20150205,13,PCA,-65.98284949458179
43134,20150205,13,PM2.5,20.1
43140,20150205,14,PCA,-57.52363135983852
43140,20150205,14,PM2.5,30.3
43146,20150205,15,PCA,-59.17566995366638
43146,20150205,15,PM2.5,29.8
43152,20150205,16,PCA,-52.44098049246699
43152,20150205,16,PM2.5,38.8
43158,20150205,17,PCA,-50.2279908995512
43158,20150205,17,PM2.5,40.5
43164,20150205,18,PCA,-42.82616456689821
43164,20150205,18,PM2.5,54.6
43170,20150205,19,PCA,-39.35027987619278
43170,20150205,19,PM2.5,62.9
43176,20150205,20,PCA,-31.052107456843288
43176,20150205,20,PM2.5,71.2
43182,20150205,21,PCA,-26.995227327559274
43182,20150205,21,PM2.5,76.3
43188,20150205,22,PCA,-21.364305473801046
43188,20150205,22,PM2.5,76.2
43194,20150205,23,PCA,-14.901792695634425
43194,20150205,23,PM2.5,83.6
43200,20150206,0,PCA,-19.4623179782535
43200,20150206,0,PM2.5,74.8
43206,20150206,1,PCA,-15.326644555965148
43206,20150206,1,PM2.5,73.4
43212,20150206,2,PCA,-17.71590411405357
43212,20150206,2,PM2.5,68.1
43218,20150206,3,PCA,-7.347017561339837
43218,20150206,3,PM2.5,79.4
43224,20150206,4,PCA,-2.7689893156014818
43224,20150206,4,PM2.5,80.0
43230,20150206,5,PCA,1.1155818795996966
43230,20150206,5,PM2.5,81.1
43236,20150206,6,PCA,12.888736651451351
43236,20150206,6,PM2.5,91.5
43242,20150206,7,PCA,26.535423746175013
43242,20150206,7,PM2.5,104.2
43248,20150206,8,PCA,37.081097821464226
43248,20150206,8,PM2.5,111.9
43254,20150206,9,PCA,21.541953349670205
43254,20150206,9,PM2.5,85.8
43260,20150206,10,PCA,0.9319877878060113
43260,20150206,10,PM2.5,59.9
43266,20150206,11,PCA,-13.099108509002383
43266,20150206,11,PM2.5,44.1
43272,20150206,12,PCA,-11.977910701833594
43272,20150206,12,PM2.5,48.3
43278,20150206,13,PCA,-16.651145959031105
43278,20150206,13,PM2.5,42.8
43284,20150206,14,PCA,-17.914819884658545
43284,20150206,14,PM2.5,42.1
43290,20150206,15,PCA,-6.828843611629509
43290,20150206,15,PM2.5,50.0
43296,20150206,16,PCA,23.119295835203594
43296,20150206,16,PM2.5,82.2
43302,20150206,17,PCA,45.06883080746424
43302,20150206,17,PM2.5,114.9
43308,20150206,18,PCA,39.943983740780446
43308,20150206,18,PM2.5,112.5
43314,20150206,19,PCA,65.4050826575665
43314,20150206,19,PM2.5,137.2
43320,20150206,20,PCA,66.18024905476511
43320,20150206,20,PM2.5,127.8
43326,20150206,21,PCA,69.03646701359337
43326,20150206,21,PM2.5,127.4
43332,20150206,22,PCA,73.62370062435373
43332,20150206,22,PM2.5,130.3
43338,20150206,23,PCA,74.62421770881632
43338,20150206,23,PM2.5,129.1
43344,20150207,0,PCA,51.952607069957644
43344,20150207,0,PM2.5,95.3
43350,20150207,1,PCA,9.59801182635872
43350,20150207,1,PM2.5,48.6
43356,20150207,2,PCA,-21.495052304388302
43356,20150207,2,PM2.5,18.3
43362,20150207,3,PCA,-37.3463784284384
43362,20150207,3,PM2.5,8.9
43368,20150207,4,PCA,-46.410388486588964
43368,20150207,4,PM2.5,3.6
43374,20150207,5,PCA,-50.430090822864834
43374,20150207,5,PM2.5,3.0
43380,20150207,6,PCA,-50.974438227695465
43380,20150207,6,PM2.5,3.0
43386,20150207,7,PCA,-42.08402837306166
43386,20150207,7,PM2.5,12.5
43392,20150207,8,PCA,-45.366846592002226
43392,20150207,8,PM2.5,9.7
43398,20150207,9,PCA,-46.51855426430375
43398,20150207,9,PM2.5,12.6
43404,20150207,10,PCA,-45.65342158408648
43404,20150207,10,PM2.5,17.1
43410,20150207,11,PCA,-51.06965193158139
43410,20150207,11,PM2.5,13.9
43416,20150207,12,PCA,-54.860668187840965
43416,20150207,12,PM2.5,13.6
43422,20150207,13,PCA,-58.519163232017725
43422,20150207,13,PM2.5,10.4
43428,20150207,14,PCA,-59.348979352975725
43428,20150207,14,PM2.5,11.6
43434,20150207,15,PCA,-57.392728922538005
43434,20150207,15,PM2.5,13.4
43440,20150207,16,PCA,-62.40512251892271
43440,20150207,16,PM2.5,11.1
43446,20150207,17,PCA,-70.79981321029265
43446,20150207,17,PM2.5,10.3
43452,20150207,18,PCA,-78.02390669558645
43452,20150207,18,PM2.5,4.0
43458,20150207,19,PCA,-79.5937676659988
43458,20150207,19,PM2.5,8.0
43464,20150207,20,PCA,-80.88997149519088
43464,20150207,20,PM2.5,7.4
43470,20150207,21,PCA,-82.32650337843134
43470,20150207,21,PM2.5,4.9
43476,20150207,22,PCA,-86.21064677964465
43476,20150207,22,PM2.5,5.3
43482,20150207,23,PCA,-89.14411268635973
43482,20150207,23,PM2.5,5.1
43488,20150208,0,PCA,-93.88151568857666
43488,20150208,0,PM2.5,3.4
43494,20150208,1,PCA,-96.04930551233068
43494,20150208,1,PM2.5,3.5
43500,20150208,2,PCA,-93.05922964342035
43500,20150208,2,PM2.5,6.2
43506,20150208,3,PCA,-87.6493997921919
43506,20150208,3,PM2.5,7.7
43512,20150208,4,PCA,-90.92726851913619
43512,20150208,4,PM2.5,5.8
43518,20150208,5,PCA,-89.60602257670294
43518,20150208,5,PM2.5,6.6
43524,20150208,6,PCA,-89.84561334801141
43524,20150208,6,PM2.5,6.5
43530,20150208,7,PCA,-89.52936786410771
43530,20150208,7,PM2.5,6.1
43536,20150208,8,PCA,-84.81560837998177
43536,20150208,8,PM2.5,10.7
43542,20150208,9,PCA,-86.44277515736101
43542,20150208,9,PM2.5,10.7
43548,20150208,10,PCA,-85.07715506325789
43548,20150208,10,PM2.5,15.0
43554,20150208,11,PCA,-93.01775047391111
43554,20150208,11,PM2.5,8.7
43560,20150208,12,PCA,-94.28290516682745
43560,20150208,12,PM2.5,8.4
43566,20150208,13,PCA,-91.41753316744267
43566,20150208,13,PM2.5,11.9
43572,20150208,14,PCA,-88.44195044301186
43572,20150208,14,PM2.5,14.7
43578,20150208,15,PCA,-80.28531502557134
43578,20150208,15,PM2.5,23.9
43584,20150208,16,PCA,-81.5666567172465
43584,20150208,16,PM2.5,21.6
43590,20150208,17,PCA,-72.70297018590429
43590,20150208,17,PM2.5,32.2
43596,20150208,18,PCA,-61.55470119171242
43596,20150208,18,PM2.5,45.3
43602,20150208,19,PCA,-51.89055197439375
43602,20150208,19,PM2.5,58.1
43608,20150208,20,PCA,-35.93371288170731
43608,20150208,20,PM2.5,71.0
43614,20150208,21,PCA,-30.894807341023505
43614,20150208,21,PM2.5,73.8
43620,20150208,22,PCA,-24.003750970554403
43620,20150208,22,PM2.5,78.8
43626,20150208,23,PCA,2.5254406095701305
43626,20150208,23,PM2.5,111.2
43632,20150209,0,PCA,23.712933329177428
43632,20150209,0,PM2.5,131.3
43638,20150209,1,PCA,35.243193767366435
43638,20150209,1,PM2.5,142.3
43644,20150209,2,PCA,44.51318340514834
43644,20150209,2,PM2.5,150.4
43650,20150209,3,PCA,52.304891918781834
43650,20150209,3,PM2.5,154.6
43656,20150209,4,PCA,48.152924176159054
43656,20150209,4,PM2.5,139.2
43662,20150209,5,PCA,34.83494756392813
43662,20150209,5,PM2.5,114.1
43668,20150209,6,PCA,37.574766476141384
43668,20150209,6,PM2.5,113.8
43674,20150209,7,PCA,39.08815516037747
43674,20150209,7,PM2.5,110.8
43680,20150209,8,PCA,31.598388877703186
43680,20150209,8,PM2.5,97.5
43686,20150209,9,PCA,26.33466812078678
43686,20150209,9,PM2.5,86.0
43692,20150209,10,PCA,20.31684708502221
43692,20150209,10,PM2.5,76.7
43698,20150209,11,PCA,32.78066428613683
43698,20150209,11,PM2.5,91.7
43704,20150209,12,PCA,37.58075292706078
43704,20150209,12,PM2.5,95.1
43710,20150209,13,PCA,34.70069900046572
43710,20150209,13,PM2.5,87.8
43716,20150209,14,PCA,38.32610830066503
43716,20150209,14,PM2.5,89.1
43722,20150209,15,PCA,44.6946143423955
43722,20150209,15,PM2.5,89.4
43728,20150209,16,PCA,100.41296352878618
43728,20150209,16,PM2.5,149.2
43734,20150209,17,PCA,121.65495480564235
43734,20150209,17,PM2.5,175.9
43740,20150209,18,PCA,101.28930306122695
43740,20150209,18,PM2.5,152.1
43746,20150209,19,PCA,130.63644182197606
43746,20150209,19,PM2.5,178.5
43752,20150209,20,PCA,158.79662919227064
43752,20150209,20,PM2.5,216.9
43758,20150209,21,PCA,170.4256687487166
43758,20150209,21,PM2.5,224.2
43764,20150209,22,PCA,167.30883104979102
43764,20150209,22,PM2.5,212.1
43770,20150209,23,PCA,172.01150157990216
43770,20150209,23,PM2.5,210.3
43776,20150210,0,PCA,178.7714161037813
43776,20150210,0,PM2.5,209.2
43782,20150210,1,PCA,186.01411287265273
43782,20150210,1,PM2.5,209.2
43788,20150210,2,PCA,208.3241575311061
43788,20150210,2,PM2.5,238.3
43794,20150210,3,PCA,190.53853118525254
43794,20150210,3,PM2.5,215.1
43800,20150210,4,PCA,145.56227097682577
43800,20150210,4,PM2.5,152.2
43806,20150210,5,PCA,125.02758628490476
43806,20150210,5,PM2.5,123.9
43812,20150210,6,PCA,125.83057640743989
43812,20150210,6,PM2.5,124.3
43818,20150210,7,PCA,138.99098560826414
43818,20150210,7,PM2.5,135.5
43824,20150210,8,PCA,139.62218606245088
43824,20150210,8,PM2.5,136.5
43830,20150210,9,PCA,138.5676967543761
43830,20150210,9,PM2.5,134.2
43836,20150210,10,PCA,146.20664433296113
43836,20150210,10,PM2.5,140.8
43842,20150210,11,PCA,145.9926810481579
43842,20150210,11,PM2.5,137.5
43878,20150210,17,PCA,115.17745757193524
43878,20150210,17,PM2.5,114.2
43884,20150210,18,PCA,134.7134225470116
43884,20150210,18,PM2.5,139.5
43890,20150210,19,PCA,191.2197412875461
43890,20150210,19,PM2.5,205.6
43896,20150210,20,PCA,207.71541294152433
43896,20150210,20,PM2.5,221.3
43902,20150210,21,PCA,194.1758830433164
43902,20150210,21,PM2.5,203.6
43908,20150210,22,PCA,184.7679053781621
43908,20150210,22,PM2.5,195.2
43914,20150210,23,PCA,178.6863081122225
43914,20150210,23,PM2.5,182.8
43920,20150211,0,PCA,136.58077599201928
43920,20150211,0,PM2.5,133.5
43926,20150211,1,PCA,70.23467930871277
43926,20150211,1,PM2.5,58.4
43932,20150211,2,PCA,77.32407592359188
43932,20150211,2,PM2.5,70.3
43938,20150211,3,PCA,193.1008241070841
43938,20150211,3,PM2.5,226.8
43944,20150211,4,PCA,211.2492605106923
43944,20150211,4,PM2.5,245.8
43950,20150211,5,PCA,174.32701256230138
43950,20150211,5,PM2.5,190.5
43956,20150211,6,PCA,91.65652782502538
43956,20150211,6,PM2.5,84.7
43962,20150211,7,PCA,45.43486376246939
43962,20150211,7,PM2.5,31.6
43968,20150211,8,PCA,33.591075352761905
43968,20150211,8,PM2.5,22.0
43974,20150211,9,PCA,30.270284532591155
43974,20150211,9,PM2.5,19.9
43980,20150211,10,PCA,24.693166860881576
43980,20150211,10,PM2.5,24.6
44028,20150211,18,PCA,-21.697877612697738
44028,20150211,18,PM2.5,13.0
44034,20150211,19,PCA,-19.687550605322404
44034,20150211,19,PM2.5,16.5
44040,20150211,20,PCA,-30.966559282478993
44040,20150211,20,PM2.5,17.7
44046,20150211,21,PCA,-41.78100742022773
44046,20150211,21,PM2.5,15.0
44052,20150211,22,PCA,-51.82988083769101
44052,20150211,22,PM2.5,11.8
44058,20150211,23,PCA,-56.81367341623618
44058,20150211,23,PM2.5,13.7
44064,20150212,0,PCA,-63.41612631501137
44064,20150212,0,PM2.5,13.2
44070,20150212,1,PCA,-63.959094668563324
44070,20150212,1,PM2.5,12.9
44076,20150212,2,PCA,-64.74439391180734
44076,20150212,2,PM2.5,9.6
44082,20150212,3,PCA,-66.41249542894
44082,20150212,3,PM2.5,14.0
44088,20150212,4,PCA,-66.20159517356258
44088,20150212,4,PM2.5,19.8
44094,20150212,5,PCA,-75.58631426419564
44094,20150212,5,PM2.5,16.0
44100,20150212,6,PCA,-70.96933839707874
44100,20150212,6,PM2.5,18.6
44106,20150212,7,PCA,-61.65099245967457
44106,20150212,7,PM2.5,18.3
44112,20150212,8,PCA,-64.91085130109144
44112,20150212,8,PM2.5,16.1
44118,20150212,9,PCA,-62.67090771816684
44118,20150212,9,PM2.5,23.3
44124,20150212,10,PCA,-74.19895671633834
44124,20150212,10,PM2.5,20.9
44130,20150212,11,PCA,-77.82825132188862
44130,20150212,11,PM2.5,19.4
44136,20150212,12,PCA,-83.61158295966591
44136,20150212,12,PM2.5,12.899999999999999
44142,20150212,13,PCA,-89.30063466807886
44142,20150212,13,PM2.5,6.4
44148,20150212,14,PCA,-70.1361439872184
44148,20150212,14,PM2.5,34.2
44154,20150212,15,PCA,-90.18920092004669
44154,20150212,15,PM2.5,3.0
44160,20150212,16,PCA,-91.54777823947536
44160,20150212,16,PM2.5,3.2
44166,20150212,17,PCA,-85.78253075641372
44166,20150212,17,PM2.5,14.0
44172,20150212,18,PCA,-77.4608711320928
44172,20150212,18,PM2.5,24.8
44178,20150212,19,PCA,-53.69121898200357
44178,20150212,19,PM2.5,59.4
44184,20150212,20,PCA,-46.301311872402444
44184,20150212,20,PM2.5,60.4
44190,20150212,21,PCA,-24.230798722567638
44190,20150212,21,PM2.5,82.6
44196,20150212,22,PCA,-25.839359990803178
44196,20150212,22,PM2.5,76.6
44202,20150212,23,PCA,-14.76078630739352
44202,20150212,23,PM2.5,83.7
44208,20150213,0,PCA,-20.12507777573878
44208,20150213,0,PM2.5,80.7
44214,20150213,1,PCA,-11.288804521141252
44214,20150213,1,PM2.5,87.2
44220,20150213,2,PCA,-1.8094671473403703
44220,20150213,2,PM2.5,91.8
44226,20150213,3,PCA,0.8568200948933657
44226,20150213,3,PM2.5,91.9
44232,20150213,4,PCA,12.469730819377395
44232,20150213,4,PM2.5,99.8
44238,20150213,5,PCA,15.842891305187761
44238,20150213,5,PM2.5,101.1
44244,20150213,6,PCA,31.87908815583271
44244,20150213,6,PM2.5,120.2
44250,20150213,7,PCA,47.80849753529573
44250,20150213,7,PM2.5,135.9
44256,20150213,8,PCA,28.426619836489486
44256,20150213,8,PM2.5,103.5
44262,20150213,9,PCA,30.722804334571894
44262,20150213,9,PM2.5,101.9
44268,20150213,10,PCA,40.60859385242027
44268,20150213,10,PM2.5,110.0
44274,20150213,11,PCA,38.59785503470591
44274,20150213,11,PM2.5,105.05
44280,20150213,12,PCA,37.385626032590515
44280,20150213,12,PM2.5,100.1
44286,20150213,13,PCA,69.0317271778985
44286,20150213,13,PM2.5,137.9
44292,20150213,14,PCA,73.54656856061546
44292,20150213,14,PM2.5,140.9
44298,20150213,15,PCA,85.71150180758706
44298,20150213,15,PM2.5,148.4
44304,20150213,16,PCA,84.59455481575154
44304,20150213,16,PM2.5,146.3
44310,20150213,17,PCA,78.00519626665846
44310,20150213,17,PM2.5,139.2
44316,20150213,18,PCA,111.66060786138803
44316,20150213,18,PM2.5,179.3
44322,20150213,19,PCA,159.4838767509406
44322,20150213,19,PM2.5,230.3
44328,20150213,20,PCA,209.90025767430805
44328,20150213,20,PM2.5,276.8
44334,20150213,21,PCA,242.926125711536
44334,20150213,21,PM2.5,301.5
44340,20150213,22,PCA,269.6326230217732
44340,20150213,22,PM2.5,322.9
44346,20150213,23,PCA,236.57656386327002
44346,20150213,23,PM2.5,262.9
44352,20150214,0,PCA,245.340141717014
44352,20150214,0,PM2.5,269.8
44358,20150214,1,PCA,284.33300924728707
44358,20150214,1,PM2.5,319.2
44364,20150214,2,PCA,299.9017933497545
44364,20150214,2,PM2.5,332.1
44370,20150214,3,PCA,271.9606254609058
44370,20150214,3,PM2.5,286.1
44376,20150214,4,PCA,252.54147018264453
44376,20150214,4,PM2.5,251.5
44382,20150214,5,PCA,244.33178985265
44382,20150214,5,PM2.5,233.6
44388,20150214,6,PCA,254.76823790540553
44388,20150214,6,PM2.5,245.7
44394,20150214,7,PCA,254.3070850911516
44394,20150214,7,PM2.5,244.5
44400,20150214,8,PCA,245.43992545555093
44400,20150214,8,PM2.5,228.0
44406,20150214,9,PCA,254.98362777557068
44406,20150214,9,PM2.5,236.5
44412,20150214,10,PCA,280.77690099314617
44412,20150214,10,PM2.5,265.1
44418,20150214,11,PCA,273.0050915267066
44418,20150214,11,PM2.5,252.2
44424,20150214,12,PCA,283.19234265183724
44424,20150214,12,PM2.5,259.7
44430,20150214,13,PCA,310.05649825249577
44430,20150214,13,PM2.5,290.7
44436,20150214,14,PCA,315.6213272392184
