,date,hour,type,门头沟
34152,20141204,4,PCA,-83.74790769162898
34152,20141204,4,PM2.5,5.9
34158,20141204,5,PCA,-84.0611496577692
34158,20141204,5,PM2.5,5.4
34164,20141204,6,PCA,-81.93448982267408
34164,20141204,6,PM2.5,8.4
34170,20141204,7,PCA,-80.83888456507624
34170,20141204,7,PM2.5,9.0
34176,20141204,8,PCA,-81.51263800183317
34176,20141204,8,PM2.5,4.3
34182,20141204,9,PCA,-83.59832716421086
34182,20141204,9,PM2.5,3.8
34188,20141204,10,PCA,-80.09154531367462
34188,20141204,10,PM2.5,8.7
34194,20141204,11,PCA,-79.86876441249301
34194,20141204,11,PM2.5,8.9
34200,20141204,12,PCA,-79.73881536736687
34200,20141204,12,PM2.5,9.1
34206,20141204,13,PCA,-83.55018137184747
34206,20141204,13,PM2.5,4.3
34212,20141204,14,PCA,-84.3199818524675
34212,20141204,14,PM2.5,3.0
34218,20141204,15,PCA,-84.47504393491474
34218,20141204,15,PM2.5,3.0
34224,20141204,16,PCA,-83.78958133440037
34224,20141204,16,PM2.5,6.0
34230,20141204,17,PCA,-82.95433476583891
34230,20141204,17,PM2.5,7.9
34236,20141204,18,PCA,-84.65258835708667
34236,20141204,18,PM2.5,4.4
34242,20141204,19,PCA,-81.66534051435268
34242,20141204,19,PM2.5,8.8
34248,20141204,20,PCA,-88.555119722781
34248,20141204,20,PM2.5,3.4
34254,20141204,21,PCA,-89.61089017622284
34254,20141204,21,PM2.5,3.0
34260,20141204,22,PCA,-88.67831559692358
34260,20141204,22,PM2.5,4.4
34266,20141204,23,PCA,-87.87647311273975
34266,20141204,23,PM2.5,5.0
34272,20141205,0,PCA,-82.92755431199315
34272,20141205,0,PM2.5,9.6
34278,20141205,1,PCA,-87.63679744605167
34278,20141205,1,PM2.5,4.2
34284,20141205,2,PCA,-83.40897107776854
34284,20141205,2,PM2.5,3.0
34290,20141205,3,PCA,-73.75660537765116
34290,20141205,3,PM2.5,7.4
34296,20141205,4,PCA,-78.20381771087604
34296,20141205,4,PM2.5,7.6
34302,20141205,5,PCA,-83.73558775588569
34302,20141205,5,PM2.5,6.0
34308,20141205,6,PCA,-87.98433668117522
34308,20141205,6,PM2.5,3.0
34314,20141205,7,PCA,-83.27852588233868
34314,20141205,7,PM2.5,3.3
34320,20141205,8,PCA,-84.86610708984544
34320,20141205,8,PM2.5,3.0
34326,20141205,9,PCA,-84.85231668982863
34326,20141205,9,PM2.5,4.6
34332,20141205,10,PCA,-88.45752679778732
34332,20141205,10,PM2.5,5.1
34338,20141205,11,PCA,-89.5654965807908
34338,20141205,11,PM2.5,3.1
34344,20141205,12,PCA,-89.53231833864206
34344,20141205,12,PM2.5,3.0
34350,20141205,13,PCA,-88.10954737510978
34350,20141205,13,PM2.5,4.7
34356,20141205,14,PCA,-86.85911030601973
34356,20141205,14,PM2.5,5.8
34362,20141205,15,PCA,-87.13664200294662
34362,20141205,15,PM2.5,5.5
34368,20141205,16,PCA,-88.25965982821698
34368,20141205,16,PM2.5,3.1
34374,20141205,17,PCA,-83.06623955555534
34374,20141205,17,PM2.5,9.8
34380,20141205,18,PCA,-3.2191051868039438
34380,20141205,18,PM2.5,72.9
34386,20141205,19,PCA,28.708449043317845
34386,20141205,19,PM2.5,110.3
34392,20141205,20,PCA,19.65043976999098
34392,20141205,20,PM2.5,107.7
34398,20141205,21,PCA,1.0763114308708468
34398,20141205,21,PM2.5,85.5
34404,20141205,22,PCA,-12.71620024576582
34404,20141205,22,PM2.5,65.5
34410,20141205,23,PCA,-12.21571416337926
34410,20141205,23,PM2.5,63.6
34416,20141206,0,PCA,-19.424825088707554
34416,20141206,0,PM2.5,53.0
34422,20141206,1,PCA,-20.050446667898505
34422,20141206,1,PM2.5,49.0
34428,20141206,2,PCA,-24.62160015048095
34428,20141206,2,PM2.5,43.8
34434,20141206,3,PCA,-29.027569847557704
34434,20141206,3,PM2.5,36.0
34440,20141206,4,PCA,-28.433098771062316
34440,20141206,4,PM2.5,36.2
34446,20141206,5,PCA,-35.13958042617192
34446,20141206,5,PM2.5,29.3
34452,20141206,6,PCA,-30.011822810299712
34452,20141206,6,PM2.5,34.6
34458,20141206,7,PCA,-29.82188719219355
34458,20141206,7,PM2.5,28.3
34464,20141206,8,PCA,-18.517586424039578
34464,20141206,8,PM2.5,41.1
34470,20141206,9,PCA,1.441608107997678
34470,20141206,9,PM2.5,68.8
34476,20141206,10,PCA,23.17624626120453
34476,20141206,10,PM2.5,94.8
34482,20141206,11,PCA,-16.837900788714972
34482,20141206,11,PM2.5,41.7
34488,20141206,12,PCA,-26.368123745851477
34488,20141206,12,PM2.5,30.9
34494,20141206,13,PCA,-27.05133109193474
34494,20141206,13,PM2.5,29.3
34500,20141206,14,PCA,-22.150285400771665
34500,20141206,14,PM2.5,31.1
34506,20141206,15,PCA,-23.081809422950535
34506,20141206,15,PM2.5,28.5
34512,20141206,16,PCA,-17.55208303680716
34512,20141206,16,PM2.5,31.3
34518,20141206,17,PCA,-8.343755136608268
34518,20141206,17,PM2.5,38.6
34524,20141206,18,PCA,-4.283583884970248
34524,20141206,18,PM2.5,43.5
34530,20141206,19,PCA,13.01203237012197
34530,20141206,19,PM2.5,69.2
34536,20141206,20,PCA,13.654013932733035
34536,20141206,20,PM2.5,73.0
34542,20141206,21,PCA,33.20555292299243
34542,20141206,21,PM2.5,96.6
34548,20141206,22,PCA,26.811548866490458
34548,20141206,22,PM2.5,88.5
34554,20141206,23,PCA,38.35529800358447
34554,20141206,23,PM2.5,106.0
34560,20141207,0,PCA,43.77589393066931
34560,20141207,0,PM2.5,111.3
34566,20141207,1,PCA,39.69134707724557
34566,20141207,1,PM2.5,101.5
34572,20141207,2,PCA,56.39391941119622
34572,20141207,2,PM2.5,118.9
34578,20141207,3,PCA,69.97251891810495
34578,20141207,3,PM2.5,132.6
34584,20141207,4,PCA,68.08653817314298
34584,20141207,4,PM2.5,128.7
34590,20141207,5,PCA,64.84520618375446
34590,20141207,5,PM2.5,119.3
34596,20141207,6,PCA,72.34578854026606
34596,20141207,6,PM2.5,126.4
34602,20141207,7,PCA,77.71394403488584
34602,20141207,7,PM2.5,128.9
34608,20141207,8,PCA,66.77229755496262
34608,20141207,8,PM2.5,109.3
34614,20141207,9,PCA,64.27263290876336
34614,20141207,9,PM2.5,104.0
34620,20141207,10,PCA,3.4318484624547607
34620,20141207,10,PM2.5,40.9
34626,20141207,11,PCA,-23.522628016875434
34626,20141207,11,PM2.5,9.1
34632,20141207,12,PCA,-27.37880703940315
34632,20141207,12,PM2.5,6.9
34638,20141207,13,PCA,-26.797851261184007
34638,20141207,13,PM2.5,10.0
34644,20141207,14,PCA,-28.898461389996488
34644,20141207,14,PM2.5,7.7
34650,20141207,15,PCA,-29.65568544216522
34650,20141207,15,PM2.5,7.3
34656,20141207,16,PCA,-29.946812486673686
34656,20141207,16,PM2.5,7.4
34662,20141207,17,PCA,-31.621315935775076
34662,20141207,17,PM2.5,6.3
34668,20141207,18,PCA,-27.554053038712805
34668,20141207,18,PM2.5,9.7
34674,20141207,19,PCA,-27.41381532518776
34674,20141207,19,PM2.5,11.2
34680,20141207,20,PCA,-38.221797590407206
34680,20141207,20,PM2.5,4.4
34686,20141207,21,PCA,-41.45505626015184
34686,20141207,21,PM2.5,3.5
34692,20141207,22,PCA,-41.69074146672944
34692,20141207,22,PM2.5,7.0
34698,20141207,23,PCA,-43.18906875013185
34698,20141207,23,PM2.5,7.3
34704,20141208,0,PCA,-40.49977166740095
34704,20141208,0,PM2.5,15.1
34710,20141208,1,PCA,-23.46262372264862
34710,20141208,1,PM2.5,29.9
34716,20141208,2,PCA,-34.29818303464655
34716,20141208,2,PM2.5,25.8
34722,20141208,3,PCA,-49.3535655620797
34722,20141208,3,PM2.5,14.2
34728,20141208,4,PCA,-57.28671081499163
34728,20141208,4,PM2.5,13.4
34734,20141208,5,PCA,-66.1145010413667
34734,20141208,5,PM2.5,8.2
34740,20141208,6,PCA,-64.10871344381832
34740,20141208,6,PM2.5,12.2
34746,20141208,7,PCA,-53.15208142472769
34746,20141208,7,PM2.5,21.8
34752,20141208,8,PCA,-40.311626413516414
34752,20141208,8,PM2.5,33.2
34758,20141208,9,PCA,-28.5246177809404
34758,20141208,9,PM2.5,48.9
34764,20141208,10,PCA,-15.087877521026968
34764,20141208,10,PM2.5,66.5
34770,20141208,11,PCA,-25.445469614710774
34770,20141208,11,PM2.5,48.2
34776,20141208,12,PCA,-15.869628450575854
34776,20141208,12,PM2.5,64.4
34782,20141208,13,PCA,6.666088727529081
34782,20141208,13,PM2.5,95.9
34788,20141208,14,PCA,21.934748733219006
34788,20141208,14,PM2.5,114.1
34794,20141208,15,PCA,20.180480782310532
34794,20141208,15,PM2.5,110.5
34800,20141208,16,PCA,48.94744204701825
34800,20141208,16,PM2.5,144.2
34806,20141208,17,PCA,81.01825377611924
34806,20141208,17,PM2.5,175.3
34812,20141208,18,PCA,112.09798388125668
34812,20141208,18,PM2.5,204.2
34818,20141208,19,PCA,119.15781330478072
34818,20141208,19,PM2.5,207.0
34824,20141208,20,PCA,121.78318463181179
34824,20141208,20,PM2.5,203.7
34830,20141208,21,PCA,124.00874116675126
34830,20141208,21,PM2.5,197.9
34836,20141208,22,PCA,125.03599990825452
34836,20141208,22,PM2.5,190.1
34842,20141208,23,PCA,120.90786820929324
34842,20141208,23,PM2.5,177.4
34848,20141209,0,PCA,125.1765089041178
34848,20141209,0,PM2.5,175.7
34854,20141209,1,PCA,119.24755956593158
34854,20141209,1,PM2.5,159.9
34860,20141209,2,PCA,118.62038200272148
34860,20141209,2,PM2.5,154.0
34866,20141209,3,PCA,125.42871207869133
34866,20141209,3,PM2.5,155.5
34872,20141209,4,PCA,123.56710314282726
34872,20141209,4,PM2.5,146.4
34878,20141209,5,PCA,133.3940659010066
34878,20141209,5,PM2.5,152.0
34884,20141209,6,PCA,137.5730272247814
34884,20141209,6,PM2.5,148.7
34890,20141209,7,PCA,140.9644690549838
34890,20141209,7,PM2.5,145.7
34896,20141209,8,PCA,149.87699011864578
34896,20141209,8,PM2.5,150.1
34902,20141209,9,PCA,154.55528224784663
34902,20141209,9,PM2.5,152.2
34908,20141209,10,PCA,161.22677318154587
34908,20141209,10,PM2.5,152.6
34914,20141209,11,PCA,174.88646454661702
34914,20141209,11,PM2.5,164.2
34920,20141209,12,PCA,187.6077598314271
34920,20141209,12,PM2.5,173.1
34926,20141209,13,PCA,196.85797383604302
34926,20141209,13,PM2.5,179.7
34932,20141209,14,PCA,196.37249332912194
34932,20141209,14,PM2.5,177.3
34938,20141209,15,PCA,219.60093252611082
34938,20141209,15,PM2.5,203.5
34944,20141209,16,PCA,250.49370084632716
34944,20141209,16,PM2.5,242.4
34950,20141209,17,PCA,260.8555661400508
34950,20141209,17,PM2.5,254.7
34956,20141209,18,PCA,254.75945753572088
34956,20141209,18,PM2.5,247.7
34962,20141209,19,PCA,258.71803292386664
34962,20141209,19,PM2.5,251.8
34968,20141209,20,PCA,257.1437887714542
34968,20141209,20,PM2.5,247.9
34974,20141209,21,PCA,251.95187487240295
34974,20141209,21,PM2.5,237.8
34980,20141209,22,PCA,258.7616531599385
34980,20141209,22,PM2.5,244.7
34986,20141209,23,PCA,258.1329439779275
34986,20141209,23,PM2.5,241.9
34992,20141210,0,PCA,266.7533540307517
34992,20141210,0,PM2.5,249.4
34998,20141210,1,PCA,265.6199031466219
34998,20141210,1,PM2.5,245.2
35004,20141210,2,PCA,274.8436321415965
35004,20141210,2,PM2.5,256.8
35010,20141210,3,PCA,278.22343014448967
35010,20141210,3,PM2.5,258.1
35016,20141210,4,PCA,279.6499230052114
35016,20141210,4,PM2.5,256.7
35022,20141210,5,PCA,278.72837836339505
35022,20141210,5,PM2.5,252.4
35028,20141210,6,PCA,278.6405741757126
35028,20141210,6,PM2.5,247.6
35034,20141210,7,PCA,287.25464031499763
35034,20141210,7,PM2.5,256.9
35040,20141210,8,PCA,298.0917996679812
35040,20141210,8,PM2.5,267.9
35046,20141210,9,PCA,287.4085455030059
35046,20141210,9,PM2.5,248.6
35052,20141210,10,PCA,180.2087388379795
35052,20141210,10,PM2.5,112.4
35058,20141210,11,PCA,135.30169240988397
35058,20141210,11,PM2.5,64.7
35064,20141210,12,PCA,124.93440365368183
35064,20141210,12,PM2.5,56.9
35070,20141210,13,PCA,117.89402624132553
35070,20141210,13,PM2.5,53.0
35076,20141210,14,PCA,113.65603859101839
35076,20141210,14,PM2.5,52.3
35082,20141210,15,PCA,98.88773208672768
35082,20141210,15,PM2.5,37.7
35088,20141210,16,PCA,79.0279091066296
35088,20141210,16,PM2.5,17.3
35094,20141210,17,PCA,74.43991173611798
35094,20141210,17,PM2.5,20.0
35100,20141210,18,PCA,61.36629232172991
35100,20141210,18,PM2.5,11.1
35106,20141210,19,PCA,56.515529718952195
35106,20141210,19,PM2.5,13.8
35112,20141210,20,PCA,48.7899910528149
35112,20141210,20,PM2.5,12.6
35118,20141210,21,PCA,36.870848640148246
35118,20141210,21,PM2.5,6.6
35124,20141210,22,PCA,25.81501678265161
35124,20141210,22,PM2.5,5.6
35130,20141210,23,PCA,18.25052089015871
35130,20141210,23,PM2.5,9.4
35136,20141211,0,PCA,8.157413472263743
35136,20141211,0,PM2.5,8.1
35142,20141211,1,PCA,1.985633555145868
35142,20141211,1,PM2.5,11.6
35148,20141211,2,PCA,-11.540906147568014
35148,20141211,2,PM2.5,4.9
35154,20141211,3,PCA,-19.796979683395573
35154,20141211,3,PM2.5,3.0
35160,20141211,4,PCA,-27.6169923502548
35160,20141211,4,PM2.5,6.6
35166,20141211,5,PCA,-28.775617621568475
35166,20141211,5,PM2.5,5.2
35172,20141211,6,PCA,-32.58950278504858
35172,20141211,6,PM2.5,4.3
35178,20141211,7,PCA,-28.19915294313628
35178,20141211,7,PM2.5,7.6
35184,20141211,8,PCA,-21.147363618512863
35184,20141211,8,PM2.5,12.3
35190,20141211,9,PCA,-39.06805496853499
35190,20141211,9,PM2.5,12.7
35196,20141211,10,PCA,-49.58483569803352
35196,20141211,10,PM2.5,6.3
35202,20141211,11,PCA,-56.47531942112785
35202,20141211,11,PM2.5,3.7
35208,20141211,12,PCA,-58.98195241935949
35208,20141211,12,PM2.5,6.1
35214,20141211,13,PCA,-59.88977960245404
35214,20141211,13,PM2.5,7.6
35220,20141211,14,PCA,-51.9043972756011
35220,20141211,14,PM2.5,21.8
35226,20141211,15,PCA,-49.64092992650496
35226,20141211,15,PM2.5,31.1
35232,20141211,16,PCA,-55.60566740733359
35232,20141211,16,PM2.5,29.2
35238,20141211,17,PCA,-18.881298199821618
35238,20141211,17,PM2.5,70.9
35244,20141211,18,PCA,-11.814334680899892
35244,20141211,18,PM2.5,77.4
35250,20141211,19,PCA,-8.710464305176563
35250,20141211,19,PM2.5,72.6
35256,20141211,20,PCA,-2.8285105258453553
35256,20141211,20,PM2.5,78.9
35262,20141211,21,PCA,-52.51810472507832
35262,20141211,21,PM2.5,24.9
35268,20141211,22,PCA,-63.80587826176234
35268,20141211,22,PM2.5,11.9
35274,20141211,23,PCA,-65.89885006049481
35274,20141211,23,PM2.5,9.5
35280,20141212,0,PCA,-68.95807506465736
35280,20141212,0,PM2.5,8.5
35286,20141212,1,PCA,-70.15317798276264
35286,20141212,1,PM2.5,7.7
35292,20141212,2,PCA,-71.00846799352988
35292,20141212,2,PM2.5,6.1
35298,20141212,3,PCA,-73.39975880567778
35298,20141212,3,PM2.5,3.4
35304,20141212,4,PCA,-74.08144651883546
35304,20141212,4,PM2.5,4.3
35310,20141212,5,PCA,-75.91127501542579
35310,20141212,5,PM2.5,3.0
35316,20141212,6,PCA,-72.47404957640674
35316,20141212,6,PM2.5,7.5
35322,20141212,7,PCA,-75.37595334932082
35322,20141212,7,PM2.5,3.0
35328,20141212,8,PCA,-74.3534254589734
35328,20141212,8,PM2.5,3.7
35334,20141212,9,PCA,-73.94277876540532
35334,20141212,9,PM2.5,6.6
35340,20141212,10,PCA,-76.38608823734617
35340,20141212,10,PM2.5,3.0
35346,20141212,11,PCA,-74.46735816590773
35346,20141212,11,PM2.5,6.2
35352,20141212,12,PCA,-74.3096093013048
35352,20141212,12,PM2.5,6.4
35358,20141212,13,PCA,-74.05422245625408
35358,20141212,13,PM2.5,5.9
35364,20141212,14,PCA,-70.87812260609988
35364,20141212,14,PM2.5,10.8
35370,20141212,15,PCA,-75.00104164829993
35370,20141212,15,PM2.5,5.5
35376,20141212,16,PCA,-74.59427178883686
35376,20141212,16,PM2.5,5.7
35382,20141212,17,PCA,-73.63914140548066
35382,20141212,17,PM2.5,8.9
35388,20141212,18,PCA,-73.96166174295364
35388,20141212,18,PM2.5,7.9
35394,20141212,19,PCA,-56.850902915369424
35394,20141212,19,PM2.5,21.9
35400,20141212,20,PCA,-21.3376161228946
35400,20141212,20,PM2.5,58.3
35406,20141212,21,PCA,-26.816464932466516
35406,20141212,21,PM2.5,51.8
35412,20141212,22,PCA,-40.26896093310582
35412,20141212,22,PM2.5,35.4
35418,20141212,23,PCA,-36.72265850228428
35418,20141212,23,PM2.5,38.4
35424,20141213,0,PCA,-39.58725029983502
35424,20141213,0,PM2.5,35.0
35430,20141213,1,PCA,-26.50196650140779
35430,20141213,1,PM2.5,47.5
35436,20141213,2,PCA,-45.55633949563723
35436,20141213,2,PM2.5,23.1
35442,20141213,3,PCA,-59.347176838702545
35442,20141213,3,PM2.5,8.7
35448,20141213,4,PCA,-65.14475813755458
35448,20141213,4,PM2.5,7.9
35454,20141213,5,PCA,-64.1148282306703
35454,20141213,5,PM2.5,9.8
35460,20141213,6,PCA,-66.91996490295932
35460,20141213,6,PM2.5,9.4
35466,20141213,7,PCA,-62.41237071044079
35466,20141213,7,PM2.5,10.2
35472,20141213,8,PCA,-45.09595091555002
35472,20141213,8,PM2.5,15.9
35478,20141213,9,PCA,-31.252404434828
35478,20141213,9,PM2.5,31.0
35484,20141213,10,PCA,-13.953341438281143
35484,20141213,10,PM2.5,54.6
35490,20141213,11,PCA,-10.433550806040097
35490,20141213,11,PM2.5,61.2
35496,20141213,12,PCA,-27.7581413455926
35496,20141213,12,PM2.5,43.5
35502,20141213,13,PCA,-32.29428187258707
35502,20141213,13,PM2.5,40.9
35508,20141213,14,PCA,-33.90394905340717
35508,20141213,14,PM2.5,39.2
35514,20141213,15,PCA,-30.397743643212063
35514,20141213,15,PM2.5,41.5
35520,20141213,16,PCA,-14.039204504636414
35520,20141213,16,PM2.5,59.5
35526,20141213,17,PCA,4.262248363377431
35526,20141213,17,PM2.5,73.9
35532,20141213,18,PCA,27.624566774881067
35532,20141213,18,PM2.5,94.5
35538,20141213,19,PCA,51.55820514808327
35538,20141213,19,PM2.5,126.8
35544,20141213,20,PCA,46.99016583931584
35544,20141213,20,PM2.5,120.3
35550,20141213,21,PCA,25.20893801937916
35550,20141213,21,PM2.5,92.7
35556,20141213,22,PCA,15.309203016919549
35556,20141213,22,PM2.5,79.1
35562,20141213,23,PCA,5.479509558684995
35562,20141213,23,PM2.5,65.3
35568,20141214,0,PCA,-10.371447143220756
35568,20141214,0,PM2.5,48.7
35574,20141214,1,PCA,-26.71416220493138
35574,20141214,1,PM2.5,32.4
35580,20141214,2,PCA,-32.51608652212416
35580,20141214,2,PM2.5,25.7
35586,20141214,3,PCA,-28.280404613364375
35586,20141214,3,PM2.5,25.7
35592,20141214,4,PCA,-35.0913964799525
35592,20141214,4,PM2.5,20.0
35598,20141214,5,PCA,-28.979919233876
35598,20141214,5,PM2.5,22.5
35604,20141214,6,PCA,-23.728541216543487
35604,20141214,6,PM2.5,26.3
35610,20141214,7,PCA,-27.68431385673657
35610,20141214,7,PM2.5,19.9
35616,20141214,8,PCA,-10.400299037591745
35616,20141214,8,PM2.5,34.9
35622,20141214,9,PCA,-12.671287340030291
35622,20141214,9,PM2.5,35.8
35628,20141214,10,PCA,-4.434949508009318
35628,20141214,10,PM2.5,47.3
35634,20141214,11,PCA,17.001350050950936
35634,20141214,11,PM2.5,72.3
35640,20141214,12,PCA,7.321499209730408
35640,20141214,12,PM2.5,61.2
35646,20141214,13,PCA,5.294782554890267
35646,20141214,13,PM2.5,59.7
35652,20141214,14,PCA,3.125843253821517
35652,20141214,14,PM2.5,57.4
35658,20141214,15,PCA,15.881709455597187
35658,20141214,15,PM2.5,68.5
35664,20141214,16,PCA,64.20329912007058
35664,20141214,16,PM2.5,125.1
35670,20141214,17,PCA,89.24515697562194
35670,20141214,17,PM2.5,153.3
35676,20141214,18,PCA,102.37036183223479
35676,20141214,18,PM2.5,167.9
35682,20141214,19,PCA,119.43910217051112
35682,20141214,19,PM2.5,187.5
35688,20141214,20,PCA,118.01879886645786
35688,20141214,20,PM2.5,186.4
35694,20141214,21,PCA,113.89753814012145
35694,20141214,21,PM2.5,177.7
35700,20141214,22,PCA,102.93421923087713
35700,20141214,22,PM2.5,158.4
35706,20141214,23,PCA,97.35047804710683
35706,20141214,23,PM2.5,147.6
35712,20141215,0,PCA,103.12119482399537
35712,20141215,0,PM2.5,150.6
35718,20141215,1,PCA,100.93333218643455
35718,20141215,1,PM2.5,142.9
35724,20141215,2,PCA,100.7047029580779
35724,20141215,2,PM2.5,138.1
35730,20141215,3,PCA,99.57766511972561
35730,20141215,3,PM2.5,133.3
35736,20141215,4,PCA,91.57149389604264
35736,20141215,4,PM2.5,115.9
35742,20141215,5,PCA,68.73137353018178
35742,20141215,5,PM2.5,88.7
35748,20141215,6,PCA,22.540659945128336
35748,20141215,6,PM2.5,34.8
35754,20141215,7,PCA,14.982068192401739
35754,20141215,7,PM2.5,28.2
35760,20141215,8,PCA,9.088856958503587
35760,20141215,8,PM2.5,22.1
35766,20141215,9,PCA,2.176135459071917
35766,20141215,9,PM2.5,14.7
35772,20141215,10,PCA,-7.911973750328237
35772,20141215,10,PM2.5,3.0
35778,20141215,11,PCA,-8.589472142236897
35778,20141215,11,PM2.5,6.4
35784,20141215,12,PCA,-12.81692772073533
35784,20141215,12,PM2.5,3.0
35790,20141215,13,PCA,-3.8745392987589855
35790,20141215,13,PM2.5,17.3
35796,20141215,14,PCA,-7.601881876058938
35796,20141215,14,PM2.5,14.0
35802,20141215,15,PCA,-11.30982230764445
35802,20141215,15,PM2.5,11.1
35808,20141215,16,PCA,-17.29667394140283
35808,20141215,16,PM2.5,7.8
35814,20141215,17,PCA,-23.081291216930676
35814,20141215,17,PM2.5,7.0
35820,20141215,18,PCA,-26.152651096505682
35820,20141215,18,PM2.5,11.0
35826,20141215,19,PCA,-35.37613333160838
35826,20141215,19,PM2.5,7.9
35832,20141215,20,PCA,-40.71778736115403
35832,20141215,20,PM2.5,7.5
35838,20141215,21,PCA,-46.5203215188551
35838,20141215,21,PM2.5,4.8
35844,20141215,22,PCA,-49.696910481706865
35844,20141215,22,PM2.5,4.6
35850,20141215,23,PCA,-49.26289604974518
35850,20141215,23,PM2.5,7.5
35856,20141216,0,PCA,-54.16327159478561
35856,20141216,0,PM2.5,3.0
35862,20141216,1,PCA,-56.1653250885304
35862,20141216,1,PM2.5,3.3
35868,20141216,2,PCA,-58.64470466703616
35868,20141216,2,PM2.5,3.0
35874,20141216,3,PCA,-61.308055990899426
35874,20141216,3,PM2.5,3.2
35880,20141216,4,PCA,-62.76115526102562
35880,20141216,4,PM2.5,3.2
35886,20141216,5,PCA,-64.41129226280945
35886,20141216,5,PM2.5,3.0
35892,20141216,6,PCA,-64.42273215194803
35892,20141216,6,PM2.5,4.5
35898,20141216,7,PCA,-63.96987062326257
35898,20141216,7,PM2.5,5.6
35904,20141216,8,PCA,-60.919418657744906
35904,20141216,8,PM2.5,9.0
35910,20141216,9,PCA,-66.68510834813938
35910,20141216,9,PM2.5,3.0
35916,20141216,10,PCA,-67.50646977961765
35916,20141216,10,PM2.5,3.6
35922,20141216,11,PCA,-68.23962529085442
35922,20141216,11,PM2.5,3.0
35928,20141216,12,PCA,-67.45181417757028
35928,20141216,12,PM2.5,4.15
35934,20141216,13,PCA,-71.59232477673615
35934,20141216,13,PM2.5,5.3
35940,20141216,14,PCA,-75.80035976752548
35940,20141216,14,PM2.5,6.4
35946,20141216,15,PCA,-79.9484466450292
35946,20141216,15,PM2.5,5.0
35952,20141216,16,PCA,-79.18620555140905
35952,20141216,16,PM2.5,7.9
35958,20141216,17,PCA,-82.75842997681542
35958,20141216,17,PM2.5,6.0
35964,20141216,18,PCA,-82.15556846623763
35964,20141216,18,PM2.5,7.0
35970,20141216,19,PCA,-80.70690591975115
35970,20141216,19,PM2.5,10.9
35976,20141216,20,PCA,-80.03015698479443
35976,20141216,20,PM2.5,11.7
