,date,hour,type,东高村
190866,20180106,6,PCA,-95.10480384052669
190866,20180106,6,PM2.5,6.0
190872,20180106,7,PCA,-93.45155779603698
190872,20180106,7,PM2.5,9.0
190878,20180106,8,PCA,-94.1527805105136
190878,20180106,8,PM2.5,8.0
190884,20180106,9,PCA,-94.89854068037975
190884,20180106,9,PM2.5,8.0
190890,20180106,10,PCA,-92.729692690158
190890,20180106,10,PM2.5,9.0
190896,20180106,11,PCA,-89.01190172648838
190896,20180106,11,PM2.5,13.0
190902,20180106,12,PCA,-83.14694036666094
190902,20180106,12,PM2.5,16.0
190908,20180106,13,PCA,-88.35024590438309
190908,20180106,13,PM2.5,13.0
190914,20180106,14,PCA,-73.3588773903678
190914,20180106,14,PM2.5,22.0
190920,20180106,15,PCA,-76.3905921948024
190920,20180106,15,PM2.5,20.0
190926,20180106,16,PCA,-82.37363091966706
190926,20180106,16,PM2.5,17.0
190932,20180106,17,PCA,-82.21879388729542
190932,20180106,17,PM2.5,14.0
190938,20180106,18,PCA,-76.22648029025302
190938,20180106,18,PM2.5,17.0
190944,20180106,19,PCA,-70.73924632839518
190944,20180106,19,PM2.5,22.0
190950,20180106,20,PCA,-27.008076890178756
190950,20180106,20,PM2.5,49.0
190956,20180106,21,PCA,-49.0341006520142
190956,20180106,21,PM2.5,34.0
190962,20180106,22,PCA,-37.881219477184715
190962,20180106,22,PM2.5,41.0
190968,20180106,23,PCA,-43.46918499225448
190968,20180106,23,PM2.5,37.0
190974,20180107,0,PCA,-63.23109935316442
190974,20180107,0,PM2.5,23.0
190980,20180107,1,PCA,-66.45130427171239
190980,20180107,1,PM2.5,21.0
190986,20180107,2,PCA,-71.31089933573352
190986,20180107,2,PM2.5,19.0
190992,20180107,3,PCA,-75.09617031142905
190992,20180107,3,PM2.5,19.0
190998,20180107,4,PCA,-83.80775098008912
190998,20180107,4,PM2.5,15.0
191004,20180107,5,PCA,-71.04719532853139
191004,20180107,5,PM2.5,20.0
191010,20180107,6,PCA,-62.96490184749658
191010,20180107,6,PM2.5,22.0
191016,20180107,7,PCA,-71.84139750181741
191016,20180107,7,PM2.5,21.0
191022,20180107,8,PCA,-58.48934953263039
191022,20180107,8,PM2.5,28.0
191028,20180107,9,PCA,-40.80068469265372
191028,20180107,9,PM2.5,37.0
191034,20180107,10,PCA,-57.18883849912971
191034,20180107,10,PM2.5,29.0
191040,20180107,11,PCA,-48.81378538990298
191040,20180107,11,PM2.5,34.0
191046,20180107,12,PCA,-14.609630940148495
191046,20180107,12,PM2.5,53.0
191052,20180107,13,PCA,-16.6163077780649
191052,20180107,13,PM2.5,52.0
191058,20180107,14,PCA,-30.3770784281658
191058,20180107,14,PM2.5,45.0
191064,20180107,15,PCA,-42.503954768954266
191064,20180107,15,PM2.5,38.0
191070,20180107,16,PCA,-58.29095078307791
191070,20180107,16,PM2.5,27.0
191076,20180107,17,PCA,-35.57723172356897
191076,20180107,17,PM2.5,42.0
191082,20180107,18,PCA,-34.66399045417553
191082,20180107,18,PM2.5,41.0
191088,20180107,19,PCA,-52.66570689037684
191088,20180107,19,PM2.5,32.0
191094,20180107,20,PCA,-51.4467176568574
191094,20180107,20,PM2.5,33.0
191100,20180107,21,PCA,-56.71694127268453
191100,20180107,21,PM2.5,26.0
191106,20180107,22,PCA,-67.52109448904655
191106,20180107,22,PM2.5,21.0
191112,20180107,23,PCA,-80.2356759419975
191112,20180107,23,PM2.5,18.0
191118,20180108,0,PCA,-69.86473620051444
191118,20180108,0,PM2.5,24.0
191124,20180108,1,PCA,-85.64379231892674
191124,20180108,1,PM2.5,15.0
191130,20180108,2,PCA,-89.90071343503274
191130,20180108,2,PM2.5,13.0
191136,20180108,3,PCA,-91.31275258140867
191136,20180108,3,PM2.5,11.0
191142,20180108,4,PCA,-83.90922363831618
191142,20180108,4,PM2.5,17.0
191148,20180108,5,PCA,-83.89049229032318
191148,20180108,5,PM2.5,17.0
191154,20180108,6,PCA,-89.50645075064214
191154,20180108,6,PM2.5,13.0
191160,20180108,7,PCA,-85.42679119661547
191160,20180108,7,PM2.5,16.0
191166,20180108,8,PCA,-81.97935180136331
191166,20180108,8,PM2.5,15.0
191172,20180108,9,PCA,-70.25418700786567
191172,20180108,9,PM2.5,16.0
191178,20180108,10,PCA,-79.23825487574628
191178,20180108,10,PM2.5,10.0
191184,20180108,11,PCA,-87.48654245209563
191184,20180108,11,PM2.5,11.0
191190,20180108,12,PCA,-84.35187862452575
191190,20180108,12,PM2.5,10.0
191196,20180108,13,PCA,-78.17061299588885
191196,20180108,13,PM2.5,14.0
191202,20180108,14,PCA,-78.83404084036951
191202,20180108,14,PM2.5,13.0
191208,20180108,15,PCA,-78.14426745071496
191208,20180108,15,PM2.5,14.0
191214,20180108,16,PCA,-63.62678715553494
191214,20180108,16,PM2.5,16.0
191220,20180108,17,PCA,-69.05261620157226
191220,20180108,17,PM2.5,12.0
191226,20180108,18,PCA,-85.0782431522224
191226,20180108,18,PM2.5,10.0
191232,20180108,19,PCA,-90.38528258085158
191232,20180108,19,PM2.5,6.0
191238,20180108,20,PCA,-88.27103352937534
191238,20180108,20,PM2.5,12.0
191244,20180108,21,PCA,-92.32068499108149
191244,20180108,21,PM2.5,8.0
191250,20180108,22,PCA,-85.79858548032614
191250,20180108,22,PM2.5,9.0
191256,20180108,23,PCA,-78.99262291462216
191256,20180108,23,PM2.5,15.0
191262,20180109,0,PCA,-90.89925445013475
191262,20180109,0,PM2.5,11.0
191268,20180109,1,PCA,-93.84578579715473
191268,20180109,1,PM2.5,9.0
191274,20180109,2,PCA,-92.34816165280846
191274,20180109,2,PM2.5,11.0
191280,20180109,3,PCA,-95.22657932569665
191280,20180109,3,PM2.5,8.0
191286,20180109,4,PCA,-96.56026029536228
191286,20180109,4,PM2.5,7.0
191292,20180109,5,PCA,-95.55979496192936
191292,20180109,5,PM2.5,8.0
191298,20180109,6,PCA,-96.53186580955739
191298,20180109,6,PM2.5,7.0
191304,20180109,7,PCA,-91.25676669091031
191304,20180109,7,PM2.5,11.0
191310,20180109,8,PCA,-92.65210182099658
191310,20180109,8,PM2.5,7.0
191316,20180109,9,PCA,-87.59170474971641
191316,20180109,9,PM2.5,11.0
191322,20180109,10,PCA,-82.51094022528663
191322,20180109,10,PM2.5,11.0
191328,20180109,11,PCA,-74.77958823465073
191328,20180109,11,PM2.5,18.0
191334,20180109,12,PCA,-90.78564008023588
191334,20180109,12,PM2.5,3.0
191364,20180109,17,PCA,-68.98610694625685
191364,20180109,17,PM2.5,3.0
191370,20180109,18,PCA,-86.39496054698915
191370,20180109,18,PM2.5,3.0
191376,20180109,19,PCA,-90.73626378280488
191376,20180109,19,PM2.5,9.0
191382,20180109,20,PCA,-94.80298611808357
191382,20180109,20,PM2.5,7.0
191388,20180109,21,PCA,-96.29611084061214
191388,20180109,21,PM2.5,5.0
191394,20180109,22,PCA,-97.1258077186601
191394,20180109,22,PM2.5,4.0
191400,20180109,23,PCA,-95.63268299613149
191400,20180109,23,PM2.5,6.0
191406,20180110,0,PCA,-97.76534049915354
191406,20180110,0,PM2.5,3.0
191412,20180110,1,PCA,-95.55199896053452
191412,20180110,1,PM2.5,6.0
191418,20180110,2,PCA,-94.91246618004111
191418,20180110,2,PM2.5,7.0
191424,20180110,3,PCA,-94.1679527594078
191424,20180110,3,PM2.5,8.0
191430,20180110,4,PCA,-102.35043002187106
191430,20180110,4,PM2.5,6.0
191436,20180110,5,PCA,-96.89821560839249
191436,20180110,5,PM2.5,4.0
191442,20180110,6,PCA,-97.68109307915651
191442,20180110,6,PM2.5,4.0
191448,20180110,7,PCA,-96.99541846047727
191448,20180110,7,PM2.5,6.0
191454,20180110,8,PCA,-96.46986516375902
191454,20180110,8,PM2.5,7.0
191460,20180110,9,PCA,-92.83833676715781
191460,20180110,9,PM2.5,11.0
191466,20180110,10,PCA,-88.24958983628814
191466,20180110,10,PM2.5,13.0
191472,20180110,11,PCA,-96.0233476128492
191472,20180110,11,PM2.5,7.0
191478,20180110,12,PCA,-94.2722211471767
191478,20180110,12,PM2.5,8.0
191484,20180110,13,PCA,-95.75987572719711
191484,20180110,13,PM2.5,5.0
191502,20180110,16,PCA,-94.61920998711517
191502,20180110,16,PM2.5,5.0
191508,20180110,17,PCA,-92.434262934301
191508,20180110,17,PM2.5,8.0
191514,20180110,18,PCA,-94.40229969354434
191514,20180110,18,PM2.5,6.0
191520,20180110,19,PCA,-92.45109246260404
191520,20180110,19,PM2.5,10.0
191526,20180110,20,PCA,-94.08659115471276
191526,20180110,20,PM2.5,8.0
191532,20180110,21,PCA,-96.74712781333966
191532,20180110,21,PM2.5,5.0
191538,20180110,22,PCA,-95.96655864123942
191538,20180110,22,PM2.5,7.0
191544,20180110,23,PCA,-96.91252617867634
191544,20180110,23,PM2.5,7.0
191550,20180111,0,PCA,-98.59097018185363
191550,20180111,0,PM2.5,5.0
191556,20180111,1,PCA,-94.32440842657672
191556,20180111,1,PM2.5,10.0
191562,20180111,2,PCA,-96.4377049707021
191562,20180111,2,PM2.5,7.0
191568,20180111,3,PCA,-95.96568797300881
191568,20180111,3,PM2.5,9.0
191574,20180111,4,PCA,-96.4406000097235
191574,20180111,4,PM2.5,9.0
191580,20180111,5,PCA,-94.9894845608459
191580,20180111,5,PM2.5,10.0
191586,20180111,6,PCA,-98.20329143289787
191586,20180111,6,PM2.5,6.0
191592,20180111,7,PCA,-96.78671818143135
191592,20180111,7,PM2.5,8.0
191598,20180111,8,PCA,-92.83586496498599
191598,20180111,8,PM2.5,11.0
191604,20180111,9,PCA,-95.76367714864485
191604,20180111,9,PM2.5,6.0
191610,20180111,10,PCA,-95.09691479245922
191610,20180111,10,PM2.5,9.0
191616,20180111,11,PCA,-94.85027243511018
191616,20180111,11,PM2.5,9.0
191622,20180111,12,PCA,-99.02550302136626
191622,20180111,12,PM2.5,3.0
191628,20180111,13,PCA,-95.70768622986492
191628,20180111,13,PM2.5,8.0
191634,20180111,14,PCA,-94.90638383762186
191634,20180111,14,PM2.5,9.0
191640,20180111,15,PCA,-94.23680828153498
191640,20180111,15,PM2.5,9.0
191646,20180111,16,PCA,-94.12571461306176
191646,20180111,16,PM2.5,8.0
191652,20180111,17,PCA,-94.29648306844672
191652,20180111,17,PM2.5,8.0
191658,20180111,18,PCA,-92.86054885808358
191658,20180111,18,PM2.5,10.0
191664,20180111,19,PCA,-86.07717846166634
191664,20180111,19,PM2.5,15.0
191670,20180111,20,PCA,-88.82836872021606
191670,20180111,20,PM2.5,13.0
191676,20180111,21,PCA,-79.75229211421646
191676,20180111,21,PM2.5,18.0
191682,20180111,22,PCA,-70.89995108249201
191682,20180111,22,PM2.5,23.0
191688,20180111,23,PCA,-76.60727539510471
191688,20180111,23,PM2.5,20.0
191694,20180112,0,PCA,-83.35317062296153
191694,20180112,0,PM2.5,16.0
191700,20180112,1,PCA,-82.33294279007623
191700,20180112,1,PM2.5,17.0
191706,20180112,2,PCA,-79.93240480832492
191706,20180112,2,PM2.5,18.0
191712,20180112,3,PCA,-87.30876460649407
191712,20180112,3,PM2.5,13.0
191718,20180112,4,PCA,-87.40529417478203
191718,20180112,4,PM2.5,14.0
191724,20180112,5,PCA,-94.61447031031763
191724,20180112,5,PM2.5,8.0
191730,20180112,6,PCA,-93.91650026842584
191730,20180112,6,PM2.5,8.0
191736,20180112,7,PCA,-88.50967431362263
191736,20180112,7,PM2.5,13.0
191742,20180112,8,PCA,-83.69911612680872
191742,20180112,8,PM2.5,16.0
191748,20180112,9,PCA,-85.0551346994134
191748,20180112,9,PM2.5,14.0
191754,20180112,10,PCA,-65.17672870575011
191754,20180112,10,PM2.5,24.0
191760,20180112,11,PCA,-52.182325933644876
191760,20180112,11,PM2.5,32.0
191766,20180112,12,PCA,-81.67774115743725
191766,20180112,12,PM2.5,25.0
191772,20180112,13,PCA,-78.89374231583665
191772,20180112,13,PM2.5,18.0
191790,20180112,16,PCA,-64.369179125326
191790,20180112,16,PM2.5,25.0
191796,20180112,17,PCA,-56.30613008079478
191796,20180112,17,PM2.5,28.0
191802,20180112,18,PCA,-25.084424685572607
191802,20180112,18,PM2.5,43.0
191808,20180112,19,PCA,19.93714314958249
191808,20180112,19,PM2.5,71.0
191814,20180112,20,PCA,27.396762086835373
191814,20180112,20,PM2.5,77.0
191820,20180112,21,PCA,36.214526237875845
191820,20180112,21,PM2.5,83.0
191826,20180112,22,PCA,36.60100214459107
191826,20180112,22,PM2.5,82.0
191832,20180112,23,PCA,54.0355607998339
191832,20180112,23,PM2.5,93.0
191838,20180113,0,PCA,60.39311218221127
191838,20180113,0,PM2.5,97.0
191844,20180113,1,PCA,58.338278359037666
191844,20180113,1,PM2.5,96.0
191850,20180113,2,PCA,56.48260747705389
191850,20180113,2,PM2.5,95.0
191856,20180113,3,PCA,60.212292323380254
191856,20180113,3,PM2.5,97.0
191862,20180113,4,PCA,61.87329968599184
191862,20180113,4,PM2.5,98.0
191868,20180113,5,PCA,62.49475294009437
191868,20180113,5,PM2.5,98.0
191874,20180113,6,PCA,98.3400958734414
191874,20180113,6,PM2.5,120.0
191880,20180113,7,PCA,85.64573880140391
191880,20180113,7,PM2.5,112.0
191886,20180113,8,PCA,78.40756860195705
191886,20180113,8,PM2.5,108.0
191892,20180113,9,PCA,78.35495121729969
191892,20180113,9,PM2.5,109.0
191898,20180113,10,PCA,70.79896192996564
191898,20180113,10,PM2.5,105.0
191904,20180113,11,PCA,76.93334913480199
191904,20180113,11,PM2.5,108.0
191910,20180113,12,PCA,82.11390808473645
191910,20180113,12,PM2.5,111.0
191916,20180113,13,PCA,115.81799621198175
191916,20180113,13,PM2.5,130.0
191922,20180113,14,PCA,156.18939538872752
191922,20180113,14,PM2.5,153.0
191928,20180113,15,PCA,156.79511083335387
191928,20180113,15,PM2.5,153.0
191934,20180113,16,PCA,227.33557431848058
191934,20180113,16,PM2.5,202.0
191940,20180113,17,PCA,219.6463126921122
191940,20180113,17,PM2.5,198.0
191946,20180113,18,PCA,198.94726148341698
191946,20180113,18,PM2.5,184.0
191952,20180113,19,PCA,188.4871039930178
191952,20180113,19,PM2.5,177.0
191958,20180113,20,PCA,195.40313726300886
191958,20180113,20,PM2.5,182.0
191964,20180113,21,PCA,182.54694121267588
191964,20180113,21,PM2.5,174.0
191970,20180113,22,PCA,191.8635471476912
191970,20180113,22,PM2.5,180.0
191976,20180113,23,PCA,222.71019432602597
191976,20180113,23,PM2.5,202.0
191982,20180114,0,PCA,194.32731821310594
191982,20180114,0,PM2.5,183.0
191988,20180114,1,PCA,154.00097503308302
191988,20180114,1,PM2.5,155.0
191994,20180114,2,PCA,148.3620751064173
191994,20180114,2,PM2.5,151.0
192000,20180114,3,PCA,129.74982423893508
192000,20180114,3,PM2.5,140.0
192006,20180114,4,PCA,114.66945041478549
192006,20180114,4,PM2.5,131.0
192012,20180114,5,PCA,113.60035785814904
192012,20180114,5,PM2.5,131.0
192018,20180114,6,PCA,121.0911652355126
192018,20180114,6,PM2.5,134.0
192024,20180114,7,PCA,149.6056999083327
192024,20180114,7,PM2.5,151.0
192030,20180114,8,PCA,138.71920137960618
192030,20180114,8,PM2.5,145.0
192036,20180114,9,PCA,114.29919213703639
192036,20180114,9,PM2.5,132.0
192042,20180114,10,PCA,115.6905027137451
192042,20180114,10,PM2.5,133.0
192048,20180114,11,PCA,132.8212757325526
192048,20180114,11,PM2.5,144.0
192054,20180114,12,PCA,173.63924286491056
192054,20180114,12,PM2.5,172.0
192060,20180114,13,PCA,168.5266256103841
192060,20180114,13,PM2.5,168.0
192066,20180114,14,PCA,136.1407107810452
192066,20180114,14,PM2.5,146.0
192072,20180114,15,PCA,49.89578655403364
192072,20180114,15,PM2.5,95.0
192078,20180114,16,PCA,48.41174251426059
192078,20180114,16,PM2.5,94.0
192084,20180114,17,PCA,41.282943987808
192084,20180114,17,PM2.5,89.0
192090,20180114,18,PCA,-5.954140787690492
192090,20180114,18,PM2.5,61.0
192096,20180114,19,PCA,-63.55803164984758
192096,20180114,19,PM2.5,24.0
192102,20180114,20,PCA,-63.30590268005719
192102,20180114,20,PM2.5,27.0
192108,20180114,21,PCA,-66.36055895083855
192108,20180114,21,PM2.5,25.0
192114,20180114,22,PCA,-75.40249489998271
192114,20180114,22,PM2.5,19.0
192120,20180114,23,PCA,-76.88950659417797
192120,20180114,23,PM2.5,16.0
192126,20180115,0,PCA,-77.44578023558769
192126,20180115,0,PM2.5,16.0
192132,20180115,1,PCA,-88.0730008150253
192132,20180115,1,PM2.5,14.0
192138,20180115,2,PCA,-87.49678804496386
192138,20180115,2,PM2.5,12.0
192144,20180115,3,PCA,-86.95963510747087
192144,20180115,3,PM2.5,15.0
192150,20180115,4,PCA,-86.79268850480553
192150,20180115,4,PM2.5,15.0
192156,20180115,5,PCA,-88.6819655467828
192156,20180115,5,PM2.5,14.0
192162,20180115,6,PCA,-92.03364696659717
192162,20180115,6,PM2.5,10.0
192168,20180115,7,PCA,-75.14570700222536
192168,20180115,7,PM2.5,21.0
192174,20180115,8,PCA,-66.03670180533035
192174,20180115,8,PM2.5,26.0
192180,20180115,9,PCA,-74.91677222633606
192180,20180115,9,PM2.5,20.0
192186,20180115,10,PCA,-72.22498072615572
192186,20180115,10,PM2.5,21.0
192204,20180115,13,PCA,-56.082310661552526
192204,20180115,13,PM2.5,23.0
192210,20180115,14,PCA,-27.36333418738746
192210,20180115,14,PM2.5,46.0
192216,20180115,15,PCA,-18.561587259819216
192216,20180115,15,PM2.5,51.0
192222,20180115,16,PCA,-29.43252013252563
192222,20180115,16,PM2.5,45.0
192228,20180115,17,PCA,-44.77675316690203
192228,20180115,17,PM2.5,31.0
192234,20180115,18,PCA,-50.16807469880111
192234,20180115,18,PM2.5,26.0
192240,20180115,19,PCA,-46.00484529387546
192240,20180115,19,PM2.5,30.0
192246,20180115,20,PCA,-52.604803167752095
192246,20180115,20,PM2.5,27.0
192252,20180115,21,PCA,-51.35903305494346
192252,20180115,21,PM2.5,29.0
192258,20180115,22,PCA,-50.86055487939647
192258,20180115,22,PM2.5,33.0
192264,20180115,23,PCA,-46.97596038529766
192264,20180115,23,PM2.5,36.0
192270,20180116,0,PCA,-55.17848836038758
192270,20180116,0,PM2.5,31.0
192276,20180116,1,PCA,-48.741572307046866
192276,20180116,1,PM2.5,32.0
192282,20180116,2,PCA,-34.35263748596679
192282,20180116,2,PM2.5,44.0
192288,20180116,3,PCA,-26.816790027942357
192288,20180116,3,PM2.5,47.0
192294,20180116,4,PCA,-33.728470107343476
192294,20180116,4,PM2.5,43.0
192300,20180116,5,PCA,-28.831190667011697
192300,20180116,5,PM2.5,37.0
192306,20180116,6,PCA,-24.673153632645363
192306,20180116,6,PM2.5,34.0
192312,20180116,7,PCA,-27.008235973161515
192312,20180116,7,PM2.5,33.0
192318,20180116,8,PCA,-27.394595357483688
192318,20180116,8,PM2.5,35.0
192324,20180116,9,PCA,-35.57121312151502
192324,20180116,9,PM2.5,29.0
192330,20180116,10,PCA,-45.289299536540554
192330,20180116,10,PM2.5,29.0
192354,20180116,14,PCA,-83.34830365472409
192354,20180116,14,PM2.5,17.0
192360,20180116,15,PCA,-92.2872548071705
192360,20180116,15,PM2.5,5.0
192366,20180116,16,PCA,-81.13418668913263
192366,20180116,16,PM2.5,4.0
192372,20180116,17,PCA,-37.84470754514306
192372,20180116,17,PM2.5,30.0
192378,20180116,18,PCA,-36.54060746960977
192378,20180116,18,PM2.5,27.0
192384,20180116,19,PCA,-37.88561205150774
192384,20180116,19,PM2.5,24.0
192390,20180116,20,PCA,-36.78192166639715
192390,20180116,20,PM2.5,22.0
192396,20180116,21,PCA,-9.422829524548673
192396,20180116,21,PM2.5,46.0
192402,20180116,22,PCA,-12.193132114491686
192402,20180116,22,PM2.5,57.0
192408,20180116,23,PCA,-22.258575948131167
192408,20180116,23,PM2.5,49.0
192414,20180117,0,PCA,-15.016143098892352
192414,20180117,0,PM2.5,52.0
192420,20180117,1,PCA,-16.985500313058925
192420,20180117,1,PM2.5,50.0
192426,20180117,2,PCA,-24.819801764002907
192426,20180117,2,PM2.5,44.0
192432,20180117,3,PCA,-23.80061401835385
192432,20180117,3,PM2.5,46.0
192438,20180117,4,PCA,-21.88238253415633
192438,20180117,4,PM2.5,49.0
192444,20180117,5,PCA,-27.148766737041022
192444,20180117,5,PM2.5,43.0
192450,20180117,6,PCA,-16.65125169076406
192450,20180117,6,PM2.5,53.0
192456,20180117,7,PCA,-23.50598409475322
192456,20180117,7,PM2.5,49.0
192462,20180117,8,PCA,-22.026474160070716
192462,20180117,8,PM2.5,50.0
192468,20180117,9,PCA,-18.2718888457938
192468,20180117,9,PM2.5,51.0
192474,20180117,10,PCA,-17.379491542150983
192474,20180117,10,PM2.5,51.0
192480,20180117,11,PCA,6.881405031276134
192480,20180117,11,PM2.5,66.0
192486,20180117,12,PCA,8.12922497442903
192486,20180117,12,PM2.5,67.0
192492,20180117,13,PCA,23.533918892490846
192492,20180117,13,PM2.5,77.0
192498,20180117,14,PCA,-41.17181233451342
192498,20180117,14,PM2.5,29.0
192504,20180117,15,PCA,-44.68894107828505
192504,20180117,15,PM2.5,36.0
192510,20180117,16,PCA,-57.159980586536314
192510,20180117,16,PM2.5,24.0
192516,20180117,17,PCA,-47.118275086396956
192516,20180117,17,PM2.5,35.0
192522,20180117,18,PCA,-86.0927412479703
192522,20180117,18,PM2.5,10.0
192528,20180117,19,PCA,-90.2162872381316
192528,20180117,19,PM2.5,8.0
192534,20180117,20,PCA,-93.34491065276892
192534,20180117,20,PM2.5,4.0
192540,20180117,21,PCA,-94.00833849724957
192540,20180117,21,PM2.5,3.0
192546,20180117,22,PCA,-92.03035038702008
192546,20180117,22,PM2.5,8.0
192552,20180117,23,PCA,-92.25995764435905
192552,20180117,23,PM2.5,9.0
192558,20180118,0,PCA,-96.76772629774977
192558,20180118,0,PM2.5,3.0
192564,20180118,1,PCA,-93.9900658717261
192564,20180118,1,PM2.5,6.0
192570,20180118,2,PCA,-96.17501292454021
192570,20180118,2,PM2.5,3.0
192576,20180118,3,PCA,-94.0236362581571
192576,20180118,3,PM2.5,3.0
192582,20180118,4,PCA,-95.41957634194063
192582,20180118,4,PM2.5,3.0
192588,20180118,5,PCA,-94.47015380906691
192588,20180118,5,PM2.5,3.0
192594,20180118,6,PCA,-91.26728831232091
192594,20180118,6,PM2.5,12.0
192600,20180118,7,PCA,-95.40797670116588
192600,20180118,7,PM2.5,5.0
192606,20180118,8,PCA,-96.67800873524457
192606,20180118,8,PM2.5,3.0
192612,20180118,9,PCA,-91.42912131575194
192612,20180118,9,PM2.5,5.0
192618,20180118,10,PCA,-75.547630952278
192618,20180118,10,PM2.5,20.0
192624,20180118,11,PCA,-57.70629430635732
192624,20180118,11,PM2.5,29.0
192630,20180118,12,PCA,-53.055788074958755
192630,20180118,12,PM2.5,31.0
192636,20180118,13,PCA,-53.30238675941463
192636,20180118,13,PM2.5,30.0
192642,20180118,14,PCA,-22.702394411003286
192642,20180118,14,PM2.5,51.0
192648,20180118,15,PCA,-25.254387045090258
192648,20180118,15,PM2.5,49.0
192654,20180118,16,PCA,8.891842943833966
192654,20180118,16,PM2.5,70.0
192660,20180118,17,PCA,36.6330638305155
192660,20180118,17,PM2.5,85.0
192666,20180118,18,PCA,49.107305092244665
192666,20180118,18,PM2.5,92.0
192672,20180118,19,PCA,41.34804199547973
192672,20180118,19,PM2.5,86.0
192678,20180118,20,PCA,138.68754360663326
192678,20180118,20,PM2.5,145.0
192684,20180118,21,PCA,154.94416080503655
192684,20180118,21,PM2.5,154.0
192690,20180118,22,PCA,188.90260295999533
