,date,hour,type,延庆
243186,20190109,12,PM2.5,48.0
243192,20190109,13,PCA,-28.639723573828068
243192,20190109,13,PM2.5,40.0
243198,20190109,14,PCA,-30.220327759735714
243198,20190109,14,PM2.5,39.0
243204,20190109,15,PCA,-19.607850861899916
243204,20190109,15,PM2.5,45.0
243210,20190109,16,PCA,-6.570978361183408
243210,20190109,16,PM2.5,53.0
243216,20190109,17,PCA,-11.83684170233769
243216,20190109,17,PM2.5,49.0
243222,20190109,18,PCA,-2.8553627646673463
243222,20190109,18,PM2.5,54.0
243228,20190109,19,PCA,-7.9563510567193845
243228,20190109,19,PM2.5,51.0
243234,20190109,20,PCA,5.342118408914099
243234,20190109,20,PM2.5,59.0
243240,20190109,21,PCA,59.30764331822882
243240,20190109,21,PM2.5,92.0
243246,20190109,22,PCA,55.66493260505635
243246,20190109,22,PM2.5,90.0
243252,20190109,23,PCA,78.97273709010035
243252,20190109,23,PM2.5,103.0
243258,20190110,0,PCA,105.68293189030163
243258,20190110,0,PM2.5,119.0
243264,20190110,1,PCA,49.303337486217785
243264,20190110,1,PM2.5,85.0
243270,20190110,2,PCA,35.14104767489836
243270,20190110,2,PM2.5,78.0
243276,20190110,3,PCA,24.392325233873464
243276,20190110,3,PM2.5,72.0
243282,20190110,4,PCA,13.216619030309998
243282,20190110,4,PM2.5,65.0
243288,20190110,5,PCA,4.461701134103328
243288,20190110,5,PM2.5,60.0
243294,20190110,6,PCA,10.562860815300404
243294,20190110,6,PM2.5,64.0
243300,20190110,7,PCA,7.6766182670702845
243300,20190110,7,PM2.5,62.0
243306,20190110,8,PCA,4.142864677831763
243306,20190110,8,PM2.5,60.0
243312,20190110,9,PCA,26.504008381207637
243312,20190110,9,PM2.5,74.0
243318,20190110,10,PCA,47.14205460642198
243318,20190110,10,PM2.5,86.0
243324,20190110,11,PCA,78.39584903171387
243324,20190110,11,PM2.5,105.0
243330,20190110,12,PCA,80.56869607820826
243330,20190110,12,PM2.5,107.0
243336,20190110,13,PCA,83.0063479320842
243336,20190110,13,PM2.5,109.0
243342,20190110,14,PCA,77.41305991296724
243342,20190110,14,PM2.5,106.0
243348,20190110,15,PCA,60.799944265055665
243348,20190110,15,PM2.5,96.0
243354,20190110,16,PCA,52.46785607966476
243354,20190110,16,PM2.5,91.0
243360,20190110,17,PCA,55.50925105772074
243360,20190110,17,PM2.5,92.0
243366,20190110,18,PCA,81.57839876215442
243366,20190110,18,PM2.5,107.0
243372,20190110,19,PCA,102.72367710873016
243372,20190110,19,PM2.5,119.0
243378,20190110,20,PCA,112.46642221731037
243378,20190110,20,PM2.5,124.0
243384,20190110,21,PCA,184.82698032795372
243384,20190110,21,PM2.5,168.0
243390,20190110,22,PCA,143.18136667973735
243390,20190110,22,PM2.5,142.0
243396,20190110,23,PCA,148.66695143292813
243396,20190110,23,PM2.5,146.0
243402,20190111,0,PCA,163.11011882361535
243402,20190111,0,PM2.5,155.0
243408,20190111,1,PCA,168.96010703705738
243408,20190111,1,PM2.5,159.0
243432,20190111,5,PCA,132.28145794497203
243432,20190111,5,PM2.5,138.0
243438,20190111,6,PCA,124.70505379809224
243438,20190111,6,PM2.5,134.0
243444,20190111,7,PCA,102.59233538399148
243444,20190111,7,PM2.5,121.0
243450,20190111,8,PCA,111.12066316221087
243450,20190111,8,PM2.5,126.0
243456,20190111,9,PCA,173.15502082990167
243456,20190111,9,PM2.5,163.0
243462,20190111,10,PCA,190.48849759189164
243462,20190111,10,PM2.5,175.0
243468,20190111,11,PCA,155.09895803097612
243468,20190111,11,PM2.5,150.0
243474,20190111,12,PCA,159.62118446097656
243474,20190111,12,PM2.5,153.0
243480,20190111,13,PCA,157.78168366754375
243480,20190111,13,PM2.5,152.0
243486,20190111,14,PCA,142.0004512325827
243486,20190111,14,PM2.5,143.0
243492,20190111,15,PCA,126.87916970695099
243492,20190111,15,PM2.5,134.0
243516,20190111,19,PCA,201.72146708982854
243516,20190111,19,PM2.5,181.0
243522,20190111,20,PCA,232.17726582445053
243522,20190111,20,PM2.5,203.0
243528,20190111,21,PCA,238.1013430911431
243528,20190111,21,PM2.5,208.0
243534,20190111,22,PCA,189.7216347571147
243534,20190111,22,PM2.5,174.0
243540,20190111,23,PCA,202.11609948688482
243540,20190111,23,PM2.5,183.0
243546,20190112,0,PCA,173.72827517909917
243546,20190112,0,PM2.5,163.0
243552,20190112,1,PCA,166.80016557523314
243552,20190112,1,PM2.5,158.0
243558,20190112,2,PCA,151.06887133821473
243558,20190112,2,PM2.5,148.0
243564,20190112,3,PCA,167.92894784016056
243564,20190112,3,PM2.5,161.0
243570,20190112,4,PCA,157.60126682678327
243570,20190112,4,PM2.5,154.0
243576,20190112,5,PCA,151.65727061976347
243576,20190112,5,PM2.5,149.0
243582,20190112,6,PCA,150.81483151320967
243582,20190112,6,PM2.5,148.0
243588,20190112,7,PCA,153.73250073299687
243588,20190112,7,PM2.5,152.0
243594,20190112,8,PCA,143.90375805493053
243594,20190112,8,PM2.5,146.0
243600,20190112,9,PCA,159.35511879482868
243600,20190112,9,PM2.5,155.0
243606,20190112,10,PCA,188.37374122153707
243606,20190112,10,PM2.5,175.0
243612,20190112,11,PCA,198.97776913322934
243612,20190112,11,PM2.5,182.0
243618,20190112,12,PCA,208.54989087616858
243618,20190112,12,PM2.5,187.0
243624,20190112,13,PCA,204.5112586030848
243624,20190112,13,PM2.5,184.0
243630,20190112,14,PCA,169.55297372203654
243630,20190112,14,PM2.5,160.0
243636,20190112,15,PCA,162.19054770860643
243636,20190112,15,PM2.5,155.0
243642,20190112,16,PCA,162.62420112079172
243642,20190112,16,PM2.5,155.0
243648,20190112,17,PCA,120.85837447567725
243648,20190112,17,PM2.5,130.0
243654,20190112,18,PCA,146.60076948871261
243654,20190112,18,PM2.5,144.0
243660,20190112,19,PCA,155.89116140732162
243660,20190112,19,PM2.5,149.0
243666,20190112,20,PCA,169.3525023208719
243666,20190112,20,PM2.5,159.0
243672,20190112,21,PCA,221.1923186068032
243672,20190112,21,PM2.5,196.0
243678,20190112,22,PCA,190.84052759419993
243678,20190112,22,PM2.5,175.0
243684,20190112,23,PCA,173.23969629187002
243684,20190112,23,PM2.5,163.0
243690,20190113,0,PCA,192.85156930578623
243690,20190113,0,PM2.5,178.0
243696,20190113,1,PCA,162.9625520924435
243696,20190113,1,PM2.5,157.0
243702,20190113,2,PCA,159.91788581214576
243702,20190113,2,PM2.5,155.0
243708,20190113,3,PCA,167.10395845753024
243708,20190113,3,PM2.5,160.0
243714,20190113,4,PCA,111.70798307719807
243714,20190113,4,PM2.5,126.0
243720,20190113,5,PCA,71.26113796183854
243720,20190113,5,PM2.5,102.0
243726,20190113,6,PCA,32.016680673126444
243726,20190113,6,PM2.5,77.0
243732,20190113,7,PCA,40.1447865022749
243732,20190113,7,PM2.5,83.0
243738,20190113,8,PCA,23.235558548104844
243738,20190113,8,PM2.5,72.0
243744,20190113,9,PCA,-17.386134887561514
243744,20190113,9,PM2.5,45.0
243750,20190113,10,PCA,81.28933384214986
243750,20190113,10,PM2.5,108.0
243756,20190113,11,PCA,-33.96488508657406
243756,20190113,11,PM2.5,37.0
243762,20190113,12,PCA,-52.43846751457035
243762,20190113,12,PM2.5,27.0
243768,20190113,13,PCA,-72.68198621857242
243768,20190113,13,PM2.5,15.0
243774,20190113,14,PCA,-73.31014681545459
243774,20190113,14,PM2.5,14.0
243780,20190113,15,PCA,-55.548582914380816
243780,20190113,15,PM2.5,15.0
243786,20190113,16,PCA,-54.43239259168243
243786,20190113,16,PM2.5,12.0
243792,20190113,17,PCA,-65.8249130326938
243792,20190113,17,PM2.5,8.0
243798,20190113,18,PCA,-54.750875410469035
243798,20190113,18,PM2.5,14.0
243804,20190113,19,PCA,-43.3139683476813
243804,20190113,19,PM2.5,25.0
243810,20190113,20,PCA,-6.051459615221802
243810,20190113,20,PM2.5,51.0
243816,20190113,21,PCA,5.775372992465885
243816,20190113,21,PM2.5,59.0
243822,20190113,22,PCA,3.026027136616461
243822,20190113,22,PM2.5,58.0
243828,20190113,23,PCA,2.4529417665667226
243828,20190113,23,PM2.5,58.0
243834,20190114,0,PCA,13.528229295565632
243834,20190114,0,PM2.5,65.0
243840,20190114,1,PCA,15.995777453781663
243840,20190114,1,PM2.5,67.0
243846,20190114,2,PCA,-9.045852938101222
243846,20190114,2,PM2.5,50.0
243852,20190114,3,PCA,-21.719674601198673
243852,20190114,3,PM2.5,42.0
243858,20190114,4,PCA,-14.273474649773606
243858,20190114,4,PM2.5,46.0
243864,20190114,5,PCA,-22.268427386112624
243864,20190114,5,PM2.5,43.0
243870,20190114,6,PCA,-25.460364244363014
243870,20190114,6,PM2.5,42.0
243876,20190114,7,PCA,-23.764543649482405
243876,20190114,7,PM2.5,43.0
243882,20190114,8,PCA,-8.46558489748362
243882,20190114,8,PM2.5,52.0
243888,20190114,9,PCA,4.474529167728581
243888,20190114,9,PM2.5,60.0
243894,20190114,10,PCA,12.372722136616972
243894,20190114,10,PM2.5,65.0
243900,20190114,11,PCA,31.674974102082935
243900,20190114,11,PM2.5,76.0
243906,20190114,12,PCA,28.415417131260433
243906,20190114,12,PM2.5,74.0
243912,20190114,13,PCA,26.308697394014704
243912,20190114,13,PM2.5,73.0
243918,20190114,14,PCA,7.599659706778098
243918,20190114,14,PM2.5,62.0
243924,20190114,15,PCA,2.443475371054163
243924,20190114,15,PM2.5,59.0
243930,20190114,16,PCA,-3.229368931586868
243930,20190114,16,PM2.5,46.0
243936,20190114,17,PCA,-37.21431267481029
243936,20190114,17,PM2.5,11.0
243942,20190114,18,PCA,-62.8980385855631
243942,20190114,18,PM2.5,10.0
243948,20190114,19,PCA,-51.738445431394766
243948,20190114,19,PM2.5,9.0
243954,20190114,20,PCA,-45.819555718463505
243954,20190114,20,PM2.5,8.0
243960,20190114,21,PCA,-31.47318555866377
243960,20190114,21,PM2.5,7.0
243966,20190114,22,PCA,-13.627296109533118
243966,20190114,22,PM2.5,11.0
243972,20190114,23,PCA,-41.21809601848444
243972,20190114,23,PM2.5,5.0
243978,20190115,0,PCA,-41.43968543517943
243978,20190115,0,PM2.5,6.0
243984,20190115,1,PCA,-61.40512725371658
243984,20190115,1,PM2.5,8.0
243990,20190115,2,PCA,-72.70812013254363
243990,20190115,2,PM2.5,3.0
243996,20190115,3,PCA,-74.96279794598483
243996,20190115,3,PM2.5,3.0
244002,20190115,4,PCA,-72.03095490372544
244002,20190115,4,PM2.5,3.0
244008,20190115,5,PCA,-63.0652620113536
244008,20190115,5,PM2.5,1.0
244014,20190115,6,PCA,-74.86660800668146
244014,20190115,6,PM2.5,2.0
244020,20190115,7,PCA,-65.42305660161652
244020,20190115,7,PM2.5,6.0
244026,20190115,8,PCA,-69.71323299700168
244026,20190115,8,PM2.5,5.0
244032,20190115,9,PCA,-66.58562040570331
244032,20190115,9,PM2.5,3.0
244038,20190115,10,PCA,-53.19325889601796
244038,20190115,10,PM2.5,9.0
244044,20190115,11,PCA,-19.234155216233386
244044,20190115,11,PM2.5,17.0
244050,20190115,12,PCA,-1.073527636200351
244050,20190115,12,PM2.5,13.0
244056,20190115,13,PCA,-26.16169601168552
244056,20190115,13,PM2.5,13.0
244062,20190115,14,PCA,-46.604333345537036
244062,20190115,14,PM2.5,9.0
244068,20190115,15,PCA,-21.88756314112467
244068,20190115,15,PM2.5,14.0
244074,20190115,16,PCA,-26.069239222697515
244074,20190115,16,PM2.5,15.0
244080,20190115,17,PCA,-40.158101625639866
244080,20190115,17,PM2.5,11.0
244086,20190115,18,PCA,-46.05580012152802
244086,20190115,18,PM2.5,14.0
244092,20190115,19,PCA,-56.64476585485414
244092,20190115,19,PM2.5,11.0
244098,20190115,20,PCA,-61.56731485977351
244098,20190115,20,PM2.5,14.0
244104,20190115,21,PCA,-51.51084507131798
244104,20190115,21,PM2.5,22.0
244110,20190115,22,PCA,-58.89649268093059
244110,20190115,22,PM2.5,18.0
244116,20190115,23,PCA,-52.12267560468872
244116,20190115,23,PM2.5,22.0
244122,20190116,0,PCA,-41.45743218316688
244122,20190116,0,PM2.5,31.0
244128,20190116,1,PCA,-45.52127395785123
244128,20190116,1,PM2.5,27.0
244134,20190116,2,PCA,-45.61637498097541
244134,20190116,2,PM2.5,26.0
244140,20190116,3,PCA,-28.37653535317619
244140,20190116,3,PM2.5,39.0
244146,20190116,4,PCA,-46.33262119575842
244146,20190116,4,PM2.5,29.0
244152,20190116,5,PCA,-47.18653527157193
244152,20190116,5,PM2.5,22.0
244158,20190116,6,PCA,-42.960134444018266
244158,20190116,6,PM2.5,26.0
244164,20190116,7,PCA,-42.14686167375195
244164,20190116,7,PM2.5,23.0
244170,20190116,8,PCA,-37.88860266044783
244170,20190116,8,PM2.5,25.0
244176,20190116,9,PCA,-37.252713914714555
244176,20190116,9,PM2.5,25.0
244182,20190116,10,PCA,-28.93123626256234
244182,20190116,10,PM2.5,35.0
244188,20190116,11,PCA,-36.11179387434594
244188,20190116,11,PM2.5,28.0
244194,20190116,12,PCA,-40.07512431096153
244194,20190116,12,PM2.5,30.0
244200,20190116,13,PCA,-49.01876410184929
244200,20190116,13,PM2.5,22.0
244206,20190116,14,PCA,-31.82366901479434
244206,20190116,14,PM2.5,24.0
244212,20190116,15,PCA,-31.331105139543002
244212,20190116,15,PM2.5,20.0
244218,20190116,16,PCA,-28.82036868080741
244218,20190116,16,PM2.5,25.0
244224,20190116,17,PCA,-37.386192631653614
244224,20190116,17,PM2.5,25.0
244230,20190116,18,PCA,-34.977271745183266
244230,20190116,18,PM2.5,28.0
244236,20190116,19,PCA,-37.112364404337356
244236,20190116,19,PM2.5,27.0
244242,20190116,20,PCA,-31.57597580393514
244242,20190116,20,PM2.5,34.0
244248,20190116,21,PCA,-32.20482571385774
244248,20190116,21,PM2.5,33.0
244254,20190116,22,PCA,-35.09368889798933
244254,20190116,22,PM2.5,29.0
244260,20190116,23,PCA,-24.81630776155907
244260,20190116,23,PM2.5,39.0
244266,20190117,0,PCA,0.9109844386569669
244266,20190117,0,PM2.5,57.0
244272,20190117,1,PCA,11.040377835863474
244272,20190117,1,PM2.5,64.0
244278,20190117,2,PCA,-10.103220586815732
244278,20190117,2,PM2.5,50.0
244284,20190117,3,PCA,-21.17983411057218
244284,20190117,3,PM2.5,43.0
244290,20190117,4,PCA,-28.658695695516407
244290,20190117,4,PM2.5,38.0
244296,20190117,5,PCA,-28.606169889429385
244296,20190117,5,PM2.5,39.0
244302,20190117,6,PCA,-30.832967189179787
244302,20190117,6,PM2.5,37.0
244308,20190117,7,PCA,-30.05111939277692
244308,20190117,7,PM2.5,37.0
244314,20190117,8,PCA,-20.237430238059495
244314,20190117,8,PM2.5,44.0
244320,20190117,9,PCA,-18.879288604716375
244320,20190117,9,PM2.5,44.0
244326,20190117,10,PCA,-12.646644554395142
244326,20190117,10,PM2.5,49.0
244332,20190117,11,PCA,-17.235539742192437
244332,20190117,11,PM2.5,45.0
244338,20190117,12,PCA,-27.270082575609344
244338,20190117,12,PM2.5,34.0
244344,20190117,13,PCA,-38.27897390087528
244344,20190117,13,PM2.5,26.0
244350,20190117,14,PCA,-43.946817688629956
244350,20190117,14,PM2.5,30.0
244356,20190117,15,PCA,-41.39595087707992
244356,20190117,15,PM2.5,26.0
244362,20190117,16,PCA,-28.77368234507024
244362,20190117,16,PM2.5,32.0
244368,20190117,17,PCA,-25.964817350684523
244368,20190117,17,PM2.5,35.0
244374,20190117,18,PCA,-18.525104625008286
244374,20190117,18,PM2.5,44.0
244380,20190117,19,PCA,-16.59415182375034
244380,20190117,19,PM2.5,45.0
244386,20190117,20,PCA,-4.0764777580301095
244386,20190117,20,PM2.5,50.0
244392,20190117,21,PCA,25.647566578224897
244392,20190117,21,PM2.5,71.0
244398,20190117,22,PCA,19.10783008637608
244398,20190117,22,PM2.5,68.0
244404,20190117,23,PCA,0.12631284873547108
244404,20190117,23,PM2.5,56.0
244410,20190118,0,PCA,15.633542833712156
244410,20190118,0,PM2.5,66.0
244416,20190118,1,PCA,13.896240051340806
244416,20190118,1,PM2.5,65.0
244422,20190118,2,PCA,7.18149443427376
244422,20190118,2,PM2.5,61.0
244428,20190118,3,PCA,15.914248609076404
244428,20190118,3,PM2.5,67.0
244434,20190118,4,PCA,19.683658166523436
244434,20190118,4,PM2.5,69.0
244440,20190118,5,PCA,16.27529251870234
244440,20190118,5,PM2.5,68.0
244446,20190118,6,PCA,24.354479837287695
244446,20190118,6,PM2.5,73.0
244452,20190118,7,PCA,30.649205069583097
244452,20190118,7,PM2.5,77.0
244458,20190118,8,PCA,3.4159160408111684
244458,20190118,8,PM2.5,60.0
244464,20190118,9,PCA,16.402153275165524
244464,20190118,9,PM2.5,68.0
244470,20190118,10,PCA,44.7009562854835
244470,20190118,10,PM2.5,85.0
244476,20190118,11,PCA,92.66012107677614
244476,20190118,11,PM2.5,115.0
244482,20190118,12,PCA,73.5487105125936
244482,20190118,12,PM2.5,102.0
244488,20190118,13,PCA,69.47331780487858
244488,20190118,13,PM2.5,99.0
244494,20190118,14,PCA,46.95926645275366
244494,20190118,14,PM2.5,85.0
244500,20190118,15,PCA,22.855779844508643
244500,20190118,15,PM2.5,70.0
244506,20190118,16,PCA,37.145482796858424
244506,20190118,16,PM2.5,79.0
244512,20190118,17,PCA,34.92868491333598
244512,20190118,17,PM2.5,77.0
244518,20190118,18,PCA,46.34323318757039
244518,20190118,18,PM2.5,84.0
244524,20190118,19,PCA,55.293306486165356
244524,20190118,19,PM2.5,89.0
244530,20190118,20,PCA,46.505235763064285
244530,20190118,20,PM2.5,84.0
244536,20190118,21,PCA,26.236973484892843
244536,20190118,21,PM2.5,72.0
244542,20190118,22,PCA,-10.708859416796614
244542,20190118,22,PM2.5,47.0
244548,20190118,23,PCA,-27.265934626601442
244548,20190118,23,PM2.5,32.0
244554,20190119,0,PCA,-23.011132865378777
244554,20190119,0,PM2.5,31.0
244560,20190119,1,PCA,-29.281593698054536
244560,20190119,1,PM2.5,29.0
244566,20190119,2,PCA,-31.07307954881367
244566,20190119,2,PM2.5,26.0
244572,20190119,3,PCA,-32.635446721088854
244572,20190119,3,PM2.5,33.0
244578,20190119,4,PCA,-66.57886201771343
244578,20190119,4,PM2.5,13.0
244584,20190119,5,PCA,-68.11228089625378
244584,20190119,5,PM2.5,12.0
244590,20190119,6,PCA,-64.45019296100104
244590,20190119,6,PM2.5,11.0
244596,20190119,7,PCA,-45.83702702911305
244596,20190119,7,PM2.5,18.0
244602,20190119,8,PCA,-35.883431921507935
244602,20190119,8,PM2.5,27.0
244608,20190119,9,PCA,-42.607539669218845
244608,20190119,9,PM2.5,19.0
244614,20190119,10,PCA,-41.561181963367446
244614,20190119,10,PM2.5,21.0
244620,20190119,11,PCA,-43.81638446023346
244620,20190119,11,PM2.5,24.0
244626,20190119,12,PCA,-43.668046577979695
244626,20190119,12,PM2.5,26.0
244632,20190119,13,PCA,-59.15651821326574
244632,20190119,13,PM2.5,17.0
244638,20190119,14,PCA,-57.28481017777083
244638,20190119,14,PM2.5,17.0
244644,20190119,15,PCA,-44.733426807780766
244644,20190119,15,PM2.5,22.0
244650,20190119,16,PCA,-47.16815309443265
244650,20190119,16,PM2.5,19.0
244656,20190119,17,PCA,-45.55952504292834
244656,20190119,17,PM2.5,19.0
244662,20190119,18,PCA,-44.351846172156264
244662,20190119,18,PM2.5,21.0
244668,20190119,19,PCA,-37.006396015750624
244668,20190119,19,PM2.5,23.0
244674,20190119,20,PCA,-78.09094101120989
244674,20190119,20,PM2.5,5.0
244680,20190119,21,PCA,-78.66813933763329
244680,20190119,21,PM2.5,5.0
244686,20190119,22,PCA,-79.38748444678754
244686,20190119,22,PM2.5,4.0
244692,20190119,23,PCA,-77.71617461094453
244692,20190119,23,PM2.5,7.0
244698,20190120,0,PCA,-82.46117661298285
244698,20190120,0,PM2.5,1.0
244704,20190120,1,PCA,-81.68576232428718
244704,20190120,1,PM2.5,4.0
244710,20190120,2,PCA,-79.37043310564673
244710,20190120,2,PM2.5,10.0
244716,20190120,3,PCA,-66.0926335154845
244716,20190120,3,PM2.5,10.0
244722,20190120,4,PCA,-67.01963006203867
244722,20190120,4,PM2.5,11.0
244728,20190120,5,PCA,-78.36851360708907
244728,20190120,5,PM2.5,8.0
244734,20190120,6,PCA,-79.20366264399235
244734,20190120,6,PM2.5,9.0
244740,20190120,7,PCA,-74.20952166689845
244740,20190120,7,PM2.5,11.0
244746,20190120,8,PCA,-72.33665730421357
244746,20190120,8,PM2.5,10.0
244752,20190120,9,PCA,-68.42734421965183
244752,20190120,9,PM2.5,7.0
244758,20190120,10,PCA,-58.101879059510786
244758,20190120,10,PM2.5,6.0
244764,20190120,11,PCA,-49.46516994664496
244764,20190120,11,PM2.5,7.0
244770,20190120,12,PCA,-32.361121057908164
244770,20190120,12,PM2.5,12.0
244776,20190120,13,PCA,-16.56271053149384
244776,20190120,13,PM2.5,16.0
244782,20190120,14,PCA,-8.768752457937024
244782,20190120,14,PM2.5,12.0
244788,20190120,15,PCA,-23.07417909829401
244788,20190120,15,PM2.5,17.0
244794,20190120,16,PCA,-13.657799871304311
244794,20190120,16,PM2.5,20.0
244800,20190120,17,PCA,-50.04824775204904
244800,20190120,17,PM2.5,10.0
244806,20190120,18,PCA,-54.59085070700363
244806,20190120,18,PM2.5,11.0
244812,20190120,19,PCA,-49.341546584912905
244812,20190120,19,PM2.5,16.0
244818,20190120,20,PCA,-38.49139596242166
244818,20190120,20,PM2.5,22.0
244824,20190120,21,PCA,-38.23616007680808
244824,20190120,21,PM2.5,20.0
244830,20190120,22,PCA,-34.150413107646166
244830,20190120,22,PM2.5,17.0
244836,20190120,23,PCA,-31.963669468859848
244836,20190120,23,PM2.5,23.0
244842,20190121,0,PCA,-29.364649712895183
244842,20190121,0,PM2.5,20.0
244848,20190121,1,PCA,-32.98004567059186
244848,20190121,1,PM2.5,22.0
244854,20190121,2,PCA,-36.558891644360976
244854,20190121,2,PM2.5,22.0
244860,20190121,3,PCA,-42.509463624275554
244860,20190121,3,PM2.5,17.0
244866,20190121,4,PCA,-45.03802367472868
244866,20190121,4,PM2.5,21.0
244872,20190121,5,PCA,-47.07666193418004
244872,20190121,5,PM2.5,15.0
244878,20190121,6,PCA,-45.03795093411193
244878,20190121,6,PM2.5,16.0
244884,20190121,7,PCA,-40.003098940494084
244884,20190121,7,PM2.5,20.0
244890,20190121,8,PCA,-40.967634868584234
244890,20190121,8,PM2.5,18.0
244896,20190121,9,PCA,-34.52041314721168
244896,20190121,9,PM2.5,21.0
244902,20190121,10,PCA,-39.172556189775655
244902,20190121,10,PM2.5,20.0
244908,20190121,11,PCA,-34.14889842274598
244908,20190121,11,PM2.5,15.0
244914,20190121,12,PCA,-36.56366195629449
244914,20190121,12,PM2.5,16.0
244920,20190121,13,PCA,0.6200238048634595
244920,20190121,13,PM2.5,20.0
244926,20190121,14,PCA,0.8124547893328719
244926,20190121,14,PM2.5,25.0
244932,20190121,15,PCA,-36.48523733556641
244932,20190121,15,PM2.5,18.0
244938,20190121,16,PCA,-37.73111918912021
244938,20190121,16,PM2.5,17.0
244944,20190121,17,PCA,-45.35177910435062
244944,20190121,17,PM2.5,16.0
244950,20190121,18,PCA,-42.99672826679463
244950,20190121,18,PM2.5,19.0
244956,20190121,19,PCA,-43.3618846499429
244956,20190121,19,PM2.5,20.0
244962,20190121,20,PCA,-28.392623780691615
244962,20190121,20,PM2.5,25.0
244968,20190121,21,PCA,-19.30718597173065
244968,20190121,21,PM2.5,29.0
244974,20190121,22,PCA,-25.47013649206948
244974,20190121,22,PM2.5,28.0
244980,20190121,23,PCA,-15.939467710017983
244980,20190121,23,PM2.5,31.0
244986,20190122,0,PCA,-27.184644221484593
244986,20190122,0,PM2.5,28.0
244992,20190122,1,PCA,-36.21786255461239
244992,20190122,1,PM2.5,30.0
244998,20190122,2,PCA,-35.084872124613064
244998,20190122,2,PM2.5,30.0
245004,20190122,3,PCA,-29.837240023951594
245004,20190122,3,PM2.5,37.0
245010,20190122,4,PCA,-29.842346933034246
245010,20190122,4,PM2.5,36.0
245016,20190122,5,PCA,-47.02808110748437
245016,20190122,5,PM2.5,23.0
245022,20190122,6,PCA,-50.76272865195897
245022,20190122,6,PM2.5,18.0
245028,20190122,7,PCA,-36.770247908102604
245028,20190122,7,PM2.5,22.0
245034,20190122,8,PCA,-31.265233593162193
245034,20190122,8,PM2.5,27.0
245040,20190122,9,PCA,-26.340773374675187
245040,20190122,9,PM2.5,31.0
245046,20190122,10,PCA,-20.47618389290528
245046,20190122,10,PM2.5,32.0
245052,20190122,11,PCA,-18.08651834551638
245052,20190122,11,PM2.5,31.0
245058,20190122,12,PCA,-17.88385786767321
245058,20190122,12,PM2.5,31.0
245064,20190122,13,PCA,-10.404637925018775
245064,20190122,13,PM2.5,35.0
245070,20190122,14,PCA,-31.397787881963083
245070,20190122,14,PM2.5,20.0
245076,20190122,15,PCA,-30.705593190322986
245076,20190122,15,PM2.5,24.0
245082,20190122,16,PCA,-29.87074879308826
245082,20190122,16,PM2.5,22.0
245088,20190122,17,PCA,-40.21744898304856
245088,20190122,17,PM2.5,17.0
245094,20190122,18,PCA,-42.722635579078975
245094,20190122,18,PM2.5,17.0
245100,20190122,19,PCA,-39.632975658316106
245100,20190122,19,PM2.5,22.0
245106,20190122,20,PCA,-34.08434286060912
245106,20190122,20,PM2.5,28.0
245112,20190122,21,PCA,-17.45590193034898
245112,20190122,21,PM2.5,37.0
245118,20190122,22,PCA,-1.792287709753739
245118,20190122,22,PM2.5,47.0
245124,20190122,23,PCA,-7.87901760730514
245124,20190122,23,PM2.5,50.0
245130,20190123,0,PCA,4.3686677378875425
245130,20190123,0,PM2.5,59.0
245136,20190123,1,PCA,-5.053714210695354
245136,20190123,1,PM2.5,53.0
245142,20190123,2,PCA,-15.14272754670815
245142,20190123,2,PM2.5,47.0
245148,20190123,3,PCA,-27.347165835387703
245148,20190123,3,PM2.5,37.0
245154,20190123,4,PCA,-27.544055802902463
245154,20190123,4,PM2.5,34.0
245160,20190123,5,PCA,-22.07238726844569
245160,20190123,5,PM2.5,41.0
245166,20190123,6,PCA,-24.611192931014724
245166,20190123,6,PM2.5,40.0
245172,20190123,7,PCA,-24.405320035047403
245172,20190123,7,PM2.5,40.0
245178,20190123,8,PCA,-21.70920754639525
245178,20190123,8,PM2.5,41.0
245184,20190123,9,PCA,14.126672869286736
245184,20190123,9,PM2.5,65.0
245190,20190123,10,PCA,1.966762860507465
245190,20190123,10,PM2.5,57.0
245208,20190123,13,PCA,-31.186946684838087
245208,20190123,13,PM2.5,33.0
245214,20190123,14,PCA,-25.087333042154814
245214,20190123,14,PM2.5,41.0
245220,20190123,15,PCA,-32.384779084340636
245220,20190123,15,PM2.5,36.0
245226,20190123,16,PCA,-28.261959747792293
245226,20190123,16,PM2.5,37.0
245232,20190123,17,PCA,-27.724004177947734
245232,20190123,17,PM2.5,38.0
245238,20190123,18,PCA,3.8740066228185626
245238,20190123,18,PM2.5,54.0
245244,20190123,19,PCA,8.276364579087339
245244,20190123,19,PM2.5,56.0
245250,20190123,20,PCA,36.62676654158119
245250,20190123,20,PM2.5,74.0
245256,20190123,21,PCA,32.223416447401036
245256,20190123,21,PM2.5,71.0
245262,20190123,22,PCA,40.66970593947017
245262,20190123,22,PM2.5,78.0
245268,20190123,23,PCA,14.93488690323819
245268,20190123,23,PM2.5,56.0
245274,20190124,0,PCA,-2.4538426485105873
245274,20190124,0,PM2.5,53.0
245280,20190124,1,PCA,-16.14202520554206
245280,20190124,1,PM2.5,44.0
245286,20190124,2,PCA,44.299929459728254
245286,20190124,2,PM2.5,81.0
245292,20190124,3,PCA,-9.933973183363024
245292,20190124,3,PM2.5,46.0
245298,20190124,5,PCA,-5.803379265900116
