,date,hour,type,延庆
90264,20160101,21,PCA,249.0805019358424
90264,20160101,21,PM2.5,278.0
90270,20160101,22,PCA,202.76288070620666
90270,20160101,22,PM2.5,207.0
90276,20160101,23,PCA,215.58326522261652
90276,20160101,23,PM2.5,224.0
90282,20160102,0,PCA,221.47320269057934
90282,20160102,0,PM2.5,231.0
90288,20160102,1,PCA,225.43182352128505
90288,20160102,1,PM2.5,235.0
90294,20160102,2,PCA,224.33774884376794
90294,20160102,2,PM2.5,233.0
90300,20160102,3,PCA,210.2223771343221
90300,20160102,3,PM2.5,212.0
90306,20160102,4,PCA,197.99563438451153
90306,20160102,4,PM2.5,193.0
90312,20160102,5,PCA,187.50273047345428
90312,20160102,5,PM2.5,176.0
90318,20160102,6,PCA,192.57825270045993
90318,20160102,6,PM2.5,181.0
90324,20160102,7,PCA,188.15476623437524
90324,20160102,7,PM2.5,173.0
90330,20160102,8,PCA,187.0070678673617
90330,20160102,8,PM2.5,167.0
90336,20160102,9,PCA,192.67742315883555
90336,20160102,9,PM2.5,174.0
90342,20160102,10,PCA,220.07785816760133
90342,20160102,10,PM2.5,211.0
90348,20160102,11,PCA,238.28419146658743
90348,20160102,11,PM2.5,230.0
90354,20160102,12,PCA,220.90072372597433
90354,20160102,12,PM2.5,200.0
90360,20160102,13,PCA,241.18424232806746
90360,20160102,13,PM2.5,224.0
90366,20160102,14,PCA,229.14258039802755
90366,20160102,14,PM2.5,203.0
90372,20160102,15,PCA,185.24828335220775
90372,20160102,15,PM2.5,140.0
90378,20160102,16,PCA,181.80044668777668
90378,20160102,16,PM2.5,134.0
90384,20160102,17,PCA,192.18362941955695
90384,20160102,17,PM2.5,147.0
90390,20160102,18,PCA,195.21512160434364
90390,20160102,18,PM2.5,150.0
90396,20160102,19,PCA,250.9548601750747
90396,20160102,19,PM2.5,232.0
90402,20160102,20,PCA,265.3726442589542
90402,20160102,20,PM2.5,255.0
90408,20160102,21,PCA,272.7451720938519
90408,20160102,21,PM2.5,269.0
90414,20160102,22,PCA,274.5541098049705
90414,20160102,22,PM2.5,272.0
90420,20160102,23,PCA,273.31427678575204
90420,20160102,23,PM2.5,269.0
90426,20160103,0,PCA,284.5294606745862
90426,20160103,0,PM2.5,284.0
90432,20160103,1,PCA,281.72116114676135
90432,20160103,1,PM2.5,279.0
90438,20160103,2,PCA,278.67879518980504
90438,20160103,2,PM2.5,274.0
90444,20160103,3,PCA,274.35755479044553
90444,20160103,3,PM2.5,266.0
90450,20160103,4,PCA,251.97704788733554
90450,20160103,4,PM2.5,229.0
90456,20160103,5,PCA,232.56174012969504
90456,20160103,5,PM2.5,196.0
90462,20160103,6,PCA,197.42327337362704
90462,20160103,6,PM2.5,148.0
90468,20160103,7,PCA,175.98094144423843
90468,20160103,7,PM2.5,120.0
90474,20160103,8,PCA,168.1153258251699
90474,20160103,8,PM2.5,111.0
90480,20160103,9,PCA,160.09574468257378
90480,20160103,9,PM2.5,102.0
90486,20160103,10,PCA,197.746588273539
90486,20160103,10,PM2.5,159.0
90492,20160103,11,PCA,241.30884720921304
90492,20160103,11,PM2.5,220.0
90498,20160103,12,PCA,223.09712136050084
90498,20160103,12,PM2.5,193.0
90504,20160103,13,PCA,160.95793863532484
90504,20160103,13,PM2.5,107.0
90510,20160103,14,PCA,160.82096493888085
90510,20160103,14,PM2.5,111.0
90516,20160103,15,PCA,159.8704955623042
90516,20160103,15,PM2.5,110.0
90522,20160103,16,PCA,118.20707417687626
90522,20160103,16,PM2.5,59.0
90528,20160103,17,PCA,83.51897767792298
90528,20160103,17,PM2.5,17.0
90534,20160103,18,PCA,84.99876770799932
90534,20160103,18,PM2.5,22.0
90540,20160103,19,PCA,71.99534964420579
90540,20160103,19,PM2.5,12.0
90546,20160103,20,PCA,78.07152530652985
90546,20160103,20,PM2.5,29.0
90552,20160103,21,PCA,61.3014662281973
90552,20160103,21,PM2.5,16.0
90558,20160103,22,PCA,43.808978343487716
90558,20160103,22,PM2.5,11.0
90564,20160103,23,PCA,39.32279728396586
90564,20160103,23,PM2.5,19.0
90570,20160104,0,PCA,26.182050507871033
90570,20160104,0,PM2.5,17.0
90576,20160104,1,PCA,11.102107691294858
90576,20160104,1,PM2.5,12.0
90582,20160104,2,PCA,0.894788770797431
90582,20160104,2,PM2.5,12.0
90588,20160104,3,PCA,-12.948671758638335
90588,20160104,3,PM2.5,7.0
90594,20160104,4,PCA,-19.39837640582541
90594,20160104,4,PM2.5,9.0
90600,20160104,5,PCA,-22.012965379378254
90600,20160104,5,PM2.5,14.0
90606,20160104,6,PCA,-27.160167390516623
90606,20160104,6,PM2.5,12.0
90612,20160104,7,PCA,-26.857035436147203
90612,20160104,7,PM2.5,14.0
90618,20160104,8,PCA,-27.226371874466953
90618,20160104,8,PM2.5,14.0
90624,20160104,9,PCA,-30.42395539656628
90624,20160104,9,PM2.5,18.0
90630,20160104,10,PCA,-39.64382143245955
90630,20160104,10,PM2.5,18.0
90636,20160104,11,PCA,-48.32757753873869
90636,20160104,11,PM2.5,20.0
90642,20160104,12,PCA,-57.171412801712606
90642,20160104,12,PM2.5,14.0
90648,20160104,13,PCA,-66.11654551693952
90648,20160104,13,PM2.5,12.0
90654,20160104,14,PCA,-67.54533554593685
90654,20160104,14,PM2.5,13.0
90660,20160104,15,PCA,-71.58631545230033
90660,20160104,15,PM2.5,11.0
90666,20160104,16,PCA,-70.85016157260708
90666,20160104,16,PM2.5,16.0
90672,20160104,17,PCA,-74.35182719060337
90672,20160104,17,PM2.5,11.0
90678,20160104,18,PCA,-72.31003966059204
90678,20160104,18,PM2.5,16.0
90684,20160104,19,PCA,-71.41492366421637
90684,20160104,19,PM2.5,17.0
90690,20160104,20,PCA,-68.97423878096043
90690,20160104,20,PM2.5,19.0
90696,20160104,21,PCA,-68.7884774666966
90696,20160104,21,PM2.5,21.0
90702,20160104,22,PCA,-73.41254626747525
90702,20160104,22,PM2.5,14.0
90708,20160104,23,PCA,-69.29644758118816
90708,20160104,23,PM2.5,21.0
90714,20160105,0,PCA,-76.10906184820739
90714,20160105,0,PM2.5,13.0
90720,20160105,1,PCA,-74.38527110577179
90720,20160105,1,PM2.5,15.0
90726,20160105,2,PCA,-73.77693494803901
90726,20160105,2,PM2.5,15.0
90732,20160105,3,PCA,-75.62255439203193
90732,20160105,3,PM2.5,12.0
90738,20160105,4,PCA,-78.96203664134526
90738,20160105,4,PM2.5,6.0
90744,20160105,5,PCA,-76.63044889207617
90744,20160105,5,PM2.5,10.0
90750,20160105,6,PCA,-74.96357901670339
90750,20160105,6,PM2.5,12.0
90756,20160105,7,PCA,-73.33588371239334
90756,20160105,7,PM2.5,14.0
90762,20160105,8,PCA,-67.03532116262568
90762,20160105,8,PM2.5,20.0
90768,20160105,9,PCA,-55.88171310712903
90768,20160105,9,PM2.5,36.0
90774,20160105,10,PCA,-63.167773016538135
90774,20160105,10,PM2.5,25.0
90780,20160105,11,PCA,-62.53670587500701
90780,20160105,11,PM2.5,28.0
90786,20160105,12,PCA,-71.54872521994515
90786,20160105,12,PM2.5,15.0
90792,20160105,13,PCA,-76.40137281863441
90792,20160105,13,PM2.5,8.0
90798,20160105,14,PCA,-76.63600471432692
90798,20160105,14,PM2.5,10.0
90804,20160105,15,PCA,-79.84094387941401
90804,20160105,15,PM2.5,4.0
90810,20160105,16,PCA,-76.3234632882786
90810,20160105,16,PM2.5,7.0
90816,20160105,17,PCA,-76.40410637442184
90816,20160105,17,PM2.5,6.0
90822,20160105,18,PCA,-65.82319809400941
90822,20160105,18,PM2.5,18.0
90828,20160105,19,PCA,-56.54462552006408
90828,20160105,19,PM2.5,28.0
90834,20160105,20,PCA,-54.1978179217315
90834,20160105,20,PM2.5,29.0
90840,20160105,21,PCA,-34.385393802522586
90840,20160105,21,PM2.5,51.0
90846,20160105,22,PCA,-15.0017929833678
90846,20160105,22,PM2.5,76.0
90852,20160105,23,PCA,-1.272190173884467
90852,20160105,23,PM2.5,98.0
90858,20160106,0,PCA,6.703888435471041
90858,20160106,0,PM2.5,109.0
90864,20160106,1,PCA,61.74055610839856
90864,20160106,1,PM2.5,182.0
90870,20160106,2,PCA,-5.455513738299611
90870,20160106,2,PM2.5,76.0
90876,20160106,3,PCA,5.58886390720812
90876,20160106,3,PM2.5,89.0
90882,20160106,4,PCA,9.706723637813317
90882,20160106,4,PM2.5,90.0
90888,20160106,5,PCA,-4.705275468263311
90888,20160106,5,PM2.5,65.0
90894,20160106,6,PCA,-12.286610293245623
90894,20160106,6,PM2.5,52.0
90900,20160106,7,PCA,-3.7384360031027923
90900,20160106,7,PM2.5,62.0
90906,20160106,8,PCA,25.58703888431653
90906,20160106,8,PM2.5,101.0
90912,20160106,9,PCA,34.44281034111839
90912,20160106,9,PM2.5,109.0
90918,20160106,10,PCA,3.3280423565603487
90918,20160106,10,PM2.5,62.0
90924,20160106,11,PCA,-4.929332723663776
90924,20160106,11,PM2.5,50.0
90930,20160106,12,PCA,-21.631976981160374
90930,20160106,12,PM2.5,28.0
90936,20160106,13,PCA,-24.504111590873833
90936,20160106,13,PM2.5,24.0
90942,20160106,14,PCA,-31.10635533218023
90942,20160106,14,PM2.5,15.0
90948,20160106,15,PCA,-31.738982205194308
90948,20160106,15,PM2.5,13.0
90954,20160106,16,PCA,-33.66089927603801
90954,20160106,16,PM2.5,11.0
90960,20160106,17,PCA,-31.086405350452388
90960,20160106,17,PM2.5,13.0
90966,20160106,18,PCA,-30.283478335298696
90966,20160106,18,PM2.5,12.0
90972,20160106,19,PCA,-31.69533236881415
90972,20160106,19,PM2.5,12.0
90978,20160106,20,PCA,-27.206725609219347
90978,20160106,20,PM2.5,18.0
90984,20160106,21,PCA,-31.426441695225947
90984,20160106,21,PM2.5,14.0
90990,20160106,22,PCA,-33.87967601932221
90990,20160106,22,PM2.5,16.0
90996,20160106,23,PCA,-37.10228994752669
90996,20160106,23,PM2.5,13.0
91002,20160107,0,PCA,-35.840490715594
91002,20160107,0,PM2.5,21.0
91008,20160107,1,PCA,-43.531636651997665
91008,20160107,1,PM2.5,19.0
91014,20160107,2,PCA,-45.321617410909134
91014,20160107,2,PM2.5,20.0
91020,20160107,3,PCA,-54.070629512473424
91020,20160107,3,PM2.5,12.0
91026,20160107,4,PCA,-55.341210815207475
91026,20160107,4,PM2.5,15.0
91032,20160107,5,PCA,-56.90202739386825
91032,20160107,5,PM2.5,14.0
91038,20160107,6,PCA,-59.37257751950469
91038,20160107,6,PM2.5,14.0
91044,20160107,7,PCA,-55.98489255345504
91044,20160107,7,PM2.5,20.0
91050,20160107,8,PCA,-57.54699829497084
91050,20160107,8,PM2.5,20.0
91056,20160107,9,PCA,-56.07465918197074
91056,20160107,9,PM2.5,28.0
91062,20160107,10,PCA,-52.67301813564453
91062,20160107,10,PM2.5,35.0
91068,20160107,11,PCA,-68.16989703590265
91068,20160107,11,PM2.5,17.0
91074,20160107,12,PCA,-67.67195265330074
91074,20160107,12,PM2.5,17.0
91080,20160107,13,PCA,-67.9156287873364
91080,20160107,13,PM2.5,14.0
91086,20160107,14,PCA,-64.85864709457776
91086,20160107,14,PM2.5,17.0
91092,20160107,15,PCA,-64.6244864764814
91092,20160107,15,PM2.5,16.0
91098,20160107,16,PCA,-66.77720384029084
91098,20160107,16,PM2.5,12.0
91104,20160107,17,PCA,-67.11494594939255
91104,20160107,17,PM2.5,10.0
91110,20160107,18,PCA,-66.87353209354814
91110,20160107,18,PM2.5,10.0
91116,20160107,19,PCA,-63.8459223133588
91116,20160107,19,PM2.5,14.0
91122,20160107,20,PCA,-63.80088333465688
91122,20160107,20,PM2.5,14.0
91128,20160107,21,PCA,-64.10873844081702
91128,20160107,21,PM2.5,14.0
91134,20160107,22,PCA,-60.25556788028043
91134,20160107,22,PM2.5,18.0
91140,20160107,23,PCA,-55.219744298381634
91140,20160107,23,PM2.5,23.0
91146,20160108,0,PCA,-50.53905531897511
91146,20160108,0,PM2.5,29.0
91152,20160108,1,PCA,-41.942853939209066
91152,20160108,1,PM2.5,43.0
91158,20160108,2,PCA,-60.04222230667583
91158,20160108,2,PM2.5,19.0
91164,20160108,3,PCA,-50.13810674210986
91164,20160108,3,PM2.5,31.0
91170,20160108,4,PCA,-48.06616239859272
91170,20160108,4,PM2.5,32.0
91176,20160108,5,PCA,-27.807983707992115
91176,20160108,5,PM2.5,62.0
91182,20160108,6,PCA,-52.871955204907906
91182,20160108,6,PM2.5,29.0
91188,20160108,7,PCA,-61.44379373264286
91188,20160108,7,PM2.5,16.0
91194,20160108,8,PCA,-55.2311413632656
91194,20160108,8,PM2.5,26.0
91200,20160108,9,PCA,-52.21012182344549
91200,20160108,9,PM2.5,29.0
91206,20160108,10,PCA,-56.454043112741175
91206,20160108,10,PM2.5,24.0
91212,20160108,11,PCA,-61.08857756939196
91212,20160108,11,PM2.5,16.0
91218,20160108,12,PCA,-63.9006510306682
91218,20160108,12,PM2.5,13.0
91224,20160108,13,PCA,-64.16585497889612
91224,20160108,13,PM2.5,13.0
91230,20160108,14,PCA,-64.79304793873095
91230,20160108,14,PM2.5,13.0
91236,20160108,15,PCA,-65.83560631706283
91236,20160108,15,PM2.5,12.0
91242,20160108,16,PCA,-70.30438863750823
91242,20160108,16,PM2.5,7.0
91248,20160108,17,PCA,-69.45102403532056
91248,20160108,17,PM2.5,10.0
91254,20160108,18,PCA,-71.2344991497751
91254,20160108,18,PM2.5,7.0
91260,20160108,19,PCA,-60.868800496392126
91260,20160108,19,PM2.5,19.0
91266,20160108,20,PCA,-55.8791985360469
91266,20160108,20,PM2.5,25.0
91272,20160108,21,PCA,-63.65906355602261
91272,20160108,21,PM2.5,14.0
91278,20160108,22,PCA,-61.259941376812044
91278,20160108,22,PM2.5,16.0
91284,20160108,23,PCA,-57.267666174720496
91284,20160108,23,PM2.5,19.0
91290,20160109,0,PCA,-57.13583226643332
91290,20160109,0,PM2.5,23.0
91296,20160109,1,PCA,-45.5139842232896
91296,20160109,1,PM2.5,36.0
91302,20160109,2,PCA,-27.944077875792413
91302,20160109,2,PM2.5,57.0
91308,20160109,3,PCA,-16.592799819158024
91308,20160109,3,PM2.5,77.0
91314,20160109,4,PCA,-4.545069719994715
91314,20160109,4,PM2.5,93.0
91320,20160109,5,PCA,-7.101002493961283
91320,20160109,5,PM2.5,88.0
91326,20160109,6,PCA,-2.1399654930337175
91326,20160109,6,PM2.5,92.0
91332,20160109,7,PCA,1.6686868209921295
91332,20160109,7,PM2.5,93.0
91338,20160109,8,PCA,15.848663733575814
91338,20160109,8,PM2.5,109.0
91344,20160109,9,PCA,55.71044736383689
91344,20160109,9,PM2.5,159.0
91350,20160109,10,PCA,30.51427737100541
91350,20160109,10,PM2.5,115.0
91356,20160109,11,PCA,10.292599813604289
91356,20160109,11,PM2.5,81.0
91362,20160109,12,PCA,6.483783473829789
91362,20160109,12,PM2.5,73.0
91368,20160109,13,PCA,-4.855303938416828
91368,20160109,13,PM2.5,55.0
91374,20160109,14,PCA,-7.465612422147463
91374,20160109,14,PM2.5,50.0
91380,20160109,15,PCA,-13.000423502298231
91380,20160109,15,PM2.5,42.0
91386,20160109,16,PCA,-25.533006050470906
91386,20160109,16,PM2.5,23.0
91392,20160109,17,PCA,-12.436939160180058
91392,20160109,17,PM2.5,37.0
91398,20160109,18,PCA,5.547773098798761
91398,20160109,18,PM2.5,56.0
91404,20160109,19,PCA,25.379018715262497
91404,20160109,19,PM2.5,80.0
91410,20160109,20,PCA,50.70305225868932
91410,20160109,20,PM2.5,114.0
91416,20160109,21,PCA,78.26852910456421
91416,20160109,21,PM2.5,148.0
91422,20160109,22,PCA,25.02260684293371
91422,20160109,22,PM2.5,67.0
91428,20160109,23,PCA,6.097390550970917
91428,20160109,23,PM2.5,36.0
91434,20160110,0,PCA,8.795076004773913
91434,20160110,0,PM2.5,40.0
91440,20160110,1,PCA,59.46447199819869
91440,20160110,1,PM2.5,113.0
91446,20160110,2,PCA,92.18001572120374
91446,20160110,2,PM2.5,158.0
91452,20160110,3,PCA,111.61840079993262
91452,20160110,3,PM2.5,182.0
91458,20160110,4,PCA,85.20019886576674
91458,20160110,4,PM2.5,138.0
91464,20160110,5,PCA,58.30540457095346
91464,20160110,5,PM2.5,94.0
91470,20160110,6,PCA,38.40609210769982
91470,20160110,6,PM2.5,67.0
91476,20160110,7,PCA,44.78237768699707
91476,20160110,7,PM2.5,78.0
91482,20160110,8,PCA,40.49551446370816
91482,20160110,8,PM2.5,77.0
91488,20160110,9,PCA,39.39791708657943
91488,20160110,9,PM2.5,80.0
91494,20160110,10,PCA,60.298073365879475
91494,20160110,10,PM2.5,111.0
91500,20160110,11,PCA,66.39474346137288
91500,20160110,11,PM2.5,114.0
91506,20160110,12,PCA,40.757153403053614
91506,20160110,12,PM2.5,78.0
91512,20160110,13,PCA,29.661079127463914
91512,20160110,13,PM2.5,63.0
91518,20160110,14,PCA,19.30176026374647
91518,20160110,14,PM2.5,50.0
91524,20160110,15,PCA,3.260129053804447
91524,20160110,15,PM2.5,28.0
91530,20160110,16,PCA,-1.4702185657313642
91530,20160110,16,PM2.5,21.0
91536,20160110,17,PCA,4.190485321622275
91536,20160110,17,PM2.5,28.0
91542,20160110,18,PCA,7.626376637915231
91542,20160110,18,PM2.5,33.0
91548,20160110,19,PCA,-12.98470665219362
91548,20160110,19,PM2.5,12.0
91554,20160110,20,PCA,-17.124631339578432
91554,20160110,20,PM2.5,11.0
91560,20160110,21,PCA,-20.886752354430214
91560,20160110,21,PM2.5,8.0
91566,20160110,22,PCA,-23.60876140258876
91566,20160110,22,PM2.5,11.0
91572,20160110,23,PCA,-23.05375783897004
91572,20160110,23,PM2.5,14.0
91578,20160111,0,PCA,-14.904578432889661
91578,20160111,0,PM2.5,25.0
91584,20160111,1,PCA,-24.728997100011647
91584,20160111,1,PM2.5,17.0
91590,20160111,2,PCA,-39.357772419667256
91590,20160111,2,PM2.5,6.0
91596,20160111,3,PCA,-45.31967133602797
91596,20160111,3,PM2.5,8.0
91602,20160111,4,PCA,-54.309981343910756
91602,20160111,4,PM2.5,3.0
91608,20160111,5,PCA,-53.84073889562573
91608,20160111,5,PM2.5,7.0
91614,20160111,6,PCA,-52.77596399392816
91614,20160111,6,PM2.5,9.0
91620,20160111,7,PCA,-49.65738470727101
91620,20160111,7,PM2.5,15.0
91626,20160111,8,PCA,-46.894252730366624
91626,20160111,8,PM2.5,20.0
91632,20160111,9,PCA,-45.07103423643547
91632,20160111,9,PM2.5,24.0
91638,20160111,10,PCA,-49.69957587675858
91638,20160111,10,PM2.5,25.0
91644,20160111,11,PCA,-58.20606817147717
91644,20160111,11,PM2.5,21.0
91650,20160111,12,PCA,-60.92386520698366
91650,20160111,12,PM2.5,19.0
91656,20160111,13,PCA,-69.64591558117642
91656,20160111,13,PM2.5,10.0
91674,20160111,16,PCA,-68.3146101326264
91674,20160111,16,PM2.5,8.0
91680,20160111,17,PCA,-61.848299710099944
91680,20160111,17,PM2.5,17.0
91686,20160111,18,PCA,-59.508934039658044
91686,20160111,18,PM2.5,19.0
91692,20160111,19,PCA,-54.82279181228418
91692,20160111,19,PM2.5,24.0
91698,20160111,20,PCA,-52.07134830785912
91698,20160111,20,PM2.5,25.0
91704,20160111,21,PCA,-48.126387906946924
91704,20160111,21,PM2.5,31.0
91710,20160111,22,PCA,-52.88088792781009
91710,20160111,22,PM2.5,25.0
91716,20160111,23,PCA,-51.395106903312104
91716,20160111,23,PM2.5,28.0
91722,20160112,0,PCA,-47.65235443356803
91722,20160112,0,PM2.5,32.0
91728,20160112,1,PCA,-40.7678379128868
91728,20160112,1,PM2.5,40.0
91734,20160112,2,PCA,-24.982683823873618
91734,20160112,2,PM2.5,60.0
91740,20160112,3,PCA,-23.042335407435896
91740,20160112,3,PM2.5,62.0
91746,20160112,4,PCA,-34.96695309600521
91746,20160112,4,PM2.5,46.0
91752,20160112,5,PCA,-51.59256064128887
91752,20160112,5,PM2.5,22.0
91758,20160112,6,PCA,-51.839933093737336
91758,20160112,6,PM2.5,23.0
91764,20160112,7,PCA,-55.5444064927163
91764,20160112,7,PM2.5,17.0
91770,20160112,8,PCA,-52.226544550461114
91770,20160112,8,PM2.5,22.0
91776,20160112,9,PCA,-47.08421328590698
91776,20160112,9,PM2.5,29.0
91782,20160112,10,PCA,-50.06107124634128
91782,20160112,10,PM2.5,24.0
91788,20160112,11,PCA,-50.54994246275944
91788,20160112,11,PM2.5,20.0
91794,20160112,12,PCA,-52.07100059060212
91794,20160112,12,PM2.5,17.0
91800,20160112,13,PCA,-52.93941871613869
91800,20160112,13,PM2.5,15.0
91806,20160112,14,PCA,-48.98857185537219
91806,20160112,14,PM2.5,21.0
91812,20160112,15,PCA,-53.40865418355008
91812,20160112,15,PM2.5,14.0
91818,20160112,16,PCA,-56.509254671288254
91818,20160112,16,PM2.5,10.0
91824,20160112,17,PCA,-57.02140088971766
91824,20160112,17,PM2.5,9.0
91830,20160112,18,PCA,-55.28685827044942
91830,20160112,18,PM2.5,12.0
91836,20160112,19,PCA,-54.40404961894272
91836,20160112,19,PM2.5,13.0
91842,20160112,20,PCA,-53.348920039209474
91842,20160112,20,PM2.5,14.0
91848,20160112,21,PCA,-50.7108926417637
91848,20160112,21,PM2.5,17.0
91854,20160112,22,PCA,-47.2409557157058
91854,20160112,22,PM2.5,21.0
91860,20160112,23,PCA,-50.45846608219426
91860,20160112,23,PM2.5,15.0
91866,20160113,0,PCA,-40.86461580898621
91866,20160113,0,PM2.5,27.0
91872,20160113,1,PCA,-30.859181031606195
91872,20160113,1,PM2.5,39.0
91878,20160113,2,PCA,-43.59704013682824
91878,20160113,2,PM2.5,24.0
91884,20160113,3,PCA,-39.559726565415446
91884,20160113,3,PM2.5,30.0
91890,20160113,4,PCA,-30.081164525717142
91890,20160113,4,PM2.5,43.0
91896,20160113,5,PCA,-55.815306832283596
91896,20160113,5,PM2.5,9.0
91902,20160113,6,PCA,-52.11669357749727
91902,20160113,6,PM2.5,15.0
91908,20160113,7,PCA,-49.972787949112195
91908,20160113,7,PM2.5,16.0
91914,20160113,8,PCA,-49.231136078861006
91914,20160113,8,PM2.5,17.0
91920,20160113,9,PCA,-34.851115976968984
91920,20160113,9,PM2.5,35.0
91926,20160113,10,PCA,-36.93971152726523
91926,20160113,10,PM2.5,34.0
91932,20160113,11,PCA,-41.770042112457986
91932,20160113,11,PM2.5,34.0
91938,20160113,12,PCA,-52.375139626100335
91938,20160113,12,PM2.5,22.0
91944,20160113,13,PCA,-65.02852132502537
91944,20160113,13,PM2.5,7.0
91950,20160113,14,PCA,-67.68211794005931
91950,20160113,14,PM2.5,6.0
91956,20160113,15,PCA,-67.16368612092921
91956,20160113,15,PM2.5,7.0
91962,20160113,16,PCA,-68.73991853188272
91962,20160113,16,PM2.5,8.0
91968,20160113,17,PCA,-70.3768029519025
91968,20160113,17,PM2.5,7.0
91974,20160113,18,PCA,-70.96224451754931
91974,20160113,18,PM2.5,5.0
91980,20160113,19,PCA,-67.0510465350816
91980,20160113,19,PM2.5,9.0
91986,20160113,20,PCA,-67.17242268996382
91986,20160113,20,PM2.5,6.0
91992,20160113,21,PCA,-65.92654083641003
91992,20160113,21,PM2.5,7.0
91998,20160113,22,PCA,-64.48513579323517
91998,20160113,22,PM2.5,10.0
92004,20160113,23,PCA,-62.47305052725641
92004,20160113,23,PM2.5,11.0
92010,20160114,0,PCA,-51.56385737343095
92010,20160114,0,PM2.5,26.0
92016,20160114,1,PCA,-57.894611565808724
92016,20160114,1,PM2.5,17.0
92022,20160114,2,PCA,-58.22675312380358
92022,20160114,2,PM2.5,15.0
92028,20160114,3,PCA,-61.98171874945181
92028,20160114,3,PM2.5,10.0
92034,20160114,4,PCA,-58.0561483419954
92034,20160114,4,PM2.5,13.0
92040,20160114,5,PCA,-50.98960668700566
92040,20160114,5,PM2.5,23.0
92046,20160114,6,PCA,-56.468859414540695
92046,20160114,6,PM2.5,14.0
92052,20160114,7,PCA,-53.86018156523619
92052,20160114,7,PM2.5,18.0
92058,20160114,8,PCA,-48.83343054565417
92058,20160114,8,PM2.5,23.0
92064,20160114,9,PCA,-46.18772840518594
92064,20160114,9,PM2.5,27.0
92070,20160114,10,PCA,-44.23212500388116
92070,20160114,10,PM2.5,32.0
92076,20160114,11,PCA,-52.45451012331469
92076,20160114,11,PM2.5,23.0
92094,20160114,14,PCA,-64.89636496933689
92094,20160114,14,PM2.5,6.0
92100,20160114,15,PCA,-64.4992654923129
92100,20160114,15,PM2.5,8.0
92106,20160114,16,PCA,-65.05793402073083
92106,20160114,16,PM2.5,7.0
92112,20160114,17,PCA,-58.42426227592098
92112,20160114,17,PM2.5,16.0
92118,20160114,18,PCA,-59.991801930616035
92118,20160114,18,PM2.5,14.0
92124,20160114,19,PCA,-59.57888748045291
92124,20160114,19,PM2.5,14.0
92130,20160114,20,PCA,-47.437011367006555
92130,20160114,20,PM2.5,28.0
92136,20160114,21,PCA,-49.39380640034855
92136,20160114,21,PM2.5,26.0
92142,20160114,22,PCA,-47.87265377132805
92142,20160114,22,PM2.5,28.0
92148,20160114,23,PCA,-38.342466463792206
92148,20160114,23,PM2.5,42.0
92154,20160115,0,PCA,-42.24470783346904
92154,20160115,0,PM2.5,35.0
92160,20160115,1,PCA,-16.207490155090156
92160,20160115,1,PM2.5,71.0
92166,20160115,2,PCA,14.725044380891635
92166,20160115,2,PM2.5,114.0
92172,20160115,3,PCA,12.988297763682747
92172,20160115,3,PM2.5,113.0
92178,20160115,4,PCA,6.883721777070352
92178,20160115,4,PM2.5,98.0
92184,20160115,5,PCA,-3.455529317719747
92184,20160115,5,PM2.5,79.0
92190,20160115,6,PCA,-11.456933378201754
92190,20160115,6,PM2.5,64.0
92196,20160115,7,PCA,-17.657488853413774
92196,20160115,7,PM2.5,52.0
92202,20160115,8,PCA,-14.042044819494345
92202,20160115,8,PM2.5,54.0
92208,20160115,9,PCA,-1.0762171172924573
92208,20160115,9,PM2.5,70.0
92214,20160115,10,PCA,42.42067684973143
92214,20160115,10,PM2.5,121.0
92220,20160115,11,PCA,52.887789459938595
92220,20160115,11,PM2.5,121.0
92226,20160115,12,PCA,8.317677755015477
92226,20160115,12,PM2.5,69.0
92232,20160115,13,PCA,3.8201354151115234
92232,20160115,13,PM2.5,68.0
92238,20160115,14,PCA,-8.987267468304452
92238,20160115,14,PM2.5,50.0
92244,20160115,15,PCA,-5.242839947491138
92244,20160115,15,PM2.5,55.0
92250,20160115,16,PCA,2.303813671132736
92250,20160115,16,PM2.5,57.0
92256,20160115,17,PCA,13.26544098727439
92256,20160115,17,PM2.5,65.0
92262,20160115,18,PCA,17.76098064207287
92262,20160115,18,PM2.5,63.0
92268,20160115,19,PCA,22.528740254189547
92268,20160115,19,PM2.5,62.0
92274,20160115,20,PCA,34.86474839951488
92274,20160115,20,PM2.5,71.0
92280,20160115,21,PCA,46.744411698186205
92280,20160115,21,PM2.5,81.0
92286,20160115,22,PCA,54.90254083432356
92286,20160115,22,PM2.5,87.0
92292,20160115,23,PCA,70.61130787828964
92292,20160115,23,PM2.5,114.0
92298,20160116,0,PCA,80.64897519366012
92298,20160116,0,PM2.5,127.0
92304,20160116,1,PCA,121.85226103385911
92304,20160116,1,PM2.5,178.0
92310,20160116,2,PCA,138.80060964753588
92310,20160116,2,PM2.5,196.0
92316,20160116,3,PCA,151.97027000772613
92316,20160116,3,PM2.5,217.0
92322,20160116,4,PCA,128.7896442541985
92322,20160116,4,PM2.5,185.0
92328,20160116,5,PCA,111.49662504263394
92328,20160116,5,PM2.5,160.0
92334,20160116,6,PCA,108.08070304285688
92334,20160116,6,PM2.5,150.0
92340,20160116,7,PCA,95.39689416876296
92340,20160116,7,PM2.5,127.0
92346,20160116,8,PCA,88.93576339593591
