,date,hour,type,通州
282462,20191017,6,PM2.5,60.0
282468,20191017,7,PCA,-23.31074915225587
282468,20191017,7,PM2.5,57.0
282474,20191017,8,PCA,-17.644613776751058
282474,20191017,8,PM2.5,61.0
282480,20191017,9,PCA,-11.754687477920552
282480,20191017,9,PM2.5,65.0
282486,20191017,10,PCA,-14.478421973828318
282486,20191017,10,PM2.5,63.0
282492,20191017,11,PCA,-9.485661124714689
282492,20191017,11,PM2.5,65.0
282498,20191017,12,PCA,-0.048268979154742944
282498,20191017,12,PM2.5,71.0
282504,20191017,13,PCA,0.012647128044800763
282504,20191017,13,PM2.5,71.0
282510,20191017,14,PCA,-8.663861599674798
282510,20191017,14,PM2.5,65.0
282516,20191017,15,PCA,-14.713793598271549
282516,20191017,15,PM2.5,61.0
282522,20191017,16,PCA,-15.563501131661052
282522,20191017,16,PM2.5,60.0
282528,20191017,17,PCA,-6.193900631087173
282528,20191017,17,PM2.5,65.0
282534,20191017,18,PCA,-5.007840901786775
282534,20191017,18,PM2.5,67.0
282540,20191017,19,PCA,-6.813895391687304
282540,20191017,19,PM2.5,66.0
282546,20191017,20,PCA,-20.161116787514676
282546,20191017,20,PM2.5,58.0
282552,20191017,21,PCA,-20.16194912240121
282552,20191017,21,PM2.5,58.0
282558,20191017,22,PCA,-23.332433130073817
282558,20191017,22,PM2.5,56.0
282564,20191017,23,PCA,-27.186557141155163
282564,20191017,23,PM2.5,53.0
282570,20191018,0,PCA,-17.906648116076237
282570,20191018,0,PM2.5,59.0
282576,20191018,1,PCA,-24.661453323147075
282576,20191018,1,PM2.5,55.0
282582,20191018,2,PCA,-23.974353449874993
282582,20191018,2,PM2.5,56.0
282588,20191018,3,PCA,-30.760275776894783
282588,20191018,3,PM2.5,52.0
282594,20191018,4,PCA,-29.17205533579702
282594,20191018,4,PM2.5,53.0
282600,20191018,5,PCA,-33.04502923339565
282600,20191018,5,PM2.5,51.0
282606,20191018,6,PCA,-35.95714532793028
282606,20191018,6,PM2.5,49.0
282612,20191018,7,PCA,-41.74948622274262
282612,20191018,7,PM2.5,45.0
282618,20191018,8,PCA,-38.45375956096622
282618,20191018,8,PM2.5,47.0
282624,20191018,9,PCA,-14.46469662694743
282624,20191018,9,PM2.5,62.0
282630,20191018,10,PCA,10.533488786723671
282630,20191018,10,PM2.5,78.0
282636,20191018,11,PCA,5.09898273753482
282636,20191018,11,PM2.5,75.0
282642,20191018,12,PCA,-11.721173947940894
282642,20191018,12,PM2.5,67.0
282648,20191018,13,PCA,-17.810760484933994
282648,20191018,13,PM2.5,65.0
282654,20191018,14,PCA,-24.991272276769617
282654,20191018,14,PM2.5,63.0
282660,20191018,15,PCA,-26.917544608610605
282660,20191018,15,PM2.5,63.0
282666,20191018,16,PCA,-23.589577480456974
282666,20191018,16,PM2.5,65.0
282672,20191018,17,PCA,-11.113592342831017
282672,20191018,17,PM2.5,70.0
282678,20191018,18,PCA,10.325031641429742
282678,20191018,18,PM2.5,81.0
282684,20191018,19,PCA,26.61587375518237
282684,20191018,19,PM2.5,86.0
282690,20191018,20,PCA,44.052323750011766
282690,20191018,20,PM2.5,93.0
282696,20191018,21,PCA,48.13107101930534
282696,20191018,21,PM2.5,96.0
282702,20191018,22,PCA,61.94672590471552
282702,20191018,22,PM2.5,105.0
282708,20191018,23,PCA,65.13030948070633
282708,20191018,23,PM2.5,108.0
282714,20191019,0,PCA,62.28549400512745
282714,20191019,0,PM2.5,106.0
282720,20191019,1,PCA,69.99886656692655
282720,20191019,1,PM2.5,112.0
282726,20191019,2,PCA,75.21742009577999
282726,20191019,2,PM2.5,116.0
282732,20191019,3,PCA,74.32225640247722
282732,20191019,3,PM2.5,116.0
282738,20191019,4,PCA,79.52937503278551
282738,20191019,4,PM2.5,119.0
282744,20191019,5,PCA,79.08179318613413
282744,20191019,5,PM2.5,119.0
282750,20191019,6,PCA,75.03270492334032
282750,20191019,6,PM2.5,118.0
282756,20191019,7,PCA,54.55039709274647
282756,20191019,7,PM2.5,106.0
282762,20191019,8,PCA,73.56292152919212
282762,20191019,8,PM2.5,118.0
282768,20191019,9,PCA,104.00128221009261
282768,20191019,9,PM2.5,135.0
282774,20191019,10,PCA,138.1548152988345
282774,20191019,10,PM2.5,155.0
282780,20191019,11,PCA,147.33552977565515
282780,20191019,11,PM2.5,161.0
282786,20191019,12,PCA,149.2799759181363
282786,20191019,12,PM2.5,163.0
282792,20191019,13,PCA,141.71184992674446
282792,20191019,13,PM2.5,163.0
282798,20191019,14,PCA,137.963675654275
282798,20191019,14,PM2.5,166.0
282804,20191019,15,PCA,138.1308479033695
282804,20191019,15,PM2.5,167.0
282810,20191019,16,PCA,133.73427472718762
282810,20191019,16,PM2.5,162.0
282816,20191019,17,PCA,132.9670162480247
282816,20191019,17,PM2.5,160.0
282822,20191019,18,PCA,139.67566447725497
282822,20191019,18,PM2.5,158.0
282828,20191019,19,PCA,160.97353220775184
282828,20191019,19,PM2.5,171.0
282834,20191019,20,PCA,170.3076184279353
282834,20191019,20,PM2.5,176.0
282840,20191019,21,PCA,168.61049369000585
282840,20191019,21,PM2.5,178.0
282846,20191019,22,PCA,155.256094575324
282846,20191019,22,PM2.5,171.0
282852,20191019,23,PCA,163.4538344058109
282852,20191019,23,PM2.5,175.0
282858,20191020,0,PCA,171.3693139131177
282858,20191020,0,PM2.5,180.0
282864,20191020,1,PCA,178.16667113868266
282864,20191020,1,PM2.5,185.0
282870,20191020,2,PCA,163.2317081522583
282870,20191020,2,PM2.5,175.0
282876,20191020,3,PCA,165.7256948503174
282876,20191020,3,PM2.5,177.0
282882,20191020,4,PCA,155.54001956827713
282882,20191020,4,PM2.5,170.0
282888,20191020,5,PCA,143.3054424301695
282888,20191020,5,PM2.5,161.0
282894,20191020,6,PCA,148.5188714193865
282894,20191020,6,PM2.5,165.0
282900,20191020,7,PCA,161.88813027741764
282900,20191020,7,PM2.5,175.0
282906,20191020,8,PCA,185.8914785990269
282906,20191020,8,PM2.5,192.0
282912,20191020,9,PCA,188.9306325477556
282912,20191020,9,PM2.5,194.0
282918,20191020,10,PCA,134.17044955017823
282918,20191020,10,PM2.5,154.0
282924,20191020,11,PCA,-29.573960864251433
282924,20191020,11,PM2.5,56.0
282930,20191020,12,PCA,-17.509176885390712
282930,20191020,12,PM2.5,41.0
282936,20191020,13,PCA,-18.144284230299657
282936,20191020,13,PM2.5,37.0
282942,20191020,14,PCA,-17.86076301904672
282942,20191020,14,PM2.5,36.0
282948,20191020,15,PCA,-17.62435137790361
282948,20191020,15,PM2.5,38.0
282954,20191020,16,PCA,-26.55039508056727
282954,20191020,16,PM2.5,33.0
282960,20191020,17,PCA,-34.25433963840358
282960,20191020,17,PM2.5,29.0
282966,20191020,18,PCA,-38.763821450148136
282966,20191020,18,PM2.5,27.0
282972,20191020,19,PCA,-43.56541319491082
282972,20191020,19,PM2.5,25.0
282978,20191020,20,PCA,-48.10084059591554
282978,20191020,20,PM2.5,25.0
282984,20191020,21,PCA,-41.970090103759084
282984,20191020,21,PM2.5,26.0
282990,20191020,22,PCA,-34.82791931587649
282990,20191020,22,PM2.5,23.0
282996,20191020,23,PCA,-27.142894575189818
282996,20191020,23,PM2.5,26.0
283002,20191021,0,PCA,-44.07627654641187
283002,20191021,0,PM2.5,22.0
283008,20191021,1,PCA,-58.31545766211087
283008,20191021,1,PM2.5,16.0
283014,20191021,2,PCA,-73.7855690516883
283014,20191021,2,PM2.5,12.0
283020,20191021,3,PCA,-94.26610021945612
283020,20191021,3,PM2.5,5.0
283026,20191021,4,PCA,-96.40311520962241
283026,20191021,4,PM2.5,3.0
283032,20191021,5,PCA,-87.01954778078456
283032,20191021,5,PM2.5,7.0
283038,20191021,6,PCA,-78.18730179256586
283038,20191021,6,PM2.5,9.0
283044,20191021,7,PCA,-77.05726576177805
283044,20191021,7,PM2.5,9.0
283050,20191021,8,PCA,-72.6345209867948
283050,20191021,8,PM2.5,9.0
283056,20191021,9,PCA,-68.54971188728669
283056,20191021,9,PM2.5,12.0
283062,20191021,10,PCA,-72.18718757878734
283062,20191021,10,PM2.5,12.0
283068,20191021,11,PCA,-71.35814563247908
283068,20191021,11,PM2.5,12.0
283074,20191021,12,PCA,-78.60748599730172
283074,20191021,12,PM2.5,14.0
283080,20191021,13,PCA,-85.00736744747933
283080,20191021,13,PM2.5,12.0
283086,20191021,14,PCA,-88.76693556207668
283086,20191021,14,PM2.5,13.0
283092,20191021,15,PCA,-77.0451248170871
283092,20191021,15,PM2.5,18.0
283098,20191021,16,PCA,-68.94918752656763
283098,20191021,16,PM2.5,21.0
283104,20191021,17,PCA,-64.3678251151489
283104,20191021,17,PM2.5,19.0
283110,20191021,18,PCA,-38.30986747816065
283110,20191021,18,PM2.5,27.0
283116,20191021,19,PCA,-24.009517504352782
283116,20191021,19,PM2.5,31.0
283122,20191021,20,PCA,-24.674226431035375
283122,20191021,20,PM2.5,33.0
283128,20191021,21,PCA,-31.671318963563444
283128,20191021,21,PM2.5,31.0
283134,20191021,22,PCA,-30.652674873883512
283134,20191021,22,PM2.5,28.0
283140,20191021,23,PCA,-22.601573102882856
283140,20191021,23,PM2.5,33.0
283146,20191022,0,PCA,-34.17017430482676
283146,20191022,0,PM2.5,27.0
283152,20191022,1,PCA,-33.6619416978417
283152,20191022,1,PM2.5,31.0
283158,20191022,2,PCA,-27.675615814265324
283158,20191022,2,PM2.5,34.0
283164,20191022,3,PCA,-34.053584211148134
283164,20191022,3,PM2.5,39.0
283170,20191022,4,PCA,-33.820376543436154
283170,20191022,4,PM2.5,39.0
283176,20191022,5,PCA,-35.726034591513674
283176,20191022,5,PM2.5,37.0
283182,20191022,6,PCA,-43.197870972533245
283182,20191022,6,PM2.5,33.0
283188,20191022,7,PCA,-43.348964443089855
283188,20191022,7,PM2.5,30.0
283194,20191022,8,PCA,-41.32030484913593
283194,20191022,8,PM2.5,30.0
283200,20191022,9,PCA,-40.76965957444421
283200,20191022,9,PM2.5,31.0
283206,20191022,10,PCA,-33.125763763861656
283206,20191022,10,PM2.5,33.0
283212,20191022,11,PCA,-25.773375693116733
283212,20191022,11,PM2.5,45.0
283218,20191022,12,PCA,-22.208406080266275
283218,20191022,12,PM2.5,53.0
283224,20191022,13,PCA,-19.579134115104104
283224,20191022,13,PM2.5,57.0
283230,20191022,14,PCA,-21.02029216574445
283230,20191022,14,PM2.5,58.0
283236,20191022,15,PCA,-22.316674142098258
283236,20191022,15,PM2.5,56.0
283242,20191022,16,PCA,-27.566888553351717
283242,20191022,16,PM2.5,54.0
283248,20191022,17,PCA,-22.012452318704796
283248,20191022,17,PM2.5,54.0
283254,20191022,18,PCA,-2.8495534365174535
283254,20191022,18,PM2.5,59.0
283260,20191022,19,PCA,18.284887881573987
283260,20191022,19,PM2.5,63.0
283266,20191022,20,PCA,27.60877632580239
283266,20191022,20,PM2.5,71.0
283272,20191022,21,PCA,28.07458228040837
283272,20191022,21,PM2.5,72.0
283278,20191022,22,PCA,16.924380356044594
283278,20191022,22,PM2.5,70.0
283284,20191022,23,PCA,10.373809217010617
283284,20191022,23,PM2.5,65.0
283290,20191023,0,PCA,14.039632819673947
283290,20191023,0,PM2.5,72.0
283296,20191023,1,PCA,12.25347227170331
283296,20191023,1,PM2.5,74.0
283302,20191023,2,PCA,13.388986326513292
283302,20191023,2,PM2.5,75.0
283308,20191023,3,PCA,7.499892362569316
283308,20191023,3,PM2.5,71.0
283314,20191023,4,PCA,-0.6445026076996226
283314,20191023,4,PM2.5,66.0
283320,20191023,5,PCA,-6.294910879909435
283320,20191023,5,PM2.5,63.0
283326,20191023,6,PCA,-12.61752425698284
283326,20191023,6,PM2.5,60.0
283332,20191023,7,PCA,-14.648202005095591
283332,20191023,7,PM2.5,59.0
283338,20191023,8,PCA,-11.699844250975598
283338,20191023,8,PM2.5,61.0
283344,20191023,9,PCA,-0.5162953319779734
283344,20191023,9,PM2.5,68.0
283350,20191023,10,PCA,6.264421355246843
283350,20191023,10,PM2.5,72.0
283356,20191023,11,PCA,-29.132250600539265
283356,20191023,11,PM2.5,63.0
283362,20191023,12,PCA,-30.899622424490587
283362,20191023,12,PM2.5,54.0
283368,20191023,13,PCA,-5.7988123895386146
283368,20191023,13,PM2.5,73.0
283374,20191023,14,PCA,-5.2486758522387085
283374,20191023,14,PM2.5,74.0
283380,20191023,15,PCA,-8.438603806194154
283380,20191023,15,PM2.5,76.0
283386,20191023,16,PCA,-4.174782861393118
283386,20191023,16,PM2.5,81.0
283392,20191023,17,PCA,10.652077479728225
283392,20191023,17,PM2.5,87.0
283398,20191023,18,PCA,32.50363116197723
283398,20191023,18,PM2.5,95.0
283404,20191023,19,PCA,62.441311862232325
283404,20191023,19,PM2.5,104.0
283410,20191023,20,PCA,81.96219849399317
283410,20191023,20,PM2.5,115.0
283416,20191023,21,PCA,95.41317379883745
283416,20191023,21,PM2.5,123.0
283422,20191023,22,PCA,106.83695184539218
283422,20191023,22,PM2.5,126.0
283428,20191023,23,PCA,117.8250924776993
283428,20191023,23,PM2.5,136.0
283434,20191024,0,PCA,129.21288241204485
283434,20191024,0,PM2.5,143.0
283440,20191024,1,PCA,140.79146039908468
283440,20191024,1,PM2.5,152.0
283446,20191024,2,PCA,148.72266700968655
283446,20191024,2,PM2.5,158.0
283452,20191024,3,PCA,138.23383950825698
283452,20191024,3,PM2.5,152.0
283458,20191024,4,PCA,115.26385533851271
283458,20191024,4,PM2.5,139.0
283464,20191024,5,PCA,161.34368880633662
283464,20191024,5,PM2.5,169.0
283470,20191024,6,PCA,182.64581894474256
283470,20191024,6,PM2.5,185.0
283476,20191024,7,PCA,166.1277600568568
283476,20191024,7,PM2.5,174.0
283482,20191024,8,PCA,150.03905890766788
283482,20191024,8,PM2.5,162.0
283488,20191024,9,PCA,168.39712349670376
283488,20191024,9,PM2.5,176.0
283494,20191024,10,PCA,169.97938706327858
283494,20191024,10,PM2.5,177.0
283500,20191024,11,PCA,152.53138093595396
283500,20191024,11,PM2.5,164.0
283506,20191024,12,PCA,172.01172948116437
283506,20191024,12,PM2.5,178.0
283512,20191024,13,PCA,129.45714751889705
283512,20191024,13,PM2.5,149.0
283518,20191024,14,PCA,-52.67164185323295
283518,20191024,14,PM2.5,41.0
283524,20191024,15,PCA,-99.03649377354719
283524,20191024,15,PM2.5,13.0
283530,20191024,16,PCA,-94.55818775280746
283530,20191024,16,PM2.5,15.0
283536,20191024,17,PCA,-96.57060636790632
283536,20191024,17,PM2.5,13.0
283542,20191024,18,PCA,-104.1386162340803
283542,20191024,18,PM2.5,11.0
283548,20191024,19,PCA,-110.91421441302673
283548,20191024,19,PM2.5,6.0
283554,20191024,20,PCA,-108.07444932423677
283554,20191024,20,PM2.5,7.0
283560,20191024,21,PCA,-112.22471526438846
283560,20191024,21,PM2.5,3.0
283566,20191024,22,PCA,-103.30262154166546
283566,20191024,22,PM2.5,7.0
283572,20191024,23,PCA,-113.2238558207767
283572,20191024,23,PM2.5,2.0
283578,20191025,0,PCA,-116.07698151248528
283578,20191025,0,PM2.5,5.0
283584,20191025,1,PCA,-115.79034265617825
283584,20191025,1,PM2.5,5.0
283590,20191025,2,PCA,-115.82551471175941
283590,20191025,2,PM2.5,4.0
283596,20191025,3,PCA,-116.32963413248345
283596,20191025,3,PM2.5,5.0
283602,20191025,4,PCA,-115.70967439694253
283602,20191025,4,PM2.5,6.0
283608,20191025,5,PCA,-117.25397798178514
283608,20191025,5,PM2.5,2.0
283614,20191025,6,PCA,-118.8370738832465
283614,20191025,6,PM2.5,1.0
283620,20191025,7,PCA,-117.70668436807291
283620,20191025,7,PM2.5,2.0
283626,20191025,8,PCA,-105.92750371412419
283626,20191025,8,PM2.5,6.0
283632,20191025,9,PCA,-114.76025843973473
283632,20191025,9,PM2.5,4.0
283638,20191025,10,PCA,-115.71791658163302
283638,20191025,10,PM2.5,5.0
283644,20191025,11,PCA,-117.43932906687446
283644,20191025,11,PM2.5,2.0
283650,20191025,12,PCA,-118.05609608856072
283650,20191025,12,PM2.5,1.0
283656,20191025,13,PCA,-118.60370481835692
283656,20191025,13,PM2.5,1.0
283662,20191025,14,PCA,-114.349108530734
283662,20191025,14,PM2.5,7.0
283668,20191025,15,PCA,-116.53273047502661
283668,20191025,15,PM2.5,3.0
283674,20191025,16,PCA,-113.77180576937883
283674,20191025,16,PM2.5,7.0
283680,20191025,17,PCA,-110.07239557994191
283680,20191025,17,PM2.5,7.0
283686,20191025,18,PCA,-97.1221012684191
283686,20191025,18,PM2.5,9.0
283692,20191025,19,PCA,-88.23733844260352
283692,20191025,19,PM2.5,11.0
283698,20191025,20,PCA,-66.87173740779969
283698,20191025,20,PM2.5,17.0
283704,20191025,21,PCA,-62.81038191157418
283704,20191025,21,PM2.5,19.0
283710,20191025,22,PCA,-59.185526847840705
283710,20191025,22,PM2.5,21.0
283716,20191025,23,PCA,-66.66021371790563
283716,20191025,23,PM2.5,16.0
283722,20191026,0,PCA,-74.561533203737
283722,20191026,0,PM2.5,15.0
283728,20191026,1,PCA,-63.26308829786198
283728,20191026,1,PM2.5,19.0
283734,20191026,2,PCA,-31.738510614148886
283734,20191026,2,PM2.5,30.0
283740,20191026,3,PCA,-69.09548661958108
283740,20191026,3,PM2.5,21.0
283746,20191026,4,PCA,-85.58878292233278
283746,20191026,4,PM2.5,15.0
283752,20191026,5,PCA,-82.88910404278755
283752,20191026,5,PM2.5,14.0
283758,20191026,6,PCA,-85.60771399905889
283758,20191026,6,PM2.5,12.0
283764,20191026,7,PCA,-79.15495638231386
283764,20191026,7,PM2.5,14.0
283770,20191026,8,PCA,-70.12955774021762
283770,20191026,8,PM2.5,15.0
283776,20191026,9,PCA,-63.43258088218329
283776,20191026,9,PM2.5,19.0
283782,20191026,10,PCA,-70.97867443005343
283782,20191026,10,PM2.5,18.0
283788,20191026,11,PCA,-86.47637536865396
283788,20191026,11,PM2.5,16.0
283794,20191026,12,PCA,-78.1697817481863
283794,20191026,12,PM2.5,20.0
283800,20191026,13,PCA,-67.43786952142199
283800,20191026,13,PM2.5,30.0
283806,20191026,14,PCA,-48.22547728448658
283806,20191026,14,PM2.5,46.0
283812,20191026,15,PCA,-43.33334524154744
283812,20191026,15,PM2.5,50.0
283818,20191026,16,PCA,-26.70855136126594
283818,20191026,16,PM2.5,61.0
283824,20191026,17,PCA,-39.35309681131713
283824,20191026,17,PM2.5,53.0
283830,20191026,18,PCA,-32.11730741752867
283830,20191026,18,PM2.5,54.0
283836,20191026,19,PCA,-19.675822481821886
283836,20191026,19,PM2.5,58.0
283842,20191026,20,PCA,-17.387177386059545
283842,20191026,20,PM2.5,52.0
283848,20191026,21,PCA,-15.720532939476334
283848,20191026,21,PM2.5,52.0
283854,20191026,22,PCA,-21.000349022553724
283854,20191026,22,PM2.5,52.0
283860,20191026,23,PCA,-23.827419240678772
283860,20191026,23,PM2.5,52.0
283866,20191027,0,PCA,-22.78949058988695
283866,20191027,0,PM2.5,53.0
283872,20191027,1,PCA,-13.508749229921486
283872,20191027,1,PM2.5,59.0
283878,20191027,2,PCA,-8.979923109316935
283878,20191027,2,PM2.5,62.0
283884,20191027,3,PCA,-14.183935354147664
283884,20191027,3,PM2.5,58.0
283890,20191027,4,PCA,-19.602224189964247
283890,20191027,4,PM2.5,57.0
283896,20191027,5,PCA,-18.323112842778656
283896,20191027,5,PM2.5,59.0
283902,20191027,6,PCA,-16.047792528408802
283902,20191027,6,PM2.5,61.0
283908,20191027,7,PCA,-29.17122300091048
283908,20191027,7,PM2.5,53.0
283914,20191027,8,PCA,-22.832882520542064
283914,20191027,8,PM2.5,57.0
283920,20191027,9,PCA,-26.814044385817468
283920,20191027,9,PM2.5,54.0
283926,20191027,10,PCA,-15.983174969962816
283926,20191027,10,PM2.5,61.0
283932,20191027,11,PCA,-9.745774807784315
283932,20191027,11,PM2.5,65.0
283938,20191027,12,PCA,-15.467510466783619
283938,20191027,12,PM2.5,62.0
283944,20191027,13,PCA,-32.392904903417616
283944,20191027,13,PM2.5,53.0
283950,20191027,14,PCA,-39.15106502466022
283950,20191027,14,PM2.5,49.0
283956,20191027,15,PCA,-50.90753817188611
283956,20191027,15,PM2.5,43.0
283962,20191027,16,PCA,-45.737084616181264
283962,20191027,16,PM2.5,43.0
283968,20191027,17,PCA,-31.875806142322222
283968,20191027,17,PM2.5,52.0
283974,20191027,18,PCA,-20.889309559828263
283974,20191027,18,PM2.5,58.0
283980,20191027,19,PCA,-0.041783614435922906
283980,20191027,19,PM2.5,68.0
283986,20191027,20,PCA,27.6487631887115
283986,20191027,20,PM2.5,84.0
283992,20191027,21,PCA,38.980201604834605
283992,20191027,21,PM2.5,92.0
283998,20191027,22,PCA,44.42421072678678
283998,20191027,22,PM2.5,96.0
284004,20191027,23,PCA,46.011598832998025
284004,20191027,23,PM2.5,97.0
284010,20191028,0,PCA,41.85003039777756
284010,20191028,0,PM2.5,95.0
284016,20191028,1,PCA,55.30889963114503
284016,20191028,1,PM2.5,104.0
284022,20191028,2,PCA,47.14877755758108
284022,20191028,2,PM2.5,98.0
284028,20191028,3,PCA,48.282626942618016
284028,20191028,3,PM2.5,99.0
284034,20191028,4,PCA,26.532284544245847
284034,20191028,4,PM2.5,60.0
284040,20191028,5,PCA,-54.2108283368661
284040,20191028,5,PM2.5,47.0
284046,20191028,6,PCA,-73.81268118671548
284046,20191028,6,PM2.5,34.0
284052,20191028,7,PCA,-49.46221771436247
284052,20191028,7,PM2.5,49.0
284058,20191028,8,PCA,-58.42520309807197
284058,20191028,8,PM2.5,43.0
284064,20191028,9,PCA,105.66412790777423
284064,20191028,9,PM2.5,31.0
284070,20191028,10,PCA,-1.616864584894743
284070,20191028,10,PM2.5,19.0
284076,20191028,11,PCA,-22.893851115945882
284076,20191028,11,PM2.5,16.0
284082,20191028,12,PCA,-51.718645294798854
284082,20191028,12,PM2.5,12.0
284088,20191028,13,PCA,-69.02405413349649
284088,20191028,13,PM2.5,11.0
284094,20191028,14,PCA,-80.1184089647642
284094,20191028,14,PM2.5,9.0
284100,20191028,15,PCA,-89.84714845898752
284100,20191028,15,PM2.5,9.0
284106,20191028,16,PCA,-95.33728568456524
284106,20191028,16,PM2.5,2.0
284112,20191028,17,PCA,-98.19495210971787
284112,20191028,17,PM2.5,4.0
284118,20191028,18,PCA,-91.99464979754431
284118,20191028,18,PM2.5,8.0
284124,20191028,19,PCA,-84.12771007614889
284124,20191028,19,PM2.5,7.0
284130,20191028,20,PCA,-83.95366127659186
284130,20191028,20,PM2.5,7.0
284136,20191028,21,PCA,-100.35883942656255
284136,20191028,21,PM2.5,4.0
284142,20191028,22,PCA,-97.82490961767162
284142,20191028,22,PM2.5,6.0
284148,20191028,23,PCA,-107.79285993876567
284148,20191028,23,PM2.5,6.0
284154,20191029,0,PCA,-116.70199071886199
284154,20191029,0,PM2.5,3.0
284160,20191029,1,PCA,-93.7571584401637
284160,20191029,1,PM2.5,6.0
284166,20191029,2,PCA,-72.78940214692463
284166,20191029,2,PM2.5,9.0
284172,20191029,3,PCA,-84.97266407887605
284172,20191029,3,PM2.5,8.0
284178,20191029,4,PCA,-87.23738182958729
284178,20191029,4,PM2.5,7.0
284184,20191029,5,PCA,-74.12034290620318
284184,20191029,5,PM2.5,10.0
284190,20191029,6,PCA,-65.89181558462
284190,20191029,6,PM2.5,13.0
284196,20191029,7,PCA,-58.383302869420476
284196,20191029,7,PM2.5,22.0
284202,20191029,8,PCA,-37.272402405614386
284202,20191029,8,PM2.5,30.0
284208,20191029,9,PCA,-29.48085436702403
