,date,hour,type,密云
260742,20190512,0,PCA,-50.673026508594994
260742,20190512,0,PM2.5,23.0
260748,20190512,1,PCA,-52.480620272838856
260748,20190512,1,PM2.5,24.0
260754,20190512,2,PCA,-55.83030931566366
260754,20190512,2,PM2.5,21.0
260760,20190512,3,PCA,-58.291665557094845
260760,20190512,3,PM2.5,21.0
260766,20190512,4,PCA,-51.941246740624536
260766,20190512,4,PM2.5,25.0
260772,20190512,5,PCA,-56.50210007064252
260772,20190512,5,PM2.5,24.0
260778,20190512,6,PCA,-61.36140891020953
260778,20190512,6,PM2.5,21.0
260784,20190512,7,PCA,-51.4478966227768
260784,20190512,7,PM2.5,26.0
260790,20190512,8,PCA,-47.94808495150334
260790,20190512,8,PM2.5,28.0
260796,20190512,9,PCA,-36.023771368195135
260796,20190512,9,PM2.5,36.0
260802,20190512,10,PCA,-13.773497942015922
260802,20190512,10,PM2.5,50.0
260808,20190512,11,PCA,14.062363380167858
260808,20190512,11,PM2.5,67.0
260814,20190512,12,PCA,28.99422137357568
260814,20190512,12,PM2.5,76.0
260820,20190512,13,PCA,37.513992446335386
260820,20190512,13,PM2.5,81.0
260826,20190512,14,PCA,31.566203744534604
260826,20190512,14,PM2.5,78.0
260832,20190512,15,PCA,39.860773450850914
260832,20190512,15,PM2.5,84.0
260838,20190512,16,PCA,73.57432337734227
260838,20190512,16,PM2.5,106.0
260844,20190512,17,PCA,158.43669237783445
260844,20190512,17,PM2.5,158.0
260850,20190512,18,PCA,233.84886644355095
260850,20190512,18,PM2.5,180.0
260856,20190512,19,PCA,162.77365209937057
260856,20190512,19,PM2.5,161.0
260862,20190512,20,PCA,142.23689529465022
260862,20190512,20,PM2.5,147.0
260868,20190512,21,PCA,123.36523338294512
260868,20190512,21,PM2.5,135.0
260874,20190512,22,PCA,117.71481747780075
260874,20190512,22,PM2.5,131.0
260880,20190512,23,PCA,18.591809845522963
260880,20190512,23,PM2.5,61.0
260886,20190513,0,PCA,-61.93732632951241
260886,20190513,0,PM2.5,13.0
260892,20190513,1,PCA,-64.2048184671296
260892,20190513,1,PM2.5,11.0
260898,20190513,2,PCA,-48.67749186595726
260898,20190513,2,PM2.5,16.0
260904,20190513,3,PCA,-45.46631120953825
260904,20190513,3,PM2.5,21.0
260910,20190513,4,PCA,-36.11680935716595
260910,20190513,4,PM2.5,25.0
260916,20190513,5,PCA,-40.13008537187263
260916,20190513,5,PM2.5,16.0
260922,20190513,6,PCA,-32.81743167844387
260922,20190513,6,PM2.5,22.0
260928,20190513,7,PCA,-28.983621945205606
260928,20190513,7,PM2.5,24.0
260934,20190513,8,PCA,-37.141993290828964
260934,20190513,8,PM2.5,20.0
260940,20190513,9,PCA,-66.86494847446886
260940,20190513,9,PM2.5,16.0
260946,20190513,10,PCA,-63.52478286574558
260946,20190513,10,PM2.5,18.0
260952,20190513,11,PCA,-58.67304007908242
260952,20190513,11,PM2.5,16.0
260958,20190513,12,PCA,-69.82127335156702
260958,20190513,12,PM2.5,16.0
260964,20190513,13,PCA,-67.50422203456382
260964,20190513,13,PM2.5,16.0
260970,20190513,14,PCA,-15.894897077196962
260970,20190513,14,PM2.5,18.0
260976,20190513,15,PCA,-31.72070867231024
260976,20190513,15,PM2.5,16.0
260982,20190513,16,PCA,-37.45804194531685
260982,20190513,16,PM2.5,22.0
260988,20190513,17,PCA,-47.500829729253994
260988,20190513,17,PM2.5,11.0
260994,20190513,18,PCA,-42.134967496369065
260994,20190513,18,PM2.5,20.0
261000,20190513,19,PCA,-45.36439218588398
261000,20190513,19,PM2.5,13.0
261006,20190513,20,PCA,-43.1306070630913
261006,20190513,20,PM2.5,15.0
261012,20190513,21,PCA,-38.79542118110155
261012,20190513,21,PM2.5,21.5
261018,20190513,22,PCA,-34.4602352991118
261018,20190513,22,PM2.5,28.0
261024,20190513,23,PCA,-42.463137321111155
261024,20190513,23,PM2.5,18.0
261030,20190514,0,PCA,-36.696642470058784
261030,20190514,0,PM2.5,21.0
261036,20190514,1,PCA,-30.93014761900643
261036,20190514,1,PM2.5,24.0
261042,20190514,2,PCA,-33.13587125112531
261042,20190514,2,PM2.5,28.0
261048,20190514,3,PCA,-26.89893566891353
261048,20190514,3,PM2.5,30.0
261054,20190514,4,PCA,-32.02922657430851
261054,20190514,4,PM2.5,25.0
261060,20190514,5,PCA,-29.37572762248993
261060,20190514,5,PM2.5,26.0
261066,20190514,6,PCA,-27.640421011671467
261066,20190514,6,PM2.5,28.0
261072,20190514,7,PCA,-27.257194315305647
261072,20190514,7,PM2.5,27.0
261078,20190514,8,PCA,-19.75785339870249
261078,20190514,8,PM2.5,36.0
261084,20190514,9,PCA,-24.004145999068427
261084,20190514,9,PM2.5,36.0
261090,20190514,10,PCA,-22.02980583073733
261090,20190514,10,PM2.5,40.0
261096,20190514,11,PCA,-20.851603427577714
261096,20190514,11,PM2.5,41.0
261102,20190514,12,PCA,-16.457698955206123
261102,20190514,12,PM2.5,48.0
261108,20190514,13,PCA,-21.05489814791745
261108,20190514,13,PM2.5,45.0
261114,20190514,14,PCA,-14.426225711362159
261114,20190514,14,PM2.5,49.0
261120,20190514,15,PCA,-14.068374613659353
261120,20190514,15,PM2.5,49.0
261126,20190514,16,PCA,1.5631780495834098
261126,20190514,16,PM2.5,56.0
261132,20190514,17,PCA,27.598953005770124
261132,20190514,17,PM2.5,74.0
261138,20190514,18,PCA,24.839594576913044
261138,20190514,18,PM2.5,73.0
261144,20190514,19,PCA,17.582977592393213
261144,20190514,19,PM2.5,69.0
261150,20190514,20,PCA,24.184565768060356
261150,20190514,20,PM2.5,73.0
261156,20190514,21,PCA,26.99463665792629
261156,20190514,21,PM2.5,75.0
261162,20190514,22,PCA,31.286094641140657
261162,20190514,22,PM2.5,78.0
261168,20190514,23,PCA,36.843278587413195
261168,20190514,23,PM2.5,81.0
261174,20190515,0,PCA,30.84487091577956
261174,20190515,0,PM2.5,75.0
261180,20190515,1,PCA,37.845190605337365
261180,20190515,1,PM2.5,80.0
261186,20190515,2,PCA,40.81783116036437
261186,20190515,2,PM2.5,81.0
261192,20190515,3,PCA,39.613964945553676
261192,20190515,3,PM2.5,76.0
261198,20190515,4,PCA,37.41844478869617
261198,20190515,4,PM2.5,75.0
261204,20190515,5,PCA,35.2848348793539
261204,20190515,5,PM2.5,75.0
261210,20190515,6,PCA,33.15122497001165
261210,20190515,6,PM2.5,75.0
261216,20190515,7,PCA,36.182115343856665
261216,20190515,7,PM2.5,76.0
261222,20190515,8,PCA,47.5111099077606
261222,20190515,8,PM2.5,84.0
261228,20190515,9,PCA,51.71133324886854
261228,20190515,9,PM2.5,88.0
261234,20190515,10,PCA,61.24045846654745
261234,20190515,10,PM2.5,96.0
261240,20190515,11,PCA,72.69536385825285
261240,20190515,11,PM2.5,102.0
261246,20190515,12,PCA,72.45303083807185
261246,20190515,12,PM2.5,104.0
261252,20190515,13,PCA,72.87318041890217
261252,20190515,13,PM2.5,104.0
261258,20190515,14,PCA,62.06827580962521
261258,20190515,14,PM2.5,97.0
261264,20190515,15,PCA,76.1918478469337
261264,20190515,15,PM2.5,106.0
261270,20190515,16,PCA,83.45468350540814
261270,20190515,16,PM2.5,111.0
261276,20190515,17,PCA,80.23748930800397
261276,20190515,17,PM2.5,109.0
261282,20190515,18,PCA,69.28441817019923
261282,20190515,18,PM2.5,102.0
261288,20190515,19,PCA,64.6664247107426
261288,20190515,19,PM2.5,99.0
261294,20190515,20,PCA,65.79580836997125
261294,20190515,20,PM2.5,98.0
261300,20190515,21,PCA,71.78757453490842
261300,20190515,21,PM2.5,99.0
261306,20190515,22,PCA,66.40701389425531
261306,20190515,22,PM2.5,99.0
261312,20190515,23,PCA,55.56108439583499
261312,20190515,23,PM2.5,94.0
261318,20190516,0,PCA,63.6065029768086
261318,20190516,0,PM2.5,98.0
261324,20190516,1,PCA,63.428671060649116
261324,20190516,1,PM2.5,97.0
261330,20190516,2,PCA,64.43693767036763
261330,20190516,2,PM2.5,97.0
261336,20190516,3,PCA,68.50499550122069
261336,20190516,3,PM2.5,100.0
261342,20190516,4,PCA,66.09754768890761
261342,20190516,4,PM2.5,98.0
261348,20190516,5,PCA,55.334176267394994
261348,20190516,5,PM2.5,92.0
261354,20190516,6,PCA,41.5320095557551
261354,20190516,6,PM2.5,83.0
261360,20190516,7,PCA,46.363579148048935
261360,20190516,7,PM2.5,85.0
261366,20190516,8,PCA,28.16933987857114
261366,20190516,8,PM2.5,76.0
261372,20190516,9,PCA,24.75797516463294
261372,20190516,9,PM2.5,74.0
261378,20190516,10,PCA,39.206622249191994
261378,20190516,10,PM2.5,83.0
261384,20190516,11,PCA,37.06222208522353
261384,20190516,11,PM2.5,82.0
261390,20190516,12,PCA,25.446607952112323
261390,20190516,12,PM2.5,75.0
261396,20190516,13,PCA,10.875531696134823
261396,20190516,13,PM2.5,66.0
261402,20190516,14,PCA,13.965948753665256
261402,20190516,14,PM2.5,65.0
261408,20190516,15,PCA,14.964994254342985
261408,20190516,15,PM2.5,61.0
261414,20190516,16,PCA,17.3298422729672
261414,20190516,16,PM2.5,57.0
261420,20190516,17,PCA,17.31431533910301
261420,20190516,17,PM2.5,50.0
261426,20190516,18,PCA,17.730624498641102
261426,20190516,18,PM2.5,51.0
261432,20190516,19,PCA,14.318959199280291
261432,20190516,19,PM2.5,49.0
261438,20190516,20,PCA,11.65437473538947
261438,20190516,20,PM2.5,52.0
261444,20190516,21,PCA,12.873804443412286
261444,20190516,21,PM2.5,50.0
261450,20190516,22,PCA,10.96759502844227
261450,20190516,22,PM2.5,55.0
261456,20190516,23,PCA,8.734821442135281
261456,20190516,23,PM2.5,54.0
261462,20190517,0,PCA,18.515150066232728
261462,20190517,0,PM2.5,66.0
261468,20190517,1,PCA,44.40151992378921
261468,20190517,1,PM2.5,87.0
261474,20190517,2,PCA,49.50300248489044
261474,20190517,2,PM2.5,90.0
261480,20190517,3,PCA,44.54217683926167
261480,20190517,3,PM2.5,86.0
261486,20190517,4,PCA,62.54464577913329
261486,20190517,4,PM2.5,97.0
261492,20190517,5,PCA,66.54551663076322
261492,20190517,5,PM2.5,100.0
261498,20190517,6,PCA,65.6333224752381
261498,20190517,6,PM2.5,99.0
261504,20190517,7,PCA,70.88685601995506
261504,20190517,7,PM2.5,102.0
261510,20190517,8,PCA,72.89203248250787
261510,20190517,8,PM2.5,104.0
261516,20190517,9,PCA,69.49326532717402
261516,20190517,9,PM2.5,102.0
261522,20190517,10,PCA,74.09026285562342
261522,20190517,10,PM2.5,105.0
261528,20190517,11,PCA,78.05268825986383
261528,20190517,11,PM2.5,108.0
261534,20190517,12,PCA,81.32986607556539
261534,20190517,12,PM2.5,110.0
261540,20190517,13,PCA,69.65661835689494
261540,20190517,13,PM2.5,103.0
261546,20190517,14,PCA,67.97486188545577
261546,20190517,14,PM2.5,102.0
261552,20190517,15,PCA,56.34830746468573
261552,20190517,15,PM2.5,95.0
261558,20190517,16,PCA,37.152802055524894
261558,20190517,16,PM2.5,83.0
261564,20190517,17,PCA,28.851356462329132
261564,20190517,17,PM2.5,73.5
261570,20190517,18,PCA,20.549910869133345
261570,20190517,18,PM2.5,64.0
261576,20190517,19,PCA,-8.392244522761034
261576,20190517,19,PM2.5,54.0
261582,20190517,20,PCA,-55.01078074684473
261582,20190517,20,PM2.5,18.0
261588,20190517,21,PCA,-59.982097312455885
261588,20190517,21,PM2.5,17.0
261594,20190517,22,PCA,-63.236359618737964
261594,20190517,22,PM2.5,18.0
261600,20190517,23,PCA,-69.56912946937264
261600,20190517,23,PM2.5,13.0
261606,20190518,0,PCA,-66.69530448969559
261606,20190518,0,PM2.5,15.0
261612,20190518,1,PCA,-60.55599764596878
261612,20190518,1,PM2.5,17.0
261618,20190518,2,PCA,-52.33065634089429
261618,20190518,2,PM2.5,22.0
261624,20190518,3,PCA,-56.82435091161338
261624,20190518,3,PM2.5,19.0
261630,20190518,4,PCA,-46.181544904003694
261630,20190518,4,PM2.5,25.0
261636,20190518,5,PCA,-59.48476440922701
261636,20190518,5,PM2.5,20.0
261642,20190518,6,PCA,-48.17041586306276
261642,20190518,6,PM2.5,26.0
261648,20190518,7,PCA,-45.60748463608319
261648,20190518,7,PM2.5,28.0
261654,20190518,8,PCA,-46.84851551680867
261654,20190518,8,PM2.5,29.0
261660,20190518,9,PCA,-36.07463734463308
261660,20190518,9,PM2.5,35.0
261666,20190518,10,PCA,-37.70603354121726
261666,20190518,10,PM2.5,35.0
261672,20190518,11,PCA,-25.99071697363711
261672,20190518,11,PM2.5,42.0
261678,20190518,12,PCA,-6.412781124462243
261678,20190518,12,PM2.5,54.0
261684,20190518,13,PCA,-11.170579736722837
261684,20190518,13,PM2.5,51.0
261690,20190518,14,PCA,-14.430194510829226
261690,20190518,14,PM2.5,49.0
261696,20190518,15,PCA,-19.51633639216957
261696,20190518,15,PM2.5,46.0
261702,20190518,16,PCA,-6.560482399984566
261702,20190518,16,PM2.5,54.0
261708,20190518,17,PCA,-7.642026533615705
261708,20190518,17,PM2.5,53.0
261714,20190518,18,PCA,-16.265772762042552
261714,20190518,18,PM2.5,48.0
261720,20190518,20,PCA,-21.817109044732053
261720,20190518,20,PM2.5,43.0
261726,20190518,21,PCA,-52.46390883332174
261726,20190518,21,PM2.5,26.0
261732,20190518,22,PCA,-57.105356573391006
261732,20190518,22,PM2.5,24.0
261738,20190518,23,PCA,-50.07148696965601
261738,20190518,23,PM2.5,28.0
261744,20190519,0,PCA,-55.29142702476138
261744,20190519,0,PM2.5,25.0
261750,20190519,1,PCA,-42.96977761512138
261750,20190519,1,PM2.5,32.0
261756,20190519,2,PCA,-41.1894001954775
261756,20190519,2,PM2.5,33.0
261762,20190519,3,PCA,-27.727642102274803
261762,20190519,3,PM2.5,41.0
261768,20190519,4,PCA,-13.777422387320009
261768,20190519,4,PM2.5,50.0
261774,20190519,5,PCA,-12.683280695084528
261774,20190519,5,PM2.5,51.0
261780,20190519,6,PCA,-12.553028935944466
261780,20190519,6,PM2.5,51.0
261786,20190519,7,PCA,-39.86687872219897
261786,20190519,7,PM2.5,34.0
261792,20190519,8,PCA,-48.87787035173874
261792,20190519,8,PM2.5,29.0
261798,20190519,9,PCA,-45.52445441283466
261798,20190519,9,PM2.5,31.0
261804,20190519,10,PCA,-31.151506663475864
261804,20190519,10,PM2.5,40.0
261810,20190519,11,PCA,-23.083257708025933
261810,20190519,11,PM2.5,37.0
261816,20190519,12,PCA,6.869148171879903
261816,20190519,12,PM2.5,52.0
261822,20190519,13,PCA,-16.448450491788716
261822,20190519,13,PM2.5,36.5
261828,20190519,14,PCA,-39.76604915545733
261828,20190519,14,PM2.5,21.0
261834,20190519,15,PCA,-75.97701110023439
261834,20190519,15,PM2.5,6.0
261840,20190519,16,PCA,-78.51165772999231
261840,20190519,16,PM2.5,2.0
261846,20190519,17,PCA,-79.3584042377172
261846,20190519,17,PM2.5,2.0
261852,20190519,18,PCA,-80.20515074544207
261852,20190519,18,PM2.5,2.0
261858,20190519,19,PCA,-76.75261160864875
261858,20190519,19,PM2.5,4.0
261864,20190519,20,PCA,-79.0689786977445
261864,20190519,20,PM2.5,3.0
261870,20190519,21,PCA,-76.41460316033032
261870,20190519,21,PM2.5,7.0
261876,20190519,22,PCA,-75.69546807551264
261876,20190519,22,PM2.5,7.0
261882,20190519,23,PCA,-77.57636758359335
261882,20190519,23,PM2.5,5.0
261888,20190520,0,PCA,-77.3071069280011
261888,20190520,0,PM2.5,6.0
261894,20190520,1,PCA,-77.52518283246238
261894,20190520,1,PM2.5,7.0
261900,20190520,2,PCA,-76.30918775348971
261900,20190520,2,PM2.5,8.0
261906,20190520,3,PCA,-57.95509676933523
261906,20190520,3,PM2.5,13.0
261912,20190520,4,PCA,-44.65630607482085
261912,20190520,4,PM2.5,17.0
261918,20190520,5,PCA,-49.13532059738767
261918,20190520,5,PM2.5,16.0
261924,20190520,6,PCA,-54.78029872941904
261924,20190520,6,PM2.5,13.0
261930,20190520,7,PCA,-63.813554361269524
261930,20190520,7,PM2.5,12.0
261936,20190520,8,PCA,-79.60431559561995
261936,20190520,8,PM2.5,3.0
261942,20190520,9,PCA,-79.6085147818214
261942,20190520,9,PM2.5,3.0
261948,20190520,10,PCA,-79.61271396802283
261948,20190520,10,PM2.5,3.0
261954,20190520,11,PCA,-78.07322757774837
261954,20190520,11,PM2.5,4.0
261960,20190520,12,PCA,-77.2942223998462
261960,20190520,12,PM2.5,4.0
261966,20190520,13,PCA,-70.69280940815484
261966,20190520,13,PM2.5,13.0
261972,20190520,14,PCA,-74.59861102368357
261972,20190520,14,PM2.5,6.0
261978,20190520,15,PCA,-74.63995715123825
261978,20190520,15,PM2.5,5.0
261984,20190520,16,PCA,-75.3048615803463
261984,20190520,16,PM2.5,4.0
261990,20190520,17,PCA,-75.90293779514042
261990,20190520,17,PM2.5,2.0
261996,20190520,18,PCA,-76.40754339012183
261996,20190520,18,PM2.5,1.0
262002,20190520,19,PCA,-75.02415664777257
262002,20190520,19,PM2.5,2.0
262008,20190520,20,PCA,-63.08039683899334
262008,20190520,20,PM2.5,10.0
262014,20190520,21,PCA,-42.40087349288192
262014,20190520,21,PM2.5,12.0
262020,20190520,22,PCA,-44.43479978885272
262020,20190520,22,PM2.5,16.0
262026,20190520,23,PCA,-47.9823928062371
262026,20190520,23,PM2.5,17.0
262032,20190521,0,PCA,-50.18516510780043
262032,20190521,0,PM2.5,14.0
262038,20190521,1,PCA,-51.41762638659389
262038,20190521,1,PM2.5,12.0
262044,20190521,2,PCA,-63.32339661585126
262044,20190521,2,PM2.5,13.0
262050,20190521,3,PCA,-61.04844236768199
262050,20190521,3,PM2.5,11.0
262056,20190521,4,PCA,-68.77787877523869
262056,20190521,4,PM2.5,10.0
262062,20190521,5,PCA,-67.28809330948738
262062,20190521,5,PM2.5,11.0
262068,20190521,6,PCA,-61.42050954180839
262068,20190521,6,PM2.5,12.0
262074,20190521,7,PCA,-60.833574014467295
262074,20190521,7,PM2.5,7.0
262080,20190521,8,PCA,-52.991478373757666
262080,20190521,8,PM2.5,13.0
262086,20190521,9,PCA,-70.19103975190575
262086,20190521,9,PM2.5,11.0
262092,20190521,10,PCA,-74.05058163390767
262092,20190521,10,PM2.5,10.0
262098,20190521,11,PCA,-72.55808080856279
262098,20190521,11,PM2.5,9.0
262104,20190521,12,PCA,-67.63679571245976
262104,20190521,12,PM2.5,11.0
262110,20190521,13,PCA,-67.39355291071412
262110,20190521,13,PM2.5,8.0
262116,20190521,14,PCA,-66.54915976967148
262116,20190521,14,PM2.5,6.0
262122,20190521,15,PCA,-67.31528041941871
262122,20190521,15,PM2.5,4.0
262128,20190521,16,PCA,-64.41723660197776
262128,20190521,16,PM2.5,8.0
262134,20190521,17,PCA,-66.16640052431059
262134,20190521,17,PM2.5,8.0
262140,20190521,18,PCA,-73.10484212703518
262140,20190521,18,PM2.5,1.0
262146,20190521,19,PCA,-71.52611577265755
262146,20190521,19,PM2.5,4.0
262152,20190521,20,PCA,-69.17772235390773
262152,20190521,20,PM2.5,9.0
262158,20190521,21,PCA,-47.51820163978929
262158,20190521,21,PM2.5,12.0
262164,20190521,22,PCA,-39.22585290341426
262164,20190521,22,PM2.5,22.0
262170,20190521,23,PCA,-49.35821444602341
262170,20190521,23,PM2.5,13.0
262176,20190522,0,PCA,-54.46386843176313
262176,20190522,0,PM2.5,12.0
262182,20190522,1,PCA,-47.98819155906787
262182,20190522,1,PM2.5,14.0
262188,20190522,2,PCA,-58.232118021990956
262188,20190522,2,PM2.5,13.0
262194,20190522,3,PCA,-66.16752496705745
262194,20190522,3,PM2.5,8.0
262200,20190522,4,PCA,-68.08506386932834
262200,20190522,4,PM2.5,9.0
262206,20190522,5,PCA,-68.96384501669618
262206,20190522,5,PM2.5,9.0
262212,20190522,6,PCA,-64.56392572206265
262212,20190522,6,PM2.5,10.0
262218,20190522,7,PCA,-70.11691000696332
262218,20190522,7,PM2.5,11.0
262224,20190522,8,PCA,-67.70978442124172
262224,20190522,8,PM2.5,12.0
262230,20190522,9,PCA,-67.52077227520566
262230,20190522,9,PM2.5,10.0
262236,20190522,10,PCA,-69.5857184463316
262236,20190522,10,PM2.5,10.0
262242,20190522,11,PCA,-74.94387288117551
262242,20190522,11,PM2.5,8.0
262248,20190522,12,PCA,-68.1279656566888
262248,20190522,12,PM2.5,13.0
262254,20190522,13,PCA,-63.87854311092331
262254,20190522,13,PM2.5,15.0
262260,20190522,14,PCA,-63.149913287098805
262260,20190522,14,PM2.5,10.0
262266,20190522,15,PCA,-58.06044027126742
262266,20190522,15,PM2.5,11.0
262272,20190522,16,PCA,-56.81461387261252
262272,20190522,16,PM2.5,6.0
262278,20190522,17,PCA,-31.942549873557702
262278,20190522,17,PM2.5,10.0
262284,20190522,18,PCA,-17.417048890898688
262284,20190522,18,PM2.5,19.0
262290,20190522,19,PCA,-36.99668529843764
262290,20190522,19,PM2.5,18.0
262296,20190522,20,PCA,-17.145876356335894
262296,20190522,20,PM2.5,26.0
262302,20190522,21,PCA,-29.070639345159886
262302,20190522,21,PM2.5,25.0
262308,20190522,22,PCA,-40.982383114617555
262308,20190522,22,PM2.5,19.0
262314,20190522,23,PCA,-52.594205118237056
262314,20190522,23,PM2.5,17.0
262320,20190523,0,PCA,-50.06629476762843
262320,20190523,0,PM2.5,21.0
262326,20190523,1,PCA,-59.60994421408909
262326,20190523,1,PM2.5,15.0
262332,20190523,2,PCA,-60.652105357203084
262332,20190523,2,PM2.5,15.0
262338,20190523,3,PCA,-51.98623257555039
262338,20190523,3,PM2.5,17.0
262344,20190523,4,PCA,-47.61792948779996
262344,20190523,4,PM2.5,18.0
262350,20190523,5,PCA,-51.04897801083711
262350,20190523,5,PM2.5,17.0
262356,20190523,6,PCA,-56.299946242682
262356,20190523,6,PM2.5,16.0
262362,20190523,7,PCA,-58.089976965330656
262362,20190523,7,PM2.5,17.0
262368,20190523,8,PCA,-54.3339943887222
262368,20190523,8,PM2.5,15.0
262374,20190523,9,PCA,-55.64978835960624
262374,20190523,9,PM2.5,16.0
262380,20190523,10,PCA,-62.62333676294219
262380,20190523,10,PM2.5,12.0
262386,20190523,11,PCA,-55.93659150974697
262386,20190523,11,PM2.5,11.0
262392,20190523,12,PCA,-11.838881878033021
262392,20190523,12,PM2.5,19.0
262398,20190523,13,PCA,-4.461234718584352
262398,20190523,13,PM2.5,15.0
262404,20190523,14,PCA,7.009155296018499
262404,20190523,14,PM2.5,20.0
262410,20190523,15,PCA,22.89509975004433
262410,20190523,15,PM2.5,25.0
262416,20190523,16,PCA,33.20648427641211
262416,20190523,16,PM2.5,27.0
262422,20190523,17,PCA,39.528470923226145
262422,20190523,17,PM2.5,29.0
262428,20190523,18,PCA,54.49465216471723
262428,20190523,18,PM2.5,38.0
262434,20190523,19,PCA,59.65826243777818
262434,20190523,19,PM2.5,44.0
262440,20190523,20,PCA,44.510685439418424
262440,20190523,20,PM2.5,49.0
262446,20190523,21,PCA,16.21297323031834
262446,20190523,21,PM2.5,58.0
262452,20190523,22,PCA,10.082523577025857
262452,20190523,22,PM2.5,52.0
262458,20190523,23,PCA,19.61798208799451
262458,20190523,23,PM2.5,66.0
262464,20190524,0,PCA,19.944367042344833
262464,20190524,0,PM2.5,66.0
262470,20190524,1,PCA,15.679265776355503
262470,20190524,1,PM2.5,64.0
262476,20190524,2,PCA,8.806384316641367
262476,20190524,2,PM2.5,60.0
262482,20190524,3,PCA,-2.4346567460478945
262482,20190524,3,PM2.5,54.0
