,date,hour,type,东四环
52878,20150417,6,PM2.5,83.8
52884,20150417,7,PCA,-18.552389520304697
52884,20150417,7,PM2.5,58.0
52890,20150417,8,PCA,2.9461735170234573
52890,20150417,8,PM2.5,83.3
52896,20150417,9,PCA,2.289236974307692
52896,20150417,9,PM2.5,78.3
52902,20150417,10,PCA,15.959063189277346
52902,20150417,10,PM2.5,93.0
52908,20150417,11,PCA,27.45787398469366
52908,20150417,11,PM2.5,107.8
52914,20150417,12,PCA,33.186615224671456
52914,20150417,12,PM2.5,110.3
52920,20150417,13,PCA,20.072084243425913
52920,20150417,13,PM2.5,97.6
52926,20150417,14,PCA,-1.3986185805238953
52926,20150417,14,PM2.5,79.6
52932,20150417,15,PCA,-5.868915678197005
52932,20150417,15,PM2.5,78.0
52938,20150417,16,PCA,-6.298922805950255
52938,20150417,16,PM2.5,79.2
52944,20150417,17,PCA,-3.950800377993652
52944,20150417,17,PM2.5,78.7
52950,20150417,18,PCA,-1.6192633543692037
52950,20150417,18,PM2.5,77.6
52956,20150417,19,PCA,-1.700362008007766
52956,20150417,19,PM2.5,77.3
52962,20150417,20,PCA,42.87425948032577
52962,20150417,20,PM2.5,118.5
52968,20150417,21,PCA,71.0195688784602
52968,20150417,21,PM2.5,136.7
52974,20150417,22,PCA,76.1296867817053
52974,20150417,22,PM2.5,140.8
52980,20150417,23,PCA,87.2475332574894
52980,20150417,23,PM2.5,148.2
52986,20150418,0,PCA,101.54657268066724
52986,20150418,0,PM2.5,165.6
52992,20150418,1,PCA,95.45162121093853
52992,20150418,1,PM2.5,154.4
52998,20150418,2,PCA,94.58803364776607
52998,20150418,2,PM2.5,148.8
53004,20150418,3,PCA,86.99156754765575
53004,20150418,3,PM2.5,135.2
53010,20150418,4,PCA,84.6765486403867
53010,20150418,4,PM2.5,131.2
53016,20150418,5,PCA,95.28215417575673
53016,20150418,5,PM2.5,145.6
53022,20150418,6,PCA,99.56272682969666
53022,20150418,6,PM2.5,148.5
53028,20150418,7,PCA,112.26583402390409
53028,20150418,7,PM2.5,161.2
53034,20150418,8,PCA,122.24294233121
53034,20150418,8,PM2.5,171.3
53040,20150418,9,PCA,140.49673965683817
53040,20150418,9,PM2.5,187.9
53046,20150418,10,PCA,140.74582946717248
53046,20150418,10,PM2.5,182.2
53052,20150418,11,PCA,155.1849666092532
53052,20150418,11,PM2.5,195.9
53058,20150418,12,PCA,154.86128507548864
53058,20150418,12,PM2.5,192.3
53064,20150418,13,PCA,153.72528798023973
53064,20150418,13,PM2.5,187.3
53070,20150418,14,PCA,153.4547951514763
53070,20150418,14,PM2.5,183.1
53076,20150418,15,PCA,167.03656831628166
53076,20150418,15,PM2.5,189.5
53082,20150418,16,PCA,176.81223800491685
53082,20150418,16,PM2.5,199.4
53088,20150418,17,PCA,173.61542793507607
53088,20150418,17,PM2.5,191.2
53094,20150418,18,PCA,170.19716576937626
53094,20150418,18,PM2.5,179.1
53100,20150418,19,PCA,181.63580213640333
53100,20150418,19,PM2.5,182.8
53106,20150418,20,PCA,129.03308637878794
53106,20150418,20,PM2.5,133.4
53112,20150418,21,PCA,50.992940458847066
53112,20150418,21,PM2.5,45.1
53118,20150418,22,PCA,59.02472444706676
53118,20150418,22,PM2.5,51.6
53124,20150418,23,PCA,102.06912154102183
53124,20150418,23,PM2.5,107.5
53130,20150419,0,PCA,100.00591099950317
53130,20150419,0,PM2.5,113.6
53136,20150419,1,PCA,89.39666418881298
53136,20150419,1,PM2.5,101.6
53142,20150419,2,PCA,86.1109746581929
53142,20150419,2,PM2.5,96.0
53148,20150419,3,PCA,90.81134910416384
53148,20150419,3,PM2.5,102.6
53154,20150419,4,PCA,93.9089538332845
53154,20150419,4,PM2.5,98.6
53160,20150419,5,PCA,64.50274816339548
53160,20150419,5,PM2.5,59.4
53166,20150419,6,PCA,69.21811727782057
53166,20150419,6,PM2.5,67.9
53172,20150419,7,PCA,52.576210468252874
53172,20150419,7,PM2.5,57.2
53178,20150419,8,PCA,36.4752048769578
53178,20150419,8,PM2.5,45.5
53184,20150419,9,PCA,19.483190408942367
53184,20150419,9,PM2.5,37.0
53190,20150419,10,PCA,2.4774346233676328
53190,20150419,10,PM2.5,28.1
53196,20150419,11,PCA,0.8701309860327678
53196,20150419,11,PM2.5,38.5
53202,20150419,12,PCA,-0.3549770058527032
53202,20150419,12,PM2.5,45.5
53208,20150419,13,PCA,-20.664246343039334
53208,20150419,13,PM2.5,28.2
53214,20150419,14,PCA,-21.585328449762073
53214,20150419,14,PM2.5,30.1
53220,20150419,15,PCA,-8.780117630030876
53220,20150419,15,PM2.5,56.0
53226,20150419,16,PCA,-5.789275310594721
53226,20150419,16,PM2.5,60.2
53232,20150419,17,PCA,-31.64370259263883
53232,20150419,17,PM2.5,30.6
53238,20150419,18,PCA,-46.70271187157559
53238,20150419,18,PM2.5,24.0
53244,20150419,19,PCA,12.307298437974696
53244,20150419,19,PM2.5,103.8
53250,20150419,20,PCA,-0.2650503059637942
53250,20150419,20,PM2.5,91.2
53256,20150419,21,PCA,-4.0902936048006655
53256,20150419,21,PM2.5,80.7
53262,20150419,22,PCA,-4.122797942253681
53262,20150419,22,PM2.5,79.2
53268,20150419,23,PCA,4.556459975182122
53268,20150419,23,PM2.5,81.1
53274,20150420,0,PCA,16.640185533971913
53274,20150420,0,PM2.5,94.3
53280,20150420,1,PCA,6.256873914087652
53280,20150420,1,PM2.5,82.8
53286,20150420,2,PCA,11.00983879566293
53286,20150420,2,PM2.5,91.0
53292,20150420,3,PCA,10.3237890464096
53292,20150420,3,PM2.5,91.1
53298,20150420,4,PCA,16.715725228346148
53298,20150420,4,PM2.5,100.3
53304,20150420,5,PCA,20.4638992452856
53304,20150420,5,PM2.5,104.6
53310,20150420,6,PCA,26.854204385931077
53310,20150420,6,PM2.5,110.3
53316,20150420,7,PCA,40.08900045344337
53316,20150420,7,PM2.5,124.0
53322,20150420,8,PCA,42.55579015440581
53322,20150420,8,PM2.5,118.4
53328,20150420,9,PCA,20.81691181992369
53328,20150420,9,PM2.5,98.1
53334,20150420,10,PCA,10.228780836868568
53334,20150420,10,PM2.5,79.0
53340,20150420,11,PCA,-51.2575479317199
53340,20150420,11,PM2.5,6.3
53346,20150420,12,PCA,-35.39185896415637
53346,20150420,12,PM2.5,26.7
53352,20150420,13,PCA,-29.463976917085898
53352,20150420,13,PM2.5,36.1
53358,20150420,14,PCA,-31.063104402673886
53358,20150420,14,PM2.5,39.3
53364,20150420,15,PCA,-41.15164173197264
53364,20150420,15,PM2.5,36.7
53370,20150420,16,PCA,-38.80390848591646
53370,20150420,16,PM2.5,40.1
53376,20150420,17,PCA,-29.329451873459693
53376,20150420,17,PM2.5,54.3
53382,20150420,18,PCA,-20.024270085105947
53382,20150420,18,PM2.5,67.3
53388,20150420,19,PCA,-15.007632234315226
53388,20150420,19,PM2.5,71.9
53394,20150420,20,PCA,9.579429782073188
53394,20150420,20,PM2.5,107.0
53400,20150420,21,PCA,41.00763290798399
53400,20150420,21,PM2.5,144.0
53406,20150420,22,PCA,24.425814631217623
53406,20150420,22,PM2.5,114.5
53412,20150420,23,PCA,8.549546233636192
53412,20150420,23,PM2.5,91.3
53418,20150421,0,PCA,4.21074757058317
53418,20150421,0,PM2.5,81.8
53424,20150421,1,PCA,-6.286303206899974
53424,20150421,1,PM2.5,68.3
53430,20150421,2,PCA,-16.370802012824825
53430,20150421,2,PM2.5,57.5
53436,20150421,3,PCA,-13.496374207686351
53436,20150421,3,PM2.5,61.2
53442,20150421,4,PCA,0.153167070138066
53442,20150421,4,PM2.5,60.5
53448,20150421,5,PCA,19.634381597484886
53448,20150421,5,PM2.5,83.0
53454,20150421,6,PCA,12.162697151281503
53454,20150421,6,PM2.5,75.0
53460,20150421,7,PCA,33.87277209598222
53460,20150421,7,PM2.5,106.4
53466,20150421,8,PCA,36.59726706101784
53466,20150421,8,PM2.5,112.1
53472,20150421,9,PCA,34.56739083681144
53472,20150421,9,PM2.5,109.7
53478,20150421,10,PCA,57.919549497607875
53478,20150421,10,PM2.5,133.9
53484,20150421,11,PCA,54.89240030398277
53484,20150421,11,PM2.5,123.7
53490,20150421,12,PCA,51.68313745144667
53490,20150421,12,PM2.5,125.5
53496,20150421,13,PCA,1.823685685291576
53496,20150421,13,PM2.5,76.3
53502,20150421,14,PCA,-31.011065741108794
53502,20150421,14,PM2.5,38.0
53508,20150421,15,PCA,-30.29718571614937
53508,20150421,15,PM2.5,31.0
53514,20150421,16,PCA,-10.168763489324332
53514,20150421,16,PM2.5,45.2
53520,20150421,17,PCA,-17.366492987527103
53520,20150421,17,PM2.5,53.5
53526,20150421,18,PCA,-30.019022922355003
53526,20150421,18,PM2.5,25.5
53532,20150421,19,PCA,-44.05711482608982
53532,20150421,19,PM2.5,16.9
53538,20150421,20,PCA,-41.94321143802861
53538,20150421,20,PM2.5,14.4
53544,20150421,21,PCA,-32.847943239258704
53544,20150421,21,PM2.5,18.7
53550,20150421,22,PCA,-24.10930388132592
53550,20150421,22,PM2.5,28.3
53556,20150421,23,PCA,-10.856651521951218
53556,20150421,23,PM2.5,47.7
53562,20150422,0,PCA,-9.592428434042356
53562,20150422,0,PM2.5,49.4
53568,20150422,1,PCA,-5.836041593332075
53568,20150422,1,PM2.5,52.9
53574,20150422,2,PCA,6.788074877231413
53574,20150422,2,PM2.5,65.2
53580,20150422,3,PCA,14.12050293434137
53580,20150422,3,PM2.5,74.3
53586,20150422,4,PCA,17.095294674011683
53586,20150422,4,PM2.5,79.1
53592,20150422,5,PCA,18.20325104910361
53592,20150422,5,PM2.5,81.6
53598,20150422,6,PCA,22.410911941652376
53598,20150422,6,PM2.5,91.1
53604,20150422,7,PCA,38.33728498724812
53604,20150422,7,PM2.5,112.0
53610,20150422,8,PCA,50.47505824900975
53610,20150422,8,PM2.5,122.1
53616,20150422,9,PCA,62.16464199836276
53616,20150422,9,PM2.5,134.3
53622,20150422,10,PCA,6.946151527378955
53622,20150422,10,PM2.5,74.8
53628,20150422,11,PCA,-33.46877372062807
53628,20150422,11,PM2.5,40.5
53634,20150422,12,PCA,-40.49244072116675
53634,20150422,12,PM2.5,37.7
53640,20150422,13,PCA,-44.29781097887213
53640,20150422,13,PM2.5,39.7
53646,20150422,14,PCA,-38.58614348320139
53646,20150422,14,PM2.5,40.2
53652,20150422,15,PCA,-47.59484851690157
53652,20150422,15,PM2.5,36.5
53658,20150422,16,PCA,-45.342702026116804
53658,20150422,16,PM2.5,42.7
53664,20150422,17,PCA,-47.59750401222357
53664,20150422,17,PM2.5,40.5
53670,20150422,18,PCA,-47.42941520726448
53670,20150422,18,PM2.5,45.9
53676,20150422,19,PCA,-42.990513092913915
53676,20150422,19,PM2.5,49.3
53682,20150422,20,PCA,-43.47681874136495
53682,20150422,20,PM2.5,43.7
53688,20150422,21,PCA,-45.5782551056454
53688,20150422,21,PM2.5,38.2
53694,20150422,22,PCA,-39.08908157695783
53694,20150422,22,PM2.5,46.3
53700,20150422,23,PCA,-38.5626918437069
53700,20150422,23,PM2.5,45.4
53706,20150423,0,PCA,-30.74893944757355
53706,20150423,0,PM2.5,53.4
53712,20150423,1,PCA,-30.244661922678617
53712,20150423,1,PM2.5,51.4
53718,20150423,2,PCA,-15.828794314523867
53718,20150423,2,PM2.5,61.6
53724,20150423,3,PCA,0.08657558484897035
53724,20150423,3,PM2.5,74.4
53730,20150423,4,PCA,9.18275967326193
53730,20150423,4,PM2.5,80.0
53736,20150423,5,PCA,5.235956013913564
53736,20150423,5,PM2.5,78.6
53742,20150423,6,PCA,13.714331295721829
53742,20150423,6,PM2.5,92.1
53748,20150423,7,PCA,7.795387110638594
53748,20150423,7,PM2.5,86.0
53754,20150423,8,PCA,22.779957177258538
53754,20150423,8,PM2.5,106.7
53760,20150423,9,PCA,26.486918365204808
53760,20150423,9,PM2.5,111.2
53766,20150423,10,PCA,25.696458737895714
53766,20150423,10,PM2.5,111.5
53772,20150423,11,PCA,14.725282636515908
53772,20150423,11,PM2.5,95.1
53778,20150423,12,PCA,17.672643446719775
53778,20150423,12,PM2.5,89.9
53784,20150423,13,PCA,14.24981223439265
53784,20150423,13,PM2.5,87.5
53790,20150423,14,PCA,1.992113627980894
53790,20150423,14,PM2.5,77.6
53796,20150423,15,PCA,13.70006953233921
53796,20150423,15,PM2.5,84.7
53802,20150423,16,PCA,-9.376133975286914
53802,20150423,16,PM2.5,68.1
53808,20150423,17,PCA,-36.46033430941618
53808,20150423,17,PM2.5,35.8
53814,20150423,18,PCA,-40.37603170445749
53814,20150423,18,PM2.5,32.4
53820,20150423,19,PCA,-39.721793345362855
53820,20150423,19,PM2.5,26.9
53826,20150423,20,PCA,-39.67639108940952
53826,20150423,20,PM2.5,18.8
53832,20150423,21,PCA,-40.08016577878599
53832,20150423,21,PM2.5,20.9
53838,20150423,22,PCA,-4.357322783348256
53838,20150423,22,PM2.5,54.9
53844,20150423,23,PCA,-14.013624108746168
53844,20150423,23,PM2.5,42.3
53850,20150424,0,PCA,7.291457022950909
53850,20150424,0,PM2.5,69.4
53856,20150424,1,PCA,32.16561727387405
53856,20150424,1,PM2.5,100.9
53862,20150424,2,PCA,37.63189796482349
53862,20150424,2,PM2.5,108.3
53868,20150424,3,PCA,40.55914876359268
53868,20150424,3,PM2.5,111.3
53874,20150424,4,PCA,27.326463723189455
53874,20150424,4,PM2.5,94.5
53880,20150424,5,PCA,24.420329142104837
53880,20150424,5,PM2.5,90.9
53886,20150424,6,PCA,17.170081169612022
53886,20150424,6,PM2.5,81.5
53892,20150424,7,PCA,31.22239370247121
53892,20150424,7,PM2.5,99.6
53898,20150424,8,PCA,53.82960332797961
53898,20150424,8,PM2.5,133.7
53904,20150424,9,PCA,6.42817196025492
53904,20150424,9,PM2.5,84.7
53910,20150424,10,PCA,-1.8961544839138254
53910,20150424,10,PM2.5,83.3
53916,20150424,11,PCA,-1.3068522264576379
53916,20150424,11,PM2.5,84.7
53922,20150424,12,PCA,-17.722131358768923
53922,20150424,12,PM2.5,63.9
53928,20150424,13,PCA,-19.058295800437733
53928,20150424,13,PM2.5,63.8
53934,20150424,14,PCA,-27.800997482962835
53934,20150424,14,PM2.5,54.7
53940,20150424,15,PCA,-34.93834604836814
53940,20150424,15,PM2.5,51.6
53946,20150424,16,PCA,-31.37398650972535
53946,20150424,16,PM2.5,58.9
53952,20150424,17,PCA,-26.621924474719805
53952,20150424,17,PM2.5,60.0
53958,20150424,18,PCA,-13.919822012820392
53958,20150424,18,PM2.5,77.5
53964,20150424,19,PCA,-6.46811334229083
53964,20150424,19,PM2.5,82.5
53970,20150424,20,PCA,-9.77724349538975
53970,20150424,20,PM2.5,71.2
53976,20150424,21,PCA,-4.9641991461187915
53976,20150424,21,PM2.5,74.1
53982,20150424,22,PCA,9.98085123229609
53982,20150424,22,PM2.5,90.6
53988,20150424,23,PCA,3.0220478219890774
53988,20150424,23,PM2.5,77.3
53994,20150425,0,PCA,18.53739789761545
53994,20150425,0,PM2.5,78.2
54000,20150425,1,PCA,29.94660117241394
54000,20150425,1,PM2.5,87.1
54006,20150425,2,PCA,31.413898758542285
54006,20150425,2,PM2.5,93.4
54012,20150425,3,PCA,51.28826271103149
54012,20150425,3,PM2.5,116.9
54018,20150425,4,PCA,75.75397339958415
54018,20150425,4,PM2.5,145.2
54024,20150425,5,PCA,73.73410468701509
54024,20150425,5,PM2.5,142.0
54030,20150425,6,PCA,69.14377592236006
54030,20150425,6,PM2.5,133.7
54036,20150425,7,PCA,76.64211797295114
54036,20150425,7,PM2.5,143.5
54042,20150425,8,PCA,59.53453021039261
54042,20150425,8,PM2.5,116.8
54048,20150425,9,PCA,36.85993579934288
54048,20150425,9,PM2.5,91.9
54054,20150425,10,PCA,32.34522687648684
54054,20150425,10,PM2.5,91.0
54060,20150425,11,PCA,28.797593763378902
54060,20150425,11,PM2.5,88.8
54066,20150425,12,PCA,59.045476706045875
54066,20150425,12,PM2.5,124.0
54072,20150425,13,PCA,51.10075936490008
54072,20150425,13,PM2.5,108.5
54078,20150425,14,PCA,40.81657363092616
54078,20150425,14,PM2.5,117.6
54084,20150425,15,PCA,18.39398314709237
54084,20150425,15,PM2.5,96.9
54090,20150425,16,PCA,-2.7052941450613273
54090,20150425,16,PM2.5,61.9
54096,20150425,17,PCA,0.5304084513079421
54096,20150425,17,PM2.5,72.5
54102,20150425,18,PCA,-5.020277517873035
54102,20150425,18,PM2.5,65.7
54108,20150425,19,PCA,0.9151774959979416
54108,20150425,19,PM2.5,71.4
54114,20150425,20,PCA,17.970840616541242
54114,20150425,20,PM2.5,92.4
54120,20150425,21,PCA,34.71681902974242
54120,20150425,21,PM2.5,114.8
54126,20150425,22,PCA,35.56051254319079
54126,20150425,22,PM2.5,114.4
54132,20150425,23,PCA,31.901521789996146
54132,20150425,23,PM2.5,106.4
54138,20150426,0,PCA,30.46627140751488
54138,20150426,0,PM2.5,99.4
54144,20150426,1,PCA,41.01337592625439
54144,20150426,1,PM2.5,109.6
54150,20150426,2,PCA,42.48615473061891
54150,20150426,2,PM2.5,107.5
54156,20150426,3,PCA,50.90446987054826
54156,20150426,3,PM2.5,114.2
54162,20150426,4,PCA,76.8258709839942
54162,20150426,4,PM2.5,125.8
54168,20150426,5,PCA,81.46059807972127
54168,20150426,5,PM2.5,132.4
54174,20150426,6,PCA,85.39600919070377
54174,20150426,6,PM2.5,141.1
54180,20150426,7,PCA,85.53420432802777
54180,20150426,7,PM2.5,136.3
54186,20150426,8,PCA,125.4606344553094
54186,20150426,8,PM2.5,186.0
54192,20150426,9,PCA,126.35215505047718
54192,20150426,9,PM2.5,182.8
54198,20150426,10,PCA,126.57434533540578
54198,20150426,10,PM2.5,177.8
54204,20150426,11,PCA,132.94215572734817
54204,20150426,11,PM2.5,196.1
54210,20150426,12,PCA,119.37598679912217
54210,20150426,12,PM2.5,183.3
54216,20150426,13,PCA,97.41669753397082
54216,20150426,13,PM2.5,164.7
54222,20150426,14,PCA,76.95125987495675
54222,20150426,14,PM2.5,144.0
54228,20150426,15,PCA,65.93351079545727
54228,20150426,15,PM2.5,125.4
54234,20150426,16,PCA,58.27042887757705
54234,20150426,16,PM2.5,113.2
54240,20150426,17,PCA,40.93153956507162
54240,20150426,17,PM2.5,92.9
54246,20150426,18,PCA,39.75175822888209
54246,20150426,18,PM2.5,91.7
54252,20150426,19,PCA,45.077220992986156
54252,20150426,19,PM2.5,95.2
54258,20150426,20,PCA,40.71207940904756
54258,20150426,20,PM2.5,85.7
54264,20150426,21,PCA,35.99622867504344
54264,20150426,21,PM2.5,73.9
54270,20150426,22,PCA,31.102398387561834
54270,20150426,22,PM2.5,66.4
54276,20150426,23,PCA,25.72142291282915
54276,20150426,23,PM2.5,60.2
54282,20150427,0,PCA,30.1536032671176
54282,20150427,0,PM2.5,60.0
54288,20150427,1,PCA,38.48255349546829
54288,20150427,1,PM2.5,63.3
54294,20150427,2,PCA,43.72612031880844
54294,20150427,2,PM2.5,71.6
54300,20150427,3,PCA,49.12335519005394
54300,20150427,3,PM2.5,77.2
54306,20150427,4,PCA,63.00937523201105
54306,20150427,4,PM2.5,84.8
54312,20150427,5,PCA,68.86374230246747
54312,20150427,5,PM2.5,96.9
54318,20150427,6,PCA,76.33592876931463
54318,20150427,6,PM2.5,109.0
54324,20150427,7,PCA,75.96845247117713
54324,20150427,7,PM2.5,110.0
54330,20150427,8,PCA,101.25397050805526
54330,20150427,8,PM2.5,150.5
54336,20150427,9,PCA,91.58245137058744
54336,20150427,9,PM2.5,144.9
54342,20150427,10,PCA,99.39021648772963
54342,20150427,10,PM2.5,159.7
54348,20150427,11,PCA,86.11781593989107
54348,20150427,11,PM2.5,150.5
54354,20150427,12,PCA,72.54784860717085
54354,20150427,12,PM2.5,140.8
54360,20150427,13,PCA,69.19791054744564
54360,20150427,13,PM2.5,142.0
54366,20150427,14,PCA,56.76434246077327
54366,20150427,14,PM2.5,131.7
54372,20150427,15,PCA,73.41610135590611
54372,20150427,15,PM2.5,146.8
54378,20150427,16,PCA,62.570138106983045
54378,20150427,16,PM2.5,135.9
54384,20150427,17,PCA,35.629685676627965
54384,20150427,17,PM2.5,113.2
54390,20150427,18,PCA,46.04905120537714
54390,20150427,18,PM2.5,118.9
54396,20150427,19,PCA,44.79306692996588
54396,20150427,19,PM2.5,88.5
54402,20150427,20,PCA,35.34765860493796
54402,20150427,20,PM2.5,58.6
54408,20150427,21,PCA,69.96005842915564
54408,20150427,21,PM2.5,109.3
54414,20150427,22,PCA,54.24235851553758
54414,20150427,22,PM2.5,95.6
54420,20150427,23,PCA,54.71887009852135
54420,20150427,23,PM2.5,88.5
54426,20150428,0,PCA,68.30936970558416
54426,20150428,0,PM2.5,103.3
54432,20150428,1,PCA,54.12152236396992
54432,20150428,1,PM2.5,89.3
54438,20150428,2,PCA,20.732308344766082
54438,20150428,2,PM2.5,53.4
54444,20150428,3,PCA,28.100026289528298
54444,20150428,3,PM2.5,56.6
54450,20150428,4,PCA,26.71983035743839
54450,20150428,4,PM2.5,58.6
54456,20150428,5,PCA,36.967959644032554
54456,20150428,5,PM2.5,70.1
54462,20150428,6,PCA,34.86739891658922
54462,20150428,6,PM2.5,70.8
54468,20150428,7,PCA,37.0242834943294
54468,20150428,7,PM2.5,75.4
54474,20150428,8,PCA,41.56024519804305
54474,20150428,8,PM2.5,84.2
54480,20150428,9,PCA,29.2314657699671
54480,20150428,9,PM2.5,76.0
54486,20150428,10,PCA,7.771297655176241
54486,20150428,10,PM2.5,57.7
54492,20150428,11,PCA,11.131107727018069
54492,20150428,11,PM2.5,65.8
54498,20150428,12,PCA,7.727152102343223
54498,20150428,12,PM2.5,64.7
54504,20150428,13,PCA,8.082325593698398
54504,20150428,13,PM2.5,70.2
54510,20150428,14,PCA,-1.2722206444279391
54510,20150428,14,PM2.5,66.1
54516,20150428,15,PCA,-10.025022014022696
54516,20150428,15,PM2.5,62.7
54522,20150428,16,PCA,118.61023562873241
54522,20150428,16,PM2.5,239.8
55098,20150502,16,PCA,-54.367189674759125
55098,20150502,16,PM2.5,47.6
55104,20150502,17,PCA,-39.87850864513882
55104,20150502,17,PM2.5,65.2
55110,20150502,18,PCA,-36.53170262336981
55110,20150502,18,PM2.5,64.6
55116,20150502,19,PCA,-45.11935441791115
55116,20150502,19,PM2.5,58.8
55122,20150502,20,PCA,-31.467124165343957
55122,20150502,20,PM2.5,62.1
55128,20150502,21,PCA,-19.37718746256563
55128,20150502,21,PM2.5,65.7
55134,20150502,22,PCA,-19.99375288778866
55134,20150502,22,PM2.5,68.1
55140,20150502,23,PCA,-38.27519343160333
55140,20150502,23,PM2.5,58.3
55146,20150503,0,PCA,-23.626624904099714
55146,20150503,0,PM2.5,68.7
55152,20150503,1,PCA,25.200349781258698
55152,20150503,1,PM2.5,113.1
55158,20150503,2,PCA,44.81006734274352
55158,20150503,2,PM2.5,138.5
55164,20150503,3,PCA,64.39686706066978
55164,20150503,3,PM2.5,153.0
55170,20150503,4,PCA,72.66677183184008
55170,20150503,4,PM2.5,156.8
55176,20150503,5,PCA,72.93871524435964
55176,20150503,5,PM2.5,174.5
55182,20150503,6,PCA,67.49186449258126
55182,20150503,6,PM2.5,171.2
55188,20150503,7,PCA,58.11486876362121
55188,20150503,7,PM2.5,143.8
55194,20150503,8,PCA,33.41494775894357
55194,20150503,8,PM2.5,107.8
55200,20150503,9,PCA,-6.869695588798811
55200,20150503,9,PM2.5,57.1
55374,20150504,14,PCA,-80.25638878784146
55374,20150504,14,PM2.5,30.9
55380,20150504,15,PCA,-86.49314780829428
55380,20150504,15,PM2.5,21.6
55386,20150504,16,PCA,-72.84574023706301
55386,20150504,16,PM2.5,40.0
55392,20150504,17,PCA,-71.21533694273955
55392,20150504,17,PM2.5,40.9
55398,20150504,18,PCA,-70.95112128501121
55398,20150504,18,PM2.5,39.5
55404,20150504,19,PCA,-67.02980168956226
55404,20150504,19,PM2.5,43.5
55410,20150504,20,PCA,-48.20671153198384
55410,20150504,20,PM2.5,70.4
55416,20150504,21,PCA,-43.104602375755356
55416,20150504,21,PM2.5,71.9
55422,20150504,22,PCA,-48.32131662137092
55422,20150504,22,PM2.5,65.8
55428,20150504,23,PCA,-47.62293648528026
55428,20150504,23,PM2.5,64.3
55434,20150505,0,PCA,-48.36167653031197
55434,20150505,0,PM2.5,60.3
55440,20150505,1,PCA,-50.47442426950764
55440,20150505,1,PM2.5,54.4
55446,20150505,2,PCA,-47.20791462205914
55446,20150505,2,PM2.5,55.9
55452,20150505,3,PCA,-43.936162855753565
