,date,hour,type,丰台花园
304992,20200321,22,PM2.5,26.0
304998,20200321,23,PCA,-51.37049113605556
304998,20200321,23,PM2.5,29.0
305004,20200322,0,PCA,-64.4882997288747
305004,20200322,0,PM2.5,22.0
305010,20200322,1,PCA,-69.67295450396585
305010,20200322,1,PM2.5,20.0
305016,20200322,2,PCA,-77.60851535538129
305016,20200322,2,PM2.5,15.0
305022,20200322,3,PCA,-81.82959202136392
305022,20200322,3,PM2.5,16.0
305028,20200322,4,PCA,-76.92633145882826
305028,20200322,4,PM2.5,18.0
305034,20200322,5,PCA,-65.42352709779257
305034,20200322,5,PM2.5,21.0
305040,20200322,6,PCA,-59.400892098967425
305040,20200322,6,PM2.5,21.0
305046,20200322,7,PCA,-56.32506117567474
305046,20200322,7,PM2.5,20.0
305052,20200322,8,PCA,-56.87816568158491
305052,20200322,8,PM2.5,23.0
305058,20200322,9,PCA,-57.582196680249815
305058,20200322,9,PM2.5,26.0
305064,20200322,10,PCA,-52.36789934472451
305064,20200322,10,PM2.5,30.0
305070,20200322,11,PCA,-52.746502876530585
305070,20200322,11,PM2.5,33.0
305076,20200322,12,PCA,-55.112438137681295
305076,20200322,12,PM2.5,36.0
305082,20200322,13,PCA,-63.3903990268899
305082,20200322,13,PM2.5,32.0
305088,20200322,14,PCA,-73.12373720911737
305088,20200322,14,PM2.5,28.0
305094,20200322,15,PCA,-69.59724923439356
305094,20200322,15,PM2.5,28.0
305100,20200322,16,PCA,-66.9232368911442
305100,20200322,16,PM2.5,26.0
305106,20200322,17,PCA,-54.658693792885856
305106,20200322,17,PM2.5,39.0
305112,20200322,18,PCA,-38.676342923413486
305112,20200322,18,PM2.5,49.0
305118,20200322,19,PCA,-40.65798923693061
305118,20200322,19,PM2.5,47.0
305124,20200322,20,PCA,-23.143299691000674
305124,20200322,20,PM2.5,68.0
305130,20200322,21,PCA,-34.90949196557986
305130,20200322,21,PM2.5,58.0
305136,20200322,22,PCA,-35.638547185324725
305136,20200322,22,PM2.5,51.0
305142,20200322,23,PCA,-33.6919295862803
305142,20200322,23,PM2.5,48.0
305148,20200323,0,PCA,-13.356305996574442
305148,20200323,0,PM2.5,53.0
305154,20200323,1,PCA,-5.885139027590087
305154,20200323,1,PM2.5,54.0
305160,20200323,2,PCA,6.021402924714279
305160,20200323,2,PM2.5,60.0
305166,20200323,3,PCA,0.05399732114991626
305166,20200323,3,PM2.5,59.0
305172,20200323,4,PCA,-4.316713354610766
305172,20200323,4,PM2.5,56.0
305178,20200323,5,PCA,-6.274881032959745
305178,20200323,5,PM2.5,56.0
305184,20200323,6,PCA,-0.256804807392536
305184,20200323,6,PM2.5,57.0
305190,20200323,7,PCA,-1.9632208336201797
305190,20200323,7,PM2.5,55.0
305196,20200323,8,PCA,-14.263541750174806
305196,20200323,8,PM2.5,52.0
305202,20200323,9,PCA,-31.324550655040177
305202,20200323,9,PM2.5,52.0
305208,20200323,10,PCA,-45.968581916807835
305208,20200323,10,PM2.5,46.0
305214,20200323,11,PCA,-64.994721745532
305214,20200323,11,PM2.5,38.0
305220,20200323,12,PCA,-79.4748501606281
305220,20200323,12,PM2.5,31.0
305226,20200323,13,PCA,-99.61257966044614
305226,20200323,13,PM2.5,18.0
305232,20200323,14,PCA,-87.00461525842948
305232,20200323,14,PM2.5,27.0
305238,20200323,15,PCA,-48.631154238348856
305238,20200323,15,PM2.5,49.0
305244,20200323,16,PCA,-21.74986377701335
305244,20200323,16,PM2.5,66.0
305250,20200323,17,PCA,-48.17543669147577
305250,20200323,17,PM2.5,51.0
305256,20200323,18,PCA,-55.751730529981785
305256,20200323,18,PM2.5,36.0
305262,20200323,19,PCA,-44.749876538607246
305262,20200323,19,PM2.5,46.0
305268,20200323,20,PCA,-44.786010953500295
305268,20200323,20,PM2.5,37.0
305274,20200323,21,PCA,-57.269752827134845
305274,20200323,21,PM2.5,28.0
305280,20200323,22,PCA,-71.76834685619453
305280,20200323,22,PM2.5,22.0
305286,20200323,23,PCA,-86.6901736492655
305286,20200323,23,PM2.5,20.0
305292,20200324,0,PCA,-91.70404381754159
305292,20200324,0,PM2.5,19.0
305298,20200324,1,PCA,-81.81400271258248
305298,20200324,1,PM2.5,23.0
305304,20200324,2,PCA,-75.9535310893326
305304,20200324,2,PM2.5,25.0
305310,20200324,3,PCA,-79.74042088990127
305310,20200324,3,PM2.5,26.0
305316,20200324,4,PCA,-81.43859909317253
305316,20200324,4,PM2.5,25.0
305322,20200324,5,PCA,-75.49961076324263
305322,20200324,5,PM2.5,26.0
305328,20200324,6,PCA,-69.1136528066869
305328,20200324,6,PM2.5,27.0
305334,20200324,7,PCA,-70.39454650367918
305334,20200324,7,PM2.5,24.0
305340,20200324,8,PCA,-72.87848058263604
305340,20200324,8,PM2.5,26.0
305346,20200324,9,PCA,-71.88395359511419
305346,20200324,9,PM2.5,27.0
305352,20200324,10,PCA,-68.52719289872888
305352,20200324,10,PM2.5,30.0
305358,20200324,11,PCA,-66.88642955181676
305358,20200324,11,PM2.5,33.0
305364,20200324,12,PCA,-50.079730575739056
305364,20200324,12,PM2.5,44.0
305370,20200324,13,PCA,-44.41959788623823
305370,20200324,13,PM2.5,48.0
305376,20200324,14,PCA,-22.003032867002297
305376,20200324,14,PM2.5,64.0
305382,20200324,15,PCA,-11.081291205532802
305382,20200324,15,PM2.5,70.0
305388,20200324,16,PCA,-3.0701065856708882
305388,20200324,16,PM2.5,77.0
305394,20200324,17,PCA,-1.5145614204271889
305394,20200324,17,PM2.5,78.0
305400,20200324,18,PCA,9.50125782407303
305400,20200324,18,PM2.5,84.0
305406,20200324,19,PCA,14.587133802763544
305406,20200324,19,PM2.5,85.0
305412,20200324,20,PCA,19.080047468508013
305412,20200324,20,PM2.5,88.0
305418,20200324,21,PCA,27.532154730740412
305418,20200324,21,PM2.5,92.0
305424,20200324,22,PCA,26.284746432905262
305424,20200324,22,PM2.5,91.0
305430,20200324,23,PCA,34.38821953771377
305430,20200324,23,PM2.5,94.5
305436,20200325,0,PCA,42.49169264252227
305436,20200325,0,PM2.5,98.0
305442,20200325,1,PCA,49.944434739406084
305442,20200325,1,PM2.5,99.0
305448,20200325,2,PCA,61.13488626147621
305448,20200325,2,PM2.5,102.0
305454,20200325,3,PCA,59.331597460508064
305454,20200325,3,PM2.5,104.0
305460,20200325,4,PCA,79.57823783683325
305460,20200325,4,PM2.5,114.0
305466,20200325,5,PCA,67.03612711934443
305466,20200325,5,PM2.5,106.0
305472,20200325,6,PCA,74.36057873509924
305472,20200325,6,PM2.5,111.0
305478,20200325,7,PCA,72.1665718664375
305478,20200325,7,PM2.5,111.0
305484,20200325,8,PCA,100.35765928523873
305484,20200325,8,PM2.5,130.0
305490,20200325,9,PCA,149.74186796515502
305490,20200325,9,PM2.5,163.0
305496,20200325,10,PCA,184.75646909216252
305496,20200325,10,PM2.5,191.0
305502,20200325,11,PCA,201.37435305196126
305502,20200325,11,PM2.5,206.0
305508,20200325,12,PCA,168.93008640241317
305508,20200325,12,PM2.5,188.0
305514,20200325,13,PCA,174.70709799952496
305514,20200325,13,PM2.5,193.0
305520,20200325,14,PCA,143.53740547281222
305520,20200325,14,PM2.5,173.0
305526,20200325,15,PCA,86.42623894231338
305526,20200325,15,PM2.5,137.0
305544,20200325,18,PCA,-9.551977617852032
305544,20200325,18,PM2.5,76.0
305550,20200325,19,PCA,1.588374471172507
305550,20200325,19,PM2.5,80.0
305556,20200325,20,PCA,15.782090820476753
305556,20200325,20,PM2.5,88.0
305562,20200325,21,PCA,14.052399282209244
305562,20200325,21,PM2.5,87.0
305568,20200325,22,PCA,-1.4746194842965359
305568,20200325,22,PM2.5,78.0
305574,20200325,23,PCA,-34.51760773366328
305574,20200325,23,PM2.5,59.0
305580,20200326,0,PCA,-23.17761321596455
305580,20200326,0,PM2.5,64.0
305586,20200326,1,PCA,-11.295521790213414
305586,20200326,1,PM2.5,72.0
305592,20200326,2,PCA,-18.157701444825737
305592,20200326,2,PM2.5,44.0
305598,20200326,3,PCA,-80.59151619255226
305598,20200326,3,PM2.5,15.0
305604,20200326,4,PCA,-105.2370334667201
305604,20200326,4,PM2.5,15.0
305610,20200326,5,PCA,-113.22770141290117
305610,20200326,5,PM2.5,4.0
305616,20200326,6,PCA,-114.10813523803165
305616,20200326,6,PM2.5,2.0
305622,20200326,7,PCA,-112.09182851084401
305622,20200326,7,PM2.5,5.0
305628,20200326,8,PCA,-111.51061779246771
305628,20200326,8,PM2.5,6.0
305634,20200326,9,PCA,-112.93309825336426
305634,20200326,9,PM2.5,4.0
305640,20200326,10,PCA,-107.77953137252588
305640,20200326,10,PM2.5,8.0
305658,20200326,13,PCA,-111.3872948922887
305658,20200326,13,PM2.5,6.0
305664,20200326,14,PCA,-109.33128600695603
305664,20200326,14,PM2.5,5.0
305670,20200326,15,PCA,-105.54610512713688
305670,20200326,15,PM2.5,10.0
305676,20200326,16,PCA,-109.71352948933006
305676,20200326,16,PM2.5,5.0
305682,20200326,17,PCA,-112.06552640421563
305682,20200326,17,PM2.5,5.0
305688,20200326,18,PCA,-109.25102309680534
305688,20200326,18,PM2.5,4.0
305694,20200326,19,PCA,-104.74296990844795
305694,20200326,19,PM2.5,4.0
305700,20200326,20,PCA,-107.66039434774393
305700,20200326,20,PM2.5,3.0
305706,20200326,21,PCA,-108.23407480259195
305706,20200326,21,PM2.5,3.0
305712,20200326,22,PCA,-110.86448680968195
305712,20200326,22,PM2.5,6.0
305718,20200326,23,PCA,-111.00315235560215
305718,20200326,23,PM2.5,6.0
305724,20200327,0,PCA,-111.28837504442555
305724,20200327,0,PM2.5,6.0
305730,20200327,1,PCA,-107.6033752091005
305730,20200327,1,PM2.5,6.0
305736,20200327,2,PCA,-104.84308866206273
305736,20200327,2,PM2.5,9.0
305742,20200327,3,PCA,-104.44273416680544
305742,20200327,3,PM2.5,8.0
305748,20200327,4,PCA,-99.32181790923597
305748,20200327,4,PM2.5,9.0
305754,20200327,5,PCA,-100.5047650226401
305754,20200327,5,PM2.5,7.0
305760,20200327,6,PCA,-101.3767427942047
305760,20200327,6,PM2.5,7.0
305766,20200327,7,PCA,-95.7882587509623
305766,20200327,7,PM2.5,10.0
305772,20200327,8,PCA,-102.03816131841353
305772,20200327,8,PM2.5,6.0
305778,20200327,9,PCA,-111.53691989909612
305778,20200327,9,PM2.5,6.0
305784,20200327,10,PCA,-113.50437167452482
305784,20200327,10,PM2.5,4.0
305790,20200327,11,PCA,-112.43147871324884
305790,20200327,11,PM2.5,5.0
305796,20200327,12,PCA,-111.49642325437928
305796,20200327,12,PM2.5,6.0
305802,20200327,13,PCA,-111.07253501963567
305802,20200327,13,PM2.5,6.0
305808,20200327,14,PCA,-114.03502387987709
305808,20200327,14,PM2.5,2.0
305814,20200327,15,PCA,-111.99122566909263
305814,20200327,15,PM2.5,4.0
305820,20200327,16,PCA,-110.40957251737808
305820,20200327,16,PM2.5,6.0
305826,20200327,17,PCA,-107.23333287249164
305826,20200327,17,PM2.5,5.0
305832,20200327,18,PCA,-102.83573107954824
305832,20200327,18,PM2.5,2.0
305838,20200327,19,PCA,-102.65163977922796
305838,20200327,19,PM2.5,4.0
305844,20200327,20,PCA,-98.38061515815176
305844,20200327,20,PM2.5,5.0
305850,20200327,21,PCA,-110.11279998422334
305850,20200327,21,PM2.5,3.0
305856,20200327,22,PCA,-114.11219835874672
305856,20200327,22,PM2.5,2.0
305862,20200327,23,PCA,-114.64726065581364
305862,20200327,23,PM2.5,1.0
305868,20200328,0,PCA,-114.93571842183823
305868,20200328,0,PM2.5,1.0
305874,20200328,1,PCA,-113.38119542026601
305874,20200328,1,PM2.5,3.0
305880,20200328,2,PCA,-112.54978376019149
305880,20200328,2,PM2.5,4.0
305886,20200328,3,PCA,-110.46198820493491
305886,20200328,3,PM2.5,3.0
305892,20200328,4,PCA,-114.5363068754824
305892,20200328,4,PM2.5,2.0
305898,20200328,5,PCA,-78.04911977644903
305898,20200328,5,PM2.5,3.0
305904,20200328,6,PCA,-85.16368989895554
305904,20200328,6,PM2.5,6.0
305910,20200328,7,PCA,-86.37326454261144
305910,20200328,7,PM2.5,8.0
305916,20200328,8,PCA,-85.55330799596696
305916,20200328,8,PM2.5,10.0
305922,20200328,9,PCA,-99.59740952998013
305922,20200328,9,PM2.5,10.0
305928,20200328,10,PCA,-111.58930171244477
305928,20200328,10,PM2.5,7.0
305934,20200328,11,PCA,-111.41129534183418
305934,20200328,11,PM2.5,4.0
305940,20200328,12,PCA,-110.2653797659568
305940,20200328,12,PM2.5,8.0
305946,20200328,13,PCA,-109.22991558549346
305946,20200328,13,PM2.5,9.0
305952,20200328,14,PCA,-110.64854903836834
305952,20200328,14,PM2.5,7.0
305958,20200328,15,PCA,-107.69718685231115
305958,20200328,15,PM2.5,11.0
305964,20200328,16,PCA,-106.772430024112
305964,20200328,16,PM2.5,12.0
305970,20200328,17,PCA,-99.82022412971277
305970,20200328,17,PM2.5,13.0
305976,20200328,18,PCA,-92.74844995611693
305976,20200328,18,PM2.5,19.0
305982,20200328,19,PCA,-85.72403256673942
305982,20200328,19,PM2.5,14.0
305988,20200328,20,PCA,-72.79668768211933
305988,20200328,20,PM2.5,20.0
305994,20200328,21,PCA,-66.57359657356126
305994,20200328,21,PM2.5,21.0
306000,20200328,22,PCA,-57.06106298145125
306000,20200328,22,PM2.5,32.0
306006,20200328,23,PCA,-64.75846862301589
306006,20200328,23,PM2.5,25.0
306012,20200329,0,PCA,-51.93261646035351
306012,20200329,0,PM2.5,34.0
306018,20200329,1,PCA,-38.18558695625727
306018,20200329,1,PM2.5,36.0
306024,20200329,2,PCA,-28.16315633962286
306024,20200329,2,PM2.5,39.0
306030,20200329,3,PCA,-30.219165224955542
306030,20200329,3,PM2.5,40.0
306036,20200329,4,PCA,-33.23257393167559
306036,20200329,4,PM2.5,38.0
306042,20200329,5,PCA,-28.438230978021505
306042,20200329,5,PM2.5,44.0
306048,20200329,6,PCA,-33.03468533655278
306048,20200329,6,PM2.5,38.0
306054,20200329,7,PCA,-35.12575187884186
306054,20200329,7,PM2.5,36.0
306060,20200329,8,PCA,-45.823664172014794
306060,20200329,8,PM2.5,31.0
306066,20200329,9,PCA,-45.8695040935914
306066,20200329,9,PM2.5,36.0
306072,20200329,10,PCA,-43.504411748462545
306072,20200329,10,PM2.5,41.0
306078,20200329,11,PCA,-55.09116900752998
306078,20200329,11,PM2.5,39.0
306084,20200329,12,PCA,-58.657641478297144
306084,20200329,12,PM2.5,39.0
306090,20200329,13,PCA,-51.42951391604493
306090,20200329,13,PM2.5,47.0
306096,20200329,14,PCA,-52.95604281412995
306096,20200329,14,PM2.5,48.0
306102,20200329,15,PCA,-49.80185339448362
306102,20200329,15,PM2.5,50.0
306108,20200329,16,PCA,-48.86175392054324
306108,20200329,16,PM2.5,51.0
306114,20200329,17,PCA,-36.71761894437475
306114,20200329,17,PM2.5,58.0
306120,20200329,18,PCA,-30.352062756112282
306120,20200329,18,PM2.5,61.0
306126,20200329,19,PCA,-15.959574663853244
306126,20200329,19,PM2.5,68.0
306132,20200329,20,PCA,2.2784013577915143
306132,20200329,20,PM2.5,77.0
306138,20200329,21,PCA,15.104976187363176
306138,20200329,21,PM2.5,84.0
306144,20200329,22,PCA,15.662653166253184
306144,20200329,22,PM2.5,84.0
306150,20200329,23,PCA,28.487885768014436
306150,20200329,23,PM2.5,92.0
306156,20200330,0,PCA,23.25585728481421
306156,20200330,0,PM2.5,88.0
306162,20200330,1,PCA,44.606682302529634
306162,20200330,1,PM2.5,96.0
306168,20200330,2,PCA,14.256679311257969
306168,20200330,2,PM2.5,78.0
306174,20200330,3,PCA,-16.39462005659442
306174,20200330,3,PM2.5,63.0
306180,20200330,4,PCA,-32.3250750172642
306180,20200330,4,PM2.5,55.0
306186,20200330,5,PCA,-31.306540102796426
306186,20200330,5,PM2.5,55.0
306192,20200330,6,PCA,-27.824417773346884
306192,20200330,6,PM2.5,54.0
306198,20200330,7,PCA,-36.22176235037765
306198,20200330,7,PM2.5,48.0
306204,20200330,8,PCA,-31.267357488432413
306204,20200330,8,PM2.5,56.0
306210,20200330,9,PCA,-20.91296514324786
306210,20200330,9,PM2.5,62.0
306216,20200330,10,PCA,-8.988513030592172
306216,20200330,10,PM2.5,69.0
306222,20200330,11,PCA,0.7287363563967414
306222,20200330,11,PM2.5,78.0
306228,20200330,12,PCA,-4.4766600734774
306228,20200330,12,PM2.5,77.0
306234,20200330,13,PCA,1.0415981547364246
306234,20200330,13,PM2.5,82.0
306240,20200330,14,PCA,-10.311568737379309
306240,20200330,14,PM2.5,76.0
306246,20200330,15,PCA,-4.798285057463048
306246,20200330,15,PM2.5,80.0
306252,20200330,16,PCA,-13.890024205595013
306252,20200330,16,PM2.5,74.0
306258,20200330,17,PCA,-13.406912921648825
306258,20200330,17,PM2.5,74.0
306264,20200330,18,PCA,2.718140452624336
306264,20200330,18,PM2.5,83.0
306270,20200330,19,PCA,-2.9708762205701027
306270,20200330,19,PM2.5,78.0
306276,20200330,20,PCA,5.852048353089933
306276,20200330,20,PM2.5,81.0
306282,20200330,21,PCA,14.516099732694132
306282,20200330,21,PM2.5,85.0
306288,20200330,22,PCA,21.239274033399564
306288,20200330,22,PM2.5,89.0
306294,20200330,23,PCA,16.763667447476468
306294,20200330,23,PM2.5,87.0
306300,20200331,0,PCA,-9.825274934874004
306300,20200331,0,PM2.5,68.0
306306,20200331,1,PCA,-32.01101861703354
306306,20200331,1,PM2.5,53.0
306312,20200331,2,PCA,-28.901453070107934
306312,20200331,2,PM2.5,52.0
306318,20200331,3,PCA,-24.74258113511456
306318,20200331,3,PM2.5,57.0
306324,20200331,4,PCA,-18.952875673024316
306324,20200331,4,PM2.5,61.0
306330,20200331,5,PCA,-23.14781071330124
306330,20200331,5,PM2.5,61.0
306336,20200331,6,PCA,-17.182302791159564
306336,20200331,6,PM2.5,65.0
306342,20200331,7,PCA,-12.713229094037885
306342,20200331,7,PM2.5,67.0
306348,20200331,8,PCA,-10.046366929894756
306348,20200331,8,PM2.5,69.0
306354,20200331,9,PCA,-5.917939437014865
306354,20200331,9,PM2.5,73.0
306360,20200331,10,PCA,5.669860788074025
306360,20200331,10,PM2.5,79.0
306366,20200331,11,PCA,24.944607543134474
306366,20200331,11,PM2.5,91.0
306372,20200331,12,PCA,35.291046454643556
306372,20200331,12,PM2.5,99.0
306378,20200331,13,PCA,30.65777548109319
306378,20200331,13,PM2.5,99.0
306384,20200331,14,PCA,31.710829757768895
306384,20200331,14,PM2.5,101.0
306390,20200331,15,PCA,10.876174082070772
306390,20200331,15,PM2.5,90.0
306396,20200331,16,PCA,5.411534753384698
306396,20200331,16,PM2.5,87.0
306402,20200331,17,PCA,8.401876430677628
306402,20200331,17,PM2.5,89.0
306408,20200331,18,PCA,-5.9679536748195545
306408,20200331,18,PM2.5,79.0
306414,20200331,19,PCA,-38.04865117354321
306414,20200331,19,PM2.5,57.0
306420,20200331,20,PCA,-37.323089493419204
306420,20200331,20,PM2.5,56.0
306426,20200331,21,PCA,-29.784648060059816
306426,20200331,21,PM2.5,62.0
306432,20200331,22,PCA,-55.89569113185809
306432,20200331,22,PM2.5,45.0
306438,20200331,23,PCA,-54.90299924404028
306438,20200331,23,PM2.5,45.0
306444,20200401,0,PCA,-78.76030304570943
306444,20200401,0,PM2.5,31.0
306450,20200401,1,PCA,-109.2574070690903
306450,20200401,1,PM2.5,10.0
306456,20200401,2,PCA,-112.72848890647317
306456,20200401,2,PM2.5,5.0
306462,20200401,3,PCA,-112.84085234576503
306462,20200401,3,PM2.5,5.0
306468,20200401,4,PCA,-113.9874905885517
306468,20200401,4,PM2.5,3.0
306474,20200401,5,PCA,-113.73765098030815
306474,20200401,5,PM2.5,4.0
306480,20200401,6,PCA,-112.26717189091701
306480,20200401,6,PM2.5,5.0
306486,20200401,7,PCA,-113.35165823643634
306486,20200401,7,PM2.5,3.0
306492,20200401,8,PCA,-113.42734384157538
306492,20200401,8,PM2.5,3.0
306498,20200401,9,PCA,-111.59548974816265
306498,20200401,9,PM2.5,5.0
306504,20200401,10,PCA,-112.35362283678559
306504,20200401,10,PM2.5,4.0
306510,20200401,11,PCA,-112.10342189508735
306510,20200401,11,PM2.5,4.0
306516,20200401,12,PCA,-114.09378784910126
306516,20200401,12,PM2.5,2.0
306522,20200401,13,PCA,-112.03922429758725
306522,20200401,13,PM2.5,5.0
306528,20200401,14,PCA,-114.77864236627258
306528,20200401,14,PM2.5,1.0
306534,20200401,15,PCA,-111.34877031173278
306534,20200401,15,PM2.5,4.0
306540,20200401,16,PCA,-112.25633428700546
306540,20200401,16,PM2.5,2.0
306546,20200401,17,PCA,-108.39658008216178
306546,20200401,17,PM2.5,8.0
306552,20200401,18,PCA,-96.05516450736533
306552,20200401,18,PM2.5,9.0
306558,20200401,19,PCA,-73.2365003972645
306558,20200401,19,PM2.5,15.0
306564,20200401,20,PCA,-57.915058699736235
306564,20200401,20,PM2.5,27.0
306570,20200401,21,PCA,-67.3125013005412
306570,20200401,21,PM2.5,28.0
306576,20200401,22,PCA,-68.50124873516039
306576,20200401,22,PM2.5,30.0
306582,20200401,23,PCA,-64.5300645111432
306582,20200401,23,PM2.5,34.0
306588,20200402,0,PCA,-60.560670030508646
306588,20200402,0,PM2.5,34.0
306594,20200402,1,PCA,-48.13876341427505
306594,20200402,1,PM2.5,41.0
306600,20200402,2,PCA,-45.180576707708234
306600,20200402,2,PM2.5,39.0
306606,20200402,3,PCA,-36.10412510099934
306606,20200402,3,PM2.5,44.0
306612,20200402,4,PCA,-40.42628032176318
306612,20200402,4,PM2.5,41.0
306618,20200402,5,PCA,-60.813390349846344
306618,20200402,5,PM2.5,27.0
306624,20200402,6,PCA,-66.11879515102193
306624,20200402,6,PM2.5,22.0
306630,20200402,7,PCA,-59.19233590963884
306630,20200402,7,PM2.5,21.0
306636,20200402,8,PCA,-70.53386677530561
306636,20200402,8,PM2.5,18.0
306642,20200402,9,PCA,-97.24043043671622
306642,20200402,9,PM2.5,12.0
306648,20200402,10,PCA,-108.70868649306031
306648,20200402,10,PM2.5,9.0
306654,20200402,11,PCA,-110.48387325250114
306654,20200402,11,PM2.5,7.0
306660,20200402,12,PCA,-112.0383962540734
306660,20200402,12,PM2.5,5.0
306666,20200402,13,PCA,-111.537994370677
306666,20200402,13,PM2.5,5.0
306672,20200402,14,PCA,-111.43758564908319
306672,20200402,14,PM2.5,5.0
306678,20200402,15,PCA,-109.60573155567049
306678,20200402,15,PM2.5,7.0
306684,20200402,16,PCA,-111.67142178136874
306684,20200402,16,PM2.5,4.0
306690,20200402,17,PCA,-102.92634128479256
306690,20200402,17,PM2.5,9.0
306696,20200402,18,PCA,-85.11474874931949
306696,20200402,18,PM2.5,13.0
306702,20200402,19,PCA,-76.53499723874661
306702,20200402,19,PM2.5,19.0
306708,20200402,20,PCA,-62.420967543630745
306708,20200402,20,PM2.5,31.0
306714,20200402,21,PCA,-65.7358108977449
306714,20200402,21,PM2.5,30.0
306720,20200402,22,PCA,-63.566915385853164
306720,20200402,22,PM2.5,32.0
306726,20200402,23,PCA,-55.30378295808918
306726,20200402,23,PM2.5,35.0
306732,20200403,0,PCA,-46.242973493883625
306732,20200403,0,PM2.5,39.0
306738,20200403,1,PCA,-37.973439715757216
306738,20200403,1,PM2.5,39.0
306744,20200403,2,PCA,-29.407793999719626
306744,20200403,2,PM2.5,42.0
306750,20200403,3,PCA,-38.69998925758453
306750,20200403,3,PM2.5,35.0
306756,20200403,4,PCA,-65.12991019209586
306756,20200403,4,PM2.5,25.0
306762,20200403,5,PCA,-76.52877822492192
