,date,hour,type,定陵
2634,20140422,7,PCA,-56.29458457177226
2634,20140422,7,PM2.5,25.0
2640,20140422,8,PCA,-43.57000024715024
2640,20140422,8,PM2.5,25.0
2646,20140422,9,PCA,-35.22886224349516
2646,20140422,9,PM2.5,28.0
2652,20140422,10,PCA,-33.14424331466931
2652,20140422,10,PM2.5,35.0
2658,20140422,11,PCA,-33.29642907698711
2658,20140422,11,PM2.5,37.0
2664,20140422,12,PCA,-40.49607121977647
2664,20140422,12,PM2.5,30.0
2670,20140422,13,PCA,-36.62632927280231
2670,20140422,13,PM2.5,34.0
2676,20140422,14,PCA,-27.181165186223357
2676,20140422,14,PM2.5,40.0
2682,20140422,15,PCA,-17.303529292432465
2682,20140422,15,PM2.5,49.0
2688,20140422,16,PCA,-3.4876842138805904
2688,20140422,16,PM2.5,58.0
2694,20140422,18,PCA,10.328160864671284
2694,20140422,18,PM2.5,67.0
2700,20140422,19,PCA,23.2493040540346
2700,20140422,19,PM2.5,82.0
2706,20140422,20,PCA,18.092692963662476
2706,20140422,20,PM2.5,66.0
2712,20140422,21,PCA,36.659433074816256
2712,20140422,21,PM2.5,84.0
2718,20140422,22,PCA,23.874835110153985
2718,20140422,22,PM2.5,66.0
2724,20140422,23,PCA,6.682337554412177
2724,20140422,23,PM2.5,52.0
2730,20140423,0,PCA,3.1751222683226628
2730,20140423,0,PM2.5,52.0
2736,20140423,1,PCA,-5.649780883788023
2736,20140423,1,PM2.5,51.0
2742,20140423,2,PCA,-8.079399021923628
2742,20140423,2,PM2.5,52.0
2748,20140423,3,PCA,-7.5973515735009665
2748,20140423,3,PM2.5,53.0
2754,20140423,4,PCA,-8.058597791297354
2754,20140423,4,PM2.5,52.0
2760,20140423,5,PCA,-10.915528624848557
2760,20140423,5,PM2.5,48.0
2766,20140423,6,PCA,-7.318282624326258
2766,20140423,6,PM2.5,52.0
2772,20140423,7,PCA,3.0581027697884453
2772,20140423,7,PM2.5,60.0
2778,20140423,8,PCA,16.80115093201007
2778,20140423,8,PM2.5,73.0
2784,20140423,9,PCA,35.11026294740163
2784,20140423,9,PM2.5,85.0
2790,20140423,10,PCA,76.43060992031042
2790,20140423,10,PM2.5,125.0
2796,20140423,11,PCA,118.44639507220221
2796,20140423,11,PM2.5,154.0
2802,20140423,12,PCA,156.09657172376168
2802,20140423,12,PM2.5,172.0
2808,20140423,13,PCA,170.34913816304757
2808,20140423,13,PM2.5,165.0
2814,20140423,14,PCA,209.60917041349379
2814,20140423,14,PM2.5,204.0
2820,20140423,15,PCA,225.56872758421147
2820,20140423,15,PM2.5,214.0
2826,20140423,16,PCA,227.27967062128678
2826,20140423,16,PM2.5,208.0
2832,20140423,17,PCA,222.1610063582745
2832,20140423,17,PM2.5,193.0
2838,20140423,18,PCA,205.99468817622613
2838,20140423,18,PM2.5,175.0
2844,20140429,2,PCA,35.88993778664623
2844,20140429,2,PM2.5,64.7
2850,20140429,3,PCA,39.4040897235588
2850,20140429,3,PM2.5,72.3
2856,20140429,4,PCA,31.39257124624735
2856,20140429,4,PM2.5,60.0
2862,20140429,5,PCA,29.82230386900174
2862,20140429,5,PM2.5,59.0
2868,20140429,6,PCA,28.05930881139708
2868,20140429,6,PM2.5,58.1
2874,20140429,7,PCA,35.761072361725816
2874,20140429,7,PM2.5,69.8
2880,20140429,8,PCA,47.59327234246324
2880,20140429,8,PM2.5,84.8
2886,20140429,9,PCA,161.32973674682526
2886,20140429,9,PM2.5,246.5
3144,20140501,4,PCA,55.06598967612215
3144,20140501,4,PM2.5,82.8
3150,20140501,5,PCA,65.138398438847
3150,20140501,5,PM2.5,97.0
3156,20140501,6,PCA,63.83992365127469
3156,20140501,6,PM2.5,94.3
3162,20140501,7,PCA,80.32970742687482
3162,20140501,7,PM2.5,116.7
3168,20140501,8,PCA,91.33195106923633
3168,20140501,8,PM2.5,127.9
3174,20140501,9,PCA,98.49481553427347
3174,20140501,9,PM2.5,133.1
3180,20140501,10,PCA,105.0124665464246
3180,20140501,10,PM2.5,146.6
3186,20140501,11,PCA,121.24879156090837
3186,20140501,11,PM2.5,166.4
3192,20140501,12,PCA,125.55710579853634
3192,20140501,12,PM2.5,170.7
3198,20140501,13,PCA,142.5816961852834
3198,20140501,13,PM2.5,189.5
3204,20140501,14,PCA,131.22231508739168
3204,20140501,14,PM2.5,172.8
3210,20140501,15,PCA,134.77123200861382
3210,20140501,15,PM2.5,177.7
3216,20140501,16,PCA,133.8814378891312
3216,20140501,16,PM2.5,173.4
3222,20140501,17,PCA,95.58770512742191
3222,20140501,17,PM2.5,116.8
3228,20140501,18,PCA,62.549242210793366
3228,20140501,18,PM2.5,68.8
3234,20140501,19,PCA,70.98983476895894
3234,20140501,19,PM2.5,82.1
3240,20140501,20,PCA,64.50101334403043
3240,20140501,20,PM2.5,73.6
3246,20140501,21,PCA,41.64329584883116
3246,20140501,21,PM2.5,41.7
3252,20140501,22,PCA,43.26335447527631
3252,20140501,22,PM2.5,45.8
3258,20140501,23,PCA,30.662505236082254
3258,20140501,23,PM2.5,30.0
3264,20140502,0,PCA,26.435900708432523
3264,20140502,0,PM2.5,28.9
3270,20140502,1,PCA,23.920135487602256
3270,20140502,1,PM2.5,27.3
3276,20140502,2,PCA,20.98811385798924
3276,20140502,2,PM2.5,26.2
3282,20140502,3,PCA,14.207272936337192
3282,20140502,3,PM2.5,20.3
3288,20140502,4,PCA,12.914546781504143
3288,20140502,4,PM2.5,21.7
3294,20140502,5,PCA,5.4627310455497575
3294,20140502,5,PM2.5,15.1
3300,20140502,6,PCA,-1.377870485348163
3300,20140502,6,PM2.5,11.0
3306,20140502,7,PCA,-6.840912777456329
3306,20140502,7,PM2.5,8.1
3312,20140502,8,PCA,7.19106955988363
3312,20140502,8,PM2.5,34.6
3318,20140502,9,PCA,20.15217638904439
3318,20140502,9,PM2.5,58.9
3324,20140502,10,PCA,-1.1775082692922507
3324,20140502,10,PM2.5,33.5
3330,20140502,11,PCA,-11.11442447334329
3330,20140502,11,PM2.5,26.2
3336,20140502,12,PCA,-21.74802074595897
3336,20140502,12,PM2.5,18.9
3342,20140502,13,PCA,-27.46763901196539
3342,20140502,13,PM2.5,20.1
3348,20140502,14,PCA,-34.95370825449473
3348,20140502,14,PM2.5,17.7
3354,20140502,15,PCA,-42.855556465038426
3354,20140502,15,PM2.5,14.0
3360,20140502,16,PCA,-48.5276490368129
3360,20140502,16,PM2.5,15.3
3366,20140502,17,PCA,-51.74424239271106
3366,20140502,17,PM2.5,9.2
3372,20140502,18,PCA,-54.63345285173352
3372,20140502,18,PM2.5,3.0
3378,20140502,19,PCA,-52.16990839182115
3378,20140502,19,PM2.5,10.1
3384,20140502,20,PCA,-62.900363831200345
3384,20140502,20,PM2.5,5.2
3390,20140502,21,PCA,-61.667077865098385
3390,20140502,21,PM2.5,9.8
3396,20140502,22,PCA,-61.86242115057393
3396,20140502,22,PM2.5,9.6
3402,20140502,23,PCA,-60.40825526334446
3402,20140502,23,PM2.5,10.8
3408,20140503,0,PCA,-54.87932703451236
3408,20140503,0,PM2.5,17.2
3414,20140503,1,PCA,-57.635064626955895
3414,20140503,1,PM2.5,12.4
3420,20140503,2,PCA,-59.69397838630977
3420,20140503,2,PM2.5,11.2
3426,20140503,3,PCA,-61.19504171296859
3426,20140503,3,PM2.5,8.6
3432,20140503,4,PCA,-61.997788390438615
3432,20140503,4,PM2.5,6.3
3438,20140503,5,PCA,-60.34670127303294
3438,20140503,5,PM2.5,9.3
3444,20140503,6,PCA,-63.538606526549806
3444,20140503,6,PM2.5,3.8
3450,20140503,7,PCA,-56.9375008228489
3450,20140503,7,PM2.5,11.1
3456,20140503,8,PCA,-59.04042682772291
3456,20140503,8,PM2.5,9.1
3462,20140503,9,PCA,-51.324062311280315
3462,20140503,9,PM2.5,22.4
3468,20140503,10,PCA,-48.116654704555266
3468,20140503,10,PM2.5,25.1
3474,20140503,11,PCA,-41.200961862504684
3474,20140503,11,PM2.5,34.6
3480,20140503,12,PCA,-27.53744919462594
3480,20140503,12,PM2.5,48.2
3486,20140503,13,PCA,-15.79179955032339
3486,20140503,13,PM2.5,60.4
3492,20140503,14,PCA,-42.063938558660475
3492,20140503,14,PM2.5,32.6
3498,20140503,15,PCA,-56.035481016090365
3498,20140503,15,PM2.5,23.1
3504,20140503,16,PCA,-53.88569405341921
3504,20140503,16,PM2.5,25.2
3510,20140503,17,PCA,-58.27609553312549
3510,20140503,17,PM2.5,21.0
3516,20140503,18,PCA,-50.779481169145654
3516,20140503,18,PM2.5,31.2
3522,20140503,19,PCA,-50.39879766780835
3522,20140503,19,PM2.5,26.2
3528,20140503,20,PCA,-52.47580543326846
3528,20140503,20,PM2.5,18.6
3534,20140503,21,PCA,-55.84585590352594
3534,20140503,21,PM2.5,11.3
3540,20140503,22,PCA,-48.58246390355113
3540,20140503,22,PM2.5,20.1
3546,20140503,23,PCA,-43.71220121787844
3546,20140503,23,PM2.5,23.9
3552,20140504,0,PCA,-48.076906240726174
3552,20140504,0,PM2.5,17.5
3558,20140504,1,PCA,-44.13863410439383
3558,20140504,1,PM2.5,23.5
3564,20140504,2,PCA,-42.02762141054632
3564,20140504,2,PM2.5,26.7
3570,20140504,3,PCA,-43.34033325929731
3570,20140504,3,PM2.5,25.8
3576,20140504,4,PCA,-41.58805784926543
3576,20140504,4,PM2.5,26.9
3582,20140504,5,PCA,-38.97179361319039
3582,20140504,5,PM2.5,29.6
3588,20140504,6,PCA,-38.9350518076171
3588,20140504,6,PM2.5,29.7
3594,20140504,7,PCA,-35.31034344237468
3594,20140504,7,PM2.5,35.1
3600,20140504,8,PCA,-40.20020364552278
3600,20140504,8,PM2.5,27.7
3606,20140504,9,PCA,-50.272990428389505
3606,20140504,9,PM2.5,14.2
3612,20140504,10,PCA,-46.73415050091614
3612,20140504,10,PM2.5,18.5
3618,20140504,11,PCA,-47.32758462301129
3618,20140504,11,PM2.5,16.5
3624,20140504,12,PCA,-45.48766121352187
3624,20140504,12,PM2.5,20.4
3630,20140504,13,PCA,-45.3549150160991
3630,20140504,13,PM2.5,20.6
3636,20140504,14,PCA,-48.32012537593555
3636,20140504,14,PM2.5,15.0
3642,20140504,15,PCA,-48.97348161594399
3642,20140504,15,PM2.5,12.9
3648,20140504,16,PCA,-47.057149885942984
3648,20140504,16,PM2.5,15.8
3654,20140504,17,PCA,-51.35495355018034
3654,20140504,17,PM2.5,10.4
3660,20140504,18,PCA,-54.98744395256562
3660,20140504,18,PM2.5,12.6
3666,20140504,19,PCA,-56.696924205605434
3666,20140504,19,PM2.5,14.4
3672,20140504,20,PCA,-58.28515429453174
3672,20140504,20,PM2.5,15.2
3678,20140504,21,PCA,-56.62742616798042
3678,20140504,21,PM2.5,16.9
3684,20140504,22,PCA,-59.04369040089102
3684,20140504,22,PM2.5,12.3
3690,20140504,23,PCA,-59.13343723147294
3690,20140504,23,PM2.5,14.8
3696,20140505,0,PCA,-59.21933938528093
3696,20140505,0,PM2.5,16.7
3702,20140505,1,PCA,-64.00905802084337
3702,20140505,1,PM2.5,8.6
3708,20140505,2,PCA,-62.35133340801762
3708,20140505,2,PM2.5,11.5
3714,20140505,3,PCA,-59.121164288396876
3714,20140505,3,PM2.5,15.7
3732,20140505,6,PCA,-66.88577038629316
3732,20140505,6,PM2.5,4.9
3738,20140505,7,PCA,-62.2100794795419
3738,20140505,7,PM2.5,9.8
3744,20140505,8,PCA,-63.91858426893231
3744,20140505,8,PM2.5,10.9
3750,20140505,9,PCA,-61.463994775611255
3750,20140505,9,PM2.5,13.8
3756,20140505,10,PCA,-62.47475780825547
3756,20140505,10,PM2.5,15.6
3762,20140505,11,PCA,-67.33274543842784
3762,20140505,11,PM2.5,9.4
3768,20140505,12,PCA,-64.23794160045394
3768,20140505,12,PM2.5,13.8
3774,20140505,13,PCA,-64.01554753295179
3774,20140505,13,PM2.5,13.6
3780,20140505,14,PCA,-62.66782705997556
3780,20140505,14,PM2.5,13.7
3786,20140505,15,PCA,-66.97721038677497
3786,20140505,15,PM2.5,7.6
3792,20140505,16,PCA,-66.63736229850382
3792,20140505,16,PM2.5,8.1
3798,20140505,17,PCA,-63.01827230720882
3798,20140505,17,PM2.5,11.8
3804,20140505,18,PCA,-54.04077270109474
3804,20140505,18,PM2.5,20.9
3810,20140505,19,PCA,-51.14427191206273
3810,20140505,19,PM2.5,23.2
3816,20140505,20,PCA,-53.57371791191502
3816,20140505,20,PM2.5,22.2
3822,20140505,21,PCA,-56.537000124307816
3822,20140505,21,PM2.5,22.1
3828,20140505,22,PCA,-56.46925928134261
3828,20140505,22,PM2.5,24.5
3834,20140505,23,PCA,-56.39116520561748
3834,20140505,23,PM2.5,24.5
3840,20140506,0,PCA,-56.334014006011074
3840,20140506,0,PM2.5,24.6
3846,20140506,1,PCA,-53.165147093109766
3846,20140506,1,PM2.5,26.9
3852,20140506,2,PCA,-50.30733629704728
3852,20140506,2,PM2.5,29.8
3858,20140506,3,PCA,-39.16466392666673
3858,20140506,3,PM2.5,44.8
3864,20140506,4,PCA,-43.43872846849501
3864,20140506,4,PM2.5,36.4
3870,20140506,5,PCA,-39.87082213518021
3870,20140506,5,PM2.5,40.0
3876,20140506,6,PCA,-36.781204778859134
3876,20140506,6,PM2.5,43.1
3882,20140506,7,PCA,-35.90865523460904
3882,20140506,7,PM2.5,43.8
3888,20140506,8,PCA,-26.799906281330834
3888,20140506,8,PM2.5,52.3
3894,20140506,9,PCA,-31.161726196391452
3894,20140506,9,PM2.5,44.9
3900,20140506,10,PCA,-24.878452430984197
3900,20140506,10,PM2.5,51.2
3906,20140506,11,PCA,-21.999164029098385
3906,20140506,11,PM2.5,53.2
3924,20140506,14,PCA,-28.18926500725828
3924,20140506,14,PM2.5,39.8
3930,20140506,15,PCA,-5.178476118735993
3930,20140506,15,PM2.5,72.8
3936,20140506,16,PCA,1.5071606565437987
3936,20140506,16,PM2.5,78.4
3942,20140506,17,PCA,2.272685984200554
3942,20140506,17,PM2.5,73.0
3948,20140506,18,PCA,13.397446934072113
3948,20140506,18,PM2.5,83.1
3954,20140506,19,PCA,15.270907903804712
3954,20140506,19,PM2.5,82.9
3960,20140506,20,PCA,13.854791931296457
3960,20140506,20,PM2.5,78.3
3966,20140506,21,PCA,8.953270036630327
3966,20140506,21,PM2.5,69.5
3972,20140506,22,PCA,12.57847418088957
3972,20140506,22,PM2.5,73.4
3978,20140506,23,PCA,21.764473658001094
3978,20140506,23,PM2.5,85.0
3984,20140507,0,PCA,11.763802502349948
3984,20140507,0,PM2.5,66.5
3990,20140507,1,PCA,19.162203988101037
3990,20140507,1,PM2.5,76.4
3996,20140507,2,PCA,11.729646098475843
3996,20140507,2,PM2.5,63.9
4002,20140507,3,PCA,19.728896069112416
4002,20140507,3,PM2.5,75.4
4008,20140507,4,PCA,26.877361070993118
4008,20140507,4,PM2.5,82.2
4014,20140507,5,PCA,29.91473388783461
4014,20140507,5,PM2.5,85.3
4020,20140507,6,PCA,40.4017245557536
4020,20140507,6,PM2.5,97.0
4026,20140507,7,PCA,30.996698745331773
4026,20140507,7,PM2.5,78.9
4032,20140507,8,PCA,-6.853531220153329
4032,20140507,8,PM2.5,30.1
4050,20140507,11,PCA,-15.491823975070115
4050,20140507,11,PM2.5,22.8
4056,20140507,12,PCA,-23.13805608837954
4056,20140507,12,PM2.5,14.7
4062,20140507,13,PCA,-20.64696776489506
4062,20140507,13,PM2.5,19.7
4068,20140507,14,PCA,-20.66536103557957
4068,20140507,14,PM2.5,21.1
4074,20140507,15,PCA,-29.606791477265208
4074,20140507,15,PM2.5,11.8
4080,20140507,16,PCA,-34.88314146739552
4080,20140507,16,PM2.5,8.4
4086,20140507,17,PCA,-38.15876131221313
4086,20140507,17,PM2.5,6.9
4092,20140507,18,PCA,-28.901703188935254
4092,20140507,18,PM2.5,24.1
4098,20140507,19,PCA,-24.825134169706
4098,20140507,19,PM2.5,33.4
4104,20140507,20,PCA,-45.53598634908919
4104,20140507,20,PM2.5,6.4
4110,20140507,21,PCA,-41.541227104744166
4110,20140507,21,PM2.5,14.5
4116,20140507,22,PCA,-36.97189154470303
4116,20140507,22,PM2.5,22.7
4122,20140507,23,PCA,-23.623506223341987
4122,20140507,23,PM2.5,42.3
4128,20140508,0,PCA,-41.24105782816436
4128,20140508,0,PM2.5,19.5
4134,20140508,1,PCA,-49.03423472730648
4134,20140508,1,PM2.5,13.8
4140,20140508,2,PCA,-50.548394283626
4140,20140508,2,PM2.5,13.3
4146,20140508,3,PCA,-53.1479964893872
4146,20140508,3,PM2.5,12.4
4152,20140508,4,PCA,-50.50202016574589
4152,20140508,4,PM2.5,16.1
4158,20140508,5,PCA,-49.665044738378135
4158,20140508,5,PM2.5,16.2
4164,20140508,6,PCA,-50.5157009278066
4164,20140508,6,PM2.5,20.6
4170,20140508,7,PCA,-40.596528110019
4170,20140508,7,PM2.5,31.3
4176,20140508,8,PCA,-35.45892192560589
4176,20140508,8,PM2.5,35.0
4182,20140508,9,PCA,-18.38321542830611
4182,20140508,9,PM2.5,55.0
4188,20140508,10,PCA,9.048899236273947
4188,20140508,10,PM2.5,91.2
4194,20140508,11,PCA,19.99730293347915
4194,20140508,11,PM2.5,104.1
4200,20140508,12,PCA,10.727412471407293
4200,20140508,12,PM2.5,89.1
4206,20140508,13,PCA,-14.850927088607818
4206,20140508,13,PM2.5,57.2
4212,20140508,14,PCA,-12.117579843143368
4212,20140508,14,PM2.5,48.1
4218,20140508,15,PCA,0.526284074939228
4218,20140508,15,PM2.5,61.8
4224,20140508,16,PCA,-8.014254769193098
4224,20140508,16,PM2.5,55.4
4230,20140508,17,PCA,-2.796034050130959
4230,20140508,17,PM2.5,59.1
4236,20140508,18,PCA,4.212851445417383
4236,20140508,18,PM2.5,59.9
4242,20140508,19,PCA,-1.282724329873922
4242,20140508,19,PM2.5,57.8
4248,20140508,20,PCA,-7.665356243070875
4248,20140508,20,PM2.5,58.2
4254,20140508,21,PCA,1.0203631338661803
4254,20140508,21,PM2.5,65.8
4260,20140508,22,PCA,-5.222558290746587
4260,20140508,22,PM2.5,56.2
4266,20140508,23,PCA,-6.539957964936127
4266,20140508,23,PM2.5,54.2
4272,20140509,0,PCA,-8.496852621670417
4272,20140509,0,PM2.5,49.5
4278,20140509,1,PCA,-6.511235223166264
4278,20140509,1,PM2.5,50.6
4284,20140509,2,PCA,-4.606453791171556
4284,20140509,2,PM2.5,52.6
4290,20140509,3,PCA,-1.6723975015478856
4290,20140509,3,PM2.5,54.1
4296,20140509,4,PCA,-0.7173459243272092
4296,20140509,4,PM2.5,53.7
4302,20140509,5,PCA,-3.0708503020222033
4302,20140509,5,PM2.5,48.5
4308,20140509,6,PCA,-3.4867418431424713
4308,20140509,6,PM2.5,44.3
4314,20140509,7,PCA,10.686248528728186
4314,20140509,7,PM2.5,60.9
4320,20140509,8,PCA,5.256625723636184
4320,20140509,8,PM2.5,49.7
4326,20140509,9,PCA,11.207130229448822
4326,20140509,9,PM2.5,57.1
4332,20140509,10,PCA,14.175921712239068
4332,20140509,10,PM2.5,61.8
4338,20140509,11,PCA,15.279590939829474
4338,20140509,11,PM2.5,65.0
4344,20140509,12,PCA,10.067769403513624
4344,20140509,12,PM2.5,61.0
4350,20140509,13,PCA,0.8273329172131961
4350,20140509,13,PM2.5,49.9
4356,20140509,14,PCA,5.393834517115331
4356,20140509,14,PM2.5,55.8
4362,20140509,15,PCA,4.159789810964758
4362,20140509,15,PM2.5,53.1
4368,20140509,16,PCA,-2.5395529684390983
4368,20140509,16,PM2.5,44.8
4374,20140509,17,PCA,2.020259448097616
4374,20140509,17,PM2.5,54.5
4380,20140509,18,PCA,5.466890614397445
4380,20140509,18,PM2.5,60.5
4386,20140509,19,PCA,3.818080164298682
4386,20140509,19,PM2.5,57.8
4392,20140509,20,PCA,2.1503689329459137
4392,20140509,20,PM2.5,58.4
4398,20140509,21,PCA,-10.461139522193669
4398,20140509,21,PM2.5,41.3
4404,20140509,22,PCA,-6.730031775289562
4404,20140509,22,PM2.5,44.6
4410,20140509,23,PCA,-8.048724429883075
4410,20140509,23,PM2.5,42.1
4416,20140510,0,PCA,-1.838550203817705
4416,20140510,0,PM2.5,47.9
4422,20140510,1,PCA,5.401358949265904
4422,20140510,1,PM2.5,57.0
4428,20140510,2,PCA,0.30970354356709
4428,20140510,2,PM2.5,55.7
4434,20140510,3,PCA,15.103985760240029
4434,20140510,3,PM2.5,76.1
4440,20140510,4,PCA,10.292155473576837
4440,20140510,4,PM2.5,68.8
4446,20140510,5,PCA,0.3592850595110341
4446,20140510,5,PM2.5,54.0
4452,20140510,6,PCA,-1.3863461372241834
4452,20140510,6,PM2.5,51.8
4458,20140510,7,PCA,-8.81090184019758
4458,20140510,7,PM2.5,43.1
4464,20140510,8,PCA,0.4195672603544239
4464,20140510,8,PM2.5,56.5
4470,20140510,9,PCA,25.629049881651003
4470,20140510,9,PM2.5,86.4
4476,20140510,10,PCA,-3.6310744759275684
4476,20140510,10,PM2.5,46.3
4482,20140510,11,PCA,-10.173367922966502
4482,20140510,11,PM2.5,39.3
4488,20140510,12,PCA,-8.445673624065392
4488,20140510,12,PM2.5,43.1
4494,20140510,13,PCA,-9.483694944813344
4494,20140510,13,PM2.5,43.2
4500,20140510,14,PCA,-7.334152856603423
4500,20140510,14,PM2.5,47.2
4506,20140510,15,PCA,-9.4585769729942
4506,20140510,15,PM2.5,43.8
4512,20140510,16,PCA,-4.824607633193278
4512,20140510,16,PM2.5,51.0
4518,20140510,17,PCA,-6.039356738571143
4518,20140510,17,PM2.5,49.4
4524,20140510,18,PCA,-8.36242415580214
4524,20140510,18,PM2.5,47.1
4530,20140510,19,PCA,-9.504997869734572
4530,20140510,19,PM2.5,46.0
4536,20140510,20,PCA,-4.310875652546301
4536,20140510,20,PM2.5,54.0
4542,20140510,21,PCA,-2.2757899303352667
4542,20140510,21,PM2.5,54.7
4548,20140510,22,PCA,7.05269502560128
4548,20140510,22,PM2.5,66.0
4554,20140510,23,PCA,-6.276554458249847
4554,20140510,23,PM2.5,42.8
4560,20140511,0,PCA,-15.784212432037403
4560,20140511,0,PM2.5,33.2
4566,20140511,1,PCA,-13.795791908480282
4566,20140511,1,PM2.5,39.1
4572,20140511,2,PCA,-16.80122321669708
4572,20140511,2,PM2.5,37.6
4578,20140511,3,PCA,-24.39361385405812
4578,20140511,3,PM2.5,29.8
4584,20140511,4,PCA,-24.616004958814795
4584,20140511,4,PM2.5,32.6
4590,20140511,5,PCA,-32.570238549424225
4590,20140511,5,PM2.5,23.4
4596,20140511,6,PCA,-35.15757706190144
4596,20140511,6,PM2.5,21.4
4602,20140511,7,PCA,-38.08269581366556
4602,20140511,7,PM2.5,18.7
4608,20140511,8,PCA,-40.08241535823192
4608,20140511,8,PM2.5,17.9
4614,20140511,9,PCA,-49.45399341751215
4614,20140511,9,PM2.5,9.1
4620,20140511,10,PCA,-53.0864835349106
4620,20140511,10,PM2.5,6.4
4626,20140511,11,PCA,-54.594437085896736
4626,20140511,11,PM2.5,5.4
4632,20140511,12,PCA,-55.22392231627576
4632,20140511,12,PM2.5,6.7
4638,20140511,13,PCA,-59.86177853198978
4638,20140511,13,PM2.5,3.0
4644,20140511,14,PCA,-61.332550438696046
4644,20140511,14,PM2.5,3.0
4650,20140511,15,PCA,-62.32339394512954
4650,20140511,15,PM2.5,4.5
4656,20140511,16,PCA,-60.20440489880297
4656,20140511,16,PM2.5,8.8
4662,20140511,17,PCA,-58.460134782738464
4662,20140511,17,PM2.5,13.2
4668,20140511,18,PCA,-56.89906867581712
4668,20140511,18,PM2.5,16.9
4674,20140511,19,PCA,-55.16998916868687
4674,20140511,19,PM2.5,21.1
4680,20140511,20,PCA,-53.67183638896656
4680,20140511,20,PM2.5,24.3
4686,20140511,21,PCA,-48.10895134682172
4686,20140511,21,PM2.5,34.0
4692,20140511,22,PCA,-48.14500488185612
4692,20140511,22,PM2.5,34.3
4698,20140511,23,PCA,-53.61982283462162
4698,20140511,23,PM2.5,25.8
4704,20140512,0,PCA,-48.87855741814384
4704,20140512,0,PM2.5,33.4
4710,20140512,1,PCA,-54.58174751578159
4710,20140512,1,PM2.5,25.9
4716,20140512,2,PCA,-49.21192733205893
4716,20140512,2,PM2.5,32.9
4722,20140512,3,PCA,-36.1271295090266
4722,20140512,3,PM2.5,49.9
4728,20140512,4,PCA,-46.87048530976149
4728,20140512,4,PM2.5,36.0
4734,20140512,5,PCA,-48.18390140443548
4734,20140512,5,PM2.5,35.2
4740,20140512,6,PCA,-47.931449061797885
4740,20140512,6,PM2.5,32.5
4746,20140512,7,PCA,-28.153488748345215
4746,20140512,7,PM2.5,59.7
4752,20140512,8,PCA,-25.953530643705772
4752,20140512,8,PM2.5,59.9
4758,20140512,9,PCA,-47.49559159499376
4758,20140512,9,PM2.5,28.9
4764,20140512,10,PCA,-50.20379636543912
4764,20140512,10,PM2.5,25.7
4770,20140512,11,PCA,-57.39391897290599
4770,20140512,11,PM2.5,13.7
4776,20140512,12,PCA,-63.03511147390758
4776,20140512,12,PM2.5,6.6
4782,20140512,13,PCA,-63.9889536610897
4782,20140512,13,PM2.5,5.4
4788,20140512,14,PCA,-54.92024087452858
4788,20140512,14,PM2.5,18.0
4794,20140512,15,PCA,-60.63800048762766
4794,20140512,15,PM2.5,8.2
4800,20140512,16,PCA,-58.04699234504414
4800,20140512,16,PM2.5,10.3
4806,20140512,17,PCA,-53.19890242456666
4806,20140512,17,PM2.5,17.4
4812,20140512,18,PCA,-48.665995178008316
4812,20140512,18,PM2.5,17.5
4818,20140512,19,PCA,-39.73984639036097
4818,20140512,19,PM2.5,29.2
4824,20140512,20,PCA,-35.983060206827055
4824,20140512,20,PM2.5,36.5
4830,20140512,21,PCA,-38.748970683177355
4830,20140512,21,PM2.5,32.6
4836,20140512,22,PCA,-33.710838429912215
4836,20140512,22,PM2.5,38.3
4842,20140512,23,PCA,-38.83806528207247
4842,20140512,23,PM2.5,31.1
