,date,hour,type,农展馆
139788,20161211,12,PCA,190.64371755357348
139788,20161211,12,PM2.5,231.0
139794,20161211,13,PCA,193.1589178560114
139794,20161211,13,PM2.5,223.0
139800,20161211,14,PCA,213.78558512933174
139800,20161211,14,PM2.5,239.0
139806,20161211,15,PCA,218.26651381785496
139806,20161211,15,PM2.5,238.0
139812,20161211,16,PCA,166.9012357109585
139812,20161211,16,PM2.5,171.0
139818,20161211,17,PCA,179.72191149787818
139818,20161211,17,PM2.5,179.0
139824,20161211,18,PCA,203.25251967730367
139824,20161211,18,PM2.5,201.0
139830,20161211,19,PCA,224.58617169647897
139830,20161211,19,PM2.5,223.0
139836,20161211,20,PCA,224.70985766164847
139836,20161211,20,PM2.5,219.0
139842,20161211,21,PCA,237.24275040970326
139842,20161211,21,PM2.5,230.0
139848,20161211,22,PCA,265.47519737757
139848,20161211,22,PM2.5,265.0
139854,20161211,23,PCA,273.67559924038557
139854,20161211,23,PM2.5,269.0
139860,20161212,0,PCA,281.64012257835674
139860,20161212,0,PM2.5,271.0
139866,20161212,1,PCA,281.7059637746376
139866,20161212,1,PM2.5,266.0
139872,20161212,2,PCA,278.0241688427604
139872,20161212,2,PM2.5,258.0
139878,20161212,3,PCA,253.14768668885299
139878,20161212,3,PM2.5,220.0
139884,20161212,4,PCA,251.19156424936097
139884,20161212,4,PM2.5,218.0
139890,20161212,5,PCA,246.24362506624536
139890,20161212,5,PM2.5,212.0
139896,20161212,6,PCA,247.73338895850424
139896,20161212,6,PM2.5,215.0
139902,20161212,7,PCA,249.20108674284666
139902,20161212,7,PM2.5,217.0
139908,20161212,8,PCA,251.54704261057532
139908,20161212,8,PM2.5,221.0
139914,20161212,9,PCA,251.5494545630583
139914,20161212,9,PM2.5,221.0
139920,20161212,10,PCA,259.0076650377882
139920,20161212,10,PM2.5,230.0
139926,20161212,11,PCA,255.70232691936835
139926,20161212,11,PM2.5,228.0
139932,20161212,12,PCA,256.90158207348514
139932,20161212,12,PM2.5,235.0
139938,20161212,13,PCA,246.75213319083457
139938,20161212,13,PM2.5,224.0
139944,20161212,14,PCA,230.827505820252
139944,20161212,14,PM2.5,207.0
139980,20161212,20,PCA,243.3145061162805
139980,20161212,20,PM2.5,215.0
139986,20161212,21,PCA,236.376152754019
139986,20161212,21,PM2.5,207.0
139992,20161212,22,PCA,234.20884086494132
139992,20161212,22,PM2.5,206.0
139998,20161212,23,PCA,227.26945271990587
139998,20161212,23,PM2.5,200.0
140004,20161213,0,PCA,232.81098982517997
140004,20161213,0,PM2.5,210.0
140010,20161213,1,PCA,226.8506827791906
140010,20161213,1,PM2.5,205.0
140016,20161213,2,PCA,190.11251039407915
140016,20161213,2,PM2.5,157.0
140022,20161213,3,PCA,202.2541871332021
140022,20161213,3,PM2.5,176.0
140028,20161213,4,PCA,168.4678515726281
140028,20161213,4,PM2.5,129.0
140034,20161213,5,PCA,76.9488456984916
140034,20161213,5,PM2.5,20.0
140040,20161213,6,PCA,56.626191650264964
140040,20161213,6,PM2.5,8.0
140046,20161213,7,PCA,49.20831965723063
140046,20161213,7,PM2.5,6.0
140052,20161213,8,PCA,42.660544804880736
140052,20161213,8,PM2.5,3.0
140058,20161213,9,PCA,35.77728440271218
140058,20161213,9,PM2.5,3.0
140064,20161213,10,PCA,31.128751003097058
140064,20161213,10,PM2.5,6.0
140070,20161213,11,PCA,23.370351238631436
140070,20161213,11,PM2.5,6.0
140076,20161213,12,PCA,15.33173054205503
140076,20161213,12,PM2.5,11.0
140082,20161213,13,PCA,7.057396370371369
140082,20161213,13,PM2.5,12.0
140088,20161213,14,PCA,2.4491846581768146
140088,20161213,14,PM2.5,13.0
140094,20161213,15,PCA,-1.236138984224711
140094,20161213,15,PM2.5,15.0
140100,20161213,16,PCA,-8.671721722126826
140100,20161213,16,PM2.5,12.0
140106,20161213,17,PCA,-3.5532213773513157
140106,20161213,17,PM2.5,23.0
140112,20161213,18,PCA,-11.78690584744663
140112,20161213,18,PM2.5,18.0
140118,20161213,19,PCA,-11.366706261711222
140118,20161213,19,PM2.5,21.0
140124,20161213,20,PCA,-18.009503195160146
140124,20161213,20,PM2.5,19.0
140130,20161213,21,PCA,-29.032015208610375
140130,20161213,21,PM2.5,21.0
140136,20161213,22,PCA,-35.84968499686456
140136,20161213,22,PM2.5,22.0
140142,20161213,23,PCA,-57.100912658888596
140142,20161213,23,PM2.5,12.0
140148,20161214,0,PCA,-69.79515955779038
140148,20161214,0,PM2.5,5.0
140154,20161214,1,PCA,-74.53450308755285
140154,20161214,1,PM2.5,10.0
140160,20161214,2,PCA,-80.06375248815941
140160,20161214,2,PM2.5,7.0
140166,20161214,3,PCA,-90.49250073067313
140166,20161214,3,PM2.5,6.0
140172,20161214,4,PCA,-100.21812968610614
140172,20161214,4,PM2.5,3.0
140178,20161214,5,PCA,-99.13137023325218
140178,20161214,5,PM2.5,3.0
140184,20161214,6,PCA,-94.80534758880427
140184,20161214,6,PM2.5,8.0
140190,20161214,7,PCA,-92.60896330835816
140190,20161214,7,PM2.5,5.0
140196,20161214,8,PCA,-75.88472373486435
140196,20161214,8,PM2.5,6.0
140202,20161214,9,PCA,-77.16783342531782
140202,20161214,9,PM2.5,9.0
140208,20161214,10,PCA,-85.57327312806945
140208,20161214,10,PM2.5,14.0
140214,20161214,11,PCA,-91.2719404141124
140214,20161214,11,PM2.5,12.0
140220,20161214,12,PCA,-93.59605918713035
140220,20161214,12,PM2.5,11.0
140226,20161214,13,PCA,-89.46819637636955
140226,20161214,13,PM2.5,16.0
140232,20161214,14,PCA,-87.89085319408116
140232,20161214,14,PM2.5,19.0
140238,20161214,15,PCA,-86.05716006634675
140238,20161214,15,PM2.5,17.0
140244,20161214,16,PCA,-73.15615046500996
140244,20161214,16,PM2.5,17.0
140250,20161214,17,PCA,-46.81014429242076
140250,20161214,17,PM2.5,35.0
140256,20161214,18,PCA,-31.07274409061481
140256,20161214,18,PM2.5,60.0
140262,20161214,19,PCA,-44.23918977074597
140262,20161214,19,PM2.5,48.0
140268,20161214,20,PCA,-39.05719104596741
140268,20161214,20,PM2.5,54.0
140274,20161214,21,PCA,-23.478806848747716
140274,20161214,21,PM2.5,69.0
140280,20161214,22,PCA,-14.377477744324482
140280,20161214,22,PM2.5,76.0
140286,20161214,23,PCA,-6.592010146394111
140286,20161214,23,PM2.5,83.0
140292,20161215,0,PCA,-3.6085840525876556
140292,20161215,0,PM2.5,83.0
140298,20161215,1,PCA,-6.000516477273318
140298,20161215,1,PM2.5,78.0
140304,20161215,2,PCA,-2.0676774746736863
140304,20161215,2,PM2.5,78.0
140310,20161215,3,PCA,-5.336214685401648
140310,20161215,3,PM2.5,74.0
140316,20161215,4,PCA,-5.6784095661529665
140316,20161215,4,PM2.5,72.0
140322,20161215,5,PCA,-10.815849002159595
140322,20161215,5,PM2.5,64.0
140328,20161215,6,PCA,-32.24480643044596
140328,20161215,6,PM2.5,36.0
140334,20161215,7,PCA,-63.820937871861126
140334,20161215,7,PM2.5,7.0
140358,20161215,11,PCA,-70.61563132309783
140358,20161215,11,PM2.5,4.0
140364,20161215,12,PCA,-70.6432967378096
140364,20161215,12,PM2.5,6.0
140370,20161215,13,PCA,-70.674826410683
140370,20161215,13,PM2.5,7.0
140376,20161215,14,PCA,-70.6430802065702
140376,20161215,14,PM2.5,7.0
140382,20161215,15,PCA,-69.75610345919917
140382,20161215,15,PM2.5,9.0
140388,20161215,16,PCA,-70.42920382617366
140388,20161215,16,PM2.5,8.0
140394,20161215,17,PCA,-69.6661820468013
140394,20161215,17,PM2.5,6.0
140400,20161215,18,PCA,-67.50135372572855
140400,20161215,18,PM2.5,4.0
140406,20161215,19,PCA,-59.2224025547124
140406,20161215,19,PM2.5,8.0
140412,20161215,20,PCA,-48.85876066052373
140412,20161215,20,PM2.5,14.0
140418,20161215,21,PCA,-43.045833406152326
140418,20161215,21,PM2.5,23.0
140424,20161215,22,PCA,-46.70020798930435
140424,20161215,22,PM2.5,18.0
140430,20161215,23,PCA,-47.38874992466035
140430,20161215,23,PM2.5,18.0
140436,20161216,0,PCA,-36.91316631951911
140436,20161216,0,PM2.5,33.0
140442,20161216,1,PCA,-31.516487230183014
140442,20161216,1,PM2.5,40.0
140448,20161216,2,PCA,49.19116215463766
140448,20161216,2,PM2.5,155.0
140454,20161216,3,PCA,85.98894962955576
140454,20161216,3,PM2.5,206.0
140460,20161216,4,PCA,69.62462591548811
140460,20161216,4,PM2.5,180.0
140466,20161216,5,PCA,-3.0765442942501355
140466,20161216,5,PM2.5,73.0
140472,20161216,6,PCA,-19.5897895938067
140472,20161216,6,PM2.5,49.0
140478,20161216,7,PCA,-29.465013546117195
140478,20161216,7,PM2.5,36.0
140484,20161216,8,PCA,-34.60548875503177
140484,20161216,8,PM2.5,27.0
140490,20161216,9,PCA,-34.37881355734967
140490,20161216,9,PM2.5,29.0
140496,20161216,10,PCA,-25.912418530556987
140496,20161216,10,PM2.5,41.0
140502,20161216,11,PCA,-18.52419262764583
140502,20161216,11,PM2.5,47.0
140508,20161216,12,PCA,-7.372893908474717
140508,20161216,12,PM2.5,57.0
140514,20161216,13,PCA,10.795318170275046
140514,20161216,13,PM2.5,74.0
140520,20161216,14,PCA,48.12286772801529
140520,20161216,14,PM2.5,118.0
140526,20161216,15,PCA,96.43251333120708
140526,20161216,15,PM2.5,182.0
140532,20161216,16,PCA,109.65617980336485
140532,20161216,16,PM2.5,194.0
140538,20161216,17,PCA,126.59061574711322
140538,20161216,17,PM2.5,211.0
140544,20161216,18,PCA,131.42525570020237
140544,20161216,18,PM2.5,206.0
140550,20161216,19,PCA,171.44342686139163
140550,20161216,19,PM2.5,253.0
140556,20161216,20,PCA,183.7407051353012
140556,20161216,20,PM2.5,258.0
140562,20161216,21,PCA,184.54854568952132
140562,20161216,21,PM2.5,247.0
140568,20161216,22,PCA,145.95587479664377
140568,20161216,22,PM2.5,182.0
140574,20161216,23,PCA,165.8031041513874
140574,20161216,23,PM2.5,198.0
140580,20161217,0,PCA,197.56208149176862
140580,20161217,0,PM2.5,233.0
140586,20161217,1,PCA,216.87624022343672
140586,20161217,1,PM2.5,251.0
140592,20161217,2,PCA,224.37241997169033
140592,20161217,2,PM2.5,256.0
140598,20161217,3,PCA,201.83290481834732
140598,20161217,3,PM2.5,226.0
140604,20161217,4,PCA,140.64835999065463
140604,20161217,4,PM2.5,143.0
140610,20161217,5,PCA,132.07781221225338
140610,20161217,5,PM2.5,128.0
140616,20161217,6,PCA,132.19440544656285
140616,20161217,6,PM2.5,123.0
140622,20161217,7,PCA,129.1392686462382
140622,20161217,7,PM2.5,116.0
140628,20161217,8,PCA,111.42146893620607
140628,20161217,8,PM2.5,90.0
140634,20161217,9,PCA,103.44836371731196
140634,20161217,9,PM2.5,78.0
140640,20161217,10,PCA,112.5549308044672
140640,20161217,10,PM2.5,86.0
140646,20161217,11,PCA,151.63325961569677
140646,20161217,11,PM2.5,136.0
140652,20161217,12,PCA,198.14375084236008
140652,20161217,12,PM2.5,196.0
140658,20161217,13,PCA,227.98411474955702
140658,20161217,13,PM2.5,233.0
140664,20161217,14,PCA,249.4640806648846
140664,20161217,14,PM2.5,258.0
140670,20161217,15,PCA,271.5348050037889
140670,20161217,15,PM2.5,284.0
140676,20161217,16,PCA,301.11404983145417
140676,20161217,16,PM2.5,316.0
140682,20161217,17,PCA,314.9656824108592
140682,20161217,17,PM2.5,329.0
140688,20161217,18,PCA,318.28906234931736
140688,20161217,18,PM2.5,332.0
140694,20161217,19,PCA,335.88800402907924
140694,20161217,19,PM2.5,357.0
140700,20161217,20,PCA,351.8744483556492
140700,20161217,20,PM2.5,378.0
140706,20161217,21,PCA,358.0712656642509
140706,20161217,21,PM2.5,380.0
140712,20161217,22,PCA,366.6082767322958
140712,20161217,22,PM2.5,385.0
140718,20161217,23,PCA,353.6415498993103
140718,20161217,23,PM2.5,363.0
140724,20161218,0,PCA,347.9252520582597
140724,20161218,0,PM2.5,352.0
140730,20161218,1,PCA,353.71562227343844
140730,20161218,1,PM2.5,356.0
140736,20161218,2,PCA,366.91362212753563
140736,20161218,2,PM2.5,367.0
140742,20161218,3,PCA,367.8887095717323
140742,20161218,3,PM2.5,362.0
140748,20161218,4,PCA,345.1198367621004
140748,20161218,4,PM2.5,320.0
140754,20161218,5,PCA,321.92312440739033
140754,20161218,5,PM2.5,284.0
140760,20161218,6,PCA,320.69498756204194
140760,20161218,6,PM2.5,278.0
140766,20161218,7,PCA,300.1692816045165
140766,20161218,7,PM2.5,246.0
140772,20161218,8,PCA,276.88084197229375
140772,20161218,8,PM2.5,209.0
140778,20161218,9,PCA,250.19464916024512
140778,20161218,9,PM2.5,168.0
140784,20161218,10,PCA,267.7764085192862
140784,20161218,10,PM2.5,189.0
140790,20161218,11,PCA,301.48162854130754
140790,20161218,11,PM2.5,229.0
140796,20161218,12,PCA,271.2402041150831
140796,20161218,12,PM2.5,185.0
140802,20161218,13,PCA,270.64529282374355
140802,20161218,13,PM2.5,185.0
140808,20161218,14,PCA,274.0077350207156
140808,20161218,14,PM2.5,190.0
140814,20161218,15,PCA,276.59448778258036
140814,20161218,15,PM2.5,195.0
140820,20161218,16,PCA,273.4886174735424
140820,20161218,16,PM2.5,193.0
140826,20161218,17,PCA,267.8050070296651
140826,20161218,17,PM2.5,189.0
140832,20161218,18,PCA,308.0535548629703
140832,20161218,18,PM2.5,246.0
140838,20161218,19,PCA,340.63666608889304
140838,20161218,19,PM2.5,296.0
140844,20161218,20,PCA,332.8471820152963
140844,20161218,20,PM2.5,291.0
140850,20161218,21,PCA,331.7377743344993
140850,20161218,21,PM2.5,290.0
140856,20161218,22,PCA,328.9556506604616
140856,20161218,22,PM2.5,291.0
140862,20161218,23,PCA,311.43071445968974
140862,20161218,23,PM2.5,274.0
140868,20161219,0,PCA,299.2828187323947
140868,20161219,0,PM2.5,262.0
140874,20161219,1,PCA,301.7012451110875
140874,20161219,1,PM2.5,269.0
140880,20161219,2,PCA,328.95910820071606
140880,20161219,2,PM2.5,311.0
140886,20161219,3,PCA,359.66461344084917
140886,20161219,3,PM2.5,355.0
140892,20161219,4,PCA,348.5188316585833
140892,20161219,4,PM2.5,340.0
140898,20161219,5,PCA,280.415494652687
140898,20161219,5,PM2.5,249.0
140904,20161219,6,PCA,232.537384905676
140904,20161219,6,PM2.5,187.0
140910,20161219,7,PCA,222.79477435285312
140910,20161219,7,PM2.5,177.0
140916,20161219,8,PCA,178.68746007177913
140916,20161219,8,PM2.5,118.0
140922,20161219,9,PCA,193.4143252531908
140922,20161219,9,PM2.5,137.0
140928,20161219,10,PCA,221.71158777678588
140928,20161219,10,PM2.5,175.0
140934,20161219,11,PCA,184.87018042353148
140934,20161219,11,PM2.5,128.0
140940,20161219,12,PCA,184.55967462981414
140940,20161219,12,PM2.5,129.0
140946,20161219,13,PCA,197.37386020175114
140946,20161219,13,PM2.5,147.0
140952,20161219,14,PCA,205.490764893948
140952,20161219,14,PM2.5,157.0
140958,20161219,15,PCA,236.66289117463137
140958,20161219,15,PM2.5,191.0
140964,20161219,16,PCA,277.04721042768625
140964,20161219,16,PM2.5,240.0
140970,20161219,17,PCA,260.1585593134298
140970,20161219,17,PM2.5,218.0
140976,20161219,18,PCA,261.4467160006443
140976,20161219,18,PM2.5,222.0
140982,20161219,19,PCA,291.80272496422646
140982,20161219,19,PM2.5,267.0
140988,20161219,20,PCA,299.4596051308231
140988,20161219,20,PM2.5,279.0
140994,20161219,21,PCA,313.218717090349
140994,20161219,21,PM2.5,300.0
141000,20161219,22,PCA,327.9529945619731
141000,20161219,22,PM2.5,319.0
141006,20161219,23,PCA,395.66456769991044
141006,20161219,23,PM2.5,420.0
141012,20161220,0,PCA,440.33583834238107
141012,20161220,0,PM2.5,487.0
141018,20161220,1,PCA,423.33041145589345
141018,20161220,1,PM2.5,460.0
141024,20161220,2,PCA,396.65036721338674
141024,20161220,2,PM2.5,417.0
141030,20161220,3,PCA,344.6335463162175
141030,20161220,3,PM2.5,337.0
141036,20161220,4,PCA,329.82351437931777
141036,20161220,4,PM2.5,315.0
141042,20161220,5,PCA,334.13769963869174
141042,20161220,5,PM2.5,318.0
141048,20161220,6,PCA,327.3886804814868
141048,20161220,6,PM2.5,303.0
141054,20161220,7,PCA,320.63966132428175
141054,20161220,7,PM2.5,288.0
141060,20161220,8,PCA,306.39582610846867
141060,20161220,8,PM2.5,262.0
141066,20161220,9,PCA,313.5071150130359
141066,20161220,9,PM2.5,267.0
141072,20161220,10,PCA,329.41111017495905
141072,20161220,10,PM2.5,282.0
141078,20161220,11,PCA,371.53417145407093
141078,20161220,11,PM2.5,332.0
141084,20161220,12,PCA,371.6350499270783
141084,20161220,12,PM2.5,326.0
141090,20161220,13,PCA,454.4123079948587
141090,20161220,13,PM2.5,428.0
141096,20161220,14,PCA,464.6745692572358
141096,20161220,14,PM2.5,430.0
141102,20161220,15,PCA,443.4119162711645
141102,20161220,15,PM2.5,391.0
141108,20161220,16,PCA,445.5714255994471
141108,20161220,16,PM2.5,388.0
141114,20161220,17,PCA,446.4474070782713
141114,20161220,17,PM2.5,384.0
141120,20161220,18,PCA,442.24505722683824
141120,20161220,18,PM2.5,374.0
141126,20161220,19,PCA,431.80262022441093
141126,20161220,19,PM2.5,359.0
141132,20161220,20,PCA,427.20699850135924
141132,20161220,20,PM2.5,352.0
141138,20161220,21,PCA,417.011677582815
141138,20161220,21,PM2.5,336.0
141144,20161220,22,PCA,426.0094073374241
141144,20161220,22,PM2.5,346.0
141150,20161220,23,PCA,441.6293214481231
141150,20161220,23,PM2.5,370.0
141156,20161221,0,PCA,438.87011505590084
141156,20161221,0,PM2.5,369.0
141162,20161221,1,PCA,425.7884776375001
141162,20161221,1,PM2.5,355.0
141168,20161221,2,PCA,399.82725973655823
141168,20161221,2,PM2.5,320.0
141174,20161221,3,PCA,396.18660663443706
141174,20161221,3,PM2.5,318.0
141180,20161221,4,PCA,397.30552917820813
141180,20161221,4,PM2.5,320.0
141186,20161221,5,PCA,409.6056035702879
141186,20161221,5,PM2.5,338.0
141192,20161221,6,PCA,398.2863369251607
141192,20161221,6,PM2.5,323.0
141198,20161221,7,PCA,406.66893397190427
141198,20161221,7,PM2.5,335.0
141204,20161221,8,PCA,412.557618034705
141204,20161221,8,PM2.5,340.0
141210,20161221,9,PCA,409.84842169370904
141210,20161221,9,PM2.5,334.0
141216,20161221,10,PCA,418.7476539918215
141216,20161221,10,PM2.5,342.0
141222,20161221,11,PCA,439.10519039562513
141222,20161221,11,PM2.5,366.0
141228,20161221,12,PCA,460.97336163684787
141228,20161221,12,PM2.5,393.0
141234,20161221,13,PCA,474.8851253167194
141234,20161221,13,PM2.5,412.0
141240,20161221,14,PCA,465.92940995144124
141240,20161221,14,PM2.5,401.0
141246,20161221,15,PCA,453.8555354231506
141246,20161221,15,PM2.5,382.0
141252,20161221,16,PCA,456.5305670469953
141252,20161221,16,PM2.5,382.0
141258,20161221,17,PCA,458.7966811778453
141258,20161221,17,PM2.5,383.0
141264,20161221,18,PCA,466.6630092426473
141264,20161221,18,PM2.5,394.0
141270,20161221,19,PCA,485.71194082533634
141270,20161221,19,PM2.5,421.0
141276,20161221,20,PCA,484.0770247911583
141276,20161221,20,PM2.5,418.0
141282,20161221,21,PCA,494.9089105254286
141282,20161221,21,PM2.5,432.0
141288,20161221,22,PCA,491.5066763582784
141288,20161221,22,PM2.5,422.0
141294,20161221,23,PCA,495.6789804143271
141294,20161221,23,PM2.5,424.0
141300,20161222,0,PCA,492.7128585208295
141300,20161222,0,PM2.5,420.0
141306,20161222,1,PCA,493.15234603989296
141306,20161222,1,PM2.5,419.0
141312,20161222,2,PCA,494.52690335977667
141312,20161222,2,PM2.5,420.0
141318,20161222,3,PCA,439.8888613208451
141318,20161222,3,PM2.5,346.0
141324,20161222,4,PCA,205.02401684200916
141324,20161222,4,PM2.5,43.0
141330,20161222,5,PCA,171.2468041698178
141330,20161222,5,PM2.5,15.0
141348,20161222,8,PCA,169.37514880945497
141348,20161222,8,PM2.5,13.0
141354,20161222,9,PCA,155.50557435001795
141354,20161222,9,PM2.5,12.0
141360,20161222,10,PCA,144.02143951557338
141360,20161222,10,PM2.5,12.0
141366,20161222,11,PCA,135.0101267435336
141366,20161222,11,PM2.5,16.0
141372,20161222,12,PCA,121.42824770502554
141372,20161222,12,PM2.5,16.0
141378,20161222,13,PCA,107.32527514350977
141378,20161222,13,PM2.5,14.0
141384,20161222,14,PCA,95.07416953794272
141384,20161222,14,PM2.5,14.0
141390,20161222,15,PCA,80.83427262502552
141390,20161222,15,PM2.5,10.0
141396,20161222,16,PCA,71.41083890531358
141396,20161222,16,PM2.5,12.0
141414,20161222,19,PCA,44.00333032806105
141414,20161222,19,PM2.5,7.0
141420,20161222,20,PCA,23.17911530100633
141420,20161222,20,PM2.5,7.0
141426,20161222,21,PCA,2.2098931055591744
141426,20161222,21,PM2.5,7.0
141432,20161222,22,PCA,-15.76163875505073
141432,20161222,22,PM2.5,7.0
141438,20161222,23,PCA,-27.392345182595026
141438,20161222,23,PM2.5,10.0
141444,20161223,0,PCA,-29.38973876247245
141444,20161223,0,PM2.5,22.0
141450,20161223,1,PCA,-46.460093493017766
141450,20161223,1,PM2.5,16.0
141456,20161223,2,PCA,-58.102166110791224
141456,20161223,2,PM2.5,15.0
141462,20161223,3,PCA,-75.27793749405602
141462,20161223,3,PM2.5,18.0
141468,20161223,4,PCA,-80.76402325733046
141468,20161223,4,PM2.5,15.0
141474,20161223,5,PCA,-81.94257395116561
141474,20161223,5,PM2.5,14.0
141492,20161223,8,PCA,-65.29917631522827
141492,20161223,8,PM2.5,16.0
141498,20161223,9,PCA,-73.93570479437916
141498,20161223,9,PM2.5,15.0
141504,20161223,10,PCA,-76.7434517030209
141504,20161223,10,PM2.5,19.0
141558,20161223,19,PCA,-17.9223597656357
141558,20161223,19,PM2.5,66.0
141564,20161223,20,PCA,-5.85531013244504
141564,20161223,20,PM2.5,82.0
141570,20161223,21,PCA,-5.6038222996401075
141570,20161223,21,PM2.5,87.0
141576,20161223,22,PCA,-2.4566104238814575
141576,20161223,22,PM2.5,87.0
141582,20161223,23,PCA,-6.912481306164056
141582,20161223,23,PM2.5,78.0
141588,20161224,0,PCA,-14.998438262029225
141588,20161224,0,PM2.5,67.0
141594,20161224,1,PCA,-12.024731032885425
141594,20161224,1,PM2.5,71.0
141600,20161224,2,PCA,-16.9461564782402
141600,20161224,2,PM2.5,63.0
141606,20161224,3,PCA,4.612491208861271
141606,20161224,3,PM2.5,87.0
141612,20161224,4,PCA,18.583145133233298
141612,20161224,4,PM2.5,103.0
141618,20161224,5,PCA,28.49929830209648
141618,20161224,5,PM2.5,111.0
141624,20161224,6,PCA,45.524122819433174
141624,20161224,6,PM2.5,129.0
141630,20161224,7,PCA,57.06358018796762
