,date,hour,type,怀柔
2646,20140422,9,PCA,-31.438486341867772
2646,20140422,9,PM2.5,32.0
2652,20140422,10,PCA,-32.63946505025394
2652,20140422,10,PM2.5,28.0
2658,20140422,11,PCA,-33.20448839388452
2658,20140422,11,PM2.5,28.0
2664,20140422,12,PCA,-30.450053080282363
2664,20140422,12,PM2.5,36.0
2670,20140422,13,PCA,-39.23326585863974
2670,20140422,13,PM2.5,26.0
2676,20140422,14,PCA,-35.258679354957785
2676,20140422,14,PM2.5,32.0
2682,20140422,15,PCA,-26.462960344522017
2682,20140422,15,PM2.5,42.0
2688,20140422,16,PCA,-9.94118821818445
2688,20140422,16,PM2.5,56.0
2694,20140422,18,PCA,6.580583908153122
2694,20140422,18,PM2.5,70.0
2700,20140422,19,PCA,41.84608977688582
2700,20140422,19,PM2.5,103.0
2706,20140422,20,PCA,21.412634810237666
2706,20140422,20,PM2.5,67.0
2712,20140422,21,PCA,33.4600893576294
2712,20140422,21,PM2.5,74.0
2718,20140422,22,PCA,34.39195478082615
2718,20140422,22,PM2.5,72.0
2724,20140422,23,PCA,14.822070718002264
2724,20140422,23,PM2.5,55.0
2730,20140423,0,PCA,17.92548784713249
2730,20140423,0,PM2.5,63.0
2736,20140423,1,PCA,10.911432138954334
2736,20140423,1,PM2.5,64.0
2742,20140423,2,PCA,3.465202166724286
2742,20140423,2,PM2.5,58.0
2748,20140423,3,PCA,9.172099819949144
2748,20140423,3,PM2.5,63.0
2754,20140423,4,PCA,13.185082309707953
2754,20140423,4,PM2.5,67.0
2760,20140423,5,PCA,13.341093857323795
2760,20140423,5,PM2.5,68.0
2766,20140423,6,PCA,11.348403715601192
2766,20140423,6,PM2.5,64.0
2772,20140423,7,PCA,18.35197173793049
2772,20140423,7,PM2.5,69.0
2778,20140423,8,PCA,37.04643332108547
2778,20140423,8,PM2.5,88.0
2784,20140423,9,PCA,92.47533876229147
2784,20140423,9,PM2.5,144.0
2790,20140423,10,PCA,124.87749997904459
2790,20140423,10,PM2.5,161.0
2796,20140423,11,PCA,161.62335697636257
2796,20140423,11,PM2.5,174.0
2802,20140423,12,PCA,189.74832447164133
2802,20140423,12,PM2.5,186.0
2808,20140423,13,PCA,213.5401976478766
2808,20140423,13,PM2.5,205.0
2814,20140423,14,PCA,202.9830050099018
2814,20140423,14,PM2.5,183.0
2820,20140423,15,PCA,194.29365487697757
2820,20140423,15,PM2.5,171.0
2826,20140423,16,PCA,204.4411017283257
2826,20140423,16,PM2.5,185.0
2832,20140423,17,PCA,179.94797900281154
2832,20140423,17,PM2.5,159.0
2838,20140423,18,PCA,141.27953798159274
2838,20140423,18,PM2.5,109.8
2844,20140429,2,PCA,7.1446384000453875
2844,20140429,2,PM2.5,60.6
2850,20140429,3,PCA,3.9863623041035168
2850,20140429,3,PM2.5,57.8
2856,20140429,4,PCA,7.0252395001069
2856,20140429,4,PM2.5,62.4
2862,20140429,5,PCA,6.226077141565876
2862,20140429,5,PM2.5,60.5
2868,20140429,6,PCA,7.241402829409532
2868,20140429,6,PM2.5,65.0
2874,20140429,7,PCA,11.228031904199554
2874,20140429,7,PM2.5,70.0
2880,20140429,8,PCA,17.053350465714985
2880,20140429,8,PM2.5,76.1
2886,20140429,9,PCA,21.67264092561219
2886,20140429,9,PM2.5,80.0
2892,20140429,10,PCA,29.055928782002237
2892,20140429,10,PM2.5,91.1
2898,20140429,11,PCA,27.18505160279527
2898,20140429,11,PM2.5,88.1
2904,20140429,12,PCA,24.95525109969668
2904,20140429,12,PM2.5,75.44999999999999
2910,20140429,13,PCA,17.639271401664313
2910,20140429,13,PM2.5,62.8
2916,20140429,14,PCA,44.42774001700964
2916,20140429,14,PM2.5,94.7
2922,20140429,15,PCA,51.81066530019725
2922,20140429,15,PM2.5,102.8
2928,20140429,16,PCA,48.188827332848916
2928,20140429,16,PM2.5,99.6
2934,20140429,17,PCA,53.663326242180254
2934,20140429,17,PM2.5,104.5
2940,20140429,18,PCA,47.85465940629087
2940,20140429,18,PM2.5,93.7
2946,20140429,19,PCA,42.35489490275961
2946,20140429,19,PM2.5,81.6
2952,20140429,20,PCA,56.282092128208475
2952,20140429,20,PM2.5,99.9
2958,20140429,21,PCA,138.15778550555777
2958,20140429,21,PM2.5,215.1
2964,20140429,22,PCA,75.71829684392804
2964,20140429,22,PM2.5,118.4
2970,20140429,23,PCA,66.19702011368335
2970,20140429,23,PM2.5,102.8
2976,20140430,0,PCA,68.00168623898372
2976,20140430,0,PM2.5,103.0
2982,20140430,1,PCA,69.7826653209276
2982,20140430,1,PM2.5,102.5
2988,20140430,2,PCA,59.673086948094735
2988,20140430,2,PM2.5,94.8
2994,20140430,3,PCA,57.12316299966102
2994,20140430,3,PM2.5,90.9
3000,20140430,4,PCA,54.065590154992655
3000,20140430,4,PM2.5,86.2
3006,20140430,5,PCA,60.10114320406488
3006,20140430,5,PM2.5,92.1
3012,20140430,6,PCA,60.63635242829854
3012,20140430,6,PM2.5,91.6
3018,20140430,7,PCA,64.45756126420893
3018,20140430,7,PM2.5,95.2
3024,20140430,8,PCA,81.72993383229162
3024,20140430,8,PM2.5,113.4
3030,20140430,9,PCA,97.73815817894945
3030,20140430,9,PM2.5,130.8
3036,20140430,10,PCA,86.84651898669557
3036,20140430,10,PM2.5,117.7
3042,20140430,11,PCA,91.84421053094691
3042,20140430,11,PM2.5,123.2
3048,20140430,12,PCA,98.53417086970994
3048,20140430,12,PM2.5,131.2
3054,20140430,13,PCA,104.68906147265244
3054,20140430,13,PM2.5,135.6
3060,20140430,14,PCA,117.26779200960789
3060,20140430,14,PM2.5,146.7
3066,20140430,15,PCA,121.1246562612987
3066,20140430,15,PM2.5,149.2
3072,20140430,16,PCA,99.58835335602424
3072,20140430,16,PM2.5,121.5
3078,20140430,17,PCA,95.25968173682831
3078,20140430,17,PM2.5,114.6
3084,20140430,18,PCA,85.50124769139686
3084,20140430,18,PM2.5,99.1
3090,20140430,19,PCA,76.6245736190245
3090,20140430,19,PM2.5,85.2
3096,20140430,20,PCA,80.12243570561242
3096,20140430,20,PM2.5,88.7
3102,20140430,21,PCA,81.36278988018803
3102,20140430,21,PM2.5,96.6
3108,20140430,22,PCA,80.51157936058192
3108,20140430,22,PM2.5,97.1
3114,20140430,23,PCA,81.82242850337116
3114,20140430,23,PM2.5,101.0
3120,20140501,0,PCA,80.33271682850197
3120,20140501,0,PM2.5,101.9
3150,20140501,5,PCA,80.60921766742321
3150,20140501,5,PM2.5,101.4
3156,20140501,6,PCA,83.9302379553653
3156,20140501,6,PM2.5,107.1
3162,20140501,7,PCA,86.61914933433249
3162,20140501,7,PM2.5,109.7
3168,20140501,8,PCA,99.14078513639839
3168,20140501,8,PM2.5,125.9
3174,20140501,9,PCA,125.64970851789758
3174,20140501,9,PM2.5,160.3
3180,20140501,10,PCA,130.60742412792948
3180,20140501,10,PM2.5,166.2
3186,20140501,11,PCA,144.5136827395791
3186,20140501,11,PM2.5,183.1
3192,20140501,12,PCA,151.94781234649142
3192,20140501,12,PM2.5,188.8
3198,20140501,13,PCA,157.9027957769473
3198,20140501,13,PM2.5,194.0
3204,20140501,14,PCA,144.2029694842196
3204,20140501,14,PM2.5,173.1
3210,20140501,15,PCA,140.0187485165663
3210,20140501,15,PM2.5,166.2
3216,20140501,16,PCA,135.63738027364676
3216,20140501,16,PM2.5,157.2
3222,20140501,17,PCA,120.34483202432713
3222,20140501,17,PM2.5,134.5
3228,20140501,18,PCA,86.75156276128854
3228,20140501,18,PM2.5,88.9
3234,20140501,19,PCA,75.94143593155798
3234,20140501,19,PM2.5,71.9
3240,20140501,20,PCA,68.85861556169844
3240,20140501,20,PM2.5,64.3
3246,20140501,21,PCA,72.43021701374377
3246,20140501,21,PM2.5,73.4
3252,20140501,22,PCA,56.428108669334094
3252,20140501,22,PM2.5,53.1
3258,20140501,23,PCA,47.244089320459075
3258,20140501,23,PM2.5,42.6
3264,20140502,0,PCA,45.92845821562742
3264,20140502,0,PM2.5,44.8
3270,20140502,1,PCA,33.986870215583124
3270,20140502,1,PM2.5,32.1
3276,20140502,2,PCA,29.162210689178792
3276,20140502,2,PM2.5,28.7
3282,20140502,3,PCA,23.949817942471814
3282,20140502,3,PM2.5,25.8
3288,20140502,4,PCA,17.42765369983762
3288,20140502,4,PM2.5,20.3
3294,20140502,5,PCA,9.42865265115359
3294,20140502,5,PM2.5,13.7
3300,20140502,6,PCA,5.066412172211075
3300,20140502,6,PM2.5,12.3
3306,20140502,7,PCA,5.995660856782312
3306,20140502,7,PM2.5,18.5
3312,20140502,8,PCA,-1.750575692323021
3312,20140502,8,PM2.5,13.3
3318,20140502,9,PCA,-0.23215995692079358
3318,20140502,9,PM2.5,23.4
3324,20140502,10,PCA,24.095261169026113
3324,20140502,10,PM2.5,66.3
3330,20140502,11,PCA,71.42835937439226
3330,20140502,11,PM2.5,140.1
3336,20140502,12,PCA,-14.297126835891468
3336,20140502,12,PM2.5,19.9
3342,20140502,13,PCA,-26.522399563069232
3342,20140502,13,PM2.5,11.4
3348,20140502,14,PCA,-35.0881118942399
3348,20140502,14,PM2.5,8.2
3354,20140502,15,PCA,-38.863096413140596
3354,20140502,15,PM2.5,11.1
3360,20140502,16,PCA,-45.147513984107405
3360,20140502,16,PM2.5,10.4
3366,20140502,17,PCA,-36.386825247827474
3366,20140502,17,PM2.5,29.7
3372,20140502,18,PCA,-46.19085051513645
3372,20140502,18,PM2.5,17.9
3378,20140502,19,PCA,-49.16834100966693
3378,20140502,19,PM2.5,16.0
3384,20140502,20,PCA,-55.77889315524067
3384,20140502,20,PM2.5,11.7
3390,20140502,21,PCA,-56.69443123585234
3390,20140502,21,PM2.5,13.7
3396,20140502,22,PCA,-61.04488942783495
3396,20140502,22,PM2.5,11.1
3402,20140502,23,PCA,-64.9882723261501
3402,20140502,23,PM2.5,6.5
3408,20140503,0,PCA,-62.20705429866711
3408,20140503,0,PM2.5,13.6
3414,20140503,1,PCA,-67.64451490507864
3414,20140503,1,PM2.5,7.8
3420,20140503,2,PCA,-65.64797755785553
3420,20140503,2,PM2.5,12.2
3426,20140503,3,PCA,-66.88418702928216
3426,20140503,3,PM2.5,11.3
3432,20140503,4,PCA,-56.563931467564096
3432,20140503,4,PM2.5,20.5
3438,20140503,5,PCA,-58.97706879886188
3438,20140503,5,PM2.5,17.2
3444,20140503,6,PCA,-64.28207888974556
3444,20140503,6,PM2.5,14.4
3450,20140503,7,PCA,-63.6332286958351
3450,20140503,7,PM2.5,15.0
3456,20140503,8,PCA,-58.491989887709494
3456,20140503,8,PM2.5,20.4
3462,20140503,9,PCA,-38.358715491151216
3462,20140503,9,PM2.5,44.7
3468,20140503,10,PCA,-26.39196657070855
3468,20140503,10,PM2.5,55.5
3474,20140503,11,PCA,-20.084876820327963
3474,20140503,11,PM2.5,60.0
3480,20140503,12,PCA,-9.658814531542536
3480,20140503,12,PM2.5,72.3
3486,20140503,13,PCA,-14.293603755085053
3486,20140503,13,PM2.5,67.0
3492,20140503,14,PCA,-29.390655063801557
3492,20140503,14,PM2.5,40.5
3498,20140503,15,PCA,-37.0222811179247
3498,20140503,15,PM2.5,28.0
3504,20140503,16,PCA,-32.60087011426636
3504,20140503,16,PM2.5,37.1
3510,20140503,17,PCA,-28.51774431485966
3510,20140503,17,PM2.5,44.7
3516,20140503,18,PCA,-22.609058782680567
3516,20140503,18,PM2.5,44.3
3522,20140503,19,PCA,-7.055968920792383
3522,20140503,19,PM2.5,58.1
3528,20140503,20,PCA,-24.410860823312348
3528,20140503,20,PM2.5,28.4
3534,20140503,21,PCA,-30.029911077758616
3534,20140503,21,PM2.5,18.2
3540,20140503,22,PCA,-22.186967314969976
3540,20140503,22,PM2.5,26.8
3546,20140503,23,PCA,-21.422579276317833
3546,20140503,23,PM2.5,24.8
3552,20140504,0,PCA,-25.857086209552445
3552,20140504,0,PM2.5,18.2
3558,20140504,1,PCA,-22.71257258310207
3558,20140504,1,PM2.5,19.7
3564,20140504,2,PCA,-49.52667854141258
3564,20140504,2,PM2.5,19.3
3570,20140504,3,PCA,-19.47481446004403
3570,20140504,3,PM2.5,24.4
3576,20140504,4,PCA,-18.116205835763182
3576,20140504,4,PM2.5,26.6
3582,20140504,5,PCA,-17.405128463919663
3582,20140504,5,PM2.5,27.8
3588,20140504,6,PCA,-12.928126202853951
3588,20140504,6,PM2.5,34.8
3594,20140504,7,PCA,-14.049648351850536
3594,20140504,7,PM2.5,31.5
3600,20140504,8,PCA,-19.57776449229386
3600,20140504,8,PM2.5,22.4
3606,20140504,9,PCA,-18.930807372148013
3606,20140504,9,PM2.5,24.1
3612,20140504,10,PCA,-20.194690251260624
3612,20140504,10,PM2.5,25.2
3618,20140504,11,PCA,-18.182002121903093
3618,20140504,11,PM2.5,29.8
3624,20140504,12,PCA,-22.523592945006772
3624,20140504,12,PM2.5,23.0
3630,20140504,13,PCA,-23.760538150359277
3630,20140504,13,PM2.5,20.4
3636,20140504,14,PCA,-22.649319777969684
3636,20140504,14,PM2.5,23.2
3642,20140504,15,PCA,-24.76176142353302
3642,20140504,15,PM2.5,19.1
3648,20140504,16,PCA,-26.91237323622509
3648,20140504,16,PM2.5,15.3
3654,20140504,17,PCA,-24.360819581845647
3654,20140504,17,PM2.5,18.6
3660,20140504,18,PCA,-34.03698245067175
3660,20140504,18,PM2.5,15.2
3666,20140504,19,PCA,-40.98813939647247
3666,20140504,19,PM2.5,13.9
3672,20140504,20,PCA,-42.636226819685405
3672,20140504,20,PM2.5,14.9
3678,20140504,21,PCA,-39.253847719541255
3678,20140504,21,PM2.5,18.5
3684,20140504,22,PCA,-47.78331965475648
3684,20140504,22,PM2.5,12.9
3690,20140504,23,PCA,135.23438032180755
3690,20140504,23,PM2.5,291.3
3696,20140505,0,PCA,-33.28593249640581
3696,20140505,0,PM2.5,41.0
3702,20140505,1,PCA,-47.26933003024769
3702,20140505,1,PM2.5,16.0
3708,20140505,2,PCA,-48.79101685995293
3708,20140505,2,PM2.5,15.6
3714,20140505,3,PCA,-45.71646710229526
3714,20140505,3,PM2.5,17.0
3720,20140505,4,PCA,-45.21221126314897
3720,20140505,4,PM2.5,17.85
3726,20140505,5,PCA,-44.707955424002705
3726,20140505,5,PM2.5,18.7
3732,20140505,6,PCA,-38.90557780977758
3732,20140505,6,PM2.5,26.6
3738,20140505,7,PCA,-37.59284343939528
3738,20140505,7,PM2.5,26.8
3744,20140505,8,PCA,-32.078800275200784
3744,20140505,8,PM2.5,33.7
3750,20140505,9,PCA,-42.61410577859924
3750,20140505,9,PM2.5,21.6
3756,20140505,10,PCA,-47.427187681541014
3756,20140505,10,PM2.5,17.0
3762,20140505,11,PCA,-50.511233640126854
3762,20140505,11,PM2.5,13.7
3768,20140505,12,PCA,-48.11529383824614
3768,20140505,12,PM2.5,20.1
3774,20140505,13,PCA,-4.219284407128401
3774,20140505,13,PM2.5,86.5
3780,20140505,14,PCA,-53.64007857197565
3780,20140505,14,PM2.5,11.8
3786,20140505,15,PCA,-53.91235581081562
3786,20140505,15,PM2.5,12.4
3792,20140505,16,PCA,-54.96280113410654
3792,20140505,16,PM2.5,10.2
3798,20140505,17,PCA,-51.57232648661876
3798,20140505,17,PM2.5,14.2
3804,20140505,18,PCA,-45.4958916965787
3804,20140505,18,PM2.5,20.2
3810,20140505,19,PCA,-39.562746551323855
3810,20140505,19,PM2.5,26.4
3816,20140505,20,PCA,-37.24866910355122
3816,20140505,20,PM2.5,29.4
3822,20140505,21,PCA,-31.95987043529266
3822,20140505,21,PM2.5,34.9
3828,20140505,22,PCA,-32.44797851170957
3828,20140505,22,PM2.5,33.6
3834,20140505,23,PCA,-41.89236502203835
3834,20140505,23,PM2.5,37.0
3840,20140506,0,PCA,-40.65328831258066
3840,20140506,0,PM2.5,38.6
3846,20140506,1,PCA,-33.896087635182255
3846,20140506,1,PM2.5,44.8
3852,20140506,2,PCA,-37.76539725684968
3852,20140506,2,PM2.5,39.8
3858,20140506,3,PCA,-47.08612467827408
3858,20140506,3,PM2.5,28.7
3864,20140506,4,PCA,-44.31296773232239
3864,20140506,4,PM2.5,32.5
3870,20140506,5,PCA,-40.68929679338759
3870,20140506,5,PM2.5,36.2
3876,20140506,6,PCA,-29.847189487674157
3876,20140506,6,PM2.5,38.5
3882,20140506,7,PCA,-24.968023669191886
3882,20140506,7,PM2.5,45.4
3888,20140506,8,PCA,-17.801980393727014
3888,20140506,8,PM2.5,53.1
3894,20140506,9,PCA,-11.564344103887777
3894,20140506,9,PM2.5,58.7
3900,20140506,10,PCA,-11.225151300049891
3900,20140506,10,PM2.5,59.4
3906,20140506,11,PCA,-11.681728962489103
3906,20140506,11,PM2.5,57.1
3912,20140506,12,PCA,-3.9048559124821125
3912,20140506,12,PM2.5,68.1
3918,20140506,13,PCA,-1.2404535320031704
3918,20140506,13,PM2.5,72.0
3924,20140506,14,PCA,-1.8631447543625401
3924,20140506,14,PM2.5,69.7
3930,20140506,15,PCA,9.279640682022206
3930,20140506,15,PM2.5,84.0
3936,20140506,16,PCA,10.819144208084863
3936,20140506,16,PM2.5,82.8
3942,20140506,17,PCA,14.587285465487739
3942,20140506,17,PM2.5,83.8
3948,20140506,18,PCA,28.344229328558733
3948,20140506,18,PM2.5,98.5
3954,20140506,19,PCA,33.78286955805512
3954,20140506,19,PM2.5,100.0
3960,20140506,20,PCA,39.025600357423635
3960,20140506,20,PM2.5,102.8
3966,20140506,21,PCA,34.359204614257706
3966,20140506,21,PM2.5,95.2
3972,20140506,22,PCA,44.43689843040905
3972,20140506,22,PM2.5,104.1
3978,20140506,23,PCA,31.877764219010206
3978,20140506,23,PM2.5,90.1
3984,20140507,0,PCA,44.7849018608428
3984,20140507,0,PM2.5,101.9
3990,20140507,1,PCA,51.53406620880269
3990,20140507,1,PM2.5,106.3
3996,20140507,2,PCA,33.80602081966234
3996,20140507,2,PM2.5,86.5
4002,20140507,3,PCA,34.734417981693696
4002,20140507,3,PM2.5,84.7
4008,20140507,4,PCA,31.681910158598537
4008,20140507,4,PM2.5,78.8
4014,20140507,5,PCA,38.036175859726235
4014,20140507,5,PM2.5,82.7
4020,20140507,6,PCA,47.511688761223986
4020,20140507,6,PM2.5,92.0
4026,20140507,7,PCA,62.614165631154975
4026,20140507,7,PM2.5,106.6
4032,20140507,8,PCA,55.72193820709704
4032,20140507,8,PM2.5,97.1
4038,20140507,9,PCA,51.51554642407749
4038,20140507,9,PM2.5,88.2
4044,20140507,10,PCA,15.109753642525472
4044,20140507,10,PM2.5,39.4
4050,20140507,11,PCA,5.451746713403247
4050,20140507,11,PM2.5,27.7
4056,20140507,12,PCA,-0.49123140669413096
4056,20140507,12,PM2.5,20.8
4062,20140507,13,PCA,-7.255467283214188
4062,20140507,13,PM2.5,15.2
4068,20140507,14,PCA,-12.704708293901234
4068,20140507,14,PM2.5,10.2
4092,20140507,18,PCA,-20.58072557492558
4092,20140507,18,PM2.5,5.8
4098,20140507,19,PCA,-17.79746769323606
4098,20140507,19,PM2.5,14.7
4104,20140507,20,PCA,-20.121214300501695
4104,20140507,20,PM2.5,15.9
4110,20140507,21,PCA,-22.60294945988445
4110,20140507,21,PM2.5,17.6
4116,20140507,22,PCA,-28.353239001546925
4116,20140507,22,PM2.5,14.7
4122,20140507,23,PCA,-26.932100049782733
4122,20140507,23,PM2.5,17.9
4128,20140508,0,PCA,-30.23676426243731
4128,20140508,0,PM2.5,20.5
4134,20140508,1,PCA,-40.40809157805612
4134,20140508,1,PM2.5,13.9
4140,20140508,2,PCA,-25.138515299673436
4140,20140508,2,PM2.5,35.8
4146,20140508,3,PCA,-37.00257981234646
4146,20140508,3,PM2.5,25.6
4152,20140508,4,PCA,-25.94619264348584
4152,20140508,4,PM2.5,43.9
4158,20140508,5,PCA,-17.500086427565847
4158,20140508,5,PM2.5,59.7
4164,20140508,6,PCA,-15.510571575204727
4164,20140508,6,PM2.5,63.3
4170,20140508,7,PCA,-11.400174375969137
4170,20140508,7,PM2.5,68.7
4176,20140508,8,PCA,-10.625846861756658
4176,20140508,8,PM2.5,68.2
4182,20140508,9,PCA,-21.805696307379055
4182,20140508,9,PM2.5,51.3
4188,20140508,10,PCA,-14.998418969920063
4188,20140508,10,PM2.5,57.3
4194,20140508,11,PCA,-7.473832557029854
4194,20140508,11,PM2.5,69.5
4200,20140508,12,PCA,-8.166871209051047
4200,20140508,12,PM2.5,68.2
4206,20140508,13,PCA,7.8234771809139145
4206,20140508,13,PM2.5,87.2
4212,20140508,14,PCA,9.863872451680576
4212,20140508,14,PM2.5,84.6
4218,20140508,15,PCA,7.210631572311101
4218,20140508,15,PM2.5,68.6
4224,20140508,16,PCA,5.520402330768129
4224,20140508,16,PM2.5,65.5
4230,20140508,17,PCA,7.297796276348932
4230,20140508,17,PM2.5,73.4
4236,20140508,18,PCA,21.950406581582804
4236,20140508,18,PM2.5,84.4
4242,20140508,19,PCA,16.077553963904556
4242,20140508,19,PM2.5,81.1
4248,20140508,20,PCA,15.407903883644334
4248,20140508,20,PM2.5,76.3
4254,20140508,21,PCA,13.447204976948765
4254,20140508,21,PM2.5,70.8
4260,20140508,22,PCA,10.968505497967326
4260,20140508,22,PM2.5,64.3
4266,20140508,23,PCA,8.199761244730382
4266,20140508,23,PM2.5,60.2
4272,20140509,0,PCA,5.389816066571765
4272,20140509,0,PM2.5,54.9
4278,20140509,1,PCA,6.8997705224702335
4278,20140509,1,PM2.5,55.1
4284,20140509,2,PCA,6.411036177128138
4284,20140509,2,PM2.5,54.4
4290,20140509,3,PCA,7.045844926509963
4290,20140509,3,PM2.5,54.8
4296,20140509,4,PCA,6.87740058449979
4296,20140509,4,PM2.5,53.2
4302,20140509,5,PCA,6.294217797302472
4302,20140509,5,PM2.5,53.3
4308,20140509,6,PCA,5.684749287945181
4308,20140509,6,PM2.5,53.1
4314,20140509,7,PCA,10.392361978863583
4314,20140509,7,PM2.5,59.5
4320,20140509,8,PCA,12.123407463926785
4320,20140509,8,PM2.5,60.4
4326,20140509,9,PCA,8.399058811051406
4326,20140509,9,PM2.5,52.9
4332,20140509,10,PCA,14.881991735853143
4332,20140509,10,PM2.5,60.3
4338,20140509,11,PCA,17.672245119393395
4338,20140509,11,PM2.5,64.7
4344,20140509,12,PCA,18.32192554252075
4344,20140509,12,PM2.5,65.8
4350,20140509,13,PCA,11.509523065224727
4350,20140509,13,PM2.5,58.6
4356,20140509,14,PCA,7.902392448444612
4356,20140509,14,PM2.5,54.6
4362,20140509,15,PCA,13.411867473968103
4362,20140509,15,PM2.5,58.5
4368,20140509,16,PCA,10.756467799107787
4368,20140509,16,PM2.5,56.2
4374,20140509,17,PCA,8.29360222871383
4374,20140509,17,PM2.5,56.5
4380,20140509,18,PCA,13.384260997275225
4380,20140509,18,PM2.5,63.3
4386,20140509,19,PCA,-3.9198035089919587
4386,20140509,19,PM2.5,45.1
4392,20140509,20,PCA,-7.443151095774685
4392,20140509,20,PM2.5,40.6
4398,20140509,21,PCA,-5.265114917926092
4398,20140509,21,PM2.5,42.2
4404,20140509,22,PCA,-7.721800670505052
4404,20140509,22,PM2.5,40.7
4410,20140509,23,PCA,-8.813244371776918
4410,20140509,23,PM2.5,41.7
4416,20140510,0,PCA,-9.51327173277182
4416,20140510,0,PM2.5,41.5
4422,20140510,1,PCA,-10.575321882408003
4422,20140510,1,PM2.5,40.2
4428,20140510,2,PCA,-10.885412732907161
4428,20140510,2,PM2.5,40.0
4434,20140510,3,PCA,-13.582950031814454
4434,20140510,3,PM2.5,37.8
4440,20140510,4,PCA,-17.067862977629094
4440,20140510,4,PM2.5,33.1
4446,20140510,5,PCA,-16.651431294810685
4446,20140510,5,PM2.5,33.8
4452,20140510,6,PCA,-16.903595951643243
4452,20140510,6,PM2.5,33.7
4458,20140510,7,PCA,-17.589639384618675
4458,20140510,7,PM2.5,32.1
4464,20140510,8,PCA,-14.208416388496644
4464,20140510,8,PM2.5,35.9
4470,20140510,9,PCA,-12.199813434220323
4470,20140510,9,PM2.5,37.9
4476,20140510,10,PCA,-9.83883764958578
4476,20140510,10,PM2.5,42.5
4482,20140510,11,PCA,-11.399200248839433
4482,20140510,11,PM2.5,41.7
4488,20140510,12,PCA,-11.26600930445651
4488,20140510,12,PM2.5,43.7
4494,20140510,13,PCA,-10.72428797821233
4494,20140510,13,PM2.5,46.0
4500,20140510,14,PCA,-12.121759110365817
4500,20140510,14,PM2.5,43.5
4506,20140510,15,PCA,-11.867459743966881
4506,20140510,15,PM2.5,45.3
4512,20140510,16,PCA,-9.193674175466757
4512,20140510,16,PM2.5,49.9
4518,20140510,17,PCA,-7.549712293259795
4518,20140510,17,PM2.5,53.5
4524,20140510,18,PCA,-8.097450117918099
4524,20140510,18,PM2.5,53.7
4530,20140510,19,PCA,7.007982201004215
4530,20140510,19,PM2.5,73.1
4536,20140510,20,PCA,5.097879610146458
4536,20140510,20,PM2.5,69.7
4542,20140510,21,PCA,-2.662474756668002
4542,20140510,21,PM2.5,63.7
4548,20140510,22,PCA,-6.953482681996487
4548,20140510,22,PM2.5,56.5
4554,20140510,23,PCA,-11.349898153734584
4554,20140510,23,PM2.5,46.5
4560,20140511,0,PCA,-18.00113496046381
4560,20140511,0,PM2.5,41.5
4566,20140511,1,PCA,-19.155649225176976
4566,20140511,1,PM2.5,41.8
4572,20140511,2,PCA,-10.805448281361477
4572,20140511,2,PM2.5,56.2
4578,20140511,3,PCA,-17.66528018870537
4578,20140511,3,PM2.5,46.4
4584,20140511,4,PCA,-16.128709224296166
4584,20140511,4,PM2.5,47.4
4590,20140511,5,PCA,-18.452258198720322
4590,20140511,5,PM2.5,43.7
4596,20140511,6,PCA,-20.529813565167036
4596,20140511,6,PM2.5,40.9
4602,20140511,7,PCA,-23.81583707678272
4602,20140511,7,PM2.5,34.9
4608,20140511,8,PCA,-25.801227502719502
4608,20140511,8,PM2.5,31.5
