,date,hour,type,亦庄
62268,20150621,11,PM2.5,42.5
62274,20150621,12,PCA,-55.63587317463998
62274,20150621,12,PM2.5,36.1
62280,20150621,13,PCA,-67.63714111695047
62280,20150621,13,PM2.5,26.1
62286,20150621,14,PCA,-52.98758958988323
62286,20150621,14,PM2.5,30.8
62292,20150621,15,PCA,-47.82021832583924
62292,20150621,15,PM2.5,34.9
62298,20150621,16,PCA,-54.5492395472614
62298,20150621,16,PM2.5,25.4
62304,20150621,17,PCA,-46.76790437987777
62304,20150621,17,PM2.5,34.4
62310,20150621,18,PCA,-56.84088652009048
62310,20150621,18,PM2.5,23.8
62316,20150621,19,PCA,-61.571087827579106
62316,20150621,19,PM2.5,29.1
62322,20150621,20,PCA,-55.46039532163798
62322,20150621,20,PM2.5,46.3
62328,20150621,21,PCA,-45.28858010014774
62328,20150621,21,PM2.5,47.3
62334,20150621,22,PCA,-47.37454164257426
62334,20150621,22,PM2.5,47.4
62340,20150621,23,PCA,-45.16673286446352
62340,20150621,23,PM2.5,47.3
62346,20150622,0,PCA,-47.49099076755908
62346,20150622,0,PM2.5,46.5
62352,20150622,1,PCA,-32.241028056995304
62352,20150622,1,PM2.5,72.6
62358,20150622,2,PCA,-21.083074606948355
62358,20150622,2,PM2.5,81.8
62364,20150622,3,PCA,-12.48083917961263
62364,20150622,3,PM2.5,91.9
62370,20150622,4,PCA,-6.6633073154874225
62370,20150622,4,PM2.5,96.7
62376,20150622,5,PCA,8.441551843494189
62376,20150622,5,PM2.5,104.3
62382,20150622,6,PCA,23.379578994273942
62382,20150622,6,PM2.5,119.5
62388,20150622,7,PCA,55.159703166563794
62388,20150622,7,PM2.5,167.7
62394,20150622,8,PCA,58.66053068484798
62394,20150622,8,PM2.5,168.5
62400,20150622,9,PCA,42.06266331849665
62400,20150622,9,PM2.5,146.0
62406,20150622,10,PCA,24.37122380951744
62406,20150622,10,PM2.5,120.1
62412,20150622,11,PCA,17.562749592545032
62412,20150622,11,PM2.5,113.5
62418,20150622,12,PCA,4.18869563006027
62418,20150622,12,PM2.5,102.6
62424,20150622,13,PCA,-7.973549512392442
62424,20150622,13,PM2.5,88.5
62430,20150622,14,PCA,-24.37967275566827
62430,20150622,14,PM2.5,65.4
62436,20150622,15,PCA,-35.369745138957825
62436,20150622,15,PM2.5,49.9
62442,20150622,16,PCA,-44.792356849678185
62442,20150622,16,PM2.5,37.4
62448,20150622,17,PCA,-20.713484878508645
62448,20150622,17,PM2.5,66.2
62454,20150622,18,PCA,-2.476098528202445
62454,20150622,18,PM2.5,85.7
62460,20150622,19,PCA,-1.673492423768181
62460,20150622,19,PM2.5,86.2
62466,20150622,20,PCA,0.9593389279897888
62466,20150622,20,PM2.5,85.5
62472,20150622,21,PCA,11.462476065442686
62472,20150622,21,PM2.5,92.8
62478,20150622,22,PCA,30.629073588393716
62478,20150622,22,PM2.5,112.6
62484,20150622,23,PCA,51.44222373514263
62484,20150622,23,PM2.5,135.3
62490,20150623,0,PCA,75.38159882140248
62490,20150623,0,PM2.5,153.5
62496,20150623,1,PCA,108.26112706080025
62496,20150623,1,PM2.5,185.4
62502,20150623,2,PCA,149.58148361247441
62502,20150623,2,PM2.5,241.2
62508,20150623,3,PCA,168.03138530257775
62508,20150623,3,PM2.5,262.6
62514,20150623,4,PCA,184.7095933690891
62514,20150623,4,PM2.5,280.9
62520,20150623,5,PCA,204.80538232906645
62520,20150623,5,PM2.5,293.1
62526,20150623,6,PCA,197.6901221767199
62526,20150623,6,PM2.5,272.1
62532,20150623,7,PCA,233.74096537550724
62532,20150623,7,PM2.5,305.9
62538,20150623,8,PCA,209.97286126395142
62538,20150623,8,PM2.5,268.4
62544,20150623,9,PCA,170.30755439333677
62544,20150623,9,PM2.5,213.0
62550,20150623,10,PCA,158.60648213512727
62550,20150623,10,PM2.5,198.1
62556,20150623,11,PCA,154.4216895779907
62556,20150623,11,PM2.5,195.6
62562,20150623,12,PCA,155.21779934780645
62562,20150623,12,PM2.5,201.9
62568,20150623,13,PCA,153.81879769126311
62568,20150623,13,PM2.5,203.2
62574,20150623,14,PCA,140.92306600169323
62574,20150623,14,PM2.5,183.7
62580,20150623,15,PCA,127.62209266887214
62580,20150623,15,PM2.5,165.7
62586,20150623,16,PCA,112.15954027239512
62586,20150623,16,PM2.5,142.9
62592,20150623,17,PCA,80.543783857526
62592,20150623,17,PM2.5,95.3
62598,20150623,18,PCA,72.11810915077677
62598,20150623,18,PM2.5,79.5
62604,20150623,19,PCA,83.76645569259088
62604,20150623,19,PM2.5,93.0
62610,20150623,20,PCA,90.20734037370308
62610,20150623,20,PM2.5,91.0
62616,20150623,21,PCA,91.56443155027895
62616,20150623,21,PM2.5,90.8
62622,20150623,22,PCA,98.64728061572981
62622,20150623,22,PM2.5,101.5
62628,20150623,23,PCA,110.1007484962815
62628,20150623,23,PM2.5,118.1
62634,20150624,0,PCA,128.53294790974573
62634,20150624,0,PM2.5,145.4
62640,20150624,1,PCA,120.32764861860602
62640,20150624,1,PM2.5,135.1
62646,20150624,2,PCA,98.732187810753
62646,20150624,2,PM2.5,108.4
62652,20150624,3,PCA,77.23493488709668
62652,20150624,3,PM2.5,83.8
62658,20150624,4,PCA,75.27165536385759
62658,20150624,4,PM2.5,88.8
62664,20150624,5,PCA,84.44849046000904
62664,20150624,5,PM2.5,108.4
62670,20150624,6,PCA,94.13687603965168
62670,20150624,6,PM2.5,126.5
62676,20150624,7,PCA,100.64230581714119
62676,20150624,7,PM2.5,141.1
62682,20150624,8,PCA,100.1522746018786
62682,20150624,8,PM2.5,145.4
62688,20150624,9,PCA,61.84107110863731
62688,20150624,9,PM2.5,101.2
62694,20150624,10,PCA,41.8785215834694
62694,20150624,10,PM2.5,81.7
62700,20150624,11,PCA,47.06819230729217
62700,20150624,11,PM2.5,92.3
62706,20150624,12,PCA,47.229806538988946
62706,20150624,12,PM2.5,96.5
62712,20150624,13,PCA,43.532075729252476
62712,20150624,13,PM2.5,97.0
62730,20150624,16,PCA,-16.969042895099445
62730,20150624,16,PM2.5,28.2
62736,20150624,17,PCA,-10.551355135693802
62736,20150624,17,PM2.5,43.7
62742,20150624,18,PCA,-6.90202215996998
62742,20150624,18,PM2.5,47.9
62748,20150624,19,PCA,-1.9862436334747626
62748,20150624,19,PM2.5,51.6
62754,20150624,20,PCA,3.3480232209724092
62754,20150624,20,PM2.5,61.1
62760,20150624,21,PCA,7.080049489542653
62760,20150624,21,PM2.5,65.1
62766,20150624,22,PCA,11.461772822942493
62766,20150624,22,PM2.5,69.4
62772,20150624,23,PCA,17.46914918813975
62772,20150624,23,PM2.5,78.6
62778,20150625,0,PCA,10.205567879870244
62778,20150625,0,PM2.5,78.0
62784,20150625,1,PCA,10.161139753716178
62784,20150625,1,PM2.5,85.3
62790,20150625,2,PCA,7.0052633959759225
62790,20150625,2,PM2.5,84.7
62796,20150625,3,PCA,18.455643211108217
62796,20150625,3,PM2.5,88.5
62802,20150625,4,PCA,24.386901776841
62802,20150625,4,PM2.5,96.9
62808,20150625,5,PCA,36.740709678315135
62808,20150625,5,PM2.5,111.4
62814,20150625,6,PCA,61.50167852149619
62814,20150625,6,PM2.5,131.0
62820,20150625,7,PCA,54.39938723262915
62820,20150625,7,PM2.5,122.7
62826,20150625,8,PCA,60.26391428254768
62826,20150625,8,PM2.5,134.5
62832,20150625,9,PCA,67.77814600468433
62832,20150625,9,PM2.5,146.3
62838,20150625,10,PCA,66.23934743543697
62838,20150625,10,PM2.5,143.0
62844,20150625,11,PCA,71.60361412458144
62844,20150625,11,PM2.5,153.8
62850,20150625,12,PCA,67.06286510797386
62850,20150625,12,PM2.5,144.7
62856,20150625,13,PCA,40.133825008372014
62856,20150625,13,PM2.5,110.1
62862,20150625,14,PCA,15.97230552942353
62862,20150625,14,PM2.5,80.8
62868,20150625,15,PCA,2.7705267193477887
62868,20150625,15,PM2.5,64.2
62874,20150625,16,PCA,15.477002499501072
62874,20150625,16,PM2.5,79.8
62880,20150625,17,PCA,9.085751799358535
62880,20150625,17,PM2.5,84.7
62886,20150625,18,PCA,9.429046064381039
62886,20150625,18,PM2.5,80.9
62892,20150625,19,PCA,3.1293522414588035
62892,20150625,19,PM2.5,68.7
62898,20150625,20,PCA,6.370118883466868
62898,20150625,20,PM2.5,72.8
62904,20150625,21,PCA,18.955177767713185
62904,20150625,21,PM2.5,83.2
62910,20150625,22,PCA,54.6059895877323
62910,20150625,22,PM2.5,114.7
62916,20150625,23,PCA,60.668837495677074
62916,20150625,23,PM2.5,133.6
62922,20150626,0,PCA,18.195240075983097
62922,20150626,0,PM2.5,93.0
62928,20150626,1,PCA,22.383458292068223
62928,20150626,1,PM2.5,94.2
62934,20150626,2,PCA,41.96511474471905
62934,20150626,2,PM2.5,113.0
62940,20150626,3,PCA,55.53446564249676
62940,20150626,3,PM2.5,120.6
62946,20150626,4,PCA,63.53244008317689
62946,20150626,4,PM2.5,128.1
62952,20150626,5,PCA,64.93170095966595
62952,20150626,5,PM2.5,129.0
62958,20150626,6,PCA,54.55383248805932
62958,20150626,6,PM2.5,122.6
62964,20150626,7,PCA,52.22334110706426
62964,20150626,7,PM2.5,114.2
62970,20150626,8,PCA,57.227707090811144
62970,20150626,8,PM2.5,120.8
62976,20150626,9,PCA,64.50810667351531
62976,20150626,9,PM2.5,131.8
62982,20150626,10,PCA,55.62126233959956
62982,20150626,10,PM2.5,126.2
62988,20150626,11,PCA,49.66219466708908
62988,20150626,11,PM2.5,121.4
62994,20150626,12,PCA,35.7564826135526
62994,20150626,12,PM2.5,104.8
63000,20150626,13,PCA,21.833407387273077
63000,20150626,13,PM2.5,95.4
63006,20150626,14,PCA,27.312433911528395
63006,20150626,14,PM2.5,106.7
63012,20150626,15,PCA,38.51275856229111
63012,20150626,15,PM2.5,122.2
63018,20150626,16,PCA,43.84843301015733
63018,20150626,16,PM2.5,128.6
63024,20150626,17,PCA,36.3603234798152
63024,20150626,17,PM2.5,116.1
63030,20150626,18,PCA,44.23719943420391
63030,20150626,18,PM2.5,121.6
63036,20150626,19,PCA,69.7754990489897
63036,20150626,19,PM2.5,151.7
63042,20150626,20,PCA,84.74142212947527
63042,20150626,20,PM2.5,166.8
63048,20150626,21,PCA,96.76555046736881
63048,20150626,21,PM2.5,178.0
63054,20150626,22,PCA,107.3066689911359
63054,20150626,22,PM2.5,185.2
63060,20150626,23,PCA,78.84849712843028
63060,20150626,23,PM2.5,137.3
63066,20150627,0,PCA,-6.228073745221833
63066,20150627,0,PM2.5,16.1
63072,20150627,1,PCA,4.96320433553742
63072,20150627,1,PM2.5,19.5
63078,20150627,2,PCA,13.323117558692514
63078,20150627,2,PM2.5,27.5
63084,20150627,3,PCA,24.070360613116673
63084,20150627,3,PM2.5,47.0
63090,20150627,4,PCA,23.608378335641486
63090,20150627,4,PM2.5,51.9
63096,20150627,5,PCA,24.68603401663821
63096,20150627,5,PM2.5,54.8
63102,20150627,6,PCA,24.94386192085929
63102,20150627,6,PM2.5,59.5
63108,20150627,7,PCA,38.35159209779256
63108,20150627,7,PM2.5,84.6
63114,20150627,8,PCA,38.85988075260634
63114,20150627,8,PM2.5,88.3
63120,20150627,9,PCA,44.4091871993419
63120,20150627,9,PM2.5,100.8
63126,20150627,10,PCA,50.47352221315317
63126,20150627,10,PM2.5,113.5
63132,20150627,11,PCA,44.30384014890735
63132,20150627,11,PM2.5,111.2
63138,20150627,12,PCA,40.36495727589432
63138,20150627,12,PM2.5,115.7
63144,20150627,13,PCA,58.16888339462812
63144,20150627,13,PM2.5,146.8
63150,20150627,14,PCA,51.67278380245873
63150,20150627,14,PM2.5,138.1
63156,20150627,15,PCA,47.18915364731961
63156,20150627,15,PM2.5,133.7
63162,20150627,16,PCA,38.37143991199421
63162,20150627,16,PM2.5,124.4
63168,20150627,17,PCA,34.06848301199793
63168,20150627,17,PM2.5,120.5
63174,20150627,18,PCA,34.60219985007564
63174,20150627,18,PM2.5,122.2
63180,20150627,19,PCA,38.126367797415746
63180,20150627,19,PM2.5,125.6
63186,20150627,20,PCA,35.977458842590124
63186,20150627,20,PM2.5,124.7
63192,20150627,21,PCA,32.91779226074539
63192,20150627,21,PM2.5,112.2
63198,20150627,22,PCA,18.708703042382663
63198,20150627,22,PM2.5,87.0
63204,20150627,23,PCA,23.078590545741296
63204,20150627,23,PM2.5,88.3
63210,20150628,0,PCA,32.71597417122096
63210,20150628,0,PM2.5,93.7
63216,20150628,1,PCA,43.60646209812713
63216,20150628,1,PM2.5,99.3
63222,20150628,2,PCA,49.25320192695377
63222,20150628,2,PM2.5,101.9
63228,20150628,3,PCA,44.05396821483392
63228,20150628,3,PM2.5,92.0
63234,20150628,4,PCA,38.0833835057971
63234,20150628,4,PM2.5,87.3
63240,20150628,5,PCA,54.69978605372678
63240,20150628,5,PM2.5,111.1
63246,20150628,6,PCA,62.477455321627254
63246,20150628,6,PM2.5,120.7
63252,20150628,7,PCA,70.74431192508402
63252,20150628,7,PM2.5,132.7
63258,20150628,8,PCA,82.45494501249169
63258,20150628,8,PM2.5,149.2
63264,20150628,9,PCA,83.5645051178714
63264,20150628,9,PM2.5,150.5
63270,20150628,10,PCA,84.66609736246731
63270,20150628,10,PM2.5,155.0
63276,20150628,11,PCA,85.48688824972783
63276,20150628,11,PM2.5,159.7
63282,20150628,12,PCA,88.84876351829098
63282,20150628,12,PM2.5,168.1
63288,20150628,13,PCA,87.54372479145809
63288,20150628,13,PM2.5,167.9
63294,20150628,14,PCA,70.93931666182827
63294,20150628,14,PM2.5,148.0
63300,20150628,15,PCA,71.09358988910775
63300,20150628,15,PM2.5,148.2
63306,20150628,16,PCA,53.831361483936654
63306,20150628,16,PM2.5,125.9
63312,20150628,17,PCA,51.88548027292342
63312,20150628,17,PM2.5,124.6
63318,20150628,18,PCA,71.35882410251206
63318,20150628,18,PM2.5,153.4
63324,20150628,19,PCA,84.02371005008324
63324,20150628,19,PM2.5,159.8
63330,20150628,20,PCA,82.11150013541216
63330,20150628,20,PM2.5,142.8
63336,20150628,21,PCA,101.29118720087057
63336,20150628,21,PM2.5,166.3
63342,20150628,22,PCA,111.36566973413177
63342,20150628,22,PM2.5,177.0
63348,20150628,23,PCA,112.68280433218676
63348,20150628,23,PM2.5,165.6
63354,20150629,0,PCA,125.71871703781392
63354,20150629,0,PM2.5,172.1
63360,20150629,1,PCA,134.32683889237484
63360,20150629,1,PM2.5,174.9
63366,20150629,2,PCA,126.12364476519267
63366,20150629,2,PM2.5,161.2
63372,20150629,3,PCA,134.78298812760536
63372,20150629,3,PM2.5,167.6
63378,20150629,4,PCA,138.09517610428395
63378,20150629,4,PM2.5,169.4
63384,20150629,5,PCA,139.85594397710219
63384,20150629,5,PM2.5,165.5
63390,20150629,6,PCA,145.93974441138877
63390,20150629,6,PM2.5,169.8
63396,20150629,7,PCA,145.7247019778375
63396,20150629,7,PM2.5,157.9
63486,20150629,22,PCA,23.684294291495938
63486,20150629,22,PM2.5,10.5
63492,20150629,23,PCA,31.27245094556273
63492,20150629,23,PM2.5,25.8
63498,20150630,0,PCA,22.02239924660432
63498,20150630,0,PM2.5,24.1
63504,20150630,1,PCA,5.563074426778976
63504,20150630,1,PM2.5,27.4
63510,20150630,2,PCA,-14.432177206989762
63510,20150630,2,PM2.5,23.7
63516,20150630,3,PCA,-21.664643995990158
63516,20150630,3,PM2.5,24.7
63522,20150630,4,PCA,-36.51226577591262
63522,20150630,4,PM2.5,21.8
63528,20150630,5,PCA,-44.58162877248998
63528,20150630,5,PM2.5,22.0
63534,20150630,6,PCA,-63.864819868323075
63534,20150630,6,PM2.5,18.1
63540,20150630,7,PCA,-88.4694182923818
63540,20150630,7,PM2.5,10.4
63546,20150630,8,PCA,-92.9811992379798
63546,20150630,8,PM2.5,9.7
63552,20150630,9,PCA,-89.31498984927981
63552,20150630,9,PM2.5,9.7
63558,20150630,10,PCA,-92.87801046277394
63558,20150630,10,PM2.5,7.9
63564,20150630,11,PCA,-103.56187493008746
63564,20150630,11,PM2.5,4.8
63570,20150630,12,PCA,-104.86510230752975
63570,20150630,12,PM2.5,6.7
63576,20150630,13,PCA,-104.83531796074497
63576,20150630,13,PM2.5,5.9
63582,20150630,14,PCA,-104.68299029289017
63582,20150630,14,PM2.5,5.7
63588,20150630,15,PCA,-102.75337426874898
63588,20150630,15,PM2.5,7.9
63594,20150630,16,PCA,-105.00391108605898
63594,20150630,16,PM2.5,4.8
63600,20150630,17,PCA,-103.57965431905926
63600,20150630,17,PM2.5,6.0
63606,20150630,18,PCA,-104.34357126667513
63606,20150630,18,PM2.5,4.7
63612,20150630,19,PCA,-100.6123797393933
63612,20150630,19,PM2.5,9.2
63618,20150630,20,PCA,-101.05774487891068
63618,20150630,20,PM2.5,9.7
63624,20150630,21,PCA,-98.33896957492082
63624,20150630,21,PM2.5,12.6
63630,20150630,22,PCA,-98.83161210888116
63630,20150630,22,PM2.5,12.1
63636,20150630,23,PCA,-95.21217702939046
63636,20150630,23,PM2.5,18.0
63642,20150701,0,PCA,-90.42504782770936
63642,20150701,0,PM2.5,18.8
63648,20150701,1,PCA,-79.50267763048039
63648,20150701,1,PM2.5,27.5
63654,20150701,2,PCA,-72.50748931307136
63654,20150701,2,PM2.5,29.4
63660,20150701,3,PCA,-65.36417264219058
63660,20150701,3,PM2.5,34.3
63666,20150701,4,PCA,-58.95596495465128
63666,20150701,4,PM2.5,31.5
63672,20150701,5,PCA,-59.74399515051002
63672,20150701,5,PM2.5,32.0
63678,20150701,6,PCA,-48.05567901347651
63678,20150701,6,PM2.5,42.5
63684,20150701,7,PCA,-49.14024049142374
63684,20150701,7,PM2.5,41.8
63690,20150701,8,PCA,-64.78496036305785
63690,20150701,8,PM2.5,32.6
63696,20150701,9,PCA,-71.28462427035629
63696,20150701,9,PM2.5,23.7
63702,20150701,10,PCA,-81.66125442301464
63702,20150701,10,PM2.5,14.0
63708,20150701,11,PCA,-87.41292238767164
63708,20150701,11,PM2.5,10.1
63714,20150701,12,PCA,-89.70535269277794
63714,20150701,12,PM2.5,11.5
63720,20150701,13,PCA,-92.8431410563552
63720,20150701,13,PM2.5,10.3
63726,20150701,14,PCA,-93.73832942201533
63726,20150701,14,PM2.5,9.8
63732,20150701,15,PCA,-94.0622650154091
63732,20150701,15,PM2.5,11.3
63738,20150701,16,PCA,-93.71187760683796
63738,20150701,16,PM2.5,8.7
63744,20150701,17,PCA,-93.24000552406096
63744,20150701,17,PM2.5,9.2
63750,20150701,18,PCA,-80.5079360442713
63750,20150701,18,PM2.5,10.0
63756,20150701,19,PCA,-77.02124264788367
63756,20150701,19,PM2.5,5.2
63762,20150701,20,PCA,-66.2661245368701
63762,20150701,20,PM2.5,13.8
63768,20150701,21,PCA,-64.8095281822272
63768,20150701,21,PM2.5,11.1
63774,20150701,22,PCA,-71.39914754472262
63774,20150701,22,PM2.5,10.5
63780,20150701,23,PCA,-79.27323956778734
63780,20150701,23,PM2.5,5.0
63786,20150702,0,PCA,-77.31947830809587
63786,20150702,0,PM2.5,3.0
63792,20150702,1,PCA,-79.10808999932179
63792,20150702,1,PM2.5,3.1
63798,20150702,2,PCA,-78.65955137278891
63798,20150702,2,PM2.5,6.2
63804,20150702,3,PCA,-82.30710825996202
63804,20150702,3,PM2.5,4.5
63810,20150702,4,PCA,-76.08123104764014
63810,20150702,4,PM2.5,6.1
63816,20150702,5,PCA,-77.43579191474717
63816,20150702,5,PM2.5,6.4
63822,20150702,6,PCA,-74.81960917223412
63822,20150702,6,PM2.5,10.0
63828,20150702,7,PCA,-77.46714075045757
63828,20150702,7,PM2.5,9.4
63834,20150702,8,PCA,-84.2054580105704
63834,20150702,8,PM2.5,8.2
63840,20150702,9,PCA,-88.92607451729084
63840,20150702,9,PM2.5,6.2
63846,20150702,10,PCA,-89.06943291888494
63846,20150702,10,PM2.5,11.2
63852,20150702,11,PCA,-94.44385295334351
63852,20150702,11,PM2.5,8.8
63858,20150702,12,PCA,-102.35588851471714
63858,20150702,12,PM2.5,4.7
63864,20150702,13,PCA,-101.64789195922208
63864,20150702,13,PM2.5,6.9
63870,20150702,14,PCA,-100.86631481306759
63870,20150702,14,PM2.5,9.4
63876,20150702,15,PCA,-102.52629516147178
63876,20150702,15,PM2.5,7.5
63882,20150702,16,PCA,-102.00491731624354
63882,20150702,16,PM2.5,7.3
63888,20150702,17,PCA,-104.64396915749433
63888,20150702,17,PM2.5,4.0
63894,20150702,18,PCA,-104.65303743752312
63894,20150702,18,PM2.5,4.0
63900,20150702,19,PCA,-102.75744781930032
63900,20150702,19,PM2.5,6.3
63906,20150702,20,PCA,-96.68205670378407
63906,20150702,20,PM2.5,7.7
63912,20150702,21,PCA,-66.78021558443122
63912,20150702,21,PM2.5,11.2
63918,20150702,22,PCA,-58.10554683483424
63918,20150702,22,PM2.5,16.1
63924,20150702,23,PCA,-55.410889368873534
63924,20150702,23,PM2.5,22.6
63930,20150703,0,PCA,-52.26540670207968
63930,20150703,0,PM2.5,30.0
63936,20150703,1,PCA,-55.45222783819727
63936,20150703,1,PM2.5,31.6
63942,20150703,2,PCA,-59.88878133319697
63942,20150703,2,PM2.5,30.5
63948,20150703,3,PCA,-59.96249278547555
63948,20150703,3,PM2.5,27.0
63954,20150703,4,PCA,-56.948618127870006
63954,20150703,4,PM2.5,21.1
63960,20150703,5,PCA,-54.206968951122015
63960,20150703,5,PM2.5,23.5
63966,20150703,6,PCA,-49.77461363165161
63966,20150703,6,PM2.5,28.7
63972,20150703,7,PCA,-45.37659794214307
63972,20150703,7,PM2.5,34.4
63978,20150703,8,PCA,-46.922545044463746
63978,20150703,8,PM2.5,39.2
63984,20150703,9,PCA,-45.95815907091667
63984,20150703,9,PM2.5,41.3
63990,20150703,10,PCA,-50.833036762669124
63990,20150703,10,PM2.5,36.9
63996,20150703,11,PCA,-55.87657661104754
63996,20150703,11,PM2.5,36.0
64002,20150703,12,PCA,-59.39288346327257
64002,20150703,12,PM2.5,35.2
64008,20150703,13,PCA,-62.20763144706236
64008,20150703,13,PM2.5,35.9
64014,20150703,14,PCA,-66.15901467563202
64014,20150703,14,PM2.5,36.1
64020,20150703,15,PCA,-58.78458287306568
64020,20150703,15,PM2.5,34.9
64026,20150703,16,PCA,-49.73956331422271
64026,20150703,16,PM2.5,31.8
64032,20150703,17,PCA,-53.44161907287755
64032,20150703,17,PM2.5,26.1
64038,20150703,18,PCA,-57.35879604384931
64038,20150703,18,PM2.5,22.0
64044,20150703,19,PCA,-72.88508625347939
64044,20150703,19,PM2.5,20.9
64050,20150703,20,PCA,-59.49201521143076
64050,20150703,20,PM2.5,24.8
64056,20150703,21,PCA,-45.54660854069341
64056,20150703,21,PM2.5,30.3
64062,20150703,22,PCA,-49.46734147228272
64062,20150703,22,PM2.5,29.5
64068,20150703,23,PCA,-65.49394369431047
64068,20150703,23,PM2.5,15.4
64074,20150704,0,PCA,-74.11109317404538
64074,20150704,0,PM2.5,11.9
64080,20150704,1,PCA,-71.47287808980363
64080,20150704,1,PM2.5,15.3
64086,20150704,2,PCA,-64.5429343362729
64086,20150704,2,PM2.5,18.8
64092,20150704,3,PCA,-67.1482425769919
64092,20150704,3,PM2.5,17.9
64098,20150704,4,PCA,-69.04273716801637
64098,20150704,4,PM2.5,17.3
64104,20150704,5,PCA,-55.74468124648474
64104,20150704,5,PM2.5,22.6
64110,20150704,6,PCA,-48.7796146386089
64110,20150704,6,PM2.5,25.1
64116,20150704,7,PCA,-46.19000797346076
64116,20150704,7,PM2.5,35.9
64122,20150704,8,PCA,-52.62813063779966
64122,20150704,8,PM2.5,35.0
64128,20150704,9,PCA,-50.71847588654512
64128,20150704,9,PM2.5,39.0
64134,20150704,10,PCA,-57.13196205076567
64134,20150704,10,PM2.5,32.6
64140,20150704,11,PCA,-73.89875177807292
64140,20150704,11,PM2.5,18.5
64146,20150704,12,PCA,-77.32158753979739
64146,20150704,12,PM2.5,15.8
64152,20150704,13,PCA,-79.66993158587256
64152,20150704,13,PM2.5,16.7
64158,20150704,14,PCA,-78.61894358360762
64158,20150704,14,PM2.5,20.9
64164,20150704,15,PCA,-73.82225950673288
64164,20150704,15,PM2.5,28.8
64170,20150704,16,PCA,-68.78158648062336
64170,20150704,16,PM2.5,38.0
64176,20150704,17,PCA,-55.55642256303159
64176,20150704,17,PM2.5,49.2
64182,20150704,18,PCA,-50.74676739571083
64182,20150704,18,PM2.5,49.2
64188,20150704,19,PCA,-47.85353288219201
64188,20150704,19,PM2.5,41.5
64194,20150704,20,PCA,-40.613597776553554
64194,20150704,20,PM2.5,52.1
64200,20150704,21,PCA,-35.07461259635327
64200,20150704,21,PM2.5,52.7
64206,20150704,22,PCA,-23.970578295331517
64206,20150704,22,PM2.5,60.0
64212,20150704,23,PCA,-31.91179664335326
64212,20150704,23,PM2.5,49.7
64218,20150705,0,PCA,-37.267887862901475
64218,20150705,0,PM2.5,42.3
64224,20150705,1,PCA,-36.67127098014517
64224,20150705,1,PM2.5,40.8
64230,20150705,2,PCA,-36.53159475763328
64230,20150705,2,PM2.5,40.0
64236,20150705,3,PCA,-32.554455401703294
64236,20150705,3,PM2.5,43.6
64242,20150705,4,PCA,-28.613211823783573
64242,20150705,4,PM2.5,47.8
64248,20150705,5,PCA,-21.596605148887292
64248,20150705,5,PM2.5,57.5
64254,20150705,6,PCA,-13.710106178623306
64254,20150705,6,PM2.5,68.1
64260,20150705,7,PCA,-12.938853157535139
64260,20150705,7,PM2.5,70.4
64266,20150705,8,PCA,-6.072625609348039
64266,20150705,8,PM2.5,82.5
64272,20150705,9,PCA,7.091418562720583
64272,20150705,9,PM2.5,103.6
64278,20150705,10,PCA,-10.195347533044478
64278,20150705,10,PM2.5,88.1
64284,20150705,11,PCA,-31.841907934315344
64284,20150705,11,PM2.5,70.1
64290,20150705,12,PCA,-41.207366388903026
64290,20150705,12,PM2.5,59.9
64296,20150705,13,PCA,-31.6783134097068
64296,20150705,13,PM2.5,64.6
64302,20150705,14,PCA,-24.35618221353367
64302,20150705,14,PM2.5,63.2
64308,20150705,15,PCA,-30.21431721432959
64308,20150705,15,PM2.5,51.8
64314,20150705,16,PCA,-28.731253736620317
64314,20150705,16,PM2.5,53.3
64320,20150705,17,PCA,-32.81725811333469
64320,20150705,17,PM2.5,47.2
64326,20150705,18,PCA,-18.0977077239508
64326,20150705,18,PM2.5,65.5
64332,20150705,19,PCA,-31.6792338203793
64332,20150705,19,PM2.5,49.7
64338,20150705,20,PCA,-45.85129260741189
64338,20150705,20,PM2.5,51.8
64344,20150705,21,PCA,-48.62705826021513
64344,20150705,21,PM2.5,45.5
64350,20150705,22,PCA,-50.00813362824498
64350,20150705,22,PM2.5,39.7
64356,20150705,23,PCA,-44.56388613252536
64356,20150705,23,PM2.5,41.7
64362,20150706,0,PCA,-28.079121678017056
64362,20150706,0,PM2.5,57.0
64368,20150706,1,PCA,-22.092253057755208
64368,20150706,1,PM2.5,63.4
64374,20150706,2,PCA,-16.38989581001623
64374,20150706,2,PM2.5,71.3
64380,20150706,3,PCA,-13.06098449963889
64380,20150706,3,PM2.5,78.7
64386,20150706,4,PCA,-9.248249866022487
64386,20150706,4,PM2.5,73.1
64392,20150706,5,PCA,2.327387158497558
64392,20150706,5,PM2.5,86.9
64398,20150706,6,PCA,-1.5623425134257878
64398,20150706,6,PM2.5,83.3
64404,20150706,7,PCA,12.56489107671138
64404,20150706,7,PM2.5,97.3
64410,20150706,8,PCA,8.439006657567816
64410,20150706,8,PM2.5,94.6
64416,20150706,9,PCA,-3.278527374753283
64416,20150706,9,PM2.5,86.0
64422,20150706,10,PCA,-24.576817308082774
64422,20150706,10,PM2.5,64.0
64428,20150706,11,PCA,-32.84061956286877
64428,20150706,11,PM2.5,58.0
64434,20150706,12,PCA,-35.61321953091211
