,date,hour,type,亦庄
167496,20170727,1,PCA,-45.479092725143126
167496,20170727,1,PM2.5,36.0
167502,20170727,2,PCA,-35.121810009911044
167502,20170727,2,PM2.5,43.0
167508,20170727,3,PCA,-28.392155367461672
167508,20170727,3,PM2.5,48.0
167514,20170727,4,PCA,-33.91670388354259
167514,20170727,4,PM2.5,45.0
167520,20170727,5,PCA,-43.711711024096395
167520,20170727,5,PM2.5,39.0
167526,20170727,6,PCA,-37.386741284859966
167526,20170727,6,PM2.5,44.0
167532,20170727,7,PCA,-32.588612966965925
167532,20170727,7,PM2.5,47.0
167538,20170727,8,PCA,-20.05500742583894
167538,20170727,8,PM2.5,54.0
167544,20170727,9,PCA,-12.616137261768907
167544,20170727,9,PM2.5,60.0
167550,20170727,10,PCA,-17.13379603530699
167550,20170727,10,PM2.5,61.0
167556,20170727,11,PCA,-48.54767136872904
167556,20170727,11,PM2.5,46.0
167562,20170727,12,PCA,-55.893670367857005
167562,20170727,12,PM2.5,42.0
167568,20170727,13,PCA,-43.34615444836033
167568,20170727,13,PM2.5,51.0
167574,20170727,14,PCA,-38.69529861145964
167574,20170727,14,PM2.5,56.0
167580,20170727,15,PCA,-39.97627181396201
167580,20170727,15,PM2.5,55.0
167586,20170727,16,PCA,-20.461491356850434
167586,20170727,16,PM2.5,69.0
167592,20170727,17,PCA,-14.790735372146653
167592,20170727,17,PM2.5,74.0
167598,20170727,18,PCA,-27.845920100631016
167598,20170727,18,PM2.5,63.0
167604,20170727,19,PCA,-34.37273172970911
167604,20170727,19,PM2.5,55.0
167610,20170727,20,PCA,-34.347279684478586
167610,20170727,20,PM2.5,49.0
167616,20170727,21,PCA,-22.757974323122284
167616,20170727,21,PM2.5,50.0
167622,20170727,22,PCA,-14.20144435767113
167622,20170727,22,PM2.5,55.0
167628,20170727,23,PCA,-1.2130082209080095
167628,20170727,23,PM2.5,62.0
167634,20170728,0,PCA,-1.414153356900887
167634,20170728,0,PM2.5,62.0
167640,20170728,1,PCA,-4.601692434804486
167640,20170728,1,PM2.5,61.0
167646,20170728,2,PCA,-1.053821128624524
167646,20170728,2,PM2.5,63.0
167652,20170728,3,PCA,26.560393979872273
167652,20170728,3,PM2.5,78.0
167658,20170728,4,PCA,39.09549904099824
167658,20170728,4,PM2.5,86.0
167664,20170728,5,PCA,32.36079219688327
167664,20170728,5,PM2.5,84.0
167670,20170728,6,PCA,15.468446023151433
167670,20170728,6,PM2.5,74.0
167676,20170728,7,PCA,-45.29581406907531
167676,20170728,7,PM2.5,39.0
167682,20170728,8,PCA,-69.25437976029191
167682,20170728,8,PM2.5,26.0
167688,20170728,9,PCA,-50.90369913285627
167688,20170728,9,PM2.5,31.0
167694,20170728,10,PCA,-68.90346797975675
167694,20170728,10,PM2.5,30.0
167700,20170728,11,PCA,-81.8884750436447
167700,20170728,11,PM2.5,23.0
167706,20170728,12,PCA,-77.36662645955796
167706,20170728,12,PM2.5,25.0
167712,20170728,13,PCA,-75.97907716338314
167712,20170728,13,PM2.5,27.0
167718,20170728,14,PCA,-78.35002418520594
167718,20170728,14,PM2.5,28.0
167724,20170728,15,PCA,-81.95872084668302
167724,20170728,15,PM2.5,28.0
167730,20170728,16,PCA,-86.29643822399953
167730,20170728,16,PM2.5,20.0
167736,20170728,17,PCA,-86.36268080921553
167736,20170728,17,PM2.5,26.0
167742,20170728,18,PCA,-82.51917724656
167742,20170728,18,PM2.5,29.0
167748,20170728,19,PCA,-82.83391527624086
167748,20170728,19,PM2.5,29.0
167754,20170728,20,PCA,-73.5007225193605
167754,20170728,20,PM2.5,33.0
167760,20170728,21,PCA,-49.142459945888646
167760,20170728,21,PM2.5,43.0
167766,20170728,22,PCA,-11.163841635205255
167766,20170728,22,PM2.5,61.0
167772,20170728,23,PCA,16.665960089961608
167772,20170728,23,PM2.5,73.0
167778,20170729,0,PCA,33.205431918303795
167778,20170729,0,PM2.5,83.0
167784,20170729,1,PCA,35.98762205925694
167784,20170729,1,PM2.5,86.0
167790,20170729,2,PCA,12.885140563635558
167790,20170729,2,PM2.5,73.0
167796,20170729,3,PCA,7.843909066039208
167796,20170729,3,PM2.5,71.0
167802,20170729,4,PCA,53.99061326784979
167802,20170729,4,PM2.5,102.0
167808,20170729,5,PCA,42.37731779926943
167808,20170729,5,PM2.5,96.0
167814,20170729,6,PCA,27.058560353043763
167814,20170729,6,PM2.5,87.0
167820,20170729,7,PCA,17.142164843099863
167820,20170729,7,PM2.5,81.0
167826,20170729,8,PCA,0.8992054034800916
167826,20170729,8,PM2.5,70.0
167832,20170729,9,PCA,-21.723259866106048
167832,20170729,9,PM2.5,55.0
167838,20170729,10,PCA,-21.80028683592807
167838,20170729,10,PM2.5,60.0
167844,20170729,11,PCA,-40.5884859040688
167844,20170729,11,PM2.5,54.0
167850,20170729,12,PCA,-49.41280783453365
167850,20170729,12,PM2.5,51.0
167856,20170729,13,PCA,-84.21826252403413
167856,20170729,13,PM2.5,31.0
167862,20170729,14,PCA,-91.41837860688493
167862,20170729,14,PM2.5,23.0
167868,20170729,15,PCA,-93.9467953088903
167868,20170729,15,PM2.5,19.0
167874,20170729,16,PCA,-91.45571002104867
167874,20170729,16,PM2.5,23.0
167880,20170729,17,PCA,-94.42771769614772
167880,20170729,17,PM2.5,18.0
167886,20170729,18,PCA,-94.78997501654297
167886,20170729,18,PM2.5,18.0
167892,20170729,19,PCA,-94.21481002788721
167892,20170729,19,PM2.5,19.0
167898,20170729,20,PCA,-95.04669897275916
167898,20170729,20,PM2.5,18.0
167904,20170729,21,PCA,-87.93490033064404
167904,20170729,21,PM2.5,23.0
167910,20170729,22,PCA,-85.01265936034535
167910,20170729,22,PM2.5,23.0
167916,20170729,23,PCA,-78.95695032452201
167916,20170729,23,PM2.5,26.0
167922,20170730,0,PCA,-69.18094527023456
167922,20170730,0,PM2.5,30.0
167928,20170730,1,PCA,-53.64198582467025
167928,20170730,1,PM2.5,37.0
167934,20170730,2,PCA,-58.2636539291326
167934,20170730,2,PM2.5,34.0
167940,20170730,3,PCA,-54.15350927865304
167940,20170730,3,PM2.5,37.0
167946,20170730,4,PCA,-48.570929384763616
167946,20170730,4,PM2.5,39.0
167952,20170730,5,PCA,-47.34795677847013
167952,20170730,5,PM2.5,38.0
167958,20170730,6,PCA,-41.10783774411183
167958,20170730,6,PM2.5,43.0
167964,20170730,7,PCA,-24.221714620743818
167964,20170730,7,PM2.5,54.0
167970,20170730,8,PCA,-14.245393422472139
167970,20170730,8,PM2.5,61.0
167976,20170730,9,PCA,-39.210654653469376
167976,20170730,9,PM2.5,49.0
167982,20170730,10,PCA,-50.20690901152237
167982,20170730,10,PM2.5,45.0
167988,20170730,11,PCA,-65.43817495472624
167988,20170730,11,PM2.5,47.0
167994,20170730,12,PCA,-74.6917508884626
167994,20170730,12,PM2.5,38.0
168000,20170730,13,PCA,-77.79732611582459
168000,20170730,13,PM2.5,34.0
168006,20170730,14,PCA,-80.53278010250723
168006,20170730,14,PM2.5,30.0
168024,20170730,17,PCA,-81.20018828864052
168024,20170730,17,PM2.5,23.0
168030,20170730,18,PCA,-77.73637170730831
168030,20170730,18,PM2.5,25.0
168048,20170730,21,PCA,-65.60339496306896
168048,20170730,21,PM2.5,36.0
168054,20170730,22,PCA,-56.98930281711536
168054,20170730,22,PM2.5,46.0
168060,20170730,23,PCA,-41.323096448313976
168060,20170730,23,PM2.5,50.0
168066,20170731,0,PCA,-30.180792808937444
168066,20170731,0,PM2.5,60.0
168072,20170731,1,PCA,-5.847084844105448
168072,20170731,1,PM2.5,73.0
168078,20170731,2,PCA,28.820153898485174
168078,20170731,2,PM2.5,96.0
168084,20170731,3,PCA,46.72537895924719
168084,20170731,3,PM2.5,107.0
168090,20170731,4,PCA,62.692058665059655
168090,20170731,4,PM2.5,117.0
168096,20170731,5,PCA,66.8567394062692
168096,20170731,5,PM2.5,119.0
168114,20170731,8,PCA,130.26844028347773
168114,20170731,8,PM2.5,150.0
168120,20170731,9,PCA,105.97553046866706
168120,20170731,9,PM2.5,140.0
168126,20170731,10,PCA,50.396691715494974
168126,20170731,10,PM2.5,113.0
168132,20170731,11,PCA,39.0548137179444
168132,20170731,11,PM2.5,110.0
168138,20170731,12,PCA,31.59624725027799
168138,20170731,12,PM2.5,108.0
168144,20170731,13,PCA,17.720508176044802
168144,20170731,13,PM2.5,103.0
168150,20170731,14,PCA,-4.444198343745038
168150,20170731,14,PM2.5,89.0
168156,20170731,15,PCA,-13.540361523766949
168156,20170731,15,PM2.5,80.0
168162,20170731,16,PCA,-22.747746961729526
168162,20170731,16,PM2.5,72.0
168168,20170731,17,PCA,-8.750844196327911
168168,20170731,17,PM2.5,84.0
168174,20170731,18,PCA,1.9041968920427819
168174,20170731,18,PM2.5,92.0
168180,20170731,19,PCA,-2.9121353017085783
168180,20170731,19,PM2.5,87.0
168186,20170731,20,PCA,-13.093495787199293
168186,20170731,20,PM2.5,79.0
168192,20170731,21,PCA,-22.632023490621215
168192,20170731,21,PM2.5,72.0
168198,20170731,22,PCA,-24.711653824697322
168198,20170731,22,PM2.5,66.0
168204,20170731,23,PCA,-23.659741185367675
168204,20170731,23,PM2.5,64.0
168210,20170801,0,PCA,-24.48302137016328
168210,20170801,0,PM2.5,62.0
168216,20170801,1,PCA,-16.448268949448916
168216,20170801,1,PM2.5,67.0
168222,20170801,2,PCA,-10.083936786612291
168222,20170801,2,PM2.5,68.0
168228,20170801,3,PCA,-5.8449196579974165
168228,20170801,3,PM2.5,71.0
168234,20170801,4,PCA,9.043599077084366
168234,20170801,4,PM2.5,80.0
168240,20170801,5,PCA,14.824955701597947
168240,20170801,5,PM2.5,81.0
168246,20170801,6,PCA,14.276691961849608
168246,20170801,6,PM2.5,79.0
168252,20170801,7,PCA,21.074790843019944
168252,20170801,7,PM2.5,85.0
168258,20170801,8,PCA,14.401939240108957
168258,20170801,8,PM2.5,83.0
168264,20170801,9,PCA,17.182929981142944
168264,20170801,9,PM2.5,87.0
168270,20170801,10,PCA,21.73419351240853
168270,20170801,10,PM2.5,93.0
168276,20170801,11,PCA,-4.672354895084379
168276,20170801,11,PM2.5,80.0
168282,20170801,12,PCA,-36.87890033007819
168282,20170801,12,PM2.5,60.0
168288,20170801,13,PCA,-58.23240662176367
168288,20170801,13,PM2.5,46.0
168294,20170801,14,PCA,-70.5239411944577
168294,20170801,14,PM2.5,38.0
168300,20170801,15,PCA,-70.98585926507008
168300,20170801,15,PM2.5,39.0
168306,20170801,16,PCA,-72.12285205439699
168306,20170801,16,PM2.5,39.0
168312,20170801,17,PCA,-76.99292212846919
168312,20170801,17,PM2.5,35.0
168318,20170801,18,PCA,-66.4811116706106
168318,20170801,18,PM2.5,39.0
168324,20170801,19,PCA,-68.82274550795498
168324,20170801,19,PM2.5,38.0
168330,20170801,20,PCA,-65.31525570119108
168330,20170801,20,PM2.5,35.0
168336,20170801,21,PCA,-62.56499166916943
168336,20170801,21,PM2.5,38.0
168342,20170801,22,PCA,-61.476645052266726
168342,20170801,22,PM2.5,39.0
168462,20170802,18,PCA,-95.35127758212647
168462,20170802,18,PM2.5,19.0
168486,20170802,22,PCA,-52.023534894774315
168486,20170802,22,PM2.5,39.0
168516,20170803,3,PCA,-105.72701315305753
168516,20170803,3,PM2.5,9.0
168522,20170803,4,PCA,-108.95934821914756
168522,20170803,4,PM2.5,7.0
168528,20170803,5,PCA,-111.13444949289213
168528,20170803,5,PM2.5,5.0
168534,20170803,6,PCA,-108.59042230476004
168534,20170803,6,PM2.5,8.0
168552,20170803,9,PCA,-89.45223778569802
168552,20170803,9,PM2.5,17.0
168558,20170803,10,PCA,-84.18924311030179
168558,20170803,10,PM2.5,20.0
168564,20170803,11,PCA,-79.95895573304607
168564,20170803,11,PM2.5,28.0
168570,20170803,12,PCA,-89.15727575107263
168570,20170803,12,PM2.5,23.0
168576,20170803,13,PCA,-74.71377323294368
168576,20170803,13,PM2.5,27.0
168582,20170803,14,PCA,-76.41374246975275
168582,20170803,14,PM2.5,30.0
168588,20170803,15,PCA,-81.16512794224033
168588,20170803,15,PM2.5,26.0
168594,20170803,16,PCA,-88.69860844845448
168594,20170803,16,PM2.5,23.0
168600,20170803,17,PCA,-85.95816232185902
168600,20170803,17,PM2.5,23.0
168606,20170803,18,PCA,-77.02071669501225
168606,20170803,18,PM2.5,32.0
168612,20170803,19,PCA,-63.58554027372153
168612,20170803,19,PM2.5,42.0
168618,20170803,20,PCA,-55.660082788450204
168618,20170803,20,PM2.5,47.0
168624,20170803,21,PCA,-50.78289222742351
168624,20170803,21,PM2.5,47.0
168630,20170803,22,PCA,-43.36911951756488
168630,20170803,22,PM2.5,48.0
168636,20170803,23,PCA,-47.81313419678908
168636,20170803,23,PM2.5,47.0
168642,20170804,0,PCA,-45.66133296755579
168642,20170804,0,PM2.5,47.0
168648,20170804,1,PCA,-32.90788032424938
168648,20170804,1,PM2.5,54.0
168654,20170804,2,PCA,-23.330321098906676
168654,20170804,2,PM2.5,58.0
168660,20170804,3,PCA,-16.55281849444216
168660,20170804,3,PM2.5,62.0
168666,20170804,4,PCA,-9.795912166683461
168666,20170804,4,PM2.5,64.0
168672,20170804,5,PCA,-11.46520331247273
168672,20170804,5,PM2.5,59.0
168678,20170804,6,PCA,-14.81033306184166
168678,20170804,6,PM2.5,57.0
168684,20170804,7,PCA,1.6267524833767864
168684,20170804,7,PM2.5,69.0
168690,20170804,8,PCA,28.791868063394826
168690,20170804,8,PM2.5,91.0
168696,20170804,9,PCA,28.626358694565933
168696,20170804,9,PM2.5,94.0
168702,20170804,10,PCA,5.226002295280496
168702,20170804,10,PM2.5,84.0
168708,20170804,11,PCA,-56.87533689800822
168708,20170804,11,PM2.5,48.0
168714,20170804,12,PCA,-47.23971341931969
168714,20170804,12,PM2.5,36.0
168720,20170804,13,PCA,-51.18425489010807
168720,20170804,13,PM2.5,26.0
168726,20170804,14,PCA,-52.51317562260953
168726,20170804,14,PM2.5,22.0
168732,20170804,15,PCA,-61.56104529698785
168732,20170804,15,PM2.5,14.0
168738,20170804,16,PCA,-56.732271463266194
168738,20170804,16,PM2.5,17.0
168744,20170804,17,PCA,-54.51666769882285
168744,20170804,17,PM2.5,20.0
168750,20170804,18,PCA,-94.0164833016488
168750,20170804,18,PM2.5,16.0
168756,20170804,19,PCA,-92.10667790513048
168756,20170804,19,PM2.5,17.0
168762,20170804,20,PCA,-93.13271249032361
168762,20170804,20,PM2.5,16.0
168768,20170804,21,PCA,-66.94992569487486
168768,20170804,21,PM2.5,24.0
168774,20170804,22,PCA,-81.40062873321966
168774,20170804,22,PM2.5,19.0
168780,20170804,23,PCA,-63.18878344044597
168780,20170804,23,PM2.5,24.0
168786,20170805,0,PCA,-68.86857152696737
168786,20170805,0,PM2.5,22.0
168792,20170805,1,PCA,-48.07887164360785
168792,20170805,1,PM2.5,24.0
168798,20170805,2,PCA,-31.300916573973065
168798,20170805,2,PM2.5,34.0
168804,20170805,3,PCA,-50.29564135920607
168804,20170805,3,PM2.5,24.0
168810,20170805,4,PCA,-51.622843855690505
168810,20170805,4,PM2.5,21.0
168816,20170805,5,PCA,-48.190918774602075
168816,20170805,5,PM2.5,21.0
168822,20170805,6,PCA,-34.43864798905496
168822,20170805,6,PM2.5,29.0
168828,20170805,7,PCA,30.128870382373325
168828,20170805,7,PM2.5,86.0
168834,20170805,8,PCA,44.04330815260935
168834,20170805,8,PM2.5,98.0
168840,20170805,11,PCA,-84.4341610397102
168840,20170805,11,PM2.5,21.0
168846,20170805,12,PCA,-70.5788146811199
168846,20170805,12,PM2.5,34.0
168852,20170805,13,PCA,-51.473343526388305
168852,20170805,13,PM2.5,49.0
168858,20170805,14,PCA,-73.43086781040037
168858,20170805,14,PM2.5,32.0
168864,20170805,15,PCA,-52.104039385764864
168864,20170805,15,PM2.5,32.0
168870,20170805,16,PCA,-71.9725288959392
168870,20170805,16,PM2.5,27.0
168876,20170805,17,PCA,-78.21070553383481
168876,20170805,17,PM2.5,20.0
168882,20170805,18,PCA,-65.7585043203669
168882,20170805,18,PM2.5,26.0
168888,20170805,19,PCA,-73.99531711523697
168888,20170805,19,PM2.5,38.0
168894,20170805,20,PCA,-62.318896330572755
168894,20170805,20,PM2.5,43.0
168900,20170805,21,PCA,-40.49415520747263
168900,20170805,21,PM2.5,56.0
168906,20170805,22,PCA,-27.66094356718479
168906,20170805,22,PM2.5,63.0
168912,20170805,23,PCA,-35.58585405226735
168912,20170805,23,PM2.5,57.0
168918,20170806,0,PCA,-88.06410371045877
168918,20170806,0,PM2.5,24.0
168924,20170806,1,PCA,-97.84824832751653
168924,20170806,1,PM2.5,15.0
168930,20170806,2,PCA,-60.76695141182541
168930,20170806,2,PM2.5,34.0
168936,20170806,3,PCA,-41.04029094198154
168936,20170806,3,PM2.5,47.0
168942,20170806,4,PCA,-23.459193577041972
168942,20170806,4,PM2.5,58.0
168948,20170806,5,PCA,-25.77786922656461
168948,20170806,5,PM2.5,54.0
168954,20170806,6,PCA,-20.171202032765006
168954,20170806,6,PM2.5,52.0
168960,20170806,7,PCA,-21.833467653907206
168960,20170806,7,PM2.5,52.0
168966,20170806,8,PCA,-15.040460480633548
168966,20170806,8,PM2.5,58.0
168972,20170806,9,PCA,-13.115256432623669
168972,20170806,9,PM2.5,64.0
168978,20170806,10,PCA,-23.002236995388728
168978,20170806,10,PM2.5,62.0
168984,20170806,11,PCA,-49.949666490445054
168984,20170806,11,PM2.5,50.0
168990,20170806,12,PCA,-85.02857232757651
168990,20170806,12,PM2.5,26.0
168996,20170806,13,PCA,-102.5640389966565
168996,20170806,13,PM2.5,7.0
169002,20170806,14,PCA,-101.39865445492165
169002,20170806,14,PM2.5,9.0
169008,20170806,15,PCA,-100.55704717260734
169008,20170806,15,PM2.5,9.0
169014,20170806,16,PCA,-102.27804092540687
169014,20170806,16,PM2.5,7.0
169020,20170806,17,PCA,-101.64232228095882
169020,20170806,17,PM2.5,5.0
169026,20170806,18,PCA,-96.85080428889685
169026,20170806,18,PM2.5,13.0
169032,20170806,19,PCA,-81.08851190735906
169032,20170806,19,PM2.5,17.0
169038,20170806,20,PCA,-69.20552749608098
169038,20170806,20,PM2.5,28.0
169044,20170806,21,PCA,-58.49212189784371
169044,20170806,21,PM2.5,34.0
169050,20170806,22,PCA,-53.49739092128602
169050,20170806,22,PM2.5,36.0
169056,20170806,23,PCA,-34.44851543221495
169056,20170806,23,PM2.5,42.0
169062,20170807,0,PCA,-33.14297637419561
169062,20170807,0,PM2.5,38.0
169068,20170807,1,PCA,-54.50377922733792
169068,20170807,1,PM2.5,27.0
169074,20170807,2,PCA,-60.46025575222876
169074,20170807,2,PM2.5,20.0
169080,20170807,3,PCA,-59.809279288434546
169080,20170807,3,PM2.5,19.0
169086,20170807,4,PCA,-57.47536802145299
169086,20170807,4,PM2.5,20.0
169092,20170807,5,PCA,-67.51395011119608
169092,20170807,5,PM2.5,14.0
169098,20170807,6,PCA,-71.51393317124152
169098,20170807,6,PM2.5,11.0
169104,20170807,7,PCA,-63.38419961334252
169104,20170807,7,PM2.5,15.0
169110,20170807,8,PCA,-71.02878190399046
169110,20170807,8,PM2.5,13.0
169116,20170807,9,PCA,-91.63068527646561
169116,20170807,9,PM2.5,5.0
169122,20170807,10,PCA,-105.45690216498282
169122,20170807,10,PM2.5,4.0
169128,20170807,11,PCA,-102.66124495890983
169128,20170807,11,PM2.5,7.0
169134,20170807,12,PCA,-102.95740914160898
169134,20170807,12,PM2.5,6.0
169140,20170807,13,PCA,-102.79981623976501
169140,20170807,13,PM2.5,7.0
169146,20170807,14,PCA,-102.07372694325755
169146,20170807,14,PM2.5,8.0
169152,20170807,15,PCA,-103.85160788781185
169152,20170807,15,PM2.5,5.0
169158,20170807,16,PCA,-100.54030980477074
169158,20170807,16,PM2.5,7.0
169164,20170807,17,PCA,-95.3422791549822
169164,20170807,17,PM2.5,10.0
169170,20170807,18,PCA,-97.17852683978171
169170,20170807,18,PM2.5,9.0
169176,20170807,19,PCA,-98.29369055337538
169176,20170807,19,PM2.5,7.0
169182,20170807,20,PCA,-85.41806863461366
169182,20170807,20,PM2.5,15.0
169188,20170807,21,PCA,-69.66067139718574
169188,20170807,21,PM2.5,20.0
169194,20170807,22,PCA,-64.2749431418016
169194,20170807,22,PM2.5,22.0
169200,20170807,23,PCA,-62.16512172137889
169200,20170807,23,PM2.5,24.0
169206,20170808,0,PCA,-65.58923402242135
169206,20170808,0,PM2.5,23.0
169212,20170808,1,PCA,-67.49079839960909
169212,20170808,1,PM2.5,24.0
169218,20170808,2,PCA,-58.14549713481648
169218,20170808,2,PM2.5,27.0
169224,20170808,3,PCA,-54.30224032162397
169224,20170808,3,PM2.5,29.0
169230,20170808,4,PCA,-51.60569686557934
169230,20170808,4,PM2.5,32.0
169236,20170808,5,PCA,-51.397883135594164
169236,20170808,5,PM2.5,33.0
169242,20170808,6,PCA,-35.18255184666095
169242,20170808,6,PM2.5,44.0
169248,20170808,7,PCA,-17.636082128079654
169248,20170808,7,PM2.5,55.0
169254,20170808,8,PCA,-2.529711670768014
169254,20170808,8,PM2.5,65.0
169260,20170808,9,PCA,-5.026294316773718
169260,20170808,9,PM2.5,62.0
169266,20170808,10,PCA,-6.192628841799977
169266,20170808,10,PM2.5,67.0
169308,20170808,17,PCA,-49.62305176479069
169308,20170808,17,PM2.5,35.0
169314,20170808,18,PCA,-63.590424307395175
169314,20170808,18,PM2.5,29.0
169320,20170808,19,PCA,-81.60716156396084
169320,20170808,19,PM2.5,27.0
169326,20170808,20,PCA,-77.06813006840902
169326,20170808,20,PM2.5,29.0
169332,20170808,21,PCA,-63.88230019049524
169332,20170808,21,PM2.5,30.0
169338,20170808,22,PCA,-70.54577899482241
169338,20170808,22,PM2.5,34.0
169344,20170808,23,PCA,-79.5497091595836
169344,20170808,23,PM2.5,21.0
169350,20170809,0,PCA,-93.54589374204252
169350,20170809,0,PM2.5,20.0
169356,20170809,1,PCA,-104.42342031011086
169356,20170809,1,PM2.5,7.0
169362,20170809,2,PCA,-99.05288937553398
169362,20170809,2,PM2.5,14.0
169368,20170809,3,PCA,-99.82060804445011
169368,20170809,3,PM2.5,13.0
169374,20170809,4,PCA,-82.24644109693101
169374,20170809,4,PM2.5,23.0
169380,20170809,5,PCA,-60.33266595265692
169380,20170809,5,PM2.5,33.0
169386,20170809,6,PCA,-67.264592612809
169386,20170809,6,PM2.5,29.0
169392,20170809,7,PCA,-75.35534336839987
169392,20170809,7,PM2.5,27.0
169398,20170809,8,PCA,-92.19677419052036
169398,20170809,8,PM2.5,20.0
169404,20170809,9,PCA,-96.7256178095215
169404,20170809,9,PM2.5,18.0
169410,20170809,10,PCA,-94.20114639898051
169410,20170809,10,PM2.5,20.0
169416,20170809,11,PCA,-93.16346615384747
169416,20170809,11,PM2.5,19.0
169422,20170809,12,PCA,-89.00285169538508
169422,20170809,12,PM2.5,23.0
169428,20170809,13,PCA,-83.86089495297702
169428,20170809,13,PM2.5,24.0
169434,20170809,14,PCA,-74.26983405382678
169434,20170809,14,PM2.5,26.0
169440,20170809,15,PCA,-80.75624910952365
169440,20170809,15,PM2.5,22.0
169446,20170809,16,PCA,-88.57415303127047
169446,20170809,16,PM2.5,20.0
169452,20170809,17,PCA,-86.7265991679228
169452,20170809,17,PM2.5,27.0
169458,20170809,18,PCA,-88.5230561898375
169458,20170809,18,PM2.5,25.0
169464,20170809,19,PCA,-86.45917717403354
169464,20170809,19,PM2.5,28.0
169470,20170809,20,PCA,-78.21783078189172
169470,20170809,20,PM2.5,31.0
169476,20170809,21,PCA,-62.414612131127804
169476,20170809,21,PM2.5,39.0
169482,20170809,22,PCA,-41.58409824519346
169482,20170809,22,PM2.5,55.0
169488,20170809,23,PCA,-21.100557976251952
169488,20170809,23,PM2.5,64.0
169494,20170810,0,PCA,-9.510551597172705
169494,20170810,0,PM2.5,74.0
169500,20170810,1,PCA,4.606729186434611
169500,20170810,1,PM2.5,83.0
169506,20170810,2,PCA,19.81042277019426
169506,20170810,2,PM2.5,88.0
169512,20170810,3,PCA,39.71448278789125
169512,20170810,3,PM2.5,97.0
169518,20170810,4,PCA,41.93166755738533
169518,20170810,4,PM2.5,94.0
169524,20170810,5,PCA,40.04606410272627
169524,20170810,5,PM2.5,92.0
169530,20170810,6,PCA,37.66629841043047
169530,20170810,6,PM2.5,91.0
169536,20170810,7,PCA,42.81807082788607
169536,20170810,7,PM2.5,95.0
169542,20170810,8,PCA,55.18776797674343
169542,20170810,8,PM2.5,103.0
169548,20170810,9,PCA,49.43435756100929
169548,20170810,9,PM2.5,102.0
169554,20170810,10,PCA,45.927215960268676
169554,20170810,10,PM2.5,103.0
169560,20170810,11,PCA,50.62046413763019
169560,20170810,11,PM2.5,111.0
169566,20170810,12,PCA,20.398717537294583
169566,20170810,12,PM2.5,99.0
169572,20170810,13,PCA,1.8339223266272222
169572,20170810,13,PM2.5,89.0
169578,20170810,14,PCA,-4.577027229575802
169578,20170810,14,PM2.5,85.0
169584,20170810,15,PCA,-15.66232433343424
169584,20170810,15,PM2.5,78.0
169590,20170810,16,PCA,-26.583011735433097
169590,20170810,16,PM2.5,71.0
169596,20170810,17,PCA,-35.16556281754484
169596,20170810,17,PM2.5,65.0
169602,20170810,18,PCA,-38.37878988005093
169602,20170810,18,PM2.5,62.0
169608,20170810,19,PCA,-40.656169289223
169608,20170810,19,PM2.5,59.0
169614,20170810,20,PCA,-28.06619723568766
169614,20170810,20,PM2.5,65.0
169620,20170810,21,PCA,-23.99145667687425
169620,20170810,21,PM2.5,67.0
169710,20170811,12,PCA,105.22269203793687
169710,20170811,12,PM2.5,140.0
169716,20170811,13,PCA,81.24782579788067
169716,20170811,13,PM2.5,125.0
169722,20170811,14,PCA,-34.352494810919836
169722,20170811,14,PM2.5,59.0
169728,20170811,15,PCA,-73.11539906033043
169728,20170811,15,PM2.5,33.0
169734,20170811,16,PCA,-70.08159174502295
169734,20170811,16,PM2.5,37.0
169740,20170811,17,PCA,-44.305194079499266
169740,20170811,17,PM2.5,55.0
169746,20170811,18,PCA,-17.56626760403492
169746,20170811,18,PM2.5,75.0
169752,20170811,19,PCA,-15.305290973368692
169752,20170811,19,PM2.5,67.0
169758,20170811,20,PCA,-19.9892554019062
169758,20170811,20,PM2.5,62.0
169764,20170811,21,PCA,-47.02968374432333
169764,20170811,21,PM2.5,52.0
169770,20170811,22,PCA,-87.0536924549789
169770,20170811,22,PM2.5,27.0
169776,20170811,23,PCA,-104.07684681796776
169776,20170811,23,PM2.5,3.0
169782,20170812,0,PCA,-91.80736441099742
169782,20170812,0,PM2.5,20.0
169788,20170812,1,PCA,-55.23620161048183
169788,20170812,1,PM2.5,37.0
169794,20170812,2,PCA,-35.13754594807786
169794,20170812,2,PM2.5,48.0
169800,20170812,3,PCA,-34.873710084619525
169800,20170812,3,PM2.5,51.0
169806,20170812,4,PCA,-41.88742675118953
169806,20170812,4,PM2.5,51.0
169812,20170812,5,PCA,-68.3284840441366
169812,20170812,5,PM2.5,34.0
169818,20170812,6,PCA,-58.50542700786443
169818,20170812,6,PM2.5,37.0
169824,20170812,7,PCA,-55.593700355038465
169824,20170812,7,PM2.5,38.0
169830,20170812,8,PCA,-61.67972400500998
169830,20170812,8,PM2.5,34.0
169836,20170812,9,PCA,-59.37269827930139
169836,20170812,9,PM2.5,34.0
169842,20170812,10,PCA,-68.56040887262864
169842,20170812,10,PM2.5,32.0
169848,20170812,11,PCA,-75.55698906615754
169848,20170812,11,PM2.5,30.0
169854,20170812,12,PCA,-82.55356925968644
169854,20170812,12,PM2.5,28.0
169860,20170812,13,PCA,-62.01323690621669
169860,20170812,13,PM2.5,34.0
169866,20170812,14,PCA,-83.72666289452833
169866,20170812,14,PM2.5,24.0
