,date,hour,type,奥体中心
2616,20140422,4,PCA,28.131721428464363
2616,20140422,4,PM2.5,65.0
2622,20140422,5,PCA,31.410783195560864
2622,20140422,5,PM2.5,75.0
2628,20140422,6,PCA,21.70504249215876
2628,20140422,6,PM2.5,68.0
2634,20140422,7,PCA,12.447280154414452
2634,20140422,7,PM2.5,57.0
2640,20140422,8,PCA,6.89221568951254
2640,20140422,8,PM2.5,65.0
2646,20140422,9,PCA,-0.10683576745254057
2646,20140422,9,PM2.5,56.0
2652,20140422,10,PCA,7.4862197962288075
2652,20140422,10,PM2.5,72.0
2658,20140422,11,PCA,33.93575982006144
2658,20140422,11,PM2.5,105.0
2664,20140422,12,PCA,11.950350376344563
2664,20140422,12,PM2.5,70.0
2670,20140422,13,PCA,17.771121900014904
2670,20140422,13,PM2.5,75.0
2676,20140422,14,PCA,9.937658369344481
2676,20140422,14,PM2.5,76.0
2682,20140422,15,PCA,-13.822073228329835
2682,20140422,15,PM2.5,64.0
2688,20140422,16,PCA,-4.189052320438518
2688,20140422,16,PM2.5,68.0
2694,20140422,18,PCA,5.4439685874528205
2694,20140422,18,PM2.5,72.0
2700,20140422,19,PCA,20.10699598699227
2700,20140422,19,PM2.5,72.0
2706,20140422,20,PCA,34.81679414701656
2706,20140422,20,PM2.5,86.0
2712,20140422,21,PCA,22.85547233005663
2712,20140422,21,PM2.5,61.0
2718,20140422,22,PCA,10.850580238208227
2718,20140422,22,PM2.5,52.0
2724,20140422,23,PCA,-4.985650579627463
2724,20140422,23,PM2.5,52.0
2730,20140423,0,PCA,21.189698823755013
2730,20140423,0,PM2.5,76.0
2736,20140423,1,PCA,29.554986604306716
2736,20140423,1,PM2.5,83.0
2742,20140423,2,PCA,40.84361112605911
2742,20140423,2,PM2.5,86.0
2748,20140423,3,PCA,48.053789474811786
2748,20140423,3,PM2.5,94.0
2754,20140423,4,PCA,60.73512752930476
2754,20140423,4,PM2.5,114.0
2760,20140423,5,PCA,55.45154200421139
2760,20140423,5,PM2.5,106.0
2766,20140423,6,PCA,57.82824351395932
2766,20140423,6,PM2.5,106.0
2772,20140423,7,PCA,77.54692676148407
2772,20140423,7,PM2.5,123.0
2778,20140423,8,PCA,96.16421940523753
2778,20140423,8,PM2.5,138.0
2784,20140423,9,PCA,116.43266697684705
2784,20140423,9,PM2.5,154.0
2790,20140423,10,PCA,140.70915038645694
2790,20140423,10,PM2.5,169.0
2796,20140423,11,PCA,171.50818271549554
2796,20140423,11,PM2.5,193.0
2802,20140423,12,PCA,188.82131112938632
2802,20140423,12,PM2.5,205.0
2808,20140423,13,PCA,184.72394909841518
2808,20140423,13,PM2.5,198.0
2814,20140423,14,PCA,191.3968374734307
2814,20140423,14,PM2.5,202.0
2820,20140423,15,PCA,170.9702138530312
2820,20140423,15,PM2.5,177.0
2826,20140423,16,PCA,148.2121454430037
2826,20140423,16,PM2.5,159.0
2832,20140423,17,PCA,146.6414655900213
2832,20140423,17,PM2.5,164.0
2838,20140423,18,PCA,122.18671605101336
2838,20140423,18,PM2.5,142.0
3012,20140430,6,PCA,89.09587187610903
3012,20140430,6,PM2.5,114.4
3018,20140430,7,PCA,96.5197568020731
3018,20140430,7,PM2.5,116.9
3024,20140430,8,PCA,119.79928731711827
3024,20140430,8,PM2.5,149.0
3030,20140430,9,PCA,129.68604631418754
3030,20140430,9,PM2.5,161.7
3036,20140430,10,PCA,128.27092094223227
3036,20140430,10,PM2.5,169.6
3042,20140430,11,PCA,139.30707988249634
3042,20140430,11,PM2.5,184.9
3048,20140430,12,PCA,130.0463392645243
3048,20140430,12,PM2.5,185.4
3054,20140430,13,PCA,90.92545944633589
3054,20140430,13,PM2.5,152.0
3060,20140430,14,PCA,77.64121125381467
3060,20140430,14,PM2.5,135.8
3066,20140430,15,PCA,82.97654185352812
3066,20140430,15,PM2.5,143.0
3072,20140430,16,PCA,71.77765218975023
3072,20140430,16,PM2.5,127.2
3078,20140430,17,PCA,62.934767566798364
3078,20140430,17,PM2.5,110.1
3084,20140430,18,PCA,63.200700128454194
3084,20140430,18,PM2.5,105.6
3090,20140430,19,PCA,72.90440900303203
3090,20140430,19,PM2.5,114.1
3096,20140430,20,PCA,65.78659263440697
3096,20140430,20,PM2.5,92.1
3102,20140430,21,PCA,63.38258922507905
3102,20140430,21,PM2.5,89.8
3108,20140430,22,PCA,60.28682290927742
3108,20140430,22,PM2.5,85.5
3114,20140430,23,PCA,64.21485099770773
3114,20140430,23,PM2.5,88.1
3120,20140501,0,PCA,74.85084748072506
3120,20140501,0,PM2.5,101.8
3126,20140501,1,PCA,82.40799359012044
3126,20140501,1,PM2.5,105.4
3132,20140501,2,PCA,89.6165314567805
3132,20140501,2,PM2.5,113.9
3138,20140501,3,PCA,87.77186818566787
3138,20140501,3,PM2.5,118.0
3144,20140501,4,PCA,105.80987636227849
3144,20140501,4,PM2.5,130.5
3150,20140501,5,PCA,117.11557934022245
3150,20140501,5,PM2.5,140.2
3156,20140501,6,PCA,117.92009734444655
3156,20140501,6,PM2.5,142.2
3162,20140501,7,PCA,124.20275758516071
3162,20140501,7,PM2.5,149.5
3168,20140501,8,PCA,124.84852210291982
3168,20140501,8,PM2.5,138.8
3174,20140501,9,PCA,132.1309861834919
3174,20140501,9,PM2.5,157.8
3180,20140501,10,PCA,134.04213321890657
3180,20140501,10,PM2.5,181.1
3186,20140501,11,PCA,115.54743356326131
3186,20140501,11,PM2.5,166.7
3192,20140501,12,PCA,99.11809362890943
3192,20140501,12,PM2.5,156.8
3198,20140501,13,PCA,100.68925959330764
3198,20140501,13,PM2.5,162.3
3204,20140501,14,PCA,94.31031915370139
3204,20140501,14,PM2.5,154.0
3210,20140501,15,PCA,100.63914684703558
3210,20140501,15,PM2.5,164.6
3216,20140501,16,PCA,106.83236374581085
3216,20140501,16,PM2.5,168.2
3222,20140501,17,PCA,103.92874451795332
3222,20140501,17,PM2.5,162.0
3228,20140501,18,PCA,84.92836212520616
3228,20140501,18,PM2.5,114.7
3234,20140501,19,PCA,52.45634938167981
3234,20140501,19,PM2.5,67.1
3240,20140501,20,PCA,67.46542222624022
3240,20140501,20,PM2.5,96.1
3246,20140501,21,PCA,36.54585520910822
3246,20140501,21,PM2.5,52.7
3252,20140501,22,PCA,31.687481152556472
3252,20140501,22,PM2.5,47.6
3258,20140501,23,PCA,27.466293036634326
3258,20140501,23,PM2.5,38.8
3264,20140502,0,PCA,32.388167189992735
3264,20140502,0,PM2.5,51.3
3270,20140502,1,PCA,27.751766408060636
3270,20140502,1,PM2.5,48.9
3276,20140502,2,PCA,20.729419337503025
3276,20140502,2,PM2.5,41.2
3282,20140502,3,PCA,13.595106590120762
3282,20140502,3,PM2.5,36.4
3288,20140502,4,PCA,9.63746050080075
3288,20140502,4,PM2.5,36.4
3294,20140502,5,PCA,3.684733802591564
3294,20140502,5,PM2.5,33.5
3300,20140502,6,PCA,-6.741519236656834
3300,20140502,6,PM2.5,28.2
3306,20140502,7,PCA,-13.440325016561356
3306,20140502,7,PM2.5,29.5
3312,20140502,8,PCA,-10.450197037717379
3312,20140502,8,PM2.5,36.2
3318,20140502,9,PCA,4.5338759870372884
3318,20140502,9,PM2.5,65.9
3324,20140502,10,PCA,0.714966460372663
3324,20140502,10,PM2.5,66.1
3330,20140502,11,PCA,-8.030631365533138
3330,20140502,11,PM2.5,57.8
3336,20140502,12,PCA,-9.533464256186504
3336,20140502,12,PM2.5,62.1
3342,20140502,13,PCA,-17.528321453790593
3342,20140502,13,PM2.5,57.7
3348,20140502,14,PCA,-21.93676207653614
3348,20140502,14,PM2.5,57.2
3354,20140502,15,PCA,-28.374730085242273
3354,20140502,15,PM2.5,51.1
3360,20140502,16,PCA,-42.985253099231656
3360,20140502,16,PM2.5,36.8
3366,20140502,17,PCA,-52.19298870980444
3366,20140502,17,PM2.5,28.8
3372,20140502,18,PCA,-59.26329082573859
3372,20140502,18,PM2.5,21.2
3378,20140502,19,PCA,-65.40440288408165
3378,20140502,19,PM2.5,12.3
3384,20140502,20,PCA,-62.70358196712034
3384,20140502,20,PM2.5,18.5
3390,20140502,21,PCA,-47.17445869345829
3390,20140502,21,PM2.5,17.4
3396,20140502,22,PCA,-30.31268654270239
3396,20140502,22,PM2.5,30.3
3402,20140502,23,PCA,-34.95247690694545
3402,20140502,23,PM2.5,26.0
3408,20140503,0,PCA,-17.479986495435234
3408,20140503,0,PM2.5,50.1
3414,20140503,1,PCA,-22.094707379766795
3414,20140503,1,PM2.5,43.6
3420,20140503,2,PCA,-11.417490913570765
3420,20140503,2,PM2.5,62.4
3426,20140503,3,PCA,-28.661863530369025
3426,20140503,3,PM2.5,42.1
3432,20140503,4,PCA,-33.27170792193063
3432,20140503,4,PM2.5,36.1
3438,20140503,5,PCA,-33.36347665989044
3438,20140503,5,PM2.5,33.6
3444,20140503,6,PCA,-7.859807269648478
3444,20140503,6,PM2.5,56.9
3450,20140503,7,PCA,-7.736946817364142
3450,20140503,7,PM2.5,55.8
3456,20140503,8,PCA,-6.555897530910302
3456,20140503,8,PM2.5,59.5
3462,20140503,9,PCA,3.986277717917496
3462,20140503,9,PM2.5,76.9
3468,20140503,10,PCA,12.659064764456268
3468,20140503,10,PM2.5,91.0
3474,20140503,11,PCA,8.189890099258987
3474,20140503,11,PM2.5,99.6
3480,20140503,12,PCA,-6.661691529347835
3480,20140503,12,PM2.5,87.7
3486,20140503,13,PCA,-1.018569570049416
3486,20140503,13,PM2.5,98.7
3492,20140503,14,PCA,-21.55023335159835
3492,20140503,14,PM2.5,65.4
3498,20140503,15,PCA,-33.60949500175717
3498,20140503,15,PM2.5,43.4
3504,20140503,16,PCA,-39.927425857585696
3504,20140503,16,PM2.5,40.1
3510,20140503,17,PCA,-32.907246846845034
3510,20140503,17,PM2.5,49.9
3516,20140503,18,PCA,-19.62514616619413
3516,20140503,18,PM2.5,62.8
3522,20140503,19,PCA,-1.9000218155210893
3522,20140503,19,PM2.5,78.6
3528,20140503,20,PCA,-2.4933676498968667
3528,20140503,20,PM2.5,58.0
3534,20140503,21,PCA,-9.804389745197392
3534,20140503,21,PM2.5,42.5
3540,20140503,22,PCA,-8.617712849086876
3540,20140503,22,PM2.5,43.5
3546,20140503,23,PCA,-7.42233112030457
3546,20140503,23,PM2.5,44.9
3552,20140504,0,PCA,-3.614078705525826
3552,20140504,0,PM2.5,51.4
3558,20140504,1,PCA,-11.70873649241013
3558,20140504,1,PM2.5,39.4
3564,20140504,2,PCA,-14.825060703865857
3564,20140504,2,PM2.5,35.0
3570,20140504,3,PCA,-15.809628038600087
3570,20140504,3,PM2.5,32.6
3576,20140504,4,PCA,-16.199388022685817
3576,20140504,4,PM2.5,34.2
3582,20140504,5,PCA,-14.09302709016481
3582,20140504,5,PM2.5,39.8
3588,20140504,6,PCA,-8.85057099304873
3588,20140504,6,PM2.5,47.1
3594,20140504,7,PCA,-5.24673024581197
3594,20140504,7,PM2.5,50.8
3600,20140504,8,PCA,-1.7056609903658815
3600,20140504,8,PM2.5,54.0
3606,20140504,9,PCA,-8.600829375862148
3606,20140504,9,PM2.5,42.5
3612,20140504,10,PCA,-5.605523089772047
3612,20140504,10,PM2.5,49.7
3618,20140504,11,PCA,-3.197595481554538
3618,20140504,11,PM2.5,55.0
3624,20140504,12,PCA,-7.366067416934738
3624,20140504,12,PM2.5,50.8
3630,20140504,13,PCA,-12.849299010677823
3630,20140504,13,PM2.5,46.1
3636,20140504,14,PCA,-23.2445837978358
3636,20140504,14,PM2.5,33.2
3642,20140504,15,PCA,-23.472492036877917
3642,20140504,15,PM2.5,33.5
3648,20140504,16,PCA,-27.70555467288854
3648,20140504,16,PM2.5,28.2
3654,20140504,17,PCA,-27.626649095523035
3654,20140504,17,PM2.5,30.4
3660,20140504,18,PCA,-30.3079349312601
3660,20140504,18,PM2.5,35.7
3666,20140504,19,PCA,-42.62636166093703
3666,20140504,19,PM2.5,27.7
3672,20140504,20,PCA,-55.35406572800534
3672,20140504,20,PM2.5,26.6
3678,20140504,21,PCA,-48.92543806961553
3678,20140504,21,PM2.5,32.3
3684,20140504,22,PCA,-35.41967355236296
3684,20140504,22,PM2.5,32.5
3690,20140504,23,PCA,-29.937880907576822
3690,20140504,23,PM2.5,39.2
3696,20140505,0,PCA,11.007624157252872
3696,20140505,0,PM2.5,98.0
3702,20140505,1,PCA,-13.554647244561318
3702,20140505,1,PM2.5,59.2
3708,20140505,2,PCA,-7.175676489016621
3708,20140505,2,PM2.5,66.3
3714,20140505,3,PCA,-5.5294241174593335
3714,20140505,3,PM2.5,68.0
3720,20140505,4,PCA,-15.678082713254417
3720,20140505,4,PM2.5,53.25
3726,20140505,5,PCA,-25.826741309049485
3726,20140505,5,PM2.5,38.5
3732,20140505,6,PCA,-32.27402692925911
3732,20140505,6,PM2.5,31.2
3738,20140505,7,PCA,-33.87508525846392
3738,20140505,7,PM2.5,34.8
3744,20140505,8,PCA,-45.44567685860792
3744,20140505,8,PM2.5,33.5
3750,20140505,9,PCA,-50.41468356104528
3750,20140505,9,PM2.5,39.6
3756,20140505,10,PCA,-51.55056870598989
3756,20140505,10,PM2.5,39.5
3762,20140505,11,PCA,-50.49310374066668
3762,20140505,11,PM2.5,43.4
3768,20140505,12,PCA,-62.41164915120492
3768,20140505,12,PM2.5,27.6
3774,20140505,13,PCA,-71.72446347458903
3774,20140505,13,PM2.5,16.9
3780,20140505,14,PCA,-68.65285640324568
3780,20140505,14,PM2.5,21.3
3786,20140505,15,PCA,-68.97312397576293
3786,20140505,15,PM2.5,19.3
3792,20140505,16,PCA,-61.13318238238856
3792,20140505,16,PM2.5,23.4
3798,20140505,17,PCA,-52.65724635129298
3798,20140505,17,PM2.5,35.9
3804,20140505,18,PCA,-57.17995016938195
3804,20140505,18,PM2.5,33.9
3810,20140505,19,PCA,-57.451135723571724
3810,20140505,19,PM2.5,34.0
3816,20140505,20,PCA,-55.39575878694061
3816,20140505,20,PM2.5,29.9
3822,20140505,21,PCA,-43.94239779736643
3822,20140505,21,PM2.5,38.9
3828,20140505,22,PCA,-29.800782451383814
3828,20140505,22,PM2.5,41.7
3834,20140505,23,PCA,-23.311651265681583
3834,20140505,23,PM2.5,49.7
3840,20140506,0,PCA,-28.304603853393825
3840,20140506,0,PM2.5,54.5
3846,20140506,1,PCA,-25.878619375424424
3846,20140506,1,PM2.5,57.5
3852,20140506,2,PCA,-30.86524207980108
3852,20140506,2,PM2.5,55.7
3858,20140506,3,PCA,-25.552333987909904
3858,20140506,3,PM2.5,54.8
3864,20140506,4,PCA,-10.127699059793763
3864,20140506,4,PM2.5,64.9
3870,20140506,5,PCA,-5.693562937460895
3870,20140506,5,PM2.5,69.5
3876,20140506,6,PCA,2.873632373605609
3876,20140506,6,PM2.5,79.9
3882,20140506,7,PCA,39.256010342196866
3882,20140506,7,PM2.5,130.5
3888,20140506,8,PCA,28.464198281576596
3888,20140506,8,PM2.5,118.4
3906,20140506,11,PCA,-6.874885797646986
3906,20140506,11,PM2.5,71.1
3912,20140506,12,PCA,1.461308515532441
3912,20140506,12,PM2.5,84.2
3918,20140506,13,PCA,17.196202836662714
3918,20140506,13,PM2.5,106.6
3924,20140506,14,PCA,67.45418063922178
3924,20140506,14,PM2.5,179.4
3930,20140506,15,PCA,50.68314242025647
3930,20140506,15,PM2.5,146.5
3936,20140506,16,PCA,28.248800028898284
3936,20140506,16,PM2.5,106.5
3942,20140506,17,PCA,16.01770133443182
3942,20140506,17,PM2.5,87.9
3948,20140506,18,PCA,8.120838260060612
3948,20140506,18,PM2.5,69.3
3954,20140506,19,PCA,30.293371014519757
3954,20140506,19,PM2.5,96.3
3960,20140506,20,PCA,45.60232218144665
3960,20140506,20,PM2.5,108.0
3966,20140506,21,PCA,57.2657824353147
3966,20140506,21,PM2.5,113.2
3972,20140506,22,PCA,67.37651103536908
3972,20140506,22,PM2.5,117.8
3978,20140506,23,PCA,78.48975030973818
3978,20140506,23,PM2.5,118.2
3984,20140507,0,PCA,82.78697404416793
3984,20140507,0,PM2.5,121.2
3990,20140507,1,PCA,91.66088920091201
3990,20140507,1,PM2.5,130.3
3996,20140507,2,PCA,97.77460457921178
3996,20140507,2,PM2.5,134.7
4002,20140507,3,PCA,101.9407403341307
4002,20140507,3,PM2.5,132.4
4008,20140507,4,PCA,100.81490723755061
4008,20140507,4,PM2.5,131.0
4014,20140507,5,PCA,109.18331049301374
4014,20140507,5,PM2.5,136.4
4020,20140507,6,PCA,105.62405709036662
4020,20140507,6,PM2.5,128.6
4026,20140507,7,PCA,100.91092300201092
4026,20140507,7,PM2.5,122.6
4032,20140507,8,PCA,103.60843421536708
4032,20140507,8,PM2.5,135.2
4038,20140507,9,PCA,30.003527852043298
4038,20140507,9,PM2.5,56.9
4044,20140507,10,PCA,-5.626683018595653
4044,20140507,10,PM2.5,21.9
4050,20140507,11,PCA,-3.7478283824957646
4050,20140507,11,PM2.5,23.1
4056,20140507,12,PCA,-2.339531773891385
4056,20140507,12,PM2.5,27.9
4062,20140507,13,PCA,-9.043762629809844
4062,20140507,13,PM2.5,26.5
4068,20140507,14,PCA,-15.336595105695524
4068,20140507,14,PM2.5,25.9
4074,20140507,15,PCA,-24.479330417106894
4074,20140507,15,PM2.5,19.6
4080,20140507,16,PCA,-28.333319598764643
4080,20140507,16,PM2.5,18.0
4086,20140507,17,PCA,-32.591761669593744
4086,20140507,17,PM2.5,14.2
4092,20140507,18,PCA,25.129480818865115
4092,20140507,18,PM2.5,99.0
4098,20140507,19,PCA,-9.085316654956891
4098,20140507,19,PM2.5,46.1
4104,20140507,20,PCA,-4.654223388306984
4104,20140507,20,PM2.5,37.6
4110,20140507,21,PCA,5.3056456402169845
4110,20140507,21,PM2.5,51.5
4116,20140507,22,PCA,-8.97673085714732
4116,20140507,22,PM2.5,46.6
4122,20140507,23,PCA,-18.901477935427366
4122,20140507,23,PM2.5,33.4
4128,20140508,0,PCA,10.515578603474959
4128,20140508,0,PM2.5,63.8
4134,20140508,1,PCA,27.806945618760256
4134,20140508,1,PM2.5,87.8
4140,20140508,2,PCA,37.03091316348997
4140,20140508,2,PM2.5,108.3
4146,20140508,3,PCA,50.38816875166958
4146,20140508,3,PM2.5,122.2
4152,20140508,4,PCA,57.59618537482231
4152,20140508,4,PM2.5,132.1
4158,20140508,5,PCA,61.58764764287581
4158,20140508,5,PM2.5,134.0
4164,20140508,6,PCA,58.93463614439837
4164,20140508,6,PM2.5,135.0
4170,20140508,7,PCA,58.18193916949593
4170,20140508,7,PM2.5,130.0
4176,20140508,8,PCA,65.58460619553682
4176,20140508,8,PM2.5,138.7
4182,20140508,9,PCA,72.20967631703117
4182,20140508,9,PM2.5,146.6
4188,20140508,10,PCA,41.47067897048343
4188,20140508,10,PM2.5,116.8
4194,20140508,11,PCA,-4.84666455227556
4194,20140508,11,PM2.5,64.3
4200,20140508,12,PCA,-9.214977135957797
4200,20140508,12,PM2.5,60.1
4206,20140508,13,PCA,-8.21131495350842
4206,20140508,13,PM2.5,62.1
4212,20140508,14,PCA,12.237443318861652
4212,20140508,14,PM2.5,87.2
4218,20140508,15,PCA,21.397920367239728
4218,20140508,15,PM2.5,99.8
4224,20140508,16,PCA,9.002392122667517
4224,20140508,16,PM2.5,78.3
4230,20140508,17,PCA,3.94218706204274
4230,20140508,17,PM2.5,67.2
4236,20140508,18,PCA,3.145995354125779
4236,20140508,18,PM2.5,65.9
4242,20140508,19,PCA,6.48788814297775
4242,20140508,19,PM2.5,64.0
4248,20140508,20,PCA,18.816160219383892
4248,20140508,20,PM2.5,68.9
4254,20140508,21,PCA,17.995901754469628
4254,20140508,21,PM2.5,62.5
4260,20140508,22,PCA,10.135810990677797
4260,20140508,22,PM2.5,52.5
4266,20140508,23,PCA,24.365379127245554
4266,20140508,23,PM2.5,63.8
4272,20140509,0,PCA,30.131760491692216
4272,20140509,0,PM2.5,72.5
4278,20140509,1,PCA,23.889564258079623
4278,20140509,1,PM2.5,70.8
4284,20140509,2,PCA,13.535106471645479
4284,20140509,2,PM2.5,62.4
4290,20140509,3,PCA,15.576033802456442
4290,20140509,3,PM2.5,62.1
4296,20140509,4,PCA,10.978207238956559
4296,20140509,4,PM2.5,63.6
4302,20140509,5,PCA,17.150100101703657
4302,20140509,5,PM2.5,66.9
4308,20140509,6,PCA,28.73883152667181
4308,20140509,6,PM2.5,79.4
4314,20140509,7,PCA,34.92801416390377
4314,20140509,7,PM2.5,83.9
4320,20140509,8,PCA,29.630378647704504
4320,20140509,8,PM2.5,77.2
4326,20140509,9,PCA,25.830160439854293
4326,20140509,9,PM2.5,78.4
4332,20140509,10,PCA,21.904615651646974
4332,20140509,10,PM2.5,80.7
4338,20140509,11,PCA,18.410038524814954
4338,20140509,11,PM2.5,80.4
4344,20140509,12,PCA,14.77793104883519
4344,20140509,12,PM2.5,77.0
4350,20140509,13,PCA,4.123864284566699
4350,20140509,13,PM2.5,66.8
4356,20140509,14,PCA,5.09627539715659
4356,20140509,14,PM2.5,69.6
4362,20140509,15,PCA,11.572698906027416
4362,20140509,15,PM2.5,75.9
4368,20140509,16,PCA,10.224893683734063
4368,20140509,16,PM2.5,72.5
4374,20140509,17,PCA,-2.8800090698400203
4374,20140509,17,PM2.5,59.9
4380,20140509,18,PCA,-30.65931593392456
4380,20140509,18,PM2.5,35.4
4386,20140509,19,PCA,-29.374926764912843
4386,20140509,19,PM2.5,34.2
4392,20140509,20,PCA,-27.324318550412315
4392,20140509,20,PM2.5,37.4
4398,20140509,21,PCA,-20.800306370726418
4398,20140509,21,PM2.5,45.5
4404,20140509,22,PCA,-17.033628946821686
4404,20140509,22,PM2.5,52.2
4410,20140509,23,PCA,-13.063710077814884
4410,20140509,23,PM2.5,56.9
4416,20140510,0,PCA,-13.738886328996402
4416,20140510,0,PM2.5,53.9
4422,20140510,1,PCA,-16.885716988148612
4422,20140510,1,PM2.5,48.8
4428,20140510,2,PCA,-21.495058904786216
4428,20140510,2,PM2.5,44.5
4434,20140510,3,PCA,-22.47458751990514
4434,20140510,3,PM2.5,40.3
4440,20140510,4,PCA,-21.07645232280357
4440,20140510,4,PM2.5,40.1
4446,20140510,5,PCA,-17.834629707681383
4446,20140510,5,PM2.5,47.3
4452,20140510,6,PCA,-17.645076657780198
4452,20140510,6,PM2.5,45.5
4458,20140510,7,PCA,-12.773932888914912
4458,20140510,7,PM2.5,45.6
4464,20140510,8,PCA,-12.536797315079212
4464,20140510,8,PM2.5,49.2
4470,20140510,9,PCA,-17.54949509213692
4470,20140510,9,PM2.5,51.8
4476,20140510,10,PCA,-12.60711821746293
4476,20140510,10,PM2.5,62.3
4482,20140510,11,PCA,-8.015985613218925
4482,20140510,11,PM2.5,72.3
4488,20140510,12,PCA,-18.617743427673975
4488,20140510,12,PM2.5,55.5
4494,20140510,13,PCA,-12.881124965825254
4494,20140510,13,PM2.5,60.3
4500,20140510,14,PCA,-10.209728335128599
4500,20140510,14,PM2.5,64.7
4506,20140510,15,PCA,-13.190492054641012
4506,20140510,15,PM2.5,68.9
4512,20140510,16,PCA,-10.093460079684347
4512,20140510,16,PM2.5,73.2
4518,20140510,17,PCA,-13.270152155645786
4518,20140510,17,PM2.5,66.2
4524,20140510,18,PCA,-7.429173383927221
4524,20140510,18,PM2.5,70.8
4530,20140510,19,PCA,-8.040625869113965
4530,20140510,19,PM2.5,65.7
4536,20140510,20,PCA,5.353618971460576
4536,20140510,20,PM2.5,71.9
4542,20140510,21,PCA,12.08902619428316
4542,20140510,21,PM2.5,76.4
4548,20140510,22,PCA,-14.637300987420481
4548,20140510,22,PM2.5,49.0
4554,20140510,23,PCA,-21.582143364360608
4554,20140510,23,PM2.5,45.4
4560,20140511,0,PCA,-21.11542643257056
4560,20140511,0,PM2.5,42.5
4566,20140511,1,PCA,-20.17300855403034
4566,20140511,1,PM2.5,40.2
4572,20140511,2,PCA,-29.608949935611236
4572,20140511,2,PM2.5,33.1
4578,20140511,3,PCA,-32.57639375862091
4578,20140511,3,PM2.5,36.5
4584,20140511,4,PCA,-26.22327476884956
4584,20140511,4,PM2.5,48.3
4590,20140511,5,PCA,-30.627196889879063
4590,20140511,5,PM2.5,45.9
4596,20140511,6,PCA,-37.242146547888076
4596,20140511,6,PM2.5,39.4
4602,20140511,7,PCA,-41.379303140286666
4602,20140511,7,PM2.5,32.8
4608,20140511,8,PCA,-45.61413870700951
4608,20140511,8,PM2.5,26.8
4614,20140511,9,PCA,-44.28031213537227
4614,20140511,9,PM2.5,27.3
4620,20140511,10,PCA,-45.56019526607049
4620,20140511,10,PM2.5,25.8
4626,20140511,11,PCA,-52.149588839941195
4626,20140511,11,PM2.5,21.0
4632,20140511,12,PCA,-56.94832733583465
4632,20140511,12,PM2.5,19.1
4638,20140511,13,PCA,-65.19534277355486
4638,20140511,13,PM2.5,12.9
4644,20140511,14,PCA,-70.10046999989046
4644,20140511,14,PM2.5,9.3
4650,20140511,15,PCA,-72.9517608186921
4650,20140511,15,PM2.5,10.0
4656,20140511,16,PCA,-76.22004752225604
4656,20140511,16,PM2.5,9.9
4662,20140511,17,PCA,-76.93404536092392
4662,20140511,17,PM2.5,9.0
4668,20140511,18,PCA,-74.62816135842608
4668,20140511,18,PM2.5,10.3
4674,20140511,19,PCA,-72.59166793464193
4674,20140511,19,PM2.5,13.2
4680,20140511,20,PCA,-67.75084700534575
4680,20140511,20,PM2.5,20.0
4686,20140511,21,PCA,-67.41267007952044
4686,20140511,21,PM2.5,24.8
4692,20140511,22,PCA,-64.53764346890297
4692,20140511,22,PM2.5,25.7
4698,20140511,23,PCA,-68.38934552061264
4698,20140511,23,PM2.5,20.1
4704,20140512,0,PCA,-62.738018425660904
4704,20140512,0,PM2.5,25.8
4710,20140512,1,PCA,-60.07903200296074
4710,20140512,1,PM2.5,24.5
