,date,hour,type,八达岭
37530,20141227,15,PCA,55.712286627991276
37530,20141227,15,PM2.5,49.0
37536,20141227,16,PCA,61.12402058239213
37536,20141227,16,PM2.5,60.7
37542,20141227,17,PCA,68.93395127919112
37542,20141227,17,PM2.5,73.9
37650,20141228,11,PCA,-18.089724132722324
37650,20141228,11,PM2.5,20.9
37656,20141228,12,PCA,-4.307940023043455
37656,20141228,12,PM2.5,53.3
37662,20141228,13,PCA,-5.281187707355816
37662,20141228,13,PM2.5,50.8
37668,20141228,14,PCA,-5.33908683399106
37668,20141228,14,PM2.5,45.9
37674,20141228,15,PCA,-6.27773038450339
37674,20141228,15,PM2.5,37.0
37680,20141228,16,PCA,1.4895117227143657
37680,20141228,16,PM2.5,44.1
37686,20141228,17,PCA,2.336147647494856
37686,20141228,17,PM2.5,42.4
37692,20141228,18,PCA,-1.3682013046691135
37692,20141228,18,PM2.5,39.1
37698,20141228,19,PCA,-2.650438025613223
37698,20141228,19,PM2.5,38.1
37704,20141228,20,PCA,-6.478033119667342
37704,20141228,20,PM2.5,34.8
37710,20141228,21,PCA,-5.863083370992982
37710,20141228,21,PM2.5,37.7
37716,20141228,22,PCA,-6.5319460746413505
37716,20141228,22,PM2.5,38.4
37722,20141228,23,PCA,-7.928285804889473
37722,20141228,23,PM2.5,36.1
37728,20141229,0,PCA,-7.068096689092009
37728,20141229,0,PM2.5,37.0
37734,20141229,1,PCA,-4.523609665149594
37734,20141229,1,PM2.5,38.4
37740,20141229,2,PCA,-12.98474064115843
37740,20141229,2,PM2.5,30.0
37746,20141229,3,PCA,-13.348016579906853
37746,20141229,3,PM2.5,29.6
37752,20141229,4,PCA,-12.122835210072541
37752,20141229,4,PM2.5,34.3
37758,20141229,5,PCA,-12.357651783211889
37758,20141229,5,PM2.5,33.3
37764,20141229,6,PCA,-8.9004459426171
37764,20141229,6,PM2.5,37.7
37770,20141229,7,PCA,-8.858130562309315
37770,20141229,7,PM2.5,38.4
37776,20141229,8,PCA,-9.80187031102222
37776,20141229,8,PM2.5,38.1
37782,20141229,9,PCA,-12.994041440231893
37782,20141229,9,PM2.5,31.7
37788,20141229,10,PCA,-0.6537869068977489
37788,20141229,10,PM2.5,47.0
37794,20141229,11,PCA,-2.332542407402513
37794,20141229,11,PM2.5,46.3
37800,20141229,12,PCA,-6.269544536392597
37800,20141229,12,PM2.5,40.6
37806,20141229,13,PCA,-12.956822590201641
37806,20141229,13,PM2.5,29.8
37830,20141229,17,PCA,-24.116603439044827
37830,20141229,17,PM2.5,14.8
37836,20141229,18,PCA,-23.205069499448445
37836,20141229,18,PM2.5,16.4
37842,20141229,19,PCA,-26.36384685292203
37842,20141229,19,PM2.5,10.7
37848,20141229,20,PCA,-24.011272926759236
37848,20141229,20,PM2.5,17.0
37854,20141229,21,PCA,-27.24634417347548
37854,20141229,21,PM2.5,13.8
37860,20141229,22,PCA,-28.24379570433502
37860,20141229,22,PM2.5,18.0
37866,20141229,23,PCA,-28.265028474936255
37866,20141229,23,PM2.5,19.9
37872,20141230,0,PCA,-26.916865986971
37872,20141230,0,PM2.5,22.2
37878,20141230,1,PCA,-10.99890791461589
37878,20141230,1,PM2.5,39.7
37884,20141230,2,PCA,-15.885953986262015
37884,20141230,2,PM2.5,37.0
37890,20141230,3,PCA,-15.428685855074233
37890,20141230,3,PM2.5,37.7
37896,20141230,4,PCA,-16.324261735295313
37896,20141230,4,PM2.5,36.7
37902,20141230,5,PCA,-19.56545295612284
37902,20141230,5,PM2.5,36.7
37908,20141230,6,PCA,-16.228070459998037
37908,20141230,6,PM2.5,41.7
37914,20141230,7,PCA,-9.387548425802956
37914,20141230,7,PM2.5,52.7
37920,20141230,8,PCA,-5.829900869032558
37920,20141230,8,PM2.5,60.8
37926,20141230,9,PCA,-4.702707135996562
37926,20141230,9,PM2.5,63.5
37932,20141230,10,PCA,-20.302650079361587
37932,20141230,10,PM2.5,37.3
37980,20141230,18,PCA,-43.28419034141107
37980,20141230,18,PM2.5,22.2
37986,20141230,19,PCA,-45.688148745994006
37986,20141230,19,PM2.5,14.9
37992,20141230,20,PCA,-46.566126539317516
37992,20141230,20,PM2.5,15.3
37998,20141230,21,PCA,-48.959454293883134
37998,20141230,21,PM2.5,13.8
38004,20141230,22,PCA,-40.05030234759511
38004,20141230,22,PM2.5,22.1
38010,20141230,23,PCA,-39.89025085107166
38010,20141230,23,PM2.5,19.5
38016,20150101,0,PCA,-40.208960175679614
38016,20150101,0,PM2.5,15.2
38022,20150101,1,PCA,-42.79845507537763
38022,20150101,1,PM2.5,11.1
38028,20150101,2,PCA,-44.64778128013738
38028,20150101,2,PM2.5,10.8
38034,20150101,3,PCA,-44.86451786589939
38034,20150101,3,PM2.5,10.9
38040,20150101,4,PCA,-46.784095105985166
38040,20150101,4,PM2.5,11.8
38046,20150101,5,PCA,-51.172403398355456
38046,20150101,5,PM2.5,8.2
38052,20150101,6,PCA,-53.93437119128751
38052,20150101,6,PM2.5,5.4
38058,20150101,7,PCA,-53.39064663160842
38058,20150101,7,PM2.5,7.6
38064,20150101,8,PCA,-54.64809050801805
38064,20150101,8,PM2.5,5.2
38070,20150101,9,PCA,-52.400895994582584
38070,20150101,9,PM2.5,8.6
38076,20150101,10,PCA,-50.15370148114711
38076,20150101,10,PM2.5,12.0
38082,20150101,11,PCA,-49.03248842806074
38082,20150101,11,PM2.5,14.5
38088,20150101,12,PCA,-46.650547925234505
38088,20150101,12,PM2.5,18.0
38094,20150101,13,PCA,-46.22970122346828
38094,20150101,13,PM2.5,18.9
38100,20150101,14,PCA,-48.46233822425681
38100,20150101,14,PM2.5,18.0
38106,20150101,15,PCA,-45.46781885414195
38106,20150101,15,PM2.5,21.5
38112,20150101,16,PCA,-42.305089911772804
38112,20150101,16,PM2.5,26.1
38118,20150101,17,PCA,-47.58929483818407
38118,20150101,17,PM2.5,21.8
38124,20150101,18,PCA,-40.752519772772615
38124,20150101,18,PM2.5,30.7
38130,20150101,19,PCA,-31.038919393797272
38130,20150101,19,PM2.5,44.4
38136,20150101,20,PCA,-39.478446474857925
38136,20150101,20,PM2.5,32.3
38142,20150101,21,PCA,-34.36025367709633
38142,20150101,21,PM2.5,37.4
38148,20150101,22,PCA,-27.182157154056892
38148,20150101,22,PM2.5,42.2
38154,20150101,23,PCA,-25.092861999763045
38154,20150101,23,PM2.5,45.6
38160,20150102,0,PCA,-27.05718435381431
38160,20150102,0,PM2.5,37.5
38166,20150102,1,PCA,-29.727694571319482
38166,20150102,1,PM2.5,31.3
38172,20150102,2,PCA,-28.007167116482595
38172,20150102,2,PM2.5,31.4
38178,20150102,3,PCA,-29.3295601885329
38178,20150102,3,PM2.5,25.1
38184,20150102,4,PCA,-31.349065154249175
38184,20150102,4,PM2.5,20.9
38190,20150102,5,PCA,-35.22608432987162
38190,20150102,5,PM2.5,14.6
38196,20150102,6,PCA,-33.52202034410428
38196,20150102,6,PM2.5,13.3
38202,20150102,7,PCA,-36.30754374388853
38202,20150102,7,PM2.5,11.1
38208,20150102,8,PCA,-34.839991044725686
38208,20150102,8,PM2.5,13.8
38214,20150102,9,PCA,-33.38685714735142
38214,20150102,9,PM2.5,13.5
38220,20150102,10,PCA,-34.94430233759058
38220,20150102,10,PM2.5,13.1
38226,20150102,11,PCA,-33.92801529292288
38226,20150102,11,PM2.5,14.9
38232,20150102,12,PCA,-34.454653507032496
38232,20150102,12,PM2.5,14.5
38238,20150102,13,PCA,-32.62136661186571
38238,20150102,13,PM2.5,16.8
38244,20150102,14,PCA,-35.57309533168643
38244,20150102,14,PM2.5,12.9
38250,20150102,15,PCA,-34.99577318643536
38250,20150102,15,PM2.5,11.4
38256,20150102,16,PCA,-23.037770760845603
38256,20150102,16,PM2.5,28.5
38262,20150102,17,PCA,-19.691278008278232
38262,20150102,17,PM2.5,32.1
38268,20150102,18,PCA,-16.012432382828504
38268,20150102,18,PM2.5,37.0
38274,20150102,19,PCA,16.97550929740433
38274,20150102,19,PM2.5,85.1
38280,20150102,20,PCA,24.544731111454418
38280,20150102,20,PM2.5,96.0
38286,20150102,21,PCA,37.402343384272505
38286,20150102,21,PM2.5,115.4
38292,20150102,22,PCA,30.3307409405641
38292,20150102,22,PM2.5,106.0
38298,20150102,23,PCA,34.14280247558848
38298,20150102,23,PM2.5,116.2
38304,20150103,0,PCA,29.98597014822076
38304,20150103,0,PM2.5,114.9
38310,20150103,1,PCA,29.65946646487311
38310,20150103,1,PM2.5,115.0
38316,20150103,2,PCA,29.645265443940378
38316,20150103,2,PM2.5,112.5
38322,20150103,3,PCA,30.303019626255708
38322,20150103,3,PM2.5,109.1
38328,20150103,4,PCA,36.37853852284355
38328,20150103,4,PM2.5,112.4
38334,20150103,5,PCA,37.23130785107293
38334,20150103,5,PM2.5,110.4
38340,20150103,6,PCA,40.48562570365824
38340,20150103,6,PM2.5,111.1
38346,20150103,7,PCA,40.75501104017111
38346,20150103,7,PM2.5,104.6
38352,20150103,8,PCA,44.02323494856993
38352,20150103,8,PM2.5,99.9
38358,20150103,9,PCA,35.00984598354329
38358,20150103,9,PM2.5,83.9
38364,20150103,10,PCA,32.14184693812974
38364,20150103,10,PM2.5,77.3
38370,20150103,11,PCA,44.01334715634779
38370,20150103,11,PM2.5,88.2
38376,20150103,12,PCA,56.05546473067716
38376,20150103,12,PM2.5,97.0
38382,20150103,13,PCA,76.95171923719474
38382,20150103,13,PM2.5,114.4
38388,20150103,14,PCA,60.089230806668674
38388,20150103,14,PM2.5,88.5
38394,20150103,15,PCA,52.41612607621298
38394,20150103,15,PM2.5,75.9
38400,20150103,16,PCA,46.838591404202035
38400,20150103,16,PM2.5,67.8
38406,20150103,17,PCA,42.82972294369278
38406,20150103,17,PM2.5,60.7
38412,20150103,18,PCA,49.4232724772285
38412,20150103,18,PM2.5,65.5
38418,20150103,19,PCA,51.843477678439875
38418,20150103,19,PM2.5,70.0
38424,20150103,20,PCA,50.4312048147371
38424,20150103,20,PM2.5,69.7
38430,20150103,21,PCA,45.233995275977314
38430,20150103,21,PM2.5,64.1
38436,20150103,22,PCA,35.20567060046592
38436,20150103,22,PM2.5,55.0
38442,20150103,23,PCA,29.277368462273255
38442,20150103,23,PM2.5,53.5
38448,20150104,0,PCA,33.02787547271664
38448,20150104,0,PM2.5,62.0
38454,20150104,1,PCA,37.997719925603796
38454,20150104,1,PM2.5,70.1
38460,20150104,2,PCA,22.236096490378436
38460,20150104,2,PM2.5,52.7
38466,20150104,3,PCA,21.487987731266568
38466,20150104,3,PM2.5,54.7
38472,20150104,4,PCA,24.116814182037878
38472,20150104,4,PM2.5,60.5
38478,20150104,5,PCA,23.106983040305433
38478,20150104,5,PM2.5,59.6
38484,20150104,6,PCA,22.77495610988776
38484,20150104,6,PM2.5,61.9
38490,20150104,7,PCA,17.232035381048828
38490,20150104,7,PM2.5,56.8
38496,20150104,8,PCA,12.2456987939163
38496,20150104,8,PM2.5,53.1
38502,20150104,9,PCA,28.542625677719837
38502,20150104,9,PM2.5,71.5
38508,20150104,10,PCA,22.893682103327013
38508,20150104,10,PM2.5,66.0
38514,20150104,11,PCA,24.919000534087573
38514,20150104,11,PM2.5,70.2
38520,20150104,12,PCA,24.91593546355815
38520,20150104,12,PM2.5,71.3
38526,20150104,13,PCA,17.6936899988752
38526,20150104,13,PM2.5,64.5
38532,20150104,14,PCA,18.958552859410638
38532,20150104,14,PM2.5,66.2
38538,20150104,15,PCA,25.549849365928598
38538,20150104,15,PM2.5,77.8
38544,20150104,16,PCA,7.742816673051189
38544,20150104,16,PM2.5,53.3
38550,20150104,17,PCA,9.18053270246712
38550,20150104,17,PM2.5,52.7
38556,20150104,18,PCA,38.95766586581088
38556,20150104,18,PM2.5,94.4
38562,20150104,19,PCA,61.86931444761341
38562,20150104,19,PM2.5,123.4
38568,20150104,20,PCA,79.9514739354556
38568,20150104,20,PM2.5,146.1
38574,20150104,21,PCA,121.48334828716246
38574,20150104,21,PM2.5,198.0
38580,20150104,22,PCA,162.06843463592153
38580,20150104,22,PM2.5,244.7
38586,20150104,23,PCA,190.7617204107349
38586,20150104,23,PM2.5,273.7
38592,20150105,0,PCA,188.48299373779005
38592,20150105,0,PM2.5,260.7
38598,20150105,1,PCA,179.7751946797299
38598,20150105,1,PM2.5,239.8
38604,20150105,2,PCA,187.17480512044315
38604,20150105,2,PM2.5,239.5
38610,20150105,3,PCA,197.16117735927983
38610,20150105,3,PM2.5,241.9
38616,20150105,4,PCA,198.96990791501102
38616,20150105,4,PM2.5,235.6
38622,20150105,5,PCA,211.36907537792263
38622,20150105,5,PM2.5,240.9
38628,20150105,6,PCA,179.80386296586883
38628,20150105,6,PM2.5,187.6
38634,20150105,7,PCA,185.8469645535671
38634,20150105,7,PM2.5,186.1
38640,20150105,8,PCA,177.71933243503958
38640,20150105,8,PM2.5,170.0
38646,20150105,9,PCA,151.1930885251339
38646,20150105,9,PM2.5,131.2
38652,20150105,10,PCA,131.19280990673238
38652,20150105,10,PM2.5,102.5
38658,20150105,11,PCA,96.78438696532572
38658,20150105,11,PM2.5,56.3
38664,20150105,12,PCA,86.93337908069009
38664,20150105,12,PM2.5,43.3
38670,20150105,13,PCA,89.27414973369179
38670,20150105,13,PM2.5,46.4
38676,20150105,14,PCA,76.82870729322528
38676,20150105,14,PM2.5,28.5
38682,20150105,15,PCA,59.4612877786851
38682,20150105,15,PM2.5,7.8
38688,20150105,16,PCA,62.19183754835991
38688,20150105,16,PM2.5,15.9
38694,20150105,17,PCA,57.09562344740981
38694,20150105,17,PM2.5,10.1
38700,20150105,18,PCA,51.36168092966782
38700,20150105,18,PM2.5,6.8
38706,20150105,19,PCA,47.456106214480016
38706,20150105,19,PM2.5,8.9
38712,20150105,20,PCA,39.619318512108585
38712,20150105,20,PM2.5,6.3
38718,20150105,21,PCA,32.5656642471364
38718,20150105,21,PM2.5,8.2
38724,20150105,22,PCA,24.888851772812803
38724,20150105,22,PM2.5,11.6
38730,20150105,23,PCA,15.344122188168056
38730,20150105,23,PM2.5,12.8
38736,20150106,0,PCA,6.315483461244214
38736,20150106,0,PM2.5,13.1
38742,20150106,1,PCA,-2.0564739164458605
38742,20150106,1,PM2.5,14.9
38748,20150106,2,PCA,-13.235005089602833
38748,20150106,2,PM2.5,11.9
38754,20150106,3,PCA,-20.647041642302444
38754,20150106,3,PM2.5,13.6
38760,20150106,4,PCA,-30.61738381038156
38760,20150106,4,PM2.5,8.1
38766,20150106,5,PCA,-29.524645886298984
38766,20150106,5,PM2.5,14.5
38772,20150106,6,PCA,-36.71758825102397
38772,20150106,6,PM2.5,9.5
38778,20150106,7,PCA,-38.61415356513341
38778,20150106,7,PM2.5,10.5
38784,20150106,8,PCA,-41.968635271082626
38784,20150106,8,PM2.5,9.7
38790,20150106,9,PCA,-41.60280626640583
38790,20150106,9,PM2.5,12.7
38796,20150106,10,PCA,-42.88875376623913
38796,20150106,10,PM2.5,13.8
38802,20150106,11,PCA,-44.48603085557947
38802,20150106,11,PM2.5,14.2
38808,20150106,12,PCA,-46.354584975545805
38808,20150106,12,PM2.5,14.9
38814,20150106,13,PCA,-50.232534987690336
38814,20150106,13,PM2.5,16.9
38820,20150106,14,PCA,-55.19380446250327
38820,20150106,14,PM2.5,16.9
38826,20150106,15,PCA,-56.71047642260312
38826,20150106,15,PM2.5,16.0
38832,20150106,16,PCA,-55.98856788196813
38832,20150106,16,PM2.5,17.4
38838,20150106,17,PCA,-53.83203756765765
38838,20150106,17,PM2.5,18.2
38844,20150106,18,PCA,-55.403897103631486
38844,20150106,18,PM2.5,18.7
38850,20150106,19,PCA,-53.75144002992884
38850,20150106,19,PM2.5,21.8
38856,20150106,20,PCA,-47.04289541710637
38856,20150106,20,PM2.5,30.6
38862,20150106,21,PCA,-53.81823717958433
38862,20150106,21,PM2.5,21.0
38868,20150106,22,PCA,-43.920955111170585
38868,20150106,22,PM2.5,35.4
38874,20150106,23,PCA,-42.9213451180465
38874,20150106,23,PM2.5,36.6
38880,20150107,0,PCA,-36.913081098650935
38880,20150107,0,PM2.5,44.1
38886,20150107,1,PCA,-39.28948930662714
38886,20150107,1,PM2.5,38.0
38892,20150107,2,PCA,-34.757360684252184
38892,20150107,2,PM2.5,39.5
38898,20150107,3,PCA,-48.58583543072334
38898,20150107,3,PM2.5,22.9
38904,20150107,4,PCA,-47.618066710380155
38904,20150107,4,PM2.5,23.8
38910,20150107,5,PCA,-47.69400394455146
38910,20150107,5,PM2.5,25.3
38916,20150107,6,PCA,-47.304672239895396
38916,20150107,6,PM2.5,26.9
38922,20150107,7,PCA,-44.572864668898795
38922,20150107,7,PM2.5,27.5
38928,20150107,8,PCA,-41.329228186206215
38928,20150107,8,PM2.5,29.8
38934,20150107,9,PCA,-39.98000419216811
38934,20150107,9,PM2.5,30.3
38940,20150107,10,PCA,-42.74021249697193
38940,20150107,10,PM2.5,33.1
38946,20150107,11,PCA,-43.752349100336644
38946,20150107,11,PM2.5,31.3
38952,20150107,12,PCA,-45.34612338866753
38952,20150107,12,PM2.5,30.0
38958,20150107,13,PCA,-54.118662945651806
38958,20150107,13,PM2.5,18.0
38964,20150107,14,PCA,-55.667372436464106
38964,20150107,14,PM2.5,14.9
38970,20150107,15,PCA,-52.759684107278915
38970,20150107,15,PM2.5,17.0
38976,20150107,16,PCA,-42.13710109212103
38976,20150107,16,PM2.5,32.0
38982,20150107,17,PCA,-43.696473831746005
38982,20150107,17,PM2.5,27.8
38988,20150107,18,PCA,-41.531786041485326
38988,20150107,18,PM2.5,30.8
38994,20150107,19,PCA,-34.26161803896419
38994,20150107,19,PM2.5,38.8
39000,20150107,20,PCA,-29.249728936415224
39000,20150107,20,PM2.5,45.4
39006,20150107,21,PCA,-26.518664502183515
39006,20150107,21,PM2.5,46.9
39012,20150107,22,PCA,-22.194975971328322
39012,20150107,22,PM2.5,52.9
39018,20150107,23,PCA,-20.49467244444932
39018,20150107,23,PM2.5,53.9
39024,20150108,0,PCA,-16.732259256011663
39024,20150108,0,PM2.5,58.7
39030,20150108,1,PCA,-13.609169130754852
39030,20150108,1,PM2.5,63.4
39036,20150108,2,PCA,-9.062423231023498
39036,20150108,2,PM2.5,68.4
39042,20150108,3,PCA,-10.569017452789362
39042,20150108,3,PM2.5,65.0
39048,20150108,4,PCA,-16.16076278339324
39048,20150108,4,PM2.5,55.4
39054,20150108,5,PCA,-16.662132484643227
39054,20150108,5,PM2.5,52.3
39060,20150108,6,PCA,-14.508993375293983
39060,20150108,6,PM2.5,53.1
39066,20150108,7,PCA,-3.5564962436202885
39066,20150108,7,PM2.5,67.8
39072,20150108,8,PCA,11.823553947014178
39072,20150108,8,PM2.5,86.6
39078,20150108,9,PCA,11.02629740611688
39078,20150108,9,PM2.5,81.8
39084,20150108,10,PCA,22.842357021956797
39084,20150108,10,PM2.5,93.0
39090,20150108,11,PCA,29.556691721112983
39090,20150108,11,PM2.5,99.2
39096,20150108,12,PCA,34.57110812458307
39096,20150108,12,PM2.5,104.7
39102,20150108,13,PCA,30.115389498784868
39102,20150108,13,PM2.5,95.3
39108,20150108,14,PCA,0.9863209273343678
39108,20150108,14,PM2.5,51.8
39114,20150108,15,PCA,-1.550381587432491
39114,20150108,15,PM2.5,44.6
39120,20150108,16,PCA,-8.44427537408045
39120,20150108,16,PM2.5,33.6
39126,20150108,17,PCA,-7.149726812283538
39126,20150108,17,PM2.5,34.8
39132,20150108,18,PCA,-8.64769142394537
39132,20150108,18,PM2.5,34.6
39138,20150108,19,PCA,-9.972459711379242
39138,20150108,19,PM2.5,32.5
39144,20150108,20,PCA,-12.090301079856708
39144,20150108,20,PM2.5,31.3
39150,20150108,21,PCA,-0.4637316883724682
39150,20150108,21,PM2.5,41.1
39156,20150108,22,PCA,-2.067917850580281
39156,20150108,22,PM2.5,46.3
39162,20150108,23,PCA,-11.363667900425432
39162,20150108,23,PM2.5,33.5
39168,20150109,0,PCA,-20.13445924887159
39168,20150109,0,PM2.5,24.1
39174,20150109,1,PCA,-19.41111268572585
39174,20150109,1,PM2.5,23.6
39180,20150109,2,PCA,-25.549067634376495
39180,20150109,2,PM2.5,17.7
39186,20150109,3,PCA,-22.935719165967814
39186,20150109,3,PM2.5,26.8
39192,20150109,4,PCA,-30.99834751317551
39192,20150109,4,PM2.5,16.3
39198,20150109,5,PCA,-35.52650982163456
39198,20150109,5,PM2.5,9.8
39204,20150109,6,PCA,-33.790610746176476
39204,20150109,6,PM2.5,12.5
39210,20150109,7,PCA,-34.322061259912125
39210,20150109,7,PM2.5,13.1
39216,20150109,8,PCA,-37.02705435706256
39216,20150109,8,PM2.5,11.1
39222,20150109,9,PCA,-39.32528161106588
39222,20150109,9,PM2.5,9.3
39228,20150109,10,PCA,-36.57780010883868
39228,20150109,10,PM2.5,15.3
39234,20150109,11,PCA,-37.7200060708995
39234,20150109,11,PM2.5,16.0
39240,20150109,12,PCA,-31.381050638834612
39240,20150109,12,PM2.5,25.3
39246,20150109,13,PCA,-34.127640684602575
39246,20150109,13,PM2.5,23.5
39252,20150109,14,PCA,-38.695891120410785
39252,20150109,14,PM2.5,17.3
39258,20150109,15,PCA,-34.54079489876659
39258,20150109,15,PM2.5,24.7
39264,20150109,16,PCA,-40.36936150524809
39264,20150109,16,PM2.5,18.0
39270,20150109,17,PCA,-43.584371580519026
39270,20150109,17,PM2.5,11.6
39276,20150109,18,PCA,-39.54081676716775
39276,20150109,18,PM2.5,17.9
39282,20150109,19,PCA,-37.642440199942705
39282,20150109,19,PM2.5,22.5
39288,20150109,20,PCA,-40.93149516281669
39288,20150109,20,PM2.5,23.0
39294,20150109,21,PCA,-32.360808592601366
39294,20150109,21,PM2.5,37.3
39300,20150109,22,PCA,-33.64547656834559
39300,20150109,22,PM2.5,37.0
39306,20150109,23,PCA,-43.224673811686394
39306,20150109,23,PM2.5,21.8
39312,20150110,0,PCA,-44.39181120534066
39312,20150110,0,PM2.5,21.6
39318,20150110,1,PCA,-48.84571300879109
39318,20150110,1,PM2.5,17.7
39324,20150110,2,PCA,-47.98622389314038
39324,20150110,2,PM2.5,21.2
39330,20150110,3,PCA,-52.98916657919611
39330,20150110,3,PM2.5,14.4
39336,20150110,4,PCA,-51.61751200953781
39336,20150110,4,PM2.5,18.0
39342,20150110,5,PCA,-52.21055414603804
39342,20150110,5,PM2.5,16.5
39348,20150110,6,PCA,-50.004610524452964
39348,20150110,6,PM2.5,19.3
39354,20150110,7,PCA,-49.70003992418787
39354,20150110,7,PM2.5,18.3
39360,20150110,8,PCA,-47.75433306911955
39360,20150110,8,PM2.5,19.9
39366,20150110,9,PCA,-44.45837505403088
39366,20150110,9,PM2.5,24.3
39372,20150110,10,PCA,-41.00766654081463
39372,20150110,10,PM2.5,27.5
39378,20150110,11,PCA,-38.90975202592971
39378,20150110,11,PM2.5,26.3
39384,20150110,12,PCA,-41.48519285745176
39384,20150110,12,PM2.5,20.8
39390,20150110,13,PCA,-34.22031949958263
39390,20150110,13,PM2.5,30.2
39396,20150110,14,PCA,-34.987653609443505
39396,20150110,14,PM2.5,27.2
39402,20150110,15,PCA,-30.641096393162343
39402,20150110,15,PM2.5,30.5
39408,20150110,16,PCA,-30.807483853252478
39408,20150110,16,PM2.5,27.2
39414,20150110,17,PCA,-30.09466737297864
39414,20150110,17,PM2.5,26.7
39420,20150110,18,PCA,-27.434679985488167
39420,20150110,18,PM2.5,28.2
39426,20150110,19,PCA,-28.621458521189485
39426,20150110,19,PM2.5,27.1
39432,20150110,20,PCA,-25.522656640455903
39432,20150110,20,PM2.5,31.1
39438,20150110,21,PCA,-34.63508095908608
39438,20150110,21,PM2.5,20.4
39444,20150110,22,PCA,-34.0948195639941
39444,20150110,22,PM2.5,22.0
39450,20150110,23,PCA,-39.39281135634037
39450,20150110,23,PM2.5,14.5
39456,20150111,0,PCA,-38.118656191340385
39456,20150111,0,PM2.5,15.9
39462,20150111,1,PCA,-37.01880417623335
39462,20150111,1,PM2.5,17.8
39468,20150111,2,PCA,-36.142767503772845
39468,20150111,2,PM2.5,17.5
39474,20150111,3,PCA,-37.113676116756174
39474,20150111,3,PM2.5,15.2
39480,20150111,4,PCA,-37.87383272022085
39480,20150111,4,PM2.5,14.4
39486,20150111,5,PCA,-39.070356389436256
39486,20150111,5,PM2.5,12.5
39492,20150111,6,PCA,-34.89683548868534
39492,20150111,6,PM2.5,20.3
39498,20150111,7,PCA,-29.816142649631985
39498,20150111,7,PM2.5,27.0
39504,20150111,8,PCA,-29.991188457631523
39504,20150111,8,PM2.5,29.1
39510,20150111,9,PCA,-32.559414458835136
39510,20150111,9,PM2.5,21.3
39516,20150111,10,PCA,-39.25308601476873
39516,20150111,10,PM2.5,16.3
39522,20150111,11,PCA,-30.648737003983666
39522,20150111,11,PM2.5,34.1
39528,20150111,12,PCA,-32.94190871889537
39528,20150111,12,PM2.5,31.6
39534,20150111,13,PCA,-36.44871857129654
39534,20150111,13,PM2.5,26.7
