,date,hour,type,西直门北
278250,20190913,11,PM2.5,18.0
278256,20190913,12,PCA,-107.47274126509802
278256,20190913,12,PM2.5,9.0
278262,20190913,13,PCA,-86.96296224082865
278262,20190913,13,PM2.5,23.0
278268,20190913,14,PCA,-105.92452150098475
278268,20190913,14,PM2.5,11.0
278274,20190913,15,PCA,-108.91237191192593
278274,20190913,15,PM2.5,8.0
278280,20190913,16,PCA,-109.53523123206482
278280,20190913,16,PM2.5,6.0
278286,20190913,17,PCA,-106.64423313582584
278286,20190913,17,PM2.5,8.0
278292,20190913,18,PCA,-100.48743087576474
278292,20190913,18,PM2.5,7.0
278298,20190913,19,PCA,-87.89862297333433
278298,20190913,19,PM2.5,16.0
278304,20190913,20,PCA,-73.98656888353054
278304,20190913,20,PM2.5,26.0
278310,20190913,21,PCA,-57.73656415243528
278310,20190913,21,PM2.5,34.0
278316,20190913,22,PCA,-63.26806476191079
278316,20190913,22,PM2.5,31.0
278322,20190914,0,PCA,-78.33449567212791
278322,20190914,0,PM2.5,21.0
278328,20190914,1,PCA,-80.65720017615335
278328,20190914,1,PM2.5,17.0
278334,20190914,2,PCA,-82.97990468017879
278334,20190914,2,PM2.5,13.0
278340,20190914,3,PCA,-84.85169532577113
278340,20190914,3,PM2.5,14.0
278346,20190914,4,PCA,-83.0732969521275
278346,20190914,4,PM2.5,17.0
278352,20190914,5,PCA,-92.11192190306768
278352,20190914,5,PM2.5,12.0
278358,20190914,6,PCA,-90.96972972027326
278358,20190914,6,PM2.5,9.0
278364,20190914,7,PCA,-85.75410129374049
278364,20190914,7,PM2.5,11.0
278370,20190914,8,PCA,-95.97536217045119
278370,20190914,8,PM2.5,7.0
278376,20190914,9,PCA,-98.89978624978507
278376,20190914,9,PM2.5,11.0
278382,20190914,10,PCA,-101.89357828350381
278382,20190914,10,PM2.5,11.0
278388,20190914,11,PCA,-95.23680327627191
278388,20190914,11,PM2.5,16.0
278394,20190914,12,PCA,-103.47537130692282
278394,20190914,12,PM2.5,5.0
278400,20190914,13,PCA,-94.62735175544083
278400,20190914,13,PM2.5,18.0
278406,20190914,14,PCA,-100.28141177428738
278406,20190914,14,PM2.5,10.0
278412,20190914,15,PCA,-98.23199807525016
278412,20190914,15,PM2.5,11.0
278418,20190914,16,PCA,-98.55066770427163
278418,20190914,16,PM2.5,7.0
278424,20190914,17,PCA,-98.02740739680405
278424,20190914,17,PM2.5,10.0
278430,20190914,18,PCA,-95.71412398719657
278430,20190914,18,PM2.5,12.0
278436,20190914,19,PCA,-79.2659586998982
278436,20190914,19,PM2.5,13.0
278442,20190914,20,PCA,-70.69324071243389
278442,20190914,20,PM2.5,21.0
278448,20190914,21,PCA,-68.48093033476933
278448,20190914,21,PM2.5,19.0
278454,20190914,22,PCA,-64.36229751808123
278454,20190914,22,PM2.5,16.0
278460,20190914,23,PCA,-65.20845202816596
278460,20190914,23,PM2.5,22.0
278466,20190915,0,PCA,-64.85724095686265
278466,20190915,0,PM2.5,19.0
278472,20190915,1,PCA,-59.725620120115344
278472,20190915,1,PM2.5,24.0
278478,20190915,2,PCA,-64.35318922887566
278478,20190915,2,PM2.5,25.0
278484,20190915,3,PCA,-73.62875551496234
278484,20190915,3,PM2.5,18.0
278490,20190915,4,PCA,-68.04510091964013
278490,20190915,4,PM2.5,17.0
278496,20190915,5,PCA,-62.72967687096778
278496,20190915,5,PM2.5,25.0
278502,20190915,6,PCA,-63.67740106231864
278502,20190915,6,PM2.5,23.0
278508,20190915,7,PCA,-64.98394244216695
278508,20190915,7,PM2.5,28.0
278514,20190915,8,PCA,-71.3007551396022
278514,20190915,8,PM2.5,20.0
278520,20190915,9,PCA,-70.50850211477817
278520,20190915,9,PM2.5,22.0
278526,20190915,10,PCA,-58.58010983169691
278526,20190915,10,PM2.5,33.0
278532,20190915,11,PCA,-66.74568176017107
278532,20190915,11,PM2.5,32.0
278538,20190915,12,PCA,-73.84699552640741
278538,20190915,12,PM2.5,24.0
278544,20190915,13,PCA,-73.9284124375405
278544,20190915,13,PM2.5,28.0
278550,20190915,14,PCA,-71.95994517911726
278550,20190915,14,PM2.5,33.0
278556,20190915,15,PCA,-64.07859859707341
278556,20190915,15,PM2.5,32.0
278562,20190915,16,PCA,-48.03015004796707
278562,20190915,16,PM2.5,34.0
278568,20190915,17,PCA,-62.85406878121584
278568,20190915,17,PM2.5,27.0
278574,20190915,18,PCA,-61.6088682911063
278574,20190915,18,PM2.5,23.0
278580,20190915,19,PCA,-58.79493935716544
278580,20190915,19,PM2.5,24.0
278586,20190915,20,PCA,-51.51703533350124
278586,20190915,20,PM2.5,28.0
278592,20190915,21,PCA,-44.74240676240028
278592,20190915,21,PM2.5,34.0
278598,20190915,22,PCA,-35.7909616680408
278598,20190915,22,PM2.5,36.0
278604,20190915,23,PCA,-33.826415933734914
278604,20190915,23,PM2.5,42.0
278610,20190916,0,PCA,-39.53055402115605
278610,20190916,0,PM2.5,43.0
278616,20190916,1,PCA,-55.0125949956562
278616,20190916,1,PM2.5,37.0
278622,20190916,2,PCA,-61.26725834531939
278622,20190916,2,PM2.5,32.0
278628,20190916,3,PCA,-54.966316778237356
278628,20190916,3,PM2.5,32.0
278634,20190916,4,PCA,-78.56857965007053
278634,20190916,4,PM2.5,13.0
278640,20190916,5,PCA,-95.17374865186099
278640,20190916,5,PM2.5,9.0
278646,20190916,6,PCA,-77.81340984775264
278646,20190916,6,PM2.5,12.0
278652,20190916,7,PCA,-63.87744370428174
278652,20190916,7,PM2.5,16.0
278658,20190916,8,PCA,-73.90033333313379
278658,20190916,8,PM2.5,16.0
278664,20190916,9,PCA,-90.0538324576171
278664,20190916,9,PM2.5,14.0
278670,20190916,10,PCA,-82.26703022265521
278670,20190916,10,PM2.5,11.0
278676,20190916,11,PCA,-77.03181892579023
278676,20190916,11,PM2.5,21.0
278682,20190916,12,PCA,-81.78255929248664
278682,20190916,12,PM2.5,20.0
278688,20190916,14,PCA,-76.13094750225171
278688,20190916,14,PM2.5,21.0
278694,20190916,15,PCA,-74.78823210076536
278694,20190916,15,PM2.5,20.0
278700,20190916,16,PCA,-73.68258040453192
278700,20190916,16,PM2.5,24.0
278706,20190916,17,PCA,-75.63404747706281
278706,20190916,17,PM2.5,23.0
278712,20190916,18,PCA,-74.77558032551818
278712,20190916,18,PM2.5,18.5
278718,20190916,19,PCA,-73.91711317397353
278718,20190916,19,PM2.5,14.0
278724,20190916,20,PCA,-71.11918271799291
278724,20190916,20,PM2.5,14.0
278730,20190916,21,PCA,-72.38358869659288
278730,20190916,21,PM2.5,14.0
278736,20190916,22,PCA,-71.8610860765191
278736,20190916,22,PM2.5,14.0
278742,20190916,23,PCA,-68.68708521392541
278742,20190916,23,PM2.5,13.0
278748,20190917,0,PCA,-69.29553502682442
278748,20190917,0,PM2.5,14.0
278754,20190917,1,PCA,-76.89530419150813
278754,20190917,1,PM2.5,10.0
278760,20190917,2,PCA,-79.46744343375055
278760,20190917,2,PM2.5,15.0
278766,20190917,3,PCA,-87.45357688807864
278766,20190917,3,PM2.5,14.0
278772,20190917,4,PCA,-86.63112515485773
278772,20190917,4,PM2.5,17.0
278778,20190917,5,PCA,-90.39989884311417
278778,20190917,5,PM2.5,13.0
278784,20190917,6,PCA,-82.27845266703775
278784,20190917,6,PM2.5,12.0
278790,20190917,7,PCA,-63.72282589748127
278790,20190917,7,PM2.5,20.0
278796,20190917,8,PCA,-59.24320045274013
278796,20190917,8,PM2.5,21.0
278802,20190917,9,PCA,-55.26350460389297
278802,20190917,9,PM2.5,27.0
278808,20190917,10,PCA,-57.08693793080235
278808,20190917,10,PM2.5,23.0
278814,20190917,11,PCA,-48.16040160181801
278814,20190917,11,PM2.5,34.0
278820,20190917,12,PCA,-48.75487303541697
278820,20190917,12,PM2.5,38.0
278826,20190917,13,PCA,-53.66632195132026
278826,20190917,13,PM2.5,43.0
278832,20190917,14,PCA,-53.67554810478979
278832,20190917,14,PM2.5,42.0
278838,20190917,15,PCA,-49.931112113304714
278838,20190917,15,PM2.5,48.0
278844,20190917,16,PCA,-47.655842806091556
278844,20190917,16,PM2.5,50.0
278850,20190917,17,PCA,-44.39473251758128
278850,20190917,17,PM2.5,49.0
278856,20190917,18,PCA,-38.86231820139518
278856,20190917,18,PM2.5,52.0
278862,20190917,19,PCA,-38.47431419292089
278862,20190917,19,PM2.5,52.0
278868,20190917,20,PCA,-42.934068387228486
278868,20190917,20,PM2.5,46.0
278874,20190917,21,PCA,-22.60890668503305
278874,20190917,21,PM2.5,59.0
278880,20190917,22,PCA,-61.57991650251251
278880,20190917,22,PM2.5,36.0
278886,20190918,0,PCA,-112.03589018277736
278886,20190918,0,PM2.5,2.0
278892,20190918,1,PCA,-110.7157926554155
278892,20190918,1,PM2.5,4.0
278898,20190918,2,PCA,-112.77663330467779
278898,20190918,2,PM2.5,3.0
278904,20190918,3,PCA,-107.0387287080521
278904,20190918,3,PM2.5,5.0
278910,20190918,4,PCA,-100.21525333980966
278910,20190918,4,PM2.5,10.0
278916,20190918,5,PCA,-94.51070819731407
278916,20190918,5,PM2.5,8.0
278922,20190918,6,PCA,-103.73517163555152
278922,20190918,6,PM2.5,5.0
278928,20190918,7,PCA,-101.69500616638372
278928,20190918,7,PM2.5,4.0
278934,20190918,8,PCA,-100.50161153917846
278934,20190918,8,PM2.5,7.0
278940,20190918,9,PCA,-111.89222883315304
278940,20190918,9,PM2.5,2.0
278946,20190918,10,PCA,-100.46544453275985
278946,20190918,10,PM2.5,9.0
278952,20190918,11,PCA,-107.30806954835097
278952,20190918,11,PM2.5,3.0
278958,20190918,12,PCA,-107.49549700636855
278958,20190918,12,PM2.5,7.0
278964,20190918,13,PCA,-106.26894209562671
278964,20190918,13,PM2.5,6.0
278970,20190918,14,PCA,-104.4681210424746
278970,20190918,14,PM2.5,7.0
278976,20190918,15,PCA,-103.80852913214895
278976,20190918,15,PM2.5,8.0
278982,20190918,16,PCA,-102.05311083775956
278982,20190918,16,PM2.5,7.0
278988,20190918,17,PCA,-96.54567262662249
278988,20190918,17,PM2.5,9.0
278994,20190918,18,PCA,-93.06493315321339
278994,20190918,18,PM2.5,8.0
279000,20190918,19,PCA,-78.0080301803331
279000,20190918,19,PM2.5,10.0
279006,20190918,20,PCA,-65.30194272787348
279006,20190918,20,PM2.5,13.0
279012,20190918,21,PCA,-59.46563609540281
279012,20190918,21,PM2.5,16.0
279030,20190919,0,PCA,-58.57028025973404
279030,20190919,0,PM2.5,21.0
279036,20190919,1,PCA,-68.93700631143008
279036,20190919,1,PM2.5,18.0
279042,20190919,2,PCA,-64.8710653133115
279042,20190919,2,PM2.5,13.0
279048,20190919,3,PCA,-71.8796239908343
279048,20190919,3,PM2.5,12.0
279054,20190919,4,PCA,-69.5218712117292
279054,20190919,4,PM2.5,18.0
279060,20190919,5,PCA,-63.58190069048818
279060,20190919,5,PM2.5,20.0
279066,20190919,6,PCA,-56.67675737535494
279066,20190919,6,PM2.5,23.0
279072,20190919,7,PCA,-58.56559196225961
279072,20190919,7,PM2.5,21.0
279078,20190919,8,PCA,-60.93801095900777
279078,20190919,8,PM2.5,20.0
279084,20190919,9,PCA,-55.088764510901235
279084,20190919,9,PM2.5,28.0
279090,20190919,10,PCA,-55.32264019103365
279090,20190919,10,PM2.5,28.0
279096,20190919,12,PCA,-57.63898676880805
279096,20190919,12,PM2.5,29.0
279102,20190919,13,PCA,-49.17202319943839
279102,20190919,13,PM2.5,37.0
279108,20190919,14,PCA,-42.41693066921294
279108,20190919,14,PM2.5,36.0
279114,20190919,15,PCA,-53.548703267503804
279114,20190919,15,PM2.5,34.0
279120,20190919,16,PCA,-48.958929385459854
279120,20190919,16,PM2.5,35.0
279126,20190919,17,PCA,-48.823248858214505
279126,20190919,17,PM2.5,34.0
279132,20190919,18,PCA,-40.93851814891696
279132,20190919,18,PM2.5,39.0
279138,20190919,19,PCA,-46.81767411460989
279138,20190919,19,PM2.5,37.0
279144,20190919,21,PCA,-59.32742891466914
279144,20190919,21,PM2.5,22.0
279150,20190919,22,PCA,-61.14933220299021
279150,20190919,22,PM2.5,20.0
279156,20190919,23,PCA,-58.14507625901434
279156,20190919,23,PM2.5,23.0
279162,20190920,0,PCA,-53.55433792215018
279162,20190920,0,PM2.5,29.0
279168,20190920,1,PCA,-55.32534763942534
279168,20190920,1,PM2.5,28.0
279174,20190920,2,PCA,-46.016528488459926
279174,20190920,2,PM2.5,31.0
279180,20190920,3,PCA,-39.41472907902068
279180,20190920,3,PM2.5,34.0
279186,20190920,4,PCA,-38.035783740476326
279186,20190920,4,PM2.5,36.0
279192,20190920,5,PCA,-46.9094431624849
279192,20190920,5,PM2.5,31.0
279198,20190920,6,PCA,-54.01336478055126
279198,20190920,6,PM2.5,25.0
279204,20190920,7,PCA,-42.01440545426172
279204,20190920,7,PM2.5,36.0
279210,20190920,8,PCA,-45.488209591173764
279210,20190920,8,PM2.5,40.0
279216,20190920,9,PCA,-45.5857663357832
279216,20190920,9,PM2.5,42.0
279222,20190920,10,PCA,-50.42343552330262
279222,20190920,10,PM2.5,40.0
279228,20190920,11,PCA,-53.99914354951589
279228,20190920,11,PM2.5,39.0
279234,20190920,13,PCA,-64.7594558570385
279234,20190920,13,PM2.5,30.0
279240,20190920,14,PCA,-67.69294756114822
279240,20190920,14,PM2.5,31.0
279246,20190921,12,PCA,-98.47453800326386
279246,20190921,12,PM2.5,17.0
279252,20190921,13,PCA,-97.607657564975
279252,20190921,13,PM2.5,18.0
279258,20190921,14,PCA,-93.0362263096285
279258,20190921,14,PM2.5,18.0
279264,20190921,15,PCA,-90.10222995034822
279264,20190921,15,PM2.5,18.0
279270,20190921,16,PCA,-83.18809143756881
279270,20190921,16,PM2.5,21.0
279276,20190921,17,PCA,-52.65219809340461
279276,20190921,17,PM2.5,31.0
279282,20190921,18,PCA,-28.699665977297673
279282,20190921,18,PM2.5,54.0
279288,20190921,19,PCA,-4.049218975105812
279288,20190921,19,PM2.5,83.0
279294,20190921,21,PCA,60.11102788178433
279294,20190921,21,PM2.5,119.0
279300,20190921,22,PCA,67.4970435369953
279300,20190921,22,PM2.5,122.0
279306,20190922,0,PCA,56.888313308233855
279306,20190922,0,PM2.5,114.0
279312,20190922,1,PCA,35.27516071483863
279312,20190922,1,PM2.5,102.0
279318,20190922,2,PCA,38.97123996925408
279318,20190922,2,PM2.5,105.0
279324,20190922,3,PCA,45.22041799146974
279324,20190922,3,PM2.5,107.0
279330,20190922,4,PCA,37.488625723185486
279330,20190922,4,PM2.5,102.0
279336,20190922,5,PCA,62.84294744473924
279336,20190922,5,PM2.5,108.0
279342,20190922,17,PCA,-72.36853887584151
279342,20190922,17,PM2.5,33.0
279348,20190922,18,PCA,-38.95528467890919
279348,20190922,18,PM2.5,44.0
279354,20190922,19,PCA,-39.110244687957334
279354,20190922,19,PM2.5,46.0
279360,20190922,20,PCA,-34.956973488586726
279360,20190922,20,PM2.5,51.0
279366,20190922,21,PCA,-24.129463595732584
279366,20190922,21,PM2.5,55.0
279372,20190922,22,PCA,-20.34379692055454
279372,20190922,22,PM2.5,62.0
279390,20190923,1,PCA,-13.793941564267175
279390,20190923,1,PM2.5,60.0
279396,20190923,2,PCA,-9.083640457234148
279396,20190923,2,PM2.5,64.0
279402,20190923,3,PCA,-7.689322571481914
279402,20190923,3,PM2.5,66.0
279408,20190923,4,PCA,-15.284415034031374
279408,20190923,4,PM2.5,63.0
279414,20190923,5,PCA,-17.909883524127835
279414,20190923,5,PM2.5,58.0
279420,20190923,6,PCA,-19.96375407062825
279420,20190923,6,PM2.5,53.0
279426,20190923,7,PCA,-21.00228684796503
279426,20190923,7,PM2.5,50.0
279432,20190923,8,PCA,-35.24099957319166
279432,20190923,8,PM2.5,44.0
279438,20190923,9,PCA,-48.141737014510845
279438,20190923,9,PM2.5,35.0
279444,20190923,10,PCA,-64.03037115409796
279444,20190923,10,PM2.5,27.0
279450,20190923,11,PCA,-72.45469778056878
279450,20190923,11,PM2.5,26.0
279456,20190923,12,PCA,-85.80839420823544
279456,20190923,12,PM2.5,20.0
279462,20190923,14,PCA,-100.87947770646801
279462,20190923,14,PM2.5,12.0
279468,20190923,16,PCA,-103.73549068940449
279468,20190923,16,PM2.5,9.0
279474,20190923,17,PCA,-102.71261275039815
279474,20190923,17,PM2.5,9.0
279480,20190923,18,PCA,-81.32372111981316
279480,20190923,18,PM2.5,8.0
279486,20190923,19,PCA,-73.74921892712695
279486,20190923,19,PM2.5,19.0
279492,20190923,20,PCA,-80.21233615136477
279492,20190923,20,PM2.5,24.0
279498,20190923,21,PCA,-61.25969500455213
279498,20190923,21,PM2.5,24.0
279504,20190923,22,PCA,-67.46875783971126
279504,20190923,22,PM2.5,21.0
279510,20190923,23,PCA,-67.02298833913866
279510,20190923,23,PM2.5,24.0
279516,20190924,0,PCA,-56.75536865638689
279516,20190924,0,PM2.5,21.0
279522,20190924,1,PCA,-49.37952040006173
279522,20190924,1,PM2.5,22.0
279528,20190924,2,PCA,-68.2703909665778
279528,20190924,2,PM2.5,17.0
279546,20190924,5,PCA,-75.66139489647476
279546,20190924,5,PM2.5,13.0
279552,20190924,6,PCA,-82.51980460738032
279552,20190924,6,PM2.5,10.0
279558,20190924,7,PCA,-79.55649101205574
279558,20190924,7,PM2.5,7.0
279564,20190924,8,PCA,-84.27522740761223
279564,20190924,8,PM2.5,10.0
279618,20190924,17,PCA,-98.03064568522889
279618,20190924,17,PM2.5,10.0
279624,20190924,18,PCA,-70.51026761503242
279624,20190924,18,PM2.5,18.0
279630,20190924,19,PCA,-63.80975422792274
279630,20190924,19,PM2.5,24.0
279636,20190924,20,PCA,-56.03296116849433
279636,20190924,20,PM2.5,25.0
279642,20190924,21,PCA,-56.24423156755912
279642,20190924,21,PM2.5,22.0
279648,20190924,23,PCA,-66.8020841499166
279648,20190924,23,PM2.5,19.0
279654,20190925,0,PCA,-82.56856340330035
279654,20190925,0,PM2.5,14.0
279660,20190925,1,PCA,-77.24477805941697
279660,20190925,1,PM2.5,20.0
279666,20190925,2,PCA,-81.22415236756412
279666,20190925,2,PM2.5,15.0
279672,20190925,3,PCA,-67.32174298483648
279672,20190925,3,PM2.5,18.0
279678,20190925,4,PCA,-57.23691330754551
279678,20190925,4,PM2.5,22.0
279684,20190925,5,PCA,-54.787049746169416
279684,20190925,5,PM2.5,19.0
279690,20190925,6,PCA,-47.86560358555342
279690,20190925,6,PM2.5,27.0
279696,20190925,7,PCA,-45.50554732214081
279696,20190925,7,PM2.5,27.0
279702,20190925,8,PCA,-48.652132332894
279702,20190925,8,PM2.5,26.0
279708,20190925,9,PCA,-49.62651978172361
279708,20190925,9,PM2.5,31.0
279714,20190925,10,PCA,-57.80441519395585
279714,20190925,10,PM2.5,27.0
279720,20190925,11,PCA,-60.65612668727801
279720,20190925,11,PM2.5,24.0
279726,20190925,12,PCA,-65.11929784734042
279726,20190925,12,PM2.5,28.0
279732,20190925,13,PCA,-63.24166575714553
279732,20190925,13,PM2.5,30.0
279738,20190925,14,PCA,-68.41160815479984
279738,20190925,14,PM2.5,28.0
279744,20190925,15,PCA,-80.79902288724772
279744,20190925,15,PM2.5,22.0
279750,20190925,16,PCA,-74.05891553171023
279750,20190925,16,PM2.5,22.0
279756,20190925,17,PCA,-70.87661681188
279756,20190925,17,PM2.5,22.0
279762,20190925,18,PCA,-62.99512687785446
279762,20190925,18,PM2.5,22.0
279768,20190925,19,PCA,-49.1266677004152
279768,20190925,19,PM2.5,30.0
279774,20190925,20,PCA,-51.97083259586481
279774,20190925,20,PM2.5,30.0
279780,20190925,21,PCA,-54.66323747757699
279780,20190925,21,PM2.5,27.0
279786,20190925,22,PCA,-54.18304028597742
279786,20190925,22,PM2.5,27.0
279792,20190925,23,PCA,-54.57460761194671
279792,20190925,23,PM2.5,30.0
279798,20190926,0,PCA,-50.03387572166026
279798,20190926,0,PM2.5,33.0
279804,20190926,1,PCA,-47.4592519541576
279804,20190926,1,PM2.5,34.0
279810,20190926,2,PCA,-46.800678924941614
279810,20190926,2,PM2.5,35.0
279816,20190926,3,PCA,-35.485816649319794
279816,20190926,3,PM2.5,39.0
279822,20190926,4,PCA,-42.38346162784299
279822,20190926,4,PM2.5,39.0
279828,20190926,5,PCA,-58.87287719396336
279828,20190926,5,PM2.5,36.0
279834,20190926,6,PCA,-60.521068282087434
279834,20190926,6,PM2.5,33.0
279840,20190926,7,PCA,-58.36431060704563
279840,20190926,7,PM2.5,29.0
279846,20190926,8,PCA,-54.85830924909483
279846,20190926,8,PM2.5,28.0
279852,20190926,9,PCA,-59.626732155191014
279852,20190926,9,PM2.5,27.0
279858,20190926,10,PCA,-64.6543732145835
279858,20190926,10,PM2.5,28.0
279864,20190926,11,PCA,-63.54849957421173
279864,20190926,11,PM2.5,31.0
279870,20190926,12,PCA,-51.513017516152075
279870,20190926,12,PM2.5,46.0
279876,20190926,13,PCA,-51.80805348092967
279876,20190926,13,PM2.5,46.0
279882,20190926,14,PCA,-63.018576132113445
279882,20190926,14,PM2.5,38.0
279888,20190926,15,PCA,-56.40429364380385
279888,20190926,15,PM2.5,34.0
279894,20190926,16,PCA,-56.61912935682919
279894,20190926,16,PM2.5,34.0
279900,20190926,18,PCA,-57.69187796473448
279900,20190926,18,PM2.5,34.0
279906,20190926,19,PCA,-48.89692291801148
279906,20190926,19,PM2.5,36.0
279912,20190926,20,PCA,-45.7062121548606
279912,20190926,20,PM2.5,39.0
279918,20190926,21,PCA,-49.6118365751365
279918,20190926,21,PM2.5,34.0
279924,20190926,22,PCA,-52.805842446847066
279924,20190926,22,PM2.5,33.0
279930,20190926,23,PCA,-55.480106985975425
279930,20190926,23,PM2.5,34.0
279936,20190927,0,PCA,-50.833035013891845
279936,20190927,0,PM2.5,35.0
279942,20190927,1,PCA,-58.58990356540015
279942,20190927,1,PM2.5,35.0
279948,20190927,2,PCA,-52.230753205132714
279948,20190927,2,PM2.5,39.0
279954,20190927,3,PCA,-49.22584167970166
279954,20190927,3,PM2.5,42.0
279960,20190927,4,PCA,-28.9113390598495
279960,20190927,4,PM2.5,49.0
279966,20190927,5,PCA,-15.912591554049495
279966,20190927,5,PM2.5,55.0
279972,20190927,6,PCA,-8.280762018000624
279972,20190927,6,PM2.5,62.0
279978,20190927,7,PCA,2.215614747131872
279978,20190927,7,PM2.5,70.0
279984,20190927,8,PCA,14.072070473575748
279984,20190927,8,PM2.5,77.0
279990,20190927,9,PCA,33.64651220569702
279990,20190927,9,PM2.5,93.0
279996,20190927,11,PCA,40.02312320247923
279996,20190927,11,PM2.5,100.0
280002,20190927,12,PCA,28.7754020894339
280002,20190927,12,PM2.5,96.0
280008,20190927,13,PCA,20.88825382527632
280008,20190927,13,PM2.5,93.0
280014,20190927,14,PCA,-7.45215023368241
280014,20190927,14,PM2.5,76.0
280020,20190927,15,PCA,-47.28298238546732
280020,20190927,15,PM2.5,51.0
280026,20190927,16,PCA,-78.88619029644242
280026,20190927,16,PM2.5,29.0
280032,20190927,17,PCA,-81.08015946226176
280032,20190927,17,PM2.5,24.0
280038,20190927,23,PCA,-70.66350787571186
280038,20190927,23,PM2.5,25.0
280044,20190928,0,PCA,-59.43290920313375
280044,20190928,0,PM2.5,30.0
280050,20190928,1,PCA,-54.93769233550681
280050,20190928,1,PM2.5,33.0
280056,20190928,2,PCA,-42.12507360233924
280056,20190928,2,PM2.5,41.0
280062,20190928,3,PCA,-28.421508659705943
280062,20190928,3,PM2.5,49.0
280068,20190928,4,PCA,-10.76610912369648
280068,20190928,4,PM2.5,64.0
280074,20190928,5,PCA,-15.643752859544248
280074,20190928,5,PM2.5,57.0
280080,20190928,6,PCA,6.319552651937339
280080,20190928,6,PM2.5,72.0
280086,20190928,7,PCA,11.20100646160164
280086,20190928,7,PM2.5,79.0
280092,20190928,8,PCA,-6.272899063608555
280092,20190928,8,PM2.5,70.0
280098,20190928,9,PCA,-11.883169482809706
280098,20190928,9,PM2.5,67.0
280104,20190928,10,PCA,-11.905228840133907
280104,20190928,10,PM2.5,65.0
280110,20190928,11,PCA,-8.575793573743752
280110,20190928,11,PM2.5,71.0
280116,20190928,12,PCA,-19.969066980810855
280116,20190928,12,PM2.5,68.0
280122,20190928,13,PCA,-19.248404386147307
280122,20190928,13,PM2.5,69.0
280128,20190928,15,PCA,-37.210002930190164
280128,20190928,15,PM2.5,58.0
280134,20190928,16,PCA,-47.939509773782966
280134,20190928,16,PM2.5,49.0
280140,20190928,17,PCA,-50.39442232610297
280140,20190928,17,PM2.5,45.0
280146,20190928,18,PCA,-41.21970979284297
280146,20190928,18,PM2.5,48.0
280152,20190928,19,PCA,-35.77034002647442
280152,20190928,19,PM2.5,51.0
280158,20190928,20,PCA,-35.85551235872823
280158,20190928,20,PM2.5,52.0
280164,20190928,21,PCA,-36.59441798352755
280164,20190928,21,PM2.5,52.0
280170,20190928,23,PCA,-25.294594611738233
280170,20190928,23,PM2.5,52.0
280176,20190929,0,PCA,-1.8010370453163658
280176,20190929,0,PM2.5,63.0
280182,20190929,2,PCA,5.752579079731696
280182,20190929,2,PM2.5,73.5
280188,20190929,3,PCA,13.306195204779764
280188,20190929,3,PM2.5,84.0
280194,20190929,4,PCA,-2.3421712874846774
280194,20190929,4,PM2.5,77.0
280200,20190929,5,PCA,6.803275811111958
280200,20190929,5,PM2.5,79.0
280206,20190929,7,PCA,-3.285240358913316
280206,20190929,7,PM2.5,70.0
280212,20190929,8,PCA,-0.697578594065379
280212,20190929,8,PM2.5,70.0
280218,20190929,9,PCA,-14.886216341707689
280218,20190929,9,PM2.5,62.0
280224,20190929,10,PCA,-19.97133358685643
280224,20190929,10,PM2.5,65.0
280230,20190929,11,PCA,-14.776168554237891
280230,20190929,11,PM2.5,69.0
280236,20190929,13,PCA,-31.91561975511216
280236,20190929,13,PM2.5,61.0
280242,20190929,14,PCA,-22.370144535581552
280242,20190929,14,PM2.5,68.0
280248,20190929,15,PCA,-38.216355001046985
280248,20190929,15,PM2.5,57.0
280254,20190929,16,PCA,-45.7047525507427
280254,20190929,16,PM2.5,48.0
280260,20190929,18,PCA,-43.797014236685115
280260,20190929,18,PM2.5,43.0
280266,20190929,20,PCA,-25.616855193768433
280266,20190929,20,PM2.5,58.0
280272,20190929,21,PCA,6.3115758918489755
280272,20190929,21,PM2.5,74.0
280278,20190929,23,PCA,14.915891964181725
280278,20190929,23,PM2.5,76.0
280284,20190930,2,PCA,19.404719373995352
280284,20190930,2,PM2.5,79.0
280290,20190930,4,PCA,21.351513094700636
280290,20190930,4,PM2.5,81.0
280296,20190930,5,PCA,23.426696832193375
280296,20190930,5,PM2.5,88.0
280302,20190930,6,PCA,29.425763690997638
280302,20190930,6,PM2.5,91.0
280308,20190930,8,PCA,21.76333287479012
280308,20190930,8,PM2.5,89.0
280314,20190930,11,PCA,51.57834070673562
280314,20190930,11,PM2.5,109.0
280320,20190930,13,PCA,49.693512576709374
280320,20190930,13,PM2.5,112.0
280326,20190930,14,PCA,1.074814760079553
280326,20190930,14,PM2.5,81.0
280332,20190930,15,PCA,-39.014745391928045
280332,20190930,15,PM2.5,56.0
280338,20190930,16,PCA,-41.99331071726769
280338,20190930,16,PM2.5,50.0
280344,20190930,17,PCA,-42.099487367148825
280344,20190930,17,PM2.5,54.0
280350,20191002,0,PCA,-43.34137146705835
280350,20191002,0,PM2.5,51.0
280356,20191002,1,PCA,-38.1546164812949
280356,20191002,1,PM2.5,52.0
280362,20191002,2,PCA,-34.01468764679206
280362,20191002,2,PM2.5,54.0
280368,20191002,3,PCA,-34.018371376407316
280368,20191002,3,PM2.5,54.0
280374,20191002,4,PCA,-30.940887996694524
280374,20191002,4,PM2.5,54.0
280380,20191002,6,PCA,-13.406334642719015
280380,20191002,6,PM2.5,62.0
