,date,hour,type,西直门北
72,20140402,12,PCA,18.33921880276888
72,20140402,12,PM2.5,74.0
78,20140402,13,PCA,5.570945843949698
78,20140402,13,PM2.5,63.0
84,20140402,14,PCA,8.473294785104232
84,20140402,14,PM2.5,72.0
90,20140402,15,PCA,27.22734023511515
90,20140402,15,PM2.5,96.0
96,20140402,16,PCA,33.4987109242102
96,20140402,16,PM2.5,104.0
102,20140402,17,PCA,54.21725723705653
102,20140402,17,PM2.5,123.0
108,20140402,18,PCA,73.96906791840455
108,20140402,18,PM2.5,142.0
114,20140402,19,PCA,72.77082965282939
114,20140402,19,PM2.5,126.0
120,20140402,20,PCA,63.88214604946006
120,20140402,20,PM2.5,112.5
126,20140402,21,PCA,53.598986031644806
126,20140402,21,PM2.5,99.0
132,20140402,22,PCA,29.925364215339478
132,20140402,22,PM2.5,72.0
138,20140402,23,PCA,28.689736609319496
138,20140402,23,PM2.5,68.0
144,20140403,0,PCA,18.812359640800985
144,20140403,0,PM2.5,56.0
150,20140403,1,PCA,14.589503026219868
150,20140403,1,PM2.5,53.0
156,20140403,2,PCA,8.551105831608632
156,20140403,2,PM2.5,48.0
162,20140403,3,PCA,7.30844020153962
162,20140403,3,PM2.5,46.0
168,20140403,4,PCA,8.547323101882082
168,20140403,4,PM2.5,49.0
174,20140403,5,PCA,5.313705129375577
174,20140403,5,PM2.5,50.0
180,20140403,6,PCA,-17.435196288844935
180,20140403,6,PM2.5,29.0
186,20140403,7,PCA,-35.989083966529286
186,20140403,7,PM2.5,3.0
192,20140403,8,PCA,-35.85978897286805
192,20140403,8,PM2.5,11.0
198,20140403,9,PCA,-41.825535627119656
198,20140403,9,PM2.5,14.0
204,20140403,10,PCA,-52.89121503556304
204,20140403,10,PM2.5,9.0
210,20140403,11,PCA,-53.75983595804643
210,20140403,11,PM2.5,14.0
216,20140403,12,PCA,-49.9336405846014
216,20140403,12,PM2.5,25.0
222,20140403,13,PCA,-59.454609097607246
222,20140403,13,PM2.5,16.0
228,20140403,14,PCA,-59.3516007902921
228,20140403,14,PM2.5,15.0
234,20140403,15,PCA,-61.74628393785508
234,20140403,15,PM2.5,14.0
240,20140403,16,PCA,-63.200065966667545
240,20140403,16,PM2.5,10.0
246,20140403,17,PCA,-69.24345185029811
246,20140403,17,PM2.5,10.0
252,20140403,18,PCA,-68.87339349712673
252,20140403,18,PM2.5,9.0
258,20140403,19,PCA,-64.38093791699137
258,20140403,19,PM2.5,14.0
264,20140403,20,PCA,-66.17502589523023
264,20140403,20,PM2.5,15.0
270,20140403,21,PCA,-51.99328924768515
270,20140403,21,PM2.5,21.0
276,20140403,22,PCA,-47.52004366188269
276,20140403,22,PM2.5,21.0
282,20140403,23,PCA,-42.1729245154354
282,20140403,23,PM2.5,28.0
288,20140404,0,PCA,-40.80394726043314
288,20140404,0,PM2.5,38.0
294,20140404,1,PCA,-46.86302137786235
294,20140404,1,PM2.5,35.0
300,20140404,2,PCA,-56.70779212555048
300,20140404,2,PM2.5,25.0
306,20140404,3,PCA,-51.273658643905804
306,20140404,3,PM2.5,31.0
312,20140404,4,PCA,-49.336772252113754
312,20140404,4,PM2.5,31.0
318,20140404,5,PCA,-44.13015814112187
318,20140404,5,PM2.5,36.0
324,20140404,6,PCA,-41.221177084719656
324,20140404,6,PM2.5,37.0
330,20140404,7,PCA,-34.93198448022077
330,20140404,7,PM2.5,37.0
336,20140404,8,PCA,-24.472247159273003
336,20140404,8,PM2.5,47.0
342,20140404,9,PCA,-15.348602178736536
342,20140404,9,PM2.5,54.0
348,20140404,10,PCA,-5.856984666516805
348,20140404,10,PM2.5,64.0
354,20140404,11,PCA,5.66984693071164
354,20140404,11,PM2.5,76.0
360,20140404,12,PCA,-14.762079966520256
360,20140404,12,PM2.5,53.0
366,20140404,13,PCA,-32.99454604471798
366,20140404,13,PM2.5,35.0
372,20140404,14,PCA,-49.63088584135313
372,20140404,14,PM2.5,22.0
378,20140404,15,PCA,-49.68045165792434
378,20140404,15,PM2.5,26.0
384,20140404,16,PCA,-58.622420903630626
384,20140404,16,PM2.5,15.0
390,20140404,17,PCA,-57.26870526701832
390,20140404,17,PM2.5,13.0
396,20140404,18,PCA,-51.46990608530577
396,20140404,18,PM2.5,17.0
402,20140404,19,PCA,-51.30453350129972
402,20140404,19,PM2.5,16.0
408,20140404,20,PCA,-51.31171288086489
408,20140404,20,PM2.5,17.0
414,20140404,21,PCA,-48.31459706687674
414,20140404,21,PM2.5,19.0
420,20140404,22,PCA,-48.44685112630067
420,20140404,22,PM2.5,17.0
426,20140404,23,PCA,-36.076972455485794
426,20140404,23,PM2.5,26.0
432,20140405,0,PCA,-35.20325934572201
432,20140405,0,PM2.5,31.0
438,20140405,1,PCA,-31.734753917467383
438,20140405,1,PM2.5,34.0
444,20140405,2,PCA,-33.058667794547524
444,20140405,2,PM2.5,33.0
450,20140405,3,PCA,-38.64751726470211
450,20140405,3,PM2.5,29.0
456,20140405,4,PCA,-34.345342429804795
456,20140405,4,PM2.5,32.0
462,20140405,5,PCA,-31.104970759363514
462,20140405,5,PM2.5,32.0
468,20140405,6,PCA,-31.18312928518386
468,20140405,6,PM2.5,28.0
474,20140405,7,PCA,-36.54807990084996
474,20140405,7,PM2.5,22.0
480,20140405,8,PCA,-52.91130370176261
480,20140405,8,PM2.5,12.0
486,20140405,9,PCA,-63.55199096994476
486,20140405,9,PM2.5,9.0
492,20140405,10,PCA,-70.12872368945831
492,20140405,10,PM2.5,7.0
498,20140405,11,PCA,-69.91867888718117
498,20140405,11,PM2.5,8.0
504,20140405,12,PCA,-70.4178431988485
504,20140405,12,PM2.5,10.0
510,20140405,13,PCA,-71.24061391164412
510,20140405,13,PM2.5,7.0
516,20140405,14,PCA,-68.24696381505484
516,20140405,14,PM2.5,14.0
522,20140405,15,PCA,-65.16650866007143
522,20140405,15,PM2.5,17.0
528,20140405,16,PCA,-66.71519834409709
528,20140405,16,PM2.5,15.5
534,20140405,17,PCA,-66.86941161367683
534,20140405,17,PM2.5,14.0
540,20140405,18,PCA,-52.604068585004136
540,20140405,18,PM2.5,31.0
546,20140405,19,PCA,-46.07725991121399
546,20140405,19,PM2.5,39.0
552,20140405,20,PCA,-39.806047728282806
552,20140405,20,PM2.5,45.0
558,20140405,21,PCA,-31.915485098979133
558,20140405,21,PM2.5,50.0
564,20140405,22,PCA,-32.73677716023402
564,20140405,22,PM2.5,47.0
570,20140405,23,PCA,-26.31990956913076
570,20140405,23,PM2.5,54.0
576,20140406,0,PCA,-21.352277139159835
576,20140406,0,PM2.5,60.0
582,20140406,1,PCA,-10.818517215563034
582,20140406,1,PM2.5,70.0
588,20140406,2,PCA,-13.302815940288477
588,20140406,2,PM2.5,64.0
594,20140406,3,PCA,-12.629929481519623
594,20140406,3,PM2.5,65.0
600,20140406,4,PCA,-16.54094911602437
600,20140406,4,PM2.5,58.0
606,20140406,5,PCA,-13.55201293615509
606,20140406,5,PM2.5,60.0
612,20140406,6,PCA,-4.692337353025073
612,20140406,6,PM2.5,70.0
618,20140406,7,PCA,7.3393586674869535
618,20140406,7,PM2.5,78.0
624,20140406,8,PCA,3.6959058141545076
624,20140406,8,PM2.5,71.0
630,20140406,9,PCA,4.852875309685841
630,20140406,9,PM2.5,72.0
636,20140406,10,PCA,-11.226684209453124
636,20140406,10,PM2.5,58.0
642,20140406,11,PCA,-16.089163641427582
642,20140406,11,PM2.5,51.0
648,20140406,12,PCA,-20.951643073402032
648,20140406,12,PM2.5,44.0
654,20140406,13,PCA,-30.92581715441894
654,20140406,13,PM2.5,37.0
660,20140406,14,PCA,-40.60643648332432
660,20140406,14,PM2.5,29.0
666,20140406,15,PCA,-40.4958810134769
666,20140406,15,PM2.5,32.0
672,20140406,16,PCA,-30.74367576025355
672,20140406,16,PM2.5,40.0
678,20140406,17,PCA,-25.658775860398897
678,20140406,17,PM2.5,41.0
684,20140408,10,PCA,166.83070178378017
684,20140408,10,PM2.5,191.0
690,20140408,11,PCA,189.36377822087323
690,20140408,11,PM2.5,211.5
696,20140408,12,PCA,209.8051400362973
696,20140408,12,PM2.5,232.0
702,20140408,13,PCA,199.36888685332406
702,20140408,13,PM2.5,224.0
708,20140408,14,PCA,164.97377577472892
708,20140408,14,PM2.5,192.0
714,20140408,15,PCA,125.7735471313842
714,20140408,15,PM2.5,142.0
720,20140408,16,PCA,158.84332787625178
720,20140408,16,PM2.5,185.0
726,20140408,17,PCA,148.37911275518414
726,20140408,17,PM2.5,167.0
732,20140408,18,PCA,151.34381951020492
732,20140408,18,PM2.5,162.0
738,20140408,19,PCA,157.1800620344141
738,20140408,19,PM2.5,162.0
744,20140408,20,PCA,163.01630455862326
744,20140408,20,PM2.5,162.0
750,20140408,21,PCA,158.4362267066896
750,20140408,21,PM2.5,157.0
756,20140408,22,PCA,156.82753285581333
756,20140408,22,PM2.5,159.0
762,20140408,23,PCA,158.98838213394666
762,20140408,23,PM2.5,159.0
768,20140409,0,PCA,149.82036930266165
768,20140409,0,PM2.5,154.0
774,20140409,1,PCA,153.22107970707822
774,20140409,1,PM2.5,157.0
780,20140409,2,PCA,141.9112220225878
780,20140409,2,PM2.5,148.0
786,20140409,3,PCA,141.50249302910362
786,20140409,3,PM2.5,150.0
792,20140409,4,PCA,150.93627637535113
792,20140409,4,PM2.5,162.0
798,20140409,5,PCA,163.16346636529212
798,20140409,5,PM2.5,167.0
804,20140409,6,PCA,179.63493316258942
804,20140409,6,PM2.5,180.0
810,20140409,7,PCA,173.50504206997974
810,20140409,7,PM2.5,174.0
816,20140409,8,PCA,166.78857154395465
816,20140409,8,PM2.5,167.0
822,20140409,9,PCA,159.375523462664
822,20140409,9,PM2.5,162.0
828,20140409,10,PCA,167.23241137792624
828,20140409,10,PM2.5,170.0
834,20140409,11,PCA,149.27101757004934
834,20140409,11,PM2.5,152.0
840,20140409,12,PCA,78.43633759836905
840,20140409,12,PM2.5,69.0
846,20140409,13,PCA,49.64979014905052
846,20140409,13,PM2.5,42.0
852,20140409,14,PCA,40.34126835038811
852,20140409,14,PM2.5,41.0
858,20140409,15,PCA,34.09654257679137
858,20140409,15,PM2.5,40.0
864,20140409,16,PCA,26.50395279167283
864,20140409,16,PM2.5,35.0
870,20140409,17,PCA,31.13085312177797
870,20140409,17,PM2.5,46.0
876,20140409,18,PCA,36.90804765836011
876,20140409,18,PM2.5,59.0
882,20140409,19,PCA,41.644679794348825
882,20140409,19,PM2.5,68.0
888,20140409,20,PCA,70.5847790758945
888,20140409,20,PM2.5,111.0
894,20140409,21,PCA,67.30343991194168
894,20140409,21,PM2.5,107.0
900,20140409,22,PCA,49.18443568578809
900,20140409,22,PM2.5,87.0
906,20140409,23,PCA,69.14109320359059
906,20140409,23,PM2.5,109.0
912,20140410,0,PCA,74.20832093883443
912,20140410,0,PM2.5,120.0
918,20140410,1,PCA,65.98997927424917
918,20140410,1,PM2.5,113.0
924,20140410,2,PCA,53.542461990463444
924,20140410,2,PM2.5,102.0
930,20140410,3,PCA,55.85242356451866
930,20140410,3,PM2.5,102.0
936,20140410,4,PCA,50.25883448412027
936,20140410,4,PM2.5,92.0
942,20140410,5,PCA,61.29395250092046
942,20140410,5,PM2.5,97.0
948,20140410,6,PCA,67.02958089262594
948,20140410,6,PM2.5,97.0
954,20140410,7,PCA,74.30579442682078
954,20140410,7,PM2.5,97.0
960,20140410,8,PCA,72.08198734288206
960,20140410,8,PM2.5,90.0
966,20140410,9,PCA,76.27040333052197
966,20140410,9,PM2.5,85.0
972,20140410,10,PCA,81.92599642719873
972,20140410,10,PM2.5,88.0
978,20140410,11,PCA,81.36172845074381
978,20140410,11,PM2.5,82.5
984,20140410,12,PCA,85.67812792484962
984,20140410,12,PM2.5,77.0
990,20140410,13,PCA,101.93962768804838
990,20140410,13,PM2.5,77.0
996,20140410,14,PCA,111.54628610955577
996,20140410,14,PM2.5,86.0
1002,20140410,15,PCA,103.27251797935875
1002,20140410,15,PM2.5,74.0
1008,20140410,16,PCA,113.6232887786496
1008,20140410,16,PM2.5,83.0
1014,20140410,17,PCA,96.45338393192135
1014,20140410,17,PM2.5,59.0
1020,20140410,18,PCA,109.0834856215404
1020,20140410,18,PM2.5,73.0
1026,20140410,19,PCA,99.25075685755385
1026,20140410,19,PM2.5,66.0
1032,20140410,20,PCA,81.7484078141148
1032,20140410,20,PM2.5,59.0
1038,20140410,21,PCA,92.54346628490404
1038,20140410,21,PM2.5,69.0
1044,20140410,22,PCA,91.3593446923733
1044,20140410,22,PM2.5,68.0
1050,20140410,23,PCA,90.88366066103667
1050,20140410,23,PM2.5,74.0
1056,20140411,0,PCA,111.97546863018614
1056,20140411,0,PM2.5,101.0
1062,20140411,1,PCA,93.39173036704739
1062,20140411,1,PM2.5,77.0
1068,20140411,2,PCA,92.47262292859257
1068,20140411,2,PM2.5,80.0
1074,20140411,3,PCA,83.87157481791738
1074,20140411,3,PM2.5,73.0
1080,20140411,4,PCA,80.21655563835573
1080,20140411,4,PM2.5,74.0
1086,20140411,5,PCA,73.07804073360089
1086,20140411,5,PM2.5,71.0
1092,20140411,6,PCA,58.69678710366831
1092,20140411,6,PM2.5,63.0
1098,20140411,7,PCA,49.76172672678497
1098,20140411,7,PM2.5,60.0
1104,20140411,8,PCA,35.93551401646936
1104,20140411,8,PM2.5,52.0
1110,20140411,9,PCA,26.319120539797744
1110,20140411,9,PM2.5,49.0
1116,20140411,10,PCA,27.27880744715901
1116,20140411,10,PM2.5,51.0
1122,20140411,11,PCA,21.467366229998042
1122,20140411,11,PM2.5,50.0
1128,20140411,12,PCA,17.74763963450596
1128,20140411,12,PM2.5,49.0
1134,20140411,13,PCA,8.894932031598884
1134,20140411,13,PM2.5,55.0
1140,20140411,14,PCA,13.512247362674168
1140,20140411,14,PM2.5,66.0
1146,20140411,15,PCA,0.9247868972729487
1146,20140411,15,PM2.5,60.0
1152,20140411,16,PCA,-8.25689454741616
1152,20140411,16,PM2.5,46.0
1158,20140411,17,PCA,23.753934557534656
1158,20140411,17,PM2.5,98.0
1164,20140411,18,PCA,-7.5495633489531455
1164,20140411,18,PM2.5,59.0
1170,20140411,19,PCA,5.117457435115155
1170,20140411,19,PM2.5,61.0
1176,20140411,20,PCA,10.572948203308348
1176,20140411,20,PM2.5,69.0
1182,20140411,21,PCA,1.645690518292531
1182,20140411,21,PM2.5,60.0
1188,20140411,22,PCA,1.6502276076341398
1188,20140411,22,PM2.5,56.0
1194,20140411,23,PCA,18.09043759506604
1194,20140411,23,PM2.5,74.0
1200,20140412,0,PCA,26.84295232062345
1200,20140412,0,PM2.5,89.0
1206,20140412,1,PCA,17.873832922634957
1206,20140412,1,PM2.5,78.0
1212,20140412,2,PCA,21.94059387731899
1212,20140412,2,PM2.5,84.0
1218,20140412,3,PCA,31.49910343854486
1218,20140412,3,PM2.5,96.0
1224,20140412,4,PCA,36.23537981996351
1224,20140412,4,PM2.5,99.0
1230,20140412,5,PCA,32.77865853761741
1230,20140412,5,PM2.5,91.0
1236,20140412,6,PCA,41.486814485167216
1236,20140412,6,PM2.5,100.0
1242,20140412,7,PCA,49.81862499448626
1242,20140412,7,PM2.5,111.0
1248,20140412,8,PCA,46.820654457667864
1248,20140412,8,PM2.5,105.0
1254,20140412,9,PCA,57.88212827104928
1254,20140412,9,PM2.5,115.5
1260,20140412,10,PCA,68.94360208443071
1260,20140412,10,PM2.5,126.0
1278,20140412,13,PCA,18.585549803155057
1278,20140412,13,PM2.5,80.0
1284,20140412,14,PCA,19.048833069932428
1284,20140412,14,PM2.5,81.0
1290,20140412,15,PCA,16.532092688010586
1290,20140412,15,PM2.5,79.0
1296,20140412,16,PCA,10.29684562953375
1296,20140412,16,PM2.5,62.0
1302,20140412,17,PCA,194.9116865355795
1302,20140412,17,PM2.5,319.0
1308,20140412,18,PCA,60.41689969643454
1308,20140412,18,PM2.5,113.0
1314,20140412,19,PCA,58.32940962583146
1314,20140412,19,PM2.5,104.0
1320,20140412,20,PCA,85.49364732622628
1320,20140412,20,PM2.5,125.0
1326,20140412,21,PCA,87.31549502045897
1326,20140412,21,PM2.5,120.0
1332,20140412,22,PCA,84.08038029972069
1332,20140412,22,PM2.5,114.0
1338,20140412,23,PCA,81.52930277685373
1338,20140412,23,PM2.5,106.0
1344,20140413,0,PCA,78.7351570178467
1344,20140413,0,PM2.5,101.0
1350,20140413,1,PCA,87.28257521176596
1350,20140413,1,PM2.5,123.0
1356,20140413,2,PCA,93.40621345836234
1356,20140413,2,PM2.5,136.0
1362,20140413,3,PCA,98.98509314731099
1362,20140413,3,PM2.5,144.0
1368,20140413,4,PCA,89.51477026058356
1368,20140413,4,PM2.5,127.0
1374,20140413,5,PCA,96.44934443876171
1374,20140413,5,PM2.5,133.0
1380,20140413,6,PCA,101.62154447583627
1380,20140413,6,PM2.5,128.0
1386,20140413,7,PCA,96.88815923889315
1386,20140413,7,PM2.5,117.0
1392,20140413,8,PCA,111.60600791151214
1392,20140413,8,PM2.5,136.0
1398,20140413,9,PCA,126.26389987162204
1398,20140413,9,PM2.5,156.0
1404,20140413,10,PCA,150.70283189255534
1404,20140413,10,PM2.5,188.0
1410,20140413,11,PCA,141.47550986281072
1410,20140413,11,PM2.5,171.0
1416,20140413,12,PCA,188.86492182597513
1416,20140413,12,PM2.5,223.0
1422,20140413,13,PCA,173.64755813509115
1422,20140413,13,PM2.5,206.0
1428,20140413,14,PCA,155.24847985111532
1428,20140413,14,PM2.5,199.0
1434,20140413,15,PCA,145.1768536577581
1434,20140413,15,PM2.5,189.0
1440,20140413,16,PCA,146.12295839444687
1440,20140413,16,PM2.5,178.0
1446,20140413,17,PCA,129.10828768639684
1446,20140413,17,PM2.5,160.0
1452,20140413,18,PCA,130.04022835123618
1452,20140413,18,PM2.5,154.0
1458,20140413,19,PCA,129.81993266796326
1458,20140413,19,PM2.5,139.0
1464,20140413,20,PCA,149.8415330261688
1464,20140413,20,PM2.5,154.0
1470,20140413,21,PCA,167.1671702556695
1470,20140413,21,PM2.5,171.0
1476,20140413,22,PCA,169.19583924208263
1476,20140413,22,PM2.5,184.0
1482,20140413,23,PCA,185.02108574724525
1482,20140413,23,PM2.5,195.0
1488,20140414,0,PCA,189.3096130088206
1488,20140414,0,PM2.5,190.0
1494,20140414,1,PCA,213.9796094286736
1494,20140414,1,PM2.5,211.0
1500,20140414,2,PCA,216.6153426451645
1500,20140414,2,PM2.5,221.0
1506,20140414,3,PCA,225.6348072036084
1506,20140414,3,PM2.5,233.0
1512,20140414,4,PCA,245.56222534558356
1512,20140414,4,PM2.5,257.0
1518,20140414,5,PCA,242.00742654627848
1518,20140414,5,PM2.5,252.0
1524,20140414,6,PCA,241.07580349791002
1524,20140414,6,PM2.5,250.0
1530,20140414,7,PCA,245.3134893421405
1530,20140414,7,PM2.5,251.0
1536,20140414,8,PCA,219.96963092321357
1536,20140414,8,PM2.5,212.0
1542,20140414,9,PCA,229.79601339581544
1542,20140414,9,PM2.5,222.0
1548,20140414,10,PCA,236.77202288140623
1548,20140414,10,PM2.5,234.0
1554,20140414,11,PCA,249.40068904923547
1554,20140414,11,PM2.5,240.0
1560,20140414,12,PCA,261.2353181346622
1560,20140414,12,PM2.5,257.0
1566,20140414,13,PCA,266.34965079053063
1566,20140414,13,PM2.5,261.0
1572,20140414,14,PCA,211.93063764236857
1572,20140414,14,PM2.5,197.0
1578,20140414,15,PCA,155.10256177195458
1578,20140414,15,PM2.5,133.0
1584,20140414,16,PCA,206.89389324765614
1584,20140414,16,PM2.5,213.0
1590,20140414,17,PCA,195.89970077111204
1590,20140414,17,PM2.5,194.0
1596,20140414,18,PCA,217.4238374256778
1596,20140414,18,PM2.5,212.0
1602,20140414,19,PCA,223.61113763940753
1602,20140414,19,PM2.5,214.0
1608,20140414,20,PCA,246.6311467998112
1608,20140414,20,PM2.5,243.0
1614,20140414,21,PCA,251.3872596653986
1614,20140414,21,PM2.5,248.0
1620,20140414,22,PCA,175.03491494250642
1620,20140414,22,PM2.5,138.0
1626,20140414,23,PCA,125.50083161646371
1626,20140414,23,PM2.5,74.0
1632,20140415,0,PCA,92.55312022089532
1632,20140415,0,PM2.5,40.0
1638,20140415,1,PCA,92.01457621763379
1638,20140415,1,PM2.5,47.0
1644,20140415,2,PCA,92.32670748155277
1644,20140415,2,PM2.5,48.0
1650,20140415,3,PCA,102.41834719483535
1650,20140415,3,PM2.5,59.0
1656,20140415,4,PCA,156.5223933913192
1656,20140415,4,PM2.5,139.0
1818,20140416,7,PCA,-20.421403651487516
1818,20140416,7,PM2.5,45.0
1824,20140416,8,PCA,-36.168856852671524
1824,20140416,8,PM2.5,34.0
1830,20140416,9,PCA,-40.02348305736738
1830,20140416,9,PM2.5,38.0
1836,20140416,10,PCA,-50.32906039722857
1836,20140416,10,PM2.5,32.0
1842,20140416,11,PCA,-34.86894306996338
1842,20140416,11,PM2.5,51.0
1848,20140416,12,PCA,-31.934744449099245
1848,20140416,12,PM2.5,52.0
1854,20140416,13,PCA,-41.72149107209857
1854,20140416,13,PM2.5,41.0
1860,20140416,14,PCA,-38.890868880913175
1860,20140416,14,PM2.5,41.0
1866,20140416,15,PCA,-20.409985735477317
1866,20140416,15,PM2.5,47.0
1872,20140416,16,PCA,-14.872894717156958
1872,20140416,16,PM2.5,51.0
1878,20140416,17,PCA,-22.312895788866754
1878,20140416,17,PM2.5,41.0
1884,20140416,18,PCA,-14.796583242252662
1884,20140416,18,PM2.5,49.0
1890,20140416,19,PCA,-22.784150229597632
1890,20140416,19,PM2.5,55.0
1896,20140416,20,PCA,-12.924029011101515
1896,20140416,20,PM2.5,64.0
1902,20140416,21,PCA,-5.428998457439525
1902,20140416,21,PM2.5,66.0
1908,20140416,22,PCA,18.743067797906733
1908,20140416,22,PM2.5,80.0
1914,20140416,23,PCA,16.046747586322724
1914,20140416,23,PM2.5,77.0
1920,20140417,0,PCA,30.60580952538637
1920,20140417,0,PM2.5,89.0
1926,20140417,1,PCA,43.745777196637114
1926,20140417,1,PM2.5,94.0
1932,20140417,2,PCA,49.286589473956546
1932,20140417,2,PM2.5,96.0
1938,20140417,3,PCA,51.93208129262052
1938,20140417,3,PM2.5,93.0
1944,20140417,4,PCA,48.283430473465415
1944,20140417,4,PM2.5,88.0
1950,20140417,5,PCA,48.50198373809146
1950,20140417,5,PM2.5,92.0
1956,20140417,6,PCA,46.466673945955435
1956,20140417,6,PM2.5,88.0
1962,20140417,7,PCA,42.14584203315827
1962,20140417,7,PM2.5,81.0
1968,20140417,8,PCA,41.56970364991198
1968,20140417,8,PM2.5,83.0
1974,20140417,9,PCA,34.29766416472267
1974,20140417,9,PM2.5,88.0
1980,20140417,10,PCA,35.80065378095416
1980,20140417,10,PM2.5,90.0
1986,20140417,11,PCA,32.30356519726537
1986,20140417,11,PM2.5,86.0
1992,20140417,12,PCA,17.617974070139564
1992,20140417,12,PM2.5,78.0
1998,20140417,13,PCA,32.864686126406056
1998,20140417,13,PM2.5,97.0
2004,20140417,14,PCA,19.47860718472853
2004,20140417,14,PM2.5,82.0
2010,20140417,15,PCA,34.10393662767967
2010,20140417,15,PM2.5,99.0
2016,20140417,16,PCA,28.125092181493308
2016,20140417,16,PM2.5,87.0
2022,20140417,17,PCA,32.127188488698984
2022,20140417,17,PM2.5,88.0
2028,20140417,18,PCA,44.24146810752957
2028,20140417,18,PM2.5,94.0
2034,20140417,19,PCA,69.68769247873495
2034,20140417,19,PM2.5,124.0
2040,20140417,20,PCA,60.484073437108684
2040,20140417,20,PM2.5,108.0
2046,20140417,21,PCA,76.99914560898496
2046,20140417,21,PM2.5,130.0
2052,20140417,22,PCA,88.8382307829142
2052,20140417,22,PM2.5,131.0
2058,20140417,23,PCA,84.63126155119946
2058,20140417,23,PM2.5,120.0
2064,20140418,0,PCA,113.84775001556136
2064,20140418,0,PM2.5,145.0
2070,20140418,1,PCA,121.18362911346857
2070,20140418,1,PM2.5,147.0
2076,20140418,2,PCA,125.9318918320628
2076,20140418,2,PM2.5,150.0
2082,20140418,3,PCA,113.40184244027272
2082,20140418,3,PM2.5,128.0
2088,20140418,4,PCA,110.9050921809453
2088,20140418,4,PM2.5,131.0
2094,20140418,5,PCA,111.35662043780384
2094,20140418,5,PM2.5,136.0
2100,20140418,6,PCA,143.62246352195734
2100,20140418,6,PM2.5,175.0
2106,20140418,7,PCA,147.79650863552672
2106,20140418,7,PM2.5,164.0
2112,20140418,8,PCA,129.73919730222786
2112,20140418,8,PM2.5,140.0
2118,20140418,9,PCA,121.39899423683775
2118,20140418,9,PM2.5,128.0
2124,20140418,10,PCA,127.47121069080498
2124,20140418,10,PM2.5,146.0
2130,20140418,11,PCA,162.2195941646468
2130,20140418,11,PM2.5,190.0
2136,20140418,12,PCA,158.22451281014762
2136,20140418,12,PM2.5,177.0
2286,20140419,13,PCA,-45.38318244972426
2286,20140419,13,PM2.5,36.0
2292,20140419,14,PCA,-45.78870905405237
2292,20140419,14,PM2.5,42.0
2298,20140419,15,PCA,-40.34449098870953
2298,20140419,15,PM2.5,47.0
2304,20140419,16,PCA,-33.88467139936191
2304,20140419,16,PM2.5,52.0
2310,20140419,17,PCA,-21.061171784462825
2310,20140419,17,PM2.5,63.0
2316,20140419,18,PCA,-25.03424373130327
2316,20140419,18,PM2.5,54.0
2322,20140419,19,PCA,-18.62252280551827
2322,20140419,19,PM2.5,56.0
2328,20140419,20,PCA,-17.328098723615025
2328,20140419,20,PM2.5,58.0
2334,20140419,21,PCA,-7.5111432860090925
2334,20140419,21,PM2.5,65.0
2340,20140419,22,PCA,1.0854740877872995
2340,20140419,22,PM2.5,71.0
2346,20140419,23,PCA,11.122168390533679
2346,20140419,23,PM2.5,79.0
2352,20140420,0,PCA,26.844971533211236
2352,20140420,0,PM2.5,91.0
2358,20140420,1,PCA,29.90521240227446
2358,20140420,1,PM2.5,89.0
2364,20140420,2,PCA,19.066993186302515
2364,20140420,2,PM2.5,70.0
2370,20140420,3,PCA,49.74636720909784
2370,20140420,3,PM2.5,103.0
2376,20140420,4,PCA,50.521703617686725
2376,20140420,4,PM2.5,99.0
2382,20140420,5,PCA,45.8665778314347
2382,20140420,5,PM2.5,93.0
2388,20140420,6,PCA,52.165058060130576
2388,20140420,6,PM2.5,95.0
2394,20140420,7,PCA,47.394190336740635
2394,20140420,7,PM2.5,95.0
2400,20140420,8,PCA,41.584594044947494
2400,20140420,8,PM2.5,90.0
2406,20140420,9,PCA,48.360938307702796
2406,20140420,9,PM2.5,103.0
2412,20140420,10,PCA,5.487292126030289
2412,20140420,10,PM2.5,55.0
2418,20140420,11,PCA,-19.81919558493654
2418,20140420,11,PM2.5,37.0
2424,20140420,12,PCA,-47.8484015334733
2424,20140420,12,PM2.5,28.0
2430,20140420,13,PCA,-71.7353520857789
2430,20140420,13,PM2.5,18.5
2436,20140420,14,PCA,-91.78749249835822
2436,20140420,14,PM2.5,9.0
2442,20140420,15,PCA,-77.71920253941434
2442,20140420,15,PM2.5,24.0
2448,20140420,16,PCA,-61.94603183762441
2448,20140420,16,PM2.5,39.0
2454,20140420,17,PCA,-39.20047906360491
2454,20140420,17,PM2.5,54.0
2460,20140420,18,PCA,-35.72828599634291
2460,20140420,18,PM2.5,55.0
2466,20140420,19,PCA,-7.380796589690602
2466,20140420,19,PM2.5,66.0
2472,20140420,20,PCA,-11.765545481356524
2472,20140420,20,PM2.5,59.0
2478,20140420,21,PCA,-7.692895444593594
2478,20140420,21,PM2.5,63.0
2484,20140420,22,PCA,-4.048081281497443
2484,20140420,22,PM2.5,66.0
2616,20140422,4,PCA,75.3147358456683
2616,20140422,4,PM2.5,107.0
2622,20140422,5,PCA,44.32562463739899
2622,20140422,5,PM2.5,73.0
2628,20140422,6,PCA,33.90934287534147
2628,20140422,6,PM2.5,69.0
