,date,hour,type,大兴
90882,20160106,4,PCA,97.56397361194118
90882,20160106,4,PM2.5,159.0
90888,20160106,5,PCA,82.9950881422461
90888,20160106,5,PM2.5,130.0
90894,20160106,6,PCA,104.91776428145465
90894,20160106,6,PM2.5,157.0
90900,20160106,7,PCA,68.47733279838535
90900,20160106,7,PM2.5,96.0
90906,20160106,8,PCA,23.29778194570514
90906,20160106,8,PM2.5,32.0
90912,20160106,9,PCA,19.831824439110093
90912,20160106,9,PM2.5,29.0
90918,20160106,10,PCA,18.558285041391166
90918,20160106,10,PM2.5,32.0
90924,20160106,11,PCA,16.914834985903422
90924,20160106,11,PM2.5,33.0
90930,20160106,12,PCA,0.17074014472306734
90930,20160106,12,PM2.5,21.0
90936,20160106,13,PCA,-3.357954232577104
90936,20160106,13,PM2.5,24.0
90942,20160106,14,PCA,10.676867344082966
90942,20160106,14,PM2.5,43.0
90948,20160106,15,PCA,23.13155637736279
90948,20160106,15,PM2.5,62.0
90954,20160106,16,PCA,-1.04535002283386
90954,20160106,16,PM2.5,32.0
90960,20160106,17,PCA,-14.611142245060703
90960,20160106,17,PM2.5,15.0
90966,20160106,18,PCA,-7.896737968036957
90966,20160106,18,PM2.5,21.0
90972,20160106,19,PCA,-10.732215498488996
90972,20160106,19,PM2.5,20.0
90978,20160106,20,PCA,-19.54458059220599
90978,20160106,20,PM2.5,18.0
90984,20160106,21,PCA,-21.069131378920268
90984,20160106,21,PM2.5,18.0
90990,20160106,22,PCA,-35.48878902152236
90990,20160106,22,PM2.5,13.0
90996,20160106,23,PCA,-45.21047490643699
90996,20160106,23,PM2.5,12.0
91002,20160107,0,PCA,-53.650776683272255
91002,20160107,0,PM2.5,9.0
91008,20160107,1,PCA,-59.79462926759425
91008,20160107,1,PM2.5,11.0
91014,20160107,2,PCA,-67.85198493985968
91014,20160107,2,PM2.5,10.0
91020,20160107,3,PCA,-75.83842205066577
91020,20160107,3,PM2.5,10.0
91026,20160107,4,PCA,-85.93782742622585
91026,20160107,4,PM2.5,7.0
91032,20160107,5,PCA,-90.85862911344958
91032,20160107,5,PM2.5,6.0
91038,20160107,6,PCA,-94.23472873270424
91038,20160107,6,PM2.5,9.0
91044,20160107,7,PCA,-93.47131030012471
91044,20160107,7,PM2.5,8.0
91050,20160107,8,PCA,-87.25715152076766
91050,20160107,8,PM2.5,12.0
91056,20160107,9,PCA,-91.42694625691755
91056,20160107,9,PM2.5,8.0
91074,20160107,12,PCA,-96.72793380832442
91074,20160107,12,PM2.5,14.0
91080,20160107,13,PCA,-97.89601515686607
91080,20160107,13,PM2.5,13.0
91086,20160107,14,PCA,-100.20400474957496
91086,20160107,14,PM2.5,12.0
91092,20160107,15,PCA,-97.20829424661282
91092,20160107,15,PM2.5,18.0
91098,20160107,16,PCA,-84.1149237490493
91098,20160107,16,PM2.5,33.0
91104,20160107,17,PCA,-73.50897123695425
91104,20160107,17,PM2.5,39.0
91110,20160107,18,PCA,-51.18337431051793
91110,20160107,18,PM2.5,50.0
91116,20160107,19,PCA,-41.394032750353276
91116,20160107,19,PM2.5,58.0
91122,20160107,20,PCA,-68.05226439554146
91122,20160107,20,PM2.5,33.0
91128,20160107,21,PCA,-78.49407062228111
91128,20160107,21,PM2.5,21.0
91134,20160107,22,PCA,-76.20904769374557
91134,20160107,22,PM2.5,21.0
91140,20160107,23,PCA,-70.01619027630471
91140,20160107,23,PM2.5,26.0
91146,20160108,0,PCA,-67.56569723032484
91146,20160108,0,PM2.5,24.0
91152,20160108,1,PCA,-70.8604309653166
91152,20160108,1,PM2.5,21.0
91158,20160108,2,PCA,-70.17046481650485
91158,20160108,2,PM2.5,20.0
91164,20160108,3,PCA,-68.84168410606779
91164,20160108,3,PM2.5,21.0
91170,20160108,4,PCA,-73.2205002980179
91170,20160108,4,PM2.5,19.0
91176,20160108,5,PCA,-84.14134721603467
91176,20160108,5,PM2.5,10.0
91182,20160108,6,PCA,-83.66304691799533
91182,20160108,6,PM2.5,11.0
91188,20160108,7,PCA,-82.67997194724389
91188,20160108,7,PM2.5,9.0
91194,20160108,8,PCA,-77.39606512438179
91194,20160108,8,PM2.5,13.0
91200,20160108,9,PCA,-77.41554202150726
91200,20160108,9,PM2.5,13.0
91206,20160108,10,PCA,-84.76341227600452
91206,20160108,10,PM2.5,13.0
91212,20160108,11,PCA,-77.376739528587
91212,20160108,11,PM2.5,19.0
91218,20160108,12,PCA,-82.6349123700141
91218,20160108,12,PM2.5,15.0
91224,20160108,13,PCA,-88.48113020113759
91224,20160108,13,PM2.5,13.0
91230,20160108,14,PCA,-88.06036623864752
91230,20160108,14,PM2.5,13.0
91236,20160108,15,PCA,-89.65633669127979
91236,20160108,15,PM2.5,12.0
91242,20160108,16,PCA,-86.90105227921394
91242,20160108,16,PM2.5,13.0
91248,20160108,17,PCA,-55.761263352778776
91248,20160108,17,PM2.5,42.0
91254,20160108,18,PCA,2.8245885027987914
91254,20160108,18,PM2.5,102.0
91260,20160108,19,PCA,36.6757718458386
91260,20160108,19,PM2.5,147.0
91266,20160108,20,PCA,42.77514989198197
91266,20160108,20,PM2.5,157.0
91272,20160108,21,PCA,29.087513905614156
91272,20160108,21,PM2.5,134.0
91278,20160108,22,PCA,88.61091823156895
91278,20160108,22,PM2.5,206.0
91284,20160108,23,PCA,157.77722051305244
91284,20160108,23,PM2.5,290.0
91290,20160109,0,PCA,178.16471870035969
91290,20160109,0,PM2.5,304.0
91296,20160109,1,PCA,197.24100554084015
91296,20160109,1,PM2.5,317.0
91302,20160109,2,PCA,216.37399734858394
91302,20160109,2,PM2.5,331.0
91308,20160109,3,PCA,209.65684348653085
91308,20160109,3,PM2.5,309.0
91314,20160109,4,PCA,201.81660848994525
91314,20160109,4,PM2.5,287.0
91320,20160109,5,PCA,185.3300807758436
91320,20160109,5,PM2.5,255.0
91326,20160109,6,PCA,167.62095811843918
91326,20160109,6,PM2.5,220.0
91332,20160109,7,PCA,187.73756823556343
91332,20160109,7,PM2.5,236.0
91338,20160109,8,PCA,217.05678041768255
91338,20160109,8,PM2.5,260.0
91344,20160109,9,PCA,215.67796613321863
91344,20160109,9,PM2.5,242.0
91350,20160109,10,PCA,136.13828082310317
91350,20160109,10,PM2.5,128.0
91356,20160109,11,PCA,85.92976973739012
91356,20160109,11,PM2.5,59.0
91362,20160109,12,PCA,84.90482667399147
91362,20160109,12,PM2.5,57.0
91368,20160109,13,PCA,95.71928904718821
91368,20160109,13,PM2.5,70.0
91374,20160109,14,PCA,89.3912868448034
91374,20160109,14,PM2.5,62.0
91380,20160109,15,PCA,85.38537033597153
91380,20160109,15,PM2.5,60.0
91386,20160109,16,PCA,114.6773388963915
91386,20160109,16,PM2.5,95.0
91392,20160109,17,PCA,115.01827669332775
91392,20160109,17,PM2.5,95.0
91398,20160109,18,PCA,131.39799737200002
91398,20160109,18,PM2.5,107.0
91404,20160109,19,PCA,223.02556414578797
91404,20160109,19,PM2.5,229.0
91410,20160109,20,PCA,180.16442780157408
91410,20160109,20,PM2.5,325.0
91416,20160109,21,PCA,379.21983635612537
91416,20160109,21,PM2.5,421.0
91422,20160109,22,PCA,392.2644893002686
91422,20160109,22,PM2.5,430.0
91428,20160109,23,PCA,353.5088121137364
91428,20160109,23,PM2.5,374.0
91434,20160110,0,PCA,364.8415767326328
91434,20160110,0,PM2.5,391.0
91440,20160110,1,PCA,426.94337816041724
91440,20160110,1,PM2.5,473.0
91446,20160110,2,PCA,362.33095001537976
91446,20160110,2,PM2.5,381.0
91452,20160110,3,PCA,272.90598208186066
91452,20160110,3,PM2.5,258.0
91458,20160110,4,PCA,199.63097413413968
91458,20160110,4,PM2.5,159.0
91464,20160110,5,PCA,164.96361648714725
91464,20160110,5,PM2.5,121.0
91470,20160110,6,PCA,96.64976892190687
91470,20160110,6,PM2.5,36.0
91476,20160110,7,PCA,108.4828222491688
91476,20160110,7,PM2.5,57.0
91482,20160110,8,PCA,92.79884190995072
91482,20160110,8,PM2.5,43.0
91488,20160110,9,PCA,87.42107520793006
91488,20160110,9,PM2.5,45.0
91494,20160110,10,PCA,98.35187113522984
91494,20160110,10,PM2.5,63.0
91500,20160110,11,PCA,119.23106033125045
91500,20160110,11,PM2.5,90.0
91506,20160110,12,PCA,115.47587385211152
91506,20160110,12,PM2.5,89.0
91512,20160110,13,PCA,103.05177168579131
91512,20160110,13,PM2.5,76.0
91518,20160110,14,PCA,97.66851691692689
91518,20160110,14,PM2.5,71.0
91524,20160110,15,PCA,77.09969319900691
91524,20160110,15,PM2.5,48.0
91530,20160110,16,PCA,79.0361690759365
91530,20160110,16,PM2.5,51.0
91536,20160110,17,PCA,75.2504102097353
91536,20160110,17,PM2.5,48.0
91542,20160110,18,PCA,80.97537206034184
91542,20160110,18,PM2.5,51.0
91548,20160110,19,PCA,87.20643430394372
91548,20160110,19,PM2.5,63.0
91554,20160110,20,PCA,92.16745016066108
91554,20160110,20,PM2.5,77.0
91560,20160110,21,PCA,77.88228246252503
91560,20160110,21,PM2.5,75.0
91566,20160110,22,PCA,89.07682804947419
91566,20160110,22,PM2.5,105.0
91572,20160110,23,PCA,21.16117139259204
91572,20160110,23,PM2.5,35.0
91578,20160111,0,PCA,-4.485394293276994
91578,20160111,0,PM2.5,22.0
91584,20160111,1,PCA,-27.70573124166324
91584,20160111,1,PM2.5,17.0
91590,20160111,2,PCA,-43.40755575741344
91590,20160111,2,PM2.5,16.0
91596,20160111,3,PCA,-53.58923499631899
91596,20160111,3,PM2.5,15.0
91602,20160111,4,PCA,-64.83039044176073
91602,20160111,4,PM2.5,8.0
91608,20160111,5,PCA,-71.3711831336851
91608,20160111,5,PM2.5,7.0
91614,20160111,6,PCA,-73.33473903759707
91614,20160111,6,PM2.5,6.0
91620,20160111,7,PCA,-73.90035471459686
91620,20160111,7,PM2.5,6.0
91626,20160111,8,PCA,-68.76972309726982
91626,20160111,8,PM2.5,8.0
91632,20160111,9,PCA,-71.89350663352383
91632,20160111,9,PM2.5,7.0
91638,20160111,10,PCA,-75.99513852660492
91638,20160111,10,PM2.5,8.0
91644,20160111,11,PCA,-76.84937680485777
91644,20160111,11,PM2.5,13.0
91650,20160111,12,PCA,-82.74262673554587
91650,20160111,12,PM2.5,10.0
91656,20160111,13,PCA,-86.4783355985781
91656,20160111,13,PM2.5,10.0
91662,20160111,14,PCA,-89.45013067985073
91662,20160111,14,PM2.5,12.0
91668,20160111,15,PCA,-91.91643699370964
91668,20160111,15,PM2.5,8.0
91674,20160111,16,PCA,-90.19445364803454
91674,20160111,16,PM2.5,9.0
91680,20160111,17,PCA,-88.12091147196199
91680,20160111,17,PM2.5,10.0
91686,20160111,18,PCA,-85.3156967352301
91686,20160111,18,PM2.5,13.0
91692,20160111,19,PCA,-83.51640114212049
91692,20160111,19,PM2.5,13.0
91698,20160111,20,PCA,-74.2695144906337
91698,20160111,20,PM2.5,21.0
91704,20160111,21,PCA,-86.82753738843923
91704,20160111,21,PM2.5,16.0
91710,20160111,22,PCA,-89.97219848882276
91710,20160111,22,PM2.5,17.0
91716,20160111,23,PCA,-97.01782233565332
91716,20160111,23,PM2.5,15.0
91722,20160112,0,PCA,-99.29425115475149
91722,20160112,0,PM2.5,12.0
91728,20160112,1,PCA,-100.26387559876002
91728,20160112,1,PM2.5,13.0
91734,20160112,2,PCA,-103.02719882533489
91734,20160112,2,PM2.5,12.0
91740,20160112,3,PCA,-105.09361585980696
91740,20160112,3,PM2.5,11.0
91746,20160112,4,PCA,-107.22966758621084
91746,20160112,4,PM2.5,7.0
91752,20160112,5,PCA,-104.25633257500982
91752,20160112,5,PM2.5,10.0
91758,20160112,6,PCA,-92.48370098157712
91758,20160112,6,PM2.5,9.0
91764,20160112,7,PCA,-77.54582995815873
91764,20160112,7,PM2.5,15.0
91770,20160112,8,PCA,-72.19438654924771
91770,20160112,8,PM2.5,19.0
91776,20160112,9,PCA,-76.9966822805192
91776,20160112,9,PM2.5,17.0
91782,20160112,10,PCA,-93.94185800597134
91782,20160112,10,PM2.5,11.5
91788,20160112,11,PCA,-102.25182129929712
91788,20160112,11,PM2.5,6.0
91794,20160112,12,PCA,-101.21421911052923
91794,20160112,12,PM2.5,11.0
91800,20160112,13,PCA,-105.08717367718798
91800,20160112,13,PM2.5,10.0
91806,20160112,14,PCA,-100.23225472963439
91806,20160112,14,PM2.5,15.0
91812,20160112,15,PCA,-90.94899288952814
91812,20160112,15,PM2.5,23.0
91818,20160112,16,PCA,-88.83504516252488
91818,20160112,16,PM2.5,26.0
91824,20160112,17,PCA,-95.47484168260118
91824,20160112,17,PM2.5,15.0
91830,20160112,18,PCA,-39.09531122022422
91830,20160112,18,PM2.5,61.0
91836,20160112,19,PCA,5.706990772164936
91836,20160112,19,PM2.5,107.0
91842,20160112,20,PCA,-6.820461892075184
91842,20160112,20,PM2.5,85.0
91848,20160112,21,PCA,19.121650997830276
91848,20160112,21,PM2.5,118.0
91854,20160112,22,PCA,24.961026334284607
91854,20160112,22,PM2.5,124.0
91860,20160112,23,PCA,40.87582360034279
91860,20160112,23,PM2.5,149.0
91866,20160113,0,PCA,4.166010533381179
91866,20160113,0,PM2.5,100.0
91872,20160113,1,PCA,-8.951894676787738
91872,20160113,1,PM2.5,78.0
91878,20160113,2,PCA,-26.59830691802497
91878,20160113,2,PM2.5,51.0
91884,20160113,3,PCA,-53.30634049153148
91884,20160113,3,PM2.5,27.0
91890,20160113,4,PCA,0.3247357137349656
91890,20160113,4,PM2.5,85.0
91896,20160113,5,PCA,66.03305972014442
91896,20160113,5,PM2.5,169.0
91902,20160113,6,PCA,78.84661992042994
91902,20160113,6,PM2.5,175.0
91908,20160113,7,PCA,78.85447573332787
91908,20160113,7,PM2.5,164.0
91914,20160113,8,PCA,87.22445258980055
91914,20160113,8,PM2.5,167.0
91920,20160113,9,PCA,115.44068062742039
91920,20160113,9,PM2.5,199.0
91926,20160113,10,PCA,103.81588449644998
91926,20160113,10,PM2.5,180.0
91932,20160113,11,PCA,116.00313156022195
91932,20160113,11,PM2.5,184.0
91938,20160113,12,PCA,106.73745761647923
91938,20160113,12,PM2.5,164.0
91944,20160113,13,PCA,66.38307730036053
91944,20160113,13,PM2.5,114.0
91950,20160113,14,PCA,89.52677594590654
91950,20160113,14,PM2.5,140.0
91956,20160113,15,PCA,78.80393576787328
91956,20160113,15,PM2.5,127.0
91962,20160113,16,PCA,60.42850148576175
91962,20160113,16,PM2.5,97.0
91968,20160113,17,PCA,76.13886570071206
91968,20160113,17,PM2.5,106.0
91974,20160113,18,PCA,121.79491328343266
91974,20160113,18,PM2.5,153.0
91980,20160113,19,PCA,149.01319369362105
91980,20160113,19,PM2.5,181.0
91986,20160113,20,PCA,164.61378310148305
91986,20160113,20,PM2.5,194.0
91992,20160113,21,PCA,174.57906277483258
91992,20160113,21,PM2.5,202.0
91998,20160113,22,PCA,236.7577216119649
91998,20160113,22,PM2.5,278.0
92004,20160113,23,PCA,214.7117945199179
92004,20160113,23,PM2.5,245.0
92010,20160114,0,PCA,203.2121488734046
92010,20160114,0,PM2.5,222.0
92016,20160114,1,PCA,228.2815911211075
92016,20160114,1,PM2.5,249.0
92022,20160114,2,PCA,238.70411067132943
92022,20160114,2,PM2.5,261.0
92028,20160114,3,PCA,265.40444969794396
92028,20160114,3,PM2.5,286.0
92034,20160114,4,PCA,270.77137121283715
92034,20160114,4,PM2.5,288.0
92040,20160114,5,PCA,215.58641715924713
92040,20160114,5,PM2.5,209.0
92046,20160114,6,PCA,208.29526195426206
92046,20160114,6,PM2.5,201.0
92052,20160114,7,PCA,209.95780799113336
92052,20160114,7,PM2.5,204.0
92058,20160114,8,PCA,196.72947841923292
92058,20160114,8,PM2.5,182.0
92064,20160114,9,PCA,198.4622460547921
92064,20160114,9,PM2.5,184.0
92070,20160114,10,PCA,210.25083622461415
92070,20160114,10,PM2.5,195.0
92076,20160114,11,PCA,203.91564943530148
92076,20160114,11,PM2.5,188.0
92082,20160114,12,PCA,191.08622817026227
92082,20160114,12,PM2.5,181.0
92088,20160114,13,PCA,110.35088041018315
92088,20160114,13,PM2.5,88.0
92094,20160114,14,PCA,100.73248004291709
92094,20160114,14,PM2.5,82.0
92100,20160114,15,PCA,101.08060019594241
92100,20160114,15,PM2.5,85.0
92106,20160114,16,PCA,92.66203886777693
92106,20160114,16,PM2.5,72.0
92112,20160114,17,PCA,92.93775153755041
92112,20160114,17,PM2.5,69.0
92118,20160114,18,PCA,115.50939290600547
92118,20160114,18,PM2.5,85.0
92124,20160114,19,PCA,125.05627172076134
92124,20160114,19,PM2.5,97.0
92130,20160114,20,PCA,134.18051822900895
92130,20160114,20,PM2.5,114.0
92136,20160114,21,PCA,142.40902596994343
92136,20160114,21,PM2.5,127.0
92142,20160114,22,PCA,154.785888157754
92142,20160114,22,PM2.5,149.0
92148,20160114,23,PCA,189.24567948355298
92148,20160114,23,PM2.5,197.0
92154,20160115,0,PCA,223.56657811645394
92154,20160115,0,PM2.5,238.0
92160,20160115,1,PCA,263.3778184495697
92160,20160115,1,PM2.5,294.0
92166,20160115,2,PCA,224.10988666787227
92166,20160115,2,PM2.5,246.0
92172,20160115,3,PCA,246.47107602708536
92172,20160115,3,PM2.5,277.0
92178,20160115,4,PCA,250.02486250017975
92178,20160115,4,PM2.5,288.0
92184,20160115,5,PCA,269.2941946921453
92184,20160115,5,PM2.5,301.0
92190,20160115,6,PCA,257.304803382214
92190,20160115,6,PM2.5,283.0
92196,20160115,7,PCA,283.94401887786955
92196,20160115,7,PM2.5,321.0
92202,20160115,8,PCA,247.13362940813005
92202,20160115,8,PM2.5,260.0
92208,20160115,9,PCA,229.79079751635376
92208,20160115,9,PM2.5,230.0
92214,20160115,10,PCA,161.7697570178077
92214,20160115,10,PM2.5,137.0
92220,20160115,11,PCA,170.46400703844145
92220,20160115,11,PM2.5,145.0
92226,20160115,12,PCA,139.3350948310023
92226,20160115,12,PM2.5,114.0
92232,20160115,13,PCA,92.4739700525064
92232,20160115,13,PM2.5,65.0
92238,20160115,14,PCA,88.98008175433495
92238,20160115,14,PM2.5,63.0
92244,20160115,15,PCA,91.69582594150144
92244,20160115,15,PM2.5,71.0
92250,20160115,16,PCA,92.51124968842771
92250,20160115,16,PM2.5,73.0
92256,20160115,17,PCA,112.73639740348555
92256,20160115,17,PM2.5,91.0
92262,20160115,18,PCA,135.4875523139299
92262,20160115,18,PM2.5,112.0
92268,20160115,19,PCA,138.9978519094999
92268,20160115,19,PM2.5,116.0
92274,20160115,20,PCA,147.03286148078598
92274,20160115,20,PM2.5,125.0
92280,20160115,21,PCA,177.64177031927872
92280,20160115,21,PM2.5,164.0
92286,20160115,22,PCA,194.1230686123248
92286,20160115,22,PM2.5,188.0
92292,20160115,23,PCA,206.4000890954704
92292,20160115,23,PM2.5,211.0
92298,20160116,0,PCA,200.7351684082734
92298,20160116,0,PM2.5,212.0
92304,20160116,1,PCA,150.53300804086348
92304,20160116,1,PM2.5,152.0
92310,20160116,2,PCA,122.10387079172419
92310,20160116,2,PM2.5,118.0
92316,20160116,3,PCA,105.7174695937159
92316,20160116,3,PM2.5,102.0
92322,20160116,4,PCA,97.2951192639752
92322,20160116,4,PM2.5,98.0
92328,20160116,5,PCA,85.36236442805325
92328,20160116,5,PM2.5,91.0
92334,20160116,6,PCA,94.00730365361294
92334,20160116,6,PM2.5,111.0
92340,20160116,7,PCA,104.66272568404372
92340,20160116,7,PM2.5,136.0
92346,20160116,8,PCA,97.9940542827437
92346,20160116,8,PM2.5,131.0
92352,20160116,9,PCA,84.76986429987446
92352,20160116,9,PM2.5,119.0
92358,20160116,10,PCA,87.60540443733346
92358,20160116,10,PM2.5,123.0
92364,20160116,11,PCA,85.10177914651524
92364,20160116,11,PM2.5,120.0
92370,20160116,12,PCA,82.63027539829436
92370,20160116,12,PM2.5,116.0
92376,20160116,13,PCA,73.20174085869124
92376,20160116,13,PM2.5,102.0
92382,20160116,14,PCA,70.13031547247913
92382,20160116,14,PM2.5,97.0
92388,20160116,15,PCA,83.08592405198824
92388,20160116,15,PM2.5,111.0
92394,20160116,16,PCA,94.8164038022394
92394,20160116,16,PM2.5,125.0
92400,20160116,17,PCA,99.31645312584426
92400,20160116,17,PM2.5,129.0
92406,20160116,18,PCA,102.40070825583767
92406,20160116,18,PM2.5,132.0
92412,20160116,19,PCA,113.06726354450002
92412,20160116,19,PM2.5,144.0
92418,20160116,20,PCA,123.00935131380756
92418,20160116,20,PM2.5,156.0
92424,20160116,21,PCA,120.30885033170007
92424,20160116,21,PM2.5,155.0
92430,20160116,22,PCA,127.3809785170938
92430,20160116,22,PM2.5,166.0
92436,20160116,23,PCA,127.60271010639913
92436,20160116,23,PM2.5,167.0
92442,20160117,0,PCA,95.53196175846207
92442,20160117,0,PM2.5,136.0
92448,20160117,1,PCA,81.66365236850264
92448,20160117,1,PM2.5,118.0
92454,20160117,2,PCA,35.559706191046146
92454,20160117,2,PM2.5,65.0
92460,20160117,3,PCA,27.31724976138915
92460,20160117,3,PM2.5,55.0
92466,20160117,4,PCA,30.112616922581857
92466,20160117,4,PM2.5,60.0
92472,20160117,5,PCA,28.679241478494795
92472,20160117,5,PM2.5,58.0
92478,20160117,6,PCA,29.134689028811117
92478,20160117,6,PM2.5,57.0
92484,20160117,7,PCA,2.4660273697096025
92484,20160117,7,PM2.5,30.0
92490,20160117,8,PCA,-14.228073950495904
92490,20160117,8,PM2.5,17.0
92496,20160117,9,PCA,-18.772337699022444
92496,20160117,9,PM2.5,16.0
92502,20160117,10,PCA,-23.523225782706454
92502,20160117,10,PM2.5,18.0
92508,20160117,11,PCA,-23.20452629511212
92508,20160117,11,PM2.5,26.0
92514,20160117,12,PCA,-33.90474327606779
92514,20160117,12,PM2.5,18.0
92520,20160117,13,PCA,-36.271126395040326
92520,20160117,13,PM2.5,20.0
92526,20160117,14,PCA,-39.36728030320952
92526,20160117,14,PM2.5,18.0
92532,20160117,15,PCA,-44.60076980731004
92532,20160117,15,PM2.5,14.0
92538,20160117,16,PCA,-45.76523048096404
92538,20160117,16,PM2.5,16.0
92544,20160117,17,PCA,-52.69079950430153
92544,20160117,17,PM2.5,12.0
92550,20160117,18,PCA,-53.165108930834336
92550,20160117,18,PM2.5,12.0
92556,20160117,19,PCA,-57.89597664110323
92556,20160117,19,PM2.5,16.0
92562,20160117,20,PCA,-63.76355837969713
92562,20160117,20,PM2.5,13.0
92568,20160117,21,PCA,-65.78132895903045
92568,20160117,21,PM2.5,16.0
92574,20160117,22,PCA,-71.57423449007747
92574,20160117,22,PM2.5,17.0
92580,20160117,23,PCA,-73.96222922183681
92580,20160117,23,PM2.5,16.0
92586,20160118,0,PCA,-82.86830626151576
92586,20160118,0,PM2.5,16.0
92592,20160118,1,PCA,-94.49577530704029
92592,20160118,1,PM2.5,10.0
92598,20160118,2,PCA,-100.93561699495184
92598,20160118,2,PM2.5,6.0
92604,20160118,3,PCA,-96.61483025745935
92604,20160118,3,PM2.5,10.0
92610,20160118,4,PCA,-86.41749459429042
92610,20160118,4,PM2.5,13.0
92616,20160118,5,PCA,-88.11638265967684
92616,20160118,5,PM2.5,8.0
92622,20160118,6,PCA,-90.35247171718507
92622,20160118,6,PM2.5,7.0
92628,20160118,7,PCA,-88.07548760315856
92628,20160118,7,PM2.5,7.0
92634,20160118,8,PCA,-84.2786782118835
92634,20160118,8,PM2.5,7.0
92640,20160118,9,PCA,-90.00428873738515
92640,20160118,9,PM2.5,5.0
92646,20160118,10,PCA,-89.77752175727768
92646,20160118,10,PM2.5,8.0
92652,20160118,11,PCA,-91.70889063055908
92652,20160118,11,PM2.5,10.0
92658,20160118,12,PCA,-85.7667549559532
92658,20160118,12,PM2.5,13.0
92664,20160118,13,PCA,-77.12890994749337
92664,20160118,13,PM2.5,18.0
92670,20160118,14,PCA,-79.55228570595796
92670,20160118,14,PM2.5,13.0
92676,20160118,15,PCA,-83.44783674017117
92676,20160118,15,PM2.5,9.0
92682,20160118,16,PCA,-85.37387668194896
92682,20160118,16,PM2.5,7.0
92688,20160118,17,PCA,-85.57080813645112
92688,20160118,17,PM2.5,6.0
92694,20160118,18,PCA,-79.16677186233333
92694,20160118,18,PM2.5,11.0
92700,20160118,19,PCA,-77.02285460109105
92700,20160118,19,PM2.5,11.0
92706,20160118,20,PCA,-72.24408082892126
