,date,hour,type,平谷
67362,20150726,20,PCA,-4.822233255560077
67362,20150726,20,PM2.5,21.0
67368,20150726,21,PCA,6.152183486884898
67368,20150726,21,PM2.5,39.0
67374,20150726,22,PCA,15.183933672925544
67374,20150726,22,PM2.5,55.0
67380,20150726,23,PCA,9.868796672836343
67380,20150726,23,PM2.5,49.0
67386,20150727,0,PCA,16.801477832128462
67386,20150727,0,PM2.5,63.0
67392,20150727,1,PCA,-2.4569333682232006
67392,20150727,1,PM2.5,36.0
67398,20150727,2,PCA,20.563115801249484
67398,20150727,2,PM2.5,71.0
67404,20150727,3,PCA,19.85052073171479
67404,20150727,3,PM2.5,68.0
67410,20150727,4,PCA,38.67700149474026
67410,20150727,4,PM2.5,95.0
67416,20150727,5,PCA,45.36804809396506
67416,20150727,5,PM2.5,105.0
67422,20150727,6,PCA,40.46982927753075
67422,20150727,6,PM2.5,95.0
67428,20150727,7,PCA,52.55367108017871
67428,20150727,7,PM2.5,111.0
67434,20150727,8,PCA,49.62151476354821
67434,20150727,8,PM2.5,106.0
67440,20150727,9,PCA,43.75388544857496
67440,20150727,9,PM2.5,102.0
67446,20150727,10,PCA,28.87832912188383
67446,20150727,10,PM2.5,85.0
67452,20150727,11,PCA,16.11028909516529
67452,20150727,11,PM2.5,70.0
67458,20150727,12,PCA,4.723682841901787
67458,20150727,12,PM2.5,61.0
67464,20150727,13,PCA,2.4041976981102557
67464,20150727,13,PM2.5,64.0
67470,20150727,14,PCA,20.206362734012963
67470,20150727,14,PM2.5,78.0
67476,20150727,15,PCA,26.892808397832205
67476,20150727,15,PM2.5,88.0
67482,20150727,16,PCA,20.244272125079984
67482,20150727,16,PM2.5,92.0
67488,20150727,17,PCA,21.217392552756046
67488,20150727,17,PM2.5,85.0
67494,20150727,18,PCA,18.753583297811996
67494,20150727,18,PM2.5,81.0
67500,20150727,19,PCA,18.3618131826647
67500,20150727,19,PM2.5,88.0
67506,20150727,20,PCA,32.32455492920867
67506,20150727,20,PM2.5,104.0
67512,20150727,21,PCA,12.835870862903773
67512,20150727,21,PM2.5,70.0
67518,20150727,22,PCA,-36.614078813793896
67518,20150727,22,PM2.5,3.0
67524,20150727,23,PCA,-28.215942040917913
67524,20150727,23,PM2.5,15.0
67530,20150728,0,PCA,-50.230139434796065
67530,20150728,0,PM2.5,9.5
67536,20150728,1,PCA,-38.796010348700186
67536,20150728,1,PM2.5,4.0
67542,20150728,2,PCA,-40.760316556212096
67542,20150728,2,PM2.5,3.0
67548,20150728,3,PCA,-39.44069101929697
67548,20150728,3,PM2.5,6.0
67554,20150728,4,PCA,-37.69522269168176
67554,20150728,4,PM2.5,14.0
67560,20150728,5,PCA,-35.84828857198258
67560,20150728,5,PM2.5,21.0
67566,20150728,6,PCA,-38.09444868581819
67566,20150728,6,PM2.5,20.0
67572,20150728,7,PCA,-25.87209086437656
67572,20150728,7,PM2.5,38.0
67578,20150728,8,PCA,-25.16196202595963
67578,20150728,8,PM2.5,41.0
67584,20150728,9,PCA,-29.96004706687004
67584,20150728,9,PM2.5,39.0
67590,20150728,10,PCA,-48.1148189423212
67590,20150728,10,PM2.5,17.0
67596,20150728,11,PCA,-20.78659602958649
67596,20150728,11,PM2.5,62.0
67602,20150728,12,PCA,-35.35592647295574
67602,20150728,12,PM2.5,43.0
67608,20150728,13,PCA,-44.55394333600882
67608,20150728,13,PM2.5,33.0
67614,20150728,14,PCA,-27.62590108618621
67614,20150728,14,PM2.5,61.0
67620,20150728,15,PCA,-60.13350801725973
67620,20150728,15,PM2.5,17.0
67626,20150728,16,PCA,-43.82127681544747
67626,20150728,16,PM2.5,35.0
67632,20150728,17,PCA,-32.11383409058143
67632,20150728,17,PM2.5,36.0
67638,20150728,18,PCA,-36.63024992446747
67638,20150728,18,PM2.5,32.0
67644,20150728,19,PCA,-48.76861115441228
67644,20150728,19,PM2.5,29.0
67650,20150728,20,PCA,-60.15488199107518
67650,20150728,20,PM2.5,26.0
67656,20150728,21,PCA,-53.0121624892609
67656,20150728,21,PM2.5,38.0
67662,20150728,22,PCA,-62.24980668504652
67662,20150728,22,PM2.5,25.0
67668,20150728,23,PCA,-59.381091709115644
67668,20150728,23,PM2.5,28.0
67674,20150729,0,PCA,-68.39908985652765
67674,20150729,0,PM2.5,15.0
67680,20150729,1,PCA,-67.35997460266296
67680,20150729,1,PM2.5,16.0
67686,20150729,2,PCA,-51.112434776688936
67686,20150729,2,PM2.5,33.0
67692,20150729,3,PCA,-56.099961504680394
67692,20150729,3,PM2.5,30.0
67698,20150729,4,PCA,-49.918185938773235
67698,20150729,4,PM2.5,37.0
67704,20150729,5,PCA,-50.35493510132019
67704,20150729,5,PM2.5,35.0
67710,20150729,6,PCA,-57.31292441932946
67710,20150729,6,PM2.5,24.0
67716,20150729,7,PCA,-42.07265640565999
67716,20150729,7,PM2.5,43.0
67722,20150729,8,PCA,-41.04568388985857
67722,20150729,8,PM2.5,47.0
67728,20150729,9,PCA,-7.820796404736055
67728,20150729,9,PM2.5,97.0
67734,20150729,10,PCA,-1.1758795704833773
67734,20150729,10,PM2.5,82.0
67740,20150729,11,PCA,2.085438298161495
67740,20150729,11,PM2.5,93.0
67746,20150729,12,PCA,-9.805764123155772
67746,20150729,12,PM2.5,85.5
67752,20150729,13,PCA,15.476866364171737
67752,20150729,13,PM2.5,78.0
67758,20150729,14,PCA,28.501246565802198
67758,20150729,14,PM2.5,104.0
67764,20150729,15,PCA,59.005081637592205
67764,20150729,15,PM2.5,144.0
67770,20150729,16,PCA,92.39305691503753
67770,20150729,16,PM2.5,197.0
67776,20150729,17,PCA,97.96546959359196
67776,20150729,17,PM2.5,206.0
67782,20150729,18,PCA,80.32506084002169
67782,20150729,18,PM2.5,186.0
67788,20150729,19,PCA,70.66771512869052
67788,20150729,19,PM2.5,162.0
67794,20150729,20,PCA,86.67132860077675
67794,20150729,20,PM2.5,175.0
67800,20150729,21,PCA,107.56353016510754
67800,20150729,21,PM2.5,194.0
67806,20150729,22,PCA,63.68373849339399
67806,20150729,22,PM2.5,120.0
67812,20150729,23,PCA,-18.32830871205984
67812,20150729,23,PM2.5,9.0
67818,20150730,0,PCA,-3.816400716872405
67818,20150730,0,PM2.5,30.0
67824,20150730,1,PCA,-1.3627619369283834
67824,20150730,1,PM2.5,30.0
67830,20150730,2,PCA,-2.452866442576355
67830,20150730,2,PM2.5,29.0
67836,20150730,3,PCA,-7.650065049953951
67836,20150730,3,PM2.5,21.0
67842,20150730,4,PCA,-2.489421387412553
67842,20150730,4,PM2.5,26.0
67848,20150730,5,PCA,-3.6755204713074914
67848,20150730,5,PM2.5,24.0
67854,20150730,6,PCA,0.4704491284686137
67854,20150730,6,PM2.5,29.0
67860,20150730,7,PCA,-2.6652624197117905
67860,20150730,7,PM2.5,26.0
67866,20150730,8,PCA,-3.838466930857391
67866,20150730,8,PM2.5,26.0
67872,20150730,9,PCA,-7.914312915364385
67872,20150730,9,PM2.5,27.0
67878,20150730,10,PCA,-17.555013445258286
67878,20150730,10,PM2.5,17.4
67884,20150730,11,PCA,-12.317212371406942
67884,20150730,11,PM2.5,28.4
67890,20150730,12,PCA,-14.317766283411276
67890,20150730,12,PM2.5,29.0
67896,20150730,13,PCA,-14.311811172461606
67896,20150730,13,PM2.5,34.8
67902,20150730,14,PCA,-17.769616645268396
67902,20150730,14,PM2.5,33.0
67908,20150730,15,PCA,-17.77855592466442
67908,20150730,15,PM2.5,39.0
67914,20150730,16,PCA,-19.42852100203902
67914,20150730,16,PM2.5,45.0
67920,20150730,17,PCA,-29.260365792370425
67920,20150730,17,PM2.5,35.0
67926,20150730,18,PCA,-48.22339149275939
67926,20150730,18,PM2.5,18.0
67932,20150730,19,PCA,-58.20607252465423
67932,20150730,19,PM2.5,10.0
67938,20150730,20,PCA,-62.86869733554609
67938,20150730,20,PM2.5,12.0
67944,20150730,21,PCA,-68.33617508605721
67944,20150730,21,PM2.5,13.0
67950,20150730,22,PCA,-69.22381305647957
67950,20150730,22,PM2.5,15.0
67956,20150730,23,PCA,-71.53921741587764
67956,20150730,23,PM2.5,14.0
67962,20150731,0,PCA,-74.92563409922896
67962,20150731,0,PM2.5,10.0
67968,20150731,1,PCA,-74.56633256479363
67968,20150731,1,PM2.5,11.0
67974,20150731,2,PCA,-76.06185276253642
67974,20150731,2,PM2.5,9.0
67980,20150731,3,PCA,-75.17873806034048
67980,20150731,3,PM2.5,11.0
67986,20150731,4,PCA,-71.42994745465754
67986,20150731,4,PM2.5,16.0
67992,20150731,5,PCA,-75.69947884020476
67992,20150731,5,PM2.5,10.0
67998,20150731,6,PCA,-71.90871924012734
67998,20150731,6,PM2.5,15.0
68004,20150731,7,PCA,-69.95892207654256
68004,20150731,7,PM2.5,18.0
68010,20150731,8,PCA,-66.63182909829463
68010,20150731,8,PM2.5,18.0
68016,20150731,9,PCA,-63.14790708682509
68016,20150731,9,PM2.5,23.0
68022,20150731,10,PCA,-61.3316900047889
68022,20150731,10,PM2.5,26.0
68028,20150731,11,PCA,-71.39161365242013
68028,20150731,11,PM2.5,18.0
68034,20150731,12,PCA,-72.32884008707377
68034,20150731,12,PM2.5,19.0
68040,20150731,13,PCA,-73.65177633971301
68040,20150731,13,PM2.5,15.0
68046,20150731,14,PCA,-62.17812219201589
68046,20150731,14,PM2.5,24.0
68052,20150731,15,PCA,-56.3622159634638
68052,20150731,15,PM2.5,27.0
68058,20150731,16,PCA,-51.17629666228203
68058,20150731,16,PM2.5,32.0
68064,20150731,17,PCA,-38.346242383219646
68064,20150731,17,PM2.5,37.0
68070,20150731,18,PCA,-37.75572357297085
68070,20150731,18,PM2.5,45.0
68076,20150731,19,PCA,-33.59198784207196
68076,20150731,19,PM2.5,50.0
68082,20150731,20,PCA,-31.02127763703407
68082,20150731,20,PM2.5,52.0
68088,20150731,21,PCA,-36.67060308847775
68088,20150731,21,PM2.5,64.0
68094,20150731,22,PCA,-29.967002555712437
68094,20150731,22,PM2.5,67.0
68100,20150731,23,PCA,-36.19075065176437
68100,20150731,23,PM2.5,58.0
68106,20150801,0,PCA,-37.46211103464555
68106,20150801,0,PM2.5,57.0
68112,20150801,1,PCA,-40.04846292852044
68112,20150801,1,PM2.5,53.0
68118,20150801,2,PCA,-34.63057014160245
68118,20150801,2,PM2.5,57.0
68124,20150801,3,PCA,-25.615558233481586
68124,20150801,3,PM2.5,66.0
68130,20150801,4,PCA,-29.14912233771083
68130,20150801,4,PM2.5,61.0
68136,20150801,5,PCA,-24.82211487545335
68136,20150801,5,PM2.5,64.0
68142,20150801,6,PCA,-20.27786098613862
68142,20150801,6,PM2.5,66.0
68148,20150801,7,PCA,-15.414200207275316
68148,20150801,7,PM2.5,70.0
68154,20150801,8,PCA,-9.117284252898026
68154,20150801,8,PM2.5,75.0
68160,20150801,9,PCA,-6.42632023743851
68160,20150801,9,PM2.5,76.0
68166,20150801,10,PCA,-25.857969224739023
68166,20150801,10,PM2.5,49.0
68172,20150801,11,PCA,-27.00782271465086
68172,20150801,11,PM2.5,45.0
68178,20150801,12,PCA,-19.013643314010128
68178,20150801,12,PM2.5,55.0
68184,20150801,13,PCA,-24.815050453602527
68184,20150801,13,PM2.5,48.0
68190,20150801,14,PCA,-15.374836001284791
68190,20150801,14,PM2.5,60.0
68196,20150801,15,PCA,-9.14273088680342
68196,20150801,15,PM2.5,68.0
68202,20150801,16,PCA,-11.512355484320771
68202,20150801,16,PM2.5,62.0
68208,20150801,17,PCA,1.9031207821601093
68208,20150801,17,PM2.5,76.0
68214,20150801,18,PCA,7.407156182769875
68214,20150801,18,PM2.5,81.0
68220,20150801,19,PCA,13.897983463926243
68220,20150801,19,PM2.5,84.0
68226,20150801,20,PCA,13.811375005916446
68226,20150801,20,PM2.5,85.0
68232,20150801,21,PCA,22.308370231922346
68232,20150801,21,PM2.5,91.0
68238,20150801,22,PCA,34.54375886749665
68238,20150801,22,PM2.5,104.0
68244,20150801,23,PCA,27.083673475076836
68244,20150801,23,PM2.5,95.0
68250,20150802,0,PCA,11.684147822542947
68250,20150802,0,PM2.5,75.0
68256,20150802,1,PCA,-11.816173927303367
68256,20150802,1,PM2.5,41.0
68262,20150802,2,PCA,-20.612920261526675
68262,20150802,2,PM2.5,32.0
68268,20150802,3,PCA,-6.594001139380013
68268,20150802,3,PM2.5,54.0
68274,20150802,4,PCA,-12.313394112214407
68274,20150802,4,PM2.5,46.0
68280,20150802,5,PCA,-6.82855815035621
68280,20150802,5,PM2.5,55.0
68286,20150802,6,PCA,-8.90296876662922
68286,20150802,6,PM2.5,53.0
68292,20150802,7,PCA,-10.736117532247233
68292,20150802,7,PM2.5,49.0
68298,20150802,8,PCA,-12.154374801177726
68298,20150802,8,PM2.5,46.0
68304,20150802,9,PCA,-14.330164265553766
68304,20150802,9,PM2.5,44.0
68310,20150802,10,PCA,-15.533010333731212
68310,20150802,10,PM2.5,43.0
68316,20150802,11,PCA,-11.822824378190182
68316,20150802,11,PM2.5,48.0
68322,20150802,12,PCA,-3.39688206996228
68322,20150802,12,PM2.5,61.0
68328,20150802,13,PCA,21.159269397954453
68328,20150802,13,PM2.5,98.0
68334,20150802,14,PCA,11.939958468678364
68334,20150802,14,PM2.5,88.0
68340,20150802,15,PCA,-5.9055233636958455
68340,20150802,15,PM2.5,63.0
68346,20150802,16,PCA,-0.7248545212246403
68346,20150802,16,PM2.5,71.0
68352,20150802,17,PCA,-7.251476206168427
68352,20150802,17,PM2.5,62.0
68358,20150802,18,PCA,1.1868804834030076
68358,20150802,18,PM2.5,73.0
68364,20150802,19,PCA,21.36041938434656
68364,20150802,19,PM2.5,98.0
68370,20150802,20,PCA,29.84852542373455
68370,20150802,20,PM2.5,107.0
68376,20150802,21,PCA,45.20328054188219
68376,20150802,21,PM2.5,125.0
68382,20150802,22,PCA,35.55561720315823
68382,20150802,22,PM2.5,112.0
68388,20150802,23,PCA,32.02641548157015
68388,20150802,23,PM2.5,106.0
68394,20150803,0,PCA,31.159264204269583
68394,20150803,0,PM2.5,104.0
68400,20150803,1,PCA,27.947263951951474
68400,20150803,1,PM2.5,96.0
68406,20150803,2,PCA,22.00165986819828
68406,20150803,2,PM2.5,84.0
68412,20150803,3,PCA,15.431590959065572
68412,20150803,3,PM2.5,72.0
68418,20150803,4,PCA,18.082093989627303
68418,20150803,4,PM2.5,74.0
68424,20150803,5,PCA,14.432694826520603
68424,20150803,5,PM2.5,67.0
68430,20150803,6,PCA,9.237624197179114
68430,20150803,6,PM2.5,59.0
68436,20150803,7,PCA,13.567674267630737
68436,20150803,7,PM2.5,64.0
68442,20150803,8,PCA,18.99808272696097
68442,20150803,8,PM2.5,71.0
68448,20150803,9,PCA,21.313725414186784
68448,20150803,9,PM2.5,73.0
68454,20150803,10,PCA,28.177573748330346
68454,20150803,10,PM2.5,83.0
68460,20150803,11,PCA,60.458032680252195
68460,20150803,11,PM2.5,126.0
68466,20150803,12,PCA,65.6820141403911
68466,20150803,12,PM2.5,132.0
68472,20150803,13,PCA,37.70850576609585
68472,20150803,13,PM2.5,95.0
68478,20150803,14,PCA,29.335269267273432
68478,20150803,14,PM2.5,86.0
68484,20150803,15,PCA,35.1201069072898
68484,20150803,15,PM2.5,93.0
68490,20150803,16,PCA,11.966257647624223
68490,20150803,16,PM2.5,55.0
68496,20150803,17,PCA,-11.7710244133572
68496,20150803,17,PM2.5,20.0
68502,20150803,18,PCA,-22.661934900503066
68502,20150803,18,PM2.5,7.0
68508,20150803,19,PCA,-22.824479441377516
68508,20150803,19,PM2.5,10.0
68514,20150803,20,PCA,-28.052692213386678
68514,20150803,20,PM2.5,8.0
68520,20150803,21,PCA,-30.43635955728414
68520,20150803,21,PM2.5,9.0
68526,20150803,22,PCA,-13.507363395862853
68526,20150803,22,PM2.5,32.0
68532,20150803,23,PCA,-17.774093241418285
68532,20150803,23,PM2.5,28.0
68538,20150804,0,PCA,-28.41190926919105
68538,20150804,0,PM2.5,19.0
68544,20150804,1,PCA,-37.576899952996015
68544,20150804,1,PM2.5,13.0
68550,20150804,2,PCA,-42.08287446397749
68550,20150804,2,PM2.5,11.0
68556,20150804,3,PCA,-41.63559703454505
68556,20150804,3,PM2.5,14.0
68562,20150804,4,PCA,-44.765923517493675
68562,20150804,4,PM2.5,13.0
68568,20150804,5,PCA,-43.10912495990719
68568,20150804,5,PM2.5,18.0
68574,20150804,6,PCA,-52.57405145122888
68574,20150804,6,PM2.5,7.0
68580,20150804,7,PCA,-47.93547108337338
68580,20150804,7,PM2.5,15.0
68586,20150804,8,PCA,-50.45046689954193
68586,20150804,8,PM2.5,16.0
68592,20150804,9,PCA,-55.39613830941292
68592,20150804,9,PM2.5,15.0
68598,20150804,10,PCA,-60.635984643753076
68598,20150804,10,PM2.5,15.0
68604,20150804,11,PCA,-66.71480897318897
68604,20150804,11,PM2.5,13.0
68610,20150804,12,PCA,-78.53763391499102
68610,20150804,12,PM2.5,7.0
68616,20150804,13,PCA,-71.68092362755745
68616,20150804,13,PM2.5,13.0
68622,20150804,14,PCA,-65.9007643651891
68622,20150804,14,PM2.5,16.0
68628,20150804,15,PCA,-29.717208797146903
68628,20150804,15,PM2.5,17.0
68634,20150804,16,PCA,-7.02302562140381
68634,20150804,16,PM2.5,22.0
68640,20150804,17,PCA,-3.234628388298918
68640,20150804,17,PM2.5,23.0
68646,20150804,18,PCA,-17.725340886185972
68646,20150804,18,PM2.5,17.0
68652,20150804,19,PCA,-23.179066598068452
68652,20150804,19,PM2.5,21.0
68658,20150804,20,PCA,-51.3166072739059
68658,20150804,20,PM2.5,23.0
68664,20150804,21,PCA,-53.19986211176778
68664,20150804,21,PM2.5,29.0
68670,20150804,22,PCA,-50.68680360740569
68670,20150804,22,PM2.5,33.0
68676,20150804,23,PCA,-50.05848992876974
68676,20150804,23,PM2.5,32.0
68682,20150805,0,PCA,-51.919823768832345
68682,20150805,0,PM2.5,34.0
68688,20150805,1,PCA,-60.85739135965524
68688,20150805,1,PM2.5,24.0
68694,20150805,2,PCA,-59.338961829135954
68694,20150805,2,PM2.5,25.0
68700,20150805,3,PCA,-59.500347446036464
68700,20150805,3,PM2.5,24.0
68706,20150805,4,PCA,-53.16469577074633
68706,20150805,4,PM2.5,32.0
68712,20150805,5,PCA,-45.04231804297507
68712,20150805,5,PM2.5,42.0
68718,20150805,6,PCA,-46.42925179642089
68718,20150805,6,PM2.5,38.0
68724,20150805,7,PCA,-43.004415162226984
68724,20150805,7,PM2.5,40.0
68730,20150805,8,PCA,-30.400526679682986
68730,20150805,8,PM2.5,56.0
68736,20150805,9,PCA,-19.639999459572252
68736,20150805,9,PM2.5,72.0
68742,20150805,10,PCA,-27.674625951252
68742,20150805,10,PM2.5,62.0
68748,20150805,11,PCA,-25.40853381377516
68748,20150805,11,PM2.5,64.0
68754,20150805,12,PCA,-34.71459379495329
68754,20150805,12,PM2.5,47.0
68784,20150805,17,PCA,-1.8777503602240053
68784,20150805,17,PM2.5,51.0
68790,20150805,18,PCA,2.0091220729634336
68790,20150805,18,PM2.5,56.0
68796,20150805,19,PCA,6.589243451299896
68796,20150805,19,PM2.5,60.0
68802,20150805,20,PCA,33.592130216235745
68802,20150805,20,PM2.5,85.0
68808,20150805,21,PCA,38.551504820562016
68808,20150805,21,PM2.5,102.0
68814,20150805,22,PCA,16.105691762481687
68814,20150805,22,PM2.5,101.0
68820,20150805,23,PCA,-34.65460830190549
68820,20150805,23,PM2.5,38.0
68826,20150806,0,PCA,-59.458454223910266
68826,20150806,0,PM2.5,4.0
68832,20150806,1,PCA,-59.83921814968334
68832,20150806,1,PM2.5,3.0
68838,20150806,2,PCA,-57.29068344278407
68838,20150806,2,PM2.5,7.0
68844,20150806,3,PCA,-55.87933956165795
68844,20150806,3,PM2.5,8.0
68850,20150806,4,PCA,-56.043904823511646
68850,20150806,4,PM2.5,9.0
68856,20150806,5,PCA,-49.19563624645497
68856,20150806,5,PM2.5,13.0
68862,20150806,6,PCA,-46.99122046810821
68862,20150806,6,PM2.5,16.0
68868,20150806,7,PCA,-49.99875956508111
68868,20150806,7,PM2.5,16.0
68874,20150806,8,PCA,-45.004969197526925
68874,20150806,8,PM2.5,24.0
68880,20150806,9,PCA,-44.4923073735947
68880,20150806,9,PM2.5,27.0
68886,20150806,10,PCA,-41.07365174922495
68886,20150806,10,PM2.5,35.0
68892,20150806,11,PCA,-35.93735714630598
68892,20150806,11,PM2.5,45.0
68898,20150806,12,PCA,-11.429725306143162
68898,20150806,12,PM2.5,84.0
68904,20150806,13,PCA,3.4501387962244623
68904,20150806,13,PM2.5,99.0
68910,20150806,14,PCA,18.10145130764447
68910,20150806,14,PM2.5,94.0
68916,20150806,15,PCA,14.736577768687088
68916,20150806,15,PM2.5,96.0
68922,20150806,16,PCA,30.534729563461003
68922,20150806,16,PM2.5,136.0
68928,20150806,17,PCA,42.74979629527792
68928,20150806,17,PM2.5,151.0
68934,20150806,18,PCA,24.392181046473027
68934,20150806,18,PM2.5,119.0
68940,20150806,19,PCA,21.764905405903637
68940,20150806,19,PM2.5,113.0
68946,20150806,20,PCA,33.45170799159209
68946,20150806,20,PM2.5,124.0
68952,20150806,21,PCA,-1.882917359673789
68952,20150806,21,PM2.5,73.0
68958,20150806,22,PCA,-11.397717852365808
68958,20150806,22,PM2.5,61.0
68964,20150806,23,PCA,-11.751249797390841
68964,20150806,23,PM2.5,58.0
69036,20150807,11,PCA,19.69850149551683
69036,20150807,11,PM2.5,81.0
69042,20150807,12,PCA,19.02821469377061
69042,20150807,12,PM2.5,81.0
69048,20150807,13,PCA,15.954312620615138
69048,20150807,13,PM2.5,79.0
69054,20150807,14,PCA,18.717022162051038
69054,20150807,14,PM2.5,85.0
69060,20150807,15,PCA,20.64379278083503
69060,20150807,15,PM2.5,89.0
69066,20150807,16,PCA,14.393710960008518
69066,20150807,16,PM2.5,82.0
69072,20150807,17,PCA,6.756434492799088
69072,20150807,17,PM2.5,75.0
69078,20150807,18,PCA,0.49462777354031806
69078,20150807,18,PM2.5,67.0
69084,20150807,19,PCA,-6.843662483508678
69084,20150807,19,PM2.5,58.0
69090,20150807,20,PCA,-19.502866769586657
69090,20150807,20,PM2.5,42.0
69096,20150807,21,PCA,-28.992143115906476
69096,20150807,21,PM2.5,33.0
69102,20150807,22,PCA,-33.1725933110111
69102,20150807,22,PM2.5,26.0
69108,20150807,23,PCA,-32.440878450015
69108,20150807,23,PM2.5,29.0
69114,20150808,0,PCA,-41.20386270814335
69114,20150808,0,PM2.5,17.0
69120,20150808,1,PCA,-37.35627677959732
69120,20150808,1,PM2.5,22.0
69126,20150808,2,PCA,-35.87733997528933
69126,20150808,2,PM2.5,25.0
69132,20150808,3,PCA,-37.28501534880592
69132,20150808,3,PM2.5,22.0
69138,20150808,4,PCA,-42.27738111509407
69138,20150808,4,PM2.5,18.0
69144,20150808,5,PCA,-44.10763058540187
69144,20150808,5,PM2.5,19.0
69150,20150808,6,PCA,-49.12696743950099
69150,20150808,6,PM2.5,13.0
69156,20150808,7,PCA,-48.32829990182623
69156,20150808,7,PM2.5,16.0
69162,20150808,8,PCA,-45.8447037947801
69162,20150808,8,PM2.5,22.0
69168,20150808,9,PCA,-50.14667394622497
69168,20150808,9,PM2.5,18.0
69174,20150808,10,PCA,-49.775127587281965
69174,20150808,10,PM2.5,24.0
69180,20150808,11,PCA,-54.845211829586255
69180,20150808,11,PM2.5,21.0
69186,20150808,12,PCA,-57.63058493644144
69186,20150808,12,PM2.5,20.0
69192,20150808,13,PCA,-60.128263524537275
69192,20150808,13,PM2.5,21.0
69198,20150808,14,PCA,-49.143826020964866
69198,20150808,14,PM2.5,25.0
69204,20150808,15,PCA,-34.17100845677454
69204,20150808,15,PM2.5,28.0
69210,20150808,16,PCA,-18.6623111803981
69210,20150808,16,PM2.5,35.0
69216,20150808,17,PCA,-15.79283919916876
69216,20150808,17,PM2.5,33.0
69222,20150808,18,PCA,-19.46233229631354
69222,20150808,18,PM2.5,32.0
69228,20150808,19,PCA,-35.35043248069287
69228,20150808,19,PM2.5,27.0
69234,20150808,20,PCA,-54.353222664908394
69234,20150808,20,PM2.5,37.0
69240,20150808,21,PCA,-42.6096401646869
69240,20150808,21,PM2.5,52.0
69246,20150808,22,PCA,-52.69515875677901
69246,20150808,22,PM2.5,37.0
69252,20150808,23,PCA,-56.693873678620335
69252,20150808,23,PM2.5,31.0
69258,20150809,0,PCA,-58.28515012678235
69258,20150809,0,PM2.5,29.0
69264,20150809,1,PCA,-62.4002418033102
69264,20150809,1,PM2.5,25.0
69270,20150809,2,PCA,-59.01465956749987
69270,20150809,2,PM2.5,30.0
69276,20150809,3,PCA,-56.28339819310242
69276,20150809,3,PM2.5,34.0
69282,20150809,4,PCA,-54.491622302165645
69282,20150809,4,PM2.5,36.0
69288,20150809,5,PCA,-51.06223858603123
69288,20150809,5,PM2.5,39.0
69294,20150809,6,PCA,-45.7224431754665
69294,20150809,6,PM2.5,45.0
69300,20150809,7,PCA,-41.85081797449652
69300,20150809,7,PM2.5,50.0
69306,20150809,8,PCA,-29.080286772187673
69306,20150809,8,PM2.5,64.0
69312,20150809,9,PCA,-25.910094628678745
69312,20150809,9,PM2.5,69.0
69318,20150809,10,PCA,-32.075102101851776
69318,20150809,10,PM2.5,63.0
69324,20150809,11,PCA,-0.37336312191361776
69324,20150809,11,PM2.5,76.0
69330,20150809,12,PCA,14.608132828735627
69330,20150809,12,PM2.5,77.0
69336,20150809,13,PCA,26.179914703328226
69336,20150809,13,PM2.5,77.0
69342,20150809,14,PCA,30.447735985582536
69342,20150809,14,PM2.5,75.0
69348,20150809,15,PCA,28.206152768501788
69348,20150809,15,PM2.5,69.0
69354,20150809,16,PCA,13.652879791391605
69354,20150809,16,PM2.5,56.0
69360,20150809,17,PCA,8.712072047135566
69360,20150809,17,PM2.5,43.0
69366,20150809,18,PCA,-3.2782611253913885
69366,20150809,18,PM2.5,36.0
69372,20150809,19,PCA,-6.475007748801321
69372,20150809,19,PM2.5,32.0
69378,20150809,20,PCA,-15.02756208695689
69378,20150809,20,PM2.5,39.0
69384,20150809,21,PCA,-19.583317432543527
69384,20150809,21,PM2.5,61.0
69390,20150809,22,PCA,-23.723634654933626
69390,20150809,22,PM2.5,54.0
69396,20150809,23,PCA,-20.96766124153224
69396,20150809,23,PM2.5,57.0
69402,20150810,0,PCA,-27.35604850593007
69402,20150810,0,PM2.5,47.0
69408,20150810,1,PCA,-30.526133392382146
69408,20150810,1,PM2.5,40.0
69414,20150810,2,PCA,-30.11713613665869
69414,20150810,2,PM2.5,40.0
69420,20150810,3,PCA,-29.783002983806888
69420,20150810,3,PM2.5,39.0
69426,20150810,4,PCA,-30.90269188220798
69426,20150810,4,PM2.5,38.0
69432,20150810,5,PCA,-29.354165247452958
69432,20150810,5,PM2.5,40.0
69438,20150810,6,PCA,-22.941065944051193
69438,20150810,6,PM2.5,49.0
69444,20150810,7,PCA,-25.341233238040683
69444,20150810,7,PM2.5,44.0
69450,20150810,8,PCA,-25.3736720039383
69450,20150810,8,PM2.5,46.0
69456,20150810,9,PCA,-19.60641500036968
69456,20150810,9,PM2.5,58.0
69462,20150810,10,PCA,-23.107622951556205
69462,20150810,10,PM2.5,57.0
69468,20150810,11,PCA,-1.5468579194411305
69468,20150810,11,PM2.5,60.0
69474,20150810,12,PCA,-6.12541890570179
69474,20150810,12,PM2.5,45.0
69480,20150810,13,PCA,-2.231102982328079
69480,20150810,13,PM2.5,49.0
69486,20150810,14,PCA,-2.661703655127646
69486,20150810,14,PM2.5,44.0
69492,20150810,15,PCA,-23.848221204778053
69492,20150810,15,PM2.5,25.0
69498,20150810,16,PCA,-25.39953198502795
69498,20150810,16,PM2.5,26.0
69504,20150810,17,PCA,-17.897591891659
69504,20150810,17,PM2.5,29.0
