,date,hour,type,平谷
72,20140402,12,PCA,101.98125836819267
72,20140402,12,PM2.5,174.0
78,20140402,13,PCA,100.85695549354327
78,20140402,13,PM2.5,169.0
84,20140402,14,PCA,33.021364525967584
84,20140402,14,PM2.5,74.0
90,20140402,15,PCA,12.193987800015877
90,20140402,15,PM2.5,47.0
96,20140402,16,PCA,11.800695591688662
96,20140402,16,PM2.5,50.0
102,20140402,17,PCA,74.83374906644475
102,20140402,17,PM2.5,130.0
108,20140402,18,PCA,73.53892333041661
108,20140402,18,PM2.5,124.0
114,20140402,19,PCA,56.590050819006485
114,20140402,19,PM2.5,98.0
120,20140402,20,PCA,49.34522076927465
120,20140402,20,PM2.5,85.0
126,20140402,21,PCA,39.25255256316944
126,20140402,21,PM2.5,72.0
132,20140402,22,PCA,38.1662558405503
132,20140402,22,PM2.5,71.0
138,20140402,23,PCA,39.24530725940265
138,20140402,23,PM2.5,70.0
144,20140403,0,PCA,34.245169619118485
144,20140403,0,PM2.5,60.0
150,20140403,1,PCA,38.86351010310602
150,20140403,1,PM2.5,65.0
156,20140403,2,PCA,31.59012592583339
156,20140403,2,PM2.5,57.0
162,20140403,3,PCA,40.67702667281457
162,20140403,3,PM2.5,68.0
168,20140403,4,PCA,16.41740854677027
168,20140403,4,PM2.5,38.0
174,20140403,5,PCA,-12.591736496245913
174,20140403,5,PM2.5,6.0
180,20140403,6,PCA,-22.394294856136796
180,20140403,6,PM2.5,3.0
186,20140403,7,PCA,-23.821622475234218
186,20140403,7,PM2.5,3.0
192,20140403,8,PCA,-24.92130399134345
192,20140403,8,PM2.5,5.0
198,20140403,9,PCA,-31.20758648398737
198,20140403,9,PM2.5,7.0
204,20140403,10,PCA,-39.85867875270705
204,20140403,10,PM2.5,4.0
210,20140403,11,PCA,-38.21725620666544
210,20140403,11,PM2.5,15.0
228,20140403,14,PCA,-42.06575756074522
228,20140403,14,PM2.5,5.0
234,20140403,15,PCA,-35.84279381945615
234,20140403,15,PM2.5,12.0
240,20140403,16,PCA,-39.29583790767743
240,20140403,16,PM2.5,8.0
246,20140403,17,PCA,-46.913776650771524
246,20140403,17,PM2.5,3.0
252,20140403,18,PCA,-46.43971283282747
252,20140403,18,PM2.5,6.0
258,20140403,19,PCA,-47.271111092755994
258,20140403,19,PM2.5,5.0
264,20140403,20,PCA,-40.87023362140573
264,20140403,20,PM2.5,8.0
270,20140403,21,PCA,-31.84657956085744
270,20140403,21,PM2.5,21.0
276,20140403,22,PCA,-24.355579782865505
276,20140403,22,PM2.5,32.0
282,20140403,23,PCA,-23.723569844014598
282,20140403,23,PM2.5,31.0
288,20140404,0,PCA,-18.511164368109
288,20140404,0,PM2.5,34.0
294,20140404,1,PCA,-14.697486820080224
294,20140404,1,PM2.5,36.5
300,20140404,2,PCA,-9.440243844403797
300,20140404,2,PM2.5,39.0
306,20140404,3,PCA,-23.873409660467193
306,20140404,3,PM2.5,30.0
312,20140404,4,PCA,-18.92681640920104
312,20140404,4,PM2.5,29.0
318,20140404,5,PCA,-15.866413963163223
318,20140404,5,PM2.5,32.0
324,20140404,6,PCA,-14.597405992287118
324,20140404,6,PM2.5,31.0
330,20140404,7,PCA,-15.987481908049906
330,20140404,7,PM2.5,33.0
336,20140404,8,PCA,-5.2885672215517445
336,20140404,8,PM2.5,44.0
342,20140404,9,PCA,4.6536563611956066
342,20140404,9,PM2.5,55.0
348,20140404,10,PCA,-6.746456590686171
348,20140404,10,PM2.5,43.0
354,20140404,11,PCA,-7.93516920445991
354,20140404,11,PM2.5,43.0
360,20140404,12,PCA,-11.051093900538248
360,20140404,12,PM2.5,42.0
366,20140404,13,PCA,-17.00952944500243
366,20140404,13,PM2.5,43.0
372,20140404,14,PCA,-29.065309172071668
372,20140404,14,PM2.5,33.0
378,20140404,15,PCA,-33.53756385706579
378,20140404,15,PM2.5,29.0
384,20140404,16,PCA,-41.953074797356585
384,20140404,16,PM2.5,16.0
390,20140404,17,PCA,-34.049971432214704
390,20140404,17,PM2.5,22.0
396,20140404,18,PCA,-29.290491041446238
396,20140404,18,PM2.5,24.0
402,20140404,19,PCA,-30.014425547020224
402,20140404,19,PM2.5,19.0
408,20140404,20,PCA,-31.787330011388708
408,20140404,20,PM2.5,14.0
414,20140404,21,PCA,-29.826626475957053
414,20140404,21,PM2.5,14.0
420,20140404,22,PCA,-13.786797817667537
420,20140404,22,PM2.5,32.0
426,20140404,23,PCA,-9.325961991066249
426,20140404,23,PM2.5,38.0
432,20140405,0,PCA,-11.082775863547615
432,20140405,0,PM2.5,35.0
438,20140405,1,PCA,-9.680003111823568
438,20140405,1,PM2.5,36.0
444,20140405,2,PCA,-10.993762160380044
444,20140405,2,PM2.5,32.0
450,20140405,3,PCA,-9.39256100457524
450,20140405,3,PM2.5,34.0
456,20140405,4,PCA,-7.009510093466918
456,20140405,4,PM2.5,36.0
462,20140405,5,PCA,-22.838400501515068
462,20140405,5,PM2.5,21.0
468,20140405,6,PCA,-33.55833840633171
468,20140405,6,PM2.5,8.0
474,20140405,7,PCA,-32.27395317530599
474,20140405,7,PM2.5,11.0
480,20140405,8,PCA,-35.10802396506064
480,20140405,8,PM2.5,10.0
486,20140405,9,PCA,-38.14734543553576
486,20140405,9,PM2.5,9.0
492,20140405,10,PCA,-39.24601111561837
492,20140405,10,PM2.5,10.0
498,20140405,11,PCA,-41.41798068853802
498,20140405,11,PM2.5,8.0
504,20140405,12,PCA,-43.14340002250937
504,20140405,12,PM2.5,8.0
510,20140405,13,PCA,-40.63431105744677
510,20140405,13,PM2.5,13.0
516,20140405,14,PCA,-45.48117122349914
516,20140405,14,PM2.5,7.0
522,20140405,15,PCA,-47.53708851816524
522,20140405,15,PM2.5,6.0
528,20140405,16,PCA,-46.26048364256164
528,20140405,16,PM2.5,11.0
534,20140405,17,PCA,-51.7772253808711
534,20140405,17,PM2.5,8.0
540,20140405,18,PCA,-51.436135569795006
540,20140405,18,PM2.5,11.0
546,20140405,19,PCA,-51.00882615601363
546,20140405,19,PM2.5,12.0
552,20140405,20,PCA,-36.79838641963132
552,20140405,20,PM2.5,27.0
558,20140405,21,PCA,-21.090820720691138
558,20140405,21,PM2.5,48.0
564,20140405,22,PCA,-8.167904248935688
564,20140405,22,PM2.5,67.0
570,20140405,23,PCA,3.1499462533928826
570,20140405,23,PM2.5,77.0
576,20140406,0,PCA,11.83273918275994
576,20140406,0,PM2.5,86.0
582,20140406,1,PCA,2.415344603799819
582,20140406,1,PM2.5,75.0
588,20140406,2,PCA,-19.25382756585177
588,20140406,2,PM2.5,46.0
594,20140406,3,PCA,-24.926819478315316
594,20140406,3,PM2.5,41.0
600,20140406,4,PCA,-26.87718679443916
600,20140406,4,PM2.5,43.0
606,20140406,5,PCA,-20.92121351560632
606,20140406,5,PM2.5,49.0
612,20140406,6,PCA,-17.119850468554045
612,20140406,6,PM2.5,51.0
618,20140406,7,PCA,-10.195336457779618
618,20140406,7,PM2.5,58.0
624,20140406,8,PCA,-3.2876905470911626
624,20140406,8,PM2.5,65.0
630,20140406,9,PCA,16.798338873612376
630,20140406,9,PM2.5,89.0
636,20140406,10,PCA,2.3721851251533406
636,20140406,10,PM2.5,71.0
642,20140406,11,PCA,-6.040899663098554
642,20140406,11,PM2.5,60.5
648,20140406,12,PCA,-14.453984451350443
648,20140406,12,PM2.5,50.0
654,20140406,13,PCA,-24.03821617940557
654,20140406,13,PM2.5,37.0
660,20140406,14,PCA,-31.22078646272115
660,20140406,14,PM2.5,27.0
666,20140406,15,PCA,-28.435767836937757
666,20140406,15,PM2.5,33.0
672,20140406,16,PCA,-23.773081504758984
672,20140406,16,PM2.5,40.0
678,20140406,17,PCA,-23.669427686893368
678,20140406,17,PM2.5,38.0
684,20140408,10,PCA,141.9365876212124
684,20140408,10,PM2.5,165.0
690,20140408,11,PCA,151.94041799557866
690,20140408,11,PM2.5,178.0
696,20140408,12,PCA,143.44928095470974
696,20140408,12,PM2.5,174.0
702,20140408,13,PCA,133.99347202286626
702,20140408,13,PM2.5,159.0
708,20140408,14,PCA,136.012199313689
708,20140408,14,PM2.5,162.0
714,20140408,15,PCA,136.91078297680892
714,20140408,15,PM2.5,163.0
720,20140408,16,PCA,148.10016659460376
720,20140408,16,PM2.5,174.0
726,20140408,17,PCA,175.73684945558475
726,20140408,17,PM2.5,208.0
732,20140408,18,PCA,152.6175566531644
732,20140408,18,PM2.5,172.0
738,20140408,19,PCA,166.3097022378999
738,20140408,19,PM2.5,182.0
744,20140408,20,PCA,191.19808560174684
744,20140408,20,PM2.5,212.0
750,20140408,21,PCA,212.66128257200944
750,20140408,21,PM2.5,245.0
756,20140408,22,PCA,208.71983292671936
756,20140408,22,PM2.5,237.0
762,20140408,23,PCA,199.59927630191984
762,20140408,23,PM2.5,221.0
768,20140409,0,PCA,199.5512786849767
768,20140409,0,PM2.5,215.0
774,20140409,1,PCA,201.19756571453547
774,20140409,1,PM2.5,213.0
780,20140409,2,PCA,185.0359303141619
780,20140409,2,PM2.5,188.0
786,20140409,3,PCA,178.02072994109528
786,20140409,3,PM2.5,177.0
792,20140409,4,PCA,165.47536255802487
792,20140409,4,PM2.5,156.0
798,20140409,5,PCA,161.1549504162362
798,20140409,5,PM2.5,146.0
804,20140409,6,PCA,157.27847269301574
804,20140409,6,PM2.5,141.0
810,20140409,7,PCA,175.93560507156488
810,20140409,7,PM2.5,159.0
816,20140409,8,PCA,182.9023581067361
816,20140409,8,PM2.5,165.0
822,20140409,9,PCA,179.33484723046834
822,20140409,9,PM2.5,168.0
828,20140409,10,PCA,181.21300714880167
828,20140409,10,PM2.5,174.0
834,20140409,11,PCA,192.68468096582842
834,20140409,11,PM2.5,192.0
840,20140409,12,PCA,167.7990183889171
840,20140409,12,PM2.5,158.0
846,20140409,13,PCA,167.90698602782564
846,20140409,13,PM2.5,160.0
852,20140409,14,PCA,135.63716621443072
852,20140409,14,PM2.5,119.0
858,20140409,15,PCA,114.40257419856023
858,20140409,15,PM2.5,89.0
864,20140409,16,PCA,126.71696613428311
864,20140409,16,PM2.5,110.0
870,20140409,17,PCA,134.72276648711292
870,20140409,17,PM2.5,125.0
876,20140409,18,PCA,142.20534094149824
876,20140409,18,PM2.5,136.0
882,20140409,19,PCA,131.9921634050569
882,20140409,19,PM2.5,122.0
888,20140409,20,PCA,115.09099242551788
888,20140409,20,PM2.5,101.0
894,20140409,21,PCA,105.5706706262108
894,20140409,21,PM2.5,94.0
900,20140409,22,PCA,101.9882831456317
900,20140409,22,PM2.5,97.0
906,20140409,23,PCA,107.15547617469934
906,20140409,23,PM2.5,111.0
912,20140410,0,PCA,100.52392453589172
912,20140410,0,PM2.5,108.0
918,20140410,1,PCA,99.89595832950067
918,20140410,1,PM2.5,112.0
924,20140410,2,PCA,98.82973885484517
924,20140410,2,PM2.5,114.0
930,20140410,3,PCA,100.02222104236053
930,20140410,3,PM2.5,117.0
936,20140410,4,PCA,118.59694140561123
936,20140410,4,PM2.5,134.0
942,20140410,5,PCA,136.43469113377122
942,20140410,5,PM2.5,149.0
948,20140410,6,PCA,139.27389126643294
948,20140410,6,PM2.5,146.0
954,20140410,7,PCA,147.6094276825775
954,20140410,7,PM2.5,151.0
960,20140410,8,PCA,154.56772739333644
960,20140410,8,PM2.5,156.0
966,20140410,9,PCA,156.58926360316684
966,20140410,9,PM2.5,150.0
972,20140410,10,PCA,162.24316945200346
972,20140410,10,PM2.5,139.0
978,20140410,11,PCA,176.29863004649712
978,20140410,11,PM2.5,139.0
984,20140410,12,PCA,191.1561150833885
984,20140410,12,PM2.5,139.0
990,20140410,13,PCA,241.66522094753816
990,20140410,13,PM2.5,197.0
996,20140410,14,PCA,210.93767286986818
996,20140410,14,PM2.5,131.0
1002,20140410,15,PCA,361.3761236275558
1002,20140410,15,PM2.5,356.0
1008,20140410,16,PCA,199.99828871997295
1008,20140410,16,PM2.5,126.0
1014,20140410,17,PCA,177.5206120000073
1014,20140410,17,PM2.5,111.0
1020,20140410,18,PCA,184.6231733088232
1020,20140410,18,PM2.5,137.0
1026,20140410,19,PCA,164.02477789264313
1026,20140410,19,PM2.5,109.0
1032,20140410,20,PCA,145.59173061793453
1032,20140410,20,PM2.5,81.0
1038,20140410,21,PCA,142.69998991510505
1038,20140410,21,PM2.5,78.0
1044,20140410,22,PCA,121.91441663821763
1044,20140410,22,PM2.5,63.0
1050,20140410,23,PCA,101.32772598384526
1050,20140410,23,PM2.5,51.0
1056,20140411,0,PCA,94.02266753559097
1056,20140411,0,PM2.5,55.0
1062,20140411,1,PCA,86.73662072174115
1062,20140411,1,PM2.5,62.0
1068,20140411,2,PCA,78.79206497746658
1068,20140411,2,PM2.5,58.0
1074,20140411,3,PCA,84.77822946050388
1074,20140411,3,PM2.5,69.0
1080,20140411,4,PCA,74.15942668041349
1080,20140411,4,PM2.5,65.0
1086,20140411,5,PCA,79.17610412266937
1086,20140411,5,PM2.5,77.0
1092,20140411,6,PCA,67.13426831181314
1092,20140411,6,PM2.5,70.0
1098,20140411,7,PCA,59.84751163594672
1098,20140411,7,PM2.5,62.0
1104,20140411,8,PCA,44.74491066091559
1104,20140411,8,PM2.5,53.0
1110,20140411,9,PCA,30.54649481571019
1110,20140411,9,PM2.5,47.0
1116,20140411,10,PCA,5.232643437082311
1116,20140411,10,PM2.5,27.0
1122,20140411,11,PCA,-0.5028289240670171
1122,20140411,11,PM2.5,29.0
1128,20140411,12,PCA,-6.6967333692908415
1128,20140411,12,PM2.5,28.0
1134,20140411,13,PCA,43.17445242164986
1134,20140411,13,PM2.5,107.0
1140,20140411,14,PCA,-1.4520258178020442
1140,20140411,14,PM2.5,46.0
1146,20140411,15,PCA,-25.46768876789501
1146,20140411,15,PM2.5,27.0
1152,20140411,16,PCA,-8.176948937209913
1152,20140411,16,PM2.5,54.0
1158,20140411,17,PCA,-5.896379654212153
1158,20140411,17,PM2.5,58.0
1164,20140411,18,PCA,102.65788630371814
1164,20140411,18,PM2.5,215.0
1170,20140411,19,PCA,-0.0774602676071457
1170,20140411,19,PM2.5,61.0
1176,20140411,20,PCA,17.518645458318574
1176,20140411,20,PM2.5,81.0
1182,20140411,21,PCA,36.43511584672204
1182,20140411,21,PM2.5,99.0
1188,20140411,22,PCA,48.476247462906095
1188,20140411,22,PM2.5,111.0
1194,20140411,23,PCA,42.52140018386288
1194,20140411,23,PM2.5,103.0
1200,20140412,0,PCA,19.04815361210509
1200,20140412,0,PM2.5,76.0
1206,20140412,1,PCA,17.439232148623734
1206,20140412,1,PM2.5,75.0
1212,20140412,2,PCA,15.198920809272062
1212,20140412,2,PM2.5,71.0
1218,20140412,3,PCA,14.566817601664235
1218,20140412,3,PM2.5,70.0
1224,20140412,4,PCA,13.41865933598635
1224,20140412,4,PM2.5,68.0
1230,20140412,5,PCA,15.27291082437427
1230,20140412,5,PM2.5,70.0
1236,20140412,6,PCA,14.896413402606349
1236,20140412,6,PM2.5,70.0
1242,20140412,7,PCA,14.320257629758391
1242,20140412,7,PM2.5,69.0
1248,20140412,8,PCA,27.57296249021588
1248,20140412,8,PM2.5,83.0
1254,20140412,9,PCA,41.85689198402104
1254,20140412,9,PM2.5,99.5
1260,20140412,10,PCA,56.86260419165003
1260,20140412,10,PM2.5,116.0
1266,20140412,11,PCA,73.37254404658836
1266,20140412,11,PM2.5,137.0
1272,20140412,12,PCA,70.76300283496712
1272,20140412,12,PM2.5,133.0
1278,20140412,13,PCA,51.75204403624315
1278,20140412,13,PM2.5,106.0
1284,20140412,14,PCA,65.65469034994642
1284,20140412,14,PM2.5,126.0
1290,20140412,15,PCA,74.05518016290517
1290,20140412,15,PM2.5,135.0
1296,20140412,16,PCA,68.42999960010285
1296,20140412,16,PM2.5,127.0
1302,20140412,17,PCA,53.000937770911584
1302,20140412,17,PM2.5,99.0
1308,20140412,18,PCA,86.24340113568837
1308,20140412,18,PM2.5,148.0
1314,20140412,19,PCA,69.16867684659331
1314,20140412,19,PM2.5,118.0
1320,20140412,20,PCA,70.3789558800459
1320,20140412,20,PM2.5,114.0
1326,20140412,21,PCA,71.6763818801717
1326,20140412,21,PM2.5,114.0
1332,20140412,22,PCA,64.55692961074598
1332,20140412,22,PM2.5,102.0
1338,20140412,23,PCA,51.79968310667997
1338,20140412,23,PM2.5,87.0
1344,20140413,0,PCA,55.17774588000531
1344,20140413,0,PM2.5,90.0
1350,20140413,1,PCA,54.151675523956534
1350,20140413,1,PM2.5,87.0
1356,20140413,2,PCA,57.0606740000787
1356,20140413,2,PM2.5,90.0
1362,20140413,3,PCA,55.4048056549941
1362,20140413,3,PM2.5,83.5
1368,20140413,4,PCA,53.7489373099095
1368,20140413,4,PM2.5,77.0
1374,20140413,5,PCA,65.99532136628632
1374,20140413,5,PM2.5,98.0
1380,20140413,6,PCA,58.44236076789056
1380,20140413,6,PM2.5,87.0
1386,20140413,7,PCA,66.46585622881781
1386,20140413,7,PM2.5,98.0
1392,20140413,8,PCA,73.56363357290316
1392,20140413,8,PM2.5,106.0
1398,20140413,9,PCA,85.96230172486794
1398,20140413,9,PM2.5,123.0
1404,20140413,10,PCA,105.6978886759052
1404,20140413,10,PM2.5,149.0
1410,20140413,11,PCA,133.1967756997497
1410,20140413,11,PM2.5,190.0
1416,20140413,12,PCA,167.82566257278194
1416,20140413,12,PM2.5,239.0
1422,20140413,13,PCA,120.37456352988356
1422,20140413,13,PM2.5,172.0
1428,20140413,14,PCA,111.0632826627876
1428,20140413,14,PM2.5,159.0
1434,20140413,15,PCA,124.91177563268116
1434,20140413,15,PM2.5,177.0
1440,20140413,16,PCA,126.74031373286279
1440,20140413,16,PM2.5,179.0
1446,20140413,17,PCA,110.97184860711091
1446,20140413,17,PM2.5,151.0
1452,20140413,18,PCA,123.97208163620708
1452,20140413,18,PM2.5,168.0
1458,20140413,19,PCA,164.0431429506025
1458,20140413,19,PM2.5,214.0
1464,20140413,20,PCA,163.846921008697
1464,20140413,20,PM2.5,206.0
1470,20140413,21,PCA,195.95263229001736
1470,20140413,21,PM2.5,239.0
1476,20140413,22,PCA,197.25602518899467
1476,20140413,22,PM2.5,232.0
1482,20140413,23,PCA,174.45468696071936
1482,20140413,23,PM2.5,195.0
1488,20140414,0,PCA,165.73468340429628
1488,20140414,0,PM2.5,181.0
1494,20140414,1,PCA,178.13054805748894
1494,20140414,1,PM2.5,191.0
1500,20140414,2,PCA,204.50820371494504
1500,20140414,2,PM2.5,226.0
1506,20140414,3,PCA,208.57060760464194
1506,20140414,3,PM2.5,226.0
1512,20140414,4,PCA,204.60936468803263
1512,20140414,4,PM2.5,216.0
1518,20140414,5,PCA,204.88576021559797
1518,20140414,5,PM2.5,211.0
1524,20140414,6,PCA,208.04268256150718
1524,20140414,6,PM2.5,209.0
1530,20140414,7,PCA,219.91752585690028
1530,20140414,7,PM2.5,218.0
1536,20140414,8,PCA,229.79864916764438
1536,20140414,8,PM2.5,225.0
1554,20140414,11,PCA,262.10966728959306
1554,20140414,11,PM2.5,263.0
1560,20140414,12,PCA,240.9996256087297
1560,20140414,12,PM2.5,238.0
1566,20140414,13,PCA,207.92965448828204
1566,20140414,13,PM2.5,192.0
1572,20140414,14,PCA,186.52318856081757
1572,20140414,14,PM2.5,160.0
1578,20140414,15,PCA,198.83029294266603
1578,20140414,15,PM2.5,180.0
1584,20140414,16,PCA,215.42301599113517
1584,20140414,16,PM2.5,206.0
1590,20140414,17,PCA,221.0520601189548
1590,20140414,17,PM2.5,211.0
1596,20140414,18,PCA,283.3126005174127
1596,20140414,18,PM2.5,297.0
1602,20140414,19,PCA,250.38979915466
1602,20140414,19,PM2.5,240.0
1608,20140414,20,PCA,267.7171340520505
1608,20140414,20,PM2.5,258.0
1614,20140414,21,PCA,278.6845405077427
1614,20140414,21,PM2.5,273.0
1620,20140414,22,PCA,256.8849482075099
1620,20140414,22,PM2.5,248.0
1626,20140414,23,PCA,227.37670120771526
1626,20140414,23,PM2.5,203.0
1632,20140415,0,PCA,219.82518194944322
1632,20140415,0,PM2.5,190.0
1638,20140415,1,PCA,224.8523766012069
1638,20140415,1,PM2.5,198.0
1644,20140415,2,PCA,183.83319446826047
1644,20140415,2,PM2.5,136.0
1650,20140415,3,PCA,158.0607755550101
1650,20140415,3,PM2.5,103.0
1656,20140415,4,PCA,147.38475289199164
1656,20140415,4,PM2.5,94.0
1818,20140416,7,PCA,24.358484235870968
1818,20140416,7,PM2.5,68.0
1824,20140416,8,PCA,26.69114855133643
1824,20140416,8,PM2.5,64.0
1830,20140416,9,PCA,32.40853613118164
1830,20140416,9,PM2.5,66.0
1836,20140416,10,PCA,54.397911065219475
1836,20140416,10,PM2.5,86.0
1842,20140416,11,PCA,60.43012477038707
1842,20140416,11,PM2.5,99.0
1848,20140416,12,PCA,63.2082294773371
1848,20140416,12,PM2.5,113.0
1854,20140416,13,PCA,40.51416926222035
1854,20140416,13,PM2.5,81.0
1860,20140416,14,PCA,57.9645609368334
1860,20140416,14,PM2.5,105.0
1866,20140416,15,PCA,14.551843825540002
1866,20140416,15,PM2.5,55.0
1872,20140416,16,PCA,16.34709216324984
1872,20140416,16,PM2.5,70.0
1878,20140416,17,PCA,7.433677117983834
1878,20140416,17,PM2.5,63.0
1884,20140416,18,PCA,-14.819394930687986
1884,20140416,18,PM2.5,48.0
1890,20140416,19,PCA,4.134660915227047
1890,20140416,19,PM2.5,70.0
1896,20140416,20,PCA,13.601582662068186
1896,20140416,20,PM2.5,73.0
1902,20140416,21,PCA,50.50565716400643
1902,20140416,21,PM2.5,105.0
1908,20140416,22,PCA,55.51868990949176
1908,20140416,22,PM2.5,102.0
1914,20140416,23,PCA,59.48669090207355
1914,20140416,23,PM2.5,102.0
1920,20140417,0,PCA,46.00248719081855
1920,20140417,0,PM2.5,77.0
1926,20140417,1,PCA,30.515222894106547
1926,20140417,1,PM2.5,71.0
1932,20140417,2,PCA,47.309347365956526
1932,20140417,2,PM2.5,93.0
1938,20140417,3,PCA,40.50914855286284
1938,20140417,3,PM2.5,88.0
1944,20140417,4,PCA,29.70196607224901
1944,20140417,4,PM2.5,75.0
1950,20140417,5,PCA,41.84789999006623
1950,20140417,5,PM2.5,84.0
1956,20140417,6,PCA,57.655764889294566
1956,20140417,6,PM2.5,98.0
1962,20140417,7,PCA,79.71794951958337
1962,20140417,7,PM2.5,120.0
1968,20140417,8,PCA,74.385335398587
1968,20140417,8,PM2.5,104.0
1974,20140417,9,PCA,66.43890833277105
1974,20140417,9,PM2.5,91.0
1980,20140417,10,PCA,91.69142814063422
1980,20140417,10,PM2.5,122.0
1986,20140417,11,PCA,65.00378701372824
1986,20140417,11,PM2.5,96.0
1992,20140417,12,PCA,58.0595571738771
1992,20140417,12,PM2.5,91.0
1998,20140417,13,PCA,43.870497854733216
1998,20140417,13,PM2.5,76.0
2004,20140417,14,PCA,49.274639486954165
2004,20140417,14,PM2.5,95.0
2010,20140417,15,PCA,34.240568418021375
2010,20140417,15,PM2.5,85.0
2016,20140417,16,PCA,4.535151252179767
2016,20140417,16,PM2.5,56.0
2022,20140417,17,PCA,17.0001563838383
2022,20140417,17,PM2.5,75.0
2028,20140417,18,PCA,19.460487618255854
2028,20140417,18,PM2.5,81.0
2034,20140417,19,PCA,17.60320370157787
2034,20140417,19,PM2.5,79.0
2040,20140417,20,PCA,31.11239442415923
2040,20140417,20,PM2.5,85.0
2046,20140417,21,PCA,60.73039776346022
2046,20140417,21,PM2.5,111.0
2052,20140417,22,PCA,114.22027058181241
2052,20140417,22,PM2.5,153.0
2058,20140417,23,PCA,164.76548103579114
2058,20140417,23,PM2.5,190.0
2064,20140418,0,PCA,173.74799743510513
2064,20140418,0,PM2.5,174.0
2070,20140418,1,PCA,157.33733626047768
2070,20140418,1,PM2.5,147.0
2076,20140418,2,PCA,146.49159034692045
2076,20140418,2,PM2.5,134.0
2082,20140418,3,PCA,140.34886944990095
2082,20140418,3,PM2.5,137.0
2088,20140418,4,PCA,131.85710584307105
2088,20140418,4,PM2.5,139.0
2094,20140418,5,PCA,127.28943655365096
2094,20140418,5,PM2.5,137.0
2100,20140418,6,PCA,103.66392652967933
2100,20140418,6,PM2.5,112.0
2106,20140418,7,PCA,122.52762504915357
2106,20140418,7,PM2.5,139.0
2112,20140418,8,PCA,143.0672007094647
2112,20140418,8,PM2.5,161.0
2118,20140418,9,PCA,167.97045300980105
2118,20140418,9,PM2.5,181.0
2124,20140418,10,PCA,190.72429428693582
2124,20140418,10,PM2.5,193.0
2130,20140418,11,PCA,212.75893153659524
2130,20140418,11,PM2.5,209.0
2136,20140418,12,PCA,187.55531885881499
2136,20140418,12,PM2.5,170.0
2142,20140418,13,PCA,191.55241734753253
2142,20140418,13,PM2.5,180.0
2148,20140418,14,PCA,196.9930812638977
2148,20140418,14,PM2.5,190.0
2154,20140418,15,PCA,197.4024952352576
2154,20140418,15,PM2.5,197.0
2160,20140418,16,PCA,188.23509887559229
2160,20140418,16,PM2.5,182.0
2166,20140418,17,PCA,195.3780198506757
2166,20140418,17,PM2.5,186.0
2172,20140418,18,PCA,186.933476145882
2172,20140418,18,PM2.5,175.0
2178,20140418,19,PCA,126.23377457769399
2178,20140418,19,PM2.5,112.0
2184,20140418,20,PCA,82.29692884300441
2184,20140418,20,PM2.5,81.0
2190,20140418,21,PCA,35.87102648013637
2190,20140418,21,PM2.5,59.0
2196,20140418,22,PCA,12.426601559816874
2196,20140418,22,PM2.5,64.0
2202,20140418,23,PCA,-9.60383509278673
2202,20140418,23,PM2.5,51.0
2208,20140419,0,PCA,-16.406506530586686
2208,20140419,0,PM2.5,50.0
2214,20140419,1,PCA,-22.996879948979824
2214,20140419,1,PM2.5,45.0
2220,20140419,2,PCA,-37.69040062808574
2220,20140419,2,PM2.5,34.0
2226,20140419,3,PCA,-38.97016775414559
2226,20140419,3,PM2.5,36.0
2232,20140419,4,PCA,-35.68213452001446
2232,20140419,4,PM2.5,43.0
2238,20140419,5,PCA,-19.54872315026311
2238,20140419,5,PM2.5,60.0
2244,20140419,6,PCA,-5.320691030983354
2244,20140419,6,PM2.5,69.0
2250,20140419,7,PCA,-13.786070374685211
2250,20140419,7,PM2.5,49.0
2256,20140419,8,PCA,11.551649660750538
2256,20140419,8,PM2.5,70.0
2262,20140419,9,PCA,19.771447016965926
2262,20140419,9,PM2.5,75.0
2268,20140419,10,PCA,27.172781277041775
2268,20140419,10,PM2.5,83.0
2274,20140419,11,PCA,17.11226003615599
2274,20140419,11,PM2.5,67.0
2280,20140419,12,PCA,19.789124033230113
2280,20140419,12,PM2.5,70.0
2286,20140419,13,PCA,35.73869761378614
2286,20140419,13,PM2.5,89.0
2292,20140419,14,PCA,19.390319817616025
2292,20140419,14,PM2.5,69.0
2298,20140419,15,PCA,20.774909191551753
2298,20140419,15,PM2.5,73.0
2304,20140419,16,PCA,4.75271341083937
2304,20140419,16,PM2.5,57.0
2310,20140419,17,PCA,-0.6522609896152084
2310,20140419,17,PM2.5,60.0
2316,20140419,18,PCA,-4.42530064756876
2316,20140419,18,PM2.5,59.0
2322,20140419,19,PCA,-14.411498841694218
2322,20140419,19,PM2.5,52.0
2328,20140419,20,PCA,-8.34309844066595
2328,20140419,20,PM2.5,57.0
2334,20140419,21,PCA,-5.308943795734131
2334,20140419,21,PM2.5,58.0
2340,20140419,22,PCA,7.068208847232075
2340,20140419,22,PM2.5,75.0
2346,20140419,23,PCA,10.387749047542496
2346,20140419,23,PM2.5,73.0
2352,20140420,0,PCA,2.4323457305618974
2352,20140420,0,PM2.5,61.0
2358,20140420,1,PCA,6.530384607704447
2358,20140420,1,PM2.5,63.0
2364,20140420,2,PCA,-6.7295189368183
2364,20140420,2,PM2.5,54.0
2370,20140420,3,PCA,-4.489410413781696
2370,20140420,3,PM2.5,59.0
2376,20140420,4,PCA,-0.792125450207146
