,date,hour,type,北部新区
241866,20181231,8,PM2.5,32.0
241872,20181231,9,PCA,-28.64497777490807
241872,20181231,9,PM2.5,31.0
241878,20181231,10,PCA,-22.88684800035608
241878,20181231,10,PM2.5,33.0
241884,20181231,11,PCA,-29.898003948695916
241884,20181231,11,PM2.5,32.5
241890,20181231,12,PCA,-36.90915989703575
241890,20181231,12,PM2.5,32.0
241896,20181231,13,PCA,-50.7277241575376
241896,20181231,13,PM2.5,22.0
241902,20181231,14,PCA,-54.03735611350668
241902,20181231,14,PM2.5,25.0
241908,20181231,15,PCA,-46.7686053630476
241908,20181231,15,PM2.5,25.0
241914,20181231,16,PCA,-39.69508101387387
241914,20181231,16,PM2.5,30.0
241920,20181231,17,PCA,-33.20677927793721
241920,20181231,17,PM2.5,33.0
241926,20181231,18,PCA,-12.231441530403512
241926,20181231,18,PM2.5,37.0
241932,20181231,19,PCA,-16.897495188789364
241932,20181231,19,PM2.5,36.0
241938,20181231,20,PCA,-20.41788680606159
241938,20181231,20,PM2.5,40.0
241944,20181231,21,PCA,-16.143878802784748
241944,20181231,21,PM2.5,50.0
241950,20181231,22,PCA,-9.130578505579058
241950,20181231,22,PM2.5,56.0
241956,20181231,23,PCA,-3.2145335182992656
241956,20181231,23,PM2.5,57.0
241962,20190101,0,PCA,-19.052226176175413
241962,20190101,0,PM2.5,47.0
241968,20190101,1,PCA,-25.76982798888838
241968,20190101,1,PM2.5,45.0
241974,20190101,2,PCA,-25.31960152508972
241974,20190101,2,PM2.5,46.0
241980,20190101,3,PCA,-24.32579896111544
241980,20190101,3,PM2.5,46.0
241986,20190101,4,PCA,-23.57036723715899
241986,20190101,4,PM2.5,42.0
241992,20190101,5,PCA,-25.791071597694085
241992,20190101,5,PM2.5,44.0
241998,20190101,6,PCA,-25.79202588865503
241998,20190101,6,PM2.5,44.0
242004,20190101,7,PCA,-24.56321551017234
242004,20190101,7,PM2.5,42.0
242010,20190101,8,PCA,-27.99284550559454
242010,20190101,8,PM2.5,41.0
242016,20190101,9,PCA,-12.942837183060968
242016,20190101,9,PM2.5,51.0
242022,20190101,10,PCA,-8.382823454855174
242022,20190101,10,PM2.5,60.0
242028,20190101,11,PCA,-62.494354736241235
242028,20190101,11,PM2.5,21.0
242034,20190101,12,PCA,-74.19245767755037
242034,20190101,12,PM2.5,15.0
242040,20190101,13,PCA,-74.65982232740585
242040,20190101,13,PM2.5,13.0
242046,20190101,14,PCA,-66.59249280320199
242046,20190101,14,PM2.5,16.0
242052,20190101,15,PCA,-83.8029989573079
242052,20190101,15,PM2.5,9.0
242058,20190101,16,PCA,-78.46284303516843
242058,20190101,16,PM2.5,14.0
242064,20190101,17,PCA,-68.09604109416524
242064,20190101,17,PM2.5,11.0
242070,20190101,18,PCA,-64.35213768639953
242070,20190101,18,PM2.5,14.0
242076,20190101,19,PCA,-73.25170327743525
242076,20190101,19,PM2.5,16.0
242082,20190101,20,PCA,-82.26520625646394
242082,20190101,20,PM2.5,12.0
242088,20190101,21,PCA,-70.52203081194953
242088,20190101,21,PM2.5,18.0
242094,20190101,22,PCA,-51.92185328341753
242094,20190101,22,PM2.5,24.0
242100,20190101,23,PCA,-42.52904638786674
242100,20190101,23,PM2.5,30.0
242106,20190102,0,PCA,16.459668808712827
242106,20190102,0,PM2.5,75.0
242112,20190102,1,PCA,28.334029112443694
242112,20190102,1,PM2.5,83.0
242118,20190102,2,PCA,-47.64523093167381
242118,20190102,2,PM2.5,28.0
242124,20190102,3,PCA,-63.39976016144311
242124,20190102,3,PM2.5,22.0
242130,20190102,4,PCA,-65.2255239338934
242130,20190102,4,PM2.5,24.0
242136,20190102,5,PCA,-60.278125159561014
242136,20190102,5,PM2.5,26.0
242142,20190102,6,PCA,-57.90637655238658
242142,20190102,6,PM2.5,29.0
242148,20190102,7,PCA,-67.42812155697149
242148,20190102,7,PM2.5,22.0
242154,20190102,8,PCA,-64.88750555614429
242154,20190102,8,PM2.5,22.0
242160,20190102,9,PCA,-52.61789219751105
242160,20190102,9,PM2.5,26.0
242166,20190102,10,PCA,-29.7321615313109
242166,20190102,10,PM2.5,46.0
242172,20190102,11,PCA,-57.553097813429865
242172,20190102,11,PM2.5,27.0
242178,20190102,12,PCA,-70.03320804851106
242178,20190102,12,PM2.5,25.0
242184,20190102,13,PCA,-65.75849493019933
242184,20190102,13,PM2.5,24.0
242190,20190102,14,PCA,-51.11745675433564
242190,20190102,14,PM2.5,32.0
242196,20190102,15,PCA,-40.03294001831266
242196,20190102,15,PM2.5,39.0
242202,20190102,16,PCA,-32.88187676219147
242202,20190102,16,PM2.5,43.0
242208,20190102,17,PCA,-21.540781224087354
242208,20190102,17,PM2.5,45.0
242214,20190102,18,PCA,-7.264186839594046
242214,20190102,18,PM2.5,52.0
242220,20190102,19,PCA,0.23120984377412018
242220,20190102,19,PM2.5,59.0
242226,20190102,20,PCA,40.49346397077203
242226,20190102,20,PM2.5,88.0
242232,20190102,21,PCA,36.53352146110443
242232,20190102,21,PM2.5,86.0
242238,20190102,22,PCA,6.706026674497013
242238,20190102,22,PM2.5,67.0
242244,20190102,23,PCA,-1.8859458861919836
242244,20190102,23,PM2.5,58.0
242250,20190103,0,PCA,-2.4569914935655683
242250,20190103,0,PM2.5,52.0
242256,20190103,1,PCA,-6.379145100925953
242256,20190103,1,PM2.5,50.0
242262,20190103,2,PCA,-7.589860391335089
242262,20190103,2,PM2.5,51.0
242268,20190103,3,PCA,-2.486525514641429
242268,20190103,3,PM2.5,52.0
242274,20190103,4,PCA,-0.18366127480561154
242274,20190103,4,PM2.5,58.0
242280,20190103,5,PCA,-9.100174122536222
242280,20190103,5,PM2.5,53.0
242286,20190103,6,PCA,-10.22606951615563
242286,20190103,6,PM2.5,55.0
242292,20190103,7,PCA,-15.430494724784642
242292,20190103,7,PM2.5,51.0
242298,20190103,8,PCA,-13.726576389832276
242298,20190103,8,PM2.5,54.0
242304,20190103,9,PCA,-6.278890133551676
242304,20190103,9,PM2.5,57.0
242310,20190103,10,PCA,6.3473251941473965
242310,20190103,10,PM2.5,67.0
242316,20190103,11,PCA,24.616073828666778
242316,20190103,11,PM2.5,78.0
242322,20190103,12,PCA,37.10573733873362
242322,20190103,12,PM2.5,86.0
242328,20190103,13,PCA,50.25698247751336
242328,20190103,13,PM2.5,94.0
242334,20190103,14,PCA,118.27709551687435
242334,20190103,14,PM2.5,135.0
242340,20190103,15,PCA,130.79360684405685
242340,20190103,15,PM2.5,142.0
242346,20190103,16,PCA,135.02588701633405
242346,20190103,16,PM2.5,144.0
242352,20190103,17,PCA,144.02498736897144
242352,20190103,17,PM2.5,149.0
242358,20190103,18,PCA,145.2800008031135
242358,20190103,18,PM2.5,150.0
242364,20190103,19,PCA,150.95241526897607
242364,20190103,19,PM2.5,154.0
242370,20190103,20,PCA,248.9032196220667
242370,20190103,20,PM2.5,226.0
242376,20190103,21,PCA,239.04698368187576
242376,20190103,21,PM2.5,219.0
242382,20190103,22,PCA,192.6575733374851
242382,20190103,22,PM2.5,186.0
242388,20190103,23,PCA,224.11998055425065
242388,20190103,23,PM2.5,209.0
242394,20190104,0,PCA,154.2216938835263
242394,20190104,0,PM2.5,158.0
242400,20190104,1,PCA,-29.350366739294913
242400,20190104,1,PM2.5,44.0
242406,20190104,2,PCA,-68.47876142050909
242406,20190104,2,PM2.5,17.0
242412,20190104,3,PCA,-84.92742261172745
242412,20190104,3,PM2.5,9.0
242418,20190104,4,PCA,-100.37836576781726
242418,20190104,4,PM2.5,6.0
242424,20190104,5,PCA,-103.64979229160654
242424,20190104,5,PM2.5,4.0
242430,20190104,6,PCA,-100.17175556499657
242430,20190104,6,PM2.5,5.0
242436,20190104,7,PCA,-95.91075986470948
242436,20190104,7,PM2.5,4.0
242442,20190104,8,PCA,-96.25902563460576
242442,20190104,8,PM2.5,3.0
242448,20190104,9,PCA,-76.67553389084121
242448,20190104,9,PM2.5,4.0
242454,20190104,10,PCA,-81.74354895335473
242454,20190104,10,PM2.5,4.0
242460,20190104,11,PCA,-85.97500802151018
242460,20190104,11,PM2.5,3.0
242466,20190104,12,PCA,-81.33138363916333
242466,20190104,12,PM2.5,6.0
242472,20190104,13,PCA,-88.67634322888676
242472,20190104,13,PM2.5,7.0
242478,20190104,14,PCA,-99.28843560134446
242478,20190104,14,PM2.5,2.0
242484,20190104,15,PCA,-100.44809840351611
242484,20190104,15,PM2.5,1.0
242490,20190104,16,PCA,-95.81737881974969
242490,20190104,16,PM2.5,6.0
242496,20190104,17,PCA,-97.66067097418944
242496,20190104,17,PM2.5,3.0
242502,20190104,18,PCA,-79.56596533825949
242502,20190104,18,PM2.5,10.0
242508,20190104,19,PCA,-63.81049623673973
242508,20190104,19,PM2.5,12.0
242514,20190104,20,PCA,-70.93112892334689
242514,20190104,20,PM2.5,13.0
242520,20190104,21,PCA,-87.48881729353256
242520,20190104,21,PM2.5,7.0
242526,20190104,22,PCA,-92.5236552289933
242526,20190104,22,PM2.5,6.0
242532,20190104,23,PCA,-89.31955162858715
242532,20190104,23,PM2.5,8.0
242538,20190105,0,PCA,-86.80899136986908
242538,20190105,0,PM2.5,8.5
242544,20190105,1,PCA,-84.29843111115099
242544,20190105,1,PM2.5,9.0
242550,20190105,2,PCA,-84.65398048194537
242550,20190105,2,PM2.5,8.0
242556,20190105,3,PCA,-76.90874834312726
242556,20190105,3,PM2.5,6.0
242562,20190105,4,PCA,-70.53444695981798
242562,20190105,4,PM2.5,12.0
242568,20190105,5,PCA,-76.21583345749437
242568,20190105,5,PM2.5,7.0
242574,20190105,6,PCA,-66.05730699892943
242574,20190105,6,PM2.5,15.0
242580,20190105,7,PCA,-65.37712982327638
242580,20190105,7,PM2.5,12.0
242586,20190105,8,PCA,-67.75165737433967
242586,20190105,8,PM2.5,12.0
242592,20190105,9,PCA,-53.63889614383922
242592,20190105,9,PM2.5,23.0
242598,20190105,10,PCA,-49.807979378899994
242598,20190105,10,PM2.5,17.0
242604,20190105,11,PCA,-73.35994402342955
242604,20190105,11,PM2.5,12.0
242610,20190105,12,PCA,-77.60526218112632
242610,20190105,12,PM2.5,13.0
242616,20190105,13,PCA,-85.3034581033503
242616,20190105,13,PM2.5,12.0
242622,20190105,14,PCA,-90.48723520678473
242622,20190105,14,PM2.5,9.0
242628,20190105,15,PCA,-88.02282804522189
242628,20190105,15,PM2.5,10.0
242634,20190105,16,PCA,-89.00008531569466
242634,20190105,16,PM2.5,9.0
242640,20190105,17,PCA,-73.8066605680904
242640,20190105,17,PM2.5,11.0
242646,20190105,18,PCA,-52.135832111774775
242646,20190105,18,PM2.5,16.0
242652,20190105,19,PCA,-53.468557435103776
242652,20190105,19,PM2.5,19.0
242658,20190105,20,PCA,-57.44835888805993
242658,20190105,20,PM2.5,15.0
242664,20190105,21,PCA,-5.982663202946707
242664,20190105,21,PM2.5,51.0
242670,20190105,22,PCA,-19.716453235680927
242670,20190105,22,PM2.5,43.0
242676,20190105,23,PCA,-42.14457030776224
242676,20190105,23,PM2.5,25.0
242682,20190106,0,PCA,-46.15675684652237
242682,20190106,0,PM2.5,27.0
242688,20190106,1,PCA,-33.15336341793343
242688,20190106,1,PM2.5,30.0
242694,20190106,2,PCA,-32.796486590511726
242694,20190106,2,PM2.5,33.0
242700,20190106,3,PCA,-40.865447227225744
242700,20190106,3,PM2.5,25.0
242706,20190106,4,PCA,-31.546813602057135
242706,20190106,4,PM2.5,36.0
242712,20190106,5,PCA,-39.251180291206424
242712,20190106,5,PM2.5,26.0
242718,20190106,6,PCA,-39.75245924324255
242718,20190106,6,PM2.5,27.0
242724,20190106,7,PCA,-37.883360102697836
242724,20190106,7,PM2.5,28.0
242730,20190106,8,PCA,-39.58659900504514
242730,20190106,8,PM2.5,28.0
242736,20190106,9,PCA,-26.722692269933287
242736,20190106,9,PM2.5,39.0
242742,20190106,10,PCA,-27.864855487642522
242742,20190106,10,PM2.5,37.0
242748,20190106,11,PCA,-33.764496852937526
242748,20190106,11,PM2.5,37.0
242754,20190106,12,PCA,-37.21838403989265
242754,20190106,12,PM2.5,38.0
242760,20190106,13,PCA,-51.45281185202977
242760,20190106,13,PM2.5,30.0
242766,20190106,14,PCA,-46.256997700926135
242766,20190106,14,PM2.5,32.0
242772,20190106,15,PCA,-29.611262857846427
242772,20190106,15,PM2.5,43.0
242778,20190106,16,PCA,-14.16224254411776
242778,20190106,16,PM2.5,51.0
242784,20190106,17,PCA,53.14507648092399
242784,20190106,17,PM2.5,63.0
242790,20190106,18,PCA,36.536920128238656
242790,20190106,18,PM2.5,67.0
242796,20190106,19,PCA,8.480404527532729
242796,20190106,19,PM2.5,59.0
242802,20190106,20,PCA,8.865838339952473
242802,20190106,20,PM2.5,68.0
242808,20190106,21,PCA,27.039268708834374
242808,20190106,21,PM2.5,80.0
242814,20190106,22,PCA,3.2807743491237735
242814,20190106,22,PM2.5,65.0
242820,20190106,23,PCA,2.3777334069995097
242820,20190106,23,PM2.5,60.0
242826,20190107,0,PCA,10.539364247485427
242826,20190107,0,PM2.5,63.0
242832,20190107,1,PCA,13.188025169090478
242832,20190107,1,PM2.5,71.0
242838,20190107,2,PCA,39.56510866824194
242838,20190107,2,PM2.5,89.0
242844,20190107,3,PCA,17.189666712230682
242844,20190107,3,PM2.5,75.0
242850,20190107,4,PCA,2.6854663281056426
242850,20190107,4,PM2.5,65.0
242856,20190107,5,PCA,-1.8310410093119374
242856,20190107,5,PM2.5,63.0
242862,20190107,6,PCA,-6.657070923357668
242862,20190107,6,PM2.5,60.0
242868,20190107,7,PCA,-3.4157739242553853
242868,20190107,7,PM2.5,62.0
242874,20190107,8,PCA,-2.990703811483622
242874,20190107,8,PM2.5,62.0
242880,20190107,9,PCA,2.4904308561822104
242880,20190107,9,PM2.5,64.0
242886,20190107,10,PCA,3.6601731925131755
242886,20190107,10,PM2.5,62.0
242892,20190107,11,PCA,-43.05429700146368
242892,20190107,11,PM2.5,28.0
242898,20190107,12,PCA,-100.41642691742454
242898,20190107,12,PM2.5,7.0
242904,20190107,13,PCA,-104.69619191627864
242904,20190107,13,PM2.5,2.0
242910,20190107,14,PCA,-102.45730853867605
242910,20190107,14,PM2.5,2.0
242916,20190107,15,PCA,-91.2463515792731
242916,20190107,15,PM2.5,5.0
242922,20190107,16,PCA,-89.11804256415401
242922,20190107,16,PM2.5,5.0
242928,20190107,17,PCA,-93.30214999257171
242928,20190107,17,PM2.5,8.0
242934,20190107,18,PCA,-84.85645397131161
242934,20190107,18,PM2.5,6.0
242940,20190107,19,PCA,-91.50496856129215
242940,20190107,19,PM2.5,8.0
242946,20190107,20,PCA,-99.48323957911823
242946,20190107,20,PM2.5,5.0
242952,20190107,21,PCA,-98.73574209113791
242952,20190107,21,PM2.5,4.0
242958,20190107,22,PCA,-98.77293548983403
242958,20190107,22,PM2.5,4.0
242964,20190107,23,PCA,-100.8302810866489
242964,20190107,23,PM2.5,5.0
242970,20190108,0,PCA,-104.34792614638232
242970,20190108,0,PM2.5,3.0
242976,20190108,1,PCA,-100.38428801032666
242976,20190108,1,PM2.5,3.0
242982,20190108,2,PCA,-103.34550991382683
242982,20190108,2,PM2.5,3.0
242988,20190108,3,PCA,-100.04463329795568
242988,20190108,3,PM2.5,2.0
242994,20190108,4,PCA,-95.97480108052126
242994,20190108,4,PM2.5,5.0
243000,20190108,5,PCA,-104.80676627876218
243000,20190108,5,PM2.5,2.0
243006,20190108,6,PCA,-102.75277501968854
243006,20190108,6,PM2.5,2.5
243012,20190108,7,PCA,-100.69878376061486
243012,20190108,7,PM2.5,3.0
243018,20190108,8,PCA,-102.9844258853999
243018,20190108,8,PM2.5,1.0
243024,20190108,9,PCA,-102.15580412701799
243024,20190108,9,PM2.5,3.0
243030,20190108,10,PCA,-103.09929137788266
243030,20190108,10,PM2.5,3.0
243036,20190108,11,PCA,-104.22518416044626
243036,20190108,11,PM2.5,3.0
243042,20190108,12,PCA,-105.03220352267263
243042,20190108,12,PM2.5,2.0
243072,20190108,17,PCA,-98.17485472480594
243072,20190108,17,PM2.5,6.0
243078,20190108,18,PCA,-70.0466725503066
243078,20190108,18,PM2.5,11.0
243084,20190108,19,PCA,-65.0093331403687
243084,20190108,19,PM2.5,14.0
243090,20190108,20,PCA,-15.331379853481682
243090,20190108,20,PM2.5,55.0
243096,20190108,21,PCA,-33.240962258612
243096,20190108,21,PM2.5,32.0
243102,20190108,22,PCA,-41.86718141612035
243102,20190108,22,PM2.5,26.0
243108,20190108,23,PCA,-38.702093256282424
243108,20190108,23,PM2.5,29.0
243114,20190109,0,PCA,-41.796304537865915
243114,20190109,0,PM2.5,26.0
243120,20190109,1,PCA,-49.036643416197975
243120,20190109,1,PM2.5,20.0
243126,20190109,2,PCA,-39.89781565881788
243126,20190109,2,PM2.5,31.0
243132,20190109,3,PCA,-48.80142109691229
243132,20190109,3,PM2.5,22.0
243138,20190109,4,PCA,-47.577991937284686
243138,20190109,4,PM2.5,25.0
243144,20190109,5,PCA,-51.8369231236939
243144,20190109,5,PM2.5,19.0
243150,20190109,6,PCA,-50.252190208750434
243150,20190109,6,PM2.5,20.0
243156,20190109,7,PCA,-50.29886502693893
243156,20190109,7,PM2.5,21.0
243162,20190109,8,PCA,-54.58036454984811
243162,20190109,8,PM2.5,17.0
243168,20190109,9,PCA,-46.546125612647295
243168,20190109,9,PM2.5,22.0
243174,20190109,10,PCA,-54.743215327774266
243174,20190109,10,PM2.5,18.0
243180,20190109,11,PCA,-55.099696065624386
243180,20190109,11,PM2.5,22.0
243186,20190109,12,PCA,-66.9420705557646
243186,20190109,12,PM2.5,21.0
243192,20190109,13,PCA,-62.1161823132356
243192,20190109,13,PM2.5,26.0
243198,20190109,14,PCA,-47.26233422263011
243198,20190109,14,PM2.5,31.0
243204,20190109,15,PCA,-33.96409307108723
243204,20190109,15,PM2.5,39.0
243210,20190109,16,PCA,-25.024288972168122
243210,20190109,16,PM2.5,45.0
243216,20190109,17,PCA,-21.854088578209193
243216,20190109,17,PM2.5,47.0
243222,20190109,18,PCA,-13.482383284786891
243222,20190109,18,PM2.5,50.0
243228,20190109,19,PCA,-9.268741835293321
243228,20190109,19,PM2.5,47.0
243234,20190109,20,PCA,-16.26762140021404
243234,20190109,20,PM2.5,46.0
243240,20190109,21,PCA,-9.529156977529171
243240,20190109,21,PM2.5,53.0
243246,20190109,22,PCA,-13.764935973210807
243246,20190109,22,PM2.5,48.0
243252,20190109,23,PCA,-10.421319492856345
243252,20190109,23,PM2.5,50.0
243258,20190110,0,PCA,-18.104228068422632
243258,20190110,0,PM2.5,45.0
243264,20190110,1,PCA,-20.207380732514814
243264,20190110,1,PM2.5,46.0
243270,20190110,2,PCA,-25.293574812095848
243270,20190110,2,PM2.5,44.0
243276,20190110,3,PCA,-33.23801806779104
243276,20190110,3,PM2.5,37.0
243282,20190110,4,PCA,-29.5213382538632
243282,20190110,4,PM2.5,41.0
243288,20190110,5,PCA,-35.175989926290875
243288,20190110,5,PM2.5,36.0
243294,20190110,6,PCA,-37.23246777219457
243294,20190110,6,PM2.5,36.0
243300,20190110,7,PCA,-27.936605338919748
243300,20190110,7,PM2.5,42.0
243306,20190110,8,PCA,-29.19029721007346
243306,20190110,8,PM2.5,40.0
243312,20190110,9,PCA,-25.152237279219626
243312,20190110,9,PM2.5,41.0
243318,20190110,10,PCA,-16.989473174034288
243318,20190110,10,PM2.5,49.0
243324,20190110,11,PCA,-6.787597620568553
243324,20190110,11,PM2.5,57.0
243330,20190110,12,PCA,-0.5567797198287875
243330,20190110,12,PM2.5,61.0
243336,20190110,13,PCA,13.77757418813344
243336,20190110,13,PM2.5,70.5
243342,20190110,14,PCA,28.11192809609567
243342,20190110,14,PM2.5,80.0
243348,20190110,15,PCA,21.2995186145951
243348,20190110,15,PM2.5,77.0
243354,20190110,16,PCA,13.613501411557065
243354,20190110,16,PM2.5,73.0
243360,20190110,17,PCA,28.787425676965494
243360,20190110,17,PM2.5,79.0
243366,20190110,18,PCA,37.662876399495175
243366,20190110,18,PM2.5,82.0
243372,20190110,19,PCA,29.316738211210694
243372,20190110,19,PM2.5,79.0
243378,20190110,20,PCA,32.61960733799768
243378,20190110,20,PM2.5,81.0
243384,20190110,21,PCA,39.565812923386794
243384,20190110,21,PM2.5,86.0
243390,20190110,22,PCA,78.33971075509471
243390,20190110,22,PM2.5,112.0
243396,20190110,23,PCA,104.68680640107593
243396,20190110,23,PM2.5,128.0
243402,20190111,0,PCA,53.38054303067253
243402,20190111,0,PM2.5,96.0
243408,20190111,1,PCA,49.6303103129697
243408,20190111,1,PM2.5,93.0
243414,20190111,2,PCA,71.0248699005648
243414,20190111,2,PM2.5,108.0
243420,20190111,3,PCA,78.18351144376105
243420,20190111,3,PM2.5,113.0
243426,20190111,4,PCA,39.60882503517017
243426,20190111,4,PM2.5,88.0
243432,20190111,5,PCA,35.5882646887788
243432,20190111,5,PM2.5,86.0
243438,20190111,6,PCA,30.49405505528348
243438,20190111,6,PM2.5,82.0
243444,20190111,7,PCA,37.96844745716301
243444,20190111,7,PM2.5,86.0
243450,20190111,8,PCA,35.74610937306192
243450,20190111,8,PM2.5,85.0
243456,20190111,9,PCA,48.29734501081346
243456,20190111,9,PM2.5,93.0
243462,20190111,10,PCA,44.362798179489836
243462,20190111,10,PM2.5,90.0
243468,20190111,11,PCA,68.2571186237125
243468,20190111,11,PM2.5,102.0
243474,20190111,12,PCA,62.686656367074725
243474,20190111,12,PM2.5,99.0
243480,20190111,13,PCA,53.32739976424309
243480,20190111,13,PM2.5,94.0
243486,20190111,14,PCA,69.04272578878816
243486,20190111,14,PM2.5,105.0
243492,20190111,15,PCA,62.02094184513452
243492,20190111,15,PM2.5,100.0
243498,20190111,16,PCA,50.45593593378678
243498,20190111,16,PM2.5,93.0
243504,20190111,17,PCA,34.37329476031091
243504,20190111,17,PM2.5,82.0
243510,20190111,18,PCA,46.19112608481175
243510,20190111,18,PM2.5,89.0
243516,20190111,19,PCA,49.43264868442472
243516,20190111,19,PM2.5,92.0
243522,20190111,20,PCA,66.62622211892345
243522,20190111,20,PM2.5,103.0
243528,20190111,21,PCA,98.75282172404569
243528,20190111,21,PM2.5,123.0
243534,20190111,22,PCA,95.5976577000439
243534,20190111,22,PM2.5,122.0
243540,20190111,23,PCA,78.50038070379892
243540,20190111,23,PM2.5,112.0
243546,20190112,0,PCA,79.90306687439332
243546,20190112,0,PM2.5,113.0
243552,20190112,1,PCA,90.09077117774008
243552,20190112,1,PM2.5,119.0
243558,20190112,2,PCA,86.83684162735746
243558,20190112,2,PM2.5,118.0
243564,20190112,3,PCA,93.05411877899527
243564,20190112,3,PM2.5,121.0
243570,20190112,4,PCA,88.86262944236897
243570,20190112,4,PM2.5,119.0
243576,20190112,5,PCA,84.87315291162552
243576,20190112,5,PM2.5,117.0
243582,20190112,6,PCA,84.4471285078928
243582,20190112,6,PM2.5,117.0
243588,20190112,7,PCA,72.74296850394663
243588,20190112,7,PM2.5,110.0
243594,20190112,8,PCA,69.5007172138834
243594,20190112,8,PM2.5,108.0
243600,20190112,9,PCA,79.20866103235565
243600,20190112,9,PM2.5,113.0
243606,20190112,10,PCA,94.67924026015636
243606,20190112,10,PM2.5,122.0
243612,20190112,11,PCA,79.10822625137003
243612,20190112,11,PM2.5,111.0
243618,20190112,12,PCA,101.22420885064089
243618,20190112,12,PM2.5,123.0
243624,20190112,13,PCA,100.71144748351901
243624,20190112,13,PM2.5,123.0
243630,20190112,14,PCA,85.90054130250932
243630,20190112,14,PM2.5,114.0
243636,20190112,15,PCA,78.24725328806868
243636,20190112,15,PM2.5,110.0
243642,20190112,16,PCA,77.98878058862215
243642,20190112,16,PM2.5,109.0
243648,20190112,17,PCA,83.56832786894077
243648,20190112,17,PM2.5,112.0
243654,20190112,18,PCA,83.08669116847726
243654,20190112,18,PM2.5,112.0
243660,20190112,19,PCA,85.66545224790568
243660,20190112,19,PM2.5,114.0
243666,20190112,20,PCA,95.00587919859176
243666,20190112,20,PM2.5,120.0
243672,20190112,21,PCA,110.08072061584117
243672,20190112,21,PM2.5,130.0
243678,20190112,22,PCA,102.01434799365408
243678,20190112,22,PM2.5,125.0
243684,20190112,23,PCA,126.71609288796807
243684,20190112,23,PM2.5,140.0
243690,20190113,0,PCA,119.16891502591224
243690,20190113,0,PM2.5,136.0
243696,20190113,1,PCA,111.10254240372518
243696,20190113,1,PM2.5,131.0
243702,20190113,2,PCA,99.00057893881137
243702,20190113,2,PM2.5,124.0
243708,20190113,3,PCA,115.40460610283499
243708,20190113,3,PM2.5,133.0
243714,20190113,4,PCA,130.97585943893844
243714,20190113,4,PM2.5,142.0
243720,20190113,5,PCA,139.89237228666903
243720,20190113,5,PM2.5,147.0
243726,20190113,6,PCA,79.40923018414436
243726,20190113,6,PM2.5,112.0
243732,20190113,7,PCA,-7.404277541377017
243732,20190113,7,PM2.5,59.0
243738,20190113,8,PCA,-89.04001678725197
243738,20190113,8,PM2.5,14.0
243744,20190113,9,PCA,-99.25083926168769
243744,20190113,9,PM2.5,9.0
243750,20190113,10,PCA,-97.77904638580998
243750,20190113,10,PM2.5,5.0
243756,20190113,11,PCA,-94.18948100575558
243756,20190113,11,PM2.5,6.0
243762,20190113,12,PCA,-86.58960267145699
243762,20190113,12,PM2.5,6.0
243768,20190113,13,PCA,-100.39199990835807
243768,20190113,13,PM2.5,4.0
243774,20190113,14,PCA,-96.56838361581198
243774,20190113,14,PM2.5,5.0
243780,20190113,15,PCA,-100.43953986640186
243780,20190113,15,PM2.5,4.0
243786,20190113,16,PCA,-97.87754968098564
243786,20190113,16,PM2.5,6.0
243792,20190113,17,PCA,-94.57229539506554
243792,20190113,17,PM2.5,4.0
243798,20190113,18,PCA,-72.06910017825743
243798,20190113,18,PM2.5,12.0
243804,20190113,19,PCA,-31.994112901289977
243804,20190113,19,PM2.5,33.0
243810,20190113,20,PCA,-37.966255405960595
243810,20190113,20,PM2.5,28.0
243816,20190113,21,PCA,-39.43353742495017
243816,20190113,21,PM2.5,30.0
243822,20190113,22,PCA,-29.014034181405734
243822,20190113,22,PM2.5,39.0
243828,20190113,23,PCA,-1.6925403902403091
243828,20190113,23,PM2.5,62.0
243834,20190114,0,PCA,-12.430084300616663
243834,20190114,0,PM2.5,52.0
243840,20190114,1,PCA,-34.617193260307985
243840,20190114,1,PM2.5,37.0
243846,20190114,2,PCA,-18.6806172861896
243846,20190114,2,PM2.5,43.0
243852,20190114,3,PCA,-18.208597496873484
243852,20190114,3,PM2.5,39.0
243858,20190114,4,PCA,-21.207885772092602
243858,20190114,4,PM2.5,44.0
243864,20190114,5,PCA,-28.32999352137669
243864,20190114,5,PM2.5,40.0
243870,20190114,6,PCA,-26.200050782691612
243870,20190114,6,PM2.5,43.0
243876,20190114,7,PCA,-22.013259761369532
243876,20190114,7,PM2.5,43.0
243882,20190114,8,PCA,-21.017823473829235
243882,20190114,8,PM2.5,46.0
243888,20190114,9,PCA,-12.707913297546524
243888,20190114,9,PM2.5,46.0
243894,20190114,10,PCA,-7.877647384968555
243894,20190114,10,PM2.5,50.0
243900,20190114,11,PCA,-12.19429623299697
243900,20190114,11,PM2.5,51.0
243906,20190114,12,PCA,12.304712080855673
243906,20190114,12,PM2.5,71.0
243912,20190114,13,PCA,16.78753593871493
243912,20190114,13,PM2.5,73.0
243918,20190114,14,PCA,23.955091967926496
243918,20190114,14,PM2.5,77.0
243960,20190114,21,PCA,-16.445391783395
243960,20190114,21,PM2.5,14.0
243966,20190114,22,PCA,-23.22593623838627
243966,20190114,22,PM2.5,9.0
243972,20190114,23,PCA,-40.75792330990722
243972,20190114,23,PM2.5,9.0
243978,20190115,0,PCA,-51.08497263521438
243978,20190115,0,PM2.5,9.0
243984,20190115,1,PCA,-69.9510938046298
