,date,hour,type,北部新区
72,20140402,12,PCA,-12.281311923911664
72,20140402,12,PM2.5,43.0
78,20140402,13,PCA,-12.81313252739327
78,20140402,13,PM2.5,55.0
84,20140402,14,PCA,-12.93666420886831
84,20140402,14,PM2.5,58.0
90,20140402,15,PCA,-20.06104163223997
90,20140402,15,PM2.5,48.0
96,20140402,16,PCA,-12.78415997027267
96,20140402,16,PM2.5,59.0
102,20140402,17,PCA,14.982959012707695
102,20140402,17,PM2.5,97.0
108,20140402,18,PCA,45.176939049195454
108,20140402,18,PM2.5,129.0
114,20140402,19,PCA,56.00382269066621
114,20140402,19,PM2.5,133.0
120,20140402,20,PCA,67.11004425261122
120,20140402,20,PM2.5,141.0
126,20140402,21,PCA,69.47592672651047
126,20140402,21,PM2.5,137.0
132,20140402,22,PCA,55.41672195190318
132,20140402,22,PM2.5,117.0
138,20140402,23,PCA,38.67761863411446
138,20140402,23,PM2.5,91.0
144,20140403,0,PCA,33.608253456414424
144,20140403,0,PM2.5,74.0
150,20140403,1,PCA,28.479724946489274
150,20140403,1,PM2.5,67.0
156,20140403,2,PCA,19.461175950531374
156,20140403,2,PM2.5,57.0
162,20140403,3,PCA,33.44293709825598
162,20140403,3,PM2.5,67.0
168,20140403,4,PCA,-2.905883555263929
168,20140403,4,PM2.5,29.0
174,20140403,5,PCA,-24.5252909837433
174,20140403,5,PM2.5,6.0
180,20140403,6,PCA,-23.70091044600521
180,20140403,6,PM2.5,11.0
186,20140403,7,PCA,-33.01529887554275
186,20140403,7,PM2.5,9.0
192,20140403,8,PCA,-41.222092287195714
192,20140403,8,PM2.5,12.0
198,20140403,9,PCA,-51.66550241960082
198,20140403,9,PM2.5,6.0
204,20140403,10,PCA,-55.6409960385486
204,20140403,10,PM2.5,8.0
210,20140403,11,PCA,-57.403586346098265
210,20140403,11,PM2.5,10.0
216,20140403,12,PCA,-52.50487275013254
216,20140403,12,PM2.5,18.0
222,20140403,13,PCA,-62.89634893659982
222,20140403,13,PM2.5,4.0
228,20140403,14,PCA,-59.267959045339104
228,20140403,14,PM2.5,10.0
234,20140403,15,PCA,-52.84435177134812
234,20140403,15,PM2.5,19.0
240,20140403,16,PCA,-62.82383833477939
240,20140403,16,PM2.5,7.0
246,20140403,17,PCA,-63.54626601178258
246,20140403,17,PM2.5,8.0
252,20140403,18,PCA,-70.75989874451571
252,20140403,18,PM2.5,3.0
258,20140403,19,PCA,-65.94511028896127
258,20140403,19,PM2.5,7.0
264,20140403,20,PCA,-40.99032484608348
264,20140403,20,PM2.5,31.0
270,20140403,21,PCA,-40.60929560260513
270,20140403,21,PM2.5,24.0
276,20140403,22,PCA,-39.44664816270201
276,20140403,22,PM2.5,33.0
282,20140403,23,PCA,-29.797811628131733
282,20140403,23,PM2.5,40.0
288,20140404,0,PCA,-27.620986152523905
288,20140404,0,PM2.5,36.0
294,20140404,1,PCA,-33.89678162960169
294,20140404,1,PM2.5,27.0
300,20140404,2,PCA,-25.68932275747889
300,20140404,2,PM2.5,42.0
306,20140404,3,PCA,-31.386129906529362
306,20140404,3,PM2.5,35.0
312,20140404,4,PCA,-21.661559476617448
312,20140404,4,PM2.5,44.0
318,20140404,5,PCA,-19.50371644042251
318,20140404,5,PM2.5,44.0
324,20140404,6,PCA,-20.735889844414643
324,20140404,6,PM2.5,40.0
330,20140404,7,PCA,-16.028365917772764
330,20140404,7,PM2.5,44.0
336,20140404,8,PCA,-4.602626419363148
336,20140404,8,PM2.5,59.0
342,20140404,9,PCA,-7.668238309492464
342,20140404,9,PM2.5,58.0
348,20140404,10,PCA,-14.479416030620408
348,20140404,10,PM2.5,50.0
354,20140404,11,PCA,-5.046744770619832
354,20140404,11,PM2.5,63.0
360,20140404,12,PCA,-18.366320865001484
360,20140404,12,PM2.5,51.0
366,20140404,13,PCA,-45.54668881734708
366,20140404,13,PM2.5,30.0
372,20140404,14,PCA,-56.354395847494224
372,20140404,14,PM2.5,17.0
378,20140404,15,PCA,-52.424446413108484
378,20140404,15,PM2.5,21.0
384,20140404,16,PCA,-58.087706532005754
384,20140404,16,PM2.5,12.0
390,20140404,17,PCA,-56.16769657474031
390,20140404,17,PM2.5,13.0
396,20140404,18,PCA,-51.92342185911008
396,20140404,18,PM2.5,13.0
402,20140404,19,PCA,-48.43175686558114
402,20140404,19,PM2.5,15.0
408,20140404,20,PCA,-51.15960728919476
408,20140404,20,PM2.5,12.0
414,20140404,21,PCA,-50.1520788225183
414,20140404,21,PM2.5,11.0
420,20140404,22,PCA,-48.418062371461765
420,20140404,22,PM2.5,10.0
426,20140404,23,PCA,-45.73683424562548
426,20140404,23,PM2.5,13.0
432,20140405,0,PCA,-41.87309217171697
432,20140405,0,PM2.5,13.0
438,20140405,1,PCA,-44.92842968424898
438,20140405,1,PM2.5,11.0
444,20140405,2,PCA,-35.41021162906818
444,20140405,2,PM2.5,16.0
450,20140405,3,PCA,-44.30805446330955
450,20140405,3,PM2.5,13.0
456,20140405,4,PCA,-53.53273375139126
456,20140405,4,PM2.5,8.0
462,20140405,5,PCA,-49.21024069620849
462,20140405,5,PM2.5,10.0
468,20140405,6,PCA,-38.35495120370127
468,20140405,6,PM2.5,24.0
474,20140405,7,PCA,-51.89138750410662
474,20140405,7,PM2.5,12.0
480,20140405,8,PCA,-60.46911077932164
480,20140405,8,PM2.5,5.0
486,20140405,9,PCA,-65.95505141416979
486,20140405,9,PM2.5,5.0
492,20140405,10,PCA,-71.333829969889
492,20140405,10,PM2.5,3.0
498,20140405,11,PCA,-67.36155458983673
498,20140405,11,PM2.5,13.0
504,20140405,12,PCA,-71.73297775897903
504,20140405,12,PM2.5,8.0
510,20140405,13,PCA,-67.2465711487214
510,20140405,13,PM2.5,16.0
516,20140405,14,PCA,-74.70294978046554
516,20140405,14,PM2.5,6.0
522,20140405,15,PCA,-73.78964718575477
522,20140405,15,PM2.5,9.0
528,20140405,16,PCA,-74.49476098554581
528,20140405,16,PM2.5,11.0
534,20140405,17,PCA,-79.84790563525964
534,20140405,17,PM2.5,5.0
540,20140405,18,PCA,-71.69448650016152
540,20140405,18,PM2.5,16.0
546,20140405,19,PCA,-55.73639660946586
546,20140405,19,PM2.5,31.0
552,20140405,20,PCA,-46.256782687092276
552,20140405,20,PM2.5,36.0
558,20140405,21,PCA,-19.73397486970465
558,20140405,21,PM2.5,54.0
564,20140405,22,PCA,-13.709263450353031
564,20140405,22,PM2.5,60.0
570,20140405,23,PCA,-11.257196992342294
570,20140405,23,PM2.5,59.0
576,20140406,0,PCA,-9.03074085834155
576,20140406,0,PM2.5,56.0
582,20140406,1,PCA,-12.149154199991013
582,20140406,1,PM2.5,52.0
588,20140406,2,PCA,-9.039126315356238
588,20140406,2,PM2.5,55.0
594,20140406,3,PCA,15.931118083772567
594,20140406,3,PM2.5,82.0
600,20140406,4,PCA,3.1666221701307284
600,20140406,4,PM2.5,65.0
606,20140406,5,PCA,-1.3828419538971124
606,20140406,5,PM2.5,55.0
612,20140406,6,PCA,4.089333351073288
612,20140406,6,PM2.5,61.0
618,20140406,7,PCA,0.7741065313618471
618,20140406,7,PM2.5,57.0
624,20140406,8,PCA,20.643630324420982
624,20140406,8,PM2.5,74.0
630,20140406,9,PCA,32.81264560195626
630,20140406,9,PM2.5,90.0
636,20140406,10,PCA,0.6324843324146956
636,20140406,10,PM2.5,52.0
642,20140406,11,PCA,-14.973583872143784
642,20140406,11,PM2.5,38.5
648,20140406,12,PCA,-29.87021573832923
648,20140406,12,PM2.5,25.0
654,20140406,13,PCA,-16.720124858199995
654,20140406,13,PM2.5,40.0
660,20140406,14,PCA,-33.33545036147128
660,20140406,14,PM2.5,32.0
666,20140406,15,PCA,-38.45137593663919
666,20140406,15,PM2.5,28.0
672,20140406,16,PCA,-28.37439288940431
672,20140406,16,PM2.5,40.0
678,20140406,17,PCA,-22.185180077048262
678,20140406,17,PM2.5,43.0
684,20140408,10,PCA,143.35736813173634
684,20140408,10,PM2.5,191.0
690,20140408,11,PCA,145.68916022143185
690,20140408,11,PM2.5,194.0
696,20140408,12,PCA,145.48324224114924
696,20140408,12,PM2.5,198.0
702,20140408,13,PCA,163.73415542776155
702,20140408,13,PM2.5,215.0
708,20140408,14,PCA,175.06424320169492
708,20140408,14,PM2.5,222.0
714,20140408,15,PCA,141.84433868223473
714,20140408,15,PM2.5,193.0
720,20140408,16,PCA,135.19820270623825
720,20140408,16,PM2.5,183.0
726,20140408,17,PCA,135.2040908312489
726,20140408,17,PM2.5,179.0
732,20140408,18,PCA,140.35799623808592
732,20140408,18,PM2.5,177.0
738,20140408,19,PCA,137.83084911085024
738,20140408,19,PM2.5,169.0
744,20140408,20,PCA,126.25414984844531
744,20140408,20,PM2.5,152.0
750,20140408,21,PCA,130.54809013894612
750,20140408,21,PM2.5,148.0
756,20140408,22,PCA,137.19439150934355
756,20140408,22,PM2.5,149.0
762,20140408,23,PCA,170.07029150703747
762,20140408,23,PM2.5,189.0
768,20140409,0,PCA,168.12520144204046
768,20140409,0,PM2.5,179.0
774,20140409,1,PCA,175.1349600852684
774,20140409,1,PM2.5,187.0
780,20140409,2,PCA,175.41232343194073
780,20140409,2,PM2.5,184.0
786,20140409,3,PCA,163.94804277536676
786,20140409,3,PM2.5,161.0
792,20140409,4,PCA,183.70649704703033
792,20140409,4,PM2.5,179.0
798,20140409,5,PCA,182.45345581095472
798,20140409,5,PM2.5,174.0
804,20140409,6,PCA,177.17288211663993
804,20140409,6,PM2.5,164.0
810,20140409,7,PCA,178.0481786932104
810,20140409,7,PM2.5,165.0
816,20140409,8,PCA,199.80663847649603
816,20140409,8,PM2.5,196.0
822,20140409,9,PCA,207.43992934915852
822,20140409,9,PM2.5,210.0
828,20140409,10,PCA,189.19894570329348
828,20140409,10,PM2.5,197.0
834,20140409,11,PCA,173.64747671840775
834,20140409,11,PM2.5,179.0
840,20140409,12,PCA,72.03888289737796
840,20140409,12,PM2.5,56.0
846,20140409,13,PCA,52.78965563839312
846,20140409,13,PM2.5,36.0
852,20140409,14,PCA,59.711011484964224
852,20140409,14,PM2.5,54.0
858,20140409,15,PCA,53.15152660383444
858,20140409,15,PM2.5,50.0
864,20140409,16,PCA,43.20662855307725
864,20140409,16,PM2.5,42.0
870,20140409,17,PCA,37.77735638203724
870,20140409,17,PM2.5,42.0
876,20140409,18,PCA,53.36088812858569
876,20140409,18,PM2.5,69.0
882,20140409,19,PCA,62.55094473688592
882,20140409,19,PM2.5,85.0
888,20140409,20,PCA,67.40439245671455
888,20140409,20,PM2.5,86.0
894,20140409,21,PCA,82.6878932450216
894,20140409,21,PM2.5,115.0
900,20140409,22,PCA,73.55154664926926
900,20140409,22,PM2.5,99.0
906,20140409,23,PCA,67.81912524727178
906,20140409,23,PM2.5,98.0
912,20140410,0,PCA,95.10821596060569
912,20140410,0,PM2.5,133.0
918,20140410,1,PCA,233.90920475474428
918,20140410,1,PM2.5,335.0
924,20140410,2,PCA,88.8156495694985
924,20140410,2,PM2.5,122.0
930,20140410,3,PCA,178.54777493192043
930,20140410,3,PM2.5,250.0
936,20140410,4,PCA,93.19190160971118
936,20140410,4,PM2.5,128.0
942,20140410,5,PCA,95.04584065590444
942,20140410,5,PM2.5,127.0
948,20140410,6,PCA,90.39219121935517
948,20140410,6,PM2.5,119.0
954,20140410,7,PCA,99.3016927134878
954,20140410,7,PM2.5,123.0
960,20140410,8,PCA,107.67396528666144
960,20140410,8,PM2.5,122.0
966,20140410,9,PCA,105.71798422862767
966,20140410,9,PM2.5,118.0
972,20140410,10,PCA,94.00415267881722
972,20140410,10,PM2.5,101.0
978,20140410,11,PCA,99.03829004982737
978,20140410,11,PM2.5,102.0
984,20140410,12,PCA,119.77058085352304
984,20140410,12,PM2.5,96.0
990,20140410,13,PCA,136.59313158667092
990,20140410,13,PM2.5,96.0
996,20140410,14,PCA,142.5991595959952
996,20140410,14,PM2.5,92.0
1002,20140410,15,PCA,141.29891622486596
1002,20140410,15,PM2.5,75.0
1008,20140410,16,PCA,146.71940686933686
1008,20140410,16,PM2.5,69.0
1014,20140410,17,PCA,149.60032821761305
1014,20140410,17,PM2.5,65.0
1020,20140410,18,PCA,146.9791808389395
1020,20140410,18,PM2.5,64.0
1026,20140410,19,PCA,134.15397011048722
1026,20140410,19,PM2.5,55.5
1032,20140410,20,PCA,118.49101402854279
1032,20140410,20,PM2.5,47.0
1038,20140410,21,PCA,117.20510045783564
1038,20140410,21,PM2.5,54.0
1044,20140410,22,PCA,117.24844169955186
1044,20140410,22,PM2.5,58.0
1050,20140410,23,PCA,126.07831684895386
1050,20140410,23,PM2.5,65.0
1056,20140411,0,PCA,115.07736365527138
1056,20140411,0,PM2.5,53.0
1062,20140411,1,PCA,104.03310301104821
1062,20140411,1,PM2.5,56.0
1068,20140411,2,PCA,95.53655130453433
1068,20140411,2,PM2.5,55.0
1074,20140411,3,PCA,88.98657990298987
1074,20140411,3,PM2.5,59.0
1080,20140411,4,PCA,95.06173383915272
1080,20140411,4,PM2.5,64.0
1086,20140411,5,PCA,96.43892844678578
1086,20140411,5,PM2.5,74.0
1092,20140411,6,PCA,85.81731737263115
1092,20140411,6,PM2.5,65.0
1098,20140411,7,PCA,124.74690642144012
1098,20140411,7,PM2.5,128.0
1104,20140411,8,PCA,83.57352610212115
1104,20140411,8,PM2.5,89.0
1110,20140411,9,PCA,31.888741294058192
1110,20140411,9,PM2.5,37.0
1116,20140411,10,PCA,32.361894999583896
1116,20140411,10,PM2.5,43.0
1122,20140411,11,PCA,27.140953294980353
1122,20140411,11,PM2.5,46.0
1128,20140411,12,PCA,34.70284642802942
1128,20140411,12,PM2.5,73.0
1134,20140411,13,PCA,42.71007939126684
1134,20140411,13,PM2.5,103.0
1140,20140411,14,PCA,18.300712607721113
1140,20140411,14,PM2.5,70.0
1146,20140411,15,PCA,22.126110188988857
1146,20140411,15,PM2.5,75.0
1152,20140411,16,PCA,23.46078465902748
1152,20140411,16,PM2.5,82.0
1158,20140411,17,PCA,4.426859326816682
1158,20140411,17,PM2.5,63.0
1164,20140411,18,PCA,-9.007618890742137
1164,20140411,18,PM2.5,53.0
1170,20140411,19,PCA,-2.885348170421295
1170,20140411,19,PM2.5,67.0
1176,20140411,20,PCA,5.779089164294866
1176,20140411,20,PM2.5,71.0
1182,20140411,21,PCA,16.185645044031602
1182,20140411,21,PM2.5,77.0
1188,20140411,22,PCA,21.314753538701737
1188,20140411,22,PM2.5,79.0
1194,20140411,23,PCA,24.083243929350747
1194,20140411,23,PM2.5,76.0
1200,20140412,0,PCA,43.84934909395699
1200,20140412,0,PM2.5,95.0
1206,20140412,1,PCA,40.51587178784888
1206,20140412,1,PM2.5,97.0
1212,20140412,2,PCA,31.359354376534423
1212,20140412,2,PM2.5,85.0
1218,20140412,3,PCA,25.841089274806862
1218,20140412,3,PM2.5,74.0
1224,20140412,4,PCA,25.52102223619165
1224,20140412,4,PM2.5,77.0
1230,20140412,5,PCA,24.606911630594695
1230,20140412,5,PM2.5,77.0
1236,20140412,6,PCA,19.011173235566414
1236,20140412,6,PM2.5,70.0
1242,20140412,7,PCA,23.887455498087355
1242,20140412,7,PM2.5,82.0
1248,20140412,8,PCA,31.406545297977324
1248,20140412,8,PM2.5,93.0
1254,20140412,9,PCA,44.54100991131054
1254,20140412,9,PM2.5,112.0
1260,20140412,10,PCA,47.73405172187559
1260,20140412,10,PM2.5,116.0
1266,20140412,11,PCA,43.82133484676385
1266,20140412,11,PM2.5,108.0
1272,20140412,12,PCA,44.67094760797353
1272,20140412,12,PM2.5,112.0
1278,20140412,13,PCA,26.859461654284544
1278,20140412,13,PM2.5,99.0
1284,20140412,14,PCA,22.0269704526339
1284,20140412,14,PM2.5,97.0
1290,20140412,15,PCA,25.195853686719992
1290,20140412,15,PM2.5,106.0
1296,20140412,16,PCA,19.005528741510005
1296,20140412,16,PM2.5,95.0
1302,20140412,17,PCA,23.64906397275123
1302,20140412,17,PM2.5,99.0
1308,20140412,18,PCA,28.037683070473115
1308,20140412,18,PM2.5,100.0
1314,20140412,19,PCA,50.41624916881107
1314,20140412,19,PM2.5,123.0
1320,20140412,20,PCA,49.13460527871527
1320,20140412,20,PM2.5,113.0
1326,20140412,21,PCA,53.045121969505765
1326,20140412,21,PM2.5,112.0
1332,20140412,22,PCA,62.17180908888343
1332,20140412,22,PM2.5,119.0
1338,20140412,23,PCA,87.43132223694047
1338,20140412,23,PM2.5,143.0
1344,20140413,0,PCA,103.54034831621608
1344,20140413,0,PM2.5,150.0
1350,20140413,1,PCA,104.29213693419557
1350,20140413,1,PM2.5,147.0
1356,20140413,2,PCA,95.09770004479056
1356,20140413,2,PM2.5,134.0
1362,20140413,3,PCA,87.53029321846853
1362,20140413,3,PM2.5,122.0
1368,20140413,4,PCA,87.83617791123139
1368,20140413,4,PM2.5,120.0
1374,20140413,5,PCA,78.60641011191282
1374,20140413,5,PM2.5,109.0
1380,20140413,6,PCA,79.93267293846556
1380,20140413,6,PM2.5,107.0
1386,20140413,7,PCA,78.49160236195287
1386,20140413,7,PM2.5,106.0
1392,20140413,8,PCA,90.91730860521905
1392,20140413,8,PM2.5,120.0
1398,20140413,9,PCA,105.91845995537487
1398,20140413,9,PM2.5,145.0
1404,20140413,10,PCA,108.20221054852149
1404,20140413,10,PM2.5,151.0
1410,20140413,11,PCA,109.090057539438
1410,20140413,11,PM2.5,156.0
1416,20140413,12,PCA,120.5868915579236
1416,20140413,12,PM2.5,172.0
1422,20140413,13,PCA,134.71390643611963
1422,20140413,13,PM2.5,189.0
1428,20140413,14,PCA,142.4906947387661
1428,20140413,14,PM2.5,207.0
1434,20140413,15,PCA,128.1826529981856
1434,20140413,15,PM2.5,200.0
1440,20140413,16,PCA,117.45431269261977
1440,20140413,16,PM2.5,181.0
1446,20140413,17,PCA,116.93149169800667
1446,20140413,17,PM2.5,174.0
1452,20140413,18,PCA,110.06197020204456
1452,20140413,18,PM2.5,157.0
1458,20140413,19,PCA,111.50757862089549
1458,20140413,19,PM2.5,152.0
1464,20140413,20,PCA,119.21115967605066
1464,20140413,20,PM2.5,156.0
1470,20140413,21,PCA,126.0437511743513
1470,20140413,21,PM2.5,156.0
1476,20140413,22,PCA,165.12455315341717
1476,20140413,22,PM2.5,176.0
1482,20140413,23,PCA,191.24268113513796
1482,20140413,23,PM2.5,200.0
1488,20140414,0,PCA,190.04367963608706
1488,20140414,0,PM2.5,199.0
1494,20140414,1,PCA,178.2361161440344
1494,20140414,1,PM2.5,183.0
1500,20140414,2,PCA,204.53336246242523
1500,20140414,2,PM2.5,220.0
1506,20140414,3,PCA,189.7430324132397
1506,20140414,3,PM2.5,198.0
1512,20140414,4,PCA,181.4100796576531
1512,20140414,4,PM2.5,186.0
1518,20140414,5,PCA,177.6318632470794
1518,20140414,5,PM2.5,181.0
1524,20140414,6,PCA,182.04558617541693
1524,20140414,6,PM2.5,184.0
1530,20140414,7,PCA,200.28690984251332
1530,20140414,7,PM2.5,210.0
1536,20140414,8,PCA,231.33153297009824
1536,20140414,8,PM2.5,246.0
1542,20140414,9,PCA,248.5425740289078
1542,20140414,9,PM2.5,272.0
1548,20140414,10,PCA,256.71840457385076
1548,20140414,10,PM2.5,290.0
1554,20140414,11,PCA,263.87986709253033
1554,20140414,11,PM2.5,299.0
1560,20140414,12,PCA,266.14352627047145
1560,20140414,12,PM2.5,300.0
1566,20140414,13,PCA,236.17778240937943
1566,20140414,13,PM2.5,261.0
1572,20140414,14,PCA,244.26492362782778
1572,20140414,14,PM2.5,273.0
1578,20140414,15,PCA,247.3465034377694
1578,20140414,15,PM2.5,276.0
1584,20140414,16,PCA,243.85210419160643
1584,20140414,16,PM2.5,277.0
1590,20140414,17,PCA,233.65002088689243
1590,20140414,17,PM2.5,260.0
1596,20140414,18,PCA,216.6682590660213
1596,20140414,18,PM2.5,227.0
1602,20140414,19,PCA,192.85126764016778
1602,20140414,19,PM2.5,184.0
1608,20140414,20,PCA,239.6250685173824
1608,20140414,20,PM2.5,234.0
1614,20140414,21,PCA,225.00100822209546
1614,20140414,21,PM2.5,204.0
1620,20140414,22,PCA,274.86612989106754
1620,20140414,22,PM2.5,258.0
1626,20140414,23,PCA,270.4696389960156
1626,20140414,23,PM2.5,252.0
1632,20140415,0,PCA,282.5686642415902
1632,20140415,0,PM2.5,260.0
1638,20140415,1,PCA,266.7560233676446
1638,20140415,1,PM2.5,230.0
1644,20140415,2,PCA,263.7994499179104
1644,20140415,2,PM2.5,231.0
1650,20140415,3,PCA,277.9849380539915
1650,20140415,3,PM2.5,255.0
1656,20140415,4,PCA,269.7252356864091
1656,20140415,4,PM2.5,242.0
1818,20140416,7,PCA,-4.78195801475627
1818,20140416,7,PM2.5,49.0
1824,20140416,8,PCA,20.632466783407455
1824,20140416,8,PM2.5,68.0
1830,20140416,9,PCA,25.376325722419065
1830,20140416,9,PM2.5,66.0
1836,20140416,10,PCA,35.053463214672256
1836,20140416,10,PM2.5,68.0
1842,20140416,11,PCA,33.29087812923422
1842,20140416,11,PM2.5,66.0
1848,20140416,12,PCA,13.446628655851736
1848,20140416,12,PM2.5,57.0
1854,20140416,13,PCA,5.731239416103983
1854,20140416,13,PM2.5,58.0
1860,20140416,14,PCA,-10.019120713860783
1860,20140416,14,PM2.5,52.0
1866,20140416,15,PCA,-17.342504093899848
1866,20140416,15,PM2.5,46.0
1872,20140416,16,PCA,7.654620349923535
1872,20140416,16,PM2.5,66.0
1878,20140416,17,PCA,9.511554478071512
1878,20140416,17,PM2.5,65.0
1884,20140416,18,PCA,9.574777200817318
1884,20140416,18,PM2.5,61.0
1890,20140416,19,PCA,18.71409360890934
1890,20140416,19,PM2.5,64.0
1896,20140416,20,PCA,27.05084964276207
1896,20140416,20,PM2.5,70.0
1902,20140416,21,PCA,25.43728847328778
1902,20140416,21,PM2.5,63.0
1908,20140416,22,PCA,26.15036269552612
1908,20140416,22,PM2.5,66.0
1914,20140416,23,PCA,27.454367268733623
1914,20140416,23,PM2.5,70.0
1920,20140417,0,PCA,25.42008732259657
1920,20140417,0,PM2.5,71.0
1926,20140417,1,PCA,27.685510124348642
1926,20140417,1,PM2.5,74.0
1932,20140417,2,PCA,33.3616802639379
1932,20140417,2,PM2.5,77.0
1938,20140417,3,PCA,42.68269904823963
1938,20140417,3,PM2.5,84.0
1944,20140417,4,PCA,40.33896875582944
1944,20140417,4,PM2.5,80.0
1950,20140417,5,PCA,41.85920662286673
1950,20140417,5,PM2.5,80.0
1956,20140417,6,PCA,25.365886847259876
1956,20140417,6,PM2.5,69.0
1962,20140417,7,PCA,9.71699433735283
1962,20140417,7,PM2.5,63.0
1968,20140417,8,PCA,11.318212192219216
1968,20140417,8,PM2.5,70.0
1974,20140417,9,PCA,3.4249583591948514
1974,20140417,9,PM2.5,66.0
1980,20140417,10,PCA,14.976273038989191
1980,20140417,10,PM2.5,81.0
1986,20140417,11,PCA,14.92596555904702
1986,20140417,11,PM2.5,75.0
1992,20140417,12,PCA,33.44017770512041
1992,20140417,12,PM2.5,96.0
1998,20140417,13,PCA,41.943521672921705
1998,20140417,13,PM2.5,104.0
2004,20140417,14,PCA,51.91597828412237
2004,20140417,14,PM2.5,113.0
2010,20140417,15,PCA,53.69219204459057
2010,20140417,15,PM2.5,108.0
2016,20140417,16,PCA,49.97085641967476
2016,20140417,16,PM2.5,103.0
2022,20140417,17,PCA,56.4390011446986
2022,20140417,17,PM2.5,110.0
2028,20140417,18,PCA,54.18518849536688
2028,20140417,18,PM2.5,105.0
2034,20140417,19,PCA,56.14740644966621
2034,20140417,19,PM2.5,107.0
2040,20140417,20,PCA,47.02612818610392
2040,20140417,20,PM2.5,96.0
2046,20140417,21,PCA,77.18575249108152
2046,20140417,21,PM2.5,131.0
2052,20140417,22,PCA,88.29549921037083
2052,20140417,22,PM2.5,133.0
2058,20140417,23,PCA,101.89834489634877
2058,20140417,23,PM2.5,140.0
2064,20140418,0,PCA,120.19909951647293
2064,20140418,0,PM2.5,138.0
2070,20140418,1,PCA,126.23785944332761
2070,20140418,1,PM2.5,139.0
2076,20140418,2,PCA,118.36925512379635
2076,20140418,2,PM2.5,132.0
2082,20140418,3,PCA,103.33377681871441
2082,20140418,3,PM2.5,122.0
2088,20140418,4,PCA,94.8209710149171
2088,20140418,4,PM2.5,114.0
2094,20140418,5,PCA,107.70286322667874
2094,20140418,5,PM2.5,135.0
2100,20140418,6,PCA,116.22547370627947
2100,20140418,6,PM2.5,143.0
2106,20140418,7,PCA,112.0652241172571
2106,20140418,7,PM2.5,134.0
2112,20140418,8,PCA,108.95147703081885
2112,20140418,8,PM2.5,123.0
2118,20140418,9,PCA,123.98573538368285
2118,20140418,9,PM2.5,144.0
2124,20140418,10,PCA,138.38645670793346
2124,20140418,10,PM2.5,160.0
2130,20140418,11,PCA,175.80136719503412
2130,20140418,11,PM2.5,204.0
2136,20140418,12,PCA,136.56686251291504
2136,20140418,12,PM2.5,155.0
2286,20140419,13,PCA,-48.72333838938706
2286,20140419,13,PM2.5,34.0
2292,20140419,14,PCA,-42.83932822613298
2292,20140419,14,PM2.5,40.0
2298,20140419,15,PCA,-39.4202867084142
2298,20140419,15,PM2.5,47.0
2304,20140419,16,PCA,-39.06309512937622
2304,20140419,16,PM2.5,50.0
2310,20140419,17,PCA,-33.65452032137602
2310,20140419,17,PM2.5,53.0
2316,20140419,18,PCA,-25.130944455080957
2316,20140419,18,PM2.5,58.0
2322,20140419,19,PCA,-22.024501933900346
2322,20140419,19,PM2.5,57.0
2328,20140419,20,PCA,-20.349781756579223
2328,20140419,20,PM2.5,55.0
2334,20140419,21,PCA,-14.141591746939081
2334,20140419,21,PM2.5,56.0
2340,20140419,22,PCA,8.220572855441638
2340,20140419,22,PM2.5,73.0
2346,20140419,23,PCA,16.674822191704354
2346,20140419,23,PM2.5,78.0
2352,20140420,0,PCA,18.962654184039014
2352,20140420,0,PM2.5,78.0
2358,20140420,1,PCA,26.21559681612442
2358,20140420,1,PM2.5,77.0
2364,20140420,2,PCA,23.589707086413135
2364,20140420,2,PM2.5,74.0
2370,20140420,3,PCA,21.605060409724818
2370,20140420,3,PM2.5,74.0
2376,20140420,4,PCA,17.160384241522614
2376,20140420,4,PM2.5,72.0
2382,20140420,5,PCA,8.590729040633017
2382,20140420,5,PM2.5,66.0
2388,20140420,6,PCA,5.8248148563562925
2388,20140420,6,PM2.5,66.0
2394,20140420,7,PCA,16.98971607659725
2394,20140420,7,PM2.5,80.0
2400,20140420,8,PCA,40.482512631404504
2400,20140420,8,PM2.5,98.0
2406,20140420,9,PCA,54.703926282414585
2406,20140420,9,PM2.5,106.0
2412,20140420,10,PCA,27.921420926222684
2412,20140420,10,PM2.5,72.0
2418,20140420,11,PCA,12.255062199981662
2418,20140420,11,PM2.5,64.0
2442,20140420,15,PCA,-93.1357989044173
2442,20140420,15,PM2.5,9.0
2448,20140420,16,PCA,-95.30701365451398
2448,20140420,16,PM2.5,6.0
2454,20140420,17,PCA,-97.47822840461072
2454,20140420,17,PM2.5,3.0
2460,20140420,18,PCA,-92.61783557840161
2460,20140420,18,PM2.5,9.0
2466,20140420,19,PCA,-86.88141422260584
2466,20140420,19,PM2.5,18.0
2472,20140420,20,PCA,-84.8969458481287
2472,20140420,20,PM2.5,20.0
2478,20140420,21,PCA,-69.4194323443349
2478,20140420,21,PM2.5,27.0
2484,20140420,22,PCA,-51.54643691734451
2484,20140420,22,PM2.5,36.0
2616,20140422,4,PCA,-29.26836535339733
2616,20140422,4,PM2.5,39.0
2622,20140422,5,PCA,-32.26833306122152
2622,20140422,5,PM2.5,41.0
2628,20140422,6,PCA,-36.90260659985932
2628,20140422,6,PM2.5,36.0
2634,20140422,7,PCA,-31.635105562112845
2634,20140422,7,PM2.5,42.0
2640,20140422,8,PCA,-21.60603822962681
