,date,hour,type,永定门内
269820,20190714,11,PM2.5,12.0
269826,20190714,12,PCA,-102.68262144179975
269826,20190714,12,PM2.5,10.0
269832,20190714,13,PCA,-98.74042368308974
269832,20190714,13,PM2.5,14.0
269838,20190714,14,PCA,-100.16892914676971
269838,20190714,14,PM2.5,11.0
269844,20190714,15,PCA,-100.0118329051162
269844,20190714,15,PM2.5,10.0
269850,20190714,16,PCA,-87.98126241205046
269850,20190714,16,PM2.5,15.5
269856,20190714,17,PCA,-83.6202716150228
269856,20190714,17,PM2.5,21.0
269862,20190714,18,PCA,-84.90840217001056
269862,20190714,18,PM2.5,22.0
269868,20190714,19,PCA,-82.6930751748471
269868,20190714,19,PM2.5,27.0
269874,20190714,20,PCA,-84.49936973794145
269874,20190714,20,PM2.5,26.0
269880,20190714,21,PCA,-84.84749768828574
269880,20190714,21,PM2.5,26.0
269886,20190714,22,PCA,-77.91232266954599
269886,20190714,22,PM2.5,26.0
269892,20190715,0,PCA,-24.226063606252985
269892,20190715,0,PM2.5,59.0
269898,20190715,1,PCA,-1.6950499752434685
269898,20190715,1,PM2.5,80.0
269904,20190715,2,PCA,-26.120048433561305
269904,20190715,2,PM2.5,64.0
269910,20190715,3,PCA,-33.01239237694735
269910,20190715,3,PM2.5,59.0
269916,20190715,4,PCA,7.937145113365335
269916,20190715,4,PM2.5,78.0
269922,20190715,5,PCA,17.6383029655537
269922,20190715,5,PM2.5,83.0
269928,20190715,6,PCA,15.444487439848482
269928,20190715,6,PM2.5,83.0
269934,20190715,7,PCA,16.75871772575092
269934,20190715,7,PM2.5,84.0
269940,20190715,8,PCA,28.72514715178123
269940,20190715,8,PM2.5,92.0
269946,20190715,9,PCA,16.009797423254327
269946,20190715,9,PM2.5,85.0
269952,20190715,10,PCA,25.420083999673135
269952,20190715,10,PM2.5,95.0
269958,20190715,12,PCA,8.099832447932446
269958,20190715,12,PM2.5,91.0
269964,20190715,13,PCA,-30.919093626550858
269964,20190715,13,PM2.5,68.0
269970,20190715,14,PCA,-40.43317446029579
269970,20190715,14,PM2.5,61.0
269976,20190715,15,PCA,-52.29199055914433
269976,20190715,15,PM2.5,52.0
269982,20190715,16,PCA,-48.31149249168343
269982,20190715,16,PM2.5,54.0
269988,20190715,17,PCA,-36.8713112402651
269988,20190715,17,PM2.5,58.0
269994,20190715,18,PCA,-36.77438786052952
269994,20190715,18,PM2.5,54.0
270000,20190715,19,PCA,-42.490434813883155
270000,20190715,19,PM2.5,49.0
270006,20190715,20,PCA,-50.804115965636306
270006,20190715,20,PM2.5,45.0
270012,20190715,21,PCA,-62.270192375336876
270012,20190715,21,PM2.5,43.0
270018,20190715,22,PCA,-53.554287858777315
270018,20190715,22,PM2.5,45.0
270024,20190715,23,PCA,-64.97458128031104
270024,20190715,23,PM2.5,39.0
270030,20190716,0,PCA,-79.41256285319228
270030,20190716,0,PM2.5,30.0
270036,20190716,1,PCA,-69.08156465608657
270036,20190716,1,PM2.5,35.0
270042,20190716,2,PCA,-65.80060881599191
270042,20190716,2,PM2.5,35.0
270048,20190716,3,PCA,-66.0755772566216
270048,20190716,3,PM2.5,35.0
270054,20190716,4,PCA,-65.77767378665351
270054,20190716,4,PM2.5,33.0
270060,20190716,5,PCA,-56.14256367082182
270060,20190716,5,PM2.5,39.0
270066,20190716,6,PCA,-43.17095335325599
270066,20190716,6,PM2.5,45.0
270072,20190716,7,PCA,-23.490398754744774
270072,20190716,7,PM2.5,56.0
270078,20190716,9,PCA,-24.608430585686047
270078,20190716,9,PM2.5,58.0
270084,20190716,13,PCA,-56.33851667836527
270084,20190716,13,PM2.5,45.0
270090,20190716,14,PCA,-87.50148868018272
270090,20190716,14,PM2.5,26.0
270096,20190716,17,PCA,-89.34515589939089
270096,20190716,17,PM2.5,25.0
270102,20190716,21,PCA,-90.28057213823656
270102,20190716,21,PM2.5,21.0
270108,20190716,22,PCA,-78.6444861749262
270108,20190716,22,PM2.5,26.0
270114,20190716,23,PCA,-86.95690548788275
270114,20190716,23,PM2.5,24.0
270120,20190717,0,PCA,-75.21649252406834
270120,20190717,0,PM2.5,26.0
270126,20190717,1,PCA,-44.73820847212407
270126,20190717,1,PM2.5,35.0
270372,20190718,20,PCA,-17.654922494850602
270372,20190718,20,PM2.5,72.0
270378,20190718,21,PCA,-3.9225430322281936
270378,20190718,21,PM2.5,81.0
270384,20190718,22,PCA,3.762050439017988
270384,20190718,22,PM2.5,86.0
270390,20190718,23,PCA,35.034363799512455
270390,20190718,23,PM2.5,102.0
270396,20190719,0,PCA,31.510182881664807
270396,20190719,0,PM2.5,97.0
270402,20190719,1,PCA,-8.237112557141655
270402,20190719,1,PM2.5,71.0
270408,20190719,2,PCA,-27.768681584657283
270408,20190719,2,PM2.5,58.0
270414,20190719,3,PCA,-34.669643643120644
270414,20190719,3,PM2.5,53.0
270420,20190719,4,PCA,-46.16582313320424
270420,20190719,4,PM2.5,45.0
270426,20190719,5,PCA,-56.85372462387613
270426,20190719,5,PM2.5,39.0
270432,20190719,6,PCA,-58.33063380850025
270432,20190719,6,PM2.5,39.0
270438,20190719,7,PCA,-54.95833087999243
270438,20190719,7,PM2.5,40.0
270444,20190719,8,PCA,-44.26135546298227
270444,20190719,8,PM2.5,48.0
270450,20190719,9,PCA,-42.95134040911457
270450,20190719,9,PM2.5,48.0
270456,20190719,10,PCA,-44.393567350789894
270456,20190719,10,PM2.5,47.0
270462,20190719,11,PCA,-34.557733184824805
270462,20190719,11,PM2.5,54.0
270468,20190719,12,PCA,-29.10795449225251
270468,20190719,12,PM2.5,60.0
270474,20190719,13,PCA,-29.53697698082083
270474,20190719,13,PM2.5,62.0
270480,20190719,14,PCA,-30.165602831429354
270480,20190719,14,PM2.5,61.0
270486,20190719,15,PCA,-18.746896933626136
270486,20190719,15,PM2.5,72.0
270492,20190719,16,PCA,2.6884026911459356
270492,20190719,16,PM2.5,76.0
270498,20190719,17,PCA,-19.421912680463453
270498,20190719,17,PM2.5,68.0
270504,20190719,18,PCA,-35.61513549538025
270504,20190719,18,PM2.5,58.0
270510,20190719,19,PCA,-36.59834140286584
270510,20190719,19,PM2.5,57.0
270516,20190719,20,PCA,-46.128471957034094
270516,20190719,20,PM2.5,52.0
270522,20190719,21,PCA,-34.93019072691144
270522,20190719,21,PM2.5,57.0
270528,20190719,22,PCA,-42.55087795575496
270528,20190719,22,PM2.5,49.5
270534,20190719,23,PCA,-50.1715651845985
270534,20190719,23,PM2.5,42.0
270540,20190720,0,PCA,-61.822725666939
270540,20190720,0,PM2.5,36.0
270546,20190720,1,PCA,-62.289291511177204
270546,20190720,1,PM2.5,35.0
270552,20190720,2,PCA,-82.01196669368895
270552,20190720,2,PM2.5,26.0
270558,20190720,3,PCA,-82.79718042019513
270558,20190720,3,PM2.5,26.0
270564,20190720,4,PCA,-79.54848128075567
270564,20190720,4,PM2.5,28.0
270570,20190720,5,PCA,-74.28153310938224
270570,20190720,5,PM2.5,31.0
270576,20190720,6,PCA,-68.92879509439977
270576,20190720,6,PM2.5,33.0
270582,20190720,7,PCA,-50.99637149026481
270582,20190720,7,PM2.5,38.0
270588,20190720,8,PCA,-35.10375429992569
270588,20190720,8,PM2.5,49.0
270594,20190720,9,PCA,-27.017403490880024
270594,20190720,9,PM2.5,56.0
270600,20190720,10,PCA,-25.48599530364432
270600,20190720,10,PM2.5,58.0
270606,20190720,11,PCA,-32.80330389740026
270606,20190720,11,PM2.5,55.0
270612,20190720,12,PCA,-28.972742749478915
270612,20190720,12,PM2.5,58.0
270618,20190720,13,PCA,-25.932545869777844
270618,20190720,13,PM2.5,60.0
270624,20190720,14,PCA,-10.064561794656107
270624,20190720,14,PM2.5,71.0
270630,20190720,15,PCA,-8.282404809496073
270630,20190720,15,PM2.5,71.0
270636,20190720,16,PCA,-16.023694431829792
270636,20190720,16,PM2.5,62.0
270642,20190720,17,PCA,-17.943673946443102
270642,20190720,17,PM2.5,64.0
270648,20190720,18,PCA,-13.910898649801872
270648,20190720,18,PM2.5,70.0
270654,20190720,19,PCA,3.7607937716519593
270654,20190720,19,PM2.5,83.0
270660,20190720,20,PCA,1.5275183250138378
270660,20190720,20,PM2.5,79.0
270666,20190720,21,PCA,5.8741528015625555
270666,20190720,21,PM2.5,84.0
270672,20190720,22,PCA,-5.3677434085671525
270672,20190720,22,PM2.5,78.0
270678,20190720,23,PCA,9.163808821505556
270678,20190720,23,PM2.5,85.0
270684,20190721,0,PCA,19.712066819023846
270684,20190721,0,PM2.5,92.0
270690,20190721,1,PCA,31.38762112366607
270690,20190721,1,PM2.5,96.0
270696,20190721,2,PCA,24.778863735987038
270696,20190721,2,PM2.5,91.0
270702,20190721,3,PCA,26.108876464819634
270702,20190721,3,PM2.5,91.0
270708,20190721,4,PCA,31.128742129481807
270708,20190721,4,PM2.5,91.0
270714,20190721,5,PCA,42.12261021202369
270714,20190721,5,PM2.5,97.0
270720,20190721,6,PCA,29.748662148417633
270720,20190721,6,PM2.5,90.0
270726,20190721,7,PCA,31.432916624988874
270726,20190721,7,PM2.5,92.0
270732,20190721,8,PCA,41.97272063697192
270732,20190721,8,PM2.5,101.0
270738,20190721,9,PCA,25.382226314829175
270738,20190721,9,PM2.5,94.0
270744,20190721,10,PCA,-2.4139250393189178
270744,20190721,10,PM2.5,78.0
270750,20190721,11,PCA,-7.405199483856291
270750,20190721,11,PM2.5,77.0
270756,20190721,12,PCA,-26.660988347203077
270756,20190721,12,PM2.5,67.0
270762,20190721,13,PCA,-1.0560732687755505
270762,20190721,13,PM2.5,84.0
270768,20190721,14,PCA,-43.04023351837652
270768,20190721,14,PM2.5,57.0
270774,20190721,15,PCA,-44.045082836479345
270774,20190721,15,PM2.5,56.0
270780,20190721,16,PCA,-46.63151751039634
270780,20190721,16,PM2.5,55.5
270786,20190721,17,PCA,-49.21795218431338
270786,20190721,17,PM2.5,55.0
270792,20190721,18,PCA,-64.3759937667262
270792,20190721,18,PM2.5,44.0
270798,20190721,19,PCA,-57.552751494856324
270798,20190721,19,PM2.5,49.0
270804,20190721,20,PCA,-48.227040823974605
270804,20190721,20,PM2.5,54.0
270810,20190721,21,PCA,-44.889191712933965
270810,20190721,21,PM2.5,56.0
270816,20190721,22,PCA,-31.227584061705763
270816,20190721,22,PM2.5,64.0
270822,20190721,23,PCA,-39.24962082331696
270822,20190721,23,PM2.5,51.0
270828,20190722,0,PCA,-5.041775892763898
270828,20190722,0,PM2.5,74.0
270834,20190722,1,PCA,5.216483168536694
270834,20190722,1,PM2.5,78.0
270840,20190722,2,PCA,7.007358167756747
270840,20190722,2,PM2.5,79.0
270846,20190722,3,PCA,24.890421530973033
270846,20190722,3,PM2.5,87.0
270852,20190722,4,PCA,25.74551656994495
270852,20190722,4,PM2.5,88.0
270858,20190722,5,PCA,38.43009897933494
270858,20190722,5,PM2.5,94.0
270864,20190722,6,PCA,10.64813509161255
270864,20190722,6,PM2.5,76.0
270870,20190722,7,PCA,-37.331163568869606
270870,20190722,7,PM2.5,41.0
270876,20190722,8,PCA,-7.187899798426966
270876,20190722,8,PM2.5,64.0
270882,20190722,9,PCA,8.016116516312334
270882,20190722,9,PM2.5,74.0
270888,20190722,10,PCA,23.67395256437939
270888,20190722,10,PM2.5,84.0
270894,20190722,11,PCA,21.6316969192957
270894,20190722,11,PM2.5,81.0
270900,20190722,12,PCA,46.4510423589388
270900,20190722,12,PM2.5,97.0
270906,20190722,13,PCA,68.58956380984674
270906,20190722,13,PM2.5,112.0
270912,20190722,14,PCA,86.29541163134316
270912,20190722,14,PM2.5,123.0
270918,20190722,15,PCA,82.54922194344162
270918,20190722,15,PM2.5,125.0
270924,20190722,16,PCA,80.72213558498302
270924,20190722,16,PM2.5,124.0
270930,20190722,17,PCA,58.87395226219116
270930,20190722,17,PM2.5,115.0
270936,20190722,18,PCA,54.43732726357798
270936,20190722,18,PM2.5,113.0
270942,20190722,19,PCA,49.453210411187705
270942,20190722,19,PM2.5,110.0
270948,20190722,20,PCA,58.286581908918706
270948,20190722,20,PM2.5,110.0
270954,20190722,21,PCA,32.213992895560715
270954,20190722,21,PM2.5,98.0
270960,20190722,22,PCA,-37.73501759808874
270960,20190722,22,PM2.5,55.0
270966,20190722,23,PCA,-53.41978722349194
270966,20190722,23,PM2.5,46.0
270972,20190723,0,PCA,-52.58536976714348
270972,20190723,0,PM2.5,47.0
270978,20190723,1,PCA,-57.66280103235785
270978,20190723,1,PM2.5,43.0
270984,20190723,2,PCA,-53.515687853078276
270984,20190723,2,PM2.5,46.0
270990,20190723,3,PCA,-52.13133351547042
270990,20190723,3,PM2.5,47.0
270996,20190723,4,PCA,-62.289798072836625
270996,20190723,4,PM2.5,41.0
271002,20190723,5,PCA,-56.28527271346438
271002,20190723,5,PM2.5,43.0
271008,20190723,6,PCA,-47.68667473953978
271008,20190723,6,PM2.5,48.0
271014,20190723,7,PCA,-44.363983969070816
271014,20190723,7,PM2.5,45.0
271020,20190723,8,PCA,-63.345486871759924
271020,20190723,8,PM2.5,36.0
271026,20190723,9,PCA,-82.39257632384596
271026,20190723,9,PM2.5,25.0
271032,20190723,10,PCA,-97.33769848829625
271032,20190723,10,PM2.5,16.0
271038,20190723,11,PCA,-95.76095246098885
271038,20190723,11,PM2.5,18.0
271044,20190723,12,PCA,-92.92203425463659
271044,20190723,12,PM2.5,17.0
271050,20190723,13,PCA,-99.63570446100451
271050,20190723,13,PM2.5,16.0
271056,20190723,14,PCA,-95.18987091678711
271056,20190723,14,PM2.5,19.0
271062,20190723,15,PCA,-75.89791610445441
271062,20190723,15,PM2.5,24.0
271068,20190723,16,PCA,-84.21597773463975
271068,20190723,16,PM2.5,27.0
271074,20190723,17,PCA,-85.57095688208928
271074,20190723,17,PM2.5,28.0
271080,20190723,18,PCA,-84.02025129549585
271080,20190723,18,PM2.5,27.0
271086,20190723,19,PCA,-79.22091845220422
271086,20190723,19,PM2.5,25.0
271092,20190723,20,PCA,-86.49465372621036
271092,20190723,20,PM2.5,28.0
271098,20190723,21,PCA,-75.24521927604619
271098,20190723,21,PM2.5,34.0
271104,20190723,22,PCA,-77.34894438070427
271104,20190723,22,PM2.5,32.0
271110,20190723,23,PCA,-85.7468606432444
271110,20190723,23,PM2.5,24.0
271116,20190724,0,PCA,-73.46819588114849
271116,20190724,0,PM2.5,28.0
271122,20190724,1,PCA,-79.84410541219837
271122,20190724,1,PM2.5,25.0
271128,20190724,2,PCA,-69.1109768478715
271128,20190724,2,PM2.5,28.0
271134,20190724,3,PCA,-63.30361215068908
271134,20190724,3,PM2.5,31.0
271140,20190724,4,PCA,-57.55386560855378
271140,20190724,4,PM2.5,32.0
271146,20190724,5,PCA,-51.53645972327343
271146,20190724,5,PM2.5,38.0
271152,20190724,6,PCA,-41.46914336591854
271152,20190724,6,PM2.5,39.0
271158,20190724,7,PCA,-45.04594844675217
271158,20190724,7,PM2.5,41.0
271164,20190724,8,PCA,-26.056830614956407
271164,20190724,8,PM2.5,56.0
271170,20190724,9,PCA,-17.523309298974215
271170,20190724,9,PM2.5,65.0
271176,20190724,10,PCA,-11.770630612472555
271176,20190724,10,PM2.5,69.0
271182,20190724,11,PCA,-13.18066859575626
271182,20190724,11,PM2.5,71.0
271188,20190724,12,PCA,-26.66111955180893
271188,20190724,12,PM2.5,64.0
271194,20190724,13,PCA,-41.1224246480866
271194,20190724,13,PM2.5,52.0
271200,20190724,14,PCA,-67.40219671950824
271200,20190724,14,PM2.5,38.0
271206,20190724,15,PCA,-38.55870723530569
271206,20190724,15,PM2.5,46.0
271212,20190724,16,PCA,-59.98296770925548
271212,20190724,16,PM2.5,46.0
271218,20190724,17,PCA,-66.93086775572557
271218,20190724,17,PM2.5,41.0
271224,20190724,18,PCA,-56.36902446375311
271224,20190724,18,PM2.5,45.0
271230,20190724,19,PCA,-19.072258081277717
271230,20190724,19,PM2.5,49.0
271236,20190724,20,PCA,-28.77795613975689
271236,20190724,20,PM2.5,67.0
271242,20190724,21,PCA,-60.37349097386739
271242,20190724,21,PM2.5,43.0
271248,20190724,22,PCA,-84.54951408778174
271248,20190724,22,PM2.5,27.0
271254,20190724,23,PCA,-57.99246714024779
271254,20190724,23,PM2.5,28.0
271260,20190725,0,PCA,-60.30239748884953
271260,20190725,0,PM2.5,28.0
271266,20190725,1,PCA,-78.31291462606787
271266,20190725,1,PM2.5,22.0
271272,20190725,2,PCA,-79.74195708301993
271272,20190725,2,PM2.5,21.0
271278,20190725,3,PCA,-81.38861585369462
271278,20190725,3,PM2.5,24.0
271284,20190725,4,PCA,-25.31920345747741
271284,20190725,4,PM2.5,33.0
271290,20190725,5,PCA,-55.79702689669015
271290,20190725,5,PM2.5,29.0
271296,20190725,6,PCA,-56.02675150773202
271296,20190725,6,PM2.5,32.0
271302,20190725,7,PCA,-45.80671136890297
271302,20190725,7,PM2.5,30.0
271308,20190725,8,PCA,-36.25315525385216
271308,20190725,8,PM2.5,33.0
271314,20190725,9,PCA,-59.86322031614017
271314,20190725,9,PM2.5,33.0
271320,20190725,10,PCA,-72.81350096230979
271320,20190725,10,PM2.5,30.0
271326,20190725,11,PCA,-44.917613342952755
271326,20190725,11,PM2.5,38.0
271332,20190725,12,PCA,-71.76347603801872
271332,20190725,12,PM2.5,31.0
271338,20190725,13,PCA,-72.29766346666435
271338,20190725,13,PM2.5,34.0
271344,20190725,14,PCA,-62.52828529956079
271344,20190725,14,PM2.5,39.0
271350,20190725,15,PCA,-71.9417650890357
271350,20190725,15,PM2.5,39.0
271356,20190725,16,PCA,-78.24038615179498
271356,20190725,16,PM2.5,32.5
271362,20190725,17,PCA,-78.82179968139363
271362,20190725,17,PM2.5,26.0
271368,20190725,18,PCA,-69.37231953248661
271368,20190725,18,PM2.5,34.0
271374,20190725,19,PCA,-68.35266970855254
271374,20190725,19,PM2.5,36.0
271380,20190725,20,PCA,-71.28441356472814
271380,20190725,20,PM2.5,38.0
271386,20190725,21,PCA,-66.51179220046026
271386,20190725,21,PM2.5,28.0
271392,20190725,22,PCA,-51.43386931750355
271392,20190725,22,PM2.5,29.0
271398,20190725,23,PCA,-79.92289038525632
271398,20190725,23,PM2.5,20.0
271404,20190726,0,PCA,-98.09826525821362
271404,20190726,0,PM2.5,14.0
271410,20190726,1,PCA,-93.87755131639825
271410,20190726,1,PM2.5,16.0
271416,20190726,2,PCA,-93.36950002364375
271416,20190726,2,PM2.5,19.0
271422,20190726,3,PCA,-95.90571519023341
271422,20190726,3,PM2.5,20.0
271428,20190726,4,PCA,-99.67510113261277
271428,20190726,4,PM2.5,17.0
271434,20190726,5,PCA,-96.60854069957728
271434,20190726,5,PM2.5,16.0
271440,20190726,6,PCA,-94.25103547071402
271440,20190726,6,PM2.5,15.0
271446,20190726,7,PCA,-75.31162753063279
271446,20190726,7,PM2.5,20.0
271452,20190726,8,PCA,-86.91320716055758
271452,20190726,8,PM2.5,16.0
271458,20190726,9,PCA,-75.71529273695084
271458,20190726,9,PM2.5,17.0
271464,20190726,10,PCA,-51.823182950705565
271464,20190726,10,PM2.5,39.0
271470,20190726,11,PCA,-47.91340778587593
271470,20190726,11,PM2.5,45.0
271476,20190726,12,PCA,-48.48538763813036
271476,20190726,12,PM2.5,49.0
271482,20190726,13,PCA,-38.14385499175621
271482,20190726,13,PM2.5,58.0
271488,20190726,14,PCA,-42.654187387593645
271488,20190726,14,PM2.5,55.0
271494,20190726,15,PCA,-46.13625895008541
271494,20190726,15,PM2.5,57.0
271500,20190726,16,PCA,-45.241873038759685
271500,20190726,16,PM2.5,57.0
271506,20190726,17,PCA,-52.91371522766486
271506,20190726,17,PM2.5,52.0
271512,20190726,18,PCA,-27.383071446032336
271512,20190726,18,PM2.5,67.0
271518,20190726,19,PCA,-20.320337096880923
271518,20190726,19,PM2.5,73.0
271524,20190726,20,PCA,-4.59452696678832
271524,20190726,20,PM2.5,84.0
271530,20190726,21,PCA,10.540644086493915
271530,20190726,21,PM2.5,91.0
271536,20190726,22,PCA,-2.7780436509577218
271536,20190726,22,PM2.5,82.0
271542,20190726,23,PCA,5.6654245229643445
271542,20190726,23,PM2.5,83.0
271548,20190727,0,PCA,79.12946603611924
271548,20190727,0,PM2.5,128.0
271554,20190727,1,PCA,106.19121769190427
271554,20190727,1,PM2.5,142.0
271560,20190727,2,PCA,109.99687171140937
271560,20190727,2,PM2.5,145.0
271566,20190727,3,PCA,100.63818209346492
271566,20190727,3,PM2.5,138.0
271572,20190727,4,PCA,112.84465842426054
271572,20190727,4,PM2.5,145.0
271578,20190727,5,PCA,116.76700486871619
271578,20190727,5,PM2.5,148.0
271584,20190727,6,PCA,97.49146459009778
271584,20190727,6,PM2.5,138.0
271590,20190727,7,PCA,100.71854136838381
271590,20190727,7,PM2.5,140.0
271596,20190727,8,PCA,133.47704931387048
271596,20190727,8,PM2.5,163.0
271602,20190727,9,PCA,115.48591505544107
271602,20190727,9,PM2.5,151.0
271608,20190727,10,PCA,57.96593563438562
271608,20190727,10,PM2.5,118.0
271614,20190727,11,PCA,17.792355980487145
271614,20190727,11,PM2.5,95.0
271620,20190727,12,PCA,-18.98009517222176
271620,20190727,12,PM2.5,72.0
271626,20190727,13,PCA,-44.42203456415832
271626,20190727,13,PM2.5,56.0
271632,20190727,14,PCA,-36.43100304651548
271632,20190727,14,PM2.5,59.5
271638,20190727,15,PCA,-28.43997152887264
271638,20190727,15,PM2.5,63.0
271644,20190727,16,PCA,-27.387254766029518
271644,20190727,16,PM2.5,68.0
271650,20190727,17,PCA,-29.89409525526076
271650,20190727,17,PM2.5,62.0
271656,20190727,18,PCA,-27.564615590181113
271656,20190727,18,PM2.5,66.0
271662,20190727,19,PCA,-40.49996893398746
271662,20190727,19,PM2.5,61.0
271668,20190727,20,PCA,-81.9177172022574
271668,20190727,20,PM2.5,30.0
271674,20190727,21,PCA,-67.07465007356984
271674,20190727,21,PM2.5,35.0
271680,20190727,22,PCA,-55.41590840839055
271680,20190727,22,PM2.5,26.0
271686,20190727,23,PCA,-22.86840434120324
271686,20190727,23,PM2.5,30.0
271692,20190728,0,PCA,-59.32612324135307
271692,20190728,0,PM2.5,36.0
271698,20190728,1,PCA,-63.54442187023054
271698,20190728,1,PM2.5,34.0
271704,20190728,2,PCA,-46.70942540130395
271704,20190728,2,PM2.5,48.0
271710,20190728,3,PCA,-53.50681349363357
271710,20190728,3,PM2.5,43.0
271716,20190728,4,PCA,-57.14881253026387
271716,20190728,4,PM2.5,41.0
271722,20190728,5,PCA,-59.100631826696336
271722,20190728,5,PM2.5,40.0
271728,20190728,6,PCA,-47.85269698254582
271728,20190728,6,PM2.5,48.0
271734,20190728,7,PCA,-32.12546758124374
271734,20190728,7,PM2.5,58.0
271740,20190728,8,PCA,-21.415402572754136
271740,20190728,8,PM2.5,64.0
271746,20190728,9,PCA,5.808928965529802
271746,20190728,9,PM2.5,81.0
271752,20190728,10,PCA,2.636834820002051
271752,20190728,10,PM2.5,80.0
271758,20190728,11,PCA,-10.382968588661415
271758,20190728,11,PM2.5,73.0
271764,20190728,12,PCA,2.516330585474438
271764,20190728,12,PM2.5,83.0
271770,20190728,13,PCA,-5.986705068002259
271770,20190728,13,PM2.5,80.0
271776,20190728,14,PCA,-30.710834114801543
271776,20190728,14,PM2.5,62.0
271782,20190728,15,PCA,-32.7178644694739
271782,20190728,15,PM2.5,60.0
271788,20190728,16,PCA,-31.348954265657767
271788,20190728,16,PM2.5,60.0
271794,20190728,17,PCA,-47.067687342675704
271794,20190728,17,PM2.5,52.0
271800,20190728,18,PCA,-47.748306995452936
271800,20190728,18,PM2.5,52.0
271806,20190728,19,PCA,-35.35535249713979
