,date,hour,type,顺义
2448,20140420,16,PCA,-81.68224693711348
2448,20140420,16,PM2.5,11.5
2454,20140420,17,PCA,-80.85629131412588
2454,20140420,17,PM2.5,15.0
2460,20140420,18,PCA,-69.38747586190813
2460,20140420,18,PM2.5,21.0
2466,20140420,19,PCA,-26.306521150596776
2466,20140420,19,PM2.5,60.0
2472,20140420,20,PCA,-10.023934409865756
2472,20140420,20,PM2.5,65.0
2478,20140420,21,PCA,5.73276232901774
2478,20140420,21,PM2.5,70.0
2616,20140422,4,PCA,-12.986824593024114
2616,20140422,4,PM2.5,49.0
2622,20140422,5,PCA,-25.009169796616742
2622,20140422,5,PM2.5,38.0
2628,20140422,6,PCA,-28.34499576747693
2628,20140422,6,PM2.5,38.0
2634,20140422,7,PCA,-17.152838108644026
2634,20140422,7,PM2.5,49.0
2640,20140422,8,PCA,-34.491796726769095
2640,20140422,8,PM2.5,39.0
2646,20140422,9,PCA,-46.42163705407805
2646,20140422,9,PM2.5,32.0
2652,20140422,10,PCA,-48.984245185837764
2652,20140422,10,PM2.5,32.0
2658,20140422,11,PCA,-59.94516994660181
2658,20140422,11,PM2.5,26.0
2664,20140422,12,PCA,-56.194175493212384
2664,20140422,12,PM2.5,33.0
2670,20140422,13,PCA,-52.95939788152936
2670,20140422,13,PM2.5,36.0
2676,20140422,14,PCA,-36.91140259399622
2676,20140422,14,PM2.5,48.0
2682,20140422,15,PCA,-28.348756467396345
2682,20140422,15,PM2.5,52.0
2688,20140422,16,PCA,-27.582856715829134
2688,20140422,16,PM2.5,54.0
2694,20140422,18,PCA,-26.81695696426192
2694,20140422,18,PM2.5,56.0
2700,20140422,19,PCA,-20.609226984528995
2700,20140422,19,PM2.5,56.0
2706,20140422,20,PCA,-6.028238954295537
2706,20140422,20,PM2.5,64.0
2712,20140422,21,PCA,5.7713042456379124
2712,20140422,21,PM2.5,72.0
2718,20140422,22,PCA,19.8479792514077
2718,20140422,22,PM2.5,76.0
2724,20140422,23,PCA,26.135105829259484
2724,20140422,23,PM2.5,73.0
2730,20140423,0,PCA,18.096206750603578
2730,20140423,0,PM2.5,71.0
2736,20140423,1,PCA,28.908246113528463
2736,20140423,1,PM2.5,85.0
2742,20140423,2,PCA,29.04218807346935
2742,20140423,2,PM2.5,87.0
2748,20140423,3,PCA,32.169161401971806
2748,20140423,3,PM2.5,87.0
2754,20140423,4,PCA,41.25852260926717
2754,20140423,4,PM2.5,94.0
2760,20140423,5,PCA,51.98688945669989
2760,20140423,5,PM2.5,98.0
2766,20140423,6,PCA,56.11571977958204
2766,20140423,6,PM2.5,96.0
2772,20140423,7,PCA,71.62568909310762
2772,20140423,7,PM2.5,112.0
2778,20140423,8,PCA,99.33551969030577
2778,20140423,8,PM2.5,139.0
2784,20140423,9,PCA,130.31565593116358
2784,20140423,9,PM2.5,166.0
2790,20140423,10,PCA,147.61662752931508
2790,20140423,10,PM2.5,170.0
2796,20140423,11,PCA,168.7647902644908
2796,20140423,11,PM2.5,185.0
2802,20140423,12,PCA,179.38277828791158
2802,20140423,12,PM2.5,191.0
2808,20140423,13,PCA,164.6619920761929
2808,20140423,13,PM2.5,171.0
2814,20140423,14,PCA,157.68476175322374
2814,20140423,14,PM2.5,164.0
2820,20140423,15,PCA,169.8131119671129
2820,20140423,15,PM2.5,183.0
2826,20140423,16,PCA,146.13665099100413
2826,20140423,16,PM2.5,158.0
2832,20140423,17,PCA,127.13017878982212
2832,20140423,17,PM2.5,137.0
2838,20140423,18,PCA,122.6141958692845
2838,20140423,18,PM2.5,135.0
2844,20140429,2,PCA,32.312840785737265
2844,20140429,2,PM2.5,96.9
2850,20140429,3,PCA,46.55165210946175
2850,20140429,3,PM2.5,113.0
2856,20140429,4,PCA,42.0866962675226
2856,20140429,4,PM2.5,100.1
2862,20140429,5,PCA,22.20640132772151
2862,20140429,5,PM2.5,80.9
2868,20140429,6,PCA,16.313307345244585
2868,20140429,6,PM2.5,74.3
2874,20140429,7,PCA,18.25974203670848
2874,20140429,7,PM2.5,74.5
2880,20140429,8,PCA,22.226363002429068
2880,20140429,8,PM2.5,77.3
2886,20140429,9,PCA,24.11260353908398
2886,20140429,9,PM2.5,81.2
2892,20140429,10,PCA,18.17593719629394
2892,20140429,10,PM2.5,81.7
2898,20140429,11,PCA,20.89199286217358
2898,20140429,11,PM2.5,90.0
2904,20140429,12,PCA,33.608888531259346
2904,20140429,12,PM2.5,105.6
2910,20140429,13,PCA,38.46647467405147
2910,20140429,13,PM2.5,109.9
2916,20140429,14,PCA,23.72639319030663
2916,20140429,14,PM2.5,86.95
2922,20140429,15,PCA,9.700906413167562
2922,20140429,15,PM2.5,64.0
2928,20140429,16,PCA,23.84965088334667
2928,20140429,16,PM2.5,86.9
2934,20140429,17,PCA,20.59404231655211
2934,20140429,17,PM2.5,83.6
2940,20140429,18,PCA,12.124148562958368
2940,20140429,18,PM2.5,71.7
2946,20140429,19,PCA,14.614648065429355
2946,20140429,19,PM2.5,69.2
2952,20140429,20,PCA,29.669343186745156
2952,20140429,20,PM2.5,81.7
2958,20140429,21,PCA,39.23265070684372
2958,20140429,21,PM2.5,92.5
2964,20140429,22,PCA,59.041318517574766
2964,20140429,22,PM2.5,112.7
2970,20140429,23,PCA,66.39166573756862
2970,20140429,23,PM2.5,115.8
2976,20140430,0,PCA,66.89683518460578
2976,20140430,0,PM2.5,111.9
2982,20140430,1,PCA,67.94591184855157
2982,20140430,1,PM2.5,108.8
2988,20140430,2,PCA,71.12455704423196
2988,20140430,2,PM2.5,108.3
2994,20140430,3,PCA,71.97562502279209
2994,20140430,3,PM2.5,111.8
3000,20140430,4,PCA,72.345431835158
3000,20140430,4,PM2.5,118.7
3006,20140430,5,PCA,68.71734107718018
3006,20140430,5,PM2.5,109.8
3012,20140430,6,PCA,69.77004163842814
3012,20140430,6,PM2.5,109.1
3018,20140430,7,PCA,64.10830224212397
3018,20140430,7,PM2.5,106.1
3024,20140430,8,PCA,70.00282666202752
3024,20140430,8,PM2.5,112.7
3030,20140430,9,PCA,82.04635485923792
3030,20140430,9,PM2.5,130.9
3036,20140430,10,PCA,79.87340994479142
3036,20140430,10,PM2.5,130.8
3042,20140430,11,PCA,89.79381758018829
3042,20140430,11,PM2.5,144.2
3048,20140430,12,PCA,107.40006334094649
3048,20140430,12,PM2.5,159.5
3054,20140430,13,PCA,85.09810145322912
3054,20140430,13,PM2.5,134.9
3060,20140430,14,PCA,57.95533811373368
3060,20140430,14,PM2.5,110.3
3066,20140430,15,PCA,57.41824778244025
3066,20140430,15,PM2.5,107.0
3072,20140430,16,PCA,49.89133837177632
3072,20140430,16,PM2.5,96.7
3078,20140430,17,PCA,41.94062935999813
3078,20140430,17,PM2.5,88.0
3084,20140430,18,PCA,35.5812436840285
3084,20140430,18,PM2.5,77.5
3090,20140430,19,PCA,38.56543770170877
3090,20140430,19,PM2.5,77.0
3096,20140430,20,PCA,47.90347197851826
3096,20140430,20,PM2.5,81.9
3102,20140430,21,PCA,62.3093183983065
3102,20140430,21,PM2.5,93.2
3108,20140430,22,PCA,69.37359194429325
3108,20140430,22,PM2.5,95.8
3114,20140430,23,PCA,69.44285285148709
3114,20140430,23,PM2.5,95.5
3120,20140501,0,PCA,72.6818352527665
3120,20140501,0,PM2.5,99.5
3126,20140501,1,PCA,87.87656625693191
3126,20140501,1,PM2.5,116.4
3132,20140501,2,PCA,80.359902589037
3132,20140501,2,PM2.5,118.5
3138,20140501,3,PCA,81.62470573018119
3138,20140501,3,PM2.5,119.9
3144,20140501,4,PCA,92.38375586299179
3144,20140501,4,PM2.5,126.4
3150,20140501,5,PCA,98.90325748150798
3150,20140501,5,PM2.5,136.0
3156,20140501,6,PCA,100.01489126130801
3156,20140501,6,PM2.5,135.8
3162,20140501,7,PCA,111.89809880130984
3162,20140501,7,PM2.5,152.1
3168,20140501,8,PCA,125.81983593578887
3168,20140501,8,PM2.5,169.7
3174,20140501,9,PCA,135.2718862523742
3174,20140501,9,PM2.5,188.4
3180,20140501,10,PCA,134.15617668312245
3180,20140501,10,PM2.5,190.0
3186,20140501,11,PCA,128.99073584597454
3186,20140501,11,PM2.5,183.6
3192,20140501,12,PCA,112.95012844808252
3192,20140501,12,PM2.5,165.4
3198,20140501,13,PCA,101.19709885402469
3198,20140501,13,PM2.5,152.7
3204,20140501,14,PCA,100.38018790688062
3204,20140501,14,PM2.5,152.2
3210,20140501,15,PCA,90.7897554066513
3210,20140501,15,PM2.5,137.5
3216,20140501,16,PCA,81.19159234379204
3216,20140501,16,PM2.5,123.3
3222,20140501,17,PCA,82.00808927955643
3222,20140501,17,PM2.5,118.6
3228,20140501,18,PCA,71.55645515514922
3228,20140501,18,PM2.5,88.1
3234,20140501,19,PCA,65.03098902487375
3234,20140501,19,PM2.5,72.5
3240,20140501,20,PCA,68.7999892360442
3240,20140501,20,PM2.5,74.3
3246,20140501,21,PCA,52.39826786141251
3246,20140501,21,PM2.5,62.3
3252,20140501,22,PCA,38.0439759055223
3252,20140501,22,PM2.5,48.4
3258,20140501,23,PCA,29.825375206814574
3258,20140501,23,PM2.5,39.6
3264,20140502,0,PCA,27.47733978572224
3264,20140502,0,PM2.5,40.3
3270,20140502,1,PCA,20.6993465050563
3270,20140502,1,PM2.5,35.3
3276,20140502,2,PCA,13.35993443290511
3276,20140502,2,PM2.5,29.9
3282,20140502,3,PCA,4.679629338231656
3282,20140502,3,PM2.5,23.2
3288,20140502,4,PCA,-0.012794187324069504
3288,20140502,4,PM2.5,21.9
3294,20140502,5,PCA,-4.732571310436313
3294,20140502,5,PM2.5,21.0
3300,20140502,6,PCA,-10.444333697992109
3300,20140502,6,PM2.5,18.9
3306,20140502,7,PCA,-19.160023621349858
3306,20140502,7,PM2.5,13.0
3312,20140502,8,PCA,-23.981896656161968
3312,20140502,8,PM2.5,13.5
3318,20140502,9,PCA,-22.811297201653183
3318,20140502,9,PM2.5,24.8
3324,20140502,10,PCA,-32.24706111753817
3324,20140502,10,PM2.5,21.8
3330,20140502,11,PCA,-37.47600765849136
3330,20140502,11,PM2.5,23.8
3336,20140502,12,PCA,-48.62200160783432
3336,20140502,12,PM2.5,16.5
3342,20140502,13,PCA,-58.24563357077126
3342,20140502,13,PM2.5,10.0
3348,20140502,14,PCA,-56.200215212209166
3348,20140502,14,PM2.5,19.9
3354,20140502,15,PCA,-58.43053725726203
3354,20140502,15,PM2.5,22.7
3360,20140502,16,PCA,-65.54386596887043
3360,20140502,16,PM2.5,15.8
3366,20140502,17,PCA,-69.59177169261389
3366,20140502,17,PM2.5,15.2
3372,20140502,18,PCA,-71.10950036524581
3372,20140502,18,PM2.5,17.9
3378,20140502,19,PCA,-75.58651747946968
3378,20140502,19,PM2.5,11.4
3384,20140502,20,PCA,-80.22411893754692
3384,20140502,20,PM2.5,10.3
3390,20140502,21,PCA,-75.23708166715278
3390,20140502,21,PM2.5,14.1
3396,20140502,22,PCA,-61.231787014972234
3396,20140502,22,PM2.5,12.9
3402,20140502,23,PCA,-42.92634998626613
3402,20140502,23,PM2.5,16.5
3408,20140503,0,PCA,-44.67186279774152
3408,20140503,0,PM2.5,17.2
3414,20140503,1,PCA,-43.346635683589085
3414,20140503,1,PM2.5,24.5
3420,20140503,2,PCA,-44.511187687866794
3420,20140503,2,PM2.5,22.1
3426,20140503,3,PCA,-31.72370218283015
3426,20140503,3,PM2.5,39.4
3432,20140503,4,PCA,-38.02661747046498
3432,20140503,4,PM2.5,31.6
3438,20140503,5,PCA,-42.103140390742475
3438,20140503,5,PM2.5,26.6
3444,20140503,6,PCA,-45.878576806010095
3444,20140503,6,PM2.5,22.4
3450,20140503,7,PCA,-46.01829984759362
3450,20140503,7,PM2.5,22.8
3456,20140503,8,PCA,-37.83339326605525
3456,20140503,8,PM2.5,33.9
3462,20140503,9,PCA,-18.24744572930448
3462,20140503,9,PM2.5,57.6
3468,20140503,10,PCA,8.456840823278641
3468,20140503,10,PM2.5,95.0
3474,20140503,11,PCA,-15.04438576739351
3474,20140503,11,PM2.5,69.2
3480,20140503,12,PCA,-22.695932689122984
3480,20140503,12,PM2.5,64.0
3486,20140503,13,PCA,-37.36902274312174
3486,20140503,13,PM2.5,46.0
3492,20140503,14,PCA,-31.066056176104784
3492,20140503,14,PM2.5,49.4
3498,20140503,15,PCA,-34.156776349841955
3498,20140503,15,PM2.5,40.0
3504,20140503,16,PCA,-54.20502418525918
3504,20140503,16,PM2.5,17.5
3510,20140503,17,PCA,-43.785121665324226
3510,20140503,17,PM2.5,33.0
3516,20140503,18,PCA,-38.79033413063123
3516,20140503,18,PM2.5,39.2
3522,20140503,19,PCA,-29.7949703537871
3522,20140503,19,PM2.5,47.5
3528,20140503,20,PCA,-38.04051811272092
3528,20140503,20,PM2.5,30.6
3534,20140503,21,PCA,-40.863383494210595
3534,20140503,21,PM2.5,24.6
3540,20140503,22,PCA,-41.28822288730685
3540,20140503,22,PM2.5,24.1
3546,20140503,23,PCA,-37.4882621243137
3546,20140503,23,PM2.5,27.3
3552,20140504,0,PCA,-40.61968984156204
3552,20140504,0,PM2.5,21.9
3558,20140504,1,PCA,-40.95211137327189
3558,20140504,1,PM2.5,22.9
3564,20140504,2,PCA,-43.08946172042782
3564,20140504,2,PM2.5,19.4
3570,20140504,3,PCA,-39.31652010338965
3570,20140504,3,PM2.5,24.0
3576,20140504,4,PCA,-35.90565197105511
3576,20140504,4,PM2.5,28.5
3582,20140504,5,PCA,-30.727120374615588
3582,20140504,5,PM2.5,31.6
3588,20140504,6,PCA,-25.710705758577255
3588,20140504,6,PM2.5,37.0
3594,20140504,7,PCA,-24.13591274967453
3594,20140504,7,PM2.5,37.2
3600,20140504,8,PCA,-26.02295787943408
3600,20140504,8,PM2.5,35.9
3606,20140504,9,PCA,-36.67790120276877
3606,20140504,9,PM2.5,26.4
3612,20140504,10,PCA,-40.43702095678611
3612,20140504,10,PM2.5,23.5
3618,20140504,11,PCA,-45.052902930499464
3618,20140504,11,PM2.5,17.9
3624,20140504,12,PCA,-43.24948900605324
3624,20140504,12,PM2.5,20.6
3630,20140504,13,PCA,-42.38877965585578
3630,20140504,13,PM2.5,20.0
3636,20140504,14,PCA,-46.60028139546366
3636,20140504,14,PM2.5,17.8
3642,20140504,15,PCA,-51.934092124956514
3642,20140504,15,PM2.5,9.4
3648,20140504,16,PCA,-50.97194867139383
3648,20140504,16,PM2.5,10.0
3654,20140504,17,PCA,-51.73157679022386
3654,20140504,17,PM2.5,9.6
3660,20140504,18,PCA,-53.88741783572327
3660,20140504,18,PM2.5,10.2
3666,20140504,19,PCA,-57.92932611048834
3666,20140504,19,PM2.5,9.6
3672,20140504,20,PCA,-54.50584688969223
3672,20140504,20,PM2.5,15.2
3678,20140504,21,PCA,-53.63895830513871
3678,20140504,21,PM2.5,18.8
3684,20140504,22,PCA,-48.29969692633872
3684,20140504,22,PM2.5,22.6
3690,20140504,23,PCA,-40.48711055823461
3690,20140504,23,PM2.5,23.3
3696,20140505,0,PCA,-34.84028280754884
3696,20140505,0,PM2.5,26.1
3702,20140505,1,PCA,-38.28835941926622
3702,20140505,1,PM2.5,28.5
3708,20140505,2,PCA,-54.044444678244886
3708,20140505,2,PM2.5,20.3
3714,20140505,3,PCA,-51.154878962514324
3714,20140505,3,PM2.5,16.9
3720,20140505,4,PCA,-56.14696021299895
3720,20140505,4,PM2.5,13.299999999999999
3726,20140505,5,PCA,-61.13904146348358
3726,20140505,5,PM2.5,9.7
3732,20140505,6,PCA,-61.28113982142454
3732,20140505,6,PM2.5,10.4
3738,20140505,7,PCA,-48.069964822834265
3738,20140505,7,PM2.5,18.1
3744,20140505,8,PCA,-49.23090673822776
3744,20140505,8,PM2.5,21.9
3750,20140505,9,PCA,-58.00017689903522
3750,20140505,9,PM2.5,17.6
3756,20140505,10,PCA,-64.91885618258566
3756,20140505,10,PM2.5,12.0
3762,20140505,11,PCA,-62.99680670641827
3762,20140505,11,PM2.5,15.7
3768,20140505,12,PCA,-67.94474337321437
3768,20140505,12,PM2.5,10.0
3774,20140505,13,PCA,-72.73614364268525
3774,20140505,13,PM2.5,7.9
3780,20140505,14,PCA,-75.30956416276697
3780,20140505,14,PM2.5,8.3
3786,20140505,15,PCA,-70.62764344659622
3786,20140505,15,PM2.5,18.2
3792,20140505,16,PCA,-82.03861402119534
3792,20140505,16,PM2.5,13.5
3798,20140505,17,PCA,-75.80437637085208
3798,20140505,17,PM2.5,20.2
3804,20140505,18,PCA,-75.94603818263629
3804,20140505,18,PM2.5,19.3
3810,20140505,19,PCA,-69.9392038229215
3810,20140505,19,PM2.5,26.4
3816,20140505,20,PCA,-70.11032914587436
3816,20140505,20,PM2.5,26.9
3822,20140505,21,PCA,-64.74703944100936
3822,20140505,21,PM2.5,34.1
3828,20140505,22,PCA,-56.55016812129042
3828,20140505,22,PM2.5,40.2
3834,20140505,23,PCA,-48.35329680157145
3834,20140505,23,PM2.5,46.3
3840,20140506,0,PCA,-37.66063581389567
3840,20140506,0,PM2.5,50.3
3846,20140506,1,PCA,-24.027108859610635
3846,20140506,1,PM2.5,49.5
3852,20140506,2,PCA,-21.633964330823027
3852,20140506,2,PM2.5,51.7
3858,20140506,3,PCA,-21.806497147116232
3858,20140506,3,PM2.5,46.6
3864,20140506,4,PCA,-25.05912506812554
3864,20140506,4,PM2.5,42.3
3870,20140506,5,PCA,-26.18408710233872
3870,20140506,5,PM2.5,42.7
3876,20140506,6,PCA,-26.722287352894412
3876,20140506,6,PM2.5,43.3
3882,20140506,7,PCA,-32.27609813916298
3882,20140506,7,PM2.5,34.8
3888,20140506,8,PCA,-27.83558789065353
3888,20140506,8,PM2.5,42.7
3894,20140506,9,PCA,-21.31582529905721
3894,20140506,9,PM2.5,55.5
3900,20140506,10,PCA,-0.9829932821026065
3900,20140506,10,PM2.5,86.1
3906,20140506,11,PCA,-15.943110834756515
3906,20140506,11,PM2.5,66.0
3912,20140506,12,PCA,-8.283202095284922
3912,20140506,12,PM2.5,78.9
3918,20140506,13,PCA,-4.890645902270469
3918,20140506,13,PM2.5,83.3
3924,20140506,14,PCA,-7.510615333274502
3924,20140506,14,PM2.5,76.2
3930,20140506,15,PCA,-2.467258222752296
3930,20140506,15,PM2.5,77.8
3936,20140506,16,PCA,8.132109621687597
3936,20140506,16,PM2.5,92.0
3942,20140506,17,PCA,13.256854527872001
3942,20140506,17,PM2.5,97.0
3948,20140506,18,PCA,19.728025275487695
3948,20140506,18,PM2.5,105.1
3954,20140506,19,PCA,27.316118354558817
3954,20140506,19,PM2.5,108.0
3960,20140506,20,PCA,32.83312874255735
3960,20140506,20,PM2.5,110.9
3966,20140506,21,PCA,42.769748510411155
3966,20140506,21,PM2.5,114.0
3972,20140506,22,PCA,50.68046597324528
3972,20140506,22,PM2.5,114.5
3978,20140506,23,PCA,58.24579005287592
3978,20140506,23,PM2.5,121.0
3984,20140507,0,PCA,68.70008882947441
3984,20140507,0,PM2.5,130.6
3990,20140507,1,PCA,58.68021690577476
3990,20140507,1,PM2.5,119.9
3996,20140507,2,PCA,56.51729773384347
3996,20140507,2,PM2.5,120.6
4002,20140507,3,PCA,61.523518900124245
4002,20140507,3,PM2.5,120.6
4008,20140507,4,PCA,69.82106156332266
4008,20140507,4,PM2.5,121.7
4014,20140507,5,PCA,81.82595587396673
4014,20140507,5,PM2.5,133.0
4020,20140507,6,PCA,79.34486310972952
4020,20140507,6,PM2.5,123.5
4026,20140507,7,PCA,83.41372946776781
4026,20140507,7,PM2.5,123.2
4032,20140507,8,PCA,77.86001525196497
4032,20140507,8,PM2.5,117.0
4038,20140507,9,PCA,69.14356664324691
4038,20140507,9,PM2.5,107.7
4044,20140507,10,PCA,37.14696120320819
4044,20140507,10,PM2.5,73.0
4050,20140507,11,PCA,12.61769718867461
4050,20140507,11,PM2.5,43.8
4080,20140507,16,PCA,12.503697837981534
4080,20140507,16,PM2.5,41.8
4086,20140507,17,PCA,3.1658946146171547
4086,20140507,17,PM2.5,32.1
4092,20140507,18,PCA,28.959575250057206
4092,20140507,18,PM2.5,70.4
4098,20140507,19,PCA,-12.657341661446164
4098,20140507,19,PM2.5,11.3
4104,20140507,20,PCA,-18.036782578139395
4104,20140507,20,PM2.5,13.2
4110,20140507,21,PCA,-19.177376614164928
4110,20140507,21,PM2.5,17.1
4116,20140507,22,PCA,-19.882343856858867
4116,20140507,22,PM2.5,20.1
4122,20140507,23,PCA,4.789289368381999
4122,20140507,23,PM2.5,55.9
4128,20140508,0,PCA,34.64919259935934
4128,20140508,0,PM2.5,92.4
4134,20140508,1,PCA,45.74319871928847
4134,20140508,1,PM2.5,111.4
4140,20140508,2,PCA,36.61109536981715
4140,20140508,2,PM2.5,106.4
4146,20140508,3,PCA,30.219772111995802
4146,20140508,3,PM2.5,96.4
4152,20140508,4,PCA,23.3085046159631
4152,20140508,4,PM2.5,88.9
4158,20140508,5,PCA,35.12089661032542
4158,20140508,5,PM2.5,99.9
4164,20140508,6,PCA,49.080773525440634
4164,20140508,6,PM2.5,117.6
4170,20140508,7,PCA,47.91079563347023
4170,20140508,7,PM2.5,118.9
4176,20140508,8,PCA,51.50508838895689
4176,20140508,8,PM2.5,125.9
4182,20140508,9,PCA,46.973684722399156
4182,20140508,9,PM2.5,121.4
4188,20140508,10,PCA,32.20039814151925
4188,20140508,10,PM2.5,103.7
4194,20140508,11,PCA,36.895600724228075
4194,20140508,11,PM2.5,107.4
4200,20140508,12,PCA,31.147638713970586
4200,20140508,12,PM2.5,97.3
4206,20140508,13,PCA,13.70957974453712
4206,20140508,13,PM2.5,80.6
4212,20140508,14,PCA,-4.546111787886612
4212,20140508,14,PM2.5,60.1
4218,20140508,15,PCA,-5.449021589801266
4218,20140508,15,PM2.5,60.6
4224,20140508,16,PCA,2.046941240780453
4224,20140508,16,PM2.5,69.2
4230,20140508,17,PCA,8.805895245065399
4230,20140508,17,PM2.5,77.1
4236,20140508,18,PCA,12.706308465314565
4236,20140508,18,PM2.5,79.7
4242,20140508,19,PCA,16.600998921503656
4242,20140508,19,PM2.5,74.8
4248,20140508,20,PCA,13.376660664918363
4248,20140508,20,PM2.5,64.7
4254,20140508,21,PCA,11.903023245288306
4254,20140508,21,PM2.5,60.1
4260,20140508,22,PCA,17.347156180964763
4260,20140508,22,PM2.5,63.7
4266,20140508,23,PCA,11.345204320053522
4266,20140508,23,PM2.5,53.4
4272,20140509,0,PCA,9.196391071623154
4272,20140509,0,PM2.5,57.7
4278,20140509,1,PCA,2.936939645285377
4278,20140509,1,PM2.5,53.6
4284,20140509,2,PCA,3.62758135365537
4284,20140509,2,PM2.5,54.7
4290,20140509,3,PCA,5.8808521543168135
4290,20140509,3,PM2.5,57.9
4296,20140509,4,PCA,14.080763427145742
4296,20140509,4,PM2.5,67.2
4302,20140509,5,PCA,11.739019111648
4302,20140509,5,PM2.5,66.7
4308,20140509,6,PCA,9.89070258684746
4308,20140509,6,PM2.5,62.1
4314,20140509,7,PCA,21.755687848546884
4314,20140509,7,PM2.5,76.2
4320,20140509,8,PCA,15.692456454523828
4320,20140509,8,PM2.5,72.0
4326,20140509,9,PCA,17.172936839097666
4326,20140509,9,PM2.5,78.1
4332,20140509,10,PCA,7.307682339563751
4332,20140509,10,PM2.5,68.3
4338,20140509,11,PCA,-2.1427039268096633
4338,20140509,11,PM2.5,59.8
4344,20140509,12,PCA,-4.801100151037322
4344,20140509,12,PM2.5,59.2
4350,20140509,13,PCA,-5.244266486251272
4350,20140509,13,PM2.5,58.7
4356,20140509,14,PCA,-5.3440555088972275
4356,20140509,14,PM2.5,61.0
4362,20140509,15,PCA,-7.222474272229129
4362,20140509,15,PM2.5,58.9
4368,20140509,16,PCA,-4.846588731147975
4368,20140509,16,PM2.5,64.3
4374,20140509,17,PCA,-11.590017055889813
4374,20140509,17,PM2.5,59.6
4380,20140509,18,PCA,-26.085635154142324
4380,20140509,18,PM2.5,42.3
4386,20140509,19,PCA,-21.138626136031576
4386,20140509,19,PM2.5,49.6
4392,20140509,20,PCA,-24.203848632421195
4392,20140509,20,PM2.5,44.4
4398,20140509,21,PCA,-23.579519327934825
4398,20140509,21,PM2.5,45.1
4404,20140509,22,PCA,-28.23417858469856
4404,20140509,22,PM2.5,41.3
4410,20140509,23,PCA,-31.569159630010034
4410,20140509,23,PM2.5,39.4
4416,20140510,0,PCA,-30.570616822542437
4416,20140510,0,PM2.5,40.9
4422,20140510,1,PCA,-35.00070133734272
4422,20140510,1,PM2.5,34.9
4440,20140510,4,PCA,-36.40658406637582
4440,20140510,4,PM2.5,31.9
4446,20140510,5,PCA,-32.69746760029863
4446,20140510,5,PM2.5,36.6
4452,20140510,6,PCA,-37.850032196653196
4452,20140510,6,PM2.5,28.1
4458,20140510,7,PCA,-30.354214603767947
4458,20140510,7,PM2.5,35.9
4464,20140510,8,PCA,-18.329146689229816
4464,20140510,8,PM2.5,48.2
4470,20140510,9,PCA,-23.761793692144362
4470,20140510,9,PM2.5,48.1
4476,20140510,10,PCA,-29.790756263414682
4476,20140510,10,PM2.5,44.7
4482,20140510,11,PCA,-28.943614890816608
4482,20140510,11,PM2.5,46.6
4488,20140510,12,PCA,-26.80476325794845
4488,20140510,12,PM2.5,48.6
4494,20140510,13,PCA,-26.16362049438051
4494,20140510,13,PM2.5,50.6
4500,20140510,14,PCA,-24.350596801381514
4500,20140510,14,PM2.5,55.0
4506,20140510,15,PCA,-26.35937784127447
4506,20140510,15,PM2.5,54.2
4512,20140510,16,PCA,-23.164047577081796
4512,20140510,16,PM2.5,59.8
4518,20140510,17,PCA,-28.58406040083021
4518,20140510,17,PM2.5,51.8
4524,20140510,18,PCA,-20.013385952308756
4524,20140510,18,PM2.5,58.6
4530,20140510,19,PCA,-20.47615176577869
4530,20140510,19,PM2.5,56.9
4536,20140510,20,PCA,-27.254817887521696
4536,20140510,20,PM2.5,50.3
